Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2023-10-26,19:00,Série A,Matchweek 29,Thu,Away,W,2,1,Vasco da Gama,1.6,1.0,47,20098.0,Alan Patrick,4-4-2,Luiz Flávio de Oliveira,Match Report,
2023-10-29,18:30,Série A,Matchweek 30,Sun,Home,L,3,4,Coritiba,2.7,2.7,62,36272.0,Alan Patrick,4-2-3-1,André Luiz Skettino Policarpo Bento,Match Report,
2023-11-01,19:00,Série A,Matchweek 31,Wed,Home,D,1,1,América (MG),1.3,0.3,56,14961.0,Alan Patrick,4-2-3-1,Flavio de Souza,Match Report,
2023-11-05,16:00,Série A,Matchweek 32,Sun,Away,W,2,1,Cruzeiro,0.6,1.4,38,36801.0,Alan Patrick,4-2-3-1,Matheus Delgado Candançan,Match Report,
2023-11-08,19:00,Série A,Matchweek 33,Wed,Home,D,0,0,Fluminense,1.1,0.5,40,18669.0,Alan Patrick,4-2-3-1,Rodrigo José Pereira de Lima,Match Report,
2023-11-11,21:00,Série A,Matchweek 34,Sat,Away,L,0,3,Palmeiras,0.7,1.7,61,19358.0,Alan Patrick,4-2-3-1,Paulo Zanovelli,Match Report,
2023-11-26,18:30,Série A,Matchweek 35,Sun,Home,W,1,0,Bragantino,1.1,0.5,34,22170.0,Gabriel Mercado,4-4-2,Felipe Fernandes de Lima,Match Report,
2023-11-29,19:00,Série A,Matchweek 36,Wed,Away,W,2,0,Cuiabá,1.4,0.6,55,12527.0,Alan Patrick,4-2-3-1,Dyorgines José Padovani Andrade,Match Report,
2023-12-02,18:00,Série A,Matchweek 37,Sat,Away,W,2,1,Corinthians,1.0,1.8,50,40583.0,Alan Patrick,4-2-3-1,Caio Max Augusto Vieira,Match Report,
2023-12-06,21:30,Série A,Matchweek 38,Wed,Home,W,3,1,Botafogo (RJ),1.2,0.4,53,27365.0,Alan Patrick,4-2-3-1,Flavio de Souza,Match Report,
