Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2023-04-04,19:00,Libertadores,Group stage,Tue,Away,D,1,1,co Independiente,1.5,0.6,51,,Alan Patrick,4-2-3-1,Facundo Tello,Match Report,
2023-04-15,18:30,Série A,Matchweek 1,Sat,Away,D,1,1,Fortaleza,0.9,1.5,52,30191.0,Alan Patrick,4-2-3-1,Edina Alves Batista,Match Report,
2023-04-18,19:00,Libertadores,Group stage,Tue,Home,W,1,0,ve Metropolitanos,2.9,0.3,67,27885.0,Alan Patrick,4-2-3-1,Yael Falcón,Match Report,
2023-04-23,11:00,Série A,Matchweek 2,Sun,Home,W,2,1,Flamengo,1.1,1.5,36,45751.0,Alan Patrick,4-2-3-1,Ramon Abatti Abel,Match Report,
2023-04-30,18:30,Série A,Matchweek 3,Sun,Home,W,1,0,Goiás,0.9,0.8,57,29193.0,Renê,4-2-3-1,Rodrigo José Pereira de Lima,Match Report,
2023-05-03,19:00,Libertadores,Group stage,Wed,Home,D,2,2,uy Nacional,1.3,1.5,70,,Alan Patrick,4-2-3-1,Facundo Tello,Match Report,
2023-05-07,16:00,Série A,Matchweek 4,Sun,Away,L,0,2,São Paulo,0.8,1.9,58,46093.0,Alan Patrick,4-2-3-1,Braulio da Silva Machado,Match Report,
2023-05-10,19:00,Série A,Matchweek 5,Wed,Home,L,0,2,Ath Paranaense,1.0,1.5,47,13537.0,Alan Patrick,4-2-3-1,Bruno Arleu de Araujo,Match Report,
2023-05-13,21:00,Série A,Matchweek 6,Sat,Away,L,0,2,Atlético Mineiro,0.3,2.0,46,36080.0,Gabriel Mercado,4-2-3-1,Raphael Claus,Match Report,
2023-05-21,18:30,Série A,Matchweek 7,Sun,Away,L,1,3,Grêmio,1.5,1.7,70,39438.0,Alan Patrick,4-2-3-1,Flavio Rodrigues de Souza,Match Report,
2023-05-25,20:00,Libertadores,Group stage,Thu,Away,W,2,1,ve Metropolitanos,2.3,1.0,48,,Alan Patrick,4-2-3-1,Nicolás Lamolina,Match Report,
2023-05-28,16:00,Série A,Matchweek 8,Sun,Home,W,2,0,Bahia,0.9,1.1,44,19037.0,Alan Patrick,4-2-3-1,Wagner do Nascimento Magalhães,Match Report,
2023-06-03,21:00,Série A,Matchweek 9,Sat,Away,D,1,1,Santos,1.1,1.4,44,9600.0,Alan Patrick,4-2-3-1,Paulo Cesar Zanovelli da Silva,Match Report,
2023-06-07,19:00,Libertadores,Group stage,Wed,Away,D,1,1,uy Nacional,0.9,1.3,54,,Alan Patrick,4-2-3-1,Darío Herrera,Match Report,
2023-06-11,16:00,Série A,Matchweek 10,Sun,Home,W,2,1,Vasco da Gama,1.6,0.9,47,18044.0,Alan Patrick,4-2-3-1,Edina Alves Batista,Match Report,
2023-06-22,20:00,Série A,Matchweek 11,Thu,Away,W,1,0,Coritiba,0.9,1.5,49,25983.0,Alan Patrick,4-2-3-1,André Luiz Skettino Policarpo Bento,Match Report,
2023-06-25,18:30,Série A,Matchweek 12,Sun,Away,W,2,1,América (MG),1.0,1.3,60,2249.0,Rodrigo Moledo,4-2-3-1,Flavio Rodrigues de Souza,Match Report,
2023-06-28,19:00,Libertadores,Group stage,Wed,Home,W,3,1,co Independiente,1.5,0.4,42,38567.0,Alan Patrick,4-2-3-1,Facundo Tello,Match Report,
2023-07-01,21:00,Série A,Matchweek 13,Sat,Home,D,0,0,Cruzeiro,2.0,1.0,54,23923.0,Gabriel Mercado,4-2-3-1,Wagner do Nascimento Magalhães,Match Report,
2023-07-09,16:00,Série A,Matchweek 14,Sun,Away,L,0,2,Fluminense,0.4,1.1,45,34166.0,Gabriel Mercado,4-3-3,Luiz Flávio de Oliveira,Match Report,
2023-07-16,18:30,Série A,Matchweek 15,Sun,Home,D,0,0,Palmeiras,0.5,1.4,47,41823.0,Alan Patrick,4-2-3-1,Rodrigo José Pereira de Lima,Match Report,
2023-07-23,16:00,Série A,Matchweek 16,Sun,Away,D,0,0,Bragantino,0.9,1.0,46,6446.0,Alan Patrick,4-2-3-1,Maguielson Lima Barbosa,Match Report,
2023-07-29,16:00,Série A,Matchweek 17,Sat,Home,L,1,2,Cuiabá,1.0,1.0,69,32020.0,Alan Patrick,4-1-2-1-2◆,Matheus Delgado Candançan,Match Report,
2023-08-01,21:00,Libertadores,Round of 16,Tue,Away,L,1,2,ar River Plate,0.4,1.3,44,64696.0,Alan Patrick,4-4-2,Jesús Valenzuela,Match Report,Leg 1 of 2
2023-08-05,18:30,Série A,Matchweek 18,Sat,Home,D,2,2,Corinthians,1.5,1.1,55,22509.0,Luiz Adriano,4-4-2,Wagner do Nascimento Magalhães,Match Report,
2023-08-08,21:00,Libertadores,Round of 16,Tue,Home,W,2 (9),1 (8),ar River Plate,0.7,1.8,56,,Alan Patrick,4-2-3-1,Andrés Matonte,Match Report,Leg 2 of 2; Internacional won; Internacional won on penalty kicks following extra time
2023-08-12,21:00,Série A,Matchweek 19,Sat,Away,L,1,3,Botafogo (RJ),1.7,2.3,50,39598.0,Alan Patrick,4-2-3-1,Flavio Rodrigues de Souza,Match Report,
2023-08-19,16:00,Série A,Matchweek 20,Sat,Home,L,0,1,Fortaleza,1.0,1.1,75,21134.0,Luiz Adriano,4-2-3-1,Yuri Elino Ferreira da Cruz,Match Report,
2023-08-22,18:00,Libertadores,Quarter-finals,Tue,Away,W,1,0,bo Bolívar,0.1,1.5,37,36054.0,Alan Patrick,5-3-2,Darío Herrera,Match Report,Leg 1 of 2
2023-08-26,18:30,Série A,Matchweek 21,Sat,Away,D,0,0,Flamengo,0.3,0.7,41,58892.0,Luiz Adriano,4-3-3,Edina Alves Batista,Match Report,
2023-08-29,19:00,Libertadores,Quarter-finals,Tue,Home,W,2,0,bo Bolívar,1.2,1.2,63,49137.0,Alan Patrick,4-2-3-1,Esteban Ostojich,Match Report,Leg 2 of 2; Internacional won
2023-09-02,16:00,Série A,Matchweek 22,Sat,Away,D,0,0,Goiás,0.7,0.9,62,11038.0,Gabriel Mercado,4-2-3-1,Braulio Machado,Match Report,
2023-09-13,21:30,Série A,Matchweek 23,Wed,Home,W,2,1,São Paulo,1.0,1.4,44,20763.0,Alan Patrick,4-2-3-1,Paulo Zanovelli,Match Report,
2023-09-21,19:30,Série A,Matchweek 24,Thu,Away,L,1,2,Ath Paranaense,0.8,0.9,56,24871.0,Luiz Adriano,4-1-2-1-2◆,Wagner do Nascimento Magalhães,Match Report,
2023-09-27,21:30,Libertadores,Semi-finals,Wed,Away,D,2,2,br Fluminense,0.9,1.3,46,67515.0,Alan Patrick,4-4-2,Darío Herrera,Match Report,Leg 1 of 2
2023-09-30,21:00,Série A,Matchweek 25,Sat,Home,L,0,2,Atlético Mineiro,0.8,1.4,63,23937.0,Luiz Adriano,4-3-1-2,Ramon Abatti,Match Report,
2023-10-04,21:30,Libertadores,Semi-finals,Wed,Home,L,1,2,br Fluminense,1.4,0.5,35,50002.0,Alan Patrick,4-2-3-1,Jesús Valenzuela,Match Report,Leg 2 of 2; Fluminense won
2023-10-08,16:00,Série A,Matchweek 26,Sun,Home,W,3,2,Grêmio,2.5,0.4,45,39133.0,Alan Patrick,4-2-3-1,Paulo Zanovelli,Match Report,
2023-10-18,21:30,Série A,Matchweek 27,Wed,Away,L,0,1,Bahia,0.6,2.0,53,31385.0,Alan Patrick,4-4-2,Marcelo de Lima Henrique,Match Report,
2023-10-22,16:00,Série A,Matchweek 28,Sun,Home,W,7,1,Santos,1.6,1.6,51,36584.0,Alan Patrick,4-2-3-1,Paulo Zanovelli,Match Report,
