Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2023-07-03,21:00,Liga MX,Apertura 2023 Regular Season,Mon,Home,L,1.0,2.0,Guadalajara,2.0,1.3,70.0,24120.0,William Tesillo,3-4-3,Oscar Mejia,Match Report,
2023-07-10,21:00,Liga MX,Apertura 2023 Regular Season,Mon,Home,W,4.0,0.0,Pachuca,2.3,1.4,55.0,15015.0,William Tesillo,3-4-3,Jorge Camacho,Match Report,
2023-07-15,22:05,Liga MX,Apertura 2023 Regular Season,Sat,Away,L,0.0,1.0,UANL,1.2,1.2,55.0,41615.0,William Tesillo,3-4-3,Ismael Lopez,Match Report,
2023-08-18,20:06,Liga MX,Apertura 2023 Regular Season,Fri,Home,W,2.0,1.0,Mazatlán,1.4,1.9,58.0,23703.0,William Tesillo,3-4-3,Maximiliano Quintero,Match Report,
2023-08-23,22:00,Liga MX,Apertura 2023 Regular Season,Wed,Away,L,0.0,3.0,Atlético,1.3,0.6,46.0,12277.0,William Tesillo,3-4-3,Edgar Morales,Match Report,
2023-08-26,20:00,Liga MX,Apertura 2023 Regular Season,Sat,Away,D,1.0,1.0,América,0.7,1.6,46.0,30701.0,William Tesillo,3-4-3,Óscar Macias,Match Report,
2023-09-02,18:00,Liga MX,Apertura 2023 Regular Season,Sat,Home,D,1.0,1.0,Necaxa,1.1,0.5,80.0,17426.0,William Tesillo,3-4-3,Víctor Cáceres,Match Report,
2023-09-16,20:00,Liga MX,Apertura 2023 Regular Season,Sat,Away,L,1.0,3.0,Monterrey,0.8,1.2,47.0,41807.0,William Tesillo,3-4-3,Luis Enrique Santander,Match Report,
2023-09-23,20:00,Liga MX,Apertura 2023 Regular Season,Sat,Home,W,1.0,0.0,Tijuana,1.1,0.1,55.0,16428.0,Rodolfo Cota,4-3-3,Fernando Guerrero,Match Report,
2023-09-29,20:00,Liga MX,Apertura 2023 Regular Season,Fri,Away,D,1.0,1.0,Querétaro,1.1,1.3,62.0,11179.0,Rodolfo Cota,3-4-3,Guillermo Pacheco,Match Report,
2023-10-08,20:05,Liga MX,Apertura 2023 Regular Season,Sun,Away,W,2.0,0.0,Santos,2.1,0.3,74.0,7429.0,Rodolfo Cota,4-1-3-2,Marco Antonio Ortíz,Match Report,
