Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2023-08-14,18:45,Primeira Liga,Matchweek 1,Mon,Away,W,2.0,1.0,Moreirense,0.8,0.5,62.0,5674.0,Iván Marcano,4-2-3-1,Hélder Malheiro,Match Report,
2023-08-20,18:00,Primeira Liga,Matchweek 2,Sun,Home,W,2.0,1.0,Farense,2.6,0.4,68.0,48129.0,Iván Marcano,4-4-2,Cláudio Ruivo Pereira,Match Report,
2023-08-28,20:15,Primeira Liga,Matchweek 3,Mon,Away,W,2.0,1.0,Rio Ave,2.4,1.0,64.0,4811.0,Pepe,4-4-2,Fábio Veríssimo,Match Report,
2023-09-03,18:00,Primeira Liga,Matchweek 4,Sun,Home,D,1.0,1.0,Arouca,2.5,0.6,69.0,46516.0,Iván Marcano,4-4-2,Miguel Nogueira,Match Report,
2023-09-15,19:15,Primeira Liga,Matchweek 5,Fri,Away,W,1.0,0.0,Estrela,0.4,1.2,47.0,5976.0,Pepe,3-5-2,João Pinheiro,Match Report,
2023-09-19,22:00,Champions Lg,Group stage,Tue,Away,W,3.0,1.0,ua Shakhtar,1.8,0.5,54.0,46729.0,Pepe,4-2-3-1,Davide Massa,Match Report,
2023-09-23,20:30,Primeira Liga,Matchweek 6,Sat,Home,W,2.0,1.0,Gil Vicente FC,2.2,0.8,61.0,37617.0,Diogo Costa,4-2-3-1,António Nobre,Match Report,
2023-09-29,20:15,Primeira Liga,Matchweek 7,Fri,Away,L,0.0,1.0,Benfica,0.3,1.3,37.0,62247.0,Diogo Costa,4-4-2,João Pinheiro,Match Report,
2023-10-04,20:00,Champions Lg,Group stage,Wed,Home,L,0.0,1.0,es Barcelona,0.7,1.3,44.0,49722.0,Diogo Costa,4-4-2,Anthony Taylor,Match Report,
2023-10-08,18:00,Primeira Liga,Matchweek 8,Sun,Home,W,1.0,0.0,Portimonense,1.5,0.5,68.0,43230.0,Diogo Costa,4-2-3-1,Nuno Almeida,Match Report,
2023-10-25,21:00,Champions Lg,Group stage,Wed,Away,W,4.0,1.0,be Antwerp,1.3,0.7,45.0,13651.0,Pepe,4-4-2,Benoît Bastien,Match Report,
2023-10-29,20:30,Primeira Liga,Matchweek 9,Sun,Away,W,2.0,0.0,Vizela,1.6,0.8,58.0,4435.0,Pepe,4-4-2,Manuel Oliveira,Match Report,
2023-11-03,20:15,Primeira Liga,Matchweek 10,Fri,Home,L,0.0,1.0,Estoril,2.9,0.4,70.0,30306.0,Pepe,4-4-2,Tiago Martins,Match Report,
2023-11-07,20:00,Champions Lg,Group stage,Tue,Home,W,2.0,0.0,be Antwerp,2.2,0.6,67.0,44830.0,Pepe,4-4-2,Maurizio Mariani,Match Report,
2023-11-11,20:30,Primeira Liga,Matchweek 11,Sat,Away,W,2.0,1.0,Vitória,1.2,2.3,55.0,21353.0,Pepe,4-3-3,Nuno Almeida,Match Report,
2023-11-28,21:00,Champions Lg,Group stage,Tue,Away,L,1.0,2.0,es Barcelona,1.1,1.8,46.0,43533.0,Pepe,4-4-2,Daniele Orsato,Match Report,
2023-12-02,18:00,Primeira Liga,Matchweek 12,Sat,Away,W,3.0,0.0,Famalicão,1.0,1.2,60.0,4858.0,Pepe,4-4-2,António Nobre,Match Report,
2023-12-09,20:30,Primeira Liga,Matchweek 13,Sat,Home,W,3.0,1.0,Casa Pia,2.7,1.2,67.0,29130.0,Pepe,4-4-2,João António Gonçalves,Match Report,
2023-12-13,20:00,Champions Lg,Group stage,Wed,Home,W,5.0,3.0,ua Shakhtar,2.7,1.5,49.0,48113.0,Pepe,4-4-2,István Kovács,Match Report,
2023-12-18,20:15,Primeira Liga,Matchweek 14,Mon,Away,L,0.0,2.0,Sporting CP,0.7,1.4,56.0,44385.0,Pepe,4-4-2,Nuno Almeida,Match Report,
2023-12-29,20:45,Primeira Liga,Matchweek 15,Fri,Home,W,1.0,0.0,Chaves,1.3,0.6,67.0,41529.0,Diogo Costa,4-4-2,Gustavo Correia,Match Report,
2024-01-05,20:45,Primeira Liga,Matchweek 16,Fri,Away,,,,Boavista,,,,,,,,Head-to-Head,
2024-01-14,20:30,Primeira Liga,Matchweek 17,Sun,Home,,,,Braga,,,,,,,,Head-to-Head,
2024-01-20,20:30,Primeira Liga,Matchweek 18,Sat,Home,,,,Moreirense,,,,,,,,Head-to-Head,
2024-01-28,,Primeira Liga,Matchweek 19,Sun,Away,,,,Farense,,,,,,,,Head-to-Head,
2024-02-04,,Primeira Liga,Matchweek 20,Sun,Home,,,,Rio Ave,,,,,,,,Head-to-Head,
2024-02-11,,Primeira Liga,Matchweek 21,Sun,Away,,,,Arouca,,,,,,,,Head-to-Head,
2024-02-18,,Primeira Liga,Matchweek 22,Sun,Home,,,,Estrela,,,,,,,,Head-to-Head,
2024-02-21,20:00,Champions Lg,Round of 16,Wed,Home,,,,eng Arsenal,,,,,,,,Head-to-Head,Leg 1 of 2
2024-02-25,,Primeira Liga,Matchweek 23,Sun,Away,,,,Gil Vicente FC,,,,,,,,Head-to-Head,
2024-03-03,,Primeira Liga,Matchweek 24,Sun,Home,,,,Benfica,,,,,,,,Head-to-Head,
2024-03-10,,Primeira Liga,Matchweek 25,Sun,Away,,,,Portimonense,,,,,,,,Head-to-Head,
2024-03-12,20:00,Champions Lg,Round of 16,Tue,Away,,,,eng Arsenal,,,,,,,,Head-to-Head,Leg 2 of 2
2024-03-17,,Primeira Liga,Matchweek 26,Sun,Home,,,,Vizela,,,,,,,,Head-to-Head,
2024-03-30,,Primeira Liga,Matchweek 27,Sat,Away,,,,Estoril,,,,,,,,Head-to-Head,
2024-04-07,,Primeira Liga,Matchweek 28,Sun,Home,,,,Vitória,,,,,,,,Head-to-Head,
2024-04-14,,Primeira Liga,Matchweek 29,Sun,Home,,,,Famalicão,,,,,,,,Head-to-Head,
2024-04-21,,Primeira Liga,Matchweek 30,Sun,Away,,,,Casa Pia,,,,,,,,Head-to-Head,
2024-04-28,,Primeira Liga,Matchweek 31,Sun,Home,,,,Sporting CP,,,,,,,,Head-to-Head,
2024-05-05,,Primeira Liga,Matchweek 32,Sun,Away,,,,Chaves,,,,,,,,Head-to-Head,
2024-05-12,,Primeira Liga,Matchweek 33,Sun,Home,,,,Boavista,,,,,,,,Head-to-Head,
2024-05-19,,Primeira Liga,Matchweek 34,Sun,Away,,,,Braga,,,,,,,,Head-to-Head,
