Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2023-01-29,19:15,Primera Div,Matchweek 1,Sun,Home,D,0,0,Club Atlético Belgrano,0.6,0.6,70,,Iván Pillud,4-3-3,Darío Herrera,Match Report,
2023-02-04,21:30,Primera Div,Matchweek 2,Sat,Away,L,0,1,Argentinos Jun,0.4,1.8,45,,Leonardo Sigali,4-3-3,Fernando Echenique,Match Report,
2023-02-12,21:30,Primera Div,Matchweek 3,Sun,Home,D,2,2,Tigre,1.4,1.3,59,,Leonardo Sigali,4-3-3,Andrés Merlos,Match Report,
2023-02-17,21:30,Primera Div,Matchweek 4,Fri,Away,W,3,0,Arsenal,1.1,0.6,66,,Leonardo Sigali,4-2-3-1,Germán Delfino,Match Report,
2023-02-27,19:15,Primera Div,Matchweek 5,Mon,Home,W,2,1,Lanús,1.1,0.5,61,,Leonardo Sigali,4-3-3,Facundo Tello,Match Report,
2023-03-06,17:00,Primera Div,Matchweek 6,Mon,Away,L,0,2,Godoy Cruz,1.0,2.0,61,,Leonardo Sigali,4-3-3,Leandro Rey Hilfer,Match Report,
2023-03-12,17:00,Primera Div,Matchweek 7,Sun,Home,W,1,0,Sarmiento,1.0,0.4,70,,Gabriel Arias,3-4-3,Fernando Espinoza,Match Report,
2023-03-17,21:00,Primera Div,Matchweek 8,Fri,Away,W,3,1,CA Unión,2.2,0.8,66,,Gabriel Arias,4-3-3,Nicolás Ramírez,Match Report,
2023-04-01,19:30,Primera Div,Matchweek 9,Sat,Home,W,2,1,CA Huracán,1.1,0.5,61,,Leonardo Sigali,4-3-3,Darío Herrera,Match Report,
2023-04-05,20:00,Libertadores,Group stage,Wed,Away,W,2,0,cl Ñublense,1.7,1.4,50,11800.0,Leonardo Sigali,4-3-3,Bismark Santiago,Match Report,
2023-04-08,18:00,Primera Div,Matchweek 10,Sat,Away,L,1,3,Gimnasia ELP,0.8,1.5,61,,Gabriel Arias,4-3-3,Nicolás Lamolina,Match Report,
2023-04-12,19:30,Primera Div,Matchweek 11,Wed,Home,L,0,1,Newell's OB,0.7,0.8,60,,Leonardo Sigali,4-2-3-1,Fernando Espinoza,Match Report,
2023-04-16,16:30,Primera Div,Matchweek 12,Sun,Away,D,1,1,Independiente,1.3,0.6,59,,Leonardo Sigali,4-3-3,Yael Falcón,Match Report,
2023-04-20,19:00,Libertadores,Group stage,Thu,Home,W,3,2,ec SD Aucas,2.8,0.8,67,,Leonardo Sigali,4-3-3,Christian Ferreyra,Match Report,
2023-04-24,19:00,Primera Div,Matchweek 13,Mon,Home,L,1,3,Tucumán,0.7,1.5,75,,Leonardo Sigali,4-2-3-1,Nazareno Arasa,Match Report,
2023-04-29,21:30,Primera Div,Matchweek 14,Sat,Away,L,1,3,Boca Juniors,0.5,0.9,63,,Leonardo Sigali,4-3-3,Andrés Merlos,Match Report,
2023-05-04,19:00,Libertadores,Group stage,Thu,Home,D,1,1,br Flamengo,0.9,1.1,31,25325.0,Leonardo Sigali,4-3-3,Jesús Valenzuela,Match Report,
2023-05-08,19:30,Primera Div,Matchweek 15,Mon,Home,L,2,4,Talleres,1.1,4.2,65,,Leonardo Sigali,4-3-3,Facundo Tello,Match Report,
2023-05-14,16:30,Primera Div,Matchweek 16,Sun,Away,L,0,3,Platense,0.7,1.8,64,,Leonardo Sigali,4-3-3,Hernán Mastrángelo,Match Report,
2023-05-23,19:00,Libertadores,Group stage,Tue,Away,W,2,1,ec SD Aucas,0.5,1.0,46,,Leonardo Sigali,4-3-3,Gery Vargas,Match Report,
2023-05-28,16:30,Primera Div,Matchweek 18,Sun,Away,D,1,1,Defensa y Just,0.7,0.8,61,,Leonardo Sigali,4-2-3-1,Sebastían Zunino,Match Report,
