Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2023-06-30,20:00,Liga MX,Apertura 2023 Regular Season,Fri,Home,L,2.0,3.0,UNAM,1.2,2.7,56.0,26158.0,Alexis Canelo,4-2-3-1,Daniel Quintero,Match Report,
2023-07-07,22:00,Liga MX,Apertura 2023 Regular Season,Fri,Away,D,1.0,1.0,Necaxa,1.3,1.2,59.0,13028.0,Alexis Canelo,4-2-3-1,Oscar Mejia,Match Report,
2023-07-14,20:10,Liga MX,Apertura 2023 Regular Season,Fri,Home,W,2.0,1.0,Cruz Azul,0.7,0.8,50.0,28333.0,Alexis Canelo,4-2-3-1,Edgar Morales,Match Report,
2023-08-22,20:00,Liga MX,Apertura 2023 Regular Season,Tue,Away,L,0.0,1.0,Guadalajara,0.1,2.1,41.0,27547.0,Christian Rivera,4-4-2,Adonai Escobedo,Match Report,
2023-08-25,20:10,Liga MX,Apertura 2023 Regular Season,Fri,Home,D,1.0,1.0,Mazatlán,0.8,0.4,59.0,18333.0,Christian Rivera,4-4-2,Fernando Guerrero,Match Report,
2023-09-01,22:10,Liga MX,Apertura 2023 Regular Season,Fri,Away,L,0.0,3.0,Puebla,1.5,1.1,46.0,7700.0,Christian Rivera,3-4-3,César Arturo Ramos,Match Report,
2023-09-15,20:00,Liga MX,Apertura 2023 Regular Season,Fri,Home,W,2.0,1.0,Toluca,1.1,0.4,37.0,18633.0,Christian Rivera,4-2-3-1,Erick Miranda,Match Report,
2023-09-23,20:00,Liga MX,Apertura 2023 Regular Season,Sat,Away,L,0.0,1.0,León,0.1,1.1,45.0,16428.0,Christian Rivera,4-4-2,Fernando Guerrero,Match Report,
2023-09-29,20:10,Liga MX,Apertura 2023 Regular Season,Fri,Home,W,5.0,1.0,FC Juárez,2.2,0.8,52.0,17333.0,Christian Rivera,4-2-3-1,Fernando Hernández,Match Report,
2023-10-04,22:00,Liga MX,Apertura 2023 Regular Season,Wed,Away,L,1.0,2.0,Santos,2.0,2.1,44.0,7038.0,Christian Rivera,4-2-3-1,Ismael Lopez,Match Report,
2023-10-08,20:00,Liga MX,Apertura 2023 Regular Season,Sun,Home,W,2.0,1.0,Atlético,1.9,2.1,41.0,18333.0,Christian Rivera,3-4-3,Luis Enrique Santander,Match Report,
2023-10-21,20:06,Liga MX,Apertura 2023 Regular Season,Sat,Away,L,0.0,1.0,Querétaro,0.6,1.6,50.0,7908.0,Christian Rivera,4-1-4-1,Óscar Macias,Match Report,
2023-10-25,20:00,Liga MX,Apertura 2023 Regular Season,Wed,Away,L,1.0,3.0,Monterrey,0.4,1.9,45.0,31921.0,Nicolás Díaz Huincales,5-3-2,Víctor Cáceres,Match Report,
2023-10-29,20:06,Liga MX,Apertura 2023 Regular Season,Sun,Home,W,2.0,0.0,Atlas,0.3,0.7,45.0,20333.0,Christian Rivera,4-1-4-1,Daniel Quintero,Match Report,
2023-11-01,20:06,Liga MX,Apertura 2023 Regular Season,Wed,Home,W,2.0,0.0,UANL,1.0,0.8,35.0,24533.0,Christian Rivera,4-1-4-1,Marco Antonio Ortíz,Match Report,
2023-11-04,19:00,Liga MX,Apertura 2023 Regular Season,Sat,Away,L,0.0,3.0,América,0.2,3.4,53.0,46046.0,Christian Rivera,4-3-3,Oscar Mejia,Match Report,
2023-11-10,19:10,Liga MX,Apertura 2023 Regular Season,Fri,Home,L,2.0,3.0,Pachuca,3.0,1.1,53.0,26333.0,Christian Rivera,4-2-3-1,Fernando Hernández,Match Report,
2024-01-13,19:00,Liga MX,Clausura 2024 Regular Season,Sat,Home,,,,América,,,,,,,,Head-to-Head,
2024-01-20,21:00,Liga MX,Clausura 2024 Regular Season,Sat,Away,,,,Atlas,,,,,,,,Head-to-Head,
2024-01-26,19:00,Liga MX,Clausura 2024 Regular Season,Fri,Home,,,,Guadalajara,,,,,,,,Head-to-Head,
2024-01-30,19:00,Liga MX,Clausura 2024 Regular Season,Tue,Away,,,,Cruz Azul,,,,,,,,Head-to-Head,
2024-02-03,19:00,Liga MX,Clausura 2024 Regular Season,Sat,Away,,,,Pachuca,,,,,,,,Head-to-Head,
2024-02-09,19:00,Liga MX,Clausura 2024 Regular Season,Fri,Home,,,,Querétaro,,,,,,,,Head-to-Head,
2024-02-17,17:00,Liga MX,Clausura 2024 Regular Season,Sat,Away,,,,Atlético,,,,,,,,Head-to-Head,
2024-02-25,12:00,Liga MX,Clausura 2024 Regular Season,Sun,Away,,,,Toluca,,,,,,,,Head-to-Head,
2024-02-28,19:00,Liga MX,Clausura 2024 Regular Season,Wed,Home,,,,Monterrey,,,,,,,,Head-to-Head,
2024-03-03,17:00,Liga MX,Clausura 2024 Regular Season,Sun,Home,,,,León,,,,,,,,Head-to-Head,
2024-03-10,12:00,Liga MX,Clausura 2024 Regular Season,Sun,Away,,,,UNAM,,,,,,,,Head-to-Head,
2024-03-15,20:00,Liga MX,Clausura 2024 Regular Season,Fri,Home,,,,Santos,,,,,,,,Head-to-Head,
2024-03-29,21:00,Liga MX,Clausura 2024 Regular Season,Fri,Away,,,,Mazatlán,,,,,,,,Head-to-Head,
2024-04-05,20:00,Liga MX,Clausura 2024 Regular Season,Fri,Home,,,,Necaxa,,,,,,,,Head-to-Head,
2024-04-14,20:00,Liga MX,Clausura 2024 Regular Season,Sun,Away,,,,FC Juárez,,,,,,,,Head-to-Head,
2024-04-19,20:00,Liga MX,Clausura 2024 Regular Season,Fri,Home,,,,Puebla,,,,,,,,Head-to-Head,
2024-04-27,18:00,Liga MX,Clausura 2024 Regular Season,Sat,Away,,,,UANL,,,,,,,,Head-to-Head,
