Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2023-01-30,20:00,Primera Div,Matchweek 1,Mon,Home,W,3,1,Gimnasia ELP,1.0,1.5,48,,Lautaro Gianetti,4-3-3,Leandro Rey Hilfer,Match Report,
2023-02-03,20:00,Primera Div,Matchweek 2,Fri,Away,L,0,1,Newell's OB,0.2,0.5,47,,Lautaro Gianetti,4-3-3,Fernando Espinoza,Match Report,
2023-02-11,21:30,Primera Div,Matchweek 3,Sat,Home,D,0,0,Independiente,0.8,0.5,58,,Lucas Pratto,4-3-3,Sebastían Zunino,Match Report,
2023-02-20,21:30,Primera Div,Matchweek 4,Mon,Away,D,1,1,Tucumán,2.3,1.0,51,,Lucas Janson,4-3-3,Nazareno Arasa,Match Report,
2023-02-25,21:30,Primera Div,Matchweek 5,Sat,Home,L,1,2,Boca Juniors,1.3,0.9,65,,Lautaro Gianetti,4-3-3,Yael Falcón,Match Report,
2023-03-05,21:30,Primera Div,Matchweek 6,Sun,Away,W,2,1,Talleres,0.9,0.9,57,,Lautaro Gianetti,4-2-3-1,Andrés Merlos,Match Report,
2023-03-13,21:00,Primera Div,Matchweek 7,Mon,Home,D,1,1,Platense,0.7,0.4,63,,Lautaro Gianetti,4-2-3-1,Darío Herrera,Match Report,
2023-03-21,21:00,Primera Div,Matchweek 8,Tue,Home,W,4,0,CC Córdoba,1.8,0.7,61,,Lucas Pratto,4-2-3-1,Pablo Dóvalo,Match Report,
2023-03-30,20:00,Primera Div,Matchweek 9,Thu,Away,D,0,0,Defensa y Just,0.9,1.4,50,,Lucas Pratto,4-2-3-1,Ariel Penel,Match Report,
2023-04-07,21:30,Primera Div,Matchweek 10,Fri,Home,D,3,3,Banfield,2.2,0.6,52,,Lucas Pratto,4-2-3-1,Fernando Rapallini,Match Report,
2023-04-11,21:30,Primera Div,Matchweek 11,Tue,Away,L,0,1,Instituto Atlético Central Córdoba,0.2,0.5,57,,Lucas Pratto,4-2-3-1,Silvio Trucco,Match Report,
2023-04-16,14:00,Primera Div,Matchweek 12,Sun,Home,D,0,0,Barracas Central,0.2,0.8,47,,Lucas Pratto,4-2-3-1,Luis Lobo Medina,Match Report,
2023-04-21,20:30,Primera Div,Matchweek 13,Fri,Away,L,1,2,Colón,0.7,1.2,61,,Lautaro Gianetti,4-2-3-1,Darío Herrera,Match Report,
2023-04-29,14:00,Primera Div,Matchweek 14,Sat,Home,D,0,0,San Lorenzo,0.3,1.3,55,,Lautaro Gianetti,4-2-3-1,Hernán Mastrángelo,Match Report,
2023-05-07,21:00,Primera Div,Matchweek 15,Sun,Away,L,0,2,Estudiantes,0.8,0.9,46,,Lautaro Gianetti,3-4-1-2,Ariel Penel,Match Report,
2023-05-15,20:30,Primera Div,Matchweek 16,Mon,Home,D,0,0,Rosario Cent,0.7,0.2,48,,Lautaro Gianetti,4-2-3-1,Sebastían Zunino,Match Report,
2023-05-29,21:30,Primera Div,Matchweek 18,Mon,Home,D,2,2,River Plate,1.1,1.2,40,,Lautaro Gianetti,4-2-3-1,Fernando Echenique,Match Report,
2023-06-03,14:00,Primera Div,Matchweek 19,Sat,Away,L,0,2,Club Atlético Belgrano,1.0,0.7,63,,Lucas Pratto,4-2-3-1,Hernán Mastrángelo,Match Report,
2023-06-12,21:45,Primera Div,Matchweek 20,Mon,Home,L,0,1,Argentinos Jun,0.7,1.2,40,,Lautaro Gianetti,4-2-3-1,Fernando Rapallini,Match Report,
2023-06-17,18:00,Primera Div,Matchweek 17,Sat,Away,L,1,2,Racing Club,1.1,1.7,48,,Lautaro Gianetti,4-2-3-1,Leandro Rey Hilfer,Match Report,
2023-06-22,17:00,Primera Div,Matchweek 21,Thu,Away,L,1,2,Tigre,1.0,2.2,45,,Lautaro Gianetti,4-2-3-1,Pablo Echavarría,Match Report,
2023-06-30,21:30,Primera Div,Matchweek 22,Fri,Home,W,1,0,Arsenal,0.5,0.9,71,,Lautaro Gianetti,3-4-3,Ariel Penel,Match Report,
2023-07-04,20:00,Primera Div,Matchweek 23,Tue,Away,W,1,0,Lanús,1.0,1.1,37,,Lautaro Gianetti,5-3-2,Carlos Gareano,Match Report,
2023-07-09,18:00,Primera Div,Matchweek 24,Sun,Home,D,1,1,Godoy Cruz,0.9,0.4,52,,Lautaro Gianetti,5-3-2,Sebastían Zunino,Match Report,
2023-07-14,19:00,Primera Div,Matchweek 25,Fri,Away,D,1,1,Sarmiento,1.4,0.9,60,,Lautaro Gianetti,3-4-3,Nazareno Arasa,Match Report,
2023-07-24,16:30,Primera Div,Matchweek 26,Mon,Home,D,0,0,CA Unión,0.3,0.3,51,,Lautaro Gianetti,3-4-3,Fernando Rapallini,Match Report,
2023-07-30,17:30,Primera Div,Matchweek 27,Sun,Away,L,0,1,CA Huracán,0.1,1.1,52,,Santiago Castro,3-4-3,Yael Falcón,Match Report,
2023-08-19,21:00,Copa de la Liga Profesional,Group stage,Sat,Home,W,1,0,Barracas Central,1.3,0.1,50,,Lautaro Gianetti,4-2-3-1,Andrés Merlos,Match Report,
2023-08-27,19:15,Copa de la Liga Profesional,Group stage,Sun,Away,L,1,2,Independiente,0.7,1.3,47,,Lautaro Gianetti,4-2-3-1,Fernando Rapallini,Match Report,
2023-09-02,21:30,Copa de la Liga Profesional,Group stage,Sat,Home,W,2,0,River Plate,0.7,0.4,39,,Lautaro Gianetti,4-2-2-2,Pablo Echavarría,Match Report,
2023-09-13,18:00,Copa de la Liga Profesional,Group stage,Wed,Away,L,1,2,Gimnasia ELP,0.6,1.7,62,,Lautaro Gianetti,4-4-1-1,Hernán Mastrángelo,Match Report,
2023-09-20,18:30,Copa de la Liga Profesional,Group stage,Wed,Home,W,2,1,Arsenal,1.8,0.6,57,,Lautaro Gianetti,4-4-1-1,Silvio Trucco,Match Report,
2023-09-23,21:00,Copa de la Liga Profesional,Group stage,Sat,Away,L,0,3,CA Huracán,0.2,1.4,60,,Lautaro Gianetti,4-4-1-1,Nicolás Lamolina,Match Report,
2023-09-29,20:00,Copa de la Liga Profesional,Group stage,Fri,Away,D,0,0,Tigre,0.1,0.9,31,,Lautaro Gianetti,4-1-4-1,Jorge Baliño,Match Report,
2023-10-09,20:30,Copa de la Liga Profesional,Group stage,Mon,Home,W,3,1,Tucumán,1.0,1.3,40,,Lautaro Gianetti,5-3-2,Facundo Tello,Match Report,
2023-10-19,20:45,Copa de la Liga Profesional,Group stage,Thu,Away,D,1,1,Rosario Cent,0.9,1.4,48,,Lautaro Gianetti,4-3-3,Leandro Rey Hilfer,Match Report,
2023-10-23,21:00,Copa de la Liga Profesional,Group stage,Mon,Home,L,0,1,Banfield,0.3,0.5,65,,Lautaro Gianetti,4-3-3,Yael Falcón,Match Report,
2023-10-28,22:30,Copa de la Liga Profesional,Group stage,Sat,Away,W,1,0,Instituto Atlético Central Córdoba,0.6,0.4,42,,Lautaro Gianetti,5-3-2,Andrés Merlos,Match Report,
2023-11-05,16:00,Copa de la Liga Profesional,Group stage,Sun,Home,D,1,1,Talleres,1.0,0.4,53,,Santiago Cáseres,4-3-3,Facundo Tello,Match Report,
2023-11-11,16:00,Copa de la Liga Profesional,Group stage,Sat,Away,D,1,1,Argentinos Jun,0.2,1.0,35,,Lautaro Gianetti,3-4-3,Pablo Echavarría,Match Report,
2023-11-25,18:00,Copa de la Liga Profesional,Group stage,Sat,Home,W,3,1,Colón,1.0,0.8,51,,Lautaro Gianetti,5-4-1,Ariel Penel,Match Report,
