Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2023-07-02,20:05,Liga MX,Apertura 2023 Regular Season,Sun,Away,W,2.0,0.0,Santos,0.5,0.8,44.0,12433.0,Pablo Barrera,4-1-3-2,Abraham Quirarte,Match Report,
2023-07-15,18:00,Liga MX,Apertura 2023 Regular Season,Sat,Away,L,1.0,4.0,Atlético,0.6,1.7,41.0,12310.0,Pablo Barrera,4-4-2,Daniel Quintero,Match Report,
2023-08-20,20:06,Liga MX,Apertura 2023 Regular Season,Sun,Home,D,1.0,1.0,Pachuca,0.6,1.3,42.0,6486.0,Pablo Barrera,4-4-2,Vicente Arce,Match Report,
2023-08-27,17:00,Liga MX,Apertura 2023 Regular Season,Sun,Away,W,1.0,0.0,Necaxa,1.6,0.4,48.0,7289.0,Pablo Barrera,4-4-2,Daniel Quintero,Match Report,
2023-08-30,20:06,Liga MX,Apertura 2023 Regular Season,Wed,Home,L,1.0,2.0,Atlas,1.2,0.8,40.0,9140.0,Pablo Barrera,4-2-3-1,Fernando Hernández,Match Report,
2023-09-02,20:05,Liga MX,Apertura 2023 Regular Season,Sat,Away,L,0.0,5.0,UANL,0.5,3.5,40.0,40273.0,Pablo Barrera,4-2-3-1,Ismael Lopez,Match Report,
2023-09-17,18:00,Liga MX,Apertura 2023 Regular Season,Sun,Home,D,1.0,1.0,Puebla,1.7,1.8,30.0,8380.0,Pablo Barrera,4-4-2,Víctor Cáceres,Match Report,
2023-09-20,21:06,Liga MX,Apertura 2023 Regular Season,Wed,Home,L,1.0,2.0,América,0.8,1.0,33.0,31296.0,Pablo Barrera,4-4-2,Diego Montaño,Match Report,
2023-09-24,17:00,Liga MX,Apertura 2023 Regular Season,Sun,Away,W,3.0,1.0,Cruz Azul,1.9,2.4,32.0,23790.0,Pablo Barrera,4-4-2,Abraham Quirarte,Match Report,
2023-09-29,20:00,Liga MX,Apertura 2023 Regular Season,Fri,Home,D,1.0,1.0,León,1.3,1.1,38.0,11179.0,Pablo Barrera,4-4-2,Guillermo Pacheco,Match Report,
2023-10-04,20:00,Liga MX,Apertura 2023 Regular Season,Wed,Away,L,0.0,4.0,UNAM,0.2,1.9,32.0,8074.0,Pablo Barrera,4-4-2,Luis Enrique Santander,Match Report,
2023-10-08,13:00,Liga MX,Apertura 2023 Regular Season,Sun,Away,L,1.0,3.0,Toluca,1.1,3.6,27.0,21941.0,Pablo Barrera,4-4-2,Fernando Hernández,Match Report,
2023-10-21,20:06,Liga MX,Apertura 2023 Regular Season,Sat,Home,W,1.0,0.0,Tijuana,1.6,0.6,50.0,7908.0,Pablo Barrera,4-4-2,Óscar Macias,Match Report,
2023-10-27,21:00,Liga MX,Apertura 2023 Regular Season,Fri,Away,L,0.0,3.0,Mazatlán,1.9,1.8,36.0,9707.0,Pablo Barrera,4-4-2,Luis Enrique Santander,Match Report,
2023-10-31,19:00,Liga MX,Apertura 2023 Regular Season,Tue,Home,L,1.0,2.0,Guadalajara,2.0,3.3,49.0,23204.0,Pablo Barrera,4-4-2,César Arturo Ramos,Match Report,
