,id,eventId,minute,second,teamId,x,y,expandedMinute,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isShot,cardType,blockedX,blockedY,eventType,match_period
0,2568447347.0,2,0,0.0,1232,0.0,0.0,0,Successful,[],[],False,,,,,,,,,,,,Start,FirstHalf
1,2568447339.0,2,0,0.0,1239,0.0,0.0,0,Successful,[],[],False,,,,,,,,,,,,Start,FirstHalf
2,2568447357.0,3,0,0.0,1239,50.3,50.2,0,Successful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '55.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '41.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.80'}]","[91, 117, 30, 35, 37, 216, 218]",True,130886.0,41.3,55.1,,,,,,,,,Pass,FirstHalf
3,2568447365.0,4,0,1.0,1239,40.5,59.3,0,Successful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '34.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '14.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.02'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '78.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 35, 37, 216, 218]",True,128627.0,34.5,78.7,,,,,,,,,Pass,FirstHalf
4,2568447377.0,5,0,3.0,1239,34.3,80.2,0,Successful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '25.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '74.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.54'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.0'}]","[91, 117, 30, 35, 38, 215, 218]",True,22152.0,25.5,74.5,,,,,,,,,Pass,FirstHalf
5,2568447387.0,6,0,7.0,1239,26.4,76.5,0,Unsuccessful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '77.8'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '39.5'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '64.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.02'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 120, 124, 128, 36, 37, 216, 218]",True,146761.0,64.0,77.8,,,,,,,,,Pass,FirstHalf
6,2568447385.0,3,0,9.0,1232,37.5,19.7,0,Successful,[],[93],False,373523.0,,,,,,,,,,,BallRecovery,FirstHalf
7,2568447397.0,4,0,10.0,1232,34.6,19.4,0,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '9.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.70'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '37.9'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '29.6'}]","[91, 117, 30, 35, 37, 215, 218]",True,373523.0,9.1,37.9,,,,,,,,,Pass,FirstHalf
8,2568447409.0,5,0,13.0,1232,10.5,37.7,0,Unsuccessful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '24.9'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.10'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '47.9'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '55.4'}]","[91, 120, 128, 36, 38, 216, 218]",True,27490.0,55.4,24.9,,,,,,,,,Pass,FirstHalf
9,2568447417.0,7,0,16.0,1239,45.4,72.3,0,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '6'}]","[197, 200]",False,146761.0,,,,,,,,,,,Aerial,FirstHalf
10,2568447415.0,6,0,16.0,1232,54.6,27.7,0,Unsuccessful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '7'}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[198, 199]",False,397899.0,,,,,,,,,,,Aerial,FirstHalf
11,2568447421.0,8,0,16.0,1239,46.2,69.5,0,Unsuccessful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.54'}, {'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '54.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '58.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[91, 120, 29, 139, 36, 38, 216, 218]",True,146761.0,54.1,58.4,,,,,,,,,Pass,FirstHalf
12,2568447429.0,7,0,19.0,1232,45.5,32.8,0,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '30.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '30.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.5'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.25'}]","[91, 117, 30, 35, 38, 215, 218]",True,321846.0,30.8,30.4,,,,,,,,,Pass,FirstHalf
13,2568447447.0,8,0,21.0,1232,30.3,31.8,0,Successful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '6.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '24.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.10'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '33.3'}]","[91, 117, 30, 35, 37, 215, 218]",True,373523.0,6.7,33.3,,,,,,,,,Pass,FirstHalf
14,2568447461.0,9,0,25.0,1232,7.9,29.5,0,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '16.0'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '7.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.12'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '14.0'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 36, 38, 215, 218]",True,27490.0,14.0,7.9,,,,,,,,,Pass,FirstHalf
15,2568447471.0,10,0,27.0,1232,10.5,7.1,0,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '17.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '15.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.97'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 117, 30, 36, 37, 215, 218]",True,373523.0,15.2,17.8,,,,,,,,,Pass,FirstHalf
16,2568447479.0,11,0,29.0,1232,14.8,17.8,0,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '19.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '2.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.17'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.6'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 117, 30, 36, 38, 215, 218]",True,397585.0,19.7,2.5,,,,,,,,,Pass,FirstHalf
17,2568447485.0,12,0,30.0,1232,24.5,5.6,0,Unsuccessful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '26.1'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '5.3'}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '1.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.16'}]","[91, 118, 120, 29, 36, 38, 215, 218]",True,373523.0,26.1,5.3,,,,,,,,,Pass,FirstHalf
18,2568447487.0,9,0,30.0,1239,72.7,97.0,0,Successful,"[{'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '12'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 60]",True,146760.0,,,,,,,,,,,BlockedPass,FirstHalf
19,2568447621.0,14,0,49.0,1232,30.2,0.0,0,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '42.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.26'}, {'type': {'value': 107, 'displayName': 'ThrowIn'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '3.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 212, 36, 37, 216]",True,280413.0,42.6,3.7,,,,,,,,,Pass,FirstHalf
20,2568447629.0,15,0,51.0,1232,39.7,5.2,0,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 15, 'displayName': 'Head'}}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 69]",True,424039.0,,,,,,,,,,,BallTouch,FirstHalf
21,2568447627.0,11,0,52.0,1239,58.4,92.8,0,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 21, 'displayName': 'OtherBodyPart'}}]",[91],True,146760.0,,,,,,,,,,,BallTouch,FirstHalf
22,2568447635.0,12,0,53.0,1239,62.0,88.9,0,Successful,[],[93],False,22152.0,,,,,,,,,,,BallRecovery,FirstHalf
23,2568447637.0,13,0,53.0,1239,62.0,88.9,0,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '68.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.06'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '86.7'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '6.7'}]","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,22152.0,68.2,86.7,,,,,,,,,Pass,FirstHalf
24,2568447641.0,14,0,54.0,1239,68.5,86.4,0,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '4.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.24'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '91.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '65.7'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 119, 117, 30, 35, 37, 216, 218]",True,128627.0,65.7,91.9,,,,,,,,,Pass,FirstHalf
25,2568447647.0,15,0,55.0,1239,65.7,91.9,0,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '70.6'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '74.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.12'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,242791.0,70.6,74.2,,,,,,,,,Pass,FirstHalf
26,2568447659.0,16,0,55.0,1239,70.5,74.6,0,Unsuccessful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '75.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '54.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.05'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '14.8'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 120, 29, 36, 38, 217, 218]",True,130886.0,75.2,54.1,,,,,,,,,Pass,FirstHalf
27,2568447653.0,16,0,58.0,1232,25.0,55.7,0,Successful,[],[93],False,20241.0,,,,,,,,,,,BallRecovery,FirstHalf
28,2568447685.0,17,0,59.0,1232,21.5,50.0,0,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '45.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '18.7'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '3.9'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.29'}]","[91, 117, 30, 35, 38, 215, 218]",True,20241.0,3.9,45.8,,,,,,,,,Pass,FirstHalf
29,2568447719.0,18,1,1.0,1232,3.9,45.8,1,Unsuccessful,"[{'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '37.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.82'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '100.0'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '52.0'}]","[91, 118, 120, 128, 36, 37, 216, 218]",True,27490.0,37.8,100.0,,,,,,,,,Pass,FirstHalf
30,2568447805.0,18,1,9.0,1239,61.1,0.0,1,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '50.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.32'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '30.2'}, {'type': {'value': 107, 'displayName': 'ThrowIn'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '47.4'}]","[91, 212, 35, 37, 215]",True,429481.0,30.2,50.0,,,,,,,,,Pass,FirstHalf
31,2568447817.0,19,1,15.0,1239,30.1,49.8,1,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '18.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '51.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.04'}]","[91, 117, 30, 35, 37, 215, 218]",True,27586.0,18.6,51.7,,,,,,,,,Pass,FirstHalf
32,2568447831.0,20,1,16.0,1239,18.6,52.0,1,Successful,"[{'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '52.9'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.56'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '93.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '61.4'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 119, 117, 124, 127, 36, 37, 216, 218]",True,429548.0,61.4,93.1,,,,,,,,,Pass,FirstHalf
33,2568447843.0,21,1,19.0,1239,61.5,93.1,1,Unsuccessful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '23.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '76.9'}, {'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '80.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.79'}]","[91, 120, 29, 139, 36, 38, 217, 218]",True,146760.0,80.8,76.9,,,,,,,,,Pass,FirstHalf
34,2568447851.0,20,1,22.0,1232,21.8,25.3,1,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]",[],False,27490.0,,,,,,,,,,,KeeperSweeper,FirstHalf
35,2568447855.0,21,1,22.0,1232,21.5,25.6,1,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '0.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '26.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.99'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '19.5'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}]","[91, 94, 95, 215]",True,27490.0,26.5,0.0,,,,,,,,,Clearance,FirstHalf
36,2568448055.0,23,2,1.0,1239,73.1,100.0,2,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '5.7'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '70.3'}, {'type': {'value': 107, 'displayName': 'ThrowIn'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '94.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.17'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}]","[91, 212, 35, 38, 217]",True,22152.0,70.3,94.6,,,,,,,,,Pass,FirstHalf
37,2568448059.0,24,2,3.0,1239,69.5,94.9,2,Successful,"[{'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.60'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '66.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '97.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '3.4'}]","[91, 119, 117, 30, 205, 35, 37, 217, 218]",True,242791.0,66.7,97.5,,,,,,,,,Pass,FirstHalf
38,2568448077.0,25,2,4.0,1239,66.7,97.5,2,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '19.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '71.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.24'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '58.3'}]","[91, 119, 117, 30, 35, 38, 216, 218]",True,22152.0,58.3,71.9,,,,,,,,,Pass,FirstHalf
39,2568448085.0,26,2,10.0,1239,67.2,49.8,2,Unsuccessful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '82.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '18.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '35.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 178, 'displayName': 'StandingSave'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.71'}]","[91, 120, 29, 36, 38, 217, 218]",True,27586.0,82.1,35.0,,,,,,,,,Pass,FirstHalf
