Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Player Link_,Player ID_,Competition
192,Lamine Diaby,FRA,MF,Sheffield Weds,27-127,1996,2,81,41,3.5,0.9,1.11,64,0.00,1.11,17,0.00,1.50,0.00,2.22,-2.22,-2.22,-1.54,0.67,1.33,-0.67,-0.67,-0.51,https://fbref.com/en/players/8c410668/Lamine-Diaby,8c410668,EFL Championship
193,Grady Diangana,COD,"MF,FW",West Brom,25-264,1998,21,1384,66,59.1,15.4,1.17,76,0.32,0.19,5,0.06,1.62,1.23,0.71,0.52,+0.52,+0.14,1.38,0.82,0.56,+0.56,+0.76,https://fbref.com/en/players/f522d7ec/Grady-Diangana,f522d7ec,EFL Championship
194,Brahima Diarra,MLI,"MF,FW",Huddersfield,20-187,2003,16,569,36,24.3,6.3,0.79,71,0.00,1.75,19,1.43,0.94,0.63,2.54,-1.90,-1.90,-1.59,1.11,1.71,-0.60,-0.60,-0.11,https://fbref.com/en/players/9c8b7f92/Brahima-Diarra,9c8b7f92,EFL Championship
195,Tyler Dibling,ENG,FW,Southampton,17-302,2006,0,,,,,0,,0,0,,5,,,,,,,,,,,,https://fbref.com/en/players/bdcc89ae/Tyler-Dibling,bdcc89ae,EFL Championship
196,Robert Dickie,ENG,DF,Bristol City,27-311,1996,24,1973,82,84.3,21.9,1.00,89,0.96,0.09,4,0.05,1.33,1.05,1.10,-0.05,-0.05,-0.78,0.93,1.08,-0.15,-0.15,-1.22,https://fbref.com/en/players/c7dfc411/Robert-Dickie,c7dfc411,EFL Championship
197,Seny Dieng,SEN,GK,Middlesbrough,29-046,1994,22,1979,90,84.6,22.0,1.00,90,0.95,0.00,,0.00,1.36,1.55,1.55,0.00,0.00,+0.25,1.60,1.15,0.45,+0.45,-0.32,https://fbref.com/en/players/c135cddd/Seny-Dieng,c135cddd,EFL Championship
198,Anfernee Dijksteel,SUR,DF,Middlesbrough,27-073,1996,10,571,57,24.4,6.3,1.11,77,0.48,0.48,11,0.63,1.80,1.75,1.27,0.48,+0.47,+0.68,1.62,0.97,0.65,+0.65,+0.20,https://fbref.com/en/players/1ecc03bc/Anfernee-Dijksteel,1ecc03bc,EFL Championship
199,Jaden Dixon,ENG,MF,Stoke City,16-335,2007,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/437f821e/Jaden-Dixon,437f821e,EFL Championship
200,Junior Dixon,ENG,FW,Birmingham City,19-076,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/410e6017/Junior-Dixon,410e6017,EFL Championship
201,Elijah Dixon-Bonner,ENG,MF,QPR,23-007,2001,18,712,40,30.4,7.9,0.89,71,0.25,1.39,19,1.01,0.89,0.63,1.52,-0.89,-0.88,-0.39,0.90,1.08,-0.18,-0.18,+0.40,https://fbref.com/en/players/931bf61a/Elijah-Dixon-Bonner,931bf61a,EFL Championship
202,Moussa Djenepo,MLI,"FW,MF",Southampton,25-207,1998,0,,,,,0,,0,0,,3,,,,,,,,,,,,https://fbref.com/en/players/254147d4/Moussa-Djenepo,254147d4,EFL Championship
203,Greg Docherty,SCO,"MF,FW",Hull City,27-120,1996,10,188,19,8.0,2.1,0.00,,0.00,4.76,19,3.33,1.90,1.43,1.43,0.00,0.00,-0.17,1.00,1.43,-0.43,-0.43,-0.71,https://fbref.com/en/players/d6d15aea/Greg-Docherty,d6d15aea,EFL Championship
204,Tyrhys Dolan,ENG,FW,Blackburn,22-011,2001,18,1090,61,46.6,12.1,1.16,68,0.33,0.33,34,0.00,1.56,1.49,1.24,0.25,+0.25,+1.11,1.31,1.33,-0.02,-0.03,-0.07,https://fbref.com/en/players/ce967905/Tyrhys-Dolan,ce967905,EFL Championship
205,Janoi Donacien,LCA,DF,Ipswich Town,30-066,1993,3,215,72,9.2,2.4,1.25,72,0.42,0.00,,0.83,3.00,1.67,0.42,1.25,+1.26,+0.75,1.46,0.96,0.54,+0.53,+0.02,https://fbref.com/en/players/07bd38c5/Janoi-Donacien,07bd38c5,EFL Championship
206,Romelle Donovan,ENG,FW,Birmingham City,17-039,2006,7,127,18,5.4,1.4,0.71,63,0.00,4.29,11,2.14,1.00,1.43,0.00,1.43,+1.42,+1.95,1.07,1.14,-0.07,-0.09,+0.24,https://fbref.com/en/players/519db366/Romelle-Donovan,519db366,EFL Championship
207,Hamish Douglas,ENG,MF,Rotherham Utd,18-218,2005,0,,,,,0,,0,0,,4,,,,,,,,,,,,https://fbref.com/en/players/0dc238bb/Hamish-Douglas,0dc238bb,EFL Championship
208,Flynn Downes,ENG,MF,Southampton,24-353,1999,19,1502,79,64.2,16.7,1.08,80,0.66,0.06,66,0.00,2.11,1.62,1.20,0.42,+0.42,-0.44,1.53,1.07,0.47,+0.46,-0.47,https://fbref.com/en/players/69fdb896/Flynn-Downes,69fdb896,EFL Championship
209,Callum Doyle,ENG,DF,Leicester City,20-097,2003,9,686,76,29.3,7.6,1.05,84,0.92,0.13,11,0.26,2.67,1.71,0.66,1.05,+1.05,-0.47,1.72,1.00,0.72,+0.72,-0.28,https://fbref.com/en/players/984eb48c/Callum-Doyle,984eb48c,EFL Championship
210,Kami Doyle,ENG,MF,Southampton,18-160,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,,https://fbref.com/en/players/65983e4d/Kami-Doyle,65983e4d,EFL Championship
211,Andre Dozzell,ENG,MF,QPR,24-251,1999,24,1957,82,83.6,21.7,1.01,86,0.60,0.09,37,0.00,0.71,0.69,1.34,-0.65,-0.64,-0.17,0.76,1.24,-0.48,-0.48,-0.08,https://fbref.com/en/players/8f660142/Andre-Dozzell,8f660142,EFL Championship
212,Cody Drameh,ENG,DF,Leeds United,22-031,2001,1,22,22,0.9,0.2,0.00,,0.00,5.00,22,10.0,3.00,0.00,5.00,-5.00,-4.09,-4.91,0.50,3.00,-2.50,-1.92,-2.77,https://fbref.com/en/players/e0d1510a/Cody-Drameh,e0d1510a,EFL Championship
213,Cody Drameh,ENG,DF,Birmingham City,22-031,2001,16,1335,83,57.1,14.8,0.95,90,0.88,0.14,39,0.00,0.88,1.01,1.55,-0.54,-0.54,-0.27,1.06,1.37,-0.31,-0.31,+0.03,https://fbref.com/en/players/e0d1510a/Cody-Drameh,e0d1510a,EFL Championship
214,Aaron Drewe,ENG,DF,QPR,22-334,2001,1,10,10,0.4,0.1,0.00,,0.00,10.0,10,130.0,0.00,0.00,0.00,0.00,0.00,+0.62,2.00,0.00,2.00,+1.93,+2.40,https://fbref.com/en/players/c5eb08ca/Aaron-Drewe,c5eb08ca,EFL Championship
215,Shane Duffy,IRL,DF,Norwich City,32-007,1992,24,2129,89,91.0,23.7,1.01,89,0.97,0.00,,0.00,1.33,1.60,1.65,-0.04,-0.04,-0.47,1.27,1.56,-0.28,-0.28,-0.89,https://fbref.com/en/players/7314bba4/Shane-Duffy,7314bba4,EFL Championship
216,Stephen Duke-McKenna,GUY,"MF,FW",QPR,23-144,2000,5,147,29,6.3,1.6,0.63,78,0.00,2.50,17,9.38,0.60,0.00,2.50,-2.50,-2.45,-1.96,0.69,1.81,-1.13,-1.10,-0.68,https://fbref.com/en/players/6f77df1f/Stephen-Duke-McKenna,6f77df1f,EFL Championship
217,Jimmy Dunne,IRL,DF,QPR,26-081,1997,15,1129,75,48.2,12.5,1.04,84,0.80,0.16,19,0.08,0.67,0.56,1.28,-0.72,-0.72,-0.20,0.91,1.00,-0.09,-0.09,+0.73,https://fbref.com/en/players/1fdfd6da/Jimmy-Dunne,1fdfd6da,EFL Championship
218,Leonard Duru,ENG,MF,Blackburn,18-361,2005,0,,,,,0,,0,0,,4,,,,,,,,,,,,https://fbref.com/en/players/ca9e1a50/Leonard-Duru,ca9e1a50,EFL Championship
219,Lyndon Dykes,SCO,"FW,MF",QPR,28-093,1995,22,1665,76,71.2,18.5,0.97,85,0.70,0.22,33,0.00,0.82,0.81,1.57,-0.76,-0.76,-0.49,0.84,1.35,-0.51,-0.51,-0.17,https://fbref.com/en/players/cd92357a/Lyndon-Dykes,cd92357a,EFL Championship
220,Saxon Earley,ENG,DF,Plymouth Argyle,21-089,2002,1,90,90,3.8,1.0,1.00,90,1.00,0.00,,1.00,1.00,0.00,0.00,0.00,0.00,+0.08,1.00,1.20,-0.10,-0.12,+0.34,https://fbref.com/en/players/50c68de8/Saxon-Earley,50c68de8,EFL Championship
221,Tom Eaves,ENG,FW,Rotherham Utd,31-359,1992,14,287,21,12.3,3.2,0.31,89,0.00,4.06,15,3.13,0.64,1.25,1.88,-0.63,-0.63,+0.42,1.06,2.31,-1.25,-1.25,-0.10,https://fbref.com/en/players/377c465b/Tom-Eaves,377c465b,EFL Championship
222,Josh Eccles,ENG,MF,Coventry City,23-277,2000,24,1888,79,80.7,21.0,1.00,85,0.81,0.14,35,0.10,1.38,1.43,0.95,0.48,+0.48,+0.48,1.43,1.16,0.27,+0.27,-0.03,https://fbref.com/en/players/9722d36c/Josh-Eccles,9722d36c,EFL Championship
223,Rarmani Edmonds-Green,ENG,"MF,DF",Huddersfield,24-359,1999,14,606,43,25.9,6.7,0.60,84,0.30,1.49,27,1.79,1.07,0.90,1.94,-1.04,-1.04,-0.47,0.91,1.55,-0.64,-0.63,-0.15,https://fbref.com/en/players/dc43f033/Rarmani-Edmonds-Green,dc43f033,EFL Championship
224,James Edmondson,ENG,MF,Blackburn,18-068,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/2770b692/James-Edmondson,2770b692,EFL Championship
225,George Edmundson,ENG,DF,Ipswich Town,26-130,1997,3,270,90,11.5,3.0,1.00,90,1.00,0.00,,0.67,2.33,2.00,0.67,1.33,+1.33,+0.86,1.27,0.93,0.33,+0.32,-0.22,https://fbref.com/en/players/46ff3923/George-Edmundson,46ff3923,EFL Championship
226,Samuel Edozie,ENG,"FW,MF",Southampton,20-345,2003,19,926,49,39.6,10.3,1.26,60,0.00,0.58,24,0.68,1.74,1.84,1.65,0.19,+0.19,-0.63,1.41,0.99,0.41,+0.41,-0.36,https://fbref.com/en/players/007414dd/Samuel-Edozie,007414dd,EFL Championship
227,Joe Edwards,ENG,DF,Plymouth Argyle,33-069,1990,20,1445,72,61.8,16.1,0.99,85,0.75,0.25,21,0.37,1.15,1.74,1.61,0.12,+0.12,+0.53,1.43,1.81,-0.37,-0.37,+0.19,https://fbref.com/en/players/a04d478f/Joe-Edwards,a04d478f,EFL Championship
228,Tom Edwards,ENG,DF,Huddersfield,24-351,1999,8,546,68,23.3,6.1,0.98,79,0.66,0.33,38,1.64,0.25,0.49,2.62,-2.13,-2.14,-1.89,1.49,1.80,-0.33,-0.32,+0.26,https://fbref.com/en/players/1b780599/Tom-Edwards,1b780599,EFL Championship
229,Pierre Ekwah Elimby,FRA,MF,Sunderland,21-358,2002,20,1457,73,62.3,16.2,1.17,76,0.49,0.06,20,0.06,1.55,1.36,1.23,0.12,+0.12,-0.49,1.46,0.99,0.46,+0.46,-0.18,https://fbref.com/en/players/830371be/Pierre-Ekwah-Elimby,830371be,EFL Championship
230,Aidomo Emakhu,IRL,"MF,FW",Millwall,20-074,2003,19,598,31,25.6,6.6,0.76,66,0.00,2.12,19,1.06,1.16,1.06,1.97,-0.91,-0.90,-1.06,1.26,1.20,0.06,+0.07,+0.38,https://fbref.com/en/players/be7c526f/Aidomo-Emakhu,be7c526f,EFL Championship
231,Elliot Embleton,ENG,MF,Sunderland,24-281,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/e8a427a3/Elliot-Embleton,e8a427a3,EFL Championship
232,Lukas Engel,DEN,DF,Middlesbrough,25-025,1998,20,1376,69,58.8,15.3,1.05,83,0.59,0.26,14,0.13,1.35,1.37,1.44,-0.07,-0.07,-0.07,1.57,0.99,0.59,+0.59,+0.22,https://fbref.com/en/players/aedaf328/Lukas-Engel,aedaf328,EFL Championship
233,Niall Ennis,ENG,FW,Blackburn,24-233,1999,11,344,31,14.7,3.8,0.79,55,0.00,2.11,22,1.58,1.27,1.32,1.32,0.00,0.00,+0.41,1.42,1.18,0.24,+0.23,+0.26,https://fbref.com/en/players/74cae353/Niall-Ennis,74cae353,EFL Championship
234,Romain Esse,ENG,"FW,MF",Millwall,18-240,2005,13,294,23,12.6,3.3,0.30,67,0.00,3.64,19,3.64,1.15,1.21,2.73,-1.52,-1.53,-1.62,1.42,1.94,-0.52,-0.52,-0.35,https://fbref.com/en/players/87189f25/Romain-Esse,87189f25,EFL Championship
235,Oscar Estupiñan,COL,FW,Hull City,27-010,1996,4,76,19,3.2,0.8,0.00,,0.00,5.00,19,0.00,1.75,3.75,3.75,0.00,0.00,-0.16,3.25,5.50,-2.25,-2.16,-2.47,https://fbref.com/en/players/213ab9bb/Oscar-Estupinan,213ab9bb,EFL Championship
236,Kion Etete,ENG,FW,Cardiff City,22-041,2001,19,616,32,26.3,6.8,0.88,67,0.15,1.91,16,0.29,1.42,1.76,1.47,0.29,+0.29,+0.34,1.40,1.68,-0.28,-0.27,+0.12,https://fbref.com/en/players/df2caddd/Kion-Etete,df2caddd,EFL Championship
237,Neil Etheridge,PHI,GK,Birmingham City,33-335,1990,0,,,,,0,,0,0,,26,,,,,,,,,,,,https://fbref.com/en/players/2642bf6c/Neil-Etheridge,2642bf6c,EFL Championship
238,Ched Evans,WAL,"FW,MF",Preston,35-011,1988,15,716,48,30.6,8.0,0.75,78,0.38,1.13,27,0.00,1.00,1.00,1.63,-0.63,-0.63,-0.19,0.63,1.18,-0.55,-0.56,-0.21,https://fbref.com/en/players/bb770c52/Ched-Evans,bb770c52,EFL Championship
239,George Evans,ENG,MF,Millwall,29-026,1994,2,15,8,0.6,0.2,0.00,,0.00,10.0,8,10.0,1.50,5.00,0.00,5.00,+6.00,+6.15,0.50,1.00,-1.00,-0.95,-0.73,https://fbref.com/en/players/40302e12/George-Evans,40302e12,EFL Championship
240,Kieron Evans,WAL,MF,Cardiff City,22-020,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,https://fbref.com/en/players/7ef03bf1/Kieron-Evans,7ef03bf1,EFL Championship
241,Lee Evans,WAL,MF,Ipswich Town,29-168,1994,2,65,33,2.8,0.7,1.43,64,0.00,1.43,1,10.0,2.00,0.00,1.43,-1.43,-1.38,-2.02,0.71,1.29,-0.57,-0.50,-1.04,https://fbref.com/en/players/8ba29cfb/Lee-Evans,8ba29cfb,EFL Championship
242,Milan van Ewijk,NED,DF,Coventry City,23-122,2000,22,1546,70,66.1,17.2,1.05,82,0.64,0.23,20,0.06,1.32,1.45,0.99,0.47,+0.47,+0.24,1.38,1.16,0.22,+0.22,-0.17,https://fbref.com/en/players/58448fbb/Milan-van-Ewijk,58448fbb,EFL Championship
243,Wout Faes,BEL,DF,Leicester City,25-280,1998,23,2025,88,86.5,22.5,1.02,88,0.98,0.00,,0.13,2.43,2.04,0.67,1.38,+1.38,-0.05,1.72,0.90,0.82,+0.82,-0.74,https://fbref.com/en/players/9c221d14/Wout-Faes,9c221d14,EFL Championship
244,Conor Falls,NIR,MF,Huddersfield,20-006,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,,https://fbref.com/en/players/6097d134/Conor-Falls,6097d134,EFL Championship
245,Akin Famewo,ENG,DF,Sheffield Weds,25-060,1998,21,1697,81,72.5,18.9,1.06,84,0.79,0.05,8,0.00,0.71,0.63,1.64,-1.01,-1.01,-1.01,0.88,1.17,-0.30,-0.30,-0.41,https://fbref.com/en/players/9d9a71c1/Akin-Famewo,9d9a71c1,EFL Championship
246,Christian Fassnacht,SUI,"FW,MF",Norwich City,30-058,1993,23,1161,50,49.6,12.9,1.01,73,0.16,0.78,22,0.23,1.43,1.71,1.55,0.16,+0.16,+0.31,1.40,1.33,0.06,+0.06,+0.52,https://fbref.com/en/players/0aeeed3f/Christian-Fassnacht,0aeeed3f,EFL Championship
247,Abdul Fatawu Issahaku,GHA,FW,Leicester City,19-306,2004,22,1428,65,61.0,15.9,1.01,79,0.38,0.38,28,0.00,2.41,2.20,0.75,1.45,+1.45,+0.17,1.76,0.80,0.96,+0.96,+0.12,https://fbref.com/en/players/bceda5ff/Abdul-Fatawu-Issahaku,bceda5ff,EFL Championship
248,Tom Fellows,ENG,"FW,MF",West Brom,20-167,2003,14,359,26,15.3,4.0,0.25,90,0.25,3.25,21,2.75,1.43,0.75,1.25,-0.50,-0.50,-1.14,1.55,1.10,0.42,+0.43,+0.21,https://fbref.com/en/players/2fa188f2/Tom-Fellows,2fa188f2,EFL Championship
249,Sam Field,ENG,MF,QPR,25-245,1998,25,2163,87,92.4,24.0,1.04,87,0.92,0.00,,0.00,0.84,0.75,1.33,-0.58,-0.58,+0.43,0.79,1.24,-0.45,-0.45,+0.17,https://fbref.com/en/players/bd8a7d05/Sam-Field,bd8a7d05,EFL Championship
250,Frank Fielding,ENG,GK,Stoke City,35-279,1988,0,,,,,0,,0,0,,4,,,,,,,,,,,,https://fbref.com/en/players/4999f2fa/Frank-Fielding,4999f2fa,EFL Championship
251,Rory Finneran,,MF,Blackburn,,,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/ed1cab5a/Rory-Finneran,ed1cab5a,EFL Championship
252,Junior Firpo,ESP,DF,Leeds United,27-139,1996,6,209,35,8.9,2.3,0.43,69,0.00,2.17,28,0.87,2.17,1.74,0.87,0.87,+0.86,+0.10,2.00,0.87,1.13,+1.13,+0.33,https://fbref.com/en/players/24f59bb2/Junior-Firpo,24f59bb2,EFL Championship
253,Andy Fisher,ENG,GK,Swansea City,25-330,1998,0,,,,,0,,0,0,,26,,,,,,,,,,,,https://fbref.com/en/players/d0254cd8/Andy-Fisher,d0254cd8,EFL Championship
254,Kellen Fisher,ENG,DF,Norwich City,19-248,2004,6,236,39,10.1,2.6,1.15,54,0.00,1.15,24,6.54,1.17,1.54,2.31,-0.77,-0.76,-0.85,2.00,1.35,0.65,+0.66,+0.95,https://fbref.com/en/players/7dc1de91/Kellen-Fisher,7dc1de91,EFL Championship
255,Brandon Fleming,ENG,"DF,MF",Hull City,24-036,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,,https://fbref.com/en/players/3708655f/Brandon-Fleming,3708655f,EFL Championship
256,Tyrell Fleming,ENG,MF,Hull City,18-222,2005,2,2,1,0.1,0.0,0,,0,2,1,3,1.50,0,0,0,0.00,-0.15,,,,,,https://fbref.com/en/players/4f20f4af/Tyrell-Fleming,4f20f4af,EFL Championship
257,Zian Flemming,NED,"MF,FW",Millwall,25-160,1998,26,1941,75,82.9,21.6,1.06,82,0.46,0.14,21,0.00,1.23,1.06,1.06,0.00,0.00,+0.68,1.01,1.18,-0.17,-0.17,+0.29,https://fbref.com/en/players/b3f36e72/Zian-Flemming,b3f36e72,EFL Championship
258,Ashley Fletcher,ENG,"FW,MF",Sheffield Weds,28-098,1995,20,493,25,21.1,5.5,0.55,55,0.00,3.09,19,0.36,0.60,1.64,1.82,-0.18,-0.18,+0.69,1.49,1.58,-0.09,-0.09,+0.11,https://fbref.com/en/players/eeb6551f/Ashley-Fletcher,eeb6551f,EFL Championship
259,Shaqai Forde,ENG,FW,Watford,19-248,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/ebeac9e5/Shaqai-Forde,ebeac9e5,EFL Championship
260,Adam Forshaw,ENG,"MF,FW",Norwich City,32-092,1991,6,186,31,7.9,2.1,0.95,51,0.00,1.90,21,3.81,0.50,1.90,2.86,-0.95,-0.97,-1.05,1.52,2.24,-0.71,-0.71,-0.55,https://fbref.com/en/players/9f1938ab/Adam-Forshaw,9f1938ab,EFL Championship
261,Marcus Forss,FIN,FW,Middlesbrough,24-204,1999,9,348,39,14.9,3.9,0.77,81,0.26,1.54,17,0.00,1.44,1.54,1.79,-0.26,-0.26,-0.26,2.10,1.51,0.62,+0.61,+0.13,https://fbref.com/en/players/82c215a0/Marcus-Forss,82c215a0,EFL Championship
262,Morgan Fox,WAL,DF,QPR,30-109,1993,10,727,73,31.1,8.1,1.11,80,0.86,0.12,10,0.00,0.80,0.86,1.48,-0.62,-0.62,-0.01,0.81,1.54,-0.74,-0.74,-0.40,https://fbref.com/en/players/008f854b/Morgan-Fox,008f854b,EFL Championship
263,Ryan Fraser,SCO,"MF,FW",Southampton,29-318,1994,22,792,36,33.8,8.8,0.45,67,0.00,2.05,29,0.11,1.91,1.93,1.59,0.34,+0.34,-0.36,2.06,1.44,0.63,+0.62,-0.01,https://fbref.com/en/players/d56543a0/Ryan-Fraser,d56543a0,EFL Championship
264,Dael Fry,ENG,DF,Middlesbrough,26-131,1997,24,2160,90,92.3,24.0,1.00,90,1.00,0.00,,0.00,1.38,1.33,1.50,-0.17,-0.17,-1.67,1.55,1.06,0.48,+0.49,-0.14,https://fbref.com/en/players/43e79bbc/Dael-Fry,43e79bbc,EFL Championship
265,Mads Frøkjær-Jensen,DEN,"MF,FW",Preston,24-163,1999,21,1088,52,46.5,12.1,0.99,75,0.08,0.74,21,0.41,1.62,1.07,1.49,-0.41,-0.41,+0.16,0.76,1.10,-0.35,-0.35,+0.12,https://fbref.com/en/players/108e44ca/Mads-Frokjaer-Jensen,108e44ca,EFL Championship
266,Leo Fuhr Hjelde,NOR,DF,Leeds United,20-135,2003,1,45,45,1.9,0.5,2.00,45,0.00,0.00,,6.00,1.00,0.00,4.00,-4.00,-4.00,-4.86,1.40,2.20,-0.80,-0.82,-1.68,https://fbref.com/en/players/d102b8a2/Leo-Fuhr-Hjelde,d102b8a2,EFL Championship
267,Jay Fulton,SCO,MF,Swansea City,29-282,1994,25,1659,66,70.9,18.4,0.98,83,0.49,0.38,24,0.05,1.28,1.25,1.63,-0.38,-0.38,-0.78,1.03,1.54,-0.51,-0.51,-0.41,https://fbref.com/en/players/434ad289/Jay-Fulton,434ad289,EFL Championship
268,Darnell Furlong,ENG,DF,West Brom,28-069,1995,26,2162,83,92.4,24.0,1.00,89,0.88,0.08,12,0.00,1.62,1.42,0.96,0.46,+0.46,-0.05,1.18,0.92,0.26,+0.26,+0.09,https://fbref.com/en/players/3ec9195b/Darnell-Furlong,3ec9195b,EFL Championship
269,James Furlong,IRL,"DF,MF",Hull City,21-215,2002,0,,,,,0,,0,0,,7,,,,,,,,,,,,https://fbref.com/en/players/ab18d1b0/James-Furlong,ab18d1b0,EFL Championship
270,Gabriel,BRA,MF,Norwich City,24-196,1999,26,2302,89,98.4,25.6,1.02,89,0.82,0.00,,0.00,1.35,1.60,1.60,0.00,0.00,0.00,1.35,1.53,-0.18,-0.18,+1.24,https://fbref.com/en/players/135d500d/Gabriel,135d500d,EFL Championship
271,Sam Gallagher,ENG,FW,Blackburn,28-115,1995,5,215,43,9.2,2.4,0.83,60,0.00,1.25,32,0.00,1.40,2.50,1.67,0.83,+0.84,+1.30,2.83,1.75,1.08,+1.07,+1.16,https://fbref.com/en/players/44361ade/Sam-Gallagher,44361ade,EFL Championship
272,Brendan Galloway,ZIM,DF,Plymouth Argyle,27-297,1996,9,393,44,16.8,4.4,0.91,81,0.45,1.14,14,0.23,1.33,0.91,1.36,-0.45,-0.46,-0.46,1.00,2.23,-1.23,-1.23,-0.94,https://fbref.com/en/players/321506b3/Brendan-Galloway,321506b3,EFL Championship
273,Patrick Gamble,ENG,DF,Blackburn,20-095,2003,0,,,,,0,,0,0,,13,,,,,,,,,,,,https://fbref.com/en/players/5ba7bc40/Patrick-Gamble,5ba7bc40,EFL Championship
274,Gary Gardner,ENG,MF,Birmingham City,31-193,1992,10,183,18,7.8,2.0,0.50,60,0.00,4.50,14,7.00,0.30,0.50,2.00,-1.50,-1.48,-1.14,0.80,1.45,-0.65,-0.66,-0.36,https://fbref.com/en/players/d9d58641/Gary-Gardner,d9d58641,EFL Championship
275,Taylor Gardner-Hickman,ENG,MF,West Brom,22-009,2001,2,11,6,0.5,0.1,0.00,,0.00,20.0,6,10.0,0.50,0.00,0.00,0.00,0.00,-0.46,1.00,5.00,-4.00,-3.52,-3.79,https://fbref.com/en/players/f05ee68d/Taylor-Gardner-Hickman,f05ee68d,EFL Championship
276,Taylor Gardner-Hickman,ENG,"MF,DF",Bristol City,22-009,2001,22,1412,64,60.3,15.7,0.89,84,0.64,0.51,30,0.00,1.41,1.27,1.08,0.19,+0.19,+0.29,1.20,1.13,0.07,+0.07,+0.06,https://fbref.com/en/players/f05ee68d/Taylor-Gardner-Hickman,f05ee68d,EFL Championship
277,Jake Garrett,ENG,"MF,FW",Blackburn,20-304,2003,11,305,28,13.0,3.4,0.59,78,0.29,2.65,17,4.12,1.09,1.47,3.82,-2.35,-2.36,-2.32,1.06,2.50,-1.44,-1.44,-1.67,https://fbref.com/en/players/ea1094af/Jake-Garrett,ea1094af,EFL Championship
278,Djeidi Gassama,FRA,"FW,MF",Sheffield Weds,20-120,2003,15,478,32,20.4,5.3,0.75,61,0.19,2.08,21,0.57,1.00,1.32,1.51,-0.19,-0.19,+0.68,1.23,1.00,0.23,+0.22,+0.51,https://fbref.com/en/players/bbdb2789/Djeidi-Gassama,bbdb2789,EFL Championship
279,Dwight Gayle,ENG,FW,Stoke City,33-083,1990,10,318,32,13.6,3.5,1.14,63,0.00,1.71,11,3.14,1.00,0.57,0.57,0.00,0.00,+0.31,0.91,0.86,0.06,+0.06,+0.27,https://fbref.com/en/players/e58a03c6/Dwight-Gayle,e58a03c6,EFL Championship
280,Joe Gelhardt,ENG,"MF,FW",Leeds United,21-249,2002,6,171,29,7.3,1.9,1.05,74,0.00,2.11,6,4.74,1.50,1.05,1.05,0.00,0.00,-0.83,1.37,0.42,1.00,+0.97,+0.16,https://fbref.com/en/players/01962d0d/Joe-Gelhardt,01962d0d,EFL Championship
281,Felipe Gentile,BRA,FW,Preston,17-096,2006,0,,,,,0,,0,0,,5,,,,,,,,,,,,https://fbref.com/en/players/e83b8923/Felipe-Gentile,e83b8923,EFL Championship
282,Dimitris Giannoulis,GRE,DF,Norwich City,28-083,1995,22,1705,78,72.9,18.9,1.06,82,0.58,0.11,37,0.00,1.50,1.69,1.75,-0.05,-0.05,-0.19,1.39,1.48,-0.09,-0.09,+0.41,https://fbref.com/en/players/112c495e/Dimitris-Giannoulis,112c495e,EFL Championship
283,Liam Gibbs,ENG,"MF,FW",Norwich City,21-023,2002,11,422,38,18.0,4.7,0.85,78,0.00,1.49,16,3.19,1.55,1.28,1.06,0.21,+0.21,+0.26,1.15,1.38,-0.23,-0.23,-0.04,https://fbref.com/en/players/e4b6d914/Liam-Gibbs,e4b6d914,EFL Championship
284,Ben Gibson,ENG,DF,Norwich City,30-358,1993,16,1294,81,55.3,14.4,1.04,86,0.69,0.07,10,0.07,1.25,1.67,1.81,-0.14,-0.14,-0.31,1.37,1.67,-0.30,-0.30,-0.22,https://fbref.com/en/players/bcfb0142/Ben-Gibson,bcfb0142,EFL Championship
285,Lewis Gibson,ENG,DF,Plymouth Argyle,23-173,2000,23,2070,90,88.5,23.0,1.00,90,1.00,0.00,,0.00,1.22,1.78,1.70,0.09,+0.09,+1.42,1.38,1.80,-0.42,-0.42,+0.24,https://fbref.com/en/players/cdf0f2db/Lewis-Gibson,cdf0f2db,EFL Championship
