Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2023-01-29,21:30,Primera Div,Matchweek 1,Sun,Away,L,0,1,Boca Juniors,1.7,1.2,42,,Guillermo Acosta,4-4-2,Jorge Baliño,Match Report,
2023-02-05,21:30,Primera Div,Matchweek 2,Sun,Home,L,0,2,Talleres,0.4,1.3,52,,Guillermo Acosta,4-4-2,Maximiliano Ramírez,Match Report,
2023-02-11,19:15,Primera Div,Matchweek 3,Sat,Away,D,1,1,Platense,1.3,1.1,72,,Guillermo Acosta,4-4-2,Pablo Dóvalo,Match Report,
2023-02-20,21:30,Primera Div,Matchweek 4,Mon,Home,D,1,1,Vélez Sarsfield,1.0,2.3,49,,Guillermo Acosta,4-4-2,Nazareno Arasa,Match Report,
2023-02-26,17:00,Primera Div,Matchweek 5,Sun,Away,L,0,3,Defensa y Just,0.6,2.0,53,,Guillermo Acosta,4-1-4-1,Leandro Rey Hilfer,Match Report,
2023-03-04,21:30,Primera Div,Matchweek 6,Sat,Home,W,1,0,Banfield,1.3,0.3,44,,Guillermo Acosta,4-4-2,Ariel Penel,Match Report,
2023-03-10,21:00,Primera Div,Matchweek 7,Fri,Away,D,1,1,Instituto Atlético Central Córdoba,0.7,1.7,62,,Guillermo Acosta,4-4-2,Sebastían Zunino,Match Report,
2023-03-18,21:30,Primera Div,Matchweek 8,Sat,Home,D,1,1,Barracas Central,0.9,0.6,49,,Guillermo Acosta,4-3-3,Silvio Trucco,Match Report,
2023-04-02,19:00,Primera Div,Matchweek 9,Sun,Away,D,0,0,Colón,0.8,1.9,48,,Guillermo Acosta,4-3-3,Pablo Echavarría,Match Report,
2023-04-08,20:30,Primera Div,Matchweek 10,Sat,Home,L,1,3,San Lorenzo,1.4,1.5,42,,Guillermo Acosta,4-3-3,Fernando Espinoza,Match Report,
2023-04-12,21:30,Primera Div,Matchweek 11,Wed,Away,D,0,0,Estudiantes,0.7,0.9,44,,Bruno Bianchi,5-3-2,Yael Falcón,Match Report,
2023-04-17,21:30,Primera Div,Matchweek 12,Mon,Home,D,2,2,Rosario Cent,1.0,2.0,51,,Bruno Bianchi,3-5-2,Facundo Tello,Match Report,
2023-04-24,19:00,Primera Div,Matchweek 13,Mon,Away,W,3,1,Racing Club,1.5,0.7,25,,Bruno Bianchi,5-3-2,Nazareno Arasa,Match Report,
2023-04-28,21:30,Primera Div,Matchweek 14,Fri,Home,D,1,1,River Plate,1.2,0.3,36,,Bruno Bianchi,5-3-2,Fernando Rapallini,Match Report,
2023-05-06,18:00,Primera Div,Matchweek 15,Sat,Away,L,0,1,Club Atlético Belgrano,1.5,0.8,65,,Bruno Bianchi,5-3-2,Andrés Merlos,Match Report,
2023-05-12,21:30,Primera Div,Matchweek 16,Fri,Home,L,1,2,Argentinos Jun,1.3,1.5,45,,Bruno Bianchi,5-3-2,Facundo Tello,Match Report,
2023-05-20,21:30,Primera Div,Matchweek 17,Sat,Away,D,0,0,Tigre,0.8,1.5,38,,Bruno Bianchi,5-3-2,Ariel Penel,Match Report,
2023-05-26,21:30,Primera Div,Matchweek 18,Fri,Home,W,1,0,Arsenal,1.2,0.3,62,,Marcelo Ortiz,5-3-2,Nazareno Arasa,Match Report,
2023-06-04,21:30,Primera Div,Matchweek 19,Sun,Away,L,1,2,Lanús,0.5,3.4,56,,Joaquín Pereyra,4-4-2,Silvio Trucco,Match Report,
