Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Player Link_,Player ID_,Competition
1,Nicolás Acevedo,URU,MF,Bahia,23,1999,21.9,56.5,54.3,2.10,1.83,0.14,0.37,0.50,0.27,0.00,0.00,0.00,0.00,47.0,0.05,1.32,https://fbref.com/en/players/6140be7b/Nicolas-Acevedo,6140be7b,Brazilian Serie A
2,Luiz Adriano,BRA,FW,Internacional,35,1987,14.8,17.1,15.4,1.55,0.00,0.14,0.00,0.00,0.07,0.00,0.00,0.00,0.00,14.1,0.14,0.47,https://fbref.com/en/players/2557c196/Luiz-Adriano,2557c196,Brazilian Serie A
3,Adriel,BRA,GK,Grêmio,22,2001,2.0,31.5,12.5,19.0,4.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,14.0,0.00,0.00,https://fbref.com/en/players/11ad100a/Adriel,11ad100a,Brazilian Serie A
4,Adryelson,BRA,DF,Botafogo (RJ),24,1998,33.3,45.7,43.8,1.95,1.53,0.00,0.33,0.00,0.09,0.00,0.00,0.00,0.00,39.1,0.03,0.18,https://fbref.com/en/players/e980e78d/Adryelson,e980e78d,Brazilian Serie A
5,Adson,BRA,"FW,MF",Corinthians,22,2000,9.5,40.9,40.5,0.32,0.00,0.21,0.53,1.05,0.21,0.11,0.00,0.00,0.00,33.2,0.11,0.63,https://fbref.com/en/players/eda38706/Adson,eda38706,Brazilian Serie A
6,Adyson,BRA,"FW,MF",América (MG),17,2005,2.7,51.9,45.6,5.93,1.85,0.37,0.00,11.5,1.48,2.59,1.48,1.11,0.00,35.9,0.37,1.85,https://fbref.com/en/players/77f8db7c/Adyson,77f8db7c,Brazilian Serie A
7,Washington Aguerre,URU,GK,América (MG),29,1993,2.0,20.5,8.50,12.0,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.5,0.00,0.00,https://fbref.com/en/players/19da9ece/Washington-Aguerre,19da9ece,Brazilian Serie A
8,Carlos Alberto,BRA,"FW,MF",Botafogo (RJ),20,2002,3.3,22.7,20.9,1.82,0.00,0.00,0.00,1.52,1.82,0.00,0.00,0.00,0.00,19.1,0.00,0.30,https://fbref.com/en/players/08f48d96/Carlos-Alberto,08f48d96,Brazilian Serie A
9,Yuri Alberto,BRA,FW,Corinthians,21,2001,30.2,19.2,17.4,1.82,0.03,0.03,0.07,0.43,0.10,0.00,0.00,0.00,0.00,13.8,0.07,0.53,https://fbref.com/en/players/65159211/Yuri-Alberto,65159211,Brazilian Serie A
10,Ale,BRA,MF,América (MG),32,1990,15.8,55.6,53.2,2.28,1.65,0.00,0.44,0.70,0.44,0.00,0.00,0.00,0.00,48.7,0.06,0.63,https://fbref.com/en/players/b7d9347d/Ale,b7d9347d,Brazilian Serie A
11,Alexandre Alemão,BRA,FW,Internacional,24,1998,3.8,19.2,17.6,1.58,0.00,0.00,0.00,0.53,0.00,0.00,0.00,0.00,0.00,14.7,0.00,0.79,https://fbref.com/en/players/3ed2a79b/Alexandre-Alemao,3ed2a79b,Brazilian Serie A
12,Alerrandro,BRA,"FW,MF",Bragantino,23,2000,4.5,15.6,14.2,1.11,0.00,0.00,0.00,0.22,0.22,0.00,0.00,0.00,0.00,12.2,0.22,0.22,https://fbref.com/en/players/3415a44d/Alerrandro,3415a44d,Brazilian Serie A
13,Alesson,BRA,"FW,MF",Goiás,23,1999,7.3,29.3,27.0,1.92,0.27,0.00,0.27,3.15,1.10,0.41,0.27,0.00,0.00,17.8,0.41,2.74,https://fbref.com/en/players/611e984e/Alesson,611e984e,Brazilian Serie A
14,Alex,BRA,DF,Santos,23,1999,5.1,47.8,46.5,1.37,1.37,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,43.3,0.00,0.39,https://fbref.com/en/players/7367baf7/Alex,7367baf7,Brazilian Serie A
15,Caio Alexandre,BRA,MF,Fortaleza,23,1999,29.2,61.8,59.0,2.53,2.40,0.34,1.10,0.92,0.07,0.03,0.03,0.00,0.00,53.9,0.24,0.96,https://fbref.com/en/players/08ac23b7/Caio-Alexandre,08ac23b7,Brazilian Serie A
16,Matheus Alexandre,BRA,DF,Cuiabá,23,1999,33.1,46.6,36.7,9.88,0.79,0.00,0.09,2.18,9.09,0.00,0.00,0.00,0.00,36.6,0.06,1.36,https://fbref.com/en/players/0212e748/Matheus-Alexandre,0212e748,Brazilian Serie A
17,Alexsander,BRA,"MF,DF",Fluminense,19,2003,13.3,55.2,52.2,2.86,0.98,0.00,0.15,1.28,1.80,0.00,0.00,0.00,0.00,46.1,0.15,1.80,https://fbref.com/en/players/b13e7a78/Alexsander,b13e7a78,Brazilian Serie A
18,Alison,BRA,MF,Santos,29,1993,1.5,42.0,42.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.0,0.00,0.67,https://fbref.com/en/players/d39b373b/Alison,d39b373b,Brazilian Serie A
19,Alisson,BRA,"MF,DF",Atlético Mineiro,17,2005,0.5,62.0,58.0,2.00,0.00,0.00,0.00,6.00,0.00,2.00,2.00,0.00,0.00,42.0,2.00,0.00,https://fbref.com/en/players/d26ee8de/Alisson,d26ee8de,Brazilian Serie A
20,Alisson,BRA,"MF,FW",São Paulo,29,1993,23.9,55.2,51.5,3.47,1.46,0.08,0.50,2.47,0.38,1.59,0.63,0.42,0.00,46.7,0.17,1.09,https://fbref.com/en/players/99139fa4/Alisson,99139fa4,Brazilian Serie A
21,Allan,BRA,MF,Flamengo,25,1997,5.4,78.7,76.3,2.04,2.04,0.00,0.37,0.56,0.00,0.00,0.00,0.00,0.00,68.0,0.37,0.74,https://fbref.com/en/players/b15e93aa/Allan,b15e93aa,Brazilian Serie A
22,Allano,BRA,FW,Goiás,27,1995,13.7,30.7,29.8,0.73,0.15,0.44,0.15,0.95,0.44,0.15,0.00,0.00,0.00,22.4,0.22,1.39,https://fbref.com/en/players/9c1245f8/Allano,9c1245f8,Brazilian Serie A
23,Henrique Almeida,BRA,FW,América (MG),31,1991,1.7,17.1,13.5,3.53,0.00,0.00,0.00,1.18,0.00,0.00,0.00,0.00,0.00,14.1,0.00,0.59,https://fbref.com/en/players/8aa2f2e3/Henrique-Almeida,8aa2f2e3,Brazilian Serie A
24,Rodrigo Alves,BRA,MF,Vasco da Gama,20,2002,3.9,27.4,26.7,0.77,0.51,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.00,21.3,0.00,0.51,https://fbref.com/en/players/642defee/Rodrigo-Alves,642defee,Brazilian Serie A
25,Anderson,BRA,GK,Cruzeiro,24,1998,1.0,18.0,15.0,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.0,0.00,0.00,https://fbref.com/en/players/29d862d4/Anderson,29d862d4,Brazilian Serie A
26,Anderson,BRA,"FW,MF",Goiás,24,1998,14.3,33.8,33.0,0.63,0.28,0.28,0.14,1.33,0.21,0.14,0.07,0.07,0.00,25.2,0.21,1.82,https://fbref.com/en/players/4242a0a1/Anderson,4242a0a1,Brazilian Serie A
27,André,BRA,DF,Bahia,19,2003,1.4,56.4,46.4,10.0,0.00,0.00,0.00,6.43,10.0,0.00,0.00,0.00,0.00,45.0,0.00,0.71,https://fbref.com/en/players/bfe1565f/Andre,bfe1565f,Brazilian Serie A
28,André,BRA,"MF,DF",Fluminense,21,2001,29.4,84.7,82.0,2.65,2.41,0.07,0.78,0.17,0.24,0.00,0.00,0.00,0.00,80.1,0.10,0.51,https://fbref.com/en/players/ec604e2c/Andre,ec604e2c,Brazilian Serie A
29,Maurício Antônio,BRA,DF,Coritiba,30,1992,2.0,47.5,45.0,2.50,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,38.5,0.00,1.00,https://fbref.com/en/players/0bd71531/Mauricio-Antonio,0bd71531,Brazilian Serie A
30,Apodi,BRA,"FW,MF",Goiás,36,1986,4.2,13.8,12.4,1.43,0.00,0.00,0.00,1.43,0.71,0.00,0.00,0.00,0.00,8.33,0.00,0.71,https://fbref.com/en/players/affbe6bc/Apodi,affbe6bc,Brazilian Serie A
31,Guilherme Arana,BRA,DF,Atlético Mineiro,25,1997,26.5,64.4,54.2,9.81,0.94,0.08,0.19,3.77,8.60,0.26,0.04,0.19,0.00,51.4,0.42,1.77,https://fbref.com/en/players/2b15a82a/Guilherme-Arana,2b15a82a,Brazilian Serie A
32,Charles Aránguiz,CHI,MF,Internacional,33,1989,14.1,67.6,64.6,2.62,1.42,0.07,0.14,0.50,0.07,0.00,0.00,0.00,0.00,58.4,0.35,1.28,https://fbref.com/en/players/56413b1f/Charles-Aranguiz,56413b1f,Brazilian Serie A
33,Luiz Araújo,BRA,"FW,MF",Flamengo,26,1996,8.7,44.6,40.9,3.56,0.46,0.11,1.26,4.25,0.92,2.18,1.15,0.46,0.00,33.4,0.11,1.72,https://fbref.com/en/players/fa18c72e/Luiz-Araujo,fa18c72e,Brazilian Serie A
34,Matheus Araújo,BRA,"MF,FW",Corinthians,20,2002,6.5,50.0,47.7,2.00,1.54,0.00,0.15,2.00,0.15,0.15,0.15,0.00,0.00,41.8,0.31,0.62,https://fbref.com/en/players/2b0a4a75/Matheus-Araujo,2b0a4a75,Brazilian Serie A
35,Michel Araujo,URU,"FW,MF",São Paulo,26,1996,19.6,50.1,46.6,3.32,0.82,0.20,0.41,3.11,0.97,1.43,0.51,0.77,0.00,41.1,0.15,1.12,https://fbref.com/en/players/1159e4ae/Michel-Araujo,1159e4ae,Brazilian Serie A
36,Éberth Araújo Nogueira,BRA,FW,Coritiba,19,2003,0.3,13.3,13.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,https://fbref.com/en/players/6e60f591/Eberth-Araujo-Nogueira,6e60f591,Brazilian Serie A
37,Robert Arboleda,ECU,DF,São Paulo,31,1991,19.1,65.0,62.9,1.99,1.57,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.00,57.9,0.10,0.26,https://fbref.com/en/players/269dbfc6/Robert-Arboleda,269dbfc6,Brazilian Serie A
38,Jhon Arias,COL,"FW,MF",Fluminense,25,1997,26.5,58.9,53.7,4.91,1.13,0.08,0.08,5.96,1.13,2.64,0.94,0.72,0.00,46.5,0.34,2.00,https://fbref.com/en/players/86d96066/Jhon-Arias,86d96066,Brazilian Serie A
39,Luciano Arriagada,CHI,"FW,MF",Ath Paranaense,20,2002,2.1,24.3,23.3,0.95,0.00,0.00,0.00,0.48,0.00,0.00,0.00,0.00,0.00,18.6,0.00,0.95,https://fbref.com/en/players/e198a544/Luciano-Arriagada,e198a544,Brazilian Serie A
40,Arthur,BRA,"FW,MF",Cruzeiro,24,1998,15.0,28.7,28.1,0.53,0.07,0.07,0.13,1.93,0.27,0.13,0.07,0.00,0.00,21.5,0.07,0.93,https://fbref.com/en/players/184ad240/Arthur,184ad240,Brazilian Serie A
41,Arthur,BRA,DF,América (MG),19,2003,1.0,55.0,42.0,13.0,2.00,0.00,0.00,3.00,11.0,0.00,0.00,0.00,0.00,38.0,0.00,2.00,https://fbref.com/en/players/8a958856/Arthur,8a958856,Brazilian Serie A
42,Arthur,BRA,"DF,FW",Fluminense,18,2004,0.2,95.0,90.0,5.00,5.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,80.0,0.00,5.00,https://fbref.com/en/players/0339468c/Arthur,0339468c,Brazilian Serie A
43,Artur,BRA,FW,Palmeiras,24,1998,21.1,38.9,36.3,2.32,0.52,0.14,0.19,3.84,0.62,1.18,0.66,0.09,0.00,28.6,0.24,1.37,https://fbref.com/en/players/105132cd/Artur,105132cd,Brazilian Serie A
44,Eduard Atuesta,COL,MF,Palmeiras,25,1997,0.1,20.0,20.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.0,0.00,0.00,https://fbref.com/en/players/60990b81/Eduard-Atuesta,60990b81,Brazilian Serie A
45,Felipe Augusto,BRA,"FW,MF",Corinthians,18,2004,3.6,15.6,13.3,2.22,0.00,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.00,9.72,0.00,0.28,https://fbref.com/en/players/1f9cbd0b/Felipe-Augusto,1f9cbd0b,Brazilian Serie A
46,Filipe Augusto,BRA,MF,Cuiabá,29,1993,11.8,67.7,63.3,4.24,2.29,0.08,0.85,2.97,0.00,1.95,0.76,0.76,0.00,59.0,0.17,0.42,https://fbref.com/en/players/0e34de55/Filipe-Augusto,0e34de55,Brazilian Serie A
47,Renato Augusto,BRA,MF,Corinthians,34,1988,14.2,53.3,47.8,5.07,1.48,0.28,0.77,4.01,0.42,2.11,0.99,1.06,0.00,43.5,0.42,0.77,https://fbref.com/en/players/83a6367a/Renato-Augusto,83a6367a,Brazilian Serie A
48,Danilo Avelar,BRA,DF,América (MG),33,1989,22.0,40.5,35.3,4.86,1.05,0.05,0.18,0.86,3.77,0.00,0.00,0.00,0.00,27.9,0.27,0.68,https://fbref.com/en/players/eacb45fd/Danilo-Avelar,eacb45fd,Brazilian Serie A
49,Felipe Azevedo,BRA,"FW,MF",América (MG),36,1987,19.4,25.6,24.3,1.13,0.31,0.00,0.26,1.49,0.31,0.46,0.15,0.05,0.00,16.8,0.15,1.08,https://fbref.com/en/players/4a22b15a/Felipe-Azevedo,4a22b15a,Brazilian Serie A
50,Matheus Babi,BRA,FW,Goiás,25,1997,9.8,18.1,16.0,2.04,0.00,0.00,0.31,0.10,0.00,0.00,0.00,0.00,0.00,12.7,0.00,0.61,https://fbref.com/en/players/f48cff2c/Matheus-Babi,f48cff2c,Brazilian Serie A
51,Matheus Bahia,BRA,"DF,MF",Bahia,23,1999,5.5,48.9,39.3,9.45,0.55,0.18,0.36,3.45,8.73,0.18,0.00,0.00,0.00,34.0,0.18,1.64,https://fbref.com/en/players/33e3c4e5/Matheus-Bahia,33e3c4e5,Brazilian Serie A
52,Fabián Balbuena,PAR,DF,Corinthians,31,1991,1.0,60.0,52.0,8.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.0,0.00,0.00,https://fbref.com/en/players/3626f7d9/Fabian-Balbuena,3626f7d9,Brazilian Serie A
53,Robson Bambu,BRA,DF,Vasco da Gama,25,1997,14.2,49.0,43.4,5.56,1.83,0.07,0.07,0.77,3.73,0.00,0.00,0.00,0.00,39.9,0.07,1.06,https://fbref.com/en/players/d4fa7d01/Robson-Bambu,d4fa7d01,Brazilian Serie A
54,Gabriel Baralhas,BRA,MF,Internacional,24,1998,2.6,55.0,51.9,3.08,2.69,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.00,45.4,0.00,0.77,https://fbref.com/en/players/b7838aad/Gabriel-Baralhas,b7838aad,Brazilian Serie A
