Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Player Link_,Player ID_,Competition
211,Diogo,BRA,"FW,MF",Coritiba,26,1996,15,756,50,22.1,8.4,1.07,65,0.12,0.71,28,0.12,1.07,1.19,1.90,-0.71,-0.71,+0.16,0.89,1.36,-0.45,-0.46,+0.14,https://fbref.com/en/players/4e365f70/Diogo,4e365f70,Brazilian Serie A
212,Dodi,BRA,MF,Santos,26,1996,28,1721,61,50.3,19.1,1.05,81,0.47,0.42,14,0.37,1.14,0.89,1.73,-0.84,-0.84,-0.36,1.01,1.54,-0.53,-0.53,-0.61,https://fbref.com/en/players/2830b8f7/Dodi,2830b8f7,Brazilian Serie A
213,Dodô,BRA,DF,Atlético Mineiro,30,1992,1,59,59,1.7,0.7,1.43,59,0.00,0.00,,15.7,3.00,1.43,1.43,0.00,0.00,-0.54,0.43,1.29,-0.86,-0.93,-1.10,https://fbref.com/en/players/99931185/Dodo,99931185,Brazilian Serie A
214,Dodô,BRA,DF,Santos,30,1992,18,1426,79,41.7,15.8,1.14,79,0.70,0.00,,0.06,0.83,0.82,2.28,-1.46,-1.45,-1.36,1.12,1.42,-0.30,-0.29,-0.11,https://fbref.com/en/players/99931185/Dodo,99931185,Brazilian Serie A
215,Dodô,BRA,"MF,FW",Goiás,21,2001,15,323,22,9.4,3.6,0.00,,0.00,4.17,22,5.00,0.80,1.39,0.83,0.56,+0.56,+1.11,1.53,1.28,0.25,+0.26,+0.56,https://fbref.com/en/players/7676dd35/Dodo,7676dd35,Brazilian Serie A
216,Gustavo Dohmann,BRA,MF,Fluminense,17,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/58c653b7/Gustavo-Dohmann,58c653b7,Brazilian Serie A
217,Thiago Dombroski,BRA,DF,Coritiba,20,2002,7,504,72,14.7,5.6,1.25,72,0.36,0.00,,0.71,0.71,1.07,2.32,-1.25,-1.25,-0.48,1.00,2.00,-1.00,-0.99,-0.50,https://fbref.com/en/players/786ba79d/Thiago-Dombroski,786ba79d,Brazilian Serie A
218,Matheus Donelli,BRA,GK,Corinthians,20,2002,0,,,,,0,,0,0,,8,,,,,,,,,,,,https://fbref.com/en/players/7c736064/Matheus-Donelli,7c736064,Brazilian Serie A
219,Matheus dos Reis,BRA,FW,Fluminense,15,2007,0,,,,,0,,0,0,,2,,,,,,,,,,,,https://fbref.com/en/players/b3e08bce/Matheus-dos-Reis,b3e08bce,Brazilian Serie A
220,Halerrandrio dos Santos,BRA,MF,Goiás,16,2006,1,29,29,0.8,0.3,0.00,,0.00,3.33,29,0.00,3.00,0.00,0.00,0.00,0.00,+0.45,0.67,0.00,0.67,+0.68,+0.94,https://fbref.com/en/players/7bfa8ce5/Halerrandrio-dos-Santos,7bfa8ce5,Brazilian Serie A
221,Thiago dos Santos,BRA,"DF,MF",Fluminense,33,1989,16,819,51,23.9,9.1,0.99,77,0.44,0.77,18,1.98,1.47,0.99,1.43,-0.44,-0.44,-0.72,0.78,1.23,-0.44,-0.44,-0.65,https://fbref.com/en/players/5408d2b2/Thiago-dos-Santos,5408d2b2,Brazilian Serie A
222,Henrique Dourado,BRA,FW,Cruzeiro,33,1989,11,342,31,10.0,3.8,0.53,76,0.26,2.37,21,0.79,1.09,0.26,0.53,-0.26,-0.26,-0.38,1.92,1.37,0.55,+0.56,+0.44,https://fbref.com/en/players/9b010360/Henrique-Dourado,9b010360,Brazilian Serie A
223,David Duarte,BRA,DF,Bahia,28,1995,11,867,79,25.4,9.6,1.04,86,0.73,0.10,5,0.83,1.00,1.56,1.67,-0.10,-0.10,-0.03,1.22,0.97,0.26,+0.26,+0.36,https://fbref.com/en/players/91bf16f7/David-Duarte,91bf16f7,Brazilian Serie A
224,Dudu,BRA,MF,Ath Paranaense,17,2006,1,1,1,0.0,0.0,0,,0,1,1,3,3.00,0,0,0,0.00,-0.21,0.0,0.1,-0.1,-10.40,-10.52,https://fbref.com/en/players/630a919d/Dudu,630a919d,Brazilian Serie A
225,Dudu,BRA,FW,Palmeiras,31,1992,14,1076,77,31.5,12.0,1.17,77,0.33,0.00,,0.00,1.86,1.75,0.75,1.00,+1.00,+0.27,1.55,0.75,0.80,+0.80,+0.49,https://fbref.com/en/players/895ef5ec/Dudu,895ef5ec,Brazilian Serie A
226,Edenílson,BRA,"MF,FW",Atlético Mineiro,33,1989,28,1368,49,40.0,15.2,0.99,74,0.26,0.86,19,0.46,1.86,1.45,0.79,0.66,+0.66,+0.22,1.30,1.28,0.03,+0.03,-0.21,https://fbref.com/en/players/4e50f20e/Edenilson,4e50f20e,Brazilian Serie A
227,Eder,BRA,DF,América (MG),27,1995,24,1566,65,45.8,17.4,0.98,81,0.75,0.40,28,0.57,0.50,0.92,2.64,-1.72,-1.72,-1.29,1.18,2.07,-0.89,-0.89,-0.87,https://fbref.com/en/players/ba1a2c4c/Eder,ba1a2c4c,Brazilian Serie A
228,Edinho,BRA,MF,Fluminense,21,2001,0,,,,,0,,0,0,,7,,,,,,,,,,,,https://fbref.com/en/players/8115e664/Edinho,8115e664,Brazilian Serie A
229,EDU,BRA,DF,Goiás,22,2000,9,435,48,12.7,4.8,0.83,90,0.83,1.04,15,3.96,1.22,0.63,1.04,-0.42,-0.41,+0.04,0.83,1.38,-0.54,-0.55,-0.34,https://fbref.com/en/players/01dc4e41/EDU,01dc4e41,Brazilian Serie A
230,Edu,BRA,"FW,MF",Coritiba,29,1993,10,320,32,9.4,3.6,0.56,64,0.00,2.22,24,2.22,0.50,0.83,2.22,-1.39,-1.41,-0.62,1.36,1.86,-0.47,-0.48,+0.09,https://fbref.com/en/players/03cf6b3b/Edu,03cf6b3b,Brazilian Serie A
231,Carlos Eduardo,BRA,"MF,FW",Atlético Mineiro,18,2004,2,12,6,0.4,0.1,0.00,,0.00,20.0,6,180.0,3.00,10.0,0.00,10.0,+7.50,+7.00,10.0,1.00,8.00,+6.34,+6.21,https://fbref.com/en/players/6fefa986/Carlos-Eduardo,6fefa986,Brazilian Serie A
232,Carlos Eduardo,BRA,MF,Botafogo (RJ),33,1989,34,2670,79,78.1,29.7,1.08,83,0.51,0.07,14,0.00,1.74,1.55,0.81,0.74,+0.74,+0.86,1.25,1.26,-0.01,-0.01,-0.21,https://fbref.com/en/players/1a234d32/Carlos-Eduardo,1a234d32,Brazilian Serie A
233,Eguinaldo,BRA,"FW,MF",Vasco da Gama,18,2004,4,67,17,2.0,0.7,0.00,,0.00,5.71,17,4.29,1.00,1.43,4.29,-2.86,-2.69,-2.47,1.71,1.86,-0.29,-0.22,-0.27,https://fbref.com/en/players/d874b374/Eguinaldo,d874b374,Brazilian Serie A
234,Kauã Elias,BRA,FW,Fluminense,16,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/a80b9f76/Kaua-Elias,a80b9f76,Brazilian Serie A
235,Rafael Elias,BRA,FW,Cruzeiro,23,1999,12,540,45,15.8,6.0,1.00,71,0.17,1.00,19,0.50,1.17,0.67,0.67,0.00,0.00,-0.09,1.00,0.85,0.15,+0.15,-0.01,https://fbref.com/en/players/31737e86/Rafael-Elias,31737e86,Brazilian Serie A
236,Rodrigo Ely,BRA,DF,Grêmio,29,1993,9,665,74,19.4,7.4,1.08,77,0.81,0.14,46,0.27,2.11,2.16,1.49,0.68,+0.68,+0.61,1.11,1.46,-0.35,-0.35,-0.26,https://fbref.com/en/players/fd47b4f2/Rodrigo-Ely,fd47b4f2,Brazilian Serie A
237,Emersonn,BRA,FW,Ath Paranaense,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/ac24342e/Emersonn,ac24342e,Brazilian Serie A
238,Lucas Emmanuel,BRA,FW,Goiás,22,2000,2,55,28,1.6,0.6,0.00,,0.00,3.33,28,5.00,1.50,1.67,0.00,1.67,+1.64,+2.12,0.17,1.00,-1.00,-0.91,-0.67,https://fbref.com/en/players/08d236fc/Lucas-Emmanuel,08d236fc,Brazilian Serie A
239,Leandro Emmanuel Martínez,ARG,MF,América (MG),28,1994,35,2541,73,74.3,28.2,1.03,83,0.64,0.21,20,0.00,0.57,1.13,2.23,-1.10,-1.10,-0.28,1.27,1.60,-0.34,-0.34,+0.31,https://fbref.com/en/players/74758396/Leandro-Emmanuel-Martinez,74758396,Brazilian Serie A
240,Alan Empereur,BRA,DF,Cuiabá,28,1994,33,2950,89,86.3,32.8,1.01,89,0.98,0.00,,0.06,1.30,0.98,1.10,-0.12,-0.12,-1.08,0.97,1.12,-0.14,-0.14,-0.36,https://fbref.com/en/players/825b8997/Alan-Empereur,825b8997,Brazilian Serie A
241,Endrick,BRA,FW,Palmeiras,16,2006,31,1558,50,45.6,17.3,1.04,74,0.23,0.75,18,0.35,1.58,1.68,1.10,0.58,+0.58,-0.44,1.54,1.28,0.27,+0.26,-0.38,https://fbref.com/en/players/a2728fbf/Endrick,a2728fbf,Brazilian Serie A
242,Erick,BRA,MF,Ath Paranaense,25,1997,33,2499,76,73.1,27.8,1.08,81,0.68,0.11,24,0.04,1.64,1.44,1.04,0.40,+0.40,+0.69,1.49,1.11,0.37,+0.37,+0.95,https://fbref.com/en/players/8a826636/Erick,8a826636,Brazilian Serie A
243,Erison,BRA,"FW,MF",São Paulo,23,1999,13,391,30,11.4,4.3,0.70,56,0.00,2.33,22,0.23,1.46,1.63,0.70,0.93,+0.92,+0.98,1.56,0.95,0.60,+0.59,+0.30,https://fbref.com/en/players/a9c450cb/Erison,a9c450cb,Brazilian Serie A
244,Gonzalo Escobar,ARG,DF,Fortaleza,25,1997,13,579,45,16.9,6.4,0.94,86,0.78,1.09,9,1.41,1.31,1.25,1.56,-0.31,-0.31,-0.41,1.36,1.47,-0.11,-0.11,-0.38,https://fbref.com/en/players/12207ec1/Gonzalo-Escobar,12207ec1,Brazilian Serie A
245,Esquerdinha,BRA,DF,Fluminense,16,2006,0,,,,,0,,0,0,,5,,,,,,,,,,,,https://fbref.com/en/players/a0a77831/Esquerdinha,a0a77831,Brazilian Serie A
246,Lucas Esquivel,ARG,DF,Ath Paranaense,21,2001,19,1651,87,48.3,18.3,0.98,90,0.98,0.05,31,0.05,1.53,1.37,0.98,0.38,+0.38,+0.33,1.44,1.07,0.37,+0.37,+0.49,https://fbref.com/en/players/404169c2/Lucas-Esquivel,404169c2,Brazilian Serie A
247,Estevão,BRA,MF,Internacional,20,2002,1,11,11,0.3,0.1,0.00,,0.00,10.0,11,90.0,0.00,0.00,10.0,-10.00,-8.18,-8.23,2.00,9.00,-8.00,-6.26,-6.14,https://fbref.com/en/players/149f4681/Estevao,149f4681,Brazilian Serie A
248,Estevão,BRA,FW,Palmeiras,16,2006,1,13,13,0.4,0.1,0.00,,0.00,10.0,13,20.0,1.00,0.00,10.0,-10.00,-6.92,-7.77,,,,,,https://fbref.com/en/players/2eda11b1/Estevao,2eda11b1,Brazilian Serie A
249,Lucas Esteves,BRA,"DF,MF",Fortaleza,22,2000,0,,,,,0,,0,0,,4,,,,,,,,,,,,https://fbref.com/en/players/c6ec0258/Lucas-Esteves,c6ec0258,Brazilian Serie A
250,Vitor Eudes,BRA,GK,Fluminense,24,1998,1,90,90,2.6,1.0,1.00,90,1.00,0.00,,11.0,0.00,0.00,1.00,-1.00,-1.00,-1.14,0.70,0.50,0.30,+0.28,+0.23,https://fbref.com/en/players/b7a95ab2/Vitor-Eudes,b7a95ab2,Brazilian Serie A
251,Lucas Evangelista,BRA,MF,Bragantino,27,1995,33,2722,82,79.6,30.2,1.06,84,0.79,0.03,45,0.00,1.76,1.46,0.73,0.73,+0.73,+1.76,1.60,1.07,0.53,+0.53,+0.61,https://fbref.com/en/players/5f4ce4b6/Lucas-Evangelista,5f4ce4b6,Brazilian Serie A
252,Everaldo,BRA,"FW,MF",América (MG),28,1994,21,1233,59,36.1,13.7,1.09,69,0.15,0.44,33,0.66,0.38,1.09,2.12,-1.02,-1.02,+0.01,1.19,1.92,-0.73,-0.73,-0.49,https://fbref.com/en/players/bdb57777/Everaldo,bdb57777,Brazilian Serie A
253,Éverson,BRA,GK,Atlético Mineiro,32,1990,36,3240,90,94.7,36.0,1.00,90,1.00,0.00,,0.00,1.67,1.33,0.86,0.47,+0.47,-1.03,1.21,1.08,0.13,+0.13,-0.44,https://fbref.com/en/players/a59c090b/Everson,a59c090b,Brazilian Serie A
254,Everton,BRA,MF,Bahia,20,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,,https://fbref.com/en/players/89f8e802/Everton,89f8e802,Brazilian Serie A
255,Everton,BRA,"FW,MF",Grêmio,25,1997,28,1212,43,35.4,13.5,0.67,64,0.00,1.41,34,0.15,1.64,1.70,2.22,-0.52,-0.52,-1.09,1.33,1.81,-0.48,-0.48,-0.53,https://fbref.com/en/players/3b66e70c/Everton,3b66e70c,Brazilian Serie A
256,Everton,BRA,FW,Bragantino,20,2002,0,,,,,0,,0,0,,8,,,,,,,,,,,,https://fbref.com/en/players/2da19a96/Everton,2da19a96,Brazilian Serie A
257,Evertton,BRA,MF,Flamengo,19,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,https://fbref.com/en/players/4961c6f4/Evertton,4961c6f4,Brazilian Serie A
258,Ezequiel,BRA,GK,Goiás,19,2003,0,,,,,0,,0,0,,5,,,,,,,,,,,,https://fbref.com/en/players/3f69c99f/Ezequiel,3f69c99f,Brazilian Serie A
259,Bruno Fabiano Alves,BRA,DF,Grêmio,31,1991,29,2450,84,71.6,27.2,0.99,88,0.92,0.07,38,0.22,1.86,1.51,1.32,0.18,+0.18,0.00,1.18,1.38,-0.20,-0.20,-0.20,https://fbref.com/en/players/3e0cfaf4/Bruno-Fabiano-Alves,3e0cfaf4,Brazilian Serie A
260,Fabinho,BRA,MF,Palmeiras,20,2002,24,587,24,17.2,6.5,0.46,73,0.00,3.23,18,2.15,2.00,1.85,1.23,0.62,+0.61,-0.24,1.71,1.28,0.42,+0.42,-0.06,https://fbref.com/en/players/ff0e595c/Fabinho,ff0e595c,Brazilian Serie A
261,Fábio,BRA,GK,Fluminense,42,1980,35,3150,90,92.1,35.0,1.00,90,1.00,0.00,,0.00,1.57,1.40,1.17,0.23,+0.23,+1.56,1.33,1.31,0.02,+0.02,-0.45,https://fbref.com/en/players/15825726/Fabio,15825726,Brazilian Serie A
262,Fábio,BRA,"DF,MF",Grêmio,32,1990,15,871,58,25.5,9.7,1.24,65,0.21,0.31,29,1.03,1.88,2.27,1.65,0.62,+0.62,+0.58,1.32,1.22,0.09,+0.10,+0.32,https://fbref.com/en/players/bc7b4580/Fabio,bc7b4580,Brazilian Serie A
263,Fabrício,BRA,GK,Bragantino,22,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/2b137c0c/Fabricio,2b137c0c,Brazilian Serie A
264,Fagner,BRA,DF,Corinthians,33,1989,30,2095,70,61.3,23.3,0.94,85,0.82,0.34,28,0.00,1.53,1.46,1.46,0.00,0.00,+0.07,1.18,1.23,-0.05,-0.05,+0.48,https://fbref.com/en/players/a9cc58fe/Fagner,a9cc58fe,Brazilian Serie A
265,Willian Farias,BRA,MF,Coritiba,33,1989,16,959,60,28.0,10.7,1.03,76,0.65,0.47,24,0.28,0.69,1.21,1.96,-0.75,-0.75,+0.13,1.00,1.42,-0.42,-0.42,+0.20,https://fbref.com/en/players/d1fcff2f/Willian-Farias,d1fcff2f,Brazilian Serie A
266,Felipe,BRA,DF,Internacional,19,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,,https://fbref.com/en/players/426f7ba3/Felipe,426f7ba3,Brazilian Serie A
267,Felipe,BRA,MF,Goiás,28,1994,0,,,,,0,,0,0,,2,,,,,,,,,,,,https://fbref.com/en/players/cadbabf9/Felipe,cadbabf9,Brazilian Serie A
268,Luiz Felipe,BRA,DF,Santos,29,1993,1,1,1,0.0,0.0,0,,0,1,1,13,3.00,0,0,0,0.00,+0.66,0.0,0.0,0.0,0.00,+0.23,https://fbref.com/en/players/746c8624/Luiz-Felipe,746c8624,Brazilian Serie A
269,Luiz Felipe,BRA,MF,Cuiabá,18,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,,https://fbref.com/en/players/21dd43a0/Luiz-Felipe,21dd43a0,Brazilian Serie A
270,Marcos Felipe,BRA,GK,Bahia,26,1996,37,3330,90,97.4,37.0,1.00,90,1.00,0.00,,0.00,1.19,1.32,1.38,-0.05,-0.05,+0.95,1.34,1.30,0.04,+0.04,+1.97,https://fbref.com/en/players/453bdfb9/Marcos-Felipe,453bdfb9,Brazilian Serie A
271,Matheus Felipe,BRA,DF,Ath Paranaense,24,1998,9,532,59,15.6,5.9,1.19,75,0.34,0.34,2,4.75,0.89,0.68,1.86,-1.19,-1.18,-1.65,1.24,1.92,-0.69,-0.69,-0.96,https://fbref.com/en/players/90749ab9/Matheus-Felipe,90749ab9,Brazilian Serie A
272,Danilo Fernandes,BRA,GK,Bahia,34,1988,1,37,37,1.1,0.4,2.50,37,0.00,0.00,,27.5,1.33,12.5,5.00,7.50,+7.30,+7.46,1.25,4.25,-3.00,-2.97,-2.98,https://fbref.com/en/players/ed05acdc/Danilo-Fernandes,ed05acdc,Brazilian Serie A
273,Lucas Fernandes,BRA,MF,Botafogo (RJ),25,1997,13,473,36,13.8,5.3,0.94,65,0.00,1.51,18,3.02,2.08,1.70,0.75,0.94,+0.95,+0.46,1.57,1.04,0.53,+0.54,+0.59,https://fbref.com/en/players/a109d777/Lucas-Fernandes,a109d777,Brazilian Serie A
274,Matheus Fernandes,BRA,MF,Bragantino,24,1998,33,2336,71,68.3,26.0,1.19,74,0.50,0.08,27,0.08,1.82,1.31,0.85,0.46,+0.46,+0.30,1.58,1.06,0.52,+0.52,+0.38,https://fbref.com/en/players/f76fdcd2/Matheus-Fernandes,f76fdcd2,Brazilian Serie A
275,Nathan Fernandes,BRA,"FW,MF",Grêmio,17,2005,11,378,34,11.1,4.2,0.48,75,0.00,2.14,25,1.67,2.27,2.14,1.67,0.48,+0.48,+0.33,1.00,1.31,-0.31,-0.31,-0.19,https://fbref.com/en/players/239bbd8b/Nathan-Fernandes,239bbd8b,Brazilian Serie A
276,Gatito Fernández,PAR,GK,Botafogo (RJ),34,1988,1,45,45,1.3,0.5,0.00,,0.00,2.00,45,58.0,0.00,0.00,2.00,-2.00,-2.00,-2.59,0.20,2.00,-1.80,-1.85,-1.91,https://fbref.com/en/players/9a82f79a/Gatito-Fernandez,9a82f79a,Brazilian Serie A
277,Leonardo Fernández,URU,"MF,FW",Fluminense,24,1998,18,658,37,19.2,7.3,1.10,59,0.14,1.37,19,0.82,1.22,0.82,0.41,0.41,+0.41,+0.38,1.32,0.97,0.34,+0.35,+0.36,https://fbref.com/en/players/a757be87/Leonardo-Fernandez,a757be87,Brazilian Serie A
278,Rodrigo Fernández,URU,MF,Santos,27,1996,30,2014,67,58.9,22.4,1.07,77,0.49,0.27,28,0.09,1.06,0.94,1.70,-0.76,-0.76,-0.25,0.86,1.26,-0.41,-0.41,-0.44,https://fbref.com/en/players/617ee116/Rodrigo-Fernandez,617ee116,Brazilian Serie A
279,Fernandinho,BRA,MF,Ath Paranaense,37,1985,25,1935,77,56.6,21.5,1.07,81,0.56,0.09,37,0.00,1.60,1.40,0.98,0.42,+0.42,+0.48,1.41,1.09,0.32,+0.32,+0.46,https://fbref.com/en/players/101da2b5/Fernandinho,101da2b5,Brazilian Serie A
280,Fernando,BRA,DF,Ath Paranaense,23,1999,6,477,80,13.9,5.3,1.13,80,0.75,0.00,,0.75,1.67,1.89,1.51,0.38,+0.38,+0.19,1.53,0.96,0.57,+0.57,+0.53,https://fbref.com/en/players/8b34d126/Fernando,8b34d126,Brazilian Serie A
281,João Fernando,BRA,GK,Botafogo (RJ),21,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,https://fbref.com/en/players/b9f27c88/Joao-Fernando,b9f27c88,Brazilian Serie A
282,Nahuel Ferraresi,VEN,FW,São Paulo,24,1998,1,2,2,0.1,0.0,0,,0,1,2,10,1.00,0,0,0,0.00,-0.05,0.0,0.1,-0.1,-4.55,-4.88,https://fbref.com/en/players/719aab45/Nahuel-Ferraresi,719aab45,Brazilian Serie A
283,Ferreira,BRA,"FW,MF",Grêmio,25,1997,25,1145,46,33.5,12.7,0.47,75,0.08,1.50,37,0.08,1.80,2.05,1.26,0.79,+0.79,+0.90,1.36,1.16,0.20,+0.21,+0.52,https://fbref.com/en/players/1414e902/Ferreira,1414e902,Brazilian Serie A
284,Sebastián Ferreira,PAR,"FW,MF",Vasco da Gama,24,1998,13,440,34,12.9,4.9,0.61,72,0.20,2.04,23,2.04,1.54,1.43,1.22,0.20,+0.20,+0.54,1.63,1.08,0.55,+0.56,+0.59,https://fbref.com/en/players/5439dba0/Sebastian-Ferreira,5439dba0,Brazilian Serie A
285,Figueiredo,BRA,"FW,MF",Vasco da Gama,21,2001,16,656,41,19.2,7.3,0.96,69,0.14,1.23,19,1.37,0.88,0.41,1.10,-0.68,-0.69,-0.52,1.22,1.14,0.07,+0.07,+0.04,https://fbref.com/en/players/2fe3a075/Figueiredo,2fe3a075,Brazilian Serie A
286,Tobias Figueiredo,POR,DF,Fortaleza,28,1994,4,343,86,10.0,3.8,1.05,86,0.79,0.00,,2.63,0.25,0.53,1.84,-1.32,-1.31,-1.49,0.89,1.45,-0.55,-0.55,-0.84,https://fbref.com/en/players/352cabbc/Tobias-Figueiredo,352cabbc,Brazilian Serie A
287,Luiz Filipe,BRA,FW,Goiás,21,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/4a615e0b/Luiz-Filipe,4a615e0b,Brazilian Serie A
288,Matheus França,BRA,"MF,FW",Flamengo,18,2004,9,369,41,10.8,4.1,1.22,63,0.00,0.98,14,0.98,1.56,2.93,1.22,1.71,+1.71,+1.50,2.20,0.83,1.37,+1.37,+1.39,https://fbref.com/en/players/077faf72/Matheus-Franca,077faf72,Brazilian Serie A
289,Alan Franco,ECU,"MF,FW",Atlético Mineiro,24,1998,18,840,47,24.6,9.3,0.97,72,0.54,0.97,21,0.54,2.00,1.61,0.75,0.86,+0.86,+0.44,1.28,1.12,0.17,+0.17,+0.02,https://fbref.com/en/players/c76b161b/Alan-Franco,c76b161b,Brazilian Serie A
290,Alan Franco,ARG,DF,São Paulo,26,1996,13,1129,87,33.0,12.5,0.96,89,0.88,0.08,63,1.68,1.31,0.96,0.96,0.00,0.00,-0.08,1.10,0.90,0.20,+0.20,-0.19,https://fbref.com/en/players/a548281c/Alan-Franco,a548281c,Brazilian Serie A
291,Fransérgio,BRA,MF,Coritiba,32,1990,15,534,36,15.6,5.9,0.68,61,0.00,1.86,26,1.36,1.07,1.36,2.37,-1.02,-1.01,-0.20,1.49,2.10,-0.63,-0.62,-0.06,https://fbref.com/en/players/deba6b05/Fransergio,deba6b05,Brazilian Serie A
292,Luan Freitas,BRA,DF,Fluminense,22,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,,https://fbref.com/en/players/b2dfa423/Luan-Freitas,b2dfa423,Brazilian Serie A
293,Marlon Freitas,BRA,MF,Botafogo (RJ),27,1995,36,2909,81,85.1,32.3,1.02,87,0.84,0.09,17,0.03,1.69,1.61,1.02,0.59,+0.59,+0.24,1.39,1.31,0.07,+0.08,+0.27,https://fbref.com/en/players/ae3181de/Marlon-Freitas,ae3181de,Brazilian Serie A
294,Bruno Fuchs,BRA,DF,Atlético Mineiro,23,1999,15,1088,73,31.8,12.1,1.07,83,0.66,0.17,3,0.66,2.00,1.40,0.74,0.66,+0.66,+0.20,1.20,0.86,0.34,+0.34,+0.27,https://fbref.com/en/players/ee89e28d/Bruno-Fuchs,ee89e28d,Brazilian Serie A
295,Julio Furch,ARG,"FW,MF",Santos,33,1989,22,608,28,17.8,6.8,0.74,72,0.00,2.50,15,0.00,1.18,1.47,1.91,-0.44,-0.44,+0.26,1.63,1.28,0.35,+0.36,+0.72,https://fbref.com/en/players/84d35e44/Julio-Furch,84d35e44,Brazilian Serie A
296,Gabriel,BRA,DF,Bahia,21,2001,13,977,75,28.6,10.9,0.92,84,0.73,0.28,44,2.20,0.85,1.01,1.38,-0.37,-0.37,-0.41,0.99,1.38,-0.39,-0.38,-0.51,https://fbref.com/en/players/4fd28619/Gabriel,4fd28619,Brazilian Serie A
297,Gabriel,BRA,MF,Internacional,30,1992,15,765,51,22.4,8.5,1.06,78,0.71,0.71,11,0.94,1.33,0.35,1.53,-1.18,-1.18,-1.55,0.92,1.25,-0.33,-0.34,-0.26,https://fbref.com/en/players/e9c0d5d8/Gabriel,e9c0d5d8,Brazilian Serie A
298,Gabriel,BRA,GK,Coritiba,30,1992,31,2765,89,80.8,30.7,1.01,89,0.98,0.00,,0.00,0.84,1.04,1.95,-0.91,-0.91,-0.36,1.00,1.55,-0.55,-0.55,+0.11,https://fbref.com/en/players/f93ed0df/Gabriel,f93ed0df,Brazilian Serie A
299,Gabriel,BRA,MF,Botafogo (RJ),29,1993,16,866,54,25.3,9.6,1.04,74,0.00,0.63,21,0.42,1.50,1.35,0.52,0.83,+0.83,+0.37,1.48,0.95,0.53,+0.51,+0.65,https://fbref.com/en/players/0d10333c/Gabriel,0d10333c,Brazilian Serie A
300,Eduardo Gabriel,BRA,DF,Santos,26,1996,3,269,90,7.9,3.0,1.00,90,0.67,0.00,,0.00,1.33,1.00,1.00,0.00,0.00,+0.71,1.30,1.47,-0.17,-0.17,+0.06,https://fbref.com/en/players/aed65960/Eduardo-Gabriel,aed65960,Brazilian Serie A
301,Igo Gabriel,BRA,GK,Botafogo (RJ),21,2001,0,,,,,0,,0,0,,5,,,,,,,,,,,,https://fbref.com/en/players/61e16f97/Igo-Gabriel,61e16f97,Brazilian Serie A
302,Jean Gabriel,BRA,MF,Coritiba,19,2003,0,,,,,0,,0,0,,4,,,,,,,,,,,,https://fbref.com/en/players/006f9df8/Jean-Gabriel,006f9df8,Brazilian Serie A
303,Thalisson Gabriel,BRA,DF,Coritiba,21,2002,11,945,86,27.6,10.5,1.05,86,0.95,0.00,,0.19,0.91,0.95,1.52,-0.57,-0.57,+0.37,1.03,1.25,-0.23,-0.22,+0.48,https://fbref.com/en/players/e494b1e4/Thalisson-Gabriel,e494b1e4,Brazilian Serie A
304,Zé Gabriel,BRA,MF,Vasco da Gama,24,1999,27,1938,72,56.7,21.5,1.12,78,0.60,0.14,18,0.09,1.41,1.02,1.02,0.00,0.00,+0.61,1.17,1.21,-0.05,-0.05,-0.20,https://fbref.com/en/players/2879ff2a/Ze-Gabriel,2879ff2a,Brazilian Serie A
305,Ighor Gabryel,BRA,FW,América (MG),20,2003,2,26,13,0.8,0.3,0.00,,0.00,6.67,13,0.00,1.50,0.00,3.33,-3.33,-3.46,-2.45,0.33,7.67,-7.67,-7.87,-7.51,https://fbref.com/en/players/7c60d824/Ighor-Gabryel,7c60d824,Brazilian Serie A
306,Matías Galarza,PAR,MF,Vasco da Gama,20,2002,10,401,40,11.7,4.5,0.89,67,0.00,1.33,23,2.00,1.00,0.67,1.78,-1.11,-1.12,-0.97,0.73,1.36,-0.62,-0.64,-0.76,https://fbref.com/en/players/8e97a57b/Matias-Galarza,8e97a57b,Brazilian Serie A
