Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Player Link_,Player ID_,Competition
1,Dickson Abiama,NGA,FW,Greuther Fürth,25-066,1998,13,5,533,5.9,0.51,0.17,0.68,0.51,0.00,0.00,0.17,0.00,0.44,0.44,0.07,0.51,2.03,2.54,6.44,0.51,0.17,0.68,0.51,0.68,0.44,0.07,0.51,0.44,0.51,https://fbref.com/en/players/cadd666a/Dickson-Abiama,cadd666a,2. Bundesliga
2,Ragnar Ache,GER,"FW,MF",Kaiserslautern,25-164,1998,11,8,694,7.7,0.78,0.00,0.78,0.78,0.00,0.00,0.00,0.00,0.75,0.75,0.13,0.88,1.30,1.30,5.19,0.78,0.00,0.78,0.78,0.78,0.75,0.13,0.88,0.75,0.88,https://fbref.com/en/players/dc38e3bc/Ragnar-Ache,dc38e3bc,2. Bundesliga
3,Aremu Afeez,NGA,MF,Kaiserslautern,24-097,1999,2,0,45,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,https://fbref.com/en/players/e52845f9/Aremu-Afeez,e52845f9,2. Bundesliga
4,Oladapo Afolayan,ENG,"FW,MF",St. Pauli,25-330,1998,17,15,1157,12.9,0.16,0.16,0.31,0.16,0.00,0.00,0.16,0.00,0.13,0.13,0.09,0.23,2.95,2.40,10.2,0.16,0.16,0.31,0.16,0.31,0.14,0.10,0.23,0.14,0.23,https://fbref.com/en/players/5054c359/Oladapo-Afolayan,5054c359,2. Bundesliga
5,Andreas Albers,DEN,FW,St. Pauli,33-291,1990,9,3,345,3.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.29,0.05,0.34,0.79,0.79,5.79,0.00,0.00,0.00,0.00,0.00,0.30,0.05,0.35,0.30,0.35,https://fbref.com/en/players/94471fb7/Andreas-Albers,94471fb7,2. Bundesliga
6,Xavier Amaechi,ENG,"FW,MF",Magdeburg,23-003,2001,6,4,301,3.3,0.30,0.00,0.30,0.30,0.00,0.00,0.61,0.00,0.18,0.18,0.09,0.27,3.94,4.85,9.39,0.30,0.00,0.30,0.30,0.30,0.17,0.10,0.27,0.17,0.27,https://fbref.com/en/players/1b95524b/Xavier-Amaechi,1b95524b,2. Bundesliga
7,Stephan Ambrosius,GHA,DF,Hamburger SV,25-021,1998,10,6,631,7.0,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.01,0.01,1.00,4.29,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,https://fbref.com/en/players/2930c9d8/Stephan-Ambrosius,2930c9d8,2. Bundesliga
8,Etienne Amenyido,TOG,"FW,MF",St. Pauli,25-313,1998,11,0,109,1.2,0.83,1.67,2.50,0.83,0.00,0.00,0.00,0.00,0.33,0.33,0.33,0.67,8.33,6.67,11.7,0.83,1.65,2.48,0.83,2.48,0.33,0.33,0.66,0.33,0.66,https://fbref.com/en/players/3ed57b9e/Etienne-Amenyido,3ed57b9e,2. Bundesliga
9,Youssef Amyn,IRQ,"FW,MF",Braunschweig,20-140,2003,6,1,197,2.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.05,0.09,3.18,3.18,7.27,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07,https://fbref.com/en/players/10c12f22/Youssef-Amyn,10c12f22,2. Bundesliga
10,Martin Angha,SUI,DF,Wehen,29-351,1994,14,13,1209,13.4,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.07,0.03,0.03,0.08,0.12,0.22,2.61,0.37,0.00,0.00,0.00,0.00,0.00,0.03,0.08,0.12,0.03,0.12,https://fbref.com/en/players/41a1a2c8/Martin-Angha,41a1a2c8,2. Bundesliga
