Rk,Player,Nation,Pos,Squad,Age,Born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Player Link_,Player ID_,Competition
184,Leon Jensen,GER,MF,Karlsruher,26-234,1997,9.1,0.22,0.99,0.33,33.3,0.99,0.33,0.22,0.67,17.6,0.00,0.00,0.00,0.08,0.08,0.08,0.14,0.14,https://fbref.com/en/players/1fa665d0/Leon-Jensen,1fa665d0,2. Bundesliga
185,Nader El-Jindaoui,GER,FW,Hertha BSC,27-053,1996,0.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/6541e649/Nader-El-Jindaoui,6541e649,2. Bundesliga
186,Þórir Jóhann Helgason,ISL,"MF,FW",Braunschweig,23-102,2000,4.9,0.20,1.63,0.41,25.0,1.64,0.41,0.13,0.50,20.3,0.20,0.00,0.00,0.12,0.12,0.07,0.08,0.08,https://fbref.com/en/players/dc765618/Thorir-Johann-Helgason,dc765618,2. Bundesliga
187,Ísak Jóhannesson,ISL,"MF,FW",Düsseldorf,20-291,2003,11.0,0.00,1.73,0.09,5.3,1.73,0.09,0.00,0.00,21.8,0.09,0.00,0.00,0.13,0.13,0.07,-0.13,-0.13,https://fbref.com/en/players/c16c4e3b/Isak-Johannesson,c16c4e3b,2. Bundesliga
188,Carl Johansson,SWE,DF,Holstein Kiel,29-230,1994,2.0,0.00,1.50,0.00,0.0,1.51,0.00,0.00,,9.3,0.00,0.00,0.00,0.15,0.15,0.10,-0.15,-0.15,https://fbref.com/en/players/02f7a79a/Carl-Johansson,02f7a79a,2. Bundesliga
189,Antonio Jonjić,GER,"MF,FW",Wehen,24-159,1999,2.8,0.00,1.07,0.36,33.3,1.08,0.36,0.00,0.00,20.8,0.00,0.00,0.00,0.04,0.04,0.03,-0.04,-0.04,https://fbref.com/en/players/497e315f/Antonio-Jonjic,497e315f,2. Bundesliga
190,Gideon Jung,GER,DF,Greuther Fürth,29-118,1994,12.3,0.08,0.65,0.16,25.0,0.65,0.16,0.13,0.50,8.1,0.00,0.00,0.00,0.09,0.09,0.14,-0.01,-0.01,https://fbref.com/en/players/a2e7de6f/Gideon-Jung,a2e7de6f,2. Bundesliga
191,Sebastian Jung,GER,DF,Karlsruher,33-200,1990,14.2,0.00,0.14,0.00,0.0,0.14,0.00,0.00,,18.8,0.00,0.00,0.00,0.01,0.01,0.12,-0.01,-0.01,https://fbref.com/en/players/86b30561/Sebastian-Jung,86b30561,2. Bundesliga
192,Yusuf Kabadayı,GER,"FW,DF",Schalke 04,19-340,2004,4.3,0.47,3.72,1.16,31.3,3.71,1.16,0.13,0.40,16.0,0.00,0.00,0.00,0.28,0.28,0.08,0.19,0.19,https://fbref.com/en/players/a4a94bb2/Yusuf-Kabadayi,a4a94bb2,2. Bundesliga
193,Julius Kade,GER,MF,Wehen,24-233,1999,1.5,0.00,0.67,0.67,100.0,0.68,0.68,0.00,0.00,21.6,0.00,0.00,0.00,0.07,0.07,0.08,-0.07,-0.07,https://fbref.com/en/players/768a35ac/Julius-Kade,768a35ac,2. Bundesliga
194,Tomáš Kalas,CZE,DF,Schalke 04,30-238,1993,8.6,0.12,0.23,0.12,50.0,0.23,0.12,0.50,1.00,5.1,0.00,0.00,0.00,0.09,0.09,0.39,0.02,0.02,https://fbref.com/en/players/df618867/Tomas-Kalas,df618867,2. Bundesliga
195,Marcin Kamiński,POL,DF,Schalke 04,31-358,1992,17.0,0.12,0.76,0.35,46.2,0.76,0.35,0.15,0.33,15.9,0.12,0.00,0.00,0.04,0.04,0.06,0.08,0.08,https://fbref.com/en/players/463503e2/Marcin-Kaminski,463503e2,2. Bundesliga
196,Julian Kania,ESP,FW,Nürnberg,22-090,2001,0.4,0.00,2.50,0.00,0.0,2.81,0.00,0.00,,19.6,0.00,0.00,0.00,0.25,0.25,0.09,-0.25,-0.25,https://fbref.com/en/players/8d7c1b9c/Julian-Kania,8d7c1b9c,2. Bundesliga
197,Kenan Karaman,TUR,"FW,MF",Schalke 04,29-309,1994,10.0,0.50,2.70,1.40,51.9,2.69,1.40,0.19,0.36,12.9,0.00,0.00,0.00,0.45,0.45,0.17,0.05,0.05,https://fbref.com/en/players/8f0f2230/Kenan-Karaman,8f0f2230,2. Bundesliga
198,Michał Karbownik,POL,DF,Hertha BSC,22-301,2001,9.8,0.00,0.31,0.00,0.0,0.31,0.00,0.00,,18.8,0.00,0.00,0.00,0.03,0.03,0.11,-0.03,-0.03,https://fbref.com/en/players/1b280c66/Michal-Karbownik,1b280c66,2. Bundesliga
199,Florian Kastenmeier,GER,GK,Düsseldorf,26-194,1997,17.0,0.00,0.06,0.00,0.0,0.06,0.00,0.00,,10.9,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,https://fbref.com/en/players/dc2e4736/Florian-Kastenmeier,dc2e4736,2. Bundesliga
200,Fabio Kaufmann,GER,"MF,FW",Braunschweig,31-122,1992,10.7,0.37,1.87,0.75,40.0,1.86,0.75,0.20,0.50,20.9,0.00,0.00,0.00,0.18,0.18,0.09,0.20,0.20,https://fbref.com/en/players/b9a64492/Fabio-Kaufmann,b9a64492,2. Bundesliga
201,Lars Kehl,GER,"MF,FW",Osnabrück,21-275,2002,1.9,0.00,1.58,0.53,33.3,1.57,0.52,0.00,0.00,21.0,0.00,0.00,0.00,0.05,0.05,0.05,-0.05,-0.05,https://fbref.com/en/players/da6753bf/Lars-Kehl,da6753bf,2. Bundesliga
202,Marc-Oliver Kempf,GER,DF,Hertha BSC,28-345,1995,12.7,0.08,0.87,0.16,18.2,0.87,0.16,0.09,0.50,11.0,0.00,0.00,0.00,0.09,0.09,0.10,-0.02,-0.02,https://fbref.com/en/players/815c314f/Marc-Oliver-Kempf,815c314f,2. Bundesliga
203,Jonjoe Kenny,ENG,DF,Hertha BSC,26-299,1997,13.2,0.15,0.91,0.30,33.3,0.91,0.30,0.17,0.50,23.3,0.08,0.00,0.00,0.05,0.05,0.05,0.11,0.11,https://fbref.com/en/players/099e666f/Jonjoe-Kenny,099e666f,2. Bundesliga
204,Niko Kijewski,GER,DF,Braunschweig,27-286,1996,2.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/4167becd/Niko-Kijewski,4167becd,2. Bundesliga
205,Christian Kinsombi,GER,MF,Hansa Rostock,24-137,1999,6.9,0.14,1.74,0.87,50.0,1.75,0.88,0.08,0.17,19.2,0.00,0.00,0.14,0.19,0.07,0.04,-0.04,0.07,https://fbref.com/en/players/a3cdcc4a/Christian-Kinsombi,a3cdcc4a,2. Bundesliga
206,David Kinsombi,COD,"DF,MF",Paderborn 07,28-027,1995,9.1,0.00,1.10,0.22,20.0,1.09,0.22,0.00,0.00,20.5,0.00,0.00,0.00,0.05,0.05,0.05,-0.05,-0.05,https://fbref.com/en/players/4dc9e563/David-Kinsombi,4dc9e563,2. Bundesliga
207,Orestis Kiomourtzoglou,GER,"MF,DF",Greuther Fürth,25-246,1998,3.2,0.00,0.63,0.00,0.0,0.63,0.00,0.00,,7.9,0.00,0.00,0.00,0.03,0.03,0.07,-0.03,-0.03,https://fbref.com/en/players/7e138639/Orestis-Kiomourtzoglou,7e138639,2. Bundesliga
208,Sebastian Klaas,GER,"MF,FW",Paderborn 07,25-192,1998,10.0,0.20,1.90,0.70,36.8,1.91,0.70,0.11,0.29,17.5,0.00,0.00,0.00,0.18,0.18,0.09,0.02,0.02,https://fbref.com/en/players/4e4c212f/Sebastian-Klaas,4e4c212f,2. Bundesliga
209,Carl Klaus,GER,GK,Nürnberg,29-357,1994,2.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/8efed461/Carl-Klaus,8efed461,2. Bundesliga
210,Felix Klaus,GER,FW,Düsseldorf,31-117,1992,14.3,0.21,3.36,0.84,25.0,3.37,0.84,0.06,0.25,18.4,0.35,0.00,0.00,0.23,0.23,0.07,-0.02,-0.02,https://fbref.com/en/players/aeda1f69/Felix-Klaus,aeda1f69,2. Bundesliga
211,Kai Klefisch,GER,MF,Paderborn 07,24-036,1999,11.3,0.09,0.88,0.18,20.0,0.89,0.18,0.10,0.50,20.5,0.00,0.00,0.00,0.07,0.07,0.08,0.02,0.02,https://fbref.com/en/players/352a4d70/Kai-Klefisch,352a4d70,2. Bundesliga
212,Colin Kleine-Bekel,GER,DF,Holstein Kiel,20-349,2003,15.9,0.00,0.31,0.06,20.0,0.31,0.06,0.00,0.00,8.4,0.00,0.00,0.00,0.03,0.03,0.10,-0.03,-0.03,https://fbref.com/en/players/1ccfb9d7/Colin-Kleine-Bekel,1ccfb9d7,2. Bundesliga
213,Florian Kleinhansl,GER,DF,Osnabrück,23-150,2000,16.7,0.06,1.08,0.30,27.8,1.08,0.30,0.06,0.20,21.6,0.18,0.00,0.00,0.05,0.05,0.05,0.01,0.01,https://fbref.com/en/players/771a02e3/Florian-Kleinhansl,771a02e3,2. Bundesliga
214,Pascal Klemens,GER,MF,Hertha BSC,18-319,2005,7.7,0.13,0.78,0.13,16.7,0.78,0.13,0.17,1.00,21.9,0.00,0.00,0.00,0.12,0.12,0.14,0.01,0.01,https://fbref.com/en/players/90d88154/Pascal-Klemens,90d88154,2. Bundesliga
215,Philipp Klement,GER,MF,Kaiserslautern,31-121,1992,2.7,0.00,1.48,0.00,0.0,1.49,0.00,0.00,,20.7,0.00,0.00,0.00,0.07,0.07,0.05,-0.07,-0.07,https://fbref.com/en/players/0cddeaa7/Philipp-Klement,0cddeaa7,2. Bundesliga
216,Christoph Kobald,AUT,DF,Karlsruher,26-143,1997,0.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/34613521/Christoph-Kobald,34613521,2. Bundesliga
217,Koffi,CIV,"FW,MF",Elversberg,37-197,1986,0.5,0.00,4.00,0.00,0.0,4.09,0.00,0.00,,9.9,0.00,0.00,0.00,0.40,0.40,0.10,-0.40,-0.40,https://fbref.com/en/players/813bf6c7/Koffi,813bf6c7,2. Bundesliga
218,Derrick Köhn,GER,"DF,MF",Hannover 96,24-338,1999,16.6,0.18,1.69,0.60,35.7,1.69,0.60,0.11,0.30,20.2,0.06,0.00,0.00,0.11,0.11,0.07,0.07,0.07,https://fbref.com/en/players/b735b590/Derrick-Kohn,b735b590,2. Bundesliga
219,Markus Kolke,GER,GK,Hansa Rostock,33-143,1990,16.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/b114d86c/Markus-Kolke,b114d86c,2. Bundesliga
220,Marco Komenda,CRO,DF,Holstein Kiel,27-043,1996,8.6,0.00,0.47,0.00,0.0,0.47,0.00,0.00,,15.1,0.00,0.00,0.00,0.03,0.03,0.07,-0.03,-0.03,https://fbref.com/en/players/e7efcdb8/Marco-Komenda,e7efcdb8,2. Bundesliga
221,Ransford Königsdörffer,GHA,"FW,MF",Hamburger SV,22-117,2001,7.3,0.00,2.74,0.68,25.0,2.75,0.69,0.00,0.00,14.0,0.00,0.00,0.00,0.27,0.27,0.10,-0.27,-0.27,https://fbref.com/en/players/ab99782e/Ransford-Konigsdorffer,ab99782e,2. Bundesliga
222,Nils-Jonathan Körber,GER,GK,Hansa Rostock,27-056,1996,0.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/6ac69ff9/Nils-Jonathan-Korber,6ac69ff9,2. Bundesliga
223,Franko Kovačević,CRO,"FW,MF",Wehen,24-153,1999,3.5,0.00,3.14,0.57,18.2,3.14,0.57,0.00,0.00,14.6,0.00,0.00,0.00,0.26,0.26,0.09,-0.26,-0.26,https://fbref.com/en/players/dbe0034f/Franko-Kovacevic,dbe0034f,2. Bundesliga
224,Soichiro Kozuki,JPN,"FW,MF",Schalke 04,23-017,2000,2.0,0.00,2.00,0.50,25.0,1.98,0.49,0.00,0.00,15.3,0.00,0.00,0.00,0.30,0.30,0.14,-0.30,-0.30,https://fbref.com/en/players/f1e855eb/Soichiro-Kozuki,f1e855eb,2. Bundesliga
225,Julian Krahl,GER,GK,Kaiserslautern,23-351,2000,15.6,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/5c9fe42b/Julian-Krahl,5c9fe42b,2. Bundesliga
226,Elija Krahn,GER,MF,Hamburger SV,20-137,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,https://fbref.com/en/players/d87d2cee/Elija-Krahn,d87d2cee,2. Bundesliga
227,Kevin Kraus,GER,DF,Kaiserslautern,31-149,1992,11.5,0.17,0.52,0.26,50.0,0.52,0.26,0.17,0.33,19.7,0.00,0.09,0.17,0.18,0.03,0.07,-0.01,0.05,https://fbref.com/en/players/6a1b9f7c/Kevin-Kraus,6a1b9f7c,2. Bundesliga
228,Robin Krauße,GER,MF,Braunschweig,29-281,1994,13.2,0.00,0.61,0.15,25.0,0.61,0.15,0.00,0.00,23.5,0.00,0.00,0.00,0.02,0.02,0.04,-0.02,-0.02,https://fbref.com/en/players/bd045d90/Robin-Krausse,bd045d90,2. Bundesliga
229,Connor Krempicki,GER,MF,Magdeburg,29-116,1994,8.1,0.37,1.73,0.74,42.9,1.73,0.74,0.21,0.50,20.4,0.00,0.00,0.00,0.14,0.14,0.08,0.23,0.23,https://fbref.com/en/players/f1aa7f91/Connor-Krempicki,f1aa7f91,2. Bundesliga
230,Nicolas Kristof,GER,GK,Elversberg,24-019,1999,17.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/a037c229/Nicolas-Kristof,a037c229,2. Bundesliga
231,Florian Krüger,GER,FW,Braunschweig,24-329,1999,8.9,0.11,1.24,0.34,27.3,1.24,0.34,0.09,0.33,16.0,0.00,0.00,0.00,0.13,0.13,0.11,-0.02,-0.02,https://fbref.com/en/players/f9f92b5f/Florian-Kruger,f9f92b5f,2. Bundesliga
232,Max Kruse,GER,"FW,MF",Paderborn 07,35-295,1988,2.2,0.00,1.82,0.45,25.0,1.83,0.46,0.00,0.00,18.5,0.45,0.00,0.00,0.36,0.36,0.19,-0.36,-0.36,https://fbref.com/en/players/f9446dcd/Max-Kruse,f9446dcd,2. Bundesliga
233,Philipp Kühn,GER,GK,Osnabrück,31-128,1992,2.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/a5a24ce6/Philipp-Kuhn,a5a24ce6,2. Bundesliga
234,Fabian Kunze,GER,MF,Hannover 96,25-208,1998,15.8,0.06,1.14,0.19,16.7,1.14,0.19,0.06,0.33,18.4,0.00,0.00,0.00,0.09,0.09,0.08,-0.03,-0.03,https://fbref.com/en/players/d25fee56/Fabian-Kunze,d25fee56,2. Bundesliga
235,Lukas Kunze,GER,MF,Osnabrück,25-208,1998,7.1,0.00,0.99,0.14,14.3,0.99,0.14,0.00,0.00,22.1,0.00,0.00,0.00,0.03,0.03,0.03,-0.03,-0.03,https://fbref.com/en/players/b8b4e77e/Lukas-Kunze,b8b4e77e,2. Bundesliga
236,Hasan Kuruçay,TUR,DF,Braunschweig,26-130,1997,9.2,0.00,0.11,0.11,100.0,0.11,0.11,0.00,0.00,10.9,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,https://fbref.com/en/players/8485c037/Hasan-Kurucay,8485c037,2. Bundesliga
237,Robert Kwasigroch,GER,GK,Hertha BSC,19-196,2004,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/5f517064/Robert-Kwasigroch,5f517064,2. Bundesliga
238,Jannis Lang,GER,DF,Hansa Rostock,21-180,2002,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/cd5e787a/Jannis-Lang,cd5e787a,2. Bundesliga
239,Michael Langer,AUT,GK,Schalke 04,39-002,1985,2.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/d20f088b/Michael-Langer,d20f088b,2. Bundesliga
240,Bryan Lasme,FRA,"FW,MF",Schalke 04,25-055,1998,8.2,0.37,3.05,0.98,32.0,3.06,0.98,0.12,0.38,11.0,0.00,0.00,0.00,0.48,0.48,0.15,-0.11,-0.11,https://fbref.com/en/players/ebac0ace/Bryan-Lasme,ebac0ace,2. Bundesliga
241,Danny Latza,GER,MF,Schalke 04,34-032,1989,2.0,0.50,3.00,1.00,33.3,2.93,0.98,0.17,0.50,19.5,0.00,0.00,0.00,0.15,0.15,0.05,0.35,0.35,https://fbref.com/en/players/33b554b7/Danny-Latza,33b554b7,2. Bundesliga
242,James Lawrence,WAL,DF,Nürnberg,31-139,1992,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/78af782c/James-Lawrence,78af782c,2. Bundesliga
243,Jamie Lawrence,GER,DF,Magdeburg,21-059,2002,4.6,0.00,0.43,0.00,0.0,0.43,0.00,0.00,,14.3,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,https://fbref.com/en/players/ab892a73/Jamie-Lawrence,ab892a73,2. Bundesliga
244,Robert Leipertz,GER,"FW,DF",Paderborn 07,30-341,1993,3.3,0.30,2.73,0.61,22.2,2.72,0.60,0.11,0.50,18.5,0.00,0.00,0.00,0.21,0.21,0.08,0.09,0.09,https://fbref.com/en/players/e4962254/Robert-Leipertz,e4962254,2. Bundesliga
245,Toni Leistner,GER,DF,Hertha BSC,33-142,1990,14.9,0.00,0.34,0.00,0.0,0.33,0.00,0.00,,16.6,0.00,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,https://fbref.com/en/players/364445b2/Toni-Leistner,364445b2,2. Bundesliga
246,Tim Lemperle,GER,FW,Greuther Fürth,21-337,2002,14.4,0.28,2.43,0.76,31.4,2.43,0.77,0.11,0.36,14.5,0.00,0.00,0.00,0.26,0.26,0.11,0.02,0.02,https://fbref.com/en/players/792ffa71/Tim-Lemperle,792ffa71,2. Bundesliga
247,Enzo Leopold,GER,MF,Hannover 96,23-169,2000,12.3,0.16,0.65,0.41,62.5,0.65,0.41,0.25,0.40,20.5,0.00,0.00,0.00,0.04,0.04,0.06,0.12,0.12,https://fbref.com/en/players/08a5b282/Enzo-Leopold,08a5b282,2. Bundesliga
248,Andreas Linde,SWE,GK,Greuther Fürth,30-168,1993,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/4d6a842d/Andreas-Linde,4d6a842d,2. Bundesliga
249,Lex Lobinger,GER,"FW,MF",Kaiserslautern,25-007,1999,1.2,0.00,2.50,2.50,100.0,2.57,2.57,0.00,0.00,13.0,0.00,0.00,0.00,0.17,0.08,0.04,-0.17,-0.08,https://fbref.com/en/players/8bc535f0/Lex-Lobinger,8bc535f0,2. Bundesliga
250,Felix Lohkemper,GER,FW,Nürnberg,28-347,1995,4.2,0.24,2.14,0.95,44.4,2.14,0.95,0.11,0.25,13.8,0.00,0.00,0.00,0.21,0.21,0.10,0.02,0.02,https://fbref.com/en/players/e337cc8f/Felix-Lohkemper,e337cc8f,2. Bundesliga
251,Ali Loune,MAR,"MF,FW",Nürnberg,21-297,2002,4.0,0.00,0.75,0.00,0.0,0.75,0.00,0.00,,31.8,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,https://fbref.com/en/players/6ed9976a/Ali-Loune,6ed9976a,2. Bundesliga
252,Jan Luca Schuler,GER,FW,Magdeburg,24-292,1999,10.4,0.48,2.40,1.25,52.0,2.40,1.25,0.20,0.38,12.8,0.00,0.00,0.00,0.50,0.50,0.21,-0.02,-0.02,https://fbref.com/en/players/6ca598d5/Jan-Luca-Schuler,6ca598d5,2. Bundesliga
253,Anderson Lucoqui,ANG,DF,Hertha BSC,26-186,1997,0.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/5569bf9a/Anderson-Lucoqui,5569bf9a,2. Bundesliga
254,Yannik Lührs,GER,"DF,MF",Hannover 96,20-121,2003,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/10e5f256/Yannik-Luhrs,10e5f256,2. Bundesliga
255,Andreas Luthe,GER,GK,Kaiserslautern,36-304,1987,1.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/7fe12375/Andreas-Luthe,7fe12375,2. Bundesliga
256,Shuto Machino,JPN,FW,Holstein Kiel,24-100,1999,9.0,0.22,2.11,0.89,42.1,2.10,0.88,0.05,0.13,16.5,0.00,0.11,0.11,0.37,0.28,0.13,-0.14,-0.17,https://fbref.com/en/players/964dde35/Shuto-Machino,964dde35,2. Bundesliga
257,Haralambos Makridis,GRE,"FW,MF",Osnabrück,27-187,1996,5.6,0.18,1.96,0.36,18.2,1.96,0.36,0.09,0.50,20.8,0.00,0.00,0.00,0.09,0.09,0.05,0.09,0.09,https://fbref.com/en/players/d696691a/Haralambos-Makridis,d696691a,2. Bundesliga
258,King Manu,GER,"DF,FW",Düsseldorf,20-046,2003,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/2e70b9a2/King-Manu,2e70b9a2,2. Bundesliga
259,Stefano Marino,GER,"FW,DF",Karlsruher,19-302,2004,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/a9b9471c/Stefano-Marino,a9b9471c,2. Bundesliga
260,Iván Márquez,ESP,DF,Nürnberg,29-213,1994,7.6,0.00,0.53,0.00,0.0,0.52,0.00,0.00,,9.9,0.00,0.00,0.00,0.04,0.04,0.07,-0.04,-0.04,https://fbref.com/en/players/691d6a54/Ivan-Marquez,691d6a54,2. Bundesliga
261,Dominik Martinović,GER,FW,Elversberg,26-289,1997,1.2,0.00,4.17,2.50,60.0,4.13,2.48,0.00,0.00,14.0,0.00,0.00,0.00,0.33,0.33,0.07,-0.33,-0.33,https://fbref.com/en/players/0e27ea58/Dominik-Martinovic,0e27ea58,2. Bundesliga
262,Jan-Hendrik Marx,GER,DF,Braunschweig,28-257,1995,3.2,0.00,0.63,0.00,0.0,0.62,0.00,0.00,,20.1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,https://fbref.com/en/players/e5fdf04a/Jan-Hendrik-Marx,e5fdf04a,2. Bundesliga
263,Igor Matanovic,CRO,FW,Karlsruher,20-283,2003,9.8,0.41,3.16,1.02,32.3,3.18,1.03,0.13,0.40,13.3,0.00,0.00,0.00,0.39,0.39,0.12,0.02,0.02,https://fbref.com/en/players/948e1292/Igor-Matanovic,948e1292,2. Bundesliga
264,Christian Mathenia,GER,GK,Nürnberg,31-283,1992,14.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/4a15e95b/Christian-Mathenia,4a15e95b,2. Bundesliga
265,Marcus Mathisen,DEN,DF,Wehen,27-315,1996,14.9,0.00,0.54,0.13,25.0,0.54,0.13,0.00,0.00,20.6,0.13,0.00,0.00,0.03,0.03,0.07,-0.03,-0.03,https://fbref.com/en/players/221a1641/Marcus-Mathisen,221a1641,2. Bundesliga
266,Henning Matriciani,GER,DF,Schalke 04,23-300,2000,8.8,0.00,0.80,0.11,14.3,0.80,0.11,0.00,0.00,22.0,0.00,0.00,0.00,0.03,0.03,0.05,-0.03,-0.03,https://fbref.com/en/players/ab3f1bdf/Henning-Matriciani,ab3f1bdf,2. Bundesliga
267,Maurides,BRA,FW,St. Pauli,29-304,1994,0.4,0.00,5.00,0.00,0.0,5.14,0.00,0.00,,11.2,0.00,0.00,0.00,0.25,0.25,0.03,-0.25,-0.25,https://fbref.com/en/players/b0e50531/Maurides,b0e50531,2. Bundesliga
268,Keke Maximilian Topp,GER,"FW,MF",Schalke 04,19-289,2004,2.4,0.42,3.33,1.25,37.5,3.33,1.25,0.13,0.33,20.5,0.00,0.00,0.00,0.17,0.17,0.05,0.25,0.25,https://fbref.com/en/players/ebb32f3a/Keke-Maximilian-Topp,ebb32f3a,2. Bundesliga
269,Jakov Medić,CRO,DF,St. Pauli,25-123,1998,1.0,0.00,1.00,0.00,0.0,1.00,0.00,0.00,,15.0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,https://fbref.com/en/players/5f5ebdae/Jakov-Medic,5f5ebdae,2. Bundesliga
270,Joshua Mees,GER,"FW,MF",Holstein Kiel,27-268,1996,1.1,0.00,6.36,1.82,28.6,6.12,1.75,0.00,0.00,21.1,0.00,0.00,0.00,0.18,0.18,0.03,-0.18,-0.18,https://fbref.com/en/players/4b6dd263/Joshua-Mees,4b6dd263,2. Bundesliga
271,Jonas Meffert,GER,MF,Hamburger SV,29-126,1994,15.8,0.06,0.57,0.13,22.2,0.57,0.13,0.11,0.50,18.4,0.00,0.00,0.00,0.05,0.05,0.08,0.01,0.01,https://fbref.com/en/players/8ede6a9e/Jonas-Meffert,8ede6a9e,2. Bundesliga
272,Omar Megeed,GER,FW,Hamburger SV,18-142,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,https://fbref.com/en/players/362d84f5/Omar-Megeed,362d84f5,2. Bundesliga
273,Connor Metcalfe,AUS,"FW,MF",St. Pauli,24-064,1999,9.9,0.20,2.42,0.51,20.8,2.41,0.50,0.08,0.40,19.8,0.00,0.00,0.00,0.20,0.20,0.08,0.00,0.00,https://fbref.com/en/players/73ce4d7d/Connor-Metcalfe,73ce4d7d,2. Bundesliga
274,Karol Mets,EST,DF,St. Pauli,30-237,1993,14.9,0.00,0.20,0.07,33.3,0.20,0.07,0.00,0.00,9.8,0.00,0.00,0.00,0.02,0.02,0.11,-0.02,-0.02,https://fbref.com/en/players/ef2ad14e/Karol-Mets,ef2ad14e,2. Bundesliga
275,Marco Meyerhöfer,GER,DF,Greuther Fürth,28-051,1995,4.9,0.00,0.41,0.20,50.0,0.41,0.21,0.00,0.00,22.7,0.00,0.00,0.00,0.02,0.02,0.06,-0.02,-0.02,https://fbref.com/en/players/0b104510/Marco-Meyerhofer,0b104510,2. Bundesliga
276,Oualid Mhamdi,MAR,DF,Greuther Fürth,20-233,2003,0.9,0.00,1.11,1.11,100.0,1.14,1.14,0.00,0.00,11.7,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,https://fbref.com/en/players/e04d2d91/Oualid-Mhamdi,e04d2d91,2. Bundesliga
277,Damian Michalski,POL,DF,Greuther Fürth,25-236,1998,11.7,0.26,1.45,0.51,35.3,1.46,0.51,0.18,0.50,10.3,0.00,0.00,0.00,0.09,0.09,0.06,0.17,0.17,https://fbref.com/en/players/aab40762/Damian-Michalski,aab40762,2. Bundesliga
