Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Player Link_,Player ID_,Competition
26,Timo Beermann,GER,DF,Osnabrück,33-029,1990,3.1,68.7,9.03,35.5,30.3,2.90,0.97,68.7,0.65,0.00,0.0,0.32,50.0,37.4,200.0,118.1,0.00,0.32,0.00,0.00,0.00,43.2,0.32,https://fbref.com/en/players/8dde7a71/Timo-Beermann,8dde7a71,2. Bundesliga
27,Brian Behrendt,GER,DF,Braunschweig,32-076,1991,6.0,54.3,10.7,31.0,21.5,2.33,0.33,54.3,0.17,0.00,0.0,0.17,100.0,26.5,139.8,90.8,0.50,0.33,0.00,0.17,0.00,27.8,0.00,https://fbref.com/en/players/b1a21aca/Brian-Behrendt,b1a21aca,2. Bundesliga
28,Marcel Beifus,GER,DF,Karlsruher,21-073,2002,4.4,73.2,7.73,31.8,39.5,2.27,0.68,73.2,0.00,0.00,,0.00,,38.6,224.1,134.3,0.68,0.45,0.00,0.00,0.00,50.0,0.45,https://fbref.com/en/players/9954717e/Marcel-Beifus,9954717e,2. Bundesliga
29,Leon Bell Bell,CMR,"DF,MF",Magdeburg,27-124,1996,16.2,60.5,1.79,15.1,28.5,17.8,1.23,60.5,2.28,1.11,48.6,0.99,43.2,31.4,177.8,96.8,2.65,2.16,0.43,1.36,0.86,35.7,6.11,https://fbref.com/en/players/1c51e689/Leon-Bell-Bell,1c51e689,2. Bundesliga
30,László Bénes,SVK,MF,Hamburger SV,26-121,1997,15.3,48.2,0.72,3.53,18.7,26.1,2.48,47.9,1.76,0.65,37.0,0.85,48.1,27.8,136.1,62.5,1.96,1.50,0.46,1.44,0.52,33.9,5.42,https://fbref.com/en/players/fe888e39/Laszlo-Benes,fe888e39,2. Bundesliga
31,Keanan Bennetts,ENG,DF,Wehen,24-305,1999,0.3,60.0,6.67,40.0,3.33,16.7,0.00,60.0,0.00,0.00,,0.00,,23.3,123.3,23.3,0.00,3.33,0.00,6.67,0.00,33.3,3.33,https://fbref.com/en/players/f4c7c708/Keanan-Bennetts,f4c7c708,2. Bundesliga
32,Max Besuschkow,GER,MF,Hannover 96,26-222,1997,1.0,53.0,3.00,13.0,30.0,10.0,0.00,53.0,0.00,0.00,,0.00,,31.0,149.0,74.0,1.00,2.00,0.00,0.00,0.00,39.0,2.00,https://fbref.com/en/players/8d64d363/Max-Besuschkow,8d64d363,2. Bundesliga
33,Ermin Bičakčić,BIH,DF,Braunschweig,33-349,1990,6.2,56.8,7.42,36.5,18.4,2.26,1.29,56.8,0.16,0.16,100.0,0.00,0.0,30.2,165.8,75.8,0.32,0.00,0.00,0.65,0.16,33.1,0.32,https://fbref.com/en/players/7aac47fe/Ermin-Bicakcic,7aac47fe,2. Bundesliga
34,Filip Bilbija,GER,"MF,FW",Paderborn 07,23-259,2000,8.8,28.1,0.57,2.84,11.8,14.0,3.64,28.1,3.18,1.82,57.1,1.25,39.3,16.7,124.7,65.8,2.95,2.16,0.91,1.70,1.14,20.7,4.89,https://fbref.com/en/players/f5047e6d/Filip-Bilbija,f5047e6d,2. Bundesliga
35,Herbert Bockhorn,GER,"DF,MF",Magdeburg,28-342,1995,13.2,65.3,2.80,13.6,28.9,23.5,2.20,65.3,3.26,1.44,44.2,1.36,41.9,37.8,247.6,120.2,3.79,2.65,0.61,2.88,1.14,39.7,8.64,https://fbref.com/en/players/5ad8c360/Herbert-Bockhorn,5ad8c360,2. Bundesliga
36,Pelle Boevink,NED,GK,Paderborn 07,26-002,1998,3.0,49.0,36.3,48.0,1.00,0.00,0.00,49.0,0.00,0.00,,0.00,,26.3,106.3,44.7,0.00,0.00,0.00,0.33,0.00,27.0,0.00,https://fbref.com/en/players/a775d6e8/Pelle-Boevink,a775d6e8,2. Bundesliga
37,Robin Bormuth,GER,DF,Karlsruher,28-111,1995,14.3,64.2,7.13,32.0,30.1,2.31,0.91,64.2,0.00,0.00,,0.00,,37.4,160.1,91.0,0.70,0.14,0.00,0.49,0.21,41.3,0.14,https://fbref.com/en/players/d728acae/Robin-Bormuth,d728acae,2. Bundesliga
38,Julian Börner,GER,DF,Hannover 96,32-352,1991,1.6,53.1,4.38,26.3,23.8,4.38,1.88,53.1,0.00,0.00,,0.00,,24.4,144.4,60.6,0.63,1.25,0.00,0.63,0.63,25.0,1.88,https://fbref.com/en/players/a354cc49/Julian-Borner,a354cc49,2. Bundesliga
39,Andreas Bouchalakis,GRE,MF,Hertha BSC,30-278,1993,8.2,54.6,2.20,14.4,34.3,6.59,0.98,54.6,0.61,0.37,60.0,0.24,40.0,27.3,134.6,59.8,0.24,0.61,0.00,1.10,0.49,35.4,0.37,https://fbref.com/en/players/1c07b06e/Andreas-Bouchalakis,1c07b06e,2. Bundesliga
40,Carlo Boukhalfa,MAR,"MF,FW",St. Pauli,24-250,1999,0.2,100.0,10.0,30.0,20.0,50.0,5.00,100.0,0.00,0.00,,0.00,,55.0,215.0,25.0,0.00,0.00,0.00,0.00,10.0,70.0,25.0,https://fbref.com/en/players/1a86f4a9/Carlo-Boukhalfa,1a86f4a9,2. Bundesliga
41,Joseph Boyamba,GER,"FW,MF",Elversberg,27-163,1996,1.7,54.1,2.94,13.5,20.0,21.2,4.12,54.1,2.35,1.18,50.0,1.18,50.0,31.8,178.2,55.9,1.76,0.00,1.18,2.94,1.76,36.5,8.24,https://fbref.com/en/players/22d86b0d/Joseph-Boyamba,22d86b0d,2. Bundesliga
42,Terrence Boyd,USA,FW,Kaiserslautern,32-326,1991,8.0,32.8,1.38,2.88,17.0,13.6,5.13,32.6,2.50,1.25,50.0,1.25,50.0,13.8,58.8,26.9,0.75,0.75,0.50,2.75,1.13,22.0,3.00,https://fbref.com/en/players/6e282452/Terrence-Boyd,6e282452,2. Bundesliga
43,Daniel Brosinski,GER,"MF,DF",Karlsruher,35-175,1988,2.4,59.6,1.67,12.5,25.8,22.1,2.50,59.6,0.42,0.00,0.0,0.42,100.0,26.3,131.3,66.3,2.92,1.25,0.42,0.83,0.83,35.8,7.08,https://fbref.com/en/players/a7813ac4/Daniel-Brosinski,a7813ac4,2. Bundesliga
44,Nathaniel Brown,GER,"DF,MF",Nürnberg,20-206,2003,11.5,55.9,1.83,16.1,24.5,15.8,0.78,55.9,2.35,1.13,48.1,1.22,51.9,29.4,208.2,118.7,3.22,3.22,0.43,1.74,0.70,31.9,2.43,https://fbref.com/en/players/abc79c47/Nathaniel-Brown,abc79c47,2. Bundesliga
45,Júnior Brumado,BRA,FW,Hansa Rostock,24-238,1999,7.7,36.4,0.91,2.86,19.4,14.5,3.51,36.1,3.64,1.69,46.4,1.69,46.4,19.6,94.5,40.1,1.30,1.04,0.39,3.25,1.56,25.6,5.58,https://fbref.com/en/players/bccc1bb4/Junior-Brumado,bccc1bb4,2. Bundesliga
46,Cédric Brunner,SUI,DF,Schalke 04,29-325,1994,7.0,66.1,3.71,19.0,32.6,15.3,1.00,66.1,0.43,0.14,33.3,0.29,66.7,31.6,184.7,96.4,2.57,0.86,0.00,0.86,0.43,37.3,3.57,https://fbref.com/en/players/f0a37d36/Cedric-Brunner,f0a37d36,2. Bundesliga
47,Daniel Bunk,GER,MF,Düsseldorf,19-289,2004,0.0,1,0,0,1,0,0,1,0,0,,0,,1,17,9,0,0,0,0,0,1,0,https://fbref.com/en/players/83c06d02/Daniel-Bunk,83c06d02,2. Bundesliga
48,Dženis Burnić,GER,MF,Karlsruher,25-231,1998,3.6,85.3,2.22,15.8,49.2,20.8,3.06,85.3,2.78,1.39,50.0,1.11,40.0,48.6,221.1,125.6,3.06,1.67,1.11,1.39,1.67,62.2,4.72,https://fbref.com/en/players/0dabaf14/Dzenis-Burnic,0dabaf14,2. Bundesliga
49,Kerim Calhanoglu,GER,DF,Greuther Fürth,21-135,2002,1.5,96.7,2.67,20.7,46.0,30.0,0.67,96.7,0.67,0.00,0.0,0.67,100.0,52.0,314.7,146.0,2.00,2.67,0.00,0.00,0.00,58.0,7.33,https://fbref.com/en/players/d1db4b83/Kerim-Calhanoglu,d1db4b83,2. Bundesliga
50,Kaan Caliskaner,GER,"FW,MF",Braunschweig,24-066,1999,4.1,42.4,1.22,4.39,17.6,21.5,6.59,42.4,4.15,2.20,52.9,1.71,41.2,25.6,186.8,68.8,2.93,2.20,1.46,2.20,2.20,32.4,9.51,https://fbref.com/en/players/4a0177fb/Kaan-Caliskaner,4a0177fb,2. Bundesliga
51,Florian Carstens,GER,DF,Wehen,25-061,1998,7.1,71.7,11.0,43.8,26.6,1.83,0.42,71.7,0.70,0.56,80.0,0.14,20.0,40.6,181.4,101.8,0.42,0.56,0.00,0.85,0.00,47.6,0.00,https://fbref.com/en/players/ac551128/Florian-Carstens,ac551128,2. Bundesliga
52,Luc Castaignos,NED,FW,Magdeburg,31-103,1992,7.1,19.6,0.14,0.99,8.59,10.0,5.49,19.6,1.27,0.14,11.1,0.99,77.8,10.3,51.5,12.5,0.56,0.14,0.85,2.39,0.85,14.9,5.92,https://fbref.com/en/players/a19be070/Luc-Castaignos,a19be070,2. Bundesliga
53,Jens Castrop,GER,MF,Nürnberg,20-163,2003,9.4,49.4,2.66,11.4,26.4,12.4,2.02,49.4,3.62,1.70,47.1,1.81,50.0,23.7,142.8,75.9,2.02,1.81,0.32,2.34,0.85,26.6,2.98,https://fbref.com/en/players/03fee7de/Jens-Castrop,03fee7de,2. Bundesliga
54,Amar Ćatić,BIH,DF,Wehen,24-352,1999,8.0,49.5,2.88,16.9,19.6,13.5,1.13,49.5,1.38,0.75,54.5,0.63,45.5,24.3,177.1,82.5,1.88,2.00,0.63,1.25,0.63,25.5,4.00,https://fbref.com/en/players/f7c398ec/Amar-Catic,f7c398ec,2. Bundesliga
55,Jason Ceka,GER,"FW,MF",Magdeburg,24-059,1999,8.6,40.0,0.23,2.67,13.6,24.4,5.81,40.0,2.67,1.16,43.5,1.28,47.8,27.0,142.4,74.5,2.33,1.98,0.70,1.05,0.70,33.0,9.30,https://fbref.com/en/players/92b719a1/Jason-Ceka,92b719a1,2. Bundesliga
56,Paterson Chato,GER,DF,Osnabrück,27-038,1996,0.6,28.3,5.00,20.0,8.33,0.00,0.00,28.3,0.00,0.00,,0.00,,21.7,101.7,41.7,1.67,0.00,0.00,0.00,0.00,21.7,0.00,https://fbref.com/en/players/f856ca7c/Paterson-Chato,f856ca7c,2. Bundesliga
57,Gustav Christensen,DEN,"FW,MF",Hertha BSC,19-123,2004,2.8,46.4,1.43,11.4,18.2,17.9,4.64,46.4,4.64,1.43,30.8,1.79,38.5,25.0,194.6,91.1,3.93,1.79,1.43,2.50,3.57,30.0,9.64,https://fbref.com/en/players/6e2e6e4e/Gustav-Christensen,6e2e6e4e,2. Bundesliga
58,Oliver Christensen,DEN,GK,Hertha BSC,24-292,1999,2.0,35.5,27.5,35.0,0.50,0.00,0.00,35.5,0.00,0.00,,0.00,,25.0,119.5,76.0,0.00,0.00,0.00,0.00,0.00,20.5,0.00,https://fbref.com/en/players/af104654/Oliver-Christensen,af104654,2. Bundesliga
59,Max Christiansen,GER,MF,Hannover 96,27-105,1996,3.7,55.1,2.70,13.0,32.4,10.0,0.54,55.1,0.54,0.27,50.0,0.27,50.0,20.5,97.6,37.8,0.81,1.35,0.00,1.08,0.27,28.9,2.70,https://fbref.com/en/players/e7b899b8/Max-Christiansen,e7b899b8,2. Bundesliga
60,Ibrahima Cissé,MLI,DF,Schalke 04,22-327,2001,0.8,62.5,12.5,41.3,21.3,0.00,0.00,62.5,0.00,0.00,,0.00,,37.5,197.5,106.3,0.00,0.00,0.00,2.50,0.00,40.0,0.00,https://fbref.com/en/players/bcc8177c/Ibrahima-Cisse,bcc8177c,2. Bundesliga
61,Amara Conde,GER,MF,Magdeburg,27-002,1997,11.1,65.1,1.89,11.9,37.9,16.1,1.62,65.1,2.52,1.26,50.0,1.26,50.0,41.4,234.4,110.6,2.70,1.35,0.27,1.35,0.72,48.2,3.15,https://fbref.com/en/players/40a3402f/Amara-Conde,40a3402f,2. Bundesliga
62,Kevin Conrad,GER,DF,Elversberg,33-151,1990,7.1,63.1,9.58,35.5,26.5,1.13,0.28,63.1,0.28,0.28,100.0,0.00,0.0,38.7,152.0,73.5,0.28,0.00,0.00,0.28,0.14,44.9,0.14,https://fbref.com/en/players/45afa04c/Kevin-Conrad,45afa04c,2. Bundesliga
63,Jomaine Consbruch,GER,"MF,DF",Greuther Fürth,21-347,2002,2.3,47.0,1.74,7.39,25.2,15.7,2.17,47.0,3.48,2.61,75.0,0.87,25.0,29.1,118.7,51.3,0.87,0.43,0.43,2.17,0.87,29.1,6.09,https://fbref.com/en/players/34ad2e65/Jomaine-Consbruch,34ad2e65,2. Bundesliga
64,Christian Conteh,GER,"FW,MF",Osnabrück,24-134,1999,7.3,26.6,0.55,3.70,6.85,16.8,4.52,26.6,3.97,1.51,37.9,2.05,51.7,17.0,148.6,86.8,4.79,1.78,2.47,1.78,1.10,16.6,7.12,https://fbref.com/en/players/231b327e/Christian-Conteh,231b327e,2. Bundesliga
65,Sirlord Conteh,GER,"FW,MF",Paderborn 07,27-183,1996,6.5,31.4,1.23,3.85,11.2,16.9,5.69,31.4,2.15,0.62,28.6,1.54,71.4,17.4,113.7,63.7,2.15,0.62,0.92,1.85,0.92,21.5,8.92,https://fbref.com/en/players/34e09d5f/Sirlord-Conteh,34e09d5f,2. Bundesliga
66,Marcel Correia,POR,DF,Elversberg,34-237,1989,1.6,64.4,10.6,40.0,21.9,2.50,2.50,64.4,0.00,0.00,,0.00,,28.8,130.0,61.9,0.63,0.00,0.00,0.00,0.00,33.1,0.00,https://fbref.com/en/players/11644dea/Marcel-Correia,11644dea,2. Bundesliga
67,Mickaël Cuisance,FRA,MF,Osnabrück,24-145,1999,9.9,46.6,1.41,7.98,22.4,17.1,2.32,46.4,4.75,2.42,51.1,2.02,42.6,25.7,151.4,47.3,0.61,0.91,0.61,3.03,2.53,26.2,4.44,https://fbref.com/en/players/5722eced/Mickael-Cuisance,5722eced,2. Bundesliga
68,Laurin Curda,GER,DF,Paderborn 07,22-070,2001,8.0,90.6,3.63,26.5,52.6,12.0,1.25,90.6,1.88,1.38,73.3,0.38,20.0,54.6,276.3,155.3,2.63,2.75,0.50,1.25,0.25,65.8,2.63,https://fbref.com/en/players/e9a7a107/Laurin-Curda,e9a7a107,2. Bundesliga
69,Christoph Daferner,GER,FW,Nürnberg,25-361,1998,2.1,23.8,0.48,0.95,11.0,11.9,3.33,23.8,0.48,0.00,0.0,0.00,0.0,11.0,33.3,3.81,0.00,0.00,0.00,3.33,0.00,20.0,7.14,https://fbref.com/en/players/e5be34dd/Christoph-Daferner,e5be34dd,2. Bundesliga
70,Thomas Dähne,GER,GK,Holstein Kiel,30-004,1994,3.0,42.3,33.3,42.0,0.67,0.00,0.00,42.3,0.00,0.00,,0.00,,23.7,116.3,54.3,0.00,0.00,0.00,0.00,0.00,22.3,0.00,https://fbref.com/en/players/f194035d/Thomas-Dahne,f194035d,2. Bundesliga
71,Muhammed Damar,GER,MF,Hannover 96,19-274,2004,0.6,76.7,1.67,6.67,31.7,40.0,1.67,76.7,3.33,3.33,100.0,0.00,0.0,46.7,273.3,135.0,5.00,6.67,1.67,3.33,0.00,55.0,5.00,https://fbref.com/en/players/d3d77413/Muhammed-Damar,d3d77413,2. Bundesliga
72,Bence Dárdai,GER,"MF,FW",Hertha BSC,17-349,2006,2.2,52.7,1.36,11.4,25.9,16.4,2.73,52.7,0.45,0.45,100.0,0.00,0.0,21.8,122.3,76.4,1.82,1.36,0.45,2.73,0.45,33.6,4.55,https://fbref.com/en/players/dcb6f03c/Bence-Dardai,dcb6f03c,2. Bundesliga
73,Márton Dárdai,GER,"MF,DF",Hertha BSC,21-330,2002,15.0,53.5,4.40,20.2,27.7,5.93,0.67,53.5,0.20,0.07,33.3,0.00,0.0,27.1,126.7,68.5,0.80,0.53,0.00,1.20,0.20,33.3,0.73,https://fbref.com/en/players/41bff4fa/Marton-Dardai,41bff4fa,2. Bundesliga
74,Palkó Dárdai,HUN,"MF,FW",Hertha BSC,24-259,1999,4.6,35.2,0.87,3.48,14.6,17.8,1.74,35.2,1.52,0.87,57.1,0.43,28.6,19.6,101.7,44.6,0.87,0.87,0.22,0.87,0.87,24.3,5.87,https://fbref.com/en/players/db7161ed/Palko-Dardai,db7161ed,2. Bundesliga
75,Jonas David,GER,DF,Hansa Rostock,23-306,2000,5.5,54.2,6.55,25.5,22.4,7.09,2.55,54.2,0.91,0.36,40.0,0.55,60.0,26.4,196.0,104.0,0.91,0.18,0.18,0.91,0.00,31.1,0.91,https://fbref.com/en/players/98cd5d88/Jonas-David,98cd5d88,2. Bundesliga
76,Saulo Decarli,SUI,DF,Braunschweig,31-338,1992,5.4,45.9,6.11,27.8,16.9,1.67,1.48,45.9,0.00,0.00,,0.00,,22.4,132.4,61.1,0.37,0.00,0.00,0.74,0.00,22.4,0.19,https://fbref.com/en/players/41df88b8/Saulo-Decarli,41df88b8,2. Bundesliga
77,Jannik Dehm,GER,"DF,MF",Hannover 96,27-251,1996,11.7,58.9,3.50,19.2,25.3,14.6,1.20,58.9,0.68,0.26,37.5,0.34,50.0,25.2,140.6,65.0,1.62,0.85,0.17,1.20,0.17,31.3,5.30,https://fbref.com/en/players/c33a2d88/Jannik-Dehm,c33a2d88,2. Bundesliga
78,Jasper van der Werff,SUI,DF,Hansa Rostock,25-030,1998,11.2,53.5,5.27,24.4,24.9,4.46,0.71,53.5,0.45,0.36,80.0,0.00,0.0,27.9,120.7,68.2,0.54,0.18,0.00,0.54,0.18,30.2,0.89,https://fbref.com/en/players/1d896c05/Jasper-van-der-Werff,1d896c05,2. Bundesliga
79,Oumar Diakhite,SEN,DF,Osnabrück,30-030,1993,5.5,44.2,8.18,28.0,13.8,2.55,1.64,44.2,0.00,0.00,,0.00,,20.7,111.8,44.0,0.18,0.00,0.00,0.73,0.00,21.1,0.00,https://fbref.com/en/players/f85458cf/Oumar-Diakhite,f85458cf,2. Bundesliga
80,Maximilian Dietz,USA,DF,Greuther Fürth,21-333,2002,13.1,63.9,6.18,31.1,29.9,3.36,0.76,63.9,0.53,0.38,71.4,0.08,14.3,35.0,174.4,95.0,0.99,0.38,0.00,0.69,0.15,39.5,0.38,https://fbref.com/en/players/4a78b64f/Maximilian-Dietz,4a78b64f,2. Bundesliga
