Rk,Player,Nation,Pos,Squad,Age,Born,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Player Link_,Player ID_,Competition
11,Ilyas Ansah,GER,"FW,MF",Paderborn 07,19-061,2004,4.7,9.36,13.6,68.8,127.2,30.0,5.32,6.81,78.1,3.19,4.68,68.2,0.21,0.21,100.0,0.00,0.13,0.17,-0.13,0.64,0.43,0.64,0.00,1.28,https://fbref.com/en/players/6c1248ae/Ilyas-Ansah,6c1248ae,2. Bundesliga
12,Nico Antonitsch,AUT,DF,Elversberg,32-100,1991,1.0,30.0,34.0,88.2,655.0,328.0,12.0,14.0,85.7,14.0,15.0,93.3,4.00,4.00,100.0,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,https://fbref.com/en/players/05e2f1e4/Nico-Antonitsch,05e2f1e4,2. Bundesliga
13,Shinta Appelkamp,GER,"MF,FW",Düsseldorf,23-068,2000,11.6,31.8,44.8,71.0,564.5,149.5,14.8,17.9,82.7,11.8,14.9,79.2,3.88,9.14,42.5,0.60,0.20,0.22,0.41,3.19,3.10,1.12,0.17,4.57,https://fbref.com/en/players/fc073770/Shinta-Appelkamp,fc073770,2. Bundesliga
14,Jann-Fiete Arp,GER,"FW,MF",Holstein Kiel,24-002,2000,6.2,13.7,21.1,64.9,220.6,67.4,7.26,9.84,73.8,4.19,5.65,74.3,1.45,2.26,64.3,0.16,0.05,0.08,0.11,0.81,1.94,0.81,0.16,2.58,https://fbref.com/en/players/c21fb312/Jann-Fiete-Arp,c21fb312,2. Bundesliga
15,Bright Arrey-Mbi,GER,DF,Hannover 96,20-288,2003,14.4,37.9,45.3,83.7,705.3,198.3,12.4,14.1,88.2,21.9,24.2,90.5,3.26,5.97,54.7,0.00,0.00,0.01,0.00,0.00,2.36,0.00,0.00,3.13,https://fbref.com/en/players/1394bf42/Bright-Arrey-Mbi,1394bf42,2. Bundesliga
16,Ahmet Arslan,GER,"MF,FW",Magdeburg,29-284,1994,2.8,35.7,52.5,68.0,583.9,216.4,17.5,22.5,77.8,12.1,16.8,72.3,4.29,9.64,44.4,0.36,0.07,0.11,0.29,1.07,6.43,0.71,0.00,8.21,https://fbref.com/en/players/d63e97c6/Ahmet-Arslan,d63e97c6,2. Bundesliga
17,Simon Asta,GER,DF,Greuther Fürth,22-348,2001,15.5,28.9,41.2,70.2,479.0,195.0,14.8,17.5,84.6,11.1,14.9,74.5,2.19,5.16,42.5,0.13,0.08,0.08,0.05,0.52,1.94,1.16,0.45,3.55,https://fbref.com/en/players/dfc85b89/Simon-Asta,dfc85b89,2. Bundesliga
18,Barış Atik,GER,"FW,MF",Magdeburg,28-364,1995,15.4,40.5,53.6,75.5,689.4,188.8,19.5,22.6,86.5,15.6,19.4,80.6,4.22,8.57,49.2,0.52,0.34,0.27,0.18,3.38,3.51,2.14,0.26,6.10,https://fbref.com/en/players/d452e43d/Baris-Atik,d452e43d,2. Bundesliga
19,Janik Bachmann,GER,MF,Hansa Rostock,27-247,1996,6.7,21.0,28.1,75.0,352.8,77.6,9.55,11.5,83.1,9.85,11.9,82.5,1.34,3.43,39.1,0.00,0.01,0.01,-0.01,0.30,1.49,0.00,0.00,0.75,https://fbref.com/en/players/a0b87a85/Janik-Bachmann,a0b87a85,2. Bundesliga
20,Aurel Badji Wagbe,GER,DF,Holstein Kiel,19-338,2004,0.0,2,4,50.0,22,3,2,2,100.0,0,1,0.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,https://fbref.com/en/players/46797229/Aurel-Badji-Wagbe,46797229,2. Bundesliga
21,Florian Bähr,GER,"DF,MF",Osnabrück,20-324,2003,0.5,40.0,62.0,64.5,832.0,338.0,14.0,14.0,100.0,16.0,24.0,66.7,8.00,22.0,36.4,0.00,0.20,0.20,-0.20,2.00,8.00,0.00,0.00,2.00,https://fbref.com/en/players/160a2f40/Florian-Bahr,160a2f40,2. Bundesliga
22,Scott Banks,SCO,FW,St. Pauli,22-104,2001,0.6,16.7,26.7,62.5,188.3,68.3,11.7,15.0,77.8,5.00,6.67,75.0,0.00,3.33,0.0,0.00,0.83,0.50,-0.83,3.33,0.00,3.33,1.67,1.67,https://fbref.com/en/players/d01f8942/Scott-Banks,d01f8942,2. Bundesliga
23,Nick Bätzner,GER,MF,Wehen,23-299,2000,8.3,29.6,40.6,73.0,426.9,142.5,17.8,20.6,86.5,9.88,12.7,78.1,0.96,3.86,25.0,0.00,0.02,0.04,-0.02,0.84,3.13,1.08,0.00,4.10,https://fbref.com/en/players/1b351b62/Nick-Batzner,1b351b62,2. Bundesliga
24,Timo Baumgartl,GER,DF,Schalke 04,27-310,1996,7.9,54.4,63.9,85.1,1130.5,484.9,14.4,15.9,90.5,31.4,34.3,91.5,8.10,11.9,68.1,0.00,0.05,0.04,-0.05,0.38,3.42,0.13,0.00,4.81,https://fbref.com/en/players/bd7d2e6d/Timo-Baumgartl,bd7d2e6d,2. Bundesliga
25,Timo Becker,GER,DF,Holstein Kiel,26-289,1997,11.3,33.7,44.0,76.7,588.5,210.8,15.0,17.7,84.5,14.2,17.5,81.3,3.63,6.55,55.4,0.09,0.10,0.13,-0.01,0.53,1.77,0.35,0.18,2.30,https://fbref.com/en/players/543ddcaf/Timo-Becker,543ddcaf,2. Bundesliga
26,Timo Beermann,GER,DF,Osnabrück,33-029,1990,3.1,46.5,57.4,80.9,896.5,423.2,17.7,19.0,93.2,23.2,25.5,91.1,5.48,11.0,50.0,0.00,0.00,0.03,0.00,0.00,5.16,0.32,0.32,3.87,https://fbref.com/en/players/8dde7a71/Timo-Beermann,8dde7a71,2. Bundesliga
27,Brian Behrendt,GER,DF,Braunschweig,32-076,1991,6.0,34.2,43.8,77.9,840.3,344.2,8.67,9.00,96.3,17.0,19.3,87.9,8.50,15.5,54.8,0.00,0.03,0.02,-0.03,0.33,4.00,0.17,0.00,3.50,https://fbref.com/en/players/b1a21aca/Brian-Behrendt,b1a21aca,2. Bundesliga
28,Marcel Beifus,GER,DF,Karlsruher,21-073,2002,4.4,53.9,63.9,84.3,1140.5,353.0,12.7,13.6,93.3,34.1,39.3,86.7,6.82,9.55,71.4,0.00,0.00,0.02,0.00,0.00,3.86,0.00,0.00,3.64,https://fbref.com/en/players/9954717e/Marcel-Beifus,9954717e,2. Bundesliga
29,Leon Bell Bell,CMR,"DF,MF",Magdeburg,27-124,1996,16.2,39.3,50.2,78.3,661.0,185.9,17.7,20.3,86.9,18.1,22.2,81.6,2.65,4.51,58.9,0.06,0.10,0.12,-0.04,1.11,2.78,1.30,0.80,4.14,https://fbref.com/en/players/1c51e689/Leon-Bell-Bell,1c51e689,2. Bundesliga
30,László Bénes,SVK,MF,Hamburger SV,26-121,1997,15.3,29.9,39.7,75.3,529.6,168.8,14.2,15.9,89.3,10.9,13.1,83.1,3.73,7.45,50.0,0.39,0.32,0.20,0.07,2.55,3.14,1.31,0.39,4.51,https://fbref.com/en/players/fe888e39/Laszlo-Benes,fe888e39,2. Bundesliga
31,Keanan Bennetts,ENG,DF,Wehen,24-305,1999,0.3,30.0,33.3,90.0,593.3,176.7,6.67,6.67,100.0,23.3,26.7,87.5,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,https://fbref.com/en/players/f4c7c708/Keanan-Bennetts,f4c7c708,2. Bundesliga
32,Max Besuschkow,GER,MF,Hannover 96,26-222,1997,1.0,39.0,46.0,84.8,640.0,234.0,14.0,16.0,87.5,23.0,26.0,88.5,1.00,3.00,33.3,0.00,0.00,0.00,0.00,0.00,5.00,1.00,0.00,7.00,https://fbref.com/en/players/8d64d363/Max-Besuschkow,8d64d363,2. Bundesliga
33,Ermin Bičakčić,BIH,DF,Braunschweig,33-349,1990,6.2,36.1,45.0,80.3,730.5,272.6,9.35,11.1,84.1,23.1,26.1,88.3,3.71,7.10,52.3,0.00,0.03,0.00,-0.03,0.32,1.29,0.00,0.00,1.94,https://fbref.com/en/players/7aac47fe/Ermin-Bicakcic,7aac47fe,2. Bundesliga
34,Filip Bilbija,GER,"MF,FW",Paderborn 07,23-259,2000,8.8,12.5,18.3,68.3,174.7,50.3,7.84,9.66,81.2,3.75,5.23,71.7,0.45,0.91,50.0,0.34,0.23,0.09,0.11,1.70,0.80,0.91,0.00,2.05,https://fbref.com/en/players/f5047e6d/Filip-Bilbija,f5047e6d,2. Bundesliga
35,Herbert Bockhorn,GER,"DF,MF",Magdeburg,28-342,1995,13.2,39.0,51.4,75.8,660.0,182.0,19.1,22.3,85.7,17.2,21.4,80.5,2.27,4.92,46.2,0.15,0.12,0.08,0.03,0.91,2.65,0.98,0.45,3.94,https://fbref.com/en/players/5ad8c360/Herbert-Bockhorn,5ad8c360,2. Bundesliga
36,Pelle Boevink,NED,GK,Paderborn 07,26-002,1998,3.0,30.7,46.3,66.2,892.7,673.3,6.33,6.33,100.0,14.3,15.0,95.6,10.0,24.3,41.1,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,https://fbref.com/en/players/a775d6e8/Pelle-Boevink,a775d6e8,2. Bundesliga
37,Robin Bormuth,GER,DF,Karlsruher,28-111,1995,14.3,45.0,54.5,82.4,984.3,304.8,9.30,11.0,84.7,29.0,31.5,91.8,6.43,10.7,60.1,0.00,0.01,0.03,-0.01,0.14,4.20,0.28,0.00,3.64,https://fbref.com/en/players/d728acae/Robin-Bormuth,d728acae,2. Bundesliga
38,Julian Börner,GER,DF,Hannover 96,32-352,1991,1.6,37.5,42.5,88.2,635.0,278.1,16.9,18.1,93.1,17.5,19.4,90.3,2.50,3.75,66.7,0.00,0.00,0.00,0.00,0.63,3.13,0.00,0.00,3.13,https://fbref.com/en/players/a354cc49/Julian-Borner,a354cc49,2. Bundesliga
39,Andreas Bouchalakis,GRE,MF,Hertha BSC,30-278,1993,8.2,39.4,46.2,85.2,720.4,215.6,15.9,17.8,89.0,17.1,18.3,93.3,4.76,7.68,61.9,0.12,0.06,0.10,0.06,0.85,3.41,0.73,0.12,4.02,https://fbref.com/en/players/1c07b06e/Andreas-Bouchalakis,1c07b06e,2. Bundesliga
40,Carlo Boukhalfa,MAR,"MF,FW",St. Pauli,24-250,1999,0.2,40.0,60.0,66.7,590.0,135.0,25.0,25.0,100.0,15.0,25.0,60.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,https://fbref.com/en/players/1a86f4a9/Carlo-Boukhalfa,1a86f4a9,2. Bundesliga
41,Joseph Boyamba,GER,"FW,MF",Elversberg,27-163,1996,1.7,31.2,40.6,76.8,638.8,194.1,13.5,15.3,88.5,8.82,12.9,68.2,8.24,9.41,87.5,0.00,0.18,0.29,-0.18,2.35,2.94,2.35,0.00,5.88,https://fbref.com/en/players/22d86b0d/Joseph-Boyamba,22d86b0d,2. Bundesliga
42,Terrence Boyd,USA,FW,Kaiserslautern,32-326,1991,8.0,12.0,19.4,61.9,166.6,41.8,7.75,10.6,72.9,3.63,5.75,63.0,0.38,1.50,25.0,0.13,0.05,0.03,0.07,0.88,1.50,0.50,0.00,2.38,https://fbref.com/en/players/6e282452/Terrence-Boyd,6e282452,2. Bundesliga
43,Daniel Brosinski,GER,"MF,DF",Karlsruher,35-175,1988,2.4,33.3,52.1,64.0,642.1,168.3,14.2,17.5,81.0,13.3,19.6,68.1,5.83,11.3,51.9,0.00,0.13,0.04,-0.13,1.25,2.08,0.83,0.83,2.50,https://fbref.com/en/players/a7813ac4/Daniel-Brosinski,a7813ac4,2. Bundesliga
44,Nathaniel Brown,GER,"DF,MF",Nürnberg,20-206,2003,11.5,34.1,44.3,77.0,545.7,223.0,18.5,20.8,89.1,12.0,14.9,80.7,2.78,5.65,49.2,0.09,0.06,0.07,0.03,1.04,2.87,0.96,0.35,4.61,https://fbref.com/en/players/abc79c47/Nathaniel-Brown,abc79c47,2. Bundesliga
45,Júnior Brumado,BRA,FW,Hansa Rostock,24-238,1999,7.7,14.5,23.0,63.3,222.2,72.9,8.31,11.7,71.1,3.64,5.84,62.2,1.69,2.34,72.2,0.00,0.14,0.09,-0.14,0.91,2.08,0.39,0.00,2.86,https://fbref.com/en/players/bccc1bb4/Junior-Brumado,bccc1bb4,2. Bundesliga
46,Cédric Brunner,SUI,DF,Schalke 04,29-325,1994,7.0,45.7,56.9,80.4,850.0,254.9,19.9,21.1,93.9,19.4,24.1,80.5,5.86,9.14,64.1,0.00,0.09,0.14,-0.09,0.86,2.71,1.57,0.86,3.86,https://fbref.com/en/players/f0a37d36/Cedric-Brunner,f0a37d36,2. Bundesliga
47,Daniel Bunk,GER,MF,Düsseldorf,19-289,2004,0.0,0,1,0.0,0,0,0,0,,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,https://fbref.com/en/players/83c06d02/Daniel-Bunk,83c06d02,2. Bundesliga
48,Dženis Burnić,GER,MF,Karlsruher,25-231,1998,3.6,60.0,71.4,84.0,1076.1,263.1,29.2,33.3,87.5,22.5,25.0,90.0,7.50,10.3,73.0,0.00,0.11,0.22,-0.11,1.11,5.56,2.22,1.11,7.78,https://fbref.com/en/players/0dabaf14/Dzenis-Burnic,0dabaf14,2. Bundesliga
49,Kerim Calhanoglu,GER,DF,Greuther Fürth,21-135,2002,1.5,64.0,89.3,71.6,1008.0,454.7,36.7,43.3,84.6,20.7,28.7,72.1,5.33,10.7,50.0,0.67,0.20,0.27,0.47,2.00,6.67,2.67,2.00,8.67,https://fbref.com/en/players/d1db4b83/Kerim-Calhanoglu,d1db4b83,2. Bundesliga
50,Kaan Caliskaner,GER,"FW,MF",Braunschweig,24-066,1999,4.1,21.7,28.5,76.1,380.0,60.0,9.51,11.0,86.7,10.0,13.4,74.5,1.95,2.68,72.7,0.00,0.10,0.32,-0.10,1.71,1.22,0.98,0.49,2.20,https://fbref.com/en/players/4a0177fb/Kaan-Caliskaner,4a0177fb,2. Bundesliga
51,Florian Carstens,GER,DF,Wehen,25-061,1998,7.1,49.7,58.3,85.3,1002.0,405.8,12.5,13.8,90.8,31.7,34.1,93.0,4.93,9.30,53.0,0.14,0.03,0.04,0.11,0.42,2.25,0.14,0.00,2.68,https://fbref.com/en/players/ac551128/Florian-Carstens,ac551128,2. Bundesliga
52,Luc Castaignos,NED,FW,Magdeburg,31-103,1992,7.1,7.18,11.1,64.6,99.2,25.6,4.93,6.34,77.8,1.41,2.39,58.8,0.56,0.85,66.7,0.14,0.18,0.08,-0.04,0.99,0.56,0.42,0.00,1.13,https://fbref.com/en/players/a19be070/Luc-Castaignos,a19be070,2. Bundesliga
53,Jens Castrop,GER,MF,Nürnberg,20-163,2003,9.4,25.1,33.9,74.0,416.4,127.1,12.1,14.9,81.4,10.0,12.3,81.0,2.13,3.83,55.6,0.00,0.06,0.06,-0.06,0.85,2.02,0.64,0.00,3.94,https://fbref.com/en/players/03fee7de/Jens-Castrop,03fee7de,2. Bundesliga
54,Amar Ćatić,BIH,DF,Wehen,24-352,1999,8.0,29.0,37.9,76.6,452.4,146.0,15.9,17.9,88.8,10.9,14.5,75.0,1.50,3.25,46.2,0.00,0.07,0.05,-0.07,1.25,1.25,0.63,0.38,2.00,https://fbref.com/en/players/f7c398ec/Amar-Catic,f7c398ec,2. Bundesliga
55,Jason Ceka,GER,"FW,MF",Magdeburg,24-059,1999,8.6,21.0,32.3,65.1,322.6,99.3,11.6,15.5,75.2,7.09,11.3,62.9,1.51,3.26,46.4,0.58,0.28,0.29,0.30,2.09,1.63,2.09,0.23,3.84,https://fbref.com/en/players/92b719a1/Jason-Ceka,92b719a1,2. Bundesliga
56,Paterson Chato,GER,DF,Osnabrück,27-038,1996,0.6,18.3,25.0,73.3,298.3,46.7,8.33,8.33,100.0,10.0,13.3,75.0,0.00,3.33,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/f856ca7c/Paterson-Chato,f856ca7c,2. Bundesliga
57,Gustav Christensen,DEN,"FW,MF",Hertha BSC,19-123,2004,2.8,22.9,32.9,69.6,337.5,63.6,14.3,17.9,80.0,6.79,11.1,61.3,1.07,1.79,60.0,0.36,0.32,0.25,0.04,1.07,0.71,0.36,0.36,1.79,https://fbref.com/en/players/6e2e6e4e/Gustav-Christensen,6e2e6e4e,2. Bundesliga
58,Oliver Christensen,DEN,GK,Hertha BSC,24-292,1999,2.0,29.0,33.5,86.6,682.5,495.5,8.00,8.00,100.0,13.5,14.0,96.4,7.50,11.5,65.2,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,https://fbref.com/en/players/af104654/Oliver-Christensen,af104654,2. Bundesliga
59,Max Christiansen,GER,MF,Hannover 96,27-105,1996,3.7,36.2,42.2,85.9,619.2,152.4,16.5,17.8,92.4,16.2,18.4,88.2,2.97,3.78,78.6,0.00,0.03,0.03,-0.03,0.54,3.78,0.27,0.00,4.05,https://fbref.com/en/players/e7b899b8/Max-Christiansen,e7b899b8,2. Bundesliga
60,Ibrahima Cissé,MLI,DF,Schalke 04,22-327,2001,0.8,40.0,47.5,84.2,781.3,285.0,12.5,12.5,100.0,25.0,27.5,90.9,2.50,5.00,50.0,0.00,0.00,0.00,0.00,0.00,1.25,0.00,0.00,1.25,https://fbref.com/en/players/bcc8177c/Ibrahima-Cisse,bcc8177c,2. Bundesliga
61,Amara Conde,GER,MF,Magdeburg,27-002,1997,11.1,49.0,55.9,87.7,832.3,219.1,23.2,25.4,91.1,22.3,24.1,92.5,2.97,4.41,67.3,0.18,0.05,0.11,0.13,1.35,4.68,0.72,0.00,6.13,https://fbref.com/en/players/40a3402f/Amara-Conde,40a3402f,2. Bundesliga
62,Kevin Conrad,GER,DF,Elversberg,33-151,1990,7.1,47.0,53.2,88.4,972.1,324.2,14.4,15.5,92.7,25.8,27.2,94.8,6.34,9.72,65.2,0.00,0.00,0.01,0.00,0.00,2.68,0.28,0.00,3.10,https://fbref.com/en/players/45afa04c/Kevin-Conrad,45afa04c,2. Bundesliga
63,Jomaine Consbruch,GER,"MF,DF",Greuther Fürth,21-347,2002,2.3,29.1,37.0,78.8,448.3,90.0,12.6,16.1,78.4,11.3,13.5,83.9,2.61,3.48,75.0,0.00,0.09,0.39,-0.09,1.30,2.61,0.43,0.00,3.48,https://fbref.com/en/players/34ad2e65/Jomaine-Consbruch,34ad2e65,2. Bundesliga
64,Christian Conteh,GER,"FW,MF",Osnabrück,24-134,1999,7.3,10.3,16.2,63.6,124.9,39.7,6.58,8.77,75.0,2.74,3.97,69.0,0.00,0.82,0.0,0.14,0.12,0.14,0.01,0.96,0.55,0.82,0.27,1.92,https://fbref.com/en/players/231b327e/Christian-Conteh,231b327e,2. Bundesliga
65,Sirlord Conteh,GER,"FW,MF",Paderborn 07,27-183,1996,6.5,12.9,19.8,65.1,185.5,33.7,8.00,10.0,80.0,3.85,5.08,75.8,0.77,2.00,38.5,0.31,0.37,0.26,-0.06,1.54,0.62,0.46,0.15,0.46,https://fbref.com/en/players/34e09d5f/Sirlord-Conteh,34e09d5f,2. Bundesliga
66,Marcel Correia,POR,DF,Elversberg,34-237,1989,1.6,35.0,48.1,72.7,630.6,183.8,12.5,14.4,87.0,19.4,22.5,86.1,2.50,10.0,25.0,0.00,0.00,0.37,0.00,0.00,0.63,0.00,0.00,2.50,https://fbref.com/en/players/11644dea/Marcel-Correia,11644dea,2. Bundesliga
67,Mickaël Cuisance,FRA,MF,Osnabrück,24-145,1999,9.9,26.3,33.0,79.5,445.7,126.3,12.1,13.7,88.2,10.2,11.2,91.0,2.93,5.86,50.0,0.00,0.08,0.08,-0.08,1.21,2.32,0.71,0.10,3.74,https://fbref.com/en/players/5722eced/Mickael-Cuisance,5722eced,2. Bundesliga
68,Laurin Curda,GER,DF,Paderborn 07,22-070,2001,8.0,68.8,79.5,86.5,1335.5,407.4,24.4,26.8,91.1,35.3,38.4,91.9,8.75,12.3,71.4,0.00,0.00,0.05,0.00,0.25,6.63,0.63,0.25,8.00,https://fbref.com/en/players/e9a7a107/Laurin-Curda,e9a7a107,2. Bundesliga
69,Christoph Daferner,GER,FW,Nürnberg,25-361,1998,2.1,10.0,16.7,60.0,147.1,11.9,3.81,7.62,50.0,4.29,5.24,81.8,0.48,0.95,50.0,0.00,0.00,0.05,0.00,0.48,0.95,0.00,0.00,0.48,https://fbref.com/en/players/e5be34dd/Christoph-Daferner,e5be34dd,2. Bundesliga
70,Thomas Dähne,GER,GK,Holstein Kiel,30-004,1994,3.0,33.0,40.7,81.1,865.3,706.3,8.00,8.00,100.0,14.3,14.7,97.7,10.3,17.3,59.6,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,https://fbref.com/en/players/f194035d/Thomas-Dahne,f194035d,2. Bundesliga
71,Muhammed Damar,GER,MF,Hannover 96,19-274,2004,0.6,55.0,61.7,89.2,933.3,216.7,26.7,26.7,100.0,26.7,28.3,94.1,1.67,5.00,33.3,0.00,0.00,0.17,0.00,1.67,10.0,1.67,0.00,6.67,https://fbref.com/en/players/d3d77413/Muhammed-Damar,d3d77413,2. Bundesliga
72,Bence Dárdai,GER,"MF,FW",Hertha BSC,17-349,2006,2.2,28.6,40.0,71.6,425.5,164.1,15.5,18.2,85.0,6.82,10.5,65.2,3.18,6.36,50.0,0.00,0.27,0.14,-0.27,3.18,3.18,2.73,2.27,2.27,https://fbref.com/en/players/dcb6f03c/Bence-Dardai,dcb6f03c,2. Bundesliga
73,Márton Dárdai,GER,"MF,DF",Hertha BSC,21-330,2002,15.0,31.1,42.7,72.7,625.7,247.5,11.5,13.8,83.1,14.8,18.4,80.4,4.40,8.67,50.8,0.07,0.03,0.03,0.04,0.40,4.67,0.33,0.00,4.20,https://fbref.com/en/players/41bff4fa/Marton-Dardai,41bff4fa,2. Bundesliga
74,Palkó Dárdai,HUN,"MF,FW",Hertha BSC,24-259,1999,4.6,18.0,27.8,64.8,264.3,71.5,10.7,12.8,83.1,5.22,7.39,70.6,1.30,4.13,31.6,0.00,0.02,0.07,-0.02,0.87,0.87,0.22,0.00,3.48,https://fbref.com/en/players/db7161ed/Palko-Dardai,db7161ed,2. Bundesliga
75,Jonas David,GER,DF,Hansa Rostock,23-306,2000,5.5,34.0,42.7,79.6,616.0,239.6,13.1,14.7,88.9,18.0,21.1,85.3,2.18,5.27,41.4,0.00,0.04,0.04,-0.04,0.55,2.55,0.36,0.18,3.09,https://fbref.com/en/players/98cd5d88/Jonas-David,98cd5d88,2. Bundesliga
76,Saulo Decarli,SUI,DF,Braunschweig,31-338,1992,5.4,23.0,32.4,70.9,463.7,140.0,5.93,7.22,82.1,15.0,17.0,88.0,2.04,7.59,26.8,0.37,0.09,0.06,0.28,0.37,1.85,0.19,0.00,1.67,https://fbref.com/en/players/41df88b8/Saulo-Decarli,41df88b8,2. Bundesliga
77,Jannik Dehm,GER,"DF,MF",Hannover 96,27-251,1996,11.7,32.8,47.4,69.2,632.5,210.9,12.9,14.4,89.9,15.1,19.7,77.0,4.36,11.4,38.3,0.17,0.13,0.09,0.04,1.03,2.39,1.37,0.34,3.59,https://fbref.com/en/players/c33a2d88/Jannik-Dehm,c33a2d88,2. Bundesliga
78,Jasper van der Werff,SUI,DF,Hansa Rostock,25-030,1998,11.2,38.3,44.7,85.6,678.8,238.1,14.8,16.0,92.7,20.5,23.1,88.8,2.23,3.93,56.8,0.00,0.03,0.02,-0.03,0.36,2.14,0.09,0.00,2.95,https://fbref.com/en/players/1d896c05/Jasper-van-der-Werff,1d896c05,2. Bundesliga
