Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Player Link_,Player ID_,Competition
15,Ilyas Ansah,GER,"FW,MF",Paderborn 07,19-061,2004,8,421,53,27.5,4.7,1.06,77,0.00,0.64,12,0.21,2.00,1.70,0.85,0.85,+0.86,+1.18,1.40,0.98,0.45,+0.44,+0.43,https://fbref.com/en/players/6c1248ae/Ilyas-Ansah,6c1248ae,2. Bundesliga
16,Nico Antonitsch,AUT,DF,Elversberg,32-100,1991,3,87,29,5.7,1.0,0.00,,0.00,3.00,29,8.00,2.33,1.00,2.00,-1.00,-1.03,-0.91,2.40,1.60,0.80,+0.83,+0.93,https://fbref.com/en/players/05e2f1e4/Nico-Antonitsch,05e2f1e4,2. Bundesliga
17,Shinta Appelkamp,GER,"MF,FW",Düsseldorf,23-068,2000,15,1047,70,68.4,11.6,1.03,82,0.52,0.26,19,0.00,2.00,2.59,1.12,1.47,+1.46,+1.65,1.66,1.16,0.51,+0.51,+0.35,https://fbref.com/en/players/fc073770/Shinta-Appelkamp,fc073770,2. Bundesliga
18,Kelvin Arase,AUT,"FW,MF",Karlsruher,24-358,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/313d5ee5/Kelvin-Arase,313d5ee5,2. Bundesliga
19,Jann-Fiete Arp,GER,"FW,MF",Holstein Kiel,24-002,2000,10,558,56,36.5,6.2,1.13,73,0.48,0.48,15,0.81,1.90,2.90,1.13,1.77,+1.77,+1.87,1.97,1.81,0.16,+0.16,-0.21,https://fbref.com/en/players/c21fb312/Jann-Fiete-Arp,c21fb312,2. Bundesliga
20,Bright Arrey-Mbi,GER,DF,Hannover 96,20-288,2003,16,1294,81,84.6,14.4,1.04,86,0.83,0.07,5,0.07,1.44,1.74,1.18,0.56,+0.56,+0.94,1.40,1.15,0.25,+0.25,+0.13,https://fbref.com/en/players/1394bf42/Bright-Arrey-Mbi,1394bf42,2. Bundesliga
21,Ahmet Arslan,GER,"MF,FW",Magdeburg,29-284,1994,9,252,28,16.5,2.8,1.07,59,0.00,2.14,13,2.86,1.33,1.43,1.43,0.00,0.00,-0.14,1.32,1.32,0.00,-0.01,-0.05,https://fbref.com/en/players/d63e97c6/Ahmet-Arslan,d63e97c6,2. Bundesliga
22,Simon Asta,GER,DF,Greuther Fürth,22-348,2001,17,1398,82,91.4,15.5,1.10,82,0.84,0.00,,0.00,1.71,1.68,1.10,0.58,+0.58,+1.94,1.32,1.12,0.20,+0.20,-0.02,https://fbref.com/en/players/dfc85b89/Simon-Asta,dfc85b89,2. Bundesliga
23,Barış Atik,GER,"FW,MF",Magdeburg,28-364,1995,16,1386,87,90.6,15.4,1.04,87,0.78,0.00,,0.00,1.19,1.69,1.75,-0.06,-0.06,-1.94,1.33,1.41,-0.08,-0.08,-1.22,https://fbref.com/en/players/d452e43d/Baris-Atik,d452e43d,2. Bundesliga
24,Janik Bachmann,GER,MF,Hansa Rostock,27-247,1996,8,606,76,39.6,6.7,1.04,86,0.75,0.15,6,0.75,1.13,1.34,1.79,-0.45,-0.45,+0.33,1.30,1.73,-0.43,-0.43,-0.06,https://fbref.com/en/players/a0b87a85/Janik-Bachmann,a0b87a85,2. Bundesliga
25,Aurel Badji Wagbe,GER,DF,Holstein Kiel,19-338,2004,1,1,1,0.1,0.0,0,,0,1,1,7,3.00,0,0,0,0.00,-0.59,0.0,0.1,-0.1,-11.18,-11.48,https://fbref.com/en/players/46797229/Aurel-Badji-Wagbe,46797229,2. Bundesliga
26,Florian Bähr,GER,"DF,MF",Osnabrück,20-324,2003,5,47,9,3.1,0.5,0.00,,0.00,10.0,9,18.0,0.00,0.00,4.00,-4.00,-3.83,-2.56,1.00,1.40,-0.40,-0.41,+0.31,https://fbref.com/en/players/160a2f40/Florian-Bahr,160a2f40,2. Bundesliga
27,Scott Banks,SCO,FW,St. Pauli,22-104,2001,3,58,19,3.8,0.6,0.00,,0.00,5.00,19,0.00,1.00,0.00,1.67,-1.67,-1.55,-2.59,1.50,1.50,0.00,-0.02,-0.67,https://fbref.com/en/players/d01f8942/Scott-Banks,d01f8942,2. Bundesliga
28,Nick Bätzner,GER,MF,Wehen,23-299,2000,13,745,57,48.7,8.3,0.96,77,0.36,0.60,25,0.00,1.15,1.20,1.20,0.00,0.00,+0.34,1.63,1.94,-0.31,-0.31,+0.30,https://fbref.com/en/players/1b351b62/Nick-Batzner,1b351b62,2. Bundesliga
29,Timo Baumgartl,GER,DF,Schalke 04,27-310,1996,9,715,79,46.7,7.9,1.01,89,0.89,0.13,1,0.76,1.11,1.27,1.77,-0.51,-0.50,-0.50,1.48,1.63,-0.15,-0.16,-0.16,https://fbref.com/en/players/bd7d2e6d/Timo-Baumgartl,bd7d2e6d,2. Bundesliga
30,Timo Becker,GER,DF,Holstein Kiel,26-289,1997,13,1015,78,66.3,11.3,0.97,87,0.71,0.18,27,0.00,2.00,1.77,1.33,0.44,+0.44,-0.43,1.55,1.58,-0.03,-0.03,-0.95,https://fbref.com/en/players/543ddcaf/Timo-Becker,543ddcaf,2. Bundesliga
31,Timo Beermann,GER,DF,Osnabrück,33-029,1990,4,279,70,18.2,3.1,1.29,70,0.97,0.00,,0.00,0.25,0.32,2.26,-1.94,-1.94,-0.71,0.90,1.61,-0.71,-0.69,+0.02,https://fbref.com/en/players/8dde7a71/Timo-Beermann,8dde7a71,2. Bundesliga
32,Brian Behrendt,GER,DF,Braunschweig,32-076,1991,6,539,90,35.2,6.0,1.00,90,0.83,0.00,,0.67,0.67,0.67,1.83,-1.17,-1.17,-0.44,1.18,1.82,-0.63,-0.63,-0.39,https://fbref.com/en/players/b1a21aca/Brian-Behrendt,b1a21aca,2. Bundesliga
33,Marcel Beifus,GER,DF,Karlsruher,21-073,2002,10,395,40,25.8,4.4,0.91,85,0.68,1.36,10,1.59,1.70,2.50,2.27,0.23,+0.23,+0.31,2.18,1.93,0.25,+0.24,+0.30,https://fbref.com/en/players/9954717e/Marcel-Beifus,9954717e,2. Bundesliga
34,Leon Bell Bell,CMR,"DF,MF",Magdeburg,27-124,1996,17,1459,86,95.4,16.2,1.05,86,0.74,0.00,,0.00,1.18,1.79,1.67,0.12,+0.12,+0.12,1.45,1.40,0.06,+0.06,+0.44,https://fbref.com/en/players/1c51e689/Leon-Bell-Bell,1c51e689,2. Bundesliga
35,László Bénes,SVK,MF,Hamburger SV,26-121,1997,16,1379,86,90.1,15.3,1.05,86,0.78,0.00,,0.00,1.75,2.03,1.37,0.65,+0.65,+0.06,2.05,1.50,0.55,+0.55,+1.07,https://fbref.com/en/players/fe888e39/Laszlo-Benes,fe888e39,2. Bundesliga
36,Keanan Bennetts,ENG,DF,Wehen,24-305,1999,2,23,12,1.5,0.3,0.00,,0.00,6.67,12,3.33,1.50,0.00,0.00,0.00,0.00,+0.18,0.33,1.33,-1.33,-1.33,-0.88,https://fbref.com/en/players/f4c7c708/Keanan-Bennetts,f4c7c708,2. Bundesliga
37,Max Besuschkow,GER,MF,Hannover 96,26-222,1997,1,90,90,5.9,1.0,1.00,90,1.00,0.00,,1.00,1.00,2.00,2.00,0.00,0.00,-0.44,1.70,1.70,0.00,-0.05,-0.29,https://fbref.com/en/players/8d64d363/Max-Besuschkow,8d64d363,2. Bundesliga
38,Ermin Bičakčić,BIH,DF,Braunschweig,33-349,1990,7,556,79,36.3,6.2,0.97,90,0.97,0.16,16,0.00,1.29,1.45,1.61,-0.16,-0.16,+1.13,1.53,1.48,0.06,+0.06,+0.68,https://fbref.com/en/players/7aac47fe/Ermin-Bicakcic,7aac47fe,2. Bundesliga
39,Filip Bilbija,GER,"MF,FW",Paderborn 07,23-259,2000,12,794,66,51.9,8.8,1.14,76,0.45,0.23,16,0.00,1.42,1.48,2.16,-0.68,-0.68,-1.41,1.57,1.60,-0.05,-0.04,-0.37,https://fbref.com/en/players/f5047e6d/Filip-Bilbija,f5047e6d,2. Bundesliga
40,Robin Bird,GER,MF,Düsseldorf,22-112,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/0e4eaf33/Robin-Bird,0e4eaf33,2. Bundesliga
41,Herbert Bockhorn,GER,"DF,MF",Magdeburg,28-342,1995,14,1189,85,77.7,13.2,0.98,89,0.91,0.08,27,0.00,0.93,1.36,1.52,-0.15,-0.15,-1.21,1.28,1.35,-0.07,-0.07,-0.47,https://fbref.com/en/players/5ad8c360/Herbert-Bockhorn,5ad8c360,2. Bundesliga
42,Benjamin Böckle,AUT,DF,Düsseldorf,21-205,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,,https://fbref.com/en/players/f60cb9d6/Benjamin-Bockle,f60cb9d6,2. Bundesliga
43,Pelle Boevink,NED,GK,Paderborn 07,26-002,1998,3,270,90,17.6,3.0,1.00,90,1.00,0.00,,4.67,3.00,2.00,0.33,1.67,+1.67,+2.02,1.90,0.70,1.23,+1.22,+1.32,https://fbref.com/en/players/a775d6e8/Pelle-Boevink,a775d6e8,2. Bundesliga
44,Robin Bormuth,GER,DF,Karlsruher,28-111,1995,16,1285,80,84.0,14.3,1.05,86,0.77,0.07,1,0.07,1.25,1.75,1.75,0.00,0.00,0.00,1.47,1.56,-0.09,-0.09,-0.71,https://fbref.com/en/players/d728acae/Robin-Bormuth,d728acae,2. Bundesliga
45,Julian Börner,GER,DF,Hannover 96,32-352,1991,3,141,47,9.2,1.6,0.63,90,0.63,1.25,26,0.63,0.67,0.63,2.50,-1.88,-1.91,-2.56,0.81,2.19,-1.38,-1.41,-1.80,https://fbref.com/en/players/a354cc49/Julian-Borner,a354cc49,2. Bundesliga
46,Tim Boss,GER,GK,Elversberg,30-194,1993,0,,,,,0,,0,0,,17,,,,,,,,,,,,https://fbref.com/en/players/d8feb1fc/Tim-Boss,d8feb1fc,2. Bundesliga
47,Andreas Bouchalakis,GRE,MF,Hertha BSC,30-278,1993,12,740,62,48.4,8.2,0.85,89,0.73,0.61,24,0.12,1.58,1.83,1.71,0.12,+0.12,-0.56,1.79,1.71,0.07,+0.08,+0.04,https://fbref.com/en/players/1c07b06e/Andreas-Bouchalakis,1c07b06e,2. Bundesliga
48,Carlo Boukhalfa,MAR,"MF,FW",St. Pauli,24-250,1999,6,19,3,1.2,0.2,0.00,,0.00,30.0,3,45.0,2.67,20.0,0.00,20.0,+18.95,+18.23,2.00,4.00,-2.00,-1.68,-2.33,https://fbref.com/en/players/1a86f4a9/Carlo-Boukhalfa,1a86f4a9,2. Bundesliga
49,Joseph Boyamba,GER,"FW,MF",Elversberg,27-163,1996,10,153,15,10.0,1.7,0.00,,0.00,5.88,15,4.12,0.80,0.59,2.94,-2.35,-2.35,-2.42,2.29,2.29,0.06,+0.04,+0.10,https://fbref.com/en/players/22d86b0d/Joseph-Boyamba,22d86b0d,2. Bundesliga
50,Terrence Boyd,USA,FW,Kaiserslautern,32-326,1991,15,723,48,47.3,8.0,1.00,74,0.25,0.88,19,0.13,1.00,1.13,2.63,-1.50,-1.49,-1.94,1.18,1.61,-0.44,-0.43,-0.42,https://fbref.com/en/players/6e282452/Terrence-Boyd,6e282452,2. Bundesliga
51,Calvin Brackelmann,GER,DF,Paderborn 07,24-139,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,,https://fbref.com/en/players/3972dbb3/Calvin-Brackelmann,3972dbb3,2. Bundesliga
52,Jascha Brandt,GER,DF,Paderborn 07,20-294,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/142e6c67/Jascha-Brandt,142e6c67,2. Bundesliga
53,Daniel Brosinski,GER,"MF,DF",Karlsruher,35-175,1988,6,219,37,14.3,2.4,1.25,54,0.00,1.25,19,2.08,0.50,0.83,1.25,-0.42,-0.41,-0.48,1.33,1.08,0.25,+0.26,+0.28,https://fbref.com/en/players/a7813ac4/Daniel-Brosinski,a7813ac4,2. Bundesliga
54,Nathaniel Brown,GER,"DF,MF",Nürnberg,20-206,2003,13,1034,80,67.6,11.5,1.04,84,0.70,0.09,30,0.09,1.08,1.48,2.17,-0.70,-0.70,-0.51,1.33,1.77,-0.43,-0.44,-0.87,https://fbref.com/en/players/abc79c47/Nathaniel-Brown,abc79c47,2. Bundesliga
55,Júnior Brumado,BRA,FW,Hansa Rostock,24-238,1999,11,689,63,45.0,7.7,1.04,75,0.52,0.39,29,0.00,0.73,1.04,1.56,-0.52,-0.52,+0.23,1.26,1.58,-0.32,-0.33,+0.11,https://fbref.com/en/players/bccc1bb4/Junior-Brumado,bccc1bb4,2. Bundesliga
56,Cédric Brunner,SUI,DF,Schalke 04,29-325,1994,9,628,70,41.0,7.0,1.00,81,0.57,0.29,32,0.00,1.56,1.86,2.00,-0.14,-0.14,+0.16,1.51,1.81,-0.30,-0.31,-0.40,https://fbref.com/en/players/f0a37d36/Cedric-Brunner,f0a37d36,2. Bundesliga
57,Daniel Bunk,GER,MF,Düsseldorf,19-289,2004,1,1,1,0.1,0.0,0,,0,1,1,3,3.00,0,0,0,0.00,-0.94,0.0,0.0,0.0,0.00,-0.39,https://fbref.com/en/players/83c06d02/Daniel-Bunk,83c06d02,2. Bundesliga
58,Sascha Burchert,GER,GK,St. Pauli,34-070,1989,0,,,0.0,0.0,0,,0,0,,16,3.00,5,1,+4,,,,,,,,https://fbref.com/en/players/25bdea4b/Sascha-Burchert,25bdea4b,2. Bundesliga
59,Dženis Burnić,GER,MF,Karlsruher,25-231,1998,15,328,22,21.4,3.6,0.28,90,0.28,3.89,17,0.56,1.33,2.50,1.67,0.83,+0.82,+1.05,2.11,1.64,0.44,+0.45,+0.54,https://fbref.com/en/players/0dabaf14/Dzenis-Burnic,0dabaf14,2. Bundesliga
60,Malcolm Cacutalua,GER,DF,Magdeburg,29-054,1994,0,,,,,0,,0,0,,4,,,,,,,,,,,,https://fbref.com/en/players/5e2c08af/Malcolm-Cacutalua,5e2c08af,2. Bundesliga
61,Kerim Calhanoglu,GER,DF,Greuther Fürth,21-135,2002,5,132,26,8.6,1.5,0.67,63,0.00,2.67,17,3.33,1.40,2.00,2.67,-0.67,-0.68,-1.20,0.93,1.13,-0.20,-0.18,-0.42,https://fbref.com/en/players/d1db4b83/Kerim-Calhanoglu,d1db4b83,2. Bundesliga
62,Kaan Caliskaner,GER,"FW,MF",Braunschweig,24-066,1999,11,370,34,24.2,4.1,0.73,76,0.00,1.95,18,0.00,0.36,0.73,1.46,-0.73,-0.73,+0.20,1.37,1.34,0.00,+0.01,+0.51,https://fbref.com/en/players/4a0177fb/Kaan-Caliskaner,4a0177fb,2. Bundesliga
63,Florian Carstens,GER,DF,Wehen,25-061,1998,9,641,71,41.9,7.1,1.13,76,0.42,0.14,30,0.14,1.00,0.99,1.27,-0.28,-0.28,-0.18,1.08,1.80,-0.72,-0.71,-0.41,https://fbref.com/en/players/ac551128/Florian-Carstens,ac551128,2. Bundesliga
64,Tino Casali,AUT,GK,Braunschweig,28-055,1995,0,,,,,0,,0,0,,17,,,,,,,,,,,,https://fbref.com/en/players/a8b5aaf8/Tino-Casali,a8b5aaf8,2. Bundesliga
65,Luc Castaignos,NED,FW,Magdeburg,31-103,1992,13,643,49,42.0,7.1,0.70,81,0.42,1.13,30,0.00,1.23,1.69,1.13,0.56,+0.56,+0.76,1.52,1.42,0.10,+0.09,+0.10,https://fbref.com/en/players/a19be070/Luc-Castaignos,a19be070,2. Bundesliga
66,Jens Castrop,GER,MF,Nürnberg,20-163,2003,12,850,71,55.6,9.4,0.85,86,0.64,0.43,41,0.11,2.00,2.02,1.06,0.96,+0.95,+3.34,1.66,1.22,0.44,+0.44,+1.33,https://fbref.com/en/players/03fee7de/Jens-Castrop,03fee7de,2. Bundesliga
67,Amar Ćatić,BIH,DF,Wehen,24-352,1999,14,723,52,47.3,8.0,0.88,75,0.13,0.88,28,0.25,1.14,1.13,1.25,-0.13,-0.12,+0.10,1.52,1.99,-0.46,-0.46,+0.01,https://fbref.com/en/players/f7c398ec/Amar-Catic,f7c398ec,2. Bundesliga
68,Jason Ceka,GER,"FW,MF",Magdeburg,24-059,1999,12,774,65,50.6,8.6,1.16,73,0.23,0.23,20,0.23,1.00,1.74,2.09,-0.35,-0.35,-0.94,1.36,1.17,0.19,+0.19,+0.31,https://fbref.com/en/players/92b719a1/Jason-Ceka,92b719a1,2. Bundesliga
69,Tarek Chahed,GER,MF,Magdeburg,27-199,1996,0,,,,,0,,0,0,,3,,,,,,,,,,,,https://fbref.com/en/players/1bf5ecb8/Tarek-Chahed,1bf5ecb8,2. Bundesliga
70,Paterson Chato,GER,DF,Osnabrück,27-038,1996,1,53,53,3.5,0.6,0.00,,0.00,1.67,53,8.33,0.00,0.00,10.0,-10.00,-10.19,-9.15,0.17,3.83,-3.67,-3.71,-3.11,https://fbref.com/en/players/f856ca7c/Paterson-Chato,f856ca7c,2. Bundesliga
71,Gustav Christensen,DEN,"FW,MF",Hertha BSC,19-123,2004,9,248,28,16.2,2.8,0.36,60,0.00,2.86,24,2.50,1.89,2.14,0.36,1.79,+1.81,+1.67,1.39,1.25,0.14,+0.16,+0.12,https://fbref.com/en/players/6e2e6e4e/Gustav-Christensen,6e2e6e4e,2. Bundesliga
72,Oliver Christensen,DEN,GK,Hertha BSC,24-292,1999,2,180,90,11.8,2.0,1.00,90,1.00,0.00,,0.00,0.00,0.00,1.00,-1.00,-1.00,-1.60,1.10,0.75,0.40,+0.39,+0.38,https://fbref.com/en/players/af104654/Oliver-Christensen,af104654,2. Bundesliga
73,Max Christiansen,GER,MF,Hannover 96,27-105,1996,8,337,42,22.0,3.7,0.81,80,0.27,1.35,19,0.81,1.00,2.16,1.89,0.27,+0.27,-0.19,1.81,1.24,0.57,+0.57,+0.44,https://fbref.com/en/players/e7b899b8/Max-Christiansen,e7b899b8,2. Bundesliga
74,Ibrahima Cissé,MLI,DF,Schalke 04,22-327,2001,1,70,70,4.6,0.8,1.25,70,0.00,0.00,,8.75,0.00,3.75,3.75,0.00,0.00,+0.25,1.88,4.50,-2.50,-2.62,-2.67,https://fbref.com/en/players/bcc8177c/Ibrahima-Cisse,bcc8177c,2. Bundesliga
75,Amara Conde,GER,MF,Magdeburg,27-002,1997,16,998,62,65.2,11.1,1.17,70,0.36,0.27,28,0.09,1.25,1.89,1.53,0.36,+0.36,+0.70,1.39,1.29,0.10,+0.09,+0.17,https://fbref.com/en/players/40a3402f/Amara-Conde,40a3402f,2. Bundesliga
76,Kevin Conrad,GER,DF,Elversberg,33-151,1990,9,643,71,42.0,7.1,0.99,84,0.70,0.28,28,1.13,1.78,1.27,1.69,-0.42,-0.42,-0.42,1.61,1.32,0.28,+0.27,+0.56,https://fbref.com/en/players/45afa04c/Kevin-Conrad,45afa04c,2. Bundesliga
77,Jomaine Consbruch,GER,"MF,DF",Greuther Fürth,21-347,2002,10,211,21,13.8,2.3,0.43,63,0.00,3.91,16,3.04,1.50,1.74,3.04,-1.30,-1.28,-1.96,1.35,1.74,-0.39,-0.40,-0.70,https://fbref.com/en/players/34ad2e65/Jomaine-Consbruch,34ad2e65,2. Bundesliga
78,Christian Conteh,GER,"FW,MF",Osnabrück,24-134,1999,14,659,47,43.1,7.3,1.10,64,0.00,0.82,25,0.00,0.57,1.23,1.78,-0.55,-0.55,+1.42,1.19,1.56,-0.37,-0.37,+0.60,https://fbref.com/en/players/231b327e/Christian-Conteh,231b327e,2. Bundesliga
79,Sirlord Conteh,GER,"FW,MF",Paderborn 07,27-183,1996,17,587,35,38.4,6.5,0.62,71,0.00,2.00,23,0.00,1.59,1.54,1.85,-0.31,-0.31,-0.50,1.83,1.68,0.14,+0.14,+0.01,https://fbref.com/en/players/34e09d5f/Sirlord-Conteh,34e09d5f,2. Bundesliga
80,Marcel Correia,POR,DF,Elversberg,34-237,1989,3,143,48,9.3,1.6,1.25,68,0.63,0.63,8,0.00,1.33,1.88,1.88,0.00,0.00,+0.19,1.75,1.44,0.31,+0.31,+0.40,https://fbref.com/en/players/11644dea/Marcel-Correia,11644dea,2. Bundesliga
81,Mickaël Cuisance,FRA,MF,Osnabrück,24-145,1999,11,888,81,58.0,9.9,1.01,86,0.71,0.10,27,0.00,0.73,0.81,2.02,-1.21,-1.22,+0.33,0.99,1.71,-0.73,-0.73,-0.04,https://fbref.com/en/players/5722eced/Mickael-Cuisance,5722eced,2. Bundesliga
82,Laurin Curda,GER,DF,Paderborn 07,22-070,2001,11,722,66,47.2,8.0,1.00,76,0.38,0.38,38,0.75,1.45,1.63,1.25,0.38,+0.37,+0.71,1.55,1.14,0.41,+0.41,+0.53,https://fbref.com/en/players/e9a7a107/Laurin-Curda,e9a7a107,2. Bundesliga
83,Christoph Daferner,GER,FW,Nürnberg,25-361,1998,4,186,47,12.2,2.1,0.95,68,0.48,0.95,26,1.90,0.25,0.00,2.86,-2.86,-2.90,-2.70,1.10,1.90,-0.76,-0.79,-0.73,https://fbref.com/en/players/e5be34dd/Christoph-Daferner,e5be34dd,2. Bundesliga
84,Thomas Dähne,GER,GK,Holstein Kiel,30-004,1994,3,270,90,17.6,3.0,1.00,90,1.00,0.00,,1.33,2.00,1.67,1.67,0.00,0.00,-0.71,1.70,1.23,0.47,+0.46,+0.20,https://fbref.com/en/players/f194035d/Thomas-Dahne,f194035d,2. Bundesliga
85,Muhammed Damar,GER,MF,Hannover 96,19-274,2004,2,55,28,3.6,0.6,0.00,,0.00,3.33,28,10.0,3.00,8.33,0.00,8.33,+8.18,+8.06,3.00,0.67,2.33,+2.37,+2.23,https://fbref.com/en/players/d3d77413/Muhammed-Damar,d3d77413,2. Bundesliga
86,Bence Dárdai,GER,"MF,FW",Hertha BSC,17-349,2006,8,197,25,12.9,2.2,0.00,,0.00,3.64,25,1.36,1.50,2.27,1.82,0.45,+0.46,+0.05,2.18,1.55,0.59,+0.61,+0.63,https://fbref.com/en/players/dcb6f03c/Bence-Dardai,dcb6f03c,2. Bundesliga
87,Márton Dárdai,GER,"MF,DF",Hertha BSC,21-330,2002,17,1351,79,88.3,15.0,1.13,79,0.60,0.00,,0.00,1.47,2.00,1.47,0.53,+0.53,+1.04,1.39,1.36,0.04,+0.04,-0.16,https://fbref.com/en/players/41bff4fa/Marton-Dardai,41bff4fa,2. Bundesliga
88,Palkó Dárdai,HUN,"MF,FW",Hertha BSC,24-259,1999,6,413,69,27.0,4.6,1.09,70,0.43,0.22,61,0.00,1.00,1.74,2.17,-0.43,-0.44,-1.16,1.39,1.85,-0.46,-0.46,-0.70,https://fbref.com/en/players/db7161ed/Palko-Dardai,db7161ed,2. Bundesliga
89,Jonas David,GER,"DF,MF",Hamburger SV,23-306,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/98cd5d88/Jonas-David,98cd5d88,2. Bundesliga
