Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2023-04-16,16:00,Série A,Matchweek 1,Sun,Away,L,0,3,Flamengo,0.4,1.4,42,42848.0,Gabriel,4-3-3,Rodrigo José Pereira de Lima,Match Report,
2023-04-23,18:30,Série A,Matchweek 2,Sun,Home,L,0,3,Fortaleza,0.7,2.6,58,24423.0,Gabriel,3-1-4-2,Wilton Sampaio,Match Report,
2023-04-29,16:30,Série A,Matchweek 3,Sat,Home,D,1,1,São Paulo,1.8,1.1,33,25210.0,Willian Farias,3-4-3,Rafael Rodrigo Klein,Match Report,
2023-05-07,16:00,Série A,Matchweek 4,Sun,Away,L,1,3,Bahia,0.4,1.5,50,37936.0,Willian Farias,3-4-3,Bruno Mota Correia,Match Report,
2023-05-11,19:00,Série A,Matchweek 5,Thu,Home,D,1,1,Vasco da Gama,1.0,0.8,36,20880.0,Henrique,5-4-1,Ramon Abatti Abel,Match Report,
2023-05-14,18:30,Série A,Matchweek 6,Sun,Away,L,2,3,Ath Paranaense,0.4,2.9,36,17608.0,Henrique,5-4-1,Flavio Rodrigues de Souza,Match Report,
2023-05-20,18:30,Série A,Matchweek 7,Sat,Home,L,1,2,Atlético Mineiro,1.0,1.5,35,20047.0,Henrique,3-5-2,Rodrigo José Pereira de Lima,Match Report,
2023-05-27,17:30,Série A,Matchweek 8,Sat,Away,D,1,1,Cuiabá,1.0,0.7,57,8660.0,Henrique,3-4-1-2,Denis da Silva Ribeiro Serafim,Match Report,
2023-06-04,18:30,Série A,Matchweek 9,Sun,Away,L,1,3,Palmeiras,0.6,2.5,49,33570.0,Henrique,3-4-1-2,Felipe Fernandes de Lima,Match Report,
2023-06-10,16:00,Série A,Matchweek 10,Sat,Home,D,0,0,Santos,1.2,0.8,47,25987.0,Henrique,3-5-2,Bruno Mota Correia,Match Report,
2023-06-22,20:00,Série A,Matchweek 11,Thu,Home,L,0,1,Internacional,1.5,0.9,51,25983.0,Gabriel,3-1-4-2,André Luiz Skettino Policarpo Bento,Match Report,
2023-06-25,16:00,Série A,Matchweek 12,Sun,Away,L,1,5,Grêmio,1.1,3.4,50,37048.0,Gabriel,3-1-4-2,João Vitor Gobi,Match Report,
