Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2023-01-28,19:15,Primera Div,Matchweek 1,Sat,Away,W,1,0,Talleres,0.8,0.5,40,,Iván Marcone,4-2-3-1,Hernán Mastrángelo,Match Report,
2023-02-05,17:00,Primera Div,Matchweek 2,Sun,Home,L,1,2,Platense,1.5,0.6,76,,Sergio Barreto,4-2-3-1,Darío Herrera,Match Report,
2023-02-11,21:30,Primera Div,Matchweek 3,Sat,Away,D,0,0,Vélez Sarsfield,0.5,0.8,42,,Joaquín Laso,4-1-4-1,Sebastían Zunino,Match Report,
2023-02-19,21:30,Primera Div,Matchweek 4,Sun,Home,L,0,2,Defensa y Just,1.6,2.3,61,,Sergio Barreto,4-2-3-1,Fernando Rapallini,Match Report,
2023-02-26,21:30,Primera Div,Matchweek 5,Sun,Away,D,0,0,Banfield,0.4,0.3,64,,Sergio Barreto,5-4-1,Germán Delfino,Match Report,
2023-03-05,17:00,Primera Div,Matchweek 6,Sun,Home,D,2,2,Instituto Atlético Central Córdoba,2.2,1.8,48,,Iván Marcone,4-2-3-1,Nicolás Ramírez,Match Report,
2023-03-10,17:00,Primera Div,Matchweek 7,Fri,Away,D,1,1,Barracas Central,0.8,0.8,32,,Sergio Barreto,4-4-2,Fernando Echenique,Match Report,
2023-03-18,19:00,Primera Div,Matchweek 8,Sat,Home,D,2,2,Colón,2.5,2.5,44,,Joaquín Laso,4-4-2,Nicolás Lamolina,Match Report,
2023-04-01,19:00,Primera Div,Matchweek 9,Sat,Away,D,0,0,San Lorenzo,0.4,1.8,38,,Iván Marcone,4-4-1-1,Leandro Rey Hilfer,Match Report,
2023-04-09,14:00,Primera Div,Matchweek 10,Sun,Home,L,1,2,Estudiantes,0.2,1.4,44,,Iván Marcone,4-4-1-1,Hernán Mastrángelo,Match Report,
2023-04-12,21:30,Primera Div,Matchweek 11,Wed,Away,L,0,1,Rosario Cent,1.5,1.5,49,,Iván Marcone,3-4-3,Jorge Baliño,Match Report,
2023-04-16,16:30,Primera Div,Matchweek 12,Sun,Home,D,1,1,Racing Club,0.6,1.3,41,,Iván Marcone,4-4-2,Yael Falcón,Match Report,
2023-04-23,20:30,Primera Div,Matchweek 13,Sun,Away,L,0,2,River Plate,0.2,1.3,31,,Iván Marcone,3-4-3,Andrés Merlos,Match Report,
2023-04-30,18:00,Primera Div,Matchweek 14,Sun,Home,W,2,0,Club Atlético Belgrano,2.6,0.4,41,,Iván Marcone,4-4-2,Darío Herrera,Match Report,
2023-05-06,20:30,Primera Div,Matchweek 15,Sat,Away,D,2,2,Argentinos Jun,2.7,2.9,32,,Iván Marcone,4-4-2,Nicolás Ramírez,Match Report,
2023-05-13,15:30,Primera Div,Matchweek 16,Sat,Home,W,2,1,Tigre,1.2,1.3,46,,Sergio Barreto,4-4-2,Nazareno Arasa,Match Report,
2023-05-18,21:00,Primera Div,Matchweek 17,Thu,Away,L,1,2,Arsenal,1.0,0.8,63,,Rodrigo Rey,4-4-2,Fernando Espinoza,Match Report,
2023-05-27,20:30,Primera Div,Matchweek 18,Sat,Home,D,1,1,Lanús,1.5,1.2,45,,Rodrigo Rey,4-4-2,Hernán Mastrángelo,Match Report,
2023-06-04,17:00,Primera Div,Matchweek 19,Sun,Away,L,1,2,Godoy Cruz,1.5,2.2,58,,Rodrigo Rey,4-4-2,Carlos Gareano,Match Report,
2023-06-09,20:00,Primera Div,Matchweek 20,Fri,Home,W,2,0,Sarmiento,0.9,0.4,54,,Iván Marcone,4-4-2,Pablo Dóvalo,Match Report,
2023-06-24,17:00,Primera Div,Matchweek 21,Sat,Away,L,0,3,CA Unión,0.3,1.0,54,,Iván Marcone,4-4-2,Fernando Echenique,Match Report,
2023-07-02,15:00,Primera Div,Matchweek 22,Sun,Home,W,1,0,CA Huracán,0.3,0.3,42,,Iván Marcone,4-4-2,Fernando Rapallini,Match Report,
2023-07-07,19:00,Primera Div,Matchweek 23,Fri,Away,D,1,1,Gimnasia ELP,0.5,0.7,47,,Iván Marcone,4-5-1,Leandro Rey Hilfer,Match Report,
2023-07-11,20:00,Primera Div,Matchweek 24,Tue,Home,L,0,2,Newell's OB,0.8,0.5,53,,Iván Marcone,4-4-2,Ariel Penel,Match Report,
2023-07-16,21:30,Primera Div,Matchweek 25,Sun,Away,W,1,0,CC Córdoba,1.5,0.2,39,,Iván Marcone,4-1-4-1,Nicolás Lamolina,Match Report,
2023-07-23,16:30,Primera Div,Matchweek 26,Sun,Away,L,0,1,Tucumán,0.7,1.0,59,,Iván Marcone,4-1-4-1,Pablo Echavarría,Match Report,
2023-07-29,17:00,Primera Div,Matchweek 27,Sat,Home,L,0,2,Boca Juniors,1.5,0.8,37,,Iván Marcone,4-1-4-1,Nicolás Ramírez,Match Report,
2023-08-19,16:30,Copa de la Liga Profesional,Group stage,Sat,Home,L,0,1,Colón,0.5,2.1,56,,Iván Marcone,4-1-4-1,Pablo Dóvalo,Match Report,
2023-08-27,19:15,Copa de la Liga Profesional,Group stage,Sun,Home,W,2,1,Vélez Sarsfield,1.3,0.7,53,,Iván Marcone,5-3-2,Fernando Rapallini,Match Report,
2023-09-02,15:00,Copa de la Liga Profesional,Group stage,Sat,Away,W,2,1,Gimnasia ELP,1.1,0.9,46,,Iván Marcone,5-3-2,Leandro Rey Hilfer,Match Report,
2023-09-14,21:00,Copa de la Liga Profesional,Group stage,Thu,Home,W,1,0,CA Huracán,1.3,0.3,45,,Iván Marcone,3-5-2,Facundo Tello,Match Report,
2023-09-19,21:00,Copa de la Liga Profesional,Group stage,Tue,Away,D,1,1,Rosario Cent,2.7,0.6,58,,Iván Marcone,4-2-3-1,Fernando Echenique,Match Report,
2023-09-24,15:00,Copa de la Liga Profesional,Group stage,Sun,Home,D,0,0,Instituto Atlético Central Córdoba,0.3,0.1,58,,Iván Marcone,3-4-3,Darío Herrera,Match Report,
2023-09-30,19:00,Copa de la Liga Profesional,Group stage,Sat,Away,W,2,0,Racing Club,2.1,0.6,29,,Iván Marcone,4-2-3-1,Hernán Mastrángelo,Match Report,
2023-10-07,21:30,Copa de la Liga Profesional,Group stage,Sat,Away,D,0,0,Argentinos Jun,1.3,0.6,35,,Iván Marcone,3-4-3,Nicolás Ramírez,Match Report,
2023-10-18,21:00,Copa de la Liga Profesional,Group stage,Wed,Home,W,3,0,Barracas Central,2.1,0.2,64,,Iván Marcone,4-3-3,Carlos Gareano,Match Report,
2023-10-25,21:00,Copa de la Liga Profesional,Group stage,Wed,Away,L,0,3,River Plate,0.5,1.8,42,,Iván Marcone,4-4-2,Facundo Tello,Match Report,
2023-10-29,21:00,Copa de la Liga Profesional,Group stage,Sun,Home,D,0,0,Arsenal,1.5,0.2,69,,Iván Marcone,5-3-2,Fernando Rapallini,Match Report,
2023-11-04,21:00,Copa de la Liga Profesional,Group stage,Sat,Away,W,2,1,Tucumán,1.2,0.6,60,,Iván Marcone,5-3-2,Andrés Merlos,Match Report,
2023-11-12,19:00,Copa de la Liga Profesional,Group stage,Sun,Home,D,0,0,Banfield,0.4,0.7,70,,Iván Marcone,4-3-3,Nicolás Lamolina,Match Report,
2023-11-26,18:00,Copa de la Liga Profesional,Group stage,Sun,Away,L,2,3,Talleres,1.9,1.1,54,,Iván Marcone,4-3-3,Hernán Mastrángelo,Match Report,
