Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2023-07-01,18:00,Liga MX,Apertura 2023 Regular Season,Sat,Away,D,1.0,1.0,Atlético,1.8,3.3,46.0,14494.0,Celso Ortiz,4-4-2,Jorge Camacho,Match Report,
2023-07-09,20:00,Liga MX,Apertura 2023 Regular Season,Sun,Home,W,1.0,0.0,Atlas,0.8,0.8,50.0,38156.0,Celso Ortiz,4-4-2,Edgar Morales,Match Report,
2023-07-14,19:00,Liga MX,Apertura 2023 Regular Season,Fri,Away,W,3.0,0.0,Mazatlán,2.6,0.3,62.0,11462.0,Celso Ortiz,4-4-2,Brian Gonzalez,Match Report,
2023-08-27,21:05,Liga MX,Apertura 2023 Regular Season,Sun,Home,L,1.0,2.0,Cruz Azul,1.4,1.3,54.0,42313.0,Héctor Moreno,4-2-3-1,César Arturo Ramos,Match Report,
2023-08-30,20:00,Liga MX,Apertura 2023 Regular Season,Wed,Away,L,0.0,1.0,Toluca,1.2,0.5,50.0,22432.0,Stefan Medina,4-4-2,Diego Montaño,Match Report,
2023-09-03,18:05,Liga MX,Apertura 2023 Regular Season,Sun,Away,W,2.0,1.0,Guadalajara,1.3,0.6,52.0,37738.0,Stefan Medina,4-4-2,Óscar Macias,Match Report,
2023-09-16,20:00,Liga MX,Apertura 2023 Regular Season,Sat,Home,W,3.0,1.0,León,1.2,0.8,53.0,41807.0,Stefan Medina,4-4-2,Luis Enrique Santander,Match Report,
2023-09-23,22:05,Liga MX,Apertura 2023 Regular Season,Sat,Away,L,0.0,3.0,UANL,1.0,1.6,53.0,41615.0,Stefan Medina,4-4-2,Marco Antonio Ortíz,Match Report,
2023-10-03,20:00,Liga MX,Apertura 2023 Regular Season,Tue,Away,D,1.0,1.0,Puebla,2.2,0.6,57.0,10263.0,Héctor Moreno,4-4-2,Erick Miranda,Match Report,
2023-10-07,18:00,Liga MX,Apertura 2023 Regular Season,Sat,Home,W,3.0,1.0,FC Juárez,2.0,1.5,58.0,34921.0,Héctor Moreno,4-1-4-1,Daniel Quintero,Match Report,
2023-10-22,13:00,Liga MX,Apertura 2023 Regular Season,Sun,Away,W,1.0,0.0,UNAM,0.3,1.0,48.0,26885.0,Héctor Moreno,4-3-3,Ismael Lopez,Match Report,
2023-10-25,20:00,Liga MX,Apertura 2023 Regular Season,Wed,Home,W,3.0,1.0,Tijuana,1.9,0.4,55.0,31921.0,Maximiliano Meza,4-3-3,Víctor Cáceres,Match Report,
2023-10-28,22:10,Liga MX,Apertura 2023 Regular Season,Sat,Home,L,0.0,3.0,América,0.7,1.0,39.0,47177.0,Maximiliano Meza,4-3-3,Adonai Escobedo,Match Report,
2023-10-31,21:10,Liga MX,Apertura 2023 Regular Season,Tue,Home,W,3.0,0.0,Necaxa,1.0,0.2,70.0,25292.0,Sebastián Vegas,4-2-3-1,Oscar Mejia,Match Report,
2023-11-04,21:00,Liga MX,Apertura 2023 Regular Season,Sat,Away,W,2.0,0.0,Pachuca,0.5,1.3,46.0,19805.0,Maximiliano Meza,4-4-2,Daniel Quintero,Match Report,
2023-11-08,20:00,Liga MX,Apertura 2023 Regular Season,Wed,Home,W,3.0,0.0,Santos,2.0,0.1,52.0,36678.0,Maximiliano Meza,4-1-4-1,Fernando Guerrero,Match Report,
2023-11-11,17:00,Liga MX,Apertura 2023 Regular Season,Sat,Away,D,0.0,0.0,Querétaro,0.8,1.6,64.0,16717.0,Héctor Moreno,4-1-4-1,Víctor Cáceres,Match Report,
2023-11-29,21:10,Liga MX,Apertura — Quarter-finals,Wed,Away,L,0.0,1.0,Atlético,0.6,1.1,45.0,17216.0,Maximiliano Meza,4-1-4-1,Daniel Quintero,Match Report,Leg 1 of 2
2023-12-02,21:10,Liga MX,Apertura — Quarter-finals,Sat,Home,D,1.0,1.0,Atlético,2.0,0.7,60.0,,Héctor Moreno,4-4-2,Víctor Cáceres,Match Report,Leg 2 of 2; Atlético won
2024-01-13,21:00,Liga MX,Clausura 2024 Regular Season,Sat,Home,,,,Puebla,,,,,,,,Head-to-Head,
2024-01-21,20:00,Liga MX,Clausura 2024 Regular Season,Sun,Away,,,,Santos,,,,,,,,Head-to-Head,
2024-01-24,19:00,Liga MX,Clausura 2024 Regular Season,Wed,Home,,,,Querétaro,,,,,,,,Head-to-Head,
2024-01-27,19:00,Liga MX,Clausura 2024 Regular Season,Sat,Home,,,,Atlético,,,,,,,,Head-to-Head,
2024-02-03,21:00,Liga MX,Clausura 2024 Regular Season,Sat,Away,,,,América,,,,,,,,Head-to-Head,
2024-02-10,21:00,Liga MX,Clausura 2024 Regular Season,Sat,Home,,,,Pachuca,,,,,,,,Head-to-Head,
2024-02-18,20:00,Liga MX,Clausura 2024 Regular Season,Sun,Home,,,,Toluca,,,,,,,,Head-to-Head,
2024-02-23,20:00,Liga MX,Clausura 2024 Regular Season,Fri,Away,,,,FC Juárez,,,,,,,,Head-to-Head,
2024-02-28,19:00,Liga MX,Clausura 2024 Regular Season,Wed,Away,,,,Tijuana,,,,,,,,Head-to-Head,
2024-03-03,17:00,Liga MX,Clausura 2024 Regular Season,Sun,Home,,,,UNAM,,,,,,,,Head-to-Head,
2024-03-10,19:00,Liga MX,Clausura 2024 Regular Season,Sun,Home,,,,Mazatlán,,,,,,,,Head-to-Head,
2024-03-17,17:00,Liga MX,Clausura 2024 Regular Season,Sun,Away,,,,Atlas,,,,,,,,Head-to-Head,
2024-03-30,19:00,Liga MX,Clausura 2024 Regular Season,Sat,Home,,,,Guadalajara,,,,,,,,Head-to-Head,
2024-04-06,21:00,Liga MX,Clausura 2024 Regular Season,Sat,Away,,,,Cruz Azul,,,,,,,,Head-to-Head,
2024-04-13,22:00,Liga MX,Clausura 2024 Regular Season,Sat,Home,,,,UANL,,,,,,,,Head-to-Head,
2024-04-20,16:00,Liga MX,Clausura 2024 Regular Season,Sat,Away,,,,León,,,,,,,,Head-to-Head,
2024-04-28,19:00,Liga MX,Clausura 2024 Regular Season,Sun,Away,,,,Necaxa,,,,,,,,Head-to-Head,
