Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Player Link_,Player ID_,Competition
11,Thierry Ambrose,GLP,FW,Kortrijk,26-286,1997,0.5,22.0,22.0,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,14.0,0.00,2.00,https://fbref.com/en/players/2945f4b7/Thierry-Ambrose,2945f4b7,Jupiler Pro League
12,Mohamed El Amine Amoura,ALG,FW,Union SG,23-244,2000,9.5,22.3,21.3,0.84,0.00,0.11,0.11,1.89,0.53,0.11,0.00,0.00,0.00,13.4,0.21,1.26,https://fbref.com/en/players/6597f8b6/Mohamed-El-Amine-Amoura,6597f8b6,Jupiler Pro League
13,Francis Amuzu,BEL,FW,Anderlecht,24-138,1999,6.3,28.7,26.8,1.90,0.63,0.00,0.00,3.49,0.79,0.48,0.16,0.00,0.00,22.4,0.00,1.27,https://fbref.com/en/players/4f0fbd15/Francis-Amuzu,4f0fbd15,Jupiler Pro League
14,Frederic Ananou,TOG,"DF,MF",Sint-Truiden,26-110,1997,2.6,52.7,43.8,8.85,1.15,0.00,0.38,1.15,7.69,0.00,0.00,0.00,0.00,44.6,0.00,1.92,https://fbref.com/en/players/de42994f/Frederic-Ananou,de42994f,Jupiler Pro League
15,Stelios Andreou,CYP,DF,Charleroi,21-168,2002,17.8,42.4,39.4,2.92,0.84,0.00,0.28,0.22,1.80,0.00,0.00,0.00,0.00,34.7,0.06,0.45,https://fbref.com/en/players/4a5ad8dc/Stelios-Andreou,4a5ad8dc,Jupiler Pro League
16,Nilson Angulo,ECU,FW,Anderlecht,20-203,2003,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,https://fbref.com/en/players/a9b9d89c/Nilson-Angulo,a9b9d89c,Jupiler Pro League
17,Bill Antonio,ZIM,"DF,MF",Mechelen,21-127,2002,1.2,33.3,33.3,0.00,0.00,0.00,0.00,7.50,0.00,0.00,0.00,0.00,0.00,17.5,0.00,4.17,https://fbref.com/en/players/f00ea3e6/Bill-Antonio,f00ea3e6,Jupiler Pro League
18,Kristian Arnstad,NOR,"MF,DF",Anderlecht,20-123,2003,2.2,42.7,38.2,4.55,1.82,0.00,0.45,2.27,1.36,1.36,0.91,0.00,0.00,25.9,0.00,3.18,https://fbref.com/en/players/45bdedc8/Kristian-Arnstad,45bdedc8,Jupiler Pro League
19,Toluwalase Arokodare,NGA,FW,Genk,23-046,2000,6.7,17.9,17.6,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.5,0.00,0.30,https://fbref.com/en/players/a42760bc/Toluwalase-Arokodare,a42760bc,Jupiler Pro League
20,Gerardo Arteaga,MEX,DF,Genk,25-123,1998,11.5,56.7,48.1,8.61,1.22,0.00,0.17,2.61,7.39,0.00,0.00,0.00,0.00,46.8,0.00,1.13,https://fbref.com/en/players/8b47ce35/Gerardo-Arteaga,8b47ce35,Jupiler Pro League
21,Majeed Ashimeru,GHA,"MF,FW",Anderlecht,26-090,1997,1.3,46.2,45.4,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.9,0.00,0.00,https://fbref.com/en/players/552e00b9/Majeed-Ashimeru,552e00b9,Jupiler Pro League
22,Christalino Atemona,GER,DF,Kortrijk,21-257,2002,1.1,37.3,37.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.2,0.00,0.91,https://fbref.com/en/players/05c1f4c7/Christalino-Atemona,05c1f4c7,Jupiler Pro League
23,Lynnt Audoor,BEL,MF,Kortrijk,20-087,2003,4.5,42.2,40.4,1.78,1.11,0.00,0.22,0.44,0.22,0.44,0.22,0.22,0.00,34.4,0.00,1.11,https://fbref.com/en/players/32feb0cf/Lynnt-Audoor,32feb0cf,Jupiler Pro League
24,Ludwig Augustinsson,SWE,DF,Anderlecht,29-262,1994,12.8,57.7,48.9,8.67,1.02,0.00,0.31,3.44,7.58,0.08,0.00,0.08,0.00,44.6,0.08,1.25,https://fbref.com/en/players/9fec8860/Ludwig-Augustinsson,9fec8860,Jupiler Pro League
25,Felipe Avenatti,URU,"FW,MF",Kortrijk,30-257,1993,10.9,34.1,32.5,1.65,0.18,0.28,0.46,0.18,0.09,0.09,0.00,0.00,0.00,22.3,0.00,0.46,https://fbref.com/en/players/23f9e9d3/Felipe-Avenatti,23f9e9d3,Jupiler Pro League
26,Gastón Ávila,ARG,DF,Antwerp,22-100,2001,2.0,65.0,57.0,8.00,2.50,0.00,1.50,2.00,5.50,0.00,0.00,0.00,0.00,51.5,0.00,1.50,https://fbref.com/en/players/f648b2e1/Gaston-Avila,f648b2e1,Jupiler Pro League
27,Youssouph Badji,SEN,"FW,MF",Charleroi,22-019,2001,6.8,27.8,26.6,1.18,0.00,0.00,0.15,0.44,0.29,0.00,0.00,0.00,0.00,18.7,0.00,1.03,https://fbref.com/en/players/6a2b9aee/Youssouph-Badji,6a2b9aee,Jupiler Pro League
28,Bilal Bafdili,BEL,"FW,MF",Mechelen,19-158,2004,1.6,26.9,23.1,3.75,0.63,0.00,0.00,2.50,0.00,2.50,1.25,0.63,0.00,20.6,0.00,0.00,https://fbref.com/en/players/40c9f265/Bilal-Bafdili,40c9f265,Jupiler Pro League
29,Jonas Bager,DEN,DF,Charleroi,27-174,1996,12.2,38.0,36.6,1.39,0.82,0.00,0.08,0.41,0.49,0.00,0.00,0.00,0.00,29.8,0.00,0.16,https://fbref.com/en/players/ddd54920/Jonas-Bager,ddd54920,Jupiler Pro League
30,Brandon Baiye,BEL,MF,Eupen,23-012,2000,16.0,39.1,38.0,1.00,1.00,0.00,0.31,0.25,0.00,0.00,0.00,0.00,0.00,32.8,0.13,0.75,https://fbref.com/en/players/7e3e825e/Brandon-Baiye,7e3e825e,Jupiler Pro League
31,Michel-Ange Balikwisha,BEL,"FW,MF",Antwerp,22-243,2001,17.5,42.8,36.9,5.77,0.97,0.06,0.17,6.63,0.69,4.11,1.20,1.09,0.00,31.4,0.17,1.77,https://fbref.com/en/players/172bab0a/Michel-Ange-Balikwisha,172bab0a,Jupiler Pro League
32,William Balikwisha,COD,"MF,FW",Standard Liège,24-241,1999,6.2,44.7,43.4,1.29,0.00,0.48,0.00,3.71,0.00,0.16,0.16,0.00,0.00,33.9,0.00,2.42,https://fbref.com/en/players/4fae547c/William-Balikwisha,4fae547c,Jupiler Pro League
33,Sacha Banse,BFA,MF,Standard Liège,22-298,2001,0.5,34.0,30.0,4.00,2.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,24.0,0.00,2.00,https://fbref.com/en/players/f9eb9174/Sacha-Banse,f9eb9174,Jupiler Pro League
34,Ezechiel Banzuzi,NED,MF,OH Leuven,18-326,2005,11.0,34.9,34.5,0.45,0.45,0.18,0.27,0.45,0.00,0.00,0.00,0.00,0.00,25.4,0.00,0.64,https://fbref.com/en/players/e9764fe5/Ezechiel-Banzuzi,e9764fe5,Jupiler Pro League
35,Joselpho Barnes,GHA,"FW,MF",Sint-Truiden,22-027,2001,3.2,17.8,16.6,1.25,0.00,0.00,0.00,0.63,0.00,0.00,0.00,0.00,0.00,13.4,0.00,0.31,https://fbref.com/en/players/b68c3ff0/Joselpho-Barnes,b68c3ff0,Jupiler Pro League
36,Jacob Barrett Laursen,DEN,DF,Standard Liège,29-052,1994,1.7,39.4,30.0,9.41,1.18,0.00,0.59,0.59,8.24,0.00,0.00,0.00,0.00,32.4,0.00,0.59,https://fbref.com/en/players/c0d3bd23/Jacob-Barrett-Laursen,c0d3bd23,Jupiler Pro League
37,Norman Bassette,BEL,FW,Mechelen,19-060,2004,5.9,16.3,15.1,1.19,0.00,0.00,0.00,1.36,0.00,0.00,0.00,0.00,0.00,9.15,0.00,1.36,https://fbref.com/en/players/9cd23b05/Norman-Bassette,9cd23b05,Jupiler Pro League
38,Jelle Bataille,BEL,DF,Antwerp,24-233,1999,16.1,78.6,66.1,12.2,0.93,0.06,0.37,3.60,11.1,0.19,0.00,0.12,0.00,63.8,0.19,1.93,https://fbref.com/en/players/cabb3a1d/Jelle-Bataille,cabb3a1d,Jupiler Pro League
39,David Bates,SCO,DF,Mechelen,27-095,1996,13.2,64.5,62.8,1.52,1.06,0.00,0.08,0.00,0.38,0.00,0.00,0.00,0.00,58.5,0.23,0.15,https://fbref.com/en/players/90423c73/David-Bates,90423c73,Jupiler Pro League
40,Emin Bayram,TUR,DF,Westerlo,20-281,2003,12.5,52.9,50.7,1.84,1.52,0.16,0.48,0.32,0.08,0.00,0.00,0.00,0.00,43.4,0.32,0.64,https://fbref.com/en/players/e58328b6/Emin-Bayram,e58328b6,Jupiler Pro League
41,Rafik Belghali,ALG,DF,Mechelen,21-215,2002,2.9,57.9,49.3,7.93,0.34,0.00,0.00,2.41,7.59,0.00,0.00,0.00,0.00,48.3,0.69,1.38,https://fbref.com/en/players/0abcb968/Rafik-Belghali,0abcb968,Jupiler Pro League
42,Nadhir Benbouali,ALG,FW,Charleroi,23-266,2000,3.0,,,,,,,0.33,,,,,,,,,https://fbref.com/en/players/cd25f2b3/Nadhir-Benbouali,cd25f2b3,Jupiler Pro League
43,Ján Bernát,SVK,MF,Westerlo,22-363,2001,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,https://fbref.com/en/players/c2895855/Jan-Bernat,c2895855,Jupiler Pro League
44,Antoine Bernier,BEL,"FW,MF",Charleroi,26-120,1997,3.8,22.6,22.1,0.53,0.00,0.00,0.00,1.58,0.53,0.00,0.00,0.00,0.00,17.1,0.00,1.05,https://fbref.com/en/players/cda90ea8/Antoine-Bernier,cda90ea8,Jupiler Pro League
45,Mickaël Biron,MTQ,FW,RWD Molenbeek,26-135,1997,8.9,22.8,20.0,2.58,0.34,0.11,0.00,1.12,0.22,0.00,0.00,0.00,0.00,16.3,0.22,0.56,https://fbref.com/en/players/62c79b68/Mickael-Biron,62c79b68,Jupiler Pro League
46,Nathan Bitu Mazala,FRA,"MF,FW",Eupen,21-029,2002,1.3,25.4,23.8,1.54,0.00,0.00,0.00,2.31,0.00,0.00,0.00,0.00,0.00,19.2,0.00,1.54,https://fbref.com/en/players/0f697e02/Nathan-Bitu-Mazala,0f697e02,Jupiler Pro League
47,Eric Bocat,FRA,"DF,MF",Sint-Truiden,24-176,1999,19.4,56.5,48.4,7.99,0.57,0.05,0.15,2.63,7.37,0.05,0.00,0.00,0.00,45.9,0.15,0.98,https://fbref.com/en/players/55b7061a/Eric-Bocat,55b7061a,Jupiler Pro League
48,Arnaud Bodart,BEL,GK,Standard Liège,25-303,1998,19.0,33.8,23.0,10.7,1.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.1,0.11,0.05,https://fbref.com/en/players/79c536d7/Arnaud-Bodart,79c536d7,Jupiler Pro League
49,Merveille Bokadi,COD,DF,Standard Liège,31-232,1992,14.3,54.8,51.8,2.94,2.17,0.14,0.07,0.07,0.14,0.00,0.00,0.00,0.00,47.9,0.07,0.07,https://fbref.com/en/players/4398b5cb/Merveille-Bokadi,4398b5cb,Jupiler Pro League
50,Sinan Bolat,TUR,GK,Westerlo,35-127,1988,16.0,40.6,30.4,10.1,2.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.3,0.13,0.00,https://fbref.com/en/players/fe7d8182/Sinan-Bolat,fe7d8182,Jupiler Pro League
51,Boli Bolingoli-Mbombo,BEL,DF,Mechelen,28-191,1995,0.8,56.3,46.3,10.0,0.00,0.00,0.00,1.25,10.0,0.00,0.00,0.00,0.00,48.8,0.00,0.00,https://fbref.com/en/players/c603ad6a/Boli-Bolingoli-Mbombo,c603ad6a,Jupiler Pro League
52,Christopher Bonsu Baah,GHA,FW,Genk,19-025,2004,7.1,38.3,37.5,0.70,0.00,0.14,0.85,1.27,0.70,0.00,0.00,0.00,0.00,28.7,0.14,2.25,https://fbref.com/en/players/b636755a/Christopher-Bonsu-Baah,b636755a,Jupiler Pro League
53,Jordan Bos,AUS,DF,Westerlo,21-071,2002,13.1,47.3,38.8,8.40,0.23,0.15,0.00,1.53,8.17,0.00,0.00,0.00,0.00,35.8,0.15,1.53,https://fbref.com/en/players/8070a9fd/Jordan-Bos,8070a9fd,Jupiler Pro League
54,Mehdi Boukamir,MAR,DF,Charleroi,19-347,2004,4.1,44.6,42.7,1.71,1.22,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,32.7,0.24,0.49,https://fbref.com/en/players/f949956e/Mehdi-Boukamir,f949956e,Jupiler Pro League
55,Dedryck Boyata,BEL,"DF,MF",Club Brugge,33-041,1990,1.7,55.3,51.2,4.12,1.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.9,0.00,0.00,https://fbref.com/en/players/7c473e12/Dedryck-Boyata,7c473e12,Jupiler Pro League
56,Jonatan Braut Brunes,NOR,FW,OH Leuven,23-154,2000,8.4,18.0,15.0,2.62,0.00,0.12,0.12,0.00,0.12,0.00,0.00,0.00,0.00,11.7,0.36,0.60,https://fbref.com/en/players/36adbbe0/Jonatan-Braut-Brunes,36adbbe0,Jupiler Pro League
57,Archie Brown,ENG,DF,Gent,21-225,2002,10.4,58.8,45.9,12.9,0.77,0.00,0.58,4.90,11.8,0.29,0.00,0.00,0.00,40.6,0.00,1.92,https://fbref.com/en/players/028b8d59/Archie-Brown,028b8d59,Jupiler Pro League
58,Massimo Bruno,BEL,"MF,FW",Kortrijk,30-113,1993,8.0,44.9,40.3,4.25,1.00,0.25,0.00,2.50,1.13,1.25,0.63,0.13,0.00,33.9,0.38,1.13,https://fbref.com/en/players/4e18cf1c/Massimo-Bruno,4e18cf1c,Jupiler Pro League
59,Tajon Buchanan,CAN,DF,Club Brugge,24-334,1999,9.2,56.2,44.7,11.3,0.98,0.00,0.22,3.37,10.3,0.00,0.00,0.00,0.00,42.8,0.22,1.30,https://fbref.com/en/players/3aca6420/Tajon-Buchanan,3aca6420,Jupiler Pro League
60,Christian Burgess,ENG,DF,Union SG,32-093,1991,19.0,53.7,50.5,3.05,2.74,0.00,0.21,0.21,0.26,0.00,0.00,0.00,0.00,44.3,0.11,0.32,https://fbref.com/en/players/f8766ef9/Christian-Burgess,f8766ef9,Jupiler Pro League
61,Jean Butez,FRA,GK,Antwerp,28-214,1995,20.0,49.5,42.7,6.70,2.15,0.10,0.15,0.00,0.00,0.00,0.00,0.00,0.00,38.7,0.15,0.10,https://fbref.com/en/players/7f40333d/Jean-Butez,7f40333d,Jupiler Pro League
62,Ilay Camara,BEL,"DF,MF",RWD Molenbeek,20-355,2003,10.4,36.6,29.3,7.31,0.48,0.19,0.19,1.73,6.73,0.10,0.00,0.00,0.00,27.1,0.00,1.35,https://fbref.com/en/players/18dec985/Ilay-Camara,18dec985,Jupiler Pro League
63,Cihan Çanak,TUR,"DF,MF",Standard Liège,18-349,2005,6.3,41.6,31.3,9.68,3.02,0.16,0.00,7.78,4.92,1.43,1.11,0.32,0.00,27.8,0.63,0.79,https://fbref.com/en/players/0863fb00/Cihan-Canak,0863fb00,Jupiler Pro League
64,Alessio Castro-Montes,BEL,DF,Gent,26-236,1997,0.7,100.0,88.6,11.4,1.43,0.00,1.43,1.43,10.0,0.00,0.00,0.00,0.00,70.0,0.00,2.86,https://fbref.com/en/players/742a4995/Alessio-Castro-Montes,742a4995,Jupiler Pro League
65,Alessio Castro-Montes,BEL,"DF,MF",Union SG,26-236,1997,12.2,43.1,39.0,3.85,0.33,0.00,0.49,3.69,1.97,1.56,0.08,1.15,0.00,31.7,0.25,1.97,https://fbref.com/en/players/742a4995/Alessio-Castro-Montes,742a4995,Jupiler Pro League
66,Nacer Chadli,BEL,"MF,FW",Westerlo,34-159,1989,5.6,38.9,37.3,1.25,0.18,0.18,0.36,1.43,1.07,0.00,0.00,0.00,0.00,30.4,0.36,1.07,https://fbref.com/en/players/5b54bf3b/Nacer-Chadli,5b54bf3b,Jupiler Pro League
67,Youssef Challouk,BEL,"MF,FW",Kortrijk,28-133,1995,0.5,50.0,50.0,0.00,0.00,2.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,38.0,0.00,0.00,https://fbref.com/en/players/ab5315ff/Youssef-Challouk,ab5315ff,Jupiler Pro League
68,Regan Charles-Cook,GRN,"FW,MF",Eupen,26-328,1997,7.9,22.4,19.2,3.16,0.00,0.00,0.13,1.39,0.89,0.25,0.00,0.00,0.00,16.1,0.00,1.27,https://fbref.com/en/players/a67ddd86/Regan-Charles-Cook,a67ddd86,Jupiler Pro League
69,Isaac Christie-Davies,WAL,MF,Eupen,26-082,1997,6.3,46.7,45.4,1.27,1.27,0.00,0.00,0.48,0.00,0.00,0.00,0.00,0.00,37.5,0.00,1.90,https://fbref.com/en/players/aa62bd5a/Isaac-Christie-Davies,aa62bd5a,Jupiler Pro League
70,Elias Cobbaut,BEL,DF,Mechelen,26-045,1997,14.0,65.8,62.9,2.50,1.36,0.00,0.57,0.57,0.36,0.00,0.00,0.00,0.00,55.9,0.36,0.57,https://fbref.com/en/players/e6c9d236/Elias-Cobbaut,e6c9d236,Jupiler Pro League
71,Valentin Cojocaru,ROU,GK,OH Leuven,28-099,1995,3.0,33.3,24.3,8.67,2.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,30.7,0.33,0.00,https://fbref.com/en/players/04d9bce8/Valentin-Cojocaru,04d9bce8,Jupiler Pro League
72,Kobe Corbanie,BEL,DF,Antwerp,18-243,2005,1.1,52.7,41.8,10.9,0.00,0.00,0.00,1.82,10.9,0.00,0.00,0.00,0.00,37.3,0.00,2.73,https://fbref.com/en/players/9b909569/Kobe-Corbanie,9b909569,Jupiler Pro League
73,Gaëtan Coucke,BEL,GK,Mechelen,25-036,1998,20.0,37.8,27.6,10.1,2.30,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,29.6,0.05,0.00,https://fbref.com/en/players/c56ee8f7/Gaetan-Coucke,c56ee8f7,Jupiler Pro League
74,Soumaïla Coulibaly,FRA,DF,Antwerp,20-086,2003,15.1,83.0,79.8,3.18,1.13,0.00,0.46,0.07,0.40,0.00,0.00,0.00,0.00,76.6,0.07,0.13,https://fbref.com/en/players/9dff291c/Soumaila-Coulibaly,9dff291c,Jupiler Pro League
75,Carlos Cuesta,COL,DF,Genk,24-305,1999,13.8,55.9,52.8,2.97,1.96,0.07,0.29,0.07,0.43,0.00,0.00,0.00,0.00,49.7,0.07,0.22,https://fbref.com/en/players/574fff8c/Carlos-Cuesta,574fff8c,Jupiler Pro League
76,Hugo Cuypers,BEL,FW,Gent,26-335,1997,16.1,25.5,24.2,0.99,0.00,0.12,0.25,0.50,0.12,0.00,0.00,0.00,0.00,17.3,0.25,1.06,https://fbref.com/en/players/9f417f8c/Hugo-Cuypers,9f417f8c,Jupiler Pro League
77,Oday Dabbagh,PLE,FW,Charleroi,25-036,1998,13.8,27.9,25.9,1.81,0.00,0.00,0.00,0.65,0.14,0.00,0.00,0.00,0.00,20.9,0.14,0.94,https://fbref.com/en/players/cd384d5a/Oday-Dabbagh,cd384d5a,Jupiler Pro League
78,Erdon Daci,MKD,FW,Westerlo,25-188,1998,6.9,22.9,20.6,2.32,0.00,0.00,0.14,1.30,0.00,0.00,0.00,0.00,0.00,15.8,0.00,1.59,https://fbref.com/en/players/dc07ee94/Erdon-Daci,dc07ee94,Jupiler Pro League
79,Jón Dagur Þorsteinsson,ISL,"FW,MF",OH Leuven,25-043,1998,13.7,35.8,31.5,3.94,0.80,0.07,0.29,3.43,1.24,1.61,0.36,0.51,0.00,23.5,0.36,2.04,https://fbref.com/en/players/474beb8b/Jon-Dagur-Thorsteinsson,474beb8b,Jupiler Pro League
80,Niklo Dailly,BEL,"MF,DF",RWD Molenbeek,22-063,2001,3.6,31.4,29.7,1.67,0.00,0.00,0.56,1.11,1.67,0.00,0.00,0.00,0.00,22.8,0.00,1.39,https://fbref.com/en/players/708260fd/Niklo-Dailly,708260fd,Jupiler Pro League
81,Jesper Daland,NOR,DF,Cercle Brugge,24-002,2000,18.1,38.7,38.0,0.44,0.33,0.00,0.06,0.22,0.11,0.00,0.00,0.00,0.00,24.1,0.22,0.55,https://fbref.com/en/players/6e17d441/Jesper-Daland,6e17d441,Jupiler Pro League
82,Jason Davidson,AUS,DF,Eupen,32-193,1991,16.1,61.0,52.9,7.52,1.99,0.12,0.99,1.86,5.53,0.00,0.00,0.00,0.00,45.3,0.62,1.37,https://fbref.com/en/players/46bcd68d/Jason-Davidson,46bcd68d,Jupiler Pro League
83,Isaak Davies,WAL,FW,Kortrijk,22-105,2001,10.8,11.2,8.70,2.41,0.00,0.00,0.09,0.56,0.09,0.00,0.00,0.00,0.00,7.69,0.09,0.83,https://fbref.com/en/players/8199addf/Isaak-Davies,8199addf,Jupiler Pro League
84,Maxim De Cuyper,BEL,DF,Club Brugge,23-017,2000,16.1,74.8,61.3,13.3,1.74,0.12,0.75,6.52,8.14,3.42,2.36,0.50,0.00,59.1,0.19,0.81,https://fbref.com/en/players/d494882e/Maxim-De-Cuyper,d494882e,Jupiler Pro League
85,Ritchie De Laet,BEL,DF,Antwerp,35-041,1988,10.9,69.5,60.0,9.17,1.38,0.09,0.09,1.19,7.61,0.00,0.00,0.00,0.00,58.0,0.37,0.55,https://fbref.com/en/players/dc234f98/Ritchie-De-Laet,dc234f98,Jupiler Pro League
86,Dion De Neve,BEL,"DF,MF",Kortrijk,21-210,2002,15.4,44.4,34.5,9.81,0.39,0.00,0.19,5.26,9.42,0.00,0.00,0.00,0.00,30.8,0.06,1.75,https://fbref.com/en/players/7d89f763/Dion-De-Neve,7d89f763,Jupiler Pro League
87,Alexis De Sart,BEL,MF,RWD Molenbeek,27-057,1996,5.0,37.0,35.4,1.00,0.60,0.80,0.00,0.40,0.40,0.00,0.00,0.00,0.00,26.0,0.60,0.80,https://fbref.com/en/players/a8eec09a/Alexis-De-Sart,a8eec09a,Jupiler Pro League
88,Julien De Sart,BEL,MF,Gent,29-016,1994,18.4,59.9,57.6,2.01,1.74,0.05,1.96,0.60,0.16,0.11,0.00,0.05,0.00,45.6,0.38,1.03,https://fbref.com/en/players/33332e0b/Julien-De-Sart,33332e0b,Jupiler Pro League
89,Nils De Wilde,BEL,MF,Cercle Brugge,20-346,2003,7.5,37.1,33.3,3.47,3.07,0.13,0.13,0.93,0.13,0.27,0.00,0.27,0.00,23.6,0.27,0.67,https://fbref.com/en/players/9b13056d/Nils-De-Wilde,9b13056d,Jupiler Pro League
90,Zeno Debast,BEL,DF,Anderlecht,20-076,2003,17.6,68.1,65.2,2.67,2.50,0.06,1.53,0.40,0.17,0.00,0.00,0.00,0.00,56.5,0.23,0.45,https://fbref.com/en/players/064461b7/Zeno-Debast,064461b7,Jupiler Pro League
91,Massimo Decoene,BEL,FW,Kortrijk,19-331,2004,0.1,130.0,110.0,20.0,0.00,0.00,0.00,10.0,20.0,0.00,0.00,0.00,0.00,90.0,0.00,0.00,https://fbref.com/en/players/933bf933/Massimo-Decoene,933bf933,Jupiler Pro League
92,Robbe Decostere,BEL,DF,Cercle Brugge,25-245,1998,0.0,7,5,2,0,0,0,0,2,0,0,0,0,4,0,0,https://fbref.com/en/players/5220221c/Robbe-Decostere,5220221c,Jupiler Pro League
93,Théo Defourny,BEL,GK,RWD Molenbeek,31-258,1992,19.8,30.4,20.3,9.95,3.08,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,20.2,0.15,0.00,https://fbref.com/en/players/b21f2a09/Theo-Defourny,b21f2a09,Jupiler Pro League
94,Thomas Delaney,DEN,"MF,DF",Anderlecht,32-127,1991,9.1,50.2,48.6,1.54,0.66,0.00,0.22,1.21,0.22,0.00,0.00,0.00,0.00,35.5,0.11,1.54,https://fbref.com/en/players/fe641c1a/Thomas-Delaney,fe641c1a,Jupiler Pro League
95,Martin Delavallée,BEL,GK,Charleroi,19-296,2004,0.0,3,1,2,0,0,0,0,0,0,0,0,0,3,0,0,https://fbref.com/en/players/6e9c13e6/Martin-Delavallee,6e9c13e6,Jupiler Pro League
96,Hannes Delcroix,BEL,DF,Anderlecht,24-314,1999,0.1,10.0,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,https://fbref.com/en/players/b737f944/Hannes-Delcroix,b737f944,Jupiler Pro League
