Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Player Link_,Player ID_,Competition
154,Alexis Flips,FRA,"FW,MF",Anderlecht,24-103,2000,4.2,4.76,4.72,1.90,1.90,0.24,0.00,0.71,0.00,0.24,0.24,0.24,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/caef7840/Alexis-Flips,caef7840,Jupiler Pro League
155,Malick Fofana,BEL,"DF,MF",Gent,19-030,2005,12.7,4.65,4.65,3.46,0.00,0.55,0.24,0.39,0.00,0.47,0.47,0.24,0.00,0.08,0.00,0.16,0.00,https://fbref.com/en/players/8236f673/Malick-Fofana,8236f673,Jupiler Pro League
156,Núrio Fortuna,ANG,DF,Gent,29-037,1995,4.4,1.14,1.15,0.91,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/16c149b8/Nurio-Fortuna,16c149b8,Jupiler Pro League
157,Marlon Fossey,USA,DF,Standard Liège,25-234,1998,18.0,2.22,2.22,1.72,0.06,0.28,0.06,0.11,0.00,0.33,0.33,0.17,0.00,0.06,0.06,0.06,0.00,https://fbref.com/en/players/c7b9e548/Marlon-Fossey,c7b9e548,Jupiler Pro League
158,Iver Fossum,NOR,"MF,FW",Kortrijk,27-290,1996,1.9,1.58,1.59,0.53,1.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/ce218223/Iver-Fossum,ce218223,Jupiler Pro League
159,Daam Foulon,BEL,"DF,MF",Mechelen,25-038,1999,28.2,1.74,1.74,1.28,0.14,0.14,0.04,0.11,0.04,0.32,0.32,0.21,0.00,0.07,0.00,0.04,0.00,https://fbref.com/en/players/658d44be/Daam-Foulon,658d44be,Jupiler Pro League
160,Guillaume François,BEL,DF,Union SG,33-332,1990,0.8,1.25,1.32,0.00,0.00,0.00,0.00,1.25,0.00,1.25,1.32,0.00,0.00,0.00,0.00,1.25,0.00,https://fbref.com/en/players/9a794238/Guillaume-Francois,9a794238,Jupiler Pro League
161,Matija Frigan,CRO,FW,Westerlo,21-079,2003,11.2,,,,,,,,,,,,,,,,,https://fbref.com/en/players/6fa81fa5/Matija-Frigan,6fa81fa5,Jupiler Pro League
162,Haruya Fujii,JPN,DF,Kortrijk,23-126,2000,5.0,0.80,0.80,0.80,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.20,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/8689fa0a/Haruya-Fujii,8689fa0a,Jupiler Pro League
163,Joel Fujita,JPN,MF,Sint-Truiden,22-074,2002,9.9,2.73,2.72,2.63,0.00,0.00,0.00,0.10,0.00,0.20,0.20,0.20,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/e57ebd24/Joel-Fujita,e57ebd24,Jupiler Pro League
164,Matías Galarza,ARG,MF,Genk,22-057,2002,14.4,2.43,2.43,2.01,0.07,0.14,0.14,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/ea26f62e/Matias-Galarza,ea26f62e,Jupiler Pro League
165,Omri Gandelman,ISR,MF,Gent,23-350,2000,8.7,2.07,2.06,1.15,0.00,0.11,0.57,0.11,0.11,0.34,0.34,0.23,0.00,0.00,0.11,0.00,0.00,https://fbref.com/en/players/e4b121b3/Omri-Gandelman,e4b121b3,Jupiler Pro League
166,Munashe Garan'anga,ZIM,DF,Mechelen,23-103,2001,4.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/d27a449b/Munashe-Garananga,d27a449b,Jupiler Pro League
167,Federico Gattoni,ARG,DF,Anderlecht,25-074,1999,1.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/86087757/Federico-Gattoni,86087757,Jupiler Pro League
168,Yann Gboho,FRA,"MF,FW",Cercle Brugge,23-107,2001,15.4,4.42,4.42,3.25,0.00,0.45,0.45,0.13,0.13,0.26,0.26,0.26,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/6be41a31/Yann-Gboho,6be41a31,Jupiler Pro League
169,Théo Gécé,BEL,MF,RWD Molenbeek,23-047,2001,1.4,0.71,0.70,0.00,0.00,0.00,0.00,0.00,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/9aea3176/Theo-Gece,9aea3176,Jupiler Pro League
170,Pieter Gerkens,BEL,"MF,FW",Gent,28-261,1995,10.1,2.48,2.46,1.88,0.40,0.00,0.10,0.10,0.00,0.30,0.30,0.10,0.10,0.00,0.00,0.10,0.00,https://fbref.com/en/players/e45ee4bc/Pieter-Gerkens,e45ee4bc,Jupiler Pro League
171,Nick Gillekens,BEL,GK,Westerlo,28-300,1995,4.0,0.50,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/e1143dbd/Nick-Gillekens,e1143dbd,Jupiler Pro League
172,Bruno Godeau,BEL,DF,Sint-Truiden,31-356,1992,27.5,0.91,0.91,0.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/e0551ca0/Bruno-Godeau,e0551ca0,Jupiler Pro League
173,Fernand Gouré,CIV,"FW,MF",Westerlo,22-018,2002,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/a185343a/Fernand-Goure,a185343a,Jupiler Pro League
174,Makhtar Gueye,SEN,FW,RWD Molenbeek,26-148,1997,24.2,1.40,1.40,0.95,0.00,0.29,0.12,0.04,0.00,0.17,0.17,0.08,0.00,0.00,0.04,0.04,0.00,https://fbref.com/en/players/92b1763b/Makhtar-Gueye,92b1763b,Jupiler Pro League
175,Parfait Guiagon,CIV,"MF,FW",Charleroi,23-068,2001,15.2,2.76,2.77,2.17,0.00,0.33,0.13,0.13,0.00,0.33,0.33,0.20,0.00,0.07,0.07,0.00,0.00,https://fbref.com/en/players/5d8c77cf/Parfait-Guiagon,5d8c77cf,Jupiler Pro League
176,Muhammed Gümüskaya,TUR,MF,Westerlo,23-120,2001,0.9,4.44,4.56,2.22,1.11,0.00,0.00,1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/f804cfd9/Muhammed-Gumuskaya,f804cfd9,Jupiler Pro League
177,Pape Habib Guèye,SEN,FW,Kortrijk,24-223,1999,0.1,20.0,20.00,0.00,0.00,20.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/8c5f4501/Pape-Habib-Gueye,8c5f4501,Jupiler Pro League
178,Anouar Ait El Hadj,BEL,"MF,FW",Genk,22-010,2002,3.1,3.23,3.18,2.58,0.32,0.00,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/eb7f2e19/Anouar-Ait-El-Hadj,eb7f2e19,Jupiler Pro League
179,Bakary Haidara,CIV,DF,Westerlo,18-334,2005,3.9,0.51,0.51,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/e79b24cd/Bakary-Haidara,e79b24cd,Jupiler Pro League
180,Geoffry Hairemans,BEL,"FW,MF",Mechelen,32-192,1991,23.1,5.02,5.02,3.42,1.34,0.04,0.09,0.13,0.00,0.30,0.30,0.17,0.09,0.00,0.00,0.04,0.00,https://fbref.com/en/players/64aaee47/Geoffry-Hairemans,64aaee47,Jupiler Pro League
181,Daiki Hashioka,JPN,"DF,MF",Sint-Truiden,24-349,1999,16.7,1.86,1.86,1.50,0.00,0.06,0.24,0.00,0.06,0.24,0.24,0.18,0.00,0.00,0.06,0.00,0.00,https://fbref.com/en/players/10cb48b7/Daiki-Hashioka,10cb48b7,Jupiler Pro League
182,Dogucan Haspolat,TUR,MF,Westerlo,24-079,2000,5.2,1.92,1.92,1.35,0.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/f0f64209/Dogucan-Haspolat,f0f64209,Jupiler Pro League
183,Ibe Hautekiet,BEL,DF,Standard Liège,22-017,2002,0.6,6.67,6.21,3.33,0.00,1.67,0.00,0.00,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/2ca07ad3/Ibe-Hautekiet,2ca07ad3,Jupiler Pro League
184,Isaac Hayden,ENG,MF,Standard Liège,29-039,1995,7.4,1.22,1.21,0.95,0.00,0.14,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/c951a6df/Isaac-Hayden,c951a6df,Jupiler Pro League
185,Thorgan Hazard,BEL,"FW,MF",Anderlecht,31-032,1993,15.3,4.25,4.25,2.94,0.72,0.13,0.20,0.20,0.07,0.72,0.72,0.46,0.07,0.00,0.07,0.13,0.00,https://fbref.com/en/players/50871bcc/Thorgan-Hazard,50871bcc,Jupiler Pro League
186,David Henen,TOG,"MF,DF",Kortrijk,28-011,1996,2.9,2.76,2.72,1.72,0.34,0.69,0.00,0.00,0.00,0.34,0.34,0.34,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/4c13c3b9/David-Henen,4c13c3b9,Jupiler Pro League
187,Laurent Henkinet,BEL,GK,Standard Liège,31-229,1992,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/362106da/Laurent-Henkinet,362106da,Jupiler Pro League
188,Jonathan Heris,BEL,DF,RWD Molenbeek,33-240,1990,9.7,1.24,1.24,1.13,0.00,0.10,0.00,0.00,0.00,0.31,0.31,0.31,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/906458fa/Jonathan-Heris,906458fa,Jupiler Pro League
189,Daan Heymans,BEL,"MF,FW",Charleroi,24-320,1999,18.5,1.84,1.84,1.46,0.00,0.05,0.22,0.11,0.00,0.11,0.11,0.11,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/6d70c771/Daan-Heymans,6d70c771,Jupiler Pro League
190,Bryan Heynen,BEL,MF,Genk,27-084,1997,23.5,2.47,2.47,2.21,0.04,0.00,0.21,0.00,0.00,0.38,0.38,0.30,0.00,0.00,0.09,0.00,0.00,https://fbref.com/en/players/360e3062/Bryan-Heynen,360e3062,Jupiler Pro League
191,Andrew Hjulsager,DEN,"MF,FW",Gent,29-106,1995,7.9,4.56,4.56,3.29,0.38,0.25,0.51,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/2ef16f06/Andrew-Hjulsager,2ef16f06,Jupiler Pro League
192,Raphael Holzhauser,AUT,MF,OH Leuven,31-074,1993,0.8,3.75,3.75,2.50,0.00,0.00,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/2f9c21da/Raphael-Holzhauser,2f9c21da,Jupiler Pro League
193,Shion Homma,JPN,FW,Club Brugge,23-265,2000,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/7e400f5a/Shion-Homma,7e400f5a,Jupiler Pro League
194,Patrik Hrošovský,SVK,MF,Genk,32-008,1992,23.7,2.57,2.58,1.94,0.38,0.04,0.08,0.08,0.04,0.30,0.30,0.25,0.00,0.04,0.00,0.00,0.00,https://fbref.com/en/players/f2d063ec/Patrik-Hrosovsky,f2d063ec,Jupiler Pro League
195,Guillaume Hubert,BEL,GK,RWD Molenbeek,30-110,1994,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/b2a71e2c/Guillaume-Hubert,b2a71e2c,Jupiler Pro League
196,Nathan Huygevelde,BEL,MF,Union SG,20-098,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,https://fbref.com/en/players/a6144c62/Nathan-Huygevelde,a6144c62,Jupiler Pro League
197,Hong Hyunseok,KOR,MF,Gent,24-319,1999,17.5,4.86,4.85,3.71,0.91,0.11,0.00,0.06,0.06,0.74,0.74,0.57,0.11,0.06,0.00,0.00,0.00,https://fbref.com/en/players/9a234cc9/Hong-Hyunseok,9a234cc9,Jupiler Pro League
198,Mounaim El Idrissy,FRA,"FW,MF",Kortrijk,25-080,1999,8.1,1.36,1.36,0.62,0.12,0.00,0.00,0.49,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/fb0ee44e/Mounaim-El-Idrissy,fb0ee44e,Jupiler Pro League
199,Marco Ilaimaharitra,MAD,MF,Charleroi,28-279,1995,23.7,2.49,2.49,2.03,0.30,0.08,0.04,0.04,0.00,0.08,0.08,0.08,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/2ef25344/Marco-Ilaimaharitra,2ef25344,Jupiler Pro League
200,George Ilenikhena,FRA,FW,Antwerp,17-258,2006,10.8,1.94,1.93,1.30,0.00,0.19,0.19,0.28,0.00,0.46,0.46,0.19,0.00,0.00,0.09,0.19,0.00,https://fbref.com/en/players/78c3ad07/George-Ilenikhena,78c3ad07,Jupiler Pro League
201,Joachim Imbrechts,SWE,GK,Union SG,22-204,2001,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/0940a7e0/Joachim-Imbrechts,0940a7e0,Jupiler Pro League
202,Ryotaro Ito,JPN,MF,Sint-Truiden,26-084,1998,19.8,3.99,3.99,3.18,0.20,0.20,0.20,0.20,0.00,0.30,0.30,0.25,0.00,0.00,0.05,0.00,0.00,https://fbref.com/en/players/8602157a/Ryotaro-Ito,8602157a,Jupiler Pro League
203,Nordin Jackers,BEL,GK,Club Brugge,26-238,1997,2.9,0.34,0.34,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/a98a9189/Nordin-Jackers,a98a9189,Jupiler Pro League
204,Vincent Janssen,NED,"FW,MF",Antwerp,29-320,1994,25.6,3.32,3.31,2.50,0.08,0.20,0.20,0.31,0.04,0.31,0.31,0.23,0.00,0.00,0.04,0.04,0.00,https://fbref.com/en/players/31dce0c8/Vincent-Janssen,31dce0c8,Jupiler Pro League
205,Wolke Janssens,BEL,DF,Sint-Truiden,29-110,1995,3.7,1.08,1.07,0.81,0.00,0.00,0.00,0.00,0.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/6fe7f397/Wolke-Janssens,6fe7f397,Jupiler Pro League
206,Edisson Jordanov,BUL,"DF,MF",Westerlo,30-327,1993,6.5,1.54,1.53,1.38,0.15,0.00,0.00,0.00,0.00,0.15,0.15,0.15,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/6492ae54/Edisson-Jordanov,6492ae54,Jupiler Pro League
207,Jutglà,ESP,FW,Club Brugge,25-089,1999,13.7,3.87,3.87,2.63,0.00,0.66,0.22,0.36,0.00,0.44,0.44,0.15,0.00,0.22,0.07,0.00,0.00,https://fbref.com/en/players/2a9f6b4d/Jutgla,2a9f6b4d,Jupiler Pro League
208,Elton Kabangu,BEL,"FW,MF",Union SG,26-082,1998,1.4,3.57,3.60,3.57,0.00,0.00,0.00,0.00,0.00,1.43,1.44,1.43,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/a4add370/Elton-Kabangu,a4add370,Jupiler Pro League
209,Abdoul Kader Yaméogo,CIV,DF,Club Brugge,19-135,2004,0.1,,,,,,,,,,,,,,,,,https://fbref.com/en/players/0b32cce5/Abdoul-Kader-Yameogo,0b32cce5,Jupiler Pro League
210,Abdelkahar Kadri,ALG,"MF,FW",Kortrijk,23-311,2000,25.4,4.53,4.53,2.83,0.71,0.39,0.20,0.31,0.08,0.20,0.20,0.12,0.04,0.00,0.00,0.04,0.00,https://fbref.com/en/players/248e61fc/Abdelkahar-Kadri,248e61fc,Jupiler Pro League
211,Marco Kana,BEL,MF,Anderlecht,21-266,2002,0.2,5.00,4.09,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/adfdc73c/Marco-Kana,adfdc73c,Jupiler Pro League
212,Marco Kana,BEL,"MF,DF",Kortrijk,21-266,2002,14.5,0.69,0.69,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/adfdc73c/Marco-Kana,adfdc73c,Jupiler Pro League
213,Ismaël Kandouss,MAR,DF,Gent,26-170,1997,24.0,0.96,0.96,0.79,0.00,0.00,0.04,0.08,0.04,0.17,0.17,0.13,0.00,0.00,0.04,0.00,0.00,https://fbref.com/en/players/53342701/Ismael-Kandouss,53342701,Jupiler Pro League
214,Wilfried Kanga,CIV,FW,Standard Liège,26-069,1998,25.7,1.56,1.56,1.09,0.00,0.12,0.19,0.16,0.00,0.23,0.23,0.16,0.00,0.04,0.00,0.04,0.00,https://fbref.com/en/players/b4c816a9/Wilfried-Kanga,b4c816a9,Jupiler Pro League
215,Kings Kangwa,ZAM,MF,Kortrijk,25-024,1999,1.8,1.11,1.11,1.11,0.00,0.00,0.00,0.00,0.00,0.56,0.56,0.56,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/4123bc9a/Kings-Kangwa,4123bc9a,Jupiler Pro League
216,Hayao Kawabe,JPN,"MF,FW",Standard Liège,28-235,1995,21.5,2.84,2.84,1.63,0.84,0.05,0.23,0.09,0.00,0.33,0.33,0.19,0.14,0.00,0.00,0.00,0.00,https://fbref.com/en/players/8142a510/Hayao-Kawabe,8142a510,Jupiler Pro League
217,Fatih Kaya,,FW,Sint-Truiden,24-169,1999,13.0,2.46,2.47,1.54,0.08,0.15,0.46,0.23,0.00,0.08,0.08,0.08,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/3e56a918/Fatih-Kaya,3e56a918,Jupiler Pro League
218,Joris Kayembe,COD,DF,Genk,29-266,1994,14.1,2.48,2.48,2.34,0.07,0.00,0.00,0.00,0.07,0.35,0.35,0.35,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/4657faba/Joris-Kayembe,4657faba,Jupiler Pro League
219,Emilio Kehrer,GER,"MF,DF",Cercle Brugge,22-041,2002,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/ae77ae22/Emilio-Kehrer,ae77ae22,Jupiler Pro League
220,Amadou Keita,GUI,"MF,FW",Eupen,22-185,2001,15.1,2.32,2.31,1.85,0.00,0.07,0.07,0.26,0.07,0.13,0.13,0.13,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/1a2098a4/Amadou-Keita,1a2098a4,Jupiler Pro League
221,Mandela Keita,BEL,MF,OH Leuven,21-356,2002,0.7,1.43,1.43,1.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/f5692b25/Mandela-Keita,f5692b25,Jupiler Pro League
222,Mandela Keita,BEL,MF,Antwerp,21-356,2002,16.5,1.70,1.70,1.52,0.00,0.06,0.00,0.00,0.12,0.18,0.18,0.12,0.00,0.00,0.00,0.00,0.06,https://fbref.com/en/players/f5692b25/Mandela-Keita,f5692b25,Jupiler Pro League
223,Gyrano Kerk,NED,"FW,MF",Antwerp,28-150,1995,9.8,2.04,2.04,1.43,0.00,0.10,0.51,0.00,0.00,0.20,0.20,0.10,0.00,0.00,0.10,0.00,0.00,https://fbref.com/en/players/eb907bfc/Gyrano-Kerk,eb907bfc,Jupiler Pro League
224,Bilal El Khannouss,MAR,MF,Genk,19-356,2004,24.2,6.07,6.07,3.88,1.57,0.33,0.17,0.08,0.04,0.50,0.50,0.33,0.08,0.04,0.04,0.00,0.00,https://fbref.com/en/players/f7042636/Bilal-El-Khannouss,f7042636,Jupiler Pro League
225,Sofian Kiyine,MAR,"MF,FW",OH Leuven,26-211,1997,3.2,1.56,1.59,1.56,0.00,0.00,0.00,0.00,0.00,0.31,0.32,0.31,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/ce1806be/Sofian-Kiyine,ce1806be,Jupiler Pro League
226,Willian Klaus,BRA,DF,RWD Molenbeek,30-110,1994,13.8,0.22,0.22,0.14,0.00,0.00,0.07,0.00,0.00,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/ddc86898/Willian-Klaus,ddc86898,Jupiler Pro League
227,Stefan Knežević,SUI,DF,Charleroi,27-183,1996,9.2,0.76,0.76,0.43,0.22,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/bf87bb6e/Stefan-Knezevic,bf87bb6e,Jupiler Pro League
228,Hervé Koffi,BFA,GK,Charleroi,27-197,1996,26.0,0.04,0.04,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/faf873a7/Herve-Koffi,faf873a7,Jupiler Pro League
229,Aboubakary Koita,MTN,"MF,FW",Sint-Truiden,25-223,1998,25.3,5.22,5.23,2.49,0.40,1.15,0.36,0.67,0.16,0.47,0.48,0.16,0.00,0.16,0.12,0.04,0.00,https://fbref.com/en/players/6e1e6687/Aboubakary-Koita,6e1e6687,Jupiler Pro League
230,Mory Konaté,GUI,"MF,DF",Mechelen,30-167,1993,13.5,1.04,1.03,0.96,0.00,0.00,0.07,0.00,0.00,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/9dc7a01e/Mory-Konate,9dc7a01e,Jupiler Pro League
231,Youssouf Koné,MLI,DF,RWD Molenbeek,28-300,1995,6.2,0.48,0.48,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/e6eadfb8/Youssouf-Kone,e6eadfb8,Jupiler Pro League
232,Jan Král,CZE,DF,Eupen,25-025,1999,9.0,1.22,1.22,1.22,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.11,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/50ac120d/Jan-Kral,50ac120d,Jupiler Pro League
233,Sven Kums,BEL,MF,Gent,36-064,1988,21.5,4.33,4.33,3.12,1.12,0.05,0.00,0.00,0.05,0.37,0.37,0.19,0.19,0.00,0.00,0.00,0.00,https://fbref.com/en/players/83534f30/Sven-Kums,83534f30,Jupiler Pro League
234,Bram Lagae,BEL,DF,Gent,20-107,2004,1.5,2.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/30d0fa15/Bram-Lagae,30d0fa15,Jupiler Pro League
235,Konstantinos Laifis,CYP,DF,Standard Liège,30-347,1993,18.7,0.80,0.80,0.80,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.11,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/ebca82e8/Konstantinos-Laifis,ebca82e8,Jupiler Pro League
236,Boris lambert,BEL,"MF,DF",Eupen,24-020,2000,15.8,1.33,1.33,1.08,0.00,0.19,0.00,0.00,0.06,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/d81c072d/Boris-lambert,d81c072d,Jupiler Pro League
237,Loïc Lapoussin,MAD,"DF,MF",Union SG,28-034,1996,23.0,3.83,3.82,3.00,0.13,0.39,0.26,0.04,0.00,0.43,0.43,0.22,0.00,0.09,0.13,0.00,0.00,https://fbref.com/en/players/8b5504e1/Loic-Lapoussin,8b5504e1,Jupiler Pro League
238,Lion Lauberbach,GER,FW,Mechelen,26-075,1998,19.2,1.67,1.67,1.25,0.00,0.16,0.26,0.00,0.00,0.16,0.16,0.10,0.00,0.00,0.05,0.00,0.00,https://fbref.com/en/players/be738efd/Lion-Lauberbach,be738efd,Jupiler Pro League
239,Dimitri Lavalée,BEL,DF,Mechelen,27-108,1997,2.1,0.48,0.48,0.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/50e73475/Dimitri-Lavalee,50e73475,Jupiler Pro League
240,Florian Le Joncour,FRA,DF,RWD Molenbeek,29-087,1995,9.7,0.52,0.52,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/3a229338/Florian-Le-Joncour,3a229338,Jupiler Pro League
241,Félix Lemaréchal,FRA,"MF,FW",Cercle Brugge,20-267,2003,17.4,5.17,5.19,3.22,0.92,0.34,0.29,0.23,0.17,0.34,0.35,0.17,0.11,0.00,0.06,0.00,0.00,https://fbref.com/en/players/8ca9415f/Felix-Lemarechal,8ca9415f,Jupiler Pro League
242,Theo Leoni,BEL,MF,Anderlecht,24-009,2000,21.1,3.27,3.27,2.89,0.24,0.00,0.09,0.00,0.05,0.57,0.57,0.52,0.05,0.00,0.00,0.00,0.00,https://fbref.com/en/players/afc923fc/Theo-Leoni,afc923fc,Jupiler Pro League
243,Fedde Leysen,BEL,DF,Union SG,20-296,2003,3.7,1.08,1.07,1.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/19b3caf7/Fedde-Leysen,19b3caf7,Jupiler Pro League
244,Tobe Leysen,BEL,GK,OH Leuven,22-052,2002,16.0,0.25,0.25,0.19,0.06,0.00,0.00,0.00,0.00,0.06,0.06,0.06,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/098525c6/Tobe-Leysen,098525c6,Jupiler Pro League
245,Jonas Lietaert,BEL,"DF,MF",Cercle Brugge,19-289,2004,1.9,1.05,1.04,0.53,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/9e00bc43/Jonas-Lietaert,9e00bc43,Jupiler Pro League
246,Heinz Lindner,AUT,GK,Union SG,33-288,1990,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/0bfaa3b2/Heinz-Lindner,0bfaa3b2,Jupiler Pro League
247,Justin Lonwijk,NED,"MF,FW",Anderlecht,24-131,1999,0.5,2.00,2.14,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/9cf14be5/Justin-Lonwijk,9cf14be5,Jupiler Pro League
248,Senne Lynen,BEL,MF,Union SG,25-071,1999,2.0,4.50,4.50,2.50,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/0ed60738/Senne-Lynen,0ed60738,Jupiler Pro League
