Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Player Link_,Player ID_,Competition
60,Merveille Bokadi,COD,DF,Standard Liège,31-345,1992,14.5,0.48,0.48,0.34,0.00,0.07,0.00,0.07,0.00,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/4398b5cb/Merveille-Bokadi,4398b5cb,Jupiler Pro League
61,Sinan Bolat,TUR,GK,Westerlo,35-240,1988,26.0,0.19,0.19,0.15,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/fe7d8182/Sinan-Bolat,fe7d8182,Jupiler Pro League
62,Boli Bolingoli-Mbombo,BEL,DF,Mechelen,28-304,1995,0.9,1.11,1.18,1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/c603ad6a/Boli-Bolingoli-Mbombo,c603ad6a,Jupiler Pro League
63,Christopher Bonsu Baah,GHA,FW,Genk,19-138,2004,13.2,5.30,5.29,3.48,0.00,1.06,0.15,0.53,0.08,0.15,0.15,0.15,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/b636755a/Christopher-Bonsu-Baah,b636755a,Jupiler Pro League
64,Jordan Bos,AUS,DF,Westerlo,21-184,2002,19.0,2.47,2.47,1.74,0.05,0.26,0.16,0.21,0.05,0.11,0.11,0.00,0.00,0.00,0.05,0.05,0.00,https://fbref.com/en/players/8070a9fd/Jordan-Bos,8070a9fd,Jupiler Pro League
65,Mohamed Bouchouari,BEL,DF,Anderlecht,23-167,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,https://fbref.com/en/players/2f52874b/Mohamed-Bouchouari,2f52874b,Jupiler Pro League
66,Mehdi Boukamir,MAR,DF,Charleroi,20-095,2004,5.2,0.77,0.77,0.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/f949956e/Mehdi-Boukamir,f949956e,Jupiler Pro League
67,Dedryck Boyata,BEL,"DF,MF",Club Brugge,33-154,1990,2.0,0.50,0.51,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/7c473e12/Dedryck-Boyata,7c473e12,Jupiler Pro League
68,Jonatan Braut Brunes,NOR,FW,OH Leuven,23-267,2000,11.8,1.95,1.95,1.53,0.00,0.00,0.17,0.25,0.00,0.25,0.25,0.17,0.00,0.00,0.00,0.08,0.00,https://fbref.com/en/players/36adbbe0/Jonatan-Braut-Brunes,36adbbe0,Jupiler Pro League
69,Archie Brown,ENG,DF,Gent,21-338,2002,18.3,2.40,2.40,1.75,0.11,0.16,0.05,0.22,0.11,0.16,0.16,0.16,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/028b8d59/Archie-Brown,028b8d59,Jupiler Pro League
70,Massimo Bruno,BEL,"MF,FW",Kortrijk,30-226,1993,12.6,3.10,3.10,2.38,0.24,0.16,0.16,0.16,0.00,0.24,0.24,0.24,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/4e18cf1c/Massimo-Bruno,4e18cf1c,Jupiler Pro League
71,Tajon Buchanan,CAN,DF,Club Brugge,25-082,1999,9.2,2.39,2.39,1.41,0.22,0.54,0.11,0.11,0.00,0.54,0.54,0.33,0.11,0.11,0.00,0.00,0.00,https://fbref.com/en/players/3aca6420/Tajon-Buchanan,3aca6420,Jupiler Pro League
72,Christian Burgess,ENG,DF,Union SG,32-206,1991,27.5,0.55,0.55,0.33,0.00,0.00,0.18,0.00,0.04,0.04,0.04,0.00,0.00,0.00,0.04,0.00,0.00,https://fbref.com/en/players/f8766ef9/Christian-Burgess,f8766ef9,Jupiler Pro League
73,Jean Butez,FRA,GK,Antwerp,28-327,1995,30.0,0.23,0.23,0.23,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/7f40333d/Jean-Butez,7f40333d,Jupiler Pro League
74,Etienne Camara,FRA,MF,Charleroi,21-031,2003,3.8,1.05,1.06,1.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/ba02a571/Etienne-Camara,ba02a571,Jupiler Pro League
75,Ilay Camara,BEL,"DF,MF",RWD Molenbeek,21-103,2003,17.8,1.97,1.97,1.46,0.22,0.06,0.00,0.11,0.11,0.45,0.45,0.45,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/18dec985/Ilay-Camara,18dec985,Jupiler Pro League
76,Cihan Çanak,TUR,"DF,MF",Standard Liège,19-097,2005,6.9,4.06,4.05,1.88,1.16,0.29,0.14,0.43,0.14,0.29,0.29,0.29,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/0863fb00/Cihan-Canak,0863fb00,Jupiler Pro League
77,Alessio Castro-Montes,BEL,DF,Gent,26-349,1997,0.7,2.86,2.77,2.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/742a4995/Alessio-Castro-Montes,742a4995,Jupiler Pro League
78,Alessio Castro-Montes,BEL,DF,Union SG,26-349,1997,20.8,3.03,3.02,2.26,0.48,0.10,0.00,0.14,0.05,0.29,0.29,0.24,0.00,0.05,0.00,0.00,0.00,https://fbref.com/en/players/742a4995/Alessio-Castro-Montes,742a4995,Jupiler Pro League
79,Nacer Chadli,BEL,"MF,FW",Westerlo,34-272,1989,7.9,2.66,2.66,2.41,0.13,0.00,0.13,0.00,0.00,0.51,0.51,0.51,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/5b54bf3b/Nacer-Chadli,5b54bf3b,Jupiler Pro League
80,Youssef Challouk,BEL,"MF,FW",Kortrijk,28-246,1995,0.5,4.00,4.29,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/ab5315ff/Youssef-Challouk,ab5315ff,Jupiler Pro League
81,Regan Charles-Cook,GRN,"FW,MF",Eupen,27-076,1997,14.9,2.35,2.35,1.54,0.13,0.34,0.07,0.20,0.07,0.20,0.20,0.13,0.00,0.07,0.00,0.00,0.00,https://fbref.com/en/players/a67ddd86/Regan-Charles-Cook,a67ddd86,Jupiler Pro League
82,Isaac Christie-Davies,WAL,MF,Eupen,26-195,1997,6.3,1.59,1.60,1.59,0.00,0.00,0.00,0.00,0.00,0.48,0.48,0.48,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/aa62bd5a/Isaac-Christie-Davies,aa62bd5a,Jupiler Pro League
83,Elias Cobbaut,BEL,DF,Mechelen,26-158,1997,24.0,0.83,0.83,0.79,0.00,0.00,0.04,0.00,0.00,0.04,0.04,0.04,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/e6c9d236/Elias-Cobbaut,e6c9d236,Jupiler Pro League
84,Valentin Cojocaru,ROU,GK,OH Leuven,28-212,1995,3.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/04d9bce8/Valentin-Cojocaru,04d9bce8,Jupiler Pro League
85,Antoine Colassin,BEL,FW,Anderlecht,23-064,2001,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/2dfd8f7b/Antoine-Colassin,2dfd8f7b,Jupiler Pro League
86,Jo Coppens,BEL,GK,Sint-Truiden,33-131,1990,4.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/62f1c758/Jo-Coppens,62f1c758,Jupiler Pro League
87,Kobe Corbanie,BEL,"DF,MF",Antwerp,18-356,2005,1.6,2.50,2.43,1.88,0.63,0.00,0.00,0.00,0.00,1.25,1.22,0.63,0.63,0.00,0.00,0.00,0.00,https://fbref.com/en/players/9b909569/Kobe-Corbanie,9b909569,Jupiler Pro League
88,Gaëtan Coucke,BEL,GK,Mechelen,25-149,1998,30.0,0.17,0.17,0.13,0.03,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,0.00,0.00,0.00,0.00,https://fbref.com/en/players/c56ee8f7/Gaetan-Coucke,c56ee8f7,Jupiler Pro League
89,Soumaïla Coulibaly,FRA,DF,Antwerp,20-199,2003,15.1,0.66,0.66,0.60,0.00,0.00,0.07,0.00,0.00,0.20,0.20,0.20,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/9dff291c/Soumaila-Coulibaly,9dff291c,Jupiler Pro League
90,Carlos Cuesta,COL,DF,Genk,25-052,1999,22.8,0.70,0.70,0.66,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/574fff8c/Carlos-Cuesta,574fff8c,Jupiler Pro League
91,Hugo Cuypers,BEL,FW,Gent,27-083,1997,18.1,1.88,1.88,1.27,0.00,0.11,0.28,0.17,0.06,0.17,0.17,0.00,0.00,0.00,0.11,0.06,0.00,https://fbref.com/en/players/9f417f8c/Hugo-Cuypers,9f417f8c,Jupiler Pro League
92,Oday Dabbagh,PLE,FW,Charleroi,25-149,1998,16.3,2.21,2.22,1.78,0.00,0.25,0.06,0.12,0.00,0.37,0.37,0.18,0.00,0.06,0.00,0.12,0.00,https://fbref.com/en/players/cd384d5a/Oday-Dabbagh,cd384d5a,Jupiler Pro League
93,Erdon Daci,MKD,FW,Westerlo,25-301,1998,7.7,1.82,1.81,1.30,0.00,0.00,0.52,0.00,0.00,0.13,0.13,0.13,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/dc07ee94/Erdon-Daci,dc07ee94,Jupiler Pro League
94,Jón Dagur Þorsteinsson,ISL,"FW,MF",OH Leuven,25-156,1998,20.3,3.50,3.50,2.22,0.74,0.10,0.20,0.25,0.00,0.25,0.25,0.15,0.10,0.00,0.00,0.00,0.00,https://fbref.com/en/players/474beb8b/Jon-Dagur-Thorsteinsson,474beb8b,Jupiler Pro League
95,Niklo Dailly,BEL,"MF,DF",RWD Molenbeek,22-176,2001,3.6,2.22,2.19,1.67,0.00,0.28,0.28,0.00,0.00,0.28,0.27,0.28,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/708260fd/Niklo-Dailly,708260fd,Jupiler Pro League
96,Jesper Daland,NOR,DF,Cercle Brugge,24-115,2000,28.1,1.25,1.25,1.03,0.00,0.07,0.11,0.00,0.04,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/6e17d441/Jesper-Daland,6e17d441,Jupiler Pro League
97,Achraf Dari,MAR,DF,Charleroi,24-360,1999,3.5,0.57,0.57,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/5069b796/Achraf-Dari,5069b796,Jupiler Pro League
98,Jason Davidson,AUS,DF,Eupen,32-306,1991,25.9,1.54,1.54,1.24,0.15,0.00,0.08,0.04,0.04,0.12,0.12,0.12,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/46bcd68d/Jason-Davidson,46bcd68d,Jupiler Pro League
99,Isaak Davies,WAL,FW,Kortrijk,22-218,2001,19.2,1.15,1.15,0.73,0.05,0.10,0.16,0.10,0.00,0.05,0.05,0.00,0.00,0.00,0.05,0.00,0.00,https://fbref.com/en/players/8199addf/Isaak-Davies,8199addf,Jupiler Pro League
100,Maxim De Cuyper,BEL,DF,Club Brugge,23-130,2000,24.0,4.21,4.21,2.63,1.25,0.08,0.17,0.08,0.00,0.33,0.33,0.25,0.08,0.00,0.00,0.00,0.00,https://fbref.com/en/players/d494882e/Maxim-De-Cuyper,d494882e,Jupiler Pro League
101,Ritchie De Laet,BEL,DF,Antwerp,35-154,1988,10.9,1.56,1.56,1.28,0.09,0.00,0.18,0.00,0.00,0.18,0.18,0.09,0.00,0.00,0.09,0.00,0.00,https://fbref.com/en/players/dc234f98/Ritchie-De-Laet,dc234f98,Jupiler Pro League
102,Dion De Neve,BEL,"DF,MF",Kortrijk,21-323,2002,21.4,1.92,1.92,1.40,0.19,0.19,0.09,0.00,0.05,0.14,0.14,0.05,0.05,0.05,0.00,0.00,0.00,https://fbref.com/en/players/7d89f763/Dion-De-Neve,7d89f763,Jupiler Pro League
103,Alexis De Sart,BEL,MF,RWD Molenbeek,27-170,1996,5.4,2.41,2.42,1.67,0.00,0.19,0.56,0.00,0.00,0.74,0.74,0.37,0.00,0.19,0.19,0.00,0.00,https://fbref.com/en/players/a8eec09a/Alexis-De-Sart,a8eec09a,Jupiler Pro League
104,Julien De Sart,BEL,MF,Gent,29-129,1994,28.3,2.58,2.58,2.01,0.07,0.00,0.32,0.07,0.11,0.32,0.32,0.18,0.00,0.00,0.11,0.00,0.04,https://fbref.com/en/players/33332e0b/Julien-De-Sart,33332e0b,Jupiler Pro League
105,Tibe De Vlieger,BEL,"MF,FW",Gent,18-177,2005,0.4,2.50,2.31,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/12d101ed/Tibe-De-Vlieger,12d101ed,Jupiler Pro League
106,Nils De Wilde,BEL,MF,Cercle Brugge,21-094,2003,8.0,2.50,2.50,2.00,0.38,0.13,0.00,0.00,0.00,0.25,0.25,0.25,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/9b13056d/Nils-De-Wilde,9b13056d,Jupiler Pro League
107,Zeno Debast,BEL,DF,Anderlecht,20-189,2003,27.5,1.16,1.16,0.98,0.04,0.04,0.11,0.00,0.00,0.11,0.11,0.07,0.00,0.00,0.04,0.00,0.00,https://fbref.com/en/players/064461b7/Zeno-Debast,064461b7,Jupiler Pro League
108,Massimo Decoene,BEL,FW,Kortrijk,20-079,2004,0.1,10.0,6.92,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/933bf933/Massimo-Decoene,933bf933,Jupiler Pro League
109,Robbe Decostere,BEL,DF,Cercle Brugge,25-358,1998,0.0,1,90.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,https://fbref.com/en/players/5220221c/Robbe-Decostere,5220221c,Jupiler Pro League
110,Théo Defourny,BEL,GK,RWD Molenbeek,32-005,1992,29.8,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/b21f2a09/Theo-Defourny,b21f2a09,Jupiler Pro League
111,Tristan Degreef,BEL,MF,Anderlecht,19-102,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,https://fbref.com/en/players/d5e2d63a/Tristan-Degreef,d5e2d63a,Jupiler Pro League
112,Thomas Delaney,DEN,"MF,DF",Anderlecht,32-240,1991,10.1,2.18,2.17,1.98,0.00,0.00,0.10,0.10,0.00,0.30,0.30,0.20,0.00,0.00,0.00,0.10,0.00,https://fbref.com/en/players/fe641c1a/Thomas-Delaney,fe641c1a,Jupiler Pro League
113,Martin Delavallée,BEL,GK,Charleroi,20-043,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,https://fbref.com/en/players/6e9c13e6/Martin-Delavallee,6e9c13e6,Jupiler Pro League
114,Hannes Delcroix,BEL,DF,Anderlecht,25-062,1999,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/b737f944/Hannes-Delcroix,b737f944,Jupiler Pro League
115,Mathias Delorge,BEL,MF,Sint-Truiden,19-274,2004,29.5,2.10,2.10,1.86,0.03,0.03,0.03,0.10,0.03,0.24,0.24,0.17,0.00,0.00,0.00,0.03,0.03,https://fbref.com/en/players/337b736a/Mathias-Delorge,337b736a,Jupiler Pro League
116,Olivier Deman,BEL,"DF,MF",Cercle Brugge,24-024,2000,4.2,2.86,2.84,2.14,0.24,0.24,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/13210854/Olivier-Deman,13210854,Jupiler Pro League
117,Kevin Denkey,TOG,FW,Cercle Brugge,23-152,2000,27.7,2.71,2.71,1.88,0.00,0.36,0.25,0.22,0.00,0.14,0.14,0.07,0.00,0.07,0.00,0.00,0.00,https://fbref.com/en/players/0d3585b5/Kevin-Denkey,0d3585b5,Jupiler Pro League
118,Jerome Deom,BEL,"MF,FW",Eupen,25-011,1999,8.5,2.00,2.00,1.53,0.12,0.00,0.35,0.00,0.00,0.24,0.24,0.24,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/6c4a9d2e/Jerome-Deom,6c4a9d2e,Jupiler Pro League
119,Laurent Depoitre,BEL,FW,Gent,35-145,1988,4.3,2.56,2.54,2.09,0.00,0.23,0.00,0.23,0.00,0.47,0.46,0.47,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/aa5859cb/Laurent-Depoitre,aa5859cb,Jupiler Pro League
120,Gilles Dewaele,BEL,"DF,MF",Standard Liège,28-077,1996,7.5,1.60,1.61,0.67,0.40,0.00,0.40,0.13,0.00,0.27,0.27,0.00,0.00,0.00,0.27,0.00,0.00,https://fbref.com/en/players/b25bbf9b/Gilles-Dewaele,b25bbf9b,Jupiler Pro League
121,Sada Diallo,BEL,"MF,DF",RWD Molenbeek,21-283,2002,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/605641e9/Sada-Diallo,605641e9,Jupiler Pro League
122,Amadou Diawara,GUI,MF,Anderlecht,26-288,1997,6.6,1.36,1.37,1.36,0.00,0.00,0.00,0.00,0.00,0.30,0.30,0.30,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/bf309d24/Amadou-Diawara,bf309d24,Jupiler Pro League
123,Moussa Djenepo,MLI,"DF,FW",Standard Liège,25-320,1998,16.6,2.23,2.23,1.20,0.12,0.60,0.06,0.18,0.06,0.06,0.06,0.00,0.00,0.00,0.06,0.00,0.00,https://fbref.com/en/players/254147d4/Moussa-Djenepo,254147d4,Jupiler Pro League
124,Noah Dodeigne,BEL,"DF,FW",Standard Liège,21-100,2003,0.4,2.50,2.25,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/b0cb313b/Noah-Dodeigne,b0cb313b,Jupiler Pro League
125,Kasper Dolberg,DEN,FW,Anderlecht,26-207,1997,23.9,1.67,1.67,1.42,0.00,0.04,0.04,0.13,0.04,0.25,0.25,0.25,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/cc83b74d/Kasper-Dolberg,cc83b74d,Jupiler Pro League
126,Joren Dom,BEL,"MF,DF",OH Leuven,34-153,1989,16.0,1.13,1.13,0.81,0.19,0.00,0.06,0.06,0.00,0.13,0.13,0.13,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/4b383020/Joren-Dom,4b383020,Jupiler Pro League
127,Djovkar Doudaev,BEL,DF,RWD Molenbeek,20-172,2003,2.3,0.43,0.44,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/a33d9448/Djovkar-Doudaev,a33d9448,Jupiler Pro League
128,Mahamadou Doumbia,MLI,MF,Antwerp,19-351,2004,4.1,1.22,1.23,0.73,0.00,0.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/2fafd77d/Mahamadou-Doumbia,2fafd77d,Jupiler Pro League
129,Souleyman Doumbia,CIV,DF,Standard Liège,27-219,1996,6.2,1.13,1.13,0.97,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/9daeac61/Souleyman-Doumbia,9daeac61,Jupiler Pro League
130,Vetle Dragsnes,NOR,"DF,MF",Charleroi,30-084,1994,19.5,1.64,1.64,1.18,0.31,0.05,0.05,0.00,0.05,0.21,0.21,0.21,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/6062bd22/Vetle-Dragsnes,6062bd22,Jupiler Pro League
131,Denis Drăguș,ROU,FW,Standard Liège,24-299,1999,3.5,2.86,2.88,1.43,0.00,0.86,0.57,0.00,0.00,0.29,0.29,0.00,0.00,0.00,0.29,0.00,0.00,https://fbref.com/en/players/0e490f6e/Denis-Dragus,0e490f6e,Jupiler Pro League
132,Anders Dreyer,DEN,"FW,MF",Anderlecht,25-364,1998,24.9,4.14,4.14,2.97,0.44,0.16,0.40,0.12,0.04,0.68,0.68,0.52,0.08,0.00,0.08,0.00,0.00,https://fbref.com/en/players/c6486b01/Anders-Dreyer,c6486b01,Jupiler Pro League
133,Olivier Dumont,BEL,MF,Sint-Truiden,22-055,2002,0.9,4.44,4.68,3.33,0.00,0.00,0.00,0.00,1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/e1163668/Olivier-Dumont,e1163668,Jupiler Pro League
134,Maxime Dupé,FRA,GK,Anderlecht,31-057,1993,7.0,0.43,0.43,0.29,0.14,0.00,0.00,0.00,0.00,0.14,0.14,0.14,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/0e12089d/Maxime-Dupe,0e12089d,Jupiler Pro League
135,Pierre Dwomoh,BEL,MF,RWD Molenbeek,19-314,2004,25.3,1.42,1.42,1.19,0.00,0.12,0.04,0.00,0.08,0.16,0.16,0.16,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/f2de3a43/Pierre-Dwomoh,f2de3a43,Jupiler Pro League
136,Aron Dønnum,NOR,"DF,FW",Standard Liège,26-010,1998,4.8,2.50,2.52,1.46,0.83,0.21,0.00,0.00,0.00,0.21,0.21,0.00,0.21,0.00,0.00,0.00,0.00,https://fbref.com/en/players/10cff752/Aron-Donnum,10cff752,Jupiler Pro League
137,Malcolm Ebiowei,ENG,"FW,MF",RWD Molenbeek,20-239,2003,1.6,1.25,1.23,1.25,0.00,0.00,0.00,0.00,0.00,0.63,0.62,0.63,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/fa9fa773/Malcolm-Ebiowei,fa9fa773,Jupiler Pro League
138,Dennis Eckert,GER,FW,Union SG,27-112,1997,12.6,2.38,2.37,1.90,0.00,0.08,0.24,0.16,0.00,0.40,0.40,0.32,0.00,0.00,0.00,0.08,0.00,https://fbref.com/en/players/7f8fb807/Dennis-Eckert,7f8fb807,Jupiler Pro League
139,Malamine Efekele,FRA,"FW,MF",Cercle Brugge,19-286,2004,2.0,1.00,0.97,0.50,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/6d58781d/Malamine-Efekele,6d58781d,Jupiler Pro League
140,Chidera Ejuke,NGA,"FW,DF",Antwerp,26-119,1998,14.7,4.69,4.69,3.67,0.07,0.68,0.20,0.00,0.07,0.54,0.54,0.34,0.00,0.07,0.14,0.00,0.00,https://fbref.com/en/players/e7f3e8a7/Chidera-Ejuke,e7f3e8a7,Jupiler Pro League
141,Jurgen Ekkelenkamp,NED,MF,Antwerp,24-025,2000,23.5,1.91,1.92,1.57,0.00,0.04,0.17,0.13,0.00,0.21,0.21,0.21,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/73d6a176/Jurgen-Ekkelenkamp,73d6a176,Jupiler Pro League
142,Renaud Emond,BEL,FW,Standard Liège,32-147,1991,1.1,1.82,1.82,0.91,0.00,0.00,0.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/5c9ac7f0/Renaud-Emond,5c9ac7f0,Jupiler Pro League
143,Renaud Emond,BEL,FW,Eupen,32-147,1991,4.8,0.83,0.84,0.63,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/5c9ac7f0/Renaud-Emond,5c9ac7f0,Jupiler Pro League
144,Romaric Etonde,FRA,MF,Cercle Brugge,19-000,2005,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/c99be6dd/Romaric-Etonde,c99be6dd,Jupiler Pro League
145,Alieu Fadera,GAM,"FW,DF",Genk,22-179,2001,10.7,5.33,5.32,4.11,0.00,0.37,0.00,0.84,0.00,0.65,0.65,0.28,0.00,0.19,0.00,0.19,0.00,https://fbref.com/en/players/53210e42/Alieu-Fadera,53210e42,Jupiler Pro League
146,Noah Fadiga,SEN,"DF,FW",Gent,24-149,1999,4.6,1.09,1.08,0.43,0.00,0.43,0.00,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/83f03b07/Noah-Fadiga,83f03b07,Jupiler Pro League
147,Matias Fernandez-Pardo,BEL,"FW,MF",Gent,19-087,2005,2.1,3.33,3.39,2.38,0.00,0.00,0.48,0.48,0.00,0.48,0.48,0.48,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/0cdb6a2a/Matias-Fernandez-Pardo,0cdb6a2a,Jupiler Pro League
148,Fabio Ferraro,BEL,MF,RWD Molenbeek,21-240,2002,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/9818e273/Fabio-Ferraro,9818e273,Jupiler Pro League
149,Oleksandr Filin,RUS,DF,Eupen,27-310,1996,9.7,0.72,0.72,0.31,0.10,0.00,0.21,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/9372f797/Oleksandr-Filin,9372f797,Jupiler Pro League
150,Matteo Filorizzo,BEL,"FW,MF",Eupen,18-071,2006,0.4,2.50,2.57,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/d114bb73/Matteo-Filorizzo,d114bb73,Jupiler Pro League
151,Seydou Fini,ITA,DF,Standard Liège,17-333,2006,0.5,2.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/6411925d/Seydou-Fini,6411925d,Jupiler Pro League
152,Alfreð Finnbogason,ISL,FW,Eupen,35-089,1989,12.5,2.24,2.24,1.68,0.00,0.08,0.40,0.08,0.00,0.48,0.48,0.24,0.00,0.00,0.16,0.08,0.00,https://fbref.com/en/players/f9e7c4ac/Alfred-Finnbogason,f9e7c4ac,Jupiler Pro League
153,Mathias Fixelles,BEL,MF,Westerlo,27-263,1996,6.4,2.03,2.04,1.41,0.00,0.00,0.16,0.31,0.16,0.31,0.31,0.16,0.00,0.00,0.00,0.16,0.00,https://fbref.com/en/players/a668a7e2/Mathias-Fixelles,a668a7e2,Jupiler Pro League
