Rk,Player,Nation,Pos,Squad,Age,Born,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Player Link_,Player ID_,Competition
94,Thomas Delaney,DEN,"MF,DF",Anderlecht,32-127,1991,9.1,0.33,0.00,0.00,1.87,1.21,0.00,1.21,1.54,1.65,0.11,0.11,0.00,5.16,3.19,2.42,56.9,https://fbref.com/en/players/fe641c1a/Thomas-Delaney,fe641c1a,Jupiler Pro League
95,Martin Delavallée,BEL,GK,Charleroi,19-296,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://fbref.com/en/players/6e9c13e6/Martin-Delavallee,6e9c13e6,Jupiler Pro League
96,Hannes Delcroix,BEL,DF,Anderlecht,24-314,1999,0.1,0.00,0.00,0.00,10.0,0.00,0.00,0.00,10.0,10.0,0.00,0.00,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/b737f944/Hannes-Delcroix,b737f944,Jupiler Pro League
97,Mathias Delorge,BEL,MF,Sint-Truiden,19-161,2004,19.9,0.20,0.00,0.00,0.75,1.21,0.00,0.40,2.26,1.31,0.05,0.00,0.00,7.69,1.26,1.31,49.0,https://fbref.com/en/players/337b736a/Mathias-Delorge,337b736a,Jupiler Pro League
98,Olivier Deman,BEL,"DF,MF",Cercle Brugge,23-277,2000,4.2,0.24,0.00,0.00,1.19,0.95,0.24,4.52,2.14,2.62,0.00,0.00,0.00,8.33,1.67,0.95,63.6,https://fbref.com/en/players/13210854/Olivier-Deman,13210854,Jupiler Pro League
99,Kevin Denkey,TOG,FW,Cercle Brugge,23-039,2000,18.9,0.21,0.00,0.00,1.96,2.06,1.38,0.11,0.16,0.05,0.00,0.00,0.00,3.12,3.49,7.09,33.0,https://fbref.com/en/players/0d3585b5/Kevin-Denkey,0d3585b5,Jupiler Pro League
100,Jerome Deom,BEL,MF,Eupen,24-264,1999,4.0,0.00,0.00,0.00,2.50,1.00,0.00,2.75,0.75,1.50,0.00,0.00,0.00,5.50,0.25,1.25,16.7,https://fbref.com/en/players/6c4a9d2e/Jerome-Deom,6c4a9d2e,Jupiler Pro League
101,Laurent Depoitre,BEL,FW,Gent,35-032,1988,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,100.0,https://fbref.com/en/players/aa5859cb/Laurent-Depoitre,aa5859cb,Jupiler Pro League
102,Gilles Dewaele,BEL,"DF,MF",Standard Liège,27-329,1996,4.6,0.22,0.00,0.00,1.09,1.09,0.00,4.13,1.30,1.09,0.00,0.00,0.00,5.87,1.30,2.17,37.5,https://fbref.com/en/players/b25bbf9b/Gilles-Dewaele,b25bbf9b,Jupiler Pro League
103,Sada Diallo,BEL,"MF,DF",RWD Molenbeek,21-170,2002,1.0,1.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,5.00,2.00,2.00,50.0,https://fbref.com/en/players/605641e9/Sada-Diallo,605641e9,Jupiler Pro League
104,Amadou Diawara,GUI,MF,Anderlecht,26-175,1997,6.6,0.15,0.00,0.00,1.36,1.21,0.00,0.00,1.82,1.21,0.00,0.00,0.00,9.55,0.91,0.30,75.0,https://fbref.com/en/players/bf309d24/Amadou-Diawara,bf309d24,Jupiler Pro League
105,Moussa Djenepo,MLI,"DF,MF",Standard Liège,25-207,1998,10.1,0.20,0.00,0.00,1.88,2.48,0.30,1.49,0.50,0.89,0.10,0.10,0.00,5.05,0.20,0.69,22.2,https://fbref.com/en/players/254147d4/Moussa-Djenepo,254147d4,Jupiler Pro League
106,Noah Dodeigne,BEL,"DF,FW",Standard Liège,20-352,2003,0.4,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,15.0,5.00,2.50,66.7,https://fbref.com/en/players/b0cb313b/Noah-Dodeigne,b0cb313b,Jupiler Pro League
107,Kasper Dolberg,DEN,FW,Anderlecht,26-094,1997,16.0,0.06,0.00,0.00,1.44,1.38,0.25,0.19,0.19,0.25,0.00,0.00,0.00,2.50,1.06,1.56,40.5,https://fbref.com/en/players/cc83b74d/Kasper-Dolberg,cc83b74d,Jupiler Pro League
108,Joren Dom,BEL,"MF,DF",OH Leuven,34-040,1989,12.6,0.16,0.00,0.00,1.19,0.71,0.08,1.43,1.03,0.56,0.00,0.16,0.00,4.92,1.27,0.95,57.1,https://fbref.com/en/players/4b383020/Joren-Dom,4b383020,Jupiler Pro League
109,Djovkar Doudaev,BEL,DF,RWD Molenbeek,20-059,2003,2.3,0.00,0.00,0.00,0.87,0.43,0.00,0.43,2.17,0.87,0.00,0.43,0.00,2.61,0.43,1.30,25.0,https://fbref.com/en/players/a33d9448/Djovkar-Doudaev,a33d9448,Jupiler Pro League
110,Vetle Dragsnes,NOR,"DF,MF",Charleroi,29-336,1994,13.6,0.07,0.00,0.00,0.37,0.66,0.59,1.91,0.81,1.18,0.00,0.00,0.00,3.90,0.88,1.91,31.6,https://fbref.com/en/players/6062bd22/Vetle-Dragsnes,6062bd22,Jupiler Pro League
111,Denis Drăguș,ROU,FW,Standard Liège,24-186,1999,3.5,0.29,0.00,0.00,2.00,0.86,0.29,1.14,0.29,1.14,0.00,0.00,0.00,4.00,1.43,1.71,45.5,https://fbref.com/en/players/0e490f6e/Denis-Dragus,0e490f6e,Jupiler Pro League
112,Anders Dreyer,DEN,"FW,MF",Anderlecht,25-251,1998,15.3,0.13,0.07,0.00,0.33,0.78,0.52,4.12,0.46,0.39,0.00,0.00,0.00,3.73,0.33,0.33,50.0,https://fbref.com/en/players/c6486b01/Anders-Dreyer,c6486b01,Jupiler Pro League
113,Olivier Dumont,BEL,"MF,FW",Sint-Truiden,21-308,2002,0.8,0.00,0.00,0.00,2.50,0.00,0.00,0.00,3.75,2.50,0.00,0.00,0.00,12.5,5.00,2.50,66.7,https://fbref.com/en/players/e1163668/Olivier-Dumont,e1163668,Jupiler Pro League
114,Maxime Dupé,FRA,GK,Anderlecht,30-310,1993,7.0,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.14,0.00,0.00,,https://fbref.com/en/players/0e12089d/Maxime-Dupe,0e12089d,Jupiler Pro League
115,Pierre Dwomoh,BEL,MF,RWD Molenbeek,19-201,2004,16.9,0.24,0.00,0.00,1.24,0.71,0.00,0.41,1.24,1.42,0.00,0.00,0.00,9.11,0.89,0.89,50.0,https://fbref.com/en/players/f2de3a43/Pierre-Dwomoh,f2de3a43,Jupiler Pro League
116,Aron Dønnum,NOR,"DF,FW",Standard Liège,25-263,1998,4.8,0.42,0.00,0.00,1.04,1.04,0.00,4.79,0.21,0.00,0.00,0.00,0.00,6.04,0.63,0.83,42.9,https://fbref.com/en/players/10cff752/Aron-Donnum,10cff752,Jupiler Pro League
117,Dennis Eckert,GER,FW,Union SG,26-364,1997,8.0,0.00,0.00,0.00,0.88,0.38,0.13,0.88,0.13,0.38,0.00,0.00,0.00,2.13,1.00,2.13,32.0,https://fbref.com/en/players/7f8fb807/Dennis-Eckert,7f8fb807,Jupiler Pro League
118,Chidera Ejuke,NGA,"FW,MF",Antwerp,26-006,1998,5.7,0.00,0.00,0.00,0.88,0.53,0.00,3.86,0.88,0.35,0.00,0.00,0.00,5.26,0.18,0.70,20.0,https://fbref.com/en/players/e7f3e8a7/Chidera-Ejuke,e7f3e8a7,Jupiler Pro League
119,Jurgen Ekkelenkamp,NED,MF,Antwerp,23-278,2000,15.4,0.19,0.00,0.00,0.71,0.91,0.39,0.65,0.26,0.52,0.00,0.00,0.00,3.38,0.71,1.30,35.5,https://fbref.com/en/players/73d6a176/Jurgen-Ekkelenkamp,73d6a176,Jupiler Pro League
120,Renaud Emond,BEL,FW,Standard Liège,32-034,1991,1.1,0.00,0.00,0.00,0.91,0.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.73,8.18,5.45,60.0,https://fbref.com/en/players/5c9ac7f0/Renaud-Emond,5c9ac7f0,Jupiler Pro League
121,Romaric Etonde,FRA,MF,Cercle Brugge,18-253,2005,0.1,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.0,https://fbref.com/en/players/c99be6dd/Romaric-Etonde,c99be6dd,Jupiler Pro League
122,Alieu Fadera,GAM,FW,Genk,22-066,2001,9.0,0.33,0.00,0.00,1.67,4.00,0.56,2.78,0.44,1.56,0.22,0.00,0.00,5.56,0.78,1.11,41.2,https://fbref.com/en/players/53210e42/Alieu-Fadera,53210e42,Jupiler Pro League
123,Noah Fadiga,SEN,"DF,MF",Gent,24-036,1999,1.2,1.67,0.83,0.83,6.67,3.33,0.00,2.50,0.83,5.00,0.00,0.00,0.00,5.83,0.00,1.67,0.0,https://fbref.com/en/players/83f03b07/Noah-Fadiga,83f03b07,Jupiler Pro League
124,Matias Fernandez-Pardo,BEL,DF,Gent,18-339,2005,0.1,0.00,0.00,0.00,10.0,0.00,0.00,30.0,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,,https://fbref.com/en/players/0cdb6a2a/Matias-Fernandez-Pardo,0cdb6a2a,Jupiler Pro League
125,Fabio Ferraro,BEL,MF,RWD Molenbeek,21-127,2002,0.2,0.00,0.00,0.00,5.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/9818e273/Fabio-Ferraro,9818e273,Jupiler Pro League
126,Oleksandr Filin,RUS,DF,Eupen,27-197,1996,1.8,0.00,0.00,0.00,1.67,0.56,0.00,1.11,2.78,2.22,0.00,0.00,0.00,5.56,3.89,0.56,87.5,https://fbref.com/en/players/9372f797/Oleksandr-Filin,9372f797,Jupiler Pro League
127,Alfreð Finnbogason,ISL,FW,Eupen,34-341,1989,9.6,0.21,0.00,0.00,1.25,0.73,0.73,0.31,0.21,0.00,0.10,0.00,0.00,3.44,1.25,1.46,46.2,https://fbref.com/en/players/f9e7c4ac/Alfred-Finnbogason,f9e7c4ac,Jupiler Pro League
128,Mathias Fixelles,BEL,MF,Westerlo,27-150,1996,4.3,0.47,0.00,0.00,1.16,2.33,0.23,2.09,1.40,0.70,0.23,0.00,0.00,6.98,0.70,0.70,50.0,https://fbref.com/en/players/a668a7e2/Mathias-Fixelles,a668a7e2,Jupiler Pro League
129,Alexis Flips,FRA,"FW,MF",Anderlecht,23-355,2000,4.2,0.48,0.00,0.00,1.67,1.19,0.00,7.14,0.71,1.90,0.00,0.00,0.00,4.76,0.24,2.14,10.0,https://fbref.com/en/players/caef7840/Alexis-Flips,caef7840,Jupiler Pro League
130,Malick Fofana,BEL,"DF,MF",Gent,18-283,2005,12.7,0.08,0.00,0.00,0.31,2.20,0.24,3.78,0.87,1.02,0.08,0.00,0.00,4.41,0.24,0.87,21.4,https://fbref.com/en/players/8236f673/Malick-Fofana,8236f673,Jupiler Pro League
131,Núrio Fortuna,ANG,DF,Gent,28-290,1995,3.5,0.57,0.00,0.00,2.29,3.71,0.00,0.86,2.00,2.86,0.00,0.00,0.00,5.14,1.14,1.71,40.0,https://fbref.com/en/players/16c149b8/Nurio-Fortuna,16c149b8,Jupiler Pro League
132,Marlon Fossey,USA,"DF,MF",Standard Liège,25-121,1998,12.8,0.00,0.00,0.00,0.47,0.86,0.23,2.66,2.03,0.63,0.00,0.08,0.00,5.00,2.11,1.56,57.4,https://fbref.com/en/players/c7b9e548/Marlon-Fossey,c7b9e548,Jupiler Pro League
133,Daam Foulon,BEL,DF,Mechelen,24-291,1999,18.5,0.27,0.00,0.00,0.86,1.73,0.05,3.19,1.08,1.84,0.00,0.00,0.00,5.51,1.78,1.03,63.5,https://fbref.com/en/players/658d44be/Daam-Foulon,658d44be,Jupiler Pro League
134,Guillaume François,BEL,DF,Union SG,33-219,1990,0.7,0.00,0.00,0.00,2.86,2.86,0.00,4.29,1.43,1.43,1.43,0.00,0.00,4.29,0.00,0.00,,https://fbref.com/en/players/9a794238/Guillaume-Francois,9a794238,Jupiler Pro League
135,Matija Frigan,CRO,FW,Westerlo,20-331,2003,8.0,0.00,0.00,0.00,2.13,1.50,0.13,0.25,0.13,0.50,,,0.00,,,,,https://fbref.com/en/players/6fa81fa5/Matija-Frigan,6fa81fa5,Jupiler Pro League
136,Joel Fujita,JPN,MF,Sint-Truiden,21-326,2002,3.6,0.00,0.00,0.00,1.67,1.11,0.00,0.56,1.39,1.94,0.00,0.00,0.00,11.9,0.56,1.39,28.6,https://fbref.com/en/players/e57ebd24/Joel-Fujita,e57ebd24,Jupiler Pro League
137,Matías Galarza,ARG,MF,Genk,21-310,2002,10.2,0.29,0.00,0.00,1.86,2.35,0.00,0.20,1.57,0.98,0.00,0.00,0.00,10.7,1.47,1.57,48.4,https://fbref.com/en/players/ea26f62e/Matias-Galarza,ea26f62e,Jupiler Pro League
138,Omri Gandelman,ISR,MF,Gent,23-237,2000,3.2,0.31,0.31,0.00,1.56,0.63,0.31,0.00,0.63,0.94,0.00,0.00,0.00,6.56,2.81,5.31,34.6,https://fbref.com/en/players/e4b121b3/Omri-Gandelman,e4b121b3,Jupiler Pro League
139,Yann Gboho,FRA,"MF,FW",Cercle Brugge,22-359,2001,15.4,0.00,0.00,0.00,0.91,1.43,0.39,0.45,0.52,0.71,0.00,0.00,0.00,5.91,0.58,2.40,19.6,https://fbref.com/en/players/6be41a31/Yann-Gboho,6be41a31,Jupiler Pro League
140,Théo Gécé,BEL,MF,RWD Molenbeek,22-300,2001,1.4,0.00,0.00,0.00,0.71,1.43,0.00,0.00,1.43,2.14,0.00,0.00,0.71,7.86,0.71,0.71,50.0,https://fbref.com/en/players/9aea3176/Theo-Gece,9aea3176,Jupiler Pro League
141,Pieter Gerkens,BEL,"MF,FW",Gent,28-148,1995,2.1,0.00,0.00,0.00,0.00,1.43,0.00,1.43,0.48,1.90,0.48,0.00,0.00,5.24,3.33,5.24,38.9,https://fbref.com/en/players/e45ee4bc/Pieter-Gerkens,e45ee4bc,Jupiler Pro League
142,Nick Gillekens,BEL,GK,Westerlo,28-187,1995,4.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.25,0.25,0.25,50.0,https://fbref.com/en/players/e1143dbd/Nick-Gillekens,e1143dbd,Jupiler Pro League
143,Bruno Godeau,BEL,DF,Sint-Truiden,31-243,1992,18.6,0.27,0.00,0.00,0.70,0.43,0.05,0.27,1.83,0.81,0.00,0.00,0.00,5.75,2.20,1.40,61.2,https://fbref.com/en/players/e0551ca0/Bruno-Godeau,e0551ca0,Jupiler Pro League
144,Fernand Gouré,CIV,"FW,MF",Westerlo,21-271,2002,0.3,0.00,0.00,0.00,3.33,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,3.33,16.7,6.67,71.4,https://fbref.com/en/players/a185343a/Fernand-Goure,a185343a,Jupiler Pro League
145,Makhtar Gueye,SEN,FW,RWD Molenbeek,26-035,1997,16.5,0.24,0.06,0.06,2.06,0.91,0.73,0.12,0.18,0.30,0.00,0.06,0.00,1.82,6.36,3.21,66.5,https://fbref.com/en/players/92b1763b/Makhtar-Gueye,92b1763b,Jupiler Pro League
146,Parfait Guiagon,CIV,"FW,MF",Charleroi,22-320,2001,9.3,0.00,0.00,0.00,0.86,1.61,0.00,0.43,0.22,0.75,0.00,0.00,0.00,5.70,0.43,1.51,22.2,https://fbref.com/en/players/5d8c77cf/Parfait-Guiagon,5d8c77cf,Jupiler Pro League
147,Muhammed Gümüskaya,TUR,MF,Westerlo,23-007,2001,0.9,0.00,0.00,0.00,1.11,3.33,0.00,3.33,1.11,0.00,0.00,0.00,0.00,13.3,4.44,0.00,100.0,https://fbref.com/en/players/f804cfd9/Muhammed-Gumuskaya,f804cfd9,Jupiler Pro League
148,Pape Habib Guèye,SEN,FW,Kortrijk,24-110,1999,0.1,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/8c5f4501/Pape-Habib-Gueye,8c5f4501,Jupiler Pro League
149,Anouar Ait El Hadj,BEL,"MF,FW",Genk,21-263,2002,1.8,0.56,0.00,0.00,1.67,0.56,0.56,3.33,0.56,2.22,0.00,0.00,0.00,7.22,0.00,0.00,,https://fbref.com/en/players/eb7f2e19/Anouar-Ait-El-Hadj,eb7f2e19,Jupiler Pro League
150,Bakary Haidara,CIV,DF,Westerlo,18-221,2005,3.9,0.77,0.00,0.00,1.03,0.51,0.00,0.00,2.05,0.77,0.00,0.00,0.00,4.87,1.28,1.03,55.6,https://fbref.com/en/players/e79b24cd/Bakary-Haidara,e79b24cd,Jupiler Pro League
151,Geoffry Hairemans,BEL,"FW,MF",Mechelen,32-079,1991,14.4,0.07,0.00,0.00,0.97,0.90,0.07,5.42,0.90,0.97,0.00,0.00,0.00,6.25,2.15,2.15,50.0,https://fbref.com/en/players/64aaee47/Geoffry-Hairemans,64aaee47,Jupiler Pro League
152,Daiki Hashioka,JPN,"DF,MF",Sint-Truiden,24-236,1999,16.0,0.19,0.00,0.00,0.81,0.94,0.19,2.69,1.00,0.94,0.00,0.00,0.00,5.25,2.75,1.44,65.7,https://fbref.com/en/players/10cb48b7/Daiki-Hashioka,10cb48b7,Jupiler Pro League
153,Dogucan Haspolat,TUR,MF,Westerlo,23-331,2000,2.9,0.00,0.00,0.00,1.03,1.72,0.00,3.10,1.38,1.03,0.00,0.00,0.00,6.55,0.34,1.38,20.0,https://fbref.com/en/players/f0f64209/Dogucan-Haspolat,f0f64209,Jupiler Pro League
154,Ibe Hautekiet,BEL,DF,Standard Liège,21-270,2002,0.6,0.00,0.00,0.00,0.00,0.00,0.00,1.67,3.33,5.00,0.00,0.00,0.00,6.67,1.67,3.33,33.3,https://fbref.com/en/players/2ca07ad3/Ibe-Hautekiet,2ca07ad3,Jupiler Pro League
155,Isaac Hayden,ENG,MF,Standard Liège,28-292,1995,7.4,0.41,0.00,0.00,1.08,1.08,0.00,0.00,1.35,1.76,0.00,0.00,0.00,5.95,2.30,0.95,70.8,https://fbref.com/en/players/c951a6df/Isaac-Hayden,c951a6df,Jupiler Pro League
156,Thorgan Hazard,BEL,FW,Anderlecht,30-285,1993,7.0,0.29,0.00,0.00,1.57,1.86,1.14,3.86,0.86,2.14,0.14,0.00,0.00,5.71,0.57,1.71,25.0,https://fbref.com/en/players/50871bcc/Thorgan-Hazard,50871bcc,Jupiler Pro League
157,David Henen,TOG,"MF,DF",Kortrijk,27-264,1996,2.9,0.00,0.00,0.00,0.34,1.03,0.34,1.72,0.34,1.03,0.00,0.00,0.00,5.86,0.69,2.41,22.2,https://fbref.com/en/players/4c13c3b9/David-Henen,4c13c3b9,Jupiler Pro League
158,Laurent Henkinet,BEL,GK,Standard Liège,31-116,1992,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/362106da/Laurent-Henkinet,362106da,Jupiler Pro League
159,Jonathan Heris,BEL,DF,RWD Molenbeek,33-127,1990,9.7,0.31,0.00,0.00,1.13,0.93,0.10,1.55,1.96,1.34,0.00,0.10,0.00,5.15,1.34,1.24,52.0,https://fbref.com/en/players/906458fa/Jonathan-Heris,906458fa,Jupiler Pro League
160,Daan Heymans,BEL,"MF,FW",Charleroi,24-207,1999,10.6,0.38,0.00,0.00,1.42,0.75,0.09,1.23,0.75,1.70,0.00,0.00,0.00,4.62,4.15,3.11,57.1,https://fbref.com/en/players/6d70c771/Daan-Heymans,6d70c771,Jupiler Pro League
161,Bryan Heynen,BEL,MF,Genk,26-336,1997,15.5,0.13,0.00,0.00,1.16,1.16,0.06,0.58,1.23,1.35,0.00,0.00,0.00,5.68,2.13,1.29,62.3,https://fbref.com/en/players/360e3062/Bryan-Heynen,360e3062,Jupiler Pro League
162,Andrew Hjulsager,DEN,"MF,FW",Gent,28-358,1995,7.9,0.25,0.00,0.00,2.28,1.01,0.00,5.19,0.51,1.77,0.00,0.13,0.00,5.57,1.01,1.52,40.0,https://fbref.com/en/players/2ef16f06/Andrew-Hjulsager,2ef16f06,Jupiler Pro League
163,Raphael Holzhauser,AUT,MF,OH Leuven,30-326,1993,0.8,0.00,0.00,0.00,1.25,0.00,0.00,8.75,1.25,1.25,0.00,0.00,0.00,2.50,0.00,0.00,,https://fbref.com/en/players/2f9c21da/Raphael-Holzhauser,2f9c21da,Jupiler Pro League
164,Patrik Hrošovský,SVK,MF,Genk,31-261,1992,13.8,0.14,0.00,0.00,0.58,1.09,0.00,1.23,0.94,0.80,0.00,0.00,0.00,7.90,0.51,0.72,41.2,https://fbref.com/en/players/f2d063ec/Patrik-Hrosovsky,f2d063ec,Jupiler Pro League
165,Guillaume Hubert,BEL,GK,RWD Molenbeek,29-362,1994,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/b2a71e2c/Guillaume-Hubert,b2a71e2c,Jupiler Pro League
166,Nathan Huygevelde,BEL,MF,Union SG,19-350,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,https://fbref.com/en/players/a6144c62/Nathan-Huygevelde,a6144c62,Jupiler Pro League
167,Hong Hyunseok,KOR,"MF,DF",Gent,24-206,1999,11.8,0.08,0.00,0.00,0.76,1.10,0.17,3.64,0.93,1.02,0.00,0.00,0.00,8.14,0.42,1.19,26.3,https://fbref.com/en/players/9a234cc9/Hong-Hyunseok,9a234cc9,Jupiler Pro League
168,Mounaim El Idrissy,FRA,"FW,MF",Kortrijk,24-332,1999,7.0,0.71,0.00,0.00,3.00,4.29,0.29,1.71,1.00,1.00,0.00,0.00,0.00,5.14,3.57,7.43,32.5,https://fbref.com/en/players/fb0ee44e/Mounaim-El-Idrissy,fb0ee44e,Jupiler Pro League
169,Marco Ilaimaharitra,MAD,MF,Charleroi,28-166,1995,14.8,0.34,0.07,0.00,1.35,1.49,0.00,1.55,1.22,2.03,0.00,0.00,0.00,9.32,0.68,0.54,55.6,https://fbref.com/en/players/2ef25344/Marco-Ilaimaharitra,2ef25344,Jupiler Pro League
170,George Ilenikhena,FRA,"FW,MF",Antwerp,17-145,2006,3.0,0.67,0.00,0.00,2.00,1.67,1.00,0.67,0.00,0.00,0.00,0.00,0.00,0.33,3.00,6.67,31.0,https://fbref.com/en/players/78c3ad07/George-Ilenikhena,78c3ad07,Jupiler Pro League
171,Joachim Imbrechts,SWE,GK,Union SG,22-091,2001,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/0940a7e0/Joachim-Imbrechts,0940a7e0,Jupiler Pro League
172,Ryotaro Ito,JPN,MF,Sint-Truiden,25-336,1998,14.3,0.00,0.00,0.00,0.49,1.26,0.21,1.33,0.28,0.28,0.00,0.00,0.00,5.66,0.21,0.49,30.0,https://fbref.com/en/players/8602157a/Ryotaro-Ito,8602157a,Jupiler Pro League
173,Vincent Janssen,NED,FW,Antwerp,29-207,1994,18.3,0.22,0.00,0.00,1.80,1.20,0.77,0.33,0.27,0.44,0.05,0.00,0.00,2.46,1.53,1.80,45.9,https://fbref.com/en/players/31dce0c8/Vincent-Janssen,31dce0c8,Jupiler Pro League
174,Wolke Janssens,BEL,"DF,MF",Sint-Truiden,28-362,1995,1.2,2.50,0.00,0.00,4.17,0.83,0.00,0.00,4.17,3.33,0.00,0.83,0.00,15.0,1.67,1.67,50.0,https://fbref.com/en/players/6fe7f397/Wolke-Janssens,6fe7f397,Jupiler Pro League
175,Edisson Jordanov,BUL,"DF,MF",Westerlo,30-214,1993,6.3,0.63,0.00,0.00,1.59,0.95,0.16,2.22,1.11,3.02,0.00,0.00,0.00,5.87,0.63,0.95,40.0,https://fbref.com/en/players/6492ae54/Edisson-Jordanov,6492ae54,Jupiler Pro League
176,Jutglà,ESP,FW,Club Brugge,24-341,1999,8.6,0.12,0.00,0.00,1.16,1.63,0.35,1.74,0.47,0.70,0.00,0.00,0.00,3.60,1.40,2.67,34.3,https://fbref.com/en/players/2a9f6b4d/Jutgla,2a9f6b4d,Jupiler Pro League
177,Elton Kabangu,BEL,"MF,FW",Union SG,25-334,1998,0.9,0.00,0.00,0.00,1.11,0.00,4.44,3.33,0.00,3.33,0.00,0.00,0.00,6.67,1.11,3.33,25.0,https://fbref.com/en/players/a4add370/Elton-Kabangu,a4add370,Jupiler Pro League
178,Abdelkahar Kadri,ALG,"MF,FW",Kortrijk,23-198,2000,17.1,0.12,0.00,0.00,0.82,1.99,0.23,4.04,0.82,1.40,0.00,0.00,0.00,6.61,0.41,0.58,41.2,https://fbref.com/en/players/248e61fc/Abdelkahar-Kadri,248e61fc,Jupiler Pro League
179,Marco Kana,BEL,MF,Anderlecht,21-153,2002,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,,https://fbref.com/en/players/adfdc73c/Marco-Kana,adfdc73c,Jupiler Pro League
180,Marco Kana,BEL,"MF,DF",Kortrijk,21-153,2002,13.2,0.30,0.08,0.08,0.68,0.53,0.00,0.23,2.12,1.52,0.00,0.08,0.00,7.20,1.29,0.83,60.7,https://fbref.com/en/players/adfdc73c/Marco-Kana,adfdc73c,Jupiler Pro League
181,Ismaël Kandouss,MAR,DF,Gent,26-057,1997,15.0,0.00,0.07,0.00,0.53,0.47,0.27,0.13,1.20,1.47,0.00,0.13,0.00,5.00,2.40,1.13,67.9,https://fbref.com/en/players/53342701/Ismael-Kandouss,53342701,Jupiler Pro League
182,Wilfried Kanga,CIV,FW,Standard Liège,25-321,1998,17.1,0.12,0.00,0.00,1.46,1.23,1.29,0.94,0.06,0.12,0.06,0.00,0.00,1.35,3.04,2.51,54.7,https://fbref.com/en/players/b4c816a9/Wilfried-Kanga,b4c816a9,Jupiler Pro League
183,Hayao Kawabe,JPN,"MF,FW",Standard Liège,28-122,1995,15.8,0.13,0.00,0.00,1.33,1.77,0.00,4.43,0.44,0.51,0.00,0.00,0.00,3.86,0.57,1.33,30.0,https://fbref.com/en/players/8142a510/Hayao-Kawabe,8142a510,Jupiler Pro League
184,Fatih Kaya,,FW,Sint-Truiden,24-056,1999,11.4,0.18,0.00,0.00,2.28,1.14,1.67,0.18,0.18,0.70,0.00,0.00,0.00,1.40,2.11,3.07,40.7,https://fbref.com/en/players/3e56a918/Fatih-Kaya,3e56a918,Jupiler Pro League
185,Joris Kayembe,COD,DF,Genk,29-153,1994,9.7,0.31,0.00,0.00,1.13,1.03,0.10,3.61,1.03,1.34,0.00,0.00,0.00,7.73,1.24,1.13,52.2,https://fbref.com/en/players/4657faba/Joris-Kayembe,4657faba,Jupiler Pro League
186,Emilio Kehrer,GER,"MF,DF",Cercle Brugge,21-294,2002,0.4,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,15.0,2.50,0.00,100.0,https://fbref.com/en/players/ae77ae22/Emilio-Kehrer,ae77ae22,Jupiler Pro League
187,Amadou Keita,GUI,"MF,FW",Eupen,22-072,2001,10.6,0.28,0.00,0.00,3.11,2.45,0.00,0.19,1.23,2.08,0.00,0.09,0.00,7.64,0.47,1.42,25.0,https://fbref.com/en/players/1a2098a4/Amadou-Keita,1a2098a4,Jupiler Pro League
