Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2023-07-02,13:00,Liga MX,Apertura 2023 Regular Season,Sun,Away,D,0.0,0.0,Toluca,1.1,1.2,31.0,23011.0,Alexis Francisco Peña,5-4-1,Iván López,Match Report,
2023-07-07,22:00,Liga MX,Apertura 2023 Regular Season,Fri,Home,D,1.0,1.0,Tijuana,1.2,1.3,41.0,13028.0,Alexis Francisco Peña,5-4-1,Oscar Mejia,Match Report,
2023-07-13,22:00,Liga MX,Apertura 2023 Regular Season,Thu,Away,L,0.0,2.0,Guadalajara,0.6,1.4,44.0,34418.0,Alexis Francisco Peña,5-4-1,Jesus Lopez,Match Report,
2023-08-20,22:10,Liga MX,Apertura 2023 Regular Season,Sun,Home,L,0.0,3.0,UANL,1.0,1.4,39.0,13585.0,Alexis Francisco Peña,5-4-1,Guillermo Pacheco,Match Report,
2023-08-23,20:00,Liga MX,Apertura 2023 Regular Season,Wed,Away,L,2.0,3.0,América,0.6,2.4,30.0,19085.0,Alexis Francisco Peña,5-4-1,Marco Ortíz,Match Report,
2023-08-27,17:00,Liga MX,Apertura 2023 Regular Season,Sun,Home,L,0.0,1.0,Querétaro,0.4,1.6,52.0,7289.0,Alexis Francisco Peña,4-1-4-1,Daniel Quintero,Match Report,
2023-09-02,18:00,Liga MX,Apertura 2023 Regular Season,Sat,Away,D,1.0,1.0,León,0.5,1.1,20.0,17426.0,Alexis Francisco Peña,3-5-2,Víctor Cáceres,Match Report,
2023-09-16,18:00,Liga MX,Apertura 2023 Regular Season,Sat,Home,D,1.0,1.0,FC Juárez,1.4,0.4,43.0,7195.0,Alexis Francisco Peña,4-4-2,Brian Gonzalez,Match Report,
2023-09-24,21:05,Liga MX,Apertura 2023 Regular Season,Sun,Away,W,5.0,2.0,Santos,1.4,3.2,36.0,10038.0,Alexis Francisco Peña,4-4-2,Oscar Mejia,Match Report,
2023-09-30,18:05,Liga MX,Apertura 2023 Regular Season,Sat,Away,D,1.0,1.0,Pachuca,1.0,1.9,28.0,8193.0,Alexis Francisco Peña,4-4-2,Charles Terrazas,Match Report,
2023-10-04,20:00,Liga MX,Apertura 2023 Regular Season,Wed,Home,L,1.0,3.0,Cruz Azul,1.3,2.2,42.0,10923.0,Alexis Francisco Peña,4-4-2,Fernando Guerrero,Match Report,
2023-10-08,18:00,Liga MX,Apertura 2023 Regular Season,Sun,Home,L,1.0,2.0,Puebla,1.7,1.1,53.0,7463.0,Alexis Francisco Peña,4-4-2,Guillermo Pacheco,Match Report,
2023-10-22,19:00,Liga MX,Apertura 2023 Regular Season,Sun,Away,L,0.0,4.0,Atlético,0.5,1.0,35.0,14939.0,Alexis Francisco Peña,4-1-2-1-2◆,Fernando Hernández,Match Report,
2023-10-27,20:00,Liga MX,Apertura 2023 Regular Season,Fri,Home,W,1.0,0.0,UNAM,0.9,0.5,49.0,12201.0,Alexis Francisco Peña,4-4-2,Abraham Quirarte,Match Report,
