Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Player Link_,Player ID_,Competition
98,Fernando Calero,ESP,DF,Espanyol,28-116,1995,16.2,2.65,2.04,1.91,0.56,0.19,1.73,2.28,75.7,0.56,0.86,0.56,0.31,1.79,4.44,3.33,0.00,https://fbref.com/en/players/41b3069f/Fernando-Calero,41b3069f,La Liga 2
99,Iván Calero,ESP,DF,Cartagena,28-262,1995,15.0,1.60,0.87,1.13,0.47,0.00,1.20,2.87,41.9,1.67,0.80,0.40,0.40,0.67,2.27,2.73,0.00,https://fbref.com/en/players/6724c5a9/Ivan-Calero,6724c5a9,La Liga 2
100,Álex Calvo,ESP,FW,FC Andorra,19-322,2004,10.4,1.54,1.15,0.67,0.48,0.38,0.96,1.73,55.6,0.77,0.87,0.00,0.87,0.38,1.92,0.58,0.00,https://fbref.com/en/players/b716f6a1/Alex-Calvo,b716f6a1,La Liga 2
101,Dani Calvo,ESP,DF,Oviedo,29-282,1994,19.0,1.21,0.74,0.84,0.32,0.05,0.37,0.63,58.3,0.26,0.95,0.84,0.11,1.00,2.21,3.63,0.00,https://fbref.com/en/players/dd672e1f/Dani-Calvo,dd672e1f,La Liga 2
102,Víctor Camarasa,ESP,MF,Oviedo,29-225,1994,5.1,1.18,0.78,0.39,0.78,0.00,0.78,1.96,40.0,1.18,1.37,0.00,1.37,1.96,3.14,1.37,0.00,https://fbref.com/en/players/b2d03887/Victor-Camarasa,b2d03887,La Liga 2
103,Diego Campo,ESP,MF,Racing Sant,22-053,2001,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/2d6f4731/Diego-Campo,2d6f4731,La Liga 2
104,Gaspar Campos,ESP,"MF,FW",Sporting Gijón,23-287,2000,16.2,1.54,0.74,0.62,0.68,0.25,0.93,1.79,51.7,0.86,0.86,0.06,0.80,0.25,1.79,0.19,0.06,https://fbref.com/en/players/e9e8c5ca/Gaspar-Campos,e9e8c5ca,La Liga 2
105,Víctor Campuzano,ESP,FW,Sporting Gijón,26-222,1997,7.0,1.00,0.86,0.14,0.71,0.14,0.57,0.86,66.7,0.29,0.43,0.14,0.29,0.00,1.00,0.57,0.00,https://fbref.com/en/players/06983922/Victor-Campuzano,06983922,La Liga 2
106,Álex Cantero,ESP,"FW,MF",Levante,23-214,2000,7.6,1.05,0.53,0.53,0.13,0.39,0.26,0.66,40.0,0.39,0.26,0.00,0.26,0.39,1.45,0.53,0.00,https://fbref.com/en/players/4aa253fd/Alex-Cantero,4aa253fd,La Liga 2
107,Ander Cantero,ESP,GK,Racing Ferrol,28-364,1995,21.0,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.0,0.05,0.00,0.00,0.00,0.00,0.00,0.76,0.00,https://fbref.com/en/players/de9bccf3/Ander-Cantero,de9bccf3,La Liga 2
108,Ander Capa,ESP,DF,Levante,31-334,1992,11.7,1.88,1.28,1.20,0.60,0.09,0.94,1.37,68.8,0.43,1.11,0.60,0.51,1.03,2.91,2.48,0.09,https://fbref.com/en/players/37f1cf47/Ander-Capa,37f1cf47,La Liga 2
109,Pedro Capó,ESP,"DF,MF",Eldense,33-028,1990,5.1,1.57,0.59,0.78,0.78,0.00,0.20,0.98,20.0,0.78,0.59,0.20,0.39,1.76,3.33,2.75,0.00,https://fbref.com/en/players/6c59e07a/Pedro-Capo,6c59e07a,La Liga 2
110,Àlex Carbonell,ESP,MF,Amorebieta,26-115,1997,14.7,1.90,1.29,0.68,1.02,0.20,0.61,1.77,34.6,1.16,1.22,0.14,1.09,1.43,3.33,1.56,0.00,https://fbref.com/en/players/aad99f27/Alex-Carbonell,aad99f27,La Liga 2
111,Carlo,ESP,MF,Villarreal B,22-330,2001,18.7,2.67,1.55,1.18,1.28,0.21,1.07,1.87,57.1,0.80,1.34,0.11,1.23,1.44,4.12,1.07,0.05,https://fbref.com/en/players/8249ff06/Carlo,8249ff06,La Liga 2
112,Juan Carlos,ESP,"FW,MF",Cartagena,32-299,1991,9.4,1.17,0.64,0.32,0.74,0.11,0.43,1.38,30.8,0.96,1.06,0.43,0.64,0.21,1.38,0.32,0.00,https://fbref.com/en/players/82803509/Juan-Carlos,82803509,La Liga 2
113,José Carlos Lazo,ESP,"FW,MF",Espanyol,27-326,1996,1.9,0.53,0.53,0.00,0.53,0.00,0.53,2.63,20.0,2.11,1.58,0.53,1.05,0.53,1.05,1.58,0.00,https://fbref.com/en/players/5b93209a/Jose-Carlos-Lazo,5b93209a,La Liga 2
114,Salifo Caropitche,GNB,"MF,FW",Tenerife,22-203,2001,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,https://fbref.com/en/players/527752b4/Salifo-Caropitche,527752b4,La Liga 2
115,Sergio Carreira,ESP,DF,Elche,23-087,2000,3.1,1.61,0.65,0.65,0.65,0.32,1.29,1.61,80.0,0.32,0.97,0.00,0.97,1.94,3.55,2.90,0.00,https://fbref.com/en/players/8d6a9c93/Sergio-Carreira,8d6a9c93,La Liga 2
116,Jordan Carrillo,MEX,MF,Sporting Gijón,22-039,2001,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/55f70431/Jordan-Carrillo,55f70431,La Liga 2
117,David Castro,ESP,DF,Racing Ferrol,28-091,1995,14.2,1.62,0.99,1.20,0.42,0.00,0.56,0.63,88.9,0.07,0.70,0.49,0.21,0.70,2.32,4.79,0.00,https://fbref.com/en/players/28685101/David-Castro,28685101,La Liga 2
118,Javier Castro,ESP,DF,Alcorcón,23-117,2000,18.3,1.15,0.77,0.93,0.16,0.05,0.38,0.93,41.2,0.55,1.69,1.42,0.27,0.77,1.91,4.92,0.05,https://fbref.com/en/players/7e1a736b/Javier-Castro,7e1a736b,La Liga 2
119,Nicolás Castro,ARG,MF,Elche,23-068,2000,10.5,2.00,1.14,0.67,1.14,0.19,1.14,2.48,46.2,1.33,0.76,0.00,0.76,0.86,2.86,0.48,0.00,https://fbref.com/en/players/72828b14/Nicolas-Castro,72828b14,La Liga 2
120,Santi Cazorla,ESP,"MF,FW",Oviedo,39-026,1984,2.6,1.15,0.38,0.38,0.00,0.77,0.38,0.77,50.0,0.38,1.15,0.00,1.15,0.77,1.92,0.77,0.38,https://fbref.com/en/players/e2e9c250/Santi-Cazorla,e2e9c250,La Liga 2
121,Iván Cédric,ESP,FW,Valladolid,22-017,2001,4.8,0.21,0.00,0.21,0.00,0.00,0.00,0.21,0.0,0.21,0.00,0.00,0.00,0.21,0.42,0.63,0.00,https://fbref.com/en/players/9896ccbc/Ivan-Cedric,9896ccbc,La Liga 2
122,Ilyas Chaira,MAR,"FW,MF",CD Mirandés,22-340,2001,13.9,1.51,1.29,0.58,0.50,0.43,0.72,2.16,33.3,1.44,1.73,0.07,1.65,0.50,2.01,1.15,0.00,https://fbref.com/en/players/c998f00f/Ilyas-Chaira,c998f00f,La Liga 2
123,Chapela,ESP,MF,Eldense,24-232,1999,14.7,1.02,0.82,0.41,0.34,0.27,0.54,1.43,38.1,0.88,1.22,0.41,0.82,0.61,1.63,1.02,0.00,https://fbref.com/en/players/9ed40a69/Chapela,9ed40a69,La Liga 2
124,Chema,ESP,DF,Alcorcón,31-311,1992,8.5,0.82,0.35,0.59,0.12,0.12,0.59,0.59,100.0,0.00,1.29,1.06,0.24,1.53,2.35,5.41,0.12,https://fbref.com/en/players/7f203b54/Chema,7f203b54,La Liga 2
125,Julián Chicco,ARG,MF,Leganés,25-360,1998,8.8,1.48,1.02,0.57,0.80,0.11,0.91,2.73,33.3,1.82,1.70,0.45,1.25,1.14,2.61,1.02,0.00,https://fbref.com/en/players/92dacb99/Julian-Chicco,92dacb99,La Liga 2
126,Chiki,ESP,"FW,MF",Alcorcón,27-095,1996,16.9,0.41,0.30,0.18,0.12,0.12,0.18,0.71,25.0,0.53,0.95,0.06,0.89,0.59,1.01,0.95,0.00,https://fbref.com/en/players/407a1bee/Chiki,407a1bee,La Liga 2
127,Chuca,ESP,MF,Racing Ferrol,26-212,1997,1.5,2.00,0.67,0.67,1.33,0.00,2.00,3.33,60.0,1.33,2.00,0.67,1.33,0.67,2.67,0.67,0.00,https://fbref.com/en/players/c4af5889/Chuca,c4af5889,La Liga 2
128,Churripi,ESP,GK,Burgos,29-250,1994,21.0,0.10,0.10,0.10,0.00,0.00,0.05,0.05,100.0,0.00,0.00,0.00,0.00,0.00,0.10,0.33,0.05,https://fbref.com/en/players/81a606fc/Churripi,81a606fc,La Liga 2
129,Seydouba Cissé,GUI,"MF,FW",Leganés,22-332,2001,9.5,2.32,1.37,1.26,0.84,0.21,0.84,1.37,61.5,0.53,1.47,0.21,1.26,1.16,3.47,1.16,0.00,https://fbref.com/en/players/0d13e455/Seydouba-Cisse,0d13e455,La Liga 2
130,Enrique Clemente,ESP,DF,Racing Ferrol,24-310,1999,10.6,1.13,0.94,0.75,0.38,0.00,0.75,1.04,72.7,0.28,1.04,0.94,0.09,1.79,2.92,5.75,0.09,https://fbref.com/en/players/21bf9d41/Enrique-Clemente,21bf9d41,La Liga 2
131,Jesús Clemente,ESP,MF,Eldense,24-007,2000,9.1,1.87,0.77,0.88,0.66,0.33,0.88,1.76,50.0,0.88,1.54,0.22,1.32,0.77,2.64,0.44,0.00,https://fbref.com/en/players/3409fb23/Jesus-Clemente,3409fb23,La Liga 2
132,Óscar Clemente,ESP,MF,Levante,24-288,1999,6.9,1.59,0.87,0.72,0.43,0.43,0.87,2.90,30.0,2.03,0.72,0.00,0.72,0.87,2.46,0.72,0.00,https://fbref.com/en/players/9dfdbdeb/Oscar-Clemente,9dfdbdeb,La Liga 2
133,Carlos Clerc,ESP,DF,Elche,31-321,1992,19.8,2.53,1.36,1.26,1.11,0.15,1.36,2.02,67.5,0.66,0.86,0.15,0.71,1.62,4.14,3.69,0.00,https://fbref.com/en/players/33a61a52/Carlos-Clerc,33a61a52,La Liga 2
134,Diego Collado,ESP,"FW,MF",Villarreal B,22-364,2001,5.8,2.59,1.21,1.38,1.03,0.17,1.38,2.07,66.7,0.69,0.86,0.00,0.86,0.34,2.93,0.69,0.00,https://fbref.com/en/players/b3f62bfc/Diego-Collado,b3f62bfc,La Liga 2
135,Santiago Colombatto,ARG,MF,Oviedo,26-356,1997,15.4,1.56,0.97,0.58,0.84,0.13,0.91,1.82,50.0,0.91,0.84,0.26,0.58,1.10,2.66,1.04,0.00,https://fbref.com/en/players/ad9fdbf3/Santiago-Colombatto,ad9fdbf3,La Liga 2
136,Diego Conde,ESP,GK,Leganés,25-072,1998,18.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.61,0.00,https://fbref.com/en/players/4eae5bc4/Diego-Conde,4eae5bc4,La Liga 2
137,Aitor Córdoba,ESP,DF,Burgos,28-232,1995,20.8,1.73,1.15,1.11,0.63,0.00,0.82,0.96,85.0,0.14,0.96,0.72,0.24,1.97,3.70,3.75,0.05,https://fbref.com/en/players/42547afa/Aitor-Cordoba,42547afa,La Liga 2
138,José Corpas,ESP,"FW,DF",Eibar,32-185,1991,12.5,0.96,0.56,0.40,0.40,0.16,0.48,1.68,28.6,1.20,0.88,0.00,0.88,1.04,2.00,1.52,0.08,https://fbref.com/en/players/422b05e3/Jose-Corpas,422b05e3,La Liga 2
139,Álex Corredera,ESP,MF,Tenerife,27-295,1996,19.3,1.76,1.19,0.73,0.88,0.16,0.73,1.50,48.3,0.78,1.09,0.26,0.83,1.04,2.80,0.78,0.00,https://fbref.com/en/players/b3a2168d/Alex-Corredera,b3a2168d,La Liga 2
140,David Costas,ESP,DF,Oviedo,28-288,1995,17.4,1.55,0.98,1.32,0.17,0.06,0.46,0.46,100.0,0.00,0.86,0.46,0.40,1.95,3.51,4.48,0.06,https://fbref.com/en/players/545e2f01/David-Costas,545e2f01,La Liga 2
141,Enol Coto,ESP,DF,Sporting Gijón,22-291,2001,1.4,1.43,0.00,0.71,0.71,0.00,1.43,1.43,100.0,0.00,0.00,0.00,0.00,0.00,1.43,1.43,0.00,https://fbref.com/en/players/06af1c11/Enol-Coto,06af1c11,La Liga 2
142,Sergio Cubero Ezcurra,ESP,DF,Racing Ferrol,24-125,1999,10.5,2.76,2.00,1.90,0.67,0.19,1.52,2.86,53.3,1.33,1.71,0.48,1.24,1.52,4.29,2.57,0.00,https://fbref.com/en/players/d858d079/Sergio-Cubero-Ezcurra,d858d079,La Liga 2
143,Cuenca,ESP,FW,Zaragoza,21-062,2002,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/players/ec14bc12/Cuenca,ec14bc12,La Liga 2
144,Pablo Cuñat,ESP,GK,Amorebieta,21-255,2002,17.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.82,0.00,https://fbref.com/en/players/a9ab3b32/Pablo-Cunat,a9ab3b32,La Liga 2
145,Curro,ESP,"FW,MF",Burgos,28-005,1996,19.8,1.01,0.56,0.51,0.35,0.15,0.45,0.86,52.9,0.40,0.86,0.00,0.86,0.05,1.06,0.30,0.00,https://fbref.com/en/players/f9a225f5/Curro,f9a225f5,La Liga 2
146,Cosimo Marco Da Graca,ITA,"FW,MF",Amorebieta,21-252,2002,4.9,0.20,0.20,0.00,0.20,0.00,0.00,0.00,,0.00,0.82,0.00,0.82,0.20,0.41,1.22,0.00,https://fbref.com/en/players/32f76907/Cosimo-Marco-Da-Graca,32f76907,La Liga 2
147,Toni Datković,CRO,DF,Albacete,30-063,1993,3.6,1.67,0.83,0.56,1.11,0.00,0.00,0.83,0.0,0.83,0.28,0.00,0.28,0.83,2.50,4.17,0.00,https://fbref.com/en/players/0893e14b/Toni-Datkovic,0893e14b,La Liga 2
148,Toni Datković,CRO,DF,Cartagena,30-063,1993,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,2.00,1.00,1.00,1.00,1.00,3.00,0.00,https://fbref.com/en/players/0893e14b/Toni-Datkovic,0893e14b,La Liga 2
149,Konrad De La Fuente,USA,"FW,MF",Eibar,22-176,2001,0.8,5.00,1.25,3.75,1.25,0.00,2.50,3.75,66.7,1.25,2.50,0.00,2.50,0.00,5.00,1.25,0.00,https://fbref.com/en/players/4b77bb89/Konrad-De-La-Fuente,4b77bb89,La Liga 2
150,Alberto Del Moral,ESP,"MF,DF",Villarreal B,23-172,2000,13.9,2.23,1.51,1.22,1.01,0.00,1.08,2.59,41.7,1.51,1.37,0.43,0.94,1.01,3.24,2.37,0.07,https://fbref.com/en/players/84a85b48/Alberto-Del-Moral,84a85b48,La Liga 2
151,Moisés Delgado,ESP,DF,Racing Ferrol,29-265,1994,10.8,2.04,1.11,1.11,0.74,0.19,0.93,1.76,52.6,0.83,0.56,0.09,0.46,1.57,3.61,1.94,0.00,https://fbref.com/en/players/248c409d/Moises-Delgado,248c409d,La Liga 2
152,Julián Delmás,ESP,DF,Racing Ferrol,28-263,1995,10.8,1.76,1.30,0.74,0.83,0.19,0.83,1.76,47.4,0.93,0.65,0.19,0.46,1.20,2.96,2.78,0.00,https://fbref.com/en/players/70283ec6/Julian-Delmas,70283ec6,La Liga 2
153,Derick,BRA,"DF,MF",Eldense,30-129,1993,6.4,2.03,1.25,0.63,1.25,0.16,0.94,1.88,50.0,0.94,1.41,0.63,0.78,1.09,3.13,2.81,0.00,https://fbref.com/en/players/cb1580aa/Derick,cb1580aa,La Liga 2
154,Diego,ESP,FW,Leganés,23-265,2000,16.3,0.18,0.06,0.00,0.18,0.00,0.06,0.61,10.0,0.55,0.43,0.06,0.37,0.00,0.18,0.98,0.00,https://fbref.com/en/players/b85a5126/Diego,b85a5126,La Liga 2
155,Landry Dimata,BEL,"FW,MF",Espanyol,26-129,1997,0.5,2.00,0.00,0.00,2.00,0.00,2.00,2.00,100.0,0.00,0.00,0.00,0.00,0.00,2.00,4.00,0.00,https://fbref.com/en/players/b5f63410/Landry-Dimata,b5f63410,La Liga 2
156,Mohammed Djetei,CMR,DF,Albacete,29-143,1994,14.9,0.67,0.40,0.40,0.27,0.00,0.34,0.40,83.3,0.07,0.94,0.74,0.20,1.88,2.55,4.97,0.13,https://fbref.com/en/players/209c123e/Mohammed-Djetei,209c123e,La Liga 2
157,Naïs Djouahra,FRA,"MF,FW",Leganés,24-046,1999,7.3,2.19,1.10,0.68,1.10,0.41,0.82,2.33,35.3,1.51,3.42,0.27,3.15,0.55,2.74,0.55,0.00,https://fbref.com/en/players/3594a357/Nais-Djouahra,3594a357,La Liga 2
158,John Donald,ESP,MF,Elche,23-131,2000,0.3,3.33,0.00,0.00,3.33,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,3.33,6.67,6.67,0.00,https://fbref.com/en/players/5e95c000/John-Donald,5e95c000,La Liga 2
159,Josué Dorrio,ESP,"MF,FW",Amorebieta,29-311,1994,17.6,1.36,0.91,0.45,0.85,0.06,0.45,1.65,27.6,1.19,0.57,0.00,0.57,0.57,1.93,0.45,0.00,https://fbref.com/en/players/8dffe3d5/Josue-Dorrio,8dffe3d5,La Liga 2
160,Marc-Olivier Doué,FRA,"MF,FW",Eldense,23-089,2000,0.7,2.86,1.43,1.43,1.43,0.00,1.43,1.43,100.0,0.00,0.00,0.00,0.00,1.43,4.29,1.43,0.00,https://fbref.com/en/players/b93b1fb7/Marc-Olivier-Doue,b93b1fb7,La Liga 2
161,Ivan Durdov,CRO,FW,CD Mirandés,23-175,2000,4.0,0.25,0.25,0.00,0.25,0.00,0.00,0.25,0.0,0.25,0.50,0.00,0.50,0.25,0.50,1.00,0.00,https://fbref.com/en/players/5abada7a/Ivan-Durdov,5abada7a,La Liga 2
162,Ryan Edwards,AUS,"MF,FW",Amorebieta,30-052,1993,10.1,0.59,0.30,0.40,0.10,0.10,0.20,1.09,18.2,0.89,0.79,0.10,0.69,0.40,0.99,0.79,0.00,https://fbref.com/en/players/3791c2c6/Ryan-Edwards,3791c2c6,La Liga 2
163,Unai Elgezabal,ESP,"MF,DF",Burgos,30-258,1993,11.9,1.60,0.84,0.59,0.84,0.17,1.18,2.10,56.0,0.92,1.26,0.59,0.67,0.84,2.44,2.69,0.00,https://fbref.com/en/players/01cc0c90/Unai-Elgezabal,01cc0c90,La Liga 2
164,Úmaro Embaló,POR,"FW,MF",Cartagena,22-247,2001,6.0,1.17,0.83,0.83,0.33,0.00,0.17,1.50,11.1,1.33,1.17,0.00,1.17,0.33,1.50,0.67,0.00,https://fbref.com/en/players/cddafc92/Umaro-Embalo,cddafc92,La Liga 2
165,Sergi Enrich,ESP,"FW,MF",Zaragoza,33-316,1990,4.2,1.43,1.19,0.24,0.71,0.48,0.48,0.95,50.0,0.48,0.95,0.00,0.95,0.24,1.67,0.95,0.00,https://fbref.com/en/players/bb4b1242/Sergi-Enrich,bb4b1242,La Liga 2
166,Javier Eraso,ESP,"FW,MF",Amorebieta,33-292,1990,7.1,0.28,0.00,0.28,0.00,0.00,0.14,0.70,20.0,0.56,0.28,0.00,0.28,0.28,0.56,0.70,0.00,https://fbref.com/en/players/aec0fb6f/Javier-Eraso,aec0fb6f,La Liga 2
167,Dani Escriche,ESP,FW,Albacete,25-290,1998,14.6,0.89,0.41,0.21,0.34,0.34,0.14,0.48,28.6,0.34,0.68,0.00,0.68,0.75,1.64,0.96,0.00,https://fbref.com/en/players/5a36f180/Dani-Escriche,5a36f180,La Liga 2
168,Dani Escriche,ESP,"FW,MF",Huesca,25-290,1998,0.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,1.11,1.11,0.00,0.00,https://fbref.com/en/players/5a36f180/Dani-Escriche,5a36f180,La Liga 2
169,Sergio Escudero,ESP,DF,Valladolid,34-128,1989,16.4,2.07,1.16,1.34,0.61,0.12,0.98,1.89,51.6,0.91,1.46,0.24,1.22,0.61,2.68,2.32,0.00,https://fbref.com/en/players/b0616e3d/Sergio-Escudero,b0616e3d,La Liga 2
170,Dani Esmorís,ESP,DF,Villarreal B,23-186,2000,12.2,,0.90,,,,,,,,,,,1.97,,,,https://fbref.com/en/players/086c1437/Dani-Esmoris,086c1437,La Liga 2
171,Eduardo Espiau,ESP,FW,Burgos,29-020,1994,10.7,0.19,0.09,0.09,0.09,0.00,0.09,0.75,12.5,0.65,0.65,0.09,0.56,0.37,0.56,0.37,0.00,https://fbref.com/en/players/872befe6/Eduardo-Espiau,872befe6,La Liga 2
172,Antonio Espigare,ESP,DF,Villarreal B,19-125,2004,14.1,0.78,0.35,0.64,0.14,0.00,0.50,0.64,77.8,0.14,0.92,0.64,0.28,0.71,1.49,4.26,0.14,https://fbref.com/en/players/d97cfe6f/Antonio-Espigare,d97cfe6f,La Liga 2
173,Xabier Etxeita,ESP,DF,Amorebieta,36-069,1987,8.0,0.63,0.38,0.38,0.25,0.00,0.50,1.25,40.0,0.75,1.13,0.63,0.50,0.75,1.38,4.50,0.00,https://fbref.com/en/players/4a895384/Xabier-Etxeita,4a895384,La Liga 2
174,Edu Expósito,ESP,MF,Espanyol,27-160,1996,11.1,2.25,1.26,0.81,0.99,0.45,1.26,1.98,63.6,0.72,1.17,0.18,0.99,1.17,3.42,1.26,0.00,https://fbref.com/en/players/283c7121/Edu-Exposito,283c7121,La Liga 2
175,Nicolás Ezequiel Fernández,ARG,"MF,FW",Elche,23-362,2000,17.7,1.41,1.07,0.56,0.51,0.34,0.68,1.41,48.0,0.73,1.53,0.06,1.47,0.56,1.98,0.51,0.00,https://fbref.com/en/players/3409de86/Nicolas-Ezequiel-Fernandez,3409de86,La Liga 2
176,Jokin Ezkieta,ESP,GK,Racing Sant,27-144,1996,21.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.48,0.00,https://fbref.com/en/players/0f7dbaf6/Jokin-Ezkieta,0f7dbaf6,La Liga 2
177,Fabrício,BRA,FW,Levante,23-092,2000,5.6,1.61,0.71,0.54,0.36,0.71,1.25,2.14,58.3,0.89,0.89,0.18,0.71,0.71,2.32,0.00,0.00,https://fbref.com/en/players/e2290a67/Fabricio,e2290a67,La Liga 2
178,Aleix Febas,ESP,MF,Elche,27-340,1996,19.2,2.92,2.03,1.35,1.30,0.26,1.15,1.93,59.5,0.78,0.68,0.05,0.63,0.57,3.49,0.10,0.00,https://fbref.com/en/players/38126309/Aleix-Febas,38126309,La Liga 2
179,Joan Femenías,ESP,GK,Levante,27-142,1996,8.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/fe5f2ab8/Joan-Femenias,fe5f2ab8,La Liga 2
180,Álvaro Fernández,ESP,GK,Huesca,25-270,1998,21.0,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.0,0.05,0.00,0.00,0.00,0.00,0.00,0.43,0.05,https://fbref.com/en/players/f127d782/Alvaro-Fernandez,f127d782,La Liga 2
181,Andrés Fernández,ESP,GK,Levante,37-022,1986,13.0,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.0,0.08,0.00,0.00,0.00,0.00,0.00,0.31,0.00,https://fbref.com/en/players/307fcd26/Andres-Fernandez,307fcd26,La Liga 2
182,Dani Fernandez,ESP,DF,Racing Sant,26-253,1997,6.9,1.30,0.72,0.29,0.58,0.43,1.01,1.45,70.0,0.43,0.58,0.29,0.29,0.43,1.74,2.17,0.00,https://fbref.com/en/players/686be827/Dani-Fernandez,686be827,La Liga 2
183,Juan Ferney Otero,COL,FW,Sporting Gijón,28-227,1995,17.6,0.74,0.40,0.28,0.34,0.11,0.28,1.31,21.7,1.02,0.80,0.17,0.63,0.28,1.02,1.31,0.00,https://fbref.com/en/players/05816e19/Juan-Ferney-Otero,05816e19,La Liga 2
184,Andrés Ferrari,URU,FW,Villarreal B,21-005,2003,5.1,0.20,0.20,0.20,0.00,0.00,0.00,0.39,0.0,0.39,1.18,0.20,0.98,0.00,0.20,1.18,0.00,https://fbref.com/en/players/d3a368d9/Andres-Ferrari,d3a368d9,La Liga 2
185,David Ferreiro,ESP,"MF,FW",Cartagena,35-282,1988,3.3,2.42,1.21,1.52,0.91,0.00,1.52,3.03,50.0,1.52,0.61,0.00,0.61,0.91,3.33,0.00,0.00,https://fbref.com/en/players/8970907e/David-Ferreiro,8970907e,La Liga 2
186,Fidel,ESP,"MF,FW",Elche,34-073,1989,10.4,0.77,0.29,0.29,0.38,0.10,0.48,1.63,29.4,1.15,0.58,0.19,0.38,0.38,1.15,0.29,0.00,https://fbref.com/en/players/eb82b6f1/Fidel,eb82b6f1,La Liga 2
187,José Fontán,ESP,DF,Cartagena,23-331,2000,18.0,1.78,1.11,0.94,0.72,0.11,1.17,1.50,77.8,0.33,1.11,0.56,0.56,1.39,3.17,4.22,0.00,https://fbref.com/en/players/1827a42d/Jose-Fontan,1827a42d,La Liga 2
188,Álex Forés,ESP,FW,Villarreal B,22-271,2001,15.0,0.27,0.27,0.07,0.13,0.07,0.07,0.27,25.0,0.20,0.80,0.07,0.73,0.20,0.47,0.33,0.00,https://fbref.com/en/players/d6ed4376/Alex-Fores,d6ed4376,La Liga 2
189,Alejandro Francés,ESP,DF,Zaragoza,21-160,2002,15.5,1.55,0.71,1.10,0.32,0.13,0.71,1.03,68.8,0.32,0.77,0.58,0.19,1.61,3.16,3.94,0.00,https://fbref.com/en/players/3e78a188/Alejandro-Frances,3e78a188,La Liga 2
190,Enric Franquesa,ESP,DF,Leganés,26-316,1997,20.8,2.26,1.35,1.30,0.87,0.10,1.15,1.68,68.6,0.53,1.20,0.24,0.96,0.77,3.03,1.83,0.00,https://fbref.com/en/players/40883e3a/Enric-Franquesa,40883e3a,La Liga 2
191,Álvaro Martín de Frías,ESP,MF,FC Andorra,22-358,2001,7.4,2.03,1.22,0.41,1.08,0.54,0.95,2.30,41.2,1.35,1.22,0.14,1.08,0.81,2.84,0.41,0.00,https://fbref.com/en/players/29b9c501/Alvaro-Martin-de-Frias,29b9c501,La Liga 2
192,Manuel Fuster,ESP,"MF,FW",Albacete,26-078,1997,19.3,0.93,0.41,0.31,0.47,0.16,0.47,1.66,28.1,1.19,0.62,0.10,0.52,0.26,1.19,0.36,0.00,https://fbref.com/en/players/618f396a/Manuel-Fuster,618f396a,La Liga 2
193,Enric Gallego,ESP,FW,Tenerife,37-118,1986,11.9,0.84,0.59,0.25,0.25,0.34,0.34,0.67,50.0,0.34,0.84,0.08,0.76,0.42,1.26,1.43,0.00,https://fbref.com/en/players/82e9b89d/Enric-Gallego,82e9b89d,La Liga 2
194,Fran Gámez,ESP,DF,Zaragoza,32-165,1991,14.5,2.69,1.45,1.66,0.76,0.28,1.93,2.62,73.7,0.69,1.10,0.34,0.76,1.10,3.79,1.59,0.00,https://fbref.com/en/players/2e3406ae/Fran-Gamez,2e3406ae,La Liga 2
195,Borja Garcés,ESP,FW,Elche,24-155,1999,4.0,1.00,0.50,0.50,0.50,0.00,0.25,0.25,100.0,0.00,0.25,0.00,0.25,0.25,1.25,1.00,0.00,https://fbref.com/en/players/bc39454c/Borja-Garces,bc39454c,La Liga 2
