Rk,Player,Nation,Pos,Squad,Age,Born,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Player Link_,Player ID_,Competition
97,Leandro Cabrera,URU,DF,Espanyol,32-205,1991,17.9,0.11,0.00,0.00,1.01,0.28,0.00,1.12,0.61,0.73,0.00,0.00,0.00,4.53,2.68,1.45,64.9,https://fbref.com/en/players/69cbc8b6/Leandro-Cabrera,69cbc8b6,La Liga 2
98,Fernando Calero,ESP,DF,Espanyol,28-116,1995,16.2,0.37,0.06,0.00,1.23,0.37,0.06,0.19,1.79,2.04,0.00,0.00,0.00,6.36,2.59,1.67,60.9,https://fbref.com/en/players/41b3069f/Fernando-Calero,41b3069f,La Liga 2
99,Iván Calero,ESP,DF,Cartagena,28-262,1995,15.0,0.33,0.00,0.00,1.20,0.60,0.00,4.00,0.67,0.87,0.00,0.00,0.00,4.67,1.07,0.80,57.1,https://fbref.com/en/players/6724c5a9/Ivan-Calero,6724c5a9,La Liga 2
100,Álex Calvo,ESP,FW,FC Andorra,19-322,2004,10.4,0.10,0.00,0.00,1.63,0.96,0.19,2.69,0.38,1.15,0.10,0.00,0.00,3.08,0.29,0.96,23.1,https://fbref.com/en/players/b716f6a1/Alex-Calvo,b716f6a1,La Liga 2
101,Dani Calvo,ESP,DF,Oviedo,29-282,1994,19.0,0.37,0.05,0.05,1.00,0.37,0.05,0.11,1.00,0.74,0.00,0.00,0.00,4.68,3.47,1.16,75.0,https://fbref.com/en/players/dd672e1f/Dani-Calvo,dd672e1f,La Liga 2
102,Víctor Camarasa,ESP,MF,Oviedo,29-225,1994,5.1,0.20,0.00,0.00,1.57,0.39,0.00,1.96,1.96,0.78,0.00,0.00,0.00,6.08,1.96,0.59,76.9,https://fbref.com/en/players/b2d03887/Victor-Camarasa,b2d03887,La Liga 2
103,Diego Campo,ESP,MF,Racing Sant,22-053,2001,0.1,10.0,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,10.0,0.0,https://fbref.com/en/players/2d6f4731/Diego-Campo,2d6f4731,La Liga 2
104,Gaspar Campos,ESP,"MF,FW",Sporting Gijón,23-287,2000,16.2,0.19,0.00,0.00,0.74,0.86,0.06,2.41,0.25,0.74,0.06,0.00,0.00,4.63,0.25,1.11,18.2,https://fbref.com/en/players/e9e8c5ca/Gaspar-Campos,e9e8c5ca,La Liga 2
105,Víctor Campuzano,ESP,FW,Sporting Gijón,26-222,1997,7.0,0.00,0.00,0.00,2.14,2.14,0.43,0.29,0.00,0.86,0.00,0.00,0.00,1.86,0.71,2.57,21.7,https://fbref.com/en/players/06983922/Victor-Campuzano,06983922,La Liga 2
106,Álex Cantero,ESP,"FW,MF",Levante,23-214,2000,7.6,0.39,0.00,0.00,1.45,1.58,0.39,1.97,0.39,0.53,0.00,0.00,0.00,3.29,0.66,1.45,31.3,https://fbref.com/en/players/4aa253fd/Alex-Cantero,4aa253fd,La Liga 2
107,Ander Cantero,ESP,GK,Racing Ferrol,28-364,1995,21.0,0.05,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.29,0.38,0.00,100.0,https://fbref.com/en/players/de9bccf3/Ander-Cantero,de9bccf3,La Liga 2
108,Ander Capa,ESP,DF,Levante,31-334,1992,11.7,0.43,0.00,0.00,1.28,0.51,0.17,2.05,1.03,1.28,0.00,0.17,0.00,6.07,0.94,0.34,73.3,https://fbref.com/en/players/37f1cf47/Ander-Capa,37f1cf47,La Liga 2
109,Pedro Capó,ESP,"DF,MF",Eldense,33-028,1990,5.1,0.39,0.00,0.00,1.76,0.59,0.00,0.59,1.76,0.59,0.00,0.00,0.00,6.47,1.37,0.98,58.3,https://fbref.com/en/players/6c59e07a/Pedro-Capo,6c59e07a,La Liga 2
110,Àlex Carbonell,ESP,MF,Amorebieta,26-115,1997,14.7,0.34,0.07,0.07,1.97,2.04,0.00,0.68,1.43,1.29,0.00,0.00,0.00,8.16,1.70,1.02,62.5,https://fbref.com/en/players/aad99f27/Alex-Carbonell,aad99f27,La Liga 2
111,Carlo,ESP,MF,Villarreal B,22-330,2001,18.7,0.11,0.00,0.00,1.18,0.59,0.00,0.27,1.44,1.55,0.00,0.00,0.00,7.43,0.64,1.12,36.4,https://fbref.com/en/players/8249ff06/Carlo,8249ff06,La Liga 2
112,Juan Carlos,ESP,"FW,MF",Cartagena,32-299,1991,9.4,0.32,0.00,0.00,1.17,2.66,0.21,3.62,0.21,0.64,0.00,0.00,0.00,3.72,0.74,0.74,50.0,https://fbref.com/en/players/82803509/Juan-Carlos,82803509,La Liga 2
113,José Carlos Lazo,ESP,"FW,MF",Espanyol,27-326,1996,1.9,0.00,0.00,0.00,4.21,0.00,0.00,4.74,0.53,0.53,0.00,0.53,0.00,5.79,0.00,0.53,0.0,https://fbref.com/en/players/5b93209a/Jose-Carlos-Lazo,5b93209a,La Liga 2
114,Salifo Caropitche,GNB,"MF,FW",Tenerife,22-203,2001,0.2,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,25.0,16.7,https://fbref.com/en/players/527752b4/Salifo-Caropitche,527752b4,La Liga 2
115,Sergio Carreira,ESP,DF,Elche,23-087,2000,3.1,0.32,0.00,0.00,0.65,1.29,0.00,2.26,1.94,0.65,0.00,0.00,0.00,4.19,0.65,1.29,33.3,https://fbref.com/en/players/8d6a9c93/Sergio-Carreira,8d6a9c93,La Liga 2
116,Jordan Carrillo,MEX,MF,Sporting Gijón,22-039,2001,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.0,0.00,0.00,,https://fbref.com/en/players/55f70431/Jordan-Carrillo,55f70431,La Liga 2
117,David Castro,ESP,DF,Racing Ferrol,28-091,1995,14.2,0.28,0.07,0.00,1.76,1.13,0.00,0.00,0.70,0.99,0.00,0.07,0.00,6.48,2.96,1.62,64.6,https://fbref.com/en/players/28685101/David-Castro,28685101,La Liga 2
118,Javier Castro,ESP,DF,Alcorcón,23-117,2000,18.3,0.16,0.05,0.05,0.66,0.55,0.11,0.27,0.77,0.77,0.00,0.00,0.00,5.68,2.73,2.13,56.2,https://fbref.com/en/players/7e1a736b/Javier-Castro,7e1a736b,La Liga 2
119,Nicolás Castro,ARG,MF,Elche,23-068,2000,10.5,0.29,0.10,0.10,1.05,0.48,0.10,2.00,0.86,1.14,0.00,0.00,0.00,6.38,0.38,0.86,30.8,https://fbref.com/en/players/72828b14/Nicolas-Castro,72828b14,La Liga 2
120,Santi Cazorla,ESP,"MF,FW",Oviedo,39-026,1984,2.6,0.77,0.00,0.00,1.15,0.77,0.00,8.46,0.77,0.38,0.00,0.00,0.00,5.00,0.00,2.31,0.0,https://fbref.com/en/players/e2e9c250/Santi-Cazorla,e2e9c250,La Liga 2
121,Iván Cédric,ESP,FW,Valladolid,22-017,2001,4.8,0.21,0.00,0.00,2.50,2.08,1.25,0.00,0.21,0.00,0.00,0.21,0.00,0.63,0.83,1.88,30.8,https://fbref.com/en/players/9896ccbc/Ivan-Cedric,9896ccbc,La Liga 2
122,Ilyas Chaira,MAR,"FW,MF",CD Mirandés,22-340,2001,13.9,0.14,0.00,0.00,2.09,1.08,0.14,2.01,0.50,1.29,0.00,0.00,0.00,5.83,0.94,1.37,40.6,https://fbref.com/en/players/c998f00f/Ilyas-Chaira,c998f00f,La Liga 2
123,Chapela,ESP,MF,Eldense,24-232,1999,14.7,0.14,0.00,0.00,0.48,2.31,0.41,1.63,0.61,0.82,0.00,0.00,0.00,3.88,0.54,1.22,30.8,https://fbref.com/en/players/9ed40a69/Chapela,9ed40a69,La Liga 2
124,Chema,ESP,DF,Alcorcón,31-311,1992,8.5,0.59,0.00,0.00,1.29,0.35,0.12,0.00,1.53,0.35,0.00,0.12,0.00,4.00,2.35,1.53,60.6,https://fbref.com/en/players/7f203b54/Chema,7f203b54,La Liga 2
125,Julián Chicco,ARG,MF,Leganés,25-360,1998,8.8,0.57,0.00,0.00,1.70,1.02,0.11,0.57,1.14,1.02,0.00,0.00,0.00,6.59,1.59,1.25,56.0,https://fbref.com/en/players/92dacb99/Julian-Chicco,92dacb99,La Liga 2
126,Chiki,ESP,"FW,MF",Alcorcón,27-095,1996,16.9,0.12,0.00,0.00,1.12,0.95,0.24,0.30,0.59,0.30,0.00,0.00,0.00,3.02,1.42,2.19,39.3,https://fbref.com/en/players/407a1bee/Chiki,407a1bee,La Liga 2
127,Chuca,ESP,MF,Racing Ferrol,26-212,1997,1.5,0.00,0.00,0.00,2.00,1.33,0.00,0.67,0.67,0.67,0.00,0.00,0.00,2.67,2.67,4.67,36.4,https://fbref.com/en/players/c4af5889/Chuca,c4af5889,La Liga 2
128,Churripi,ESP,GK,Burgos,29-250,1994,21.0,0.05,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,1.38,0.14,0.00,100.0,https://fbref.com/en/players/81a606fc/Churripi,81a606fc,La Liga 2
129,Seydouba Cissé,GUI,"MF,FW",Leganés,22-332,2001,9.5,0.42,0.11,0.00,1.89,0.74,0.00,1.79,1.16,1.37,0.00,0.00,0.00,7.47,0.53,1.05,33.3,https://fbref.com/en/players/0d13e455/Seydouba-Cisse,0d13e455,La Liga 2
130,Enrique Clemente,ESP,DF,Racing Ferrol,24-310,1999,10.6,0.00,0.00,0.00,0.66,0.66,0.00,0.09,1.79,0.94,0.09,0.09,0.00,6.60,1.51,1.70,47.1,https://fbref.com/en/players/21bf9d41/Enrique-Clemente,21bf9d41,La Liga 2
131,Jesús Clemente,ESP,MF,Eldense,24-007,2000,9.1,0.33,0.00,0.00,3.41,2.09,0.22,2.42,0.77,0.77,0.00,0.00,0.00,5.93,1.98,3.74,34.6,https://fbref.com/en/players/3409fb23/Jesus-Clemente,3409fb23,La Liga 2
132,Óscar Clemente,ESP,MF,Levante,24-288,1999,6.9,0.00,0.00,0.00,1.30,1.01,0.14,1.59,0.87,0.87,0.00,0.00,0.00,6.23,0.43,0.58,42.9,https://fbref.com/en/players/9dfdbdeb/Oscar-Clemente,9dfdbdeb,La Liga 2
133,Carlos Clerc,ESP,DF,Elche,31-321,1992,19.8,0.15,0.05,0.00,1.16,1.01,0.10,1.72,1.62,1.36,0.00,0.00,0.00,4.90,1.41,1.11,56.0,https://fbref.com/en/players/33a61a52/Carlos-Clerc,33a61a52,La Liga 2
134,Diego Collado,ESP,"FW,MF",Villarreal B,22-364,2001,5.8,0.17,0.00,0.00,1.72,2.93,0.00,0.86,0.34,1.21,0.00,0.00,0.00,5.17,0.69,1.21,36.4,https://fbref.com/en/players/b3f62bfc/Diego-Collado,b3f62bfc,La Liga 2
135,Santiago Colombatto,ARG,MF,Oviedo,26-356,1997,15.4,0.32,0.06,0.06,1.82,2.66,0.13,6.23,1.10,0.97,0.00,0.00,0.00,8.18,1.17,0.78,60.0,https://fbref.com/en/players/ad9fdbf3/Santiago-Colombatto,ad9fdbf3,La Liga 2
136,Diego Conde,ESP,GK,Leganés,25-072,1998,18.1,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.05,0.22,0.00,100.0,https://fbref.com/en/players/4eae5bc4/Diego-Conde,4eae5bc4,La Liga 2
137,Aitor Córdoba,ESP,DF,Burgos,28-232,1995,20.8,0.10,0.00,0.00,0.53,0.24,0.05,0.10,1.97,1.15,0.00,0.00,0.00,5.87,2.02,1.20,62.7,https://fbref.com/en/players/42547afa/Aitor-Cordoba,42547afa,La Liga 2
138,José Corpas,ESP,"FW,DF",Eibar,32-185,1991,12.5,0.32,0.00,0.00,1.84,1.60,0.32,4.56,1.04,0.56,0.00,0.00,0.08,5.20,1.20,1.44,45.5,https://fbref.com/en/players/422b05e3/Jose-Corpas,422b05e3,La Liga 2
139,Álex Corredera,ESP,MF,Tenerife,27-295,1996,19.3,0.10,0.00,0.00,0.83,0.88,0.00,1.97,1.04,1.19,0.00,0.00,0.00,6.58,0.67,1.45,31.7,https://fbref.com/en/players/b3a2168d/Alex-Corredera,b3a2168d,La Liga 2
140,David Costas,ESP,DF,Oviedo,28-288,1995,17.4,0.29,0.00,0.00,0.98,0.92,0.06,0.29,1.95,0.98,0.06,0.00,0.00,6.15,4.48,1.32,77.2,https://fbref.com/en/players/545e2f01/David-Costas,545e2f01,La Liga 2
141,Enol Coto,ESP,DF,Sporting Gijón,22-291,2001,1.4,0.71,0.00,0.00,2.14,1.43,0.00,0.71,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.71,0.0,https://fbref.com/en/players/06af1c11/Enol-Coto,06af1c11,La Liga 2
142,Sergio Cubero Ezcurra,ESP,DF,Racing Ferrol,24-125,1999,10.5,0.38,0.00,0.00,1.81,1.62,0.00,2.19,1.52,2.00,0.00,0.00,0.00,6.19,2.76,0.76,78.4,https://fbref.com/en/players/d858d079/Sergio-Cubero-Ezcurra,d858d079,La Liga 2
143,Cuenca,ESP,FW,Zaragoza,21-062,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,https://fbref.com/en/players/ec14bc12/Cuenca,ec14bc12,La Liga 2
144,Pablo Cuñat,ESP,GK,Amorebieta,21-255,2002,17.0,0.06,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.88,0.12,0.00,100.0,https://fbref.com/en/players/a9ab3b32/Pablo-Cunat,a9ab3b32,La Liga 2
145,Curro,ESP,"FW,MF",Burgos,28-005,1996,19.8,0.15,0.00,0.00,0.96,2.17,0.10,3.33,0.05,0.56,0.00,0.00,0.00,5.00,1.36,1.46,48.2,https://fbref.com/en/players/f9a225f5/Curro,f9a225f5,La Liga 2
146,Cosimo Marco Da Graca,ITA,"FW,MF",Amorebieta,21-252,2002,4.9,0.20,0.00,0.00,2.04,0.82,0.82,0.00,0.20,0.20,0.00,0.00,0.00,1.22,1.22,7.55,14.0,https://fbref.com/en/players/32f76907/Cosimo-Marco-Da-Graca,32f76907,La Liga 2
147,Toni Datković,CRO,DF,Albacete,30-063,1993,3.6,0.56,0.00,0.00,1.67,1.11,0.00,0.28,0.83,0.83,0.00,0.00,0.00,3.33,3.61,1.67,68.4,https://fbref.com/en/players/0893e14b/Toni-Datkovic,0893e14b,La Liga 2
148,Toni Datković,CRO,DF,Cartagena,30-063,1993,1.0,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,4.00,4.00,5.00,44.4,https://fbref.com/en/players/0893e14b/Toni-Datkovic,0893e14b,La Liga 2
149,Konrad De La Fuente,USA,"FW,MF",Eibar,22-176,2001,0.8,0.00,0.00,0.00,1.25,8.75,0.00,1.25,0.00,1.25,0.00,0.00,0.00,2.50,0.00,0.00,,https://fbref.com/en/players/4b77bb89/Konrad-De-La-Fuente,4b77bb89,La Liga 2
150,Alberto Del Moral,ESP,"MF,DF",Villarreal B,23-172,2000,13.9,0.22,0.00,0.00,1.73,1.58,0.00,0.14,1.01,1.51,0.00,0.00,0.00,5.11,2.52,1.87,57.4,https://fbref.com/en/players/84a85b48/Alberto-Del-Moral,84a85b48,La Liga 2
151,Moisés Delgado,ESP,DF,Racing Ferrol,29-265,1994,10.8,0.37,0.09,0.00,1.30,0.93,0.00,2.96,1.57,1.11,0.00,0.00,0.00,4.35,0.65,1.11,36.8,https://fbref.com/en/players/248c409d/Moises-Delgado,248c409d,La Liga 2
152,Julián Delmás,ESP,DF,Racing Ferrol,28-263,1995,10.8,0.09,0.09,0.00,1.20,0.83,0.00,5.19,1.20,1.30,0.00,0.00,0.00,6.30,0.65,1.20,35.0,https://fbref.com/en/players/70283ec6/Julian-Delmas,70283ec6,La Liga 2
153,Derick,BRA,"DF,MF",Eldense,30-129,1993,6.4,0.00,0.00,0.00,1.25,0.47,0.16,3.28,1.09,1.25,0.00,0.00,0.00,6.88,0.94,0.47,66.7,https://fbref.com/en/players/cb1580aa/Derick,cb1580aa,La Liga 2
154,Diego,ESP,FW,Leganés,23-265,2000,16.3,0.06,0.00,0.00,1.17,1.78,0.55,0.61,0.00,0.06,0.06,0.00,0.00,1.72,3.62,3.99,47.6,https://fbref.com/en/players/b85a5126/Diego,b85a5126,La Liga 2
155,Landry Dimata,BEL,"FW,MF",Espanyol,26-129,1997,0.5,0.00,0.00,0.00,4.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,4.00,6.00,40.0,https://fbref.com/en/players/b5f63410/Landry-Dimata,b5f63410,La Liga 2
156,Mohammed Djetei,CMR,DF,Albacete,29-143,1994,14.9,0.13,0.00,0.00,0.94,0.40,0.00,0.00,1.88,0.40,0.00,0.07,0.00,7.11,2.01,1.54,56.6,https://fbref.com/en/players/209c123e/Mohammed-Djetei,209c123e,La Liga 2
157,Naïs Djouahra,FRA,"MF,FW",Leganés,24-046,1999,7.3,0.00,0.00,0.00,0.68,0.41,0.14,4.11,0.55,1.10,0.00,0.00,0.00,5.21,0.55,1.10,33.3,https://fbref.com/en/players/3594a357/Nais-Djouahra,3594a357,La Liga 2
158,John Donald,ESP,MF,Elche,23-131,2000,0.3,0.00,0.00,0.00,3.33,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,6.67,6.67,0.00,100.0,https://fbref.com/en/players/5e95c000/John-Donald,5e95c000,La Liga 2
159,Josué Dorrio,ESP,"MF,FW",Amorebieta,29-311,1994,17.6,0.11,0.00,0.00,1.19,1.42,0.11,5.57,0.57,0.91,0.06,0.00,0.00,4.43,0.63,1.42,30.6,https://fbref.com/en/players/8dffe3d5/Josue-Dorrio,8dffe3d5,La Liga 2
160,Marc-Olivier Doué,FRA,"MF,FW",Eldense,23-089,2000,0.7,2.86,1.43,1.43,7.14,0.00,0.00,4.29,1.43,1.43,0.00,0.00,0.00,2.86,1.43,4.29,25.0,https://fbref.com/en/players/b93b1fb7/Marc-Olivier-Doue,b93b1fb7,La Liga 2
161,Ivan Durdov,CRO,FW,CD Mirandés,23-175,2000,4.0,0.25,0.00,0.00,0.75,2.00,1.75,0.25,0.25,0.25,0.25,0.00,0.00,2.50,1.75,3.25,35.0,https://fbref.com/en/players/5abada7a/Ivan-Durdov,5abada7a,La Liga 2
162,Ryan Edwards,AUS,"MF,FW",Amorebieta,30-052,1993,10.1,0.20,0.00,0.00,1.98,0.89,0.40,0.69,0.40,0.30,0.00,0.00,0.00,3.66,1.19,2.97,28.6,https://fbref.com/en/players/3791c2c6/Ryan-Edwards,3791c2c6,La Liga 2
163,Unai Elgezabal,ESP,"MF,DF",Burgos,30-258,1993,11.9,0.42,0.00,0.00,1.34,0.84,0.17,0.17,0.84,0.84,0.08,0.00,0.00,6.22,3.95,1.68,70.1,https://fbref.com/en/players/01cc0c90/Unai-Elgezabal,01cc0c90,La Liga 2
164,Úmaro Embaló,POR,"FW,MF",Cartagena,22-247,2001,6.0,0.33,0.00,0.00,1.33,2.17,1.50,4.17,0.33,0.83,0.00,0.00,0.00,5.00,0.17,0.33,33.3,https://fbref.com/en/players/cddafc92/Umaro-Embalo,cddafc92,La Liga 2
165,Sergi Enrich,ESP,"FW,MF",Zaragoza,33-316,1990,4.2,0.00,0.24,0.00,1.43,1.19,0.24,0.24,0.24,1.19,0.00,0.00,0.00,2.14,2.86,5.48,34.3,https://fbref.com/en/players/bb4b1242/Sergi-Enrich,bb4b1242,La Liga 2
166,Javier Eraso,ESP,"FW,MF",Amorebieta,33-292,1990,7.1,0.28,0.00,0.00,1.69,0.85,0.14,0.56,0.28,0.00,0.00,0.00,0.00,3.80,0.70,1.41,33.3,https://fbref.com/en/players/aec0fb6f/Javier-Eraso,aec0fb6f,La Liga 2
167,Dani Escriche,ESP,FW,Albacete,25-290,1998,14.6,0.14,0.00,0.00,1.85,1.85,0.75,0.62,0.75,0.41,0.00,0.00,0.00,3.15,3.63,5.14,41.4,https://fbref.com/en/players/5a36f180/Dani-Escriche,5a36f180,La Liga 2
168,Dani Escriche,ESP,"FW,MF",Huesca,25-290,1998,0.9,0.00,0.00,0.00,4.44,2.22,1.11,0.00,1.11,0.00,0.00,0.00,0.00,4.44,6.67,8.89,42.9,https://fbref.com/en/players/5a36f180/Dani-Escriche,5a36f180,La Liga 2
169,Sergio Escudero,ESP,DF,Valladolid,34-128,1989,16.4,0.30,0.00,0.00,0.98,1.04,0.06,3.54,0.61,1.16,0.00,0.00,0.00,6.04,1.83,0.91,66.7,https://fbref.com/en/players/b0616e3d/Sergio-Escudero,b0616e3d,La Liga 2
170,Dani Esmorís,ESP,DF,Villarreal B,23-186,2000,12.2,0.25,0.00,0.00,0.98,1.07,0.25,5.00,1.97,0.90,,,0.00,,,,,https://fbref.com/en/players/086c1437/Dani-Esmoris,086c1437,La Liga 2
171,Eduardo Espiau,ESP,FW,Burgos,29-020,1994,10.7,0.19,0.00,0.00,1.50,1.31,0.37,0.09,0.37,0.09,0.00,0.00,0.00,3.46,3.27,5.42,37.6,https://fbref.com/en/players/872befe6/Eduardo-Espiau,872befe6,La Liga 2
172,Antonio Espigare,ESP,DF,Villarreal B,19-125,2004,14.1,0.14,0.07,0.00,0.71,0.00,0.07,0.21,0.71,0.35,0.00,0.00,0.00,4.89,1.42,1.06,57.1,https://fbref.com/en/players/d97cfe6f/Antonio-Espigare,d97cfe6f,La Liga 2
173,Xabier Etxeita,ESP,DF,Amorebieta,36-069,1987,8.0,0.13,0.00,0.00,0.63,0.25,0.00,0.13,0.75,0.38,0.00,0.00,0.00,4.63,1.88,2.13,46.9,https://fbref.com/en/players/4a895384/Xabier-Etxeita,4a895384,La Liga 2
174,Edu Expósito,ESP,MF,Espanyol,27-160,1996,11.1,0.18,0.00,0.00,1.80,1.26,0.09,4.32,1.17,1.26,0.00,0.00,0.00,7.30,1.26,1.26,50.0,https://fbref.com/en/players/283c7121/Edu-Exposito,283c7121,La Liga 2
175,Nicolás Ezequiel Fernández,ARG,"MF,FW",Elche,23-362,2000,17.7,0.28,0.00,0.00,1.75,1.13,0.28,5.08,0.56,1.07,0.00,0.00,0.00,5.20,0.51,1.24,29.0,https://fbref.com/en/players/3409de86/Nicolas-Ezequiel-Fernandez,3409de86,La Liga 2
176,Jokin Ezkieta,ESP,GK,Racing Sant,27-144,1996,21.0,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.14,0.05,75.0,https://fbref.com/en/players/0f7dbaf6/Jokin-Ezkieta,0f7dbaf6,La Liga 2
177,Fabrício,BRA,FW,Levante,23-092,2000,5.6,0.00,0.00,0.00,0.89,3.21,0.89,3.04,0.71,0.71,0.00,0.00,0.00,4.29,1.07,2.50,30.0,https://fbref.com/en/players/e2290a67/Fabricio,e2290a67,La Liga 2
178,Aleix Febas,ESP,MF,Elche,27-340,1996,19.2,0.10,0.00,0.00,1.20,4.06,0.00,0.63,0.57,2.03,0.00,0.00,0.00,7.40,0.36,0.83,30.4,https://fbref.com/en/players/38126309/Aleix-Febas,38126309,La Liga 2
179,Joan Femenías,ESP,GK,Levante,27-142,1996,8.0,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.38,0.25,0.00,100.0,https://fbref.com/en/players/fe5f2ab8/Joan-Femenias,fe5f2ab8,La Liga 2
180,Álvaro Fernández,ESP,GK,Huesca,25-270,1998,21.0,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.24,0.24,0.00,100.0,https://fbref.com/en/players/f127d782/Alvaro-Fernandez,f127d782,La Liga 2
181,Andrés Fernández,ESP,GK,Levante,37-022,1986,13.0,0.08,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.15,0.15,0.00,100.0,https://fbref.com/en/players/307fcd26/Andres-Fernandez,307fcd26,La Liga 2
182,Dani Fernandez,ESP,DF,Racing Sant,26-253,1997,6.9,0.43,0.00,0.00,0.87,1.16,0.14,1.45,0.43,0.72,0.00,0.00,0.00,3.77,1.01,0.58,63.6,https://fbref.com/en/players/686be827/Dani-Fernandez,686be827,La Liga 2
183,Juan Ferney Otero,COL,FW,Sporting Gijón,28-227,1995,17.6,0.11,0.00,0.00,1.25,1.42,0.68,1.25,0.28,0.40,0.00,0.00,0.00,2.78,3.07,3.24,48.6,https://fbref.com/en/players/05816e19/Juan-Ferney-Otero,05816e19,La Liga 2
184,Andrés Ferrari,URU,FW,Villarreal B,21-005,2003,5.1,0.39,0.00,0.00,2.35,0.98,0.20,0.20,0.00,0.20,0.00,0.00,0.00,1.18,2.94,4.12,41.7,https://fbref.com/en/players/d3a368d9/Andres-Ferrari,d3a368d9,La Liga 2
185,David Ferreiro,ESP,"MF,FW",Cartagena,35-282,1988,3.3,0.00,0.00,0.00,3.64,1.82,0.00,8.48,0.91,1.21,0.00,0.00,0.00,6.67,0.61,0.30,66.7,https://fbref.com/en/players/8970907e/David-Ferreiro,8970907e,La Liga 2
186,Fidel,ESP,"MF,FW",Elche,34-073,1989,10.4,0.29,0.00,0.00,1.06,1.35,0.10,7.40,0.38,0.29,0.00,0.00,0.00,5.58,0.10,1.06,8.3,https://fbref.com/en/players/eb82b6f1/Fidel,eb82b6f1,La Liga 2
187,José Fontán,ESP,DF,Cartagena,23-331,2000,18.0,0.28,0.00,0.00,1.61,0.44,0.00,0.72,1.39,1.11,0.00,0.00,0.00,5.56,1.89,1.39,57.6,https://fbref.com/en/players/1827a42d/Jose-Fontan,1827a42d,La Liga 2
188,Álex Forés,ESP,FW,Villarreal B,22-271,2001,15.0,0.13,0.00,0.00,0.47,0.73,0.53,0.47,0.20,0.27,0.00,0.00,0.00,2.07,0.93,1.13,45.2,https://fbref.com/en/players/d6ed4376/Alex-Fores,d6ed4376,La Liga 2
189,Alejandro Francés,ESP,DF,Zaragoza,21-160,2002,15.5,0.13,0.00,0.00,0.71,1.16,0.13,0.90,1.61,0.71,0.00,0.00,0.00,4.58,1.61,0.84,65.8,https://fbref.com/en/players/3e78a188/Alejandro-Frances,3e78a188,La Liga 2
190,Enric Franquesa,ESP,DF,Leganés,26-316,1997,20.8,0.14,0.00,0.00,0.96,1.20,0.24,2.31,0.77,1.35,0.00,0.00,0.00,5.14,0.87,0.91,48.6,https://fbref.com/en/players/40883e3a/Enric-Franquesa,40883e3a,La Liga 2
191,Álvaro Martín de Frías,ESP,MF,FC Andorra,22-358,2001,7.4,0.14,0.00,0.00,1.62,2.30,0.00,3.24,0.81,1.22,0.00,0.00,0.00,4.46,0.68,1.22,35.7,https://fbref.com/en/players/29b9c501/Alvaro-Martin-de-Frias,29b9c501,La Liga 2
192,Manuel Fuster,ESP,"MF,FW",Albacete,26-078,1997,19.3,0.05,0.00,0.00,0.62,2.33,0.21,6.32,0.26,0.41,0.00,0.00,0.00,5.54,0.62,0.57,52.2,https://fbref.com/en/players/618f396a/Manuel-Fuster,618f396a,La Liga 2
193,Enric Gallego,ESP,FW,Tenerife,37-118,1986,11.9,0.42,0.00,0.00,3.61,0.76,1.01,0.25,0.42,0.59,0.00,0.00,0.00,1.85,6.05,5.13,54.1,https://fbref.com/en/players/82e9b89d/Enric-Gallego,82e9b89d,La Liga 2
194,Fran Gámez,ESP,DF,Zaragoza,32-165,1991,14.5,0.14,0.00,0.00,1.59,0.55,0.07,4.41,1.10,1.45,0.00,0.00,0.00,7.10,0.83,0.69,54.5,https://fbref.com/en/players/2e3406ae/Fran-Gamez,2e3406ae,La Liga 2
