Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Player Link_,Player ID_,Competition
74,Álex Bernal,ESP,"MF,FW",Eldense,32-311,1991,5.2,47.5,46.7,0.58,0.38,0.00,0.19,1.35,0.00,0.00,0.00,0.00,0.00,36.5,0.19,1.35,https://fbref.com/en/players/288f8c08/Alex-Bernal,288f8c08,La Liga 2
75,Jesús Bernal,ESP,MF,Racing Ferrol,27-014,1996,20.3,53.0,51.3,1.58,1.43,0.00,0.39,0.20,0.15,0.00,0.00,0.00,0.00,43.4,0.15,0.64,https://fbref.com/en/players/af24b94f/Jesus-Bernal,af24b94f,La Liga 2
76,Juan Berrocal González,ESP,DF,Eibar,24-249,1999,16.2,58.8,57.3,1.36,1.17,0.00,0.31,0.06,0.12,0.00,0.00,0.00,0.00,50.6,0.12,0.12,https://fbref.com/en/players/377ef3a6/Juan-Berrocal-Gonzalez,377ef3a6,La Liga 2
77,Pedro Bigas,ESP,DF,Elche,33-115,1990,17.7,68.8,63.3,5.25,3.79,0.00,0.56,0.06,0.11,0.00,0.00,0.00,0.00,59.8,0.23,0.23,https://fbref.com/en/players/697295b1/Pedro-Bigas,697295b1,La Liga 2
78,Fabio Blanco,ESP,"MF,DF",Villarreal B,19-324,2004,0.2,80.0,80.0,0.00,0.00,0.00,0.00,20.0,0.00,0.00,0.00,0.00,0.00,50.0,0.00,10.0,https://fbref.com/en/players/f57dbaf2/Fabio-Blanco,f57dbaf2,La Liga 2
79,Lautaro Blanco,ARG,"DF,MF",Elche,24-323,1999,3.7,50.5,38.6,11.6,0.54,0.00,0.27,12.2,10.0,1.08,0.27,0.81,0.00,27.8,0.27,1.89,https://fbref.com/en/players/1657f448/Lautaro-Blanco,1657f448,La Liga 2
80,Jérémy Blasco,FRA,DF,Huesca,24-330,1999,14.5,43.6,40.6,2.83,1.24,0.07,0.34,0.07,1.03,0.00,0.00,0.00,0.00,35.3,0.21,0.28,https://fbref.com/en/players/346feec5/Jeremy-Blasco,346feec5,La Liga 2
81,Alejandro Blesa,ESP,MF,Levante,21-358,2002,0.1,60.0,60.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.0,0.00,0.00,https://fbref.com/en/players/d2ed99b4/Alejandro-Blesa,d2ed99b4,La Liga 2
82,Adam Boayar,ESP,"DF,MF",Elche,18-087,2005,0.5,50.0,50.0,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.0,0.00,0.00,https://fbref.com/en/players/fcc7ecb4/Adam-Boayar,fcc7ecb4,La Liga 2
83,Yann Bodiger,FRA,MF,Tenerife,28-333,1995,6.2,49.7,47.6,1.94,1.94,0.16,0.16,0.32,0.00,0.00,0.00,0.00,0.00,39.4,0.16,1.13,https://fbref.com/en/players/8c2c48a9/Yann-Bodiger,8c2c48a9,La Liga 2
84,Jovanny Bolívar,VEN,FW,Albacete,22-023,2001,0.5,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,https://fbref.com/en/players/4cf672bc/Jovanny-Bolivar,4cf672bc,La Liga 2
85,Jovanny Bolívar,VEN,"FW,MF",Huesca,22-023,2001,2.2,20.9,19.5,1.36,0.45,0.00,0.00,0.45,0.00,0.00,0.00,0.00,0.00,11.4,0.00,1.36,https://fbref.com/en/players/4cf672bc/Jovanny-Bolivar,4cf672bc,La Liga 2
86,Mohamed Bouldini,MAR,FW,Levante,28-042,1995,14.4,21.0,19.7,1.18,0.00,0.14,0.14,0.28,0.00,0.00,0.00,0.00,0.00,13.3,0.21,0.69,https://fbref.com/en/players/bcd0b89f/Mohamed-Bouldini,bcd0b89f,La Liga 2
87,Ruben Bover,ESP,MF,FC Andorra,31-198,1992,8.5,48.1,41.6,6.24,1.76,0.12,0.24,2.47,0.35,2.35,0.24,0.59,0.00,39.3,0.24,0.82,https://fbref.com/en/players/16d6583e/Ruben-Bover,16d6583e,La Liga 2
88,Lucas Boyé,ARG,FW,Elche,27-314,1996,2.4,24.2,22.1,2.08,0.00,0.42,0.42,0.42,0.00,0.00,0.00,0.00,0.00,19.2,0.00,0.83,https://fbref.com/en/players/d49f3e6b/Lucas-Boye,d49f3e6b,La Liga 2
89,Enzo Boyomo,CMR,DF,Valladolid,22-093,2001,18.3,61.8,59.5,2.13,1.80,0.05,0.49,0.16,0.33,0.00,0.00,0.00,0.00,53.1,0.16,0.27,https://fbref.com/en/players/3a99bc13/Enzo-Boyomo,3a99bc13,La Liga 2
90,Martin Braithwaite,DEN,FW,Espanyol,32-217,1991,18.3,15.1,14.3,0.71,0.00,0.05,0.11,0.38,0.00,0.00,0.00,0.00,0.00,10.1,0.11,0.60,https://fbref.com/en/players/fd771f95/Martin-Braithwaite,fd771f95,La Liga 2
91,Juanma Bravo,ESP,"MF,FW",Alcorcón,25-332,1998,1.0,35.0,34.0,1.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,22.0,0.00,2.00,https://fbref.com/en/players/f0753883/Juanma-Bravo,f0753883,La Liga 2
92,Yan Brice Eteki,CMR,MF,Alcorcón,26-135,1997,13.4,27.3,26.6,0.75,0.75,0.00,0.15,0.07,0.00,0.00,0.00,0.00,0.00,19.8,0.00,0.52,https://fbref.com/en/players/3d688b46/Yan-Brice-Eteki,3d688b46,La Liga 2
93,Brugui,ESP,"MF,FW",Levante,27-065,1996,5.8,34.8,33.3,1.03,0.17,0.17,0.17,2.07,0.52,0.17,0.00,0.00,0.00,25.7,0.52,1.72,https://fbref.com/en/players/66d0860c/Brugui,66d0860c,La Liga 2
94,Aitor Buñuel,ESP,DF,Tenerife,25-332,1998,10.7,49.1,38.9,10.1,0.37,0.00,0.19,2.80,9.72,0.00,0.00,0.00,0.00,35.1,0.09,1.21,https://fbref.com/en/players/6555c592/Aitor-Bunuel,6555c592,La Liga 2
95,Álvaro Bustos,ESP,"MF,FW",Alcorcón,28-196,1995,2.7,32.2,28.5,3.70,0.74,0.00,0.00,5.19,1.85,1.11,1.11,0.00,0.00,19.3,0.00,0.74,https://fbref.com/en/players/6163c2ae/Alvaro-Bustos,6163c2ae,La Liga 2
96,Yeray Cabanzón,ESP,"FW,MF",Racing Sant,20-239,2003,2.3,44.8,40.4,4.35,2.17,0.00,1.74,3.91,0.00,2.17,1.30,0.00,0.00,34.8,0.00,1.74,https://fbref.com/en/players/fe6c5de7/Yeray-Cabanzon,fe6c5de7,La Liga 2
97,Leandro Cabrera,URU,DF,Espanyol,32-205,1991,17.9,62.0,55.6,6.31,3.97,0.11,0.45,1.12,2.29,0.00,0.00,0.00,0.00,46.8,0.06,0.56,https://fbref.com/en/players/69cbc8b6/Leandro-Cabrera,69cbc8b6,La Liga 2
98,Fernando Calero,ESP,DF,Espanyol,28-116,1995,16.2,70.9,65.7,5.06,2.90,0.00,0.49,0.19,0.25,0.00,0.00,0.00,0.00,62.8,0.12,0.19,https://fbref.com/en/players/41b3069f/Fernando-Calero,41b3069f,La Liga 2
99,Iván Calero,ESP,DF,Cartagena,28-262,1995,15.0,43.1,33.6,9.33,1.00,0.07,0.47,4.00,7.20,1.13,0.40,0.47,0.07,30.5,0.20,1.00,https://fbref.com/en/players/6724c5a9/Ivan-Calero,6724c5a9,La Liga 2
100,Álex Calvo,ESP,FW,FC Andorra,19-322,2004,10.4,26.0,25.3,0.67,0.19,0.19,0.10,2.69,0.38,0.10,0.00,0.00,0.00,18.4,0.00,0.96,https://fbref.com/en/players/b716f6a1/Alex-Calvo,b716f6a1,La Liga 2
101,Dani Calvo,ESP,DF,Oviedo,29-282,1994,19.0,62.5,59.6,2.84,2.58,0.11,0.63,0.11,0.26,0.00,0.00,0.00,0.00,52.9,0.11,0.42,https://fbref.com/en/players/dd672e1f/Dani-Calvo,dd672e1f,La Liga 2
102,Víctor Camarasa,ESP,MF,Oviedo,29-225,1994,5.1,64.3,62.0,2.35,1.57,0.39,1.37,1.96,0.39,0.39,0.20,0.20,0.00,52.4,0.00,0.00,https://fbref.com/en/players/b2d03887/Victor-Camarasa,b2d03887,La Liga 2
103,Diego Campo,ESP,MF,Racing Sant,22-053,2001,0.1,60.0,60.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.0,0.00,0.00,https://fbref.com/en/players/2d6f4731/Diego-Campo,2d6f4731,La Liga 2
104,Gaspar Campos,ESP,"MF,FW",Sporting Gijón,23-287,2000,16.2,32.8,30.2,2.35,0.68,0.06,0.37,2.41,0.12,1.42,0.31,0.43,0.00,25.6,0.25,0.93,https://fbref.com/en/players/e9e8c5ca/Gaspar-Campos,e9e8c5ca,La Liga 2
105,Víctor Campuzano,ESP,FW,Sporting Gijón,26-222,1997,7.0,13.6,11.9,1.57,0.14,0.00,0.14,0.29,0.14,0.00,0.00,0.00,0.00,9.57,0.14,0.57,https://fbref.com/en/players/06983922/Victor-Campuzano,06983922,La Liga 2
106,Álex Cantero,ESP,"FW,MF",Levante,23-214,2000,7.6,22.4,21.3,0.92,0.00,0.39,0.00,1.97,0.66,0.00,0.00,0.00,0.00,15.0,0.13,0.92,https://fbref.com/en/players/4aa253fd/Alex-Cantero,4aa253fd,La Liga 2
107,Ander Cantero,ESP,GK,Racing Ferrol,28-364,1995,21.0,31.0,20.2,10.5,3.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.0,0.24,0.00,https://fbref.com/en/players/de9bccf3/Ander-Cantero,de9bccf3,La Liga 2
108,Ander Capa,ESP,DF,Levante,31-334,1992,11.7,57.1,45.9,11.2,0.85,0.00,0.17,2.05,10.3,0.00,0.00,0.00,0.00,45.8,0.00,1.11,https://fbref.com/en/players/37f1cf47/Ander-Capa,37f1cf47,La Liga 2
109,Pedro Capó,ESP,"DF,MF",Eldense,33-028,1990,5.1,56.1,53.7,2.16,0.98,0.00,1.18,0.59,1.18,0.00,0.00,0.00,0.00,42.4,0.20,0.59,https://fbref.com/en/players/6c59e07a/Pedro-Capo,6c59e07a,La Liga 2
110,Àlex Carbonell,ESP,MF,Amorebieta,26-115,1997,14.7,49.0,47.7,1.29,1.16,0.14,0.68,0.68,0.14,0.00,0.00,0.00,0.00,39.4,0.07,0.95,https://fbref.com/en/players/aad99f27/Alex-Carbonell,aad99f27,La Liga 2
111,Carlo,ESP,MF,Villarreal B,22-330,2001,18.7,55.2,53.7,1.55,1.23,0.43,0.70,0.27,0.11,0.00,0.00,0.00,0.00,48.3,0.00,0.43,https://fbref.com/en/players/8249ff06/Carlo,8249ff06,La Liga 2
112,Juan Carlos,ESP,"FW,MF",Cartagena,32-299,1991,9.4,25.1,20.0,5.00,0.74,0.21,0.00,3.62,0.00,2.66,1.17,0.64,0.00,17.1,0.11,0.96,https://fbref.com/en/players/82803509/Juan-Carlos,82803509,La Liga 2
113,José Carlos Lazo,ESP,"FW,MF",Espanyol,27-326,1996,1.9,30.5,23.7,6.84,1.05,0.00,0.00,4.74,0.00,4.74,1.58,1.05,0.00,17.9,0.00,2.11,https://fbref.com/en/players/5b93209a/Jose-Carlos-Lazo,5b93209a,La Liga 2
114,Salifo Caropitche,GNB,"MF,FW",Tenerife,22-203,2001,0.2,10.0,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,https://fbref.com/en/players/527752b4/Salifo-Caropitche,527752b4,La Liga 2
115,Sergio Carreira,ESP,DF,Elche,23-087,2000,3.1,79.0,63.5,15.5,2.58,0.00,0.65,2.26,12.9,0.00,0.00,0.00,0.00,67.4,0.00,1.61,https://fbref.com/en/players/8d6a9c93/Sergio-Carreira,8d6a9c93,La Liga 2
116,Jordan Carrillo,MEX,MF,Sporting Gijón,22-039,2001,0.1,60.0,60.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.0,0.00,10.0,https://fbref.com/en/players/55f70431/Jordan-Carrillo,55f70431,La Liga 2
117,David Castro,ESP,DF,Racing Ferrol,28-091,1995,14.2,52.7,51.4,1.20,1.06,0.00,0.35,0.00,0.14,0.00,0.00,0.00,0.00,44.6,0.14,0.49,https://fbref.com/en/players/28685101/David-Castro,28685101,La Liga 2
118,Javier Castro,ESP,DF,Alcorcón,23-117,2000,18.3,46.8,45.1,1.53,1.20,0.00,1.15,0.27,0.33,0.00,0.00,0.00,0.00,35.4,0.22,0.49,https://fbref.com/en/players/7e1a736b/Javier-Castro,7e1a736b,La Liga 2
119,Nicolás Castro,ARG,MF,Elche,23-068,2000,10.5,43.4,41.1,2.10,1.14,0.10,1.14,2.00,0.00,0.95,0.29,0.48,0.00,35.4,0.19,0.67,https://fbref.com/en/players/72828b14/Nicolas-Castro,72828b14,La Liga 2
120,Santi Cazorla,ESP,"MF,FW",Oviedo,39-026,1984,2.6,85.8,74.6,10.8,3.46,0.00,1.15,8.46,0.77,6.54,1.15,5.00,0.00,73.8,0.38,0.00,https://fbref.com/en/players/e2e9c250/Santi-Cazorla,e2e9c250,La Liga 2
121,Iván Cédric,ESP,FW,Valladolid,22-017,2001,4.8,7.92,6.25,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.83,0.00,0.21,https://fbref.com/en/players/9896ccbc/Ivan-Cedric,9896ccbc,La Liga 2
122,Ilyas Chaira,MAR,"FW,MF",CD Mirandés,22-340,2001,13.9,24.3,23.9,0.29,0.00,0.14,0.22,2.01,0.29,0.00,0.00,0.00,0.00,17.6,0.14,0.72,https://fbref.com/en/players/c998f00f/Ilyas-Chaira,c998f00f,La Liga 2
123,Chapela,ESP,MF,Eldense,24-232,1999,14.7,25.0,23.9,0.82,0.27,0.00,0.14,1.63,0.34,0.14,0.07,0.00,0.00,17.4,0.20,1.29,https://fbref.com/en/players/9ed40a69/Chapela,9ed40a69,La Liga 2
124,Chema,ESP,DF,Alcorcón,31-311,1992,8.5,40.1,38.5,1.65,1.06,0.24,0.71,0.00,0.00,0.00,0.00,0.00,0.00,29.8,0.00,0.47,https://fbref.com/en/players/7f203b54/Chema,7f203b54,La Liga 2
125,Julián Chicco,ARG,MF,Leganés,25-360,1998,8.8,39.7,39.1,0.57,0.45,0.00,0.23,0.57,0.11,0.00,0.00,0.00,0.00,32.0,0.00,0.68,https://fbref.com/en/players/92dacb99/Julian-Chicco,92dacb99,La Liga 2
126,Chiki,ESP,"FW,MF",Alcorcón,27-095,1996,16.9,20.1,18.8,1.18,0.00,0.06,0.41,0.30,0.06,0.00,0.00,0.00,0.00,14.7,0.18,0.89,https://fbref.com/en/players/407a1bee/Chiki,407a1bee,La Liga 2
127,Chuca,ESP,MF,Racing Ferrol,26-212,1997,1.5,35.3,34.7,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,26.7,0.67,0.00,https://fbref.com/en/players/c4af5889/Chuca,c4af5889,La Liga 2
128,Churripi,ESP,GK,Burgos,29-250,1994,21.0,37.4,25.2,12.1,4.24,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.00,22.4,0.10,0.00,https://fbref.com/en/players/81a606fc/Churripi,81a606fc,La Liga 2
129,Seydouba Cissé,GUI,"MF,FW",Leganés,22-332,2001,9.5,47.9,43.8,3.79,1.37,0.32,0.00,1.79,1.26,0.53,0.42,0.11,0.00,39.3,0.32,0.74,https://fbref.com/en/players/0d13e455/Seydouba-Cisse,0d13e455,La Liga 2
130,Enrique Clemente,ESP,DF,Racing Ferrol,24-310,1999,10.6,57.0,54.8,1.98,1.89,0.09,0.47,0.09,0.09,0.00,0.00,0.00,0.00,47.0,0.19,0.57,https://fbref.com/en/players/21bf9d41/Enrique-Clemente,21bf9d41,La Liga 2
131,Jesús Clemente,ESP,MF,Eldense,24-007,2000,9.1,28.2,27.0,1.10,0.00,0.00,0.00,2.42,1.10,0.00,0.00,0.00,0.00,17.6,0.11,2.09,https://fbref.com/en/players/3409fb23/Jesus-Clemente,3409fb23,La Liga 2
132,Óscar Clemente,ESP,MF,Levante,24-288,1999,6.9,48.4,47.4,0.87,0.14,0.00,0.43,1.59,0.14,0.58,0.29,0.00,0.00,38.7,0.14,2.03,https://fbref.com/en/players/9dfdbdeb/Oscar-Clemente,9dfdbdeb,La Liga 2
133,Carlos Clerc,ESP,DF,Elche,31-321,1992,19.8,66.3,55.9,10.1,1.92,0.15,1.16,1.72,8.13,0.00,0.00,0.00,0.00,52.6,0.40,0.76,https://fbref.com/en/players/33a61a52/Carlos-Clerc,33a61a52,La Liga 2
134,Diego Collado,ESP,"FW,MF",Villarreal B,22-364,2001,5.8,25.3,24.3,1.03,0.17,0.34,0.00,0.86,0.52,0.00,0.00,0.00,0.00,19.8,0.00,1.38,https://fbref.com/en/players/b3f62bfc/Diego-Collado,b3f62bfc,La Liga 2
135,Santiago Colombatto,ARG,MF,Oviedo,26-356,1997,15.4,65.8,58.0,7.60,3.90,0.32,0.84,6.23,0.39,3.31,1.10,1.95,0.06,51.4,0.26,0.78,https://fbref.com/en/players/ad9fdbf3/Santiago-Colombatto,ad9fdbf3,La Liga 2
136,Diego Conde,ESP,GK,Leganés,25-072,1998,18.1,28.0,16.1,11.7,3.31,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,14.5,0.17,0.00,https://fbref.com/en/players/4eae5bc4/Diego-Conde,4eae5bc4,La Liga 2
137,Aitor Córdoba,ESP,DF,Burgos,28-232,1995,20.8,40.5,39.6,0.91,0.63,0.05,0.29,0.10,0.05,0.00,0.00,0.00,0.00,33.6,0.05,0.34,https://fbref.com/en/players/42547afa/Aitor-Cordoba,42547afa,La Liga 2
138,José Corpas,ESP,"FW,DF",Eibar,32-185,1991,12.5,41.8,37.1,4.40,0.32,0.16,0.08,4.56,3.36,0.72,0.00,0.16,0.00,30.6,0.32,2.00,https://fbref.com/en/players/422b05e3/Jose-Corpas,422b05e3,La Liga 2
139,Álex Corredera,ESP,MF,Tenerife,27-295,1996,19.3,50.7,47.2,3.32,2.02,0.21,0.21,1.97,0.16,1.04,0.31,0.52,0.00,44.0,0.21,0.73,https://fbref.com/en/players/b3a2168d/Alex-Corredera,b3a2168d,La Liga 2
140,David Costas,ESP,DF,Oviedo,28-288,1995,17.4,59.9,56.9,2.93,2.64,0.00,0.92,0.29,0.11,0.00,0.00,0.00,0.00,50.7,0.06,0.23,https://fbref.com/en/players/545e2f01/David-Costas,545e2f01,La Liga 2
141,Enol Coto,ESP,DF,Sporting Gijón,22-291,2001,1.4,64.3,51.4,12.9,3.57,0.00,0.71,0.71,9.29,0.00,0.00,0.00,0.00,57.1,0.00,0.00,https://fbref.com/en/players/06af1c11/Enol-Coto,06af1c11,La Liga 2
142,Sergio Cubero Ezcurra,ESP,DF,Racing Ferrol,24-125,1999,10.5,57.2,46.6,10.7,0.76,0.00,0.38,2.19,9.90,0.00,0.00,0.00,0.00,43.6,0.00,1.52,https://fbref.com/en/players/d858d079/Sergio-Cubero-Ezcurra,d858d079,La Liga 2
143,Cuenca,ESP,FW,Zaragoza,21-062,2002,0.0,7,7,0,0,0,0,0,0,0,0,0,0,7,0,0,https://fbref.com/en/players/ec14bc12/Cuenca,ec14bc12,La Liga 2
144,Pablo Cuñat,ESP,GK,Amorebieta,21-255,2002,17.0,35.3,23.6,11.3,3.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.3,0.35,0.12,https://fbref.com/en/players/a9ab3b32/Pablo-Cunat,a9ab3b32,La Liga 2
145,Curro,ESP,"FW,MF",Burgos,28-005,1996,19.8,43.7,37.3,5.96,2.17,0.25,1.36,3.33,0.81,1.87,1.16,0.35,0.00,31.8,0.45,1.11,https://fbref.com/en/players/f9a225f5/Curro,f9a225f5,La Liga 2
146,Cosimo Marco Da Graca,ITA,"FW,MF",Amorebieta,21-252,2002,4.9,13.3,11.4,1.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.98,0.00,0.41,https://fbref.com/en/players/32f76907/Cosimo-Marco-Da-Graca,32f76907,La Liga 2
147,Toni Datković,CRO,DF,Albacete,30-063,1993,3.6,26.1,24.7,1.11,1.11,0.00,0.28,0.28,0.00,0.00,0.00,0.00,0.00,19.4,0.28,0.00,https://fbref.com/en/players/0893e14b/Toni-Datkovic,0893e14b,La Liga 2
148,Toni Datković,CRO,DF,Cartagena,30-063,1993,1.0,53.0,51.0,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.0,0.00,0.00,https://fbref.com/en/players/0893e14b/Toni-Datkovic,0893e14b,La Liga 2
149,Konrad De La Fuente,USA,"FW,MF",Eibar,22-176,2001,0.8,20.0,20.0,0.00,0.00,0.00,0.00,1.25,0.00,0.00,0.00,0.00,0.00,13.8,0.00,0.00,https://fbref.com/en/players/4b77bb89/Konrad-De-La-Fuente,4b77bb89,La Liga 2
150,Alberto Del Moral,ESP,"MF,DF",Villarreal B,23-172,2000,13.9,55.8,54.0,1.65,1.51,0.07,0.50,0.14,0.00,0.00,0.00,0.00,0.00,46.3,0.07,0.79,https://fbref.com/en/players/84a85b48/Alberto-Del-Moral,84a85b48,La Liga 2
151,Moisés Delgado,ESP,DF,Racing Ferrol,29-265,1994,10.8,50.3,39.9,10.3,0.93,0.09,0.00,2.96,9.17,0.19,0.00,0.19,0.00,38.5,0.09,1.48,https://fbref.com/en/players/248c409d/Moises-Delgado,248c409d,La Liga 2
152,Julián Delmás,ESP,DF,Racing Ferrol,28-263,1995,10.8,59.7,43.1,16.5,2.59,0.00,0.28,5.19,13.1,0.74,0.00,0.74,0.00,45.4,0.09,1.20,https://fbref.com/en/players/70283ec6/Julian-Delmas,70283ec6,La Liga 2
153,Derick,BRA,"DF,MF",Eldense,30-129,1993,6.4,33.0,25.9,7.03,0.16,0.00,0.00,3.28,6.88,0.00,0.00,0.00,0.00,21.4,0.00,0.78,https://fbref.com/en/players/cb1580aa/Derick,cb1580aa,La Liga 2
154,Diego,ESP,FW,Leganés,23-265,2000,16.3,18.3,17.9,0.37,0.06,0.06,0.00,0.61,0.25,0.00,0.00,0.00,0.00,10.2,0.12,0.31,https://fbref.com/en/players/b85a5126/Diego,b85a5126,La Liga 2
155,Landry Dimata,BEL,"FW,MF",Espanyol,26-129,1997,0.5,18.0,18.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.0,0.00,0.00,https://fbref.com/en/players/b5f63410/Landry-Dimata,b5f63410,La Liga 2
156,Mohammed Djetei,CMR,DF,Albacete,29-143,1994,14.9,48.9,47.9,0.74,0.67,0.00,0.07,0.00,0.07,0.00,0.00,0.00,0.00,40.0,0.20,0.54,https://fbref.com/en/players/209c123e/Mohammed-Djetei,209c123e,La Liga 2
157,Naïs Djouahra,FRA,"MF,FW",Leganés,24-046,1999,7.3,31.2,26.4,4.66,1.64,0.00,0.14,4.11,0.27,2.74,1.78,0.82,0.00,22.1,0.14,1.10,https://fbref.com/en/players/3594a357/Nais-Djouahra,3594a357,La Liga 2
158,John Donald,ESP,MF,Elche,23-131,2000,0.3,36.7,36.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.7,0.00,3.33,https://fbref.com/en/players/5e95c000/John-Donald,5e95c000,La Liga 2
159,Josué Dorrio,ESP,"MF,FW",Amorebieta,29-311,1994,17.6,27.9,23.7,4.09,1.25,0.06,0.00,5.57,0.34,2.39,0.85,0.85,0.00,18.9,0.06,1.31,https://fbref.com/en/players/8dffe3d5/Josue-Dorrio,8dffe3d5,La Liga 2
160,Marc-Olivier Doué,FRA,"MF,FW",Eldense,23-089,2000,0.7,40.0,38.6,1.43,0.00,0.00,0.00,4.29,1.43,0.00,0.00,0.00,0.00,31.4,0.00,0.00,https://fbref.com/en/players/b93b1fb7/Marc-Olivier-Doue,b93b1fb7,La Liga 2
161,Ivan Durdov,CRO,FW,CD Mirandés,23-175,2000,4.0,13.3,12.5,0.75,0.25,0.25,0.00,0.25,0.00,0.00,0.00,0.00,0.00,6.75,0.00,0.75,https://fbref.com/en/players/5abada7a/Ivan-Durdov,5abada7a,La Liga 2
162,Ryan Edwards,AUS,"MF,FW",Amorebieta,30-052,1993,10.1,24.3,23.4,0.79,0.00,0.00,0.40,0.69,0.00,0.00,0.00,0.00,0.00,15.9,0.10,0.99,https://fbref.com/en/players/3791c2c6/Ryan-Edwards,3791c2c6,La Liga 2
163,Unai Elgezabal,ESP,"MF,DF",Burgos,30-258,1993,11.9,41.4,40.3,0.92,0.84,0.00,0.50,0.17,0.08,0.00,0.00,0.00,0.00,32.8,0.17,0.42,https://fbref.com/en/players/01cc0c90/Unai-Elgezabal,01cc0c90,La Liga 2
164,Úmaro Embaló,POR,"FW,MF",Cartagena,22-247,2001,6.0,21.3,19.8,1.50,0.17,0.00,0.17,4.17,1.33,0.00,0.00,0.00,0.00,14.2,0.00,0.67,https://fbref.com/en/players/cddafc92/Umaro-Embalo,cddafc92,La Liga 2
165,Sergi Enrich,ESP,"FW,MF",Zaragoza,33-316,1990,4.2,24.0,23.3,0.71,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,15.7,0.00,0.48,https://fbref.com/en/players/bb4b1242/Sergi-Enrich,bb4b1242,La Liga 2
166,Javier Eraso,ESP,"FW,MF",Amorebieta,33-292,1990,7.1,23.4,22.5,0.85,0.00,0.00,0.00,0.56,0.28,0.00,0.00,0.00,0.00,18.0,0.00,0.99,https://fbref.com/en/players/aec0fb6f/Javier-Eraso,aec0fb6f,La Liga 2
167,Dani Escriche,ESP,FW,Albacete,25-290,1998,14.6,23.4,22.6,0.82,0.00,0.27,0.07,0.62,0.14,0.00,0.00,0.00,0.00,15.1,0.00,0.96,https://fbref.com/en/players/5a36f180/Dani-Escriche,5a36f180,La Liga 2
168,Dani Escriche,ESP,"FW,MF",Huesca,25-290,1998,0.9,23.3,22.2,1.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.6,0.00,0.00,https://fbref.com/en/players/5a36f180/Dani-Escriche,5a36f180,La Liga 2
169,Sergio Escudero,ESP,DF,Valladolid,34-128,1989,16.4,62.4,50.0,11.9,1.89,0.06,0.79,3.54,8.60,1.40,0.98,0.24,0.00,45.8,0.49,1.22,https://fbref.com/en/players/b0616e3d/Sergio-Escudero,b0616e3d,La Liga 2
170,Dani Esmorís,ESP,DF,Villarreal B,23-186,2000,12.2,,,,,,,5.00,,,,,,,,,https://fbref.com/en/players/086c1437/Dani-Esmoris,086c1437,La Liga 2
171,Eduardo Espiau,ESP,FW,Burgos,29-020,1994,10.7,20.4,19.1,1.21,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,12.1,0.09,0.84,https://fbref.com/en/players/872befe6/Eduardo-Espiau,872befe6,La Liga 2
172,Antonio Espigare,ESP,DF,Villarreal B,19-125,2004,14.1,52.1,48.6,3.48,1.84,0.07,0.43,0.21,0.57,0.00,0.00,0.00,0.00,44.2,0.07,0.50,https://fbref.com/en/players/d97cfe6f/Antonio-Espigare,d97cfe6f,La Liga 2
173,Xabier Etxeita,ESP,DF,Amorebieta,36-069,1987,8.0,38.8,36.9,1.88,1.63,0.00,0.50,0.13,0.00,0.00,0.00,0.00,0.00,29.5,0.00,0.25,https://fbref.com/en/players/4a895384/Xabier-Etxeita,4a895384,La Liga 2
