Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Player Link_,Player ID_,Competition
11,Lucas Ahijado,ESP,DF,Oviedo,28-343,1995,8,508,64,26.9,5.6,1.25,66,0.54,0.18,45,0.18,1.50,1.07,1.43,-0.36,-0.35,-0.94,0.86,1.36,-0.50,-0.49,-0.63,https://fbref.com/en/players/7244b474/Lucas-Ahijado,7244b474,La Liga 2
12,Matheus Aiás,BRA,MF,Racing Sant,27-008,1996,1,5,5,0.3,0.1,0.00,,0.00,10.0,5,10.0,0.00,0.00,0.00,0.00,0.00,-0.33,1.00,2.00,-1.00,-1.79,-1.97,https://fbref.com/en/players/3ac4ee49/Matheus-Aias,3ac4ee49,La Liga 2
13,Ager Aketxe,ESP,"FW,MF",Eibar,30-009,1993,19,1290,68,68.3,14.3,1.05,79,0.42,0.28,26,0.00,1.37,1.54,1.26,0.28,+0.28,-0.17,1.24,1.10,0.14,+0.14,+0.20,https://fbref.com/en/players/c5eaff5c/Ager-Aketxe,c5eaff5c,La Liga 2
14,Ilias Akhomach,ESP,MF,Villarreal B,19-267,2004,2,156,78,8.3,1.7,1.18,78,0.59,0.00,,0.00,1.50,2.35,1.76,0.59,+0.58,+0.99,1.71,1.18,0.59,+0.56,+0.85,https://fbref.com/en/players/b8bd60fe/Ilias-Akhomach,b8bd60fe,La Liga 2
15,Babatunde Akinsola,NGA,"MF,FW",Valladolid,20-304,2003,8,279,35,14.8,3.1,0.65,68,0.32,1.94,24,3.87,1.13,0.32,0.97,-0.65,-0.65,-0.87,1.03,1.16,-0.13,-0.13,-0.36,https://fbref.com/en/players/733aab44/Babatunde-Akinsola,733aab44,La Liga 2
16,Jony Álamo,ESP,MF,Cartagena,22-105,2001,12,456,38,24.1,5.1,0.78,76,0.00,1.57,19,1.76,0.50,0.98,1.57,-0.59,-0.59,+0.29,0.88,1.65,-0.76,-0.78,-0.53,https://fbref.com/en/players/788be7f9/Jony-Alamo,788be7f9,La Liga 2
17,Tomás Alarcón,CHI,"MF,DF",Cartagena,24-354,1999,16,1155,72,61.1,12.8,1.02,85,0.78,0.23,16,0.08,0.69,0.70,2.03,-1.33,-1.32,-1.32,0.80,1.59,-0.79,-0.79,-1.06,https://fbref.com/en/players/99ea2ddd/Tomas-Alarcon,99ea2ddd,La Liga 2
18,Alassán,ESP,"FW,MF",Tenerife,21-118,2002,9,185,21,9.8,2.1,0.48,67,0.00,3.81,15,3.33,1.00,0.48,1.43,-0.95,-0.97,-1.13,1.95,0.57,1.38,+1.38,+1.29,https://fbref.com/en/players/95fb7c1b/Alassan,95fb7c1b,La Liga 2
19,Pedro Alcalá,ESP,DF,Cartagena,34-295,1989,18,1620,90,85.7,18.0,1.00,90,1.00,0.00,,0.00,0.83,0.83,1.61,-0.78,-0.78,+0.22,0.94,1.33,-0.39,-0.40,-0.15,https://fbref.com/en/players/ba71d071/Pedro-Alcala,ba71d071,La Liga 2
20,Edgar Alcañiz,ESP,MF,Levante,18-296,2005,1,1,1,0.1,0.0,0,,0,1,1,7,1.00,0,0,0,0.00,-0.05,0.0,0.0,0.0,0.00,+0.39,https://fbref.com/en/players/6e3326a5/Edgar-Alcaniz,6e3326a5,La Liga 2
21,Aldasoro,ESP,MF,Racing Sant,24-217,1999,20,1402,70,74.2,15.6,0.96,82,0.38,0.32,33,0.00,1.50,1.60,1.15,0.45,+0.45,+0.45,1.38,1.20,0.19,+0.19,+0.06,https://fbref.com/en/players/4405a57e/Aldasoro,4405a57e,La Liga 2
22,Iker Alday,ESP,DF,Eibar,21-007,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,,https://fbref.com/en/players/13fef0ed/Iker-Alday,13fef0ed,La Liga 2
23,Alexandre Alemão,BRA,"FW,MF",Oviedo,25-282,1998,13,313,24,16.6,3.5,0.29,90,0.29,3.43,19,0.00,1.38,2.00,0.57,1.43,+1.44,+1.32,1.40,0.94,0.46,+0.45,+0.57,https://fbref.com/en/players/3ed2a79b/Alexandre-Alemao,3ed2a79b,La Liga 2
24,Diego Alende,ESP,DF,FC Andorra,26-136,1997,5,356,71,18.8,4.0,1.00,78,0.50,0.25,45,4.00,0.80,1.00,1.00,0.00,0.00,+0.47,0.70,0.50,0.23,+0.22,+0.28,https://fbref.com/en/players/9af88279/Diego-Alende,9af88279,La Liga 2
25,Ángel Algobia,ESP,"MF,DF",Levante,24-199,1999,13,601,46,31.8,6.7,0.90,71,0.30,1.04,25,0.15,1.54,1.34,1.04,0.30,+0.30,+0.37,0.99,1.34,-0.36,-0.36,+0.04,https://fbref.com/en/players/acc1aefa/Angel-Algobia,acc1aefa,La Liga 2
26,Julio Alonso,ESP,DF,Albacete,25-025,1998,19,1211,64,64.1,13.5,0.96,84,0.59,0.44,20,0.15,1.21,1.33,1.41,-0.07,-0.07,+0.59,1.57,1.11,0.46,+0.46,+0.41,https://fbref.com/en/players/8fcea8a1/Julio-Alonso,8fcea8a1,La Liga 2
27,Rodri Alonso,ESP,MF,Villarreal B,21-004,2003,16,564,35,29.8,6.3,0.79,68,0.00,1.75,20,0.79,1.06,0.95,1.43,-0.48,-0.48,-0.21,,,,,,https://fbref.com/en/players/5d048362/Rodri-Alonso,5d048362,La Liga 2
28,Adrià Altimira,ESP,"DF,MF",Villarreal B,22-286,2001,10,740,74,39.2,8.2,1.10,80,0.61,0.12,23,0.00,1.30,1.83,1.59,0.24,+0.24,+0.95,1.23,1.21,0.02,+0.02,+0.40,https://fbref.com/en/players/757a3431/Adria-Altimira,757a3431,La Liga 2
29,Altube,ESP,GK,Albacete,23-320,2000,4,360,90,19.0,4.0,1.00,90,1.00,0.00,,4.25,1.50,1.25,1.75,-0.50,-0.50,-0.26,1.18,1.30,-0.13,-0.14,-0.55,https://fbref.com/en/players/e4cbb095/Altube,e4cbb095,La Liga 2
30,Carlos Álvarez,ESP,MF,Levante,20-155,2003,10,499,50,26.4,5.5,1.27,66,0.18,0.55,13,1.64,1.60,1.27,1.82,-0.55,-0.54,-0.80,0.87,1.44,-0.56,-0.56,-0.23,https://fbref.com/en/players/56bcaaa0/Carlos-Alvarez,56bcaaa0,La Liga 2
31,César Álvarez,ESP,DF,Tenerife,20-268,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,https://fbref.com/en/players/4dc07b51/Cesar-Alvarez,4dc07b51,La Liga 2
32,Cristian Álvarez,ARG,GK,Zaragoza,38-056,1985,10,871,87,46.1,9.7,1.03,87,0.82,0.00,,0.00,1.90,1.34,0.62,0.72,+0.72,+1.34,0.91,0.74,0.16,+0.17,+0.06,https://fbref.com/en/players/87e89eb4/Cristian-Alvarez,87e89eb4,La Liga 2
33,Iker Álvarez,AND,GK,Villarreal B,22-167,2001,15,1350,90,71.4,15.0,1.00,90,1.00,0.00,,0.20,1.40,1.13,1.27,-0.13,-0.13,+0.70,1.18,1.42,-0.24,-0.24,-0.07,https://fbref.com/en/players/13619663/Iker-Alvarez,13619663,La Liga 2
34,Sergio Álvarez,ESP,MF,Eibar,31-350,1992,20,1725,86,91.3,19.2,0.99,88,0.94,0.05,45,0.00,1.60,1.77,1.15,0.63,+0.63,+3.35,1.25,1.05,0.20,+0.20,+1.34,https://fbref.com/en/players/88d91621/Sergio-Alvarez,88d91621,La Liga 2
35,Jair Amador,EQG,DF,Zaragoza,34-140,1989,20,1755,88,92.9,19.5,1.03,88,0.87,0.00,,0.05,1.25,0.92,0.97,-0.05,-0.05,-0.72,1.00,0.87,0.13,+0.13,-0.12,https://fbref.com/en/players/82b27ccb/Jair-Amador,82b27ccb,La Liga 2
36,Selim Amallah,MAR,MF,Valladolid,27-054,1996,1,23,23,1.2,0.3,0.00,,0.00,3.33,23,0.00,3.00,0.00,0.00,0.00,0.00,-0.10,0.33,0.67,-0.33,-0.37,-0.55,https://fbref.com/en/players/00eba9c9/Selim-Amallah,00eba9c9,La Liga 2
37,Jose Amo,ESP,DF,Tenerife,25-274,1998,19,1523,80,80.6,16.9,1.01,87,0.95,0.12,19,0.06,1.63,1.01,0.89,0.12,+0.12,+0.36,1.27,0.98,0.29,+0.29,+0.40,https://fbref.com/en/players/444610e8/Jose-Amo,444610e8,La Liga 2
38,Lucas Anacker,BRA,GK,Alcorcón,27-108,1996,3,270,90,14.3,3.0,1.00,90,1.00,0.00,,6.00,2.00,1.00,0.67,0.33,+0.33,+1.17,1.13,1.27,-0.17,-0.16,+0.43,https://fbref.com/en/players/0b5d06ee/Lucas-Anacker,0b5d06ee,La Liga 2
39,Florin Andone,ROU,FW,Eldense,30-272,1993,20,1176,59,62.2,13.1,1.30,63,0.00,0.23,35,0.08,1.15,1.30,1.60,-0.31,-0.31,-0.18,0.84,1.15,-0.31,-0.31,-0.38,https://fbref.com/en/players/dc008610/Florin-Andone,dc008610,La Liga 2
40,Marcos André,BRA,FW,Valladolid,27-080,1996,6,299,50,15.8,3.3,0.91,73,0.00,0.91,26,0.00,2.17,2.12,0.61,1.52,+1.51,+1.67,1.18,1.30,-0.12,-0.13,-0.36,https://fbref.com/en/players/ae86d473/Marcos-Andre,ae86d473,La Liga 2
41,Andy,ESP,"MF,DF",Burgos,33-343,1990,14,178,13,9.4,2.0,0.50,45,0.00,6.50,10,3.50,1.36,1.50,1.00,0.50,+0.51,+0.45,1.15,0.85,0.30,+0.31,+0.09,https://fbref.com/en/players/bdc7dbb0/Andy,bdc7dbb0,La Liga 2
42,José Ángel Carrillo,ESP,FW,Huesca,30-001,1994,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/7beb6364/Jose-Angel-Carrillo,7beb6364,La Liga 2
43,José Ángel,ESP,DF,Sporting Gijón,34-125,1989,19,1469,77,77.7,16.3,0.98,89,0.92,0.18,14,0.12,1.53,1.35,0.67,0.67,+0.67,+0.67,1.10,1.01,0.10,+0.10,+0.30,https://fbref.com/en/players/3024e383/Jose-Angel,3024e383,La Liga 2
44,Josep Antoni Gayá,ESP,DF,Amorebieta,23-185,2000,11,892,81,47.2,9.9,1.01,87,0.81,0.10,27,0.61,0.55,0.51,1.52,-1.01,-1.01,-0.74,0.63,1.35,-0.74,-0.73,-0.15,https://fbref.com/en/players/4a5f2032/Josep-Antoni-Gaya,4a5f2032,La Liga 2
45,José Antonio Ríos,ESP,DF,Eibar,33-243,1990,15,767,51,40.6,8.5,0.94,80,0.47,0.82,18,0.71,1.53,2.00,1.53,0.47,+0.47,+0.23,1.34,1.54,-0.20,-0.20,-0.47,https://fbref.com/en/players/7f72a644/Jose-Antonio-Rios,7f72a644,La Liga 2
46,Juan Antonio Ros,ESP,DF,Albacete,27-299,1996,13,530,41,28.0,5.9,0.68,65,0.17,1.53,30,0.68,1.08,1.19,0.68,0.51,+0.51,+1.11,1.66,0.66,1.00,+1.00,+0.96,https://fbref.com/en/players/44415755/Juan-Antonio-Ros,44415755,La Liga 2
47,Antoniu,ESP,FW,Espanyol,21-125,2002,2,27,14,1.4,0.3,0.00,,0.00,6.67,14,16.7,3.00,3.33,0.00,3.33,+3.33,+2.90,0.33,0.33,0.33,+0.30,-0.10,https://fbref.com/en/players/af784a9e/Antoniu,af784a9e,La Liga 2
48,Anuar,MAR,MF,Valladolid,28-358,1995,9,289,32,15.3,3.2,0.94,56,0.00,1.88,20,1.88,1.67,0.63,0.94,-0.31,-0.31,-0.48,1.50,1.63,-0.13,-0.13,-0.36,https://fbref.com/en/players/c93231dc/Anuar,c93231dc,La Liga 2
49,Kévin Appin,MTQ,"MF,FW",Burgos,25-353,1998,17,577,34,30.5,6.4,0.78,70,0.00,1.88,19,0.47,1.59,1.41,1.56,-0.16,-0.16,-0.36,0.91,1.11,-0.20,-0.21,-0.64,https://fbref.com/en/players/8fae705a/Kevin-Appin,8fae705a,La Liga 2
50,Aritz Arambarri,ESP,DF,Leganés,25-342,1998,14,1008,72,53.3,11.2,1.07,81,0.89,0.18,16,0.27,2.00,1.34,0.54,0.80,+0.80,-0.11,1.06,0.94,0.12,+0.12,-0.53,https://fbref.com/en/players/f28876e5/Aritz-Arambarri,f28876e5,La Liga 2
51,Arana,ESP,FW,Eibar,23-334,2000,1,6,6,0.3,0.1,0.00,,0.00,10.0,6,10.0,0.00,0.00,0.00,0.00,0.00,-0.33,0.00,6.00,-5.00,-8.06,-8.17,https://fbref.com/en/players/94021206/Arana,94021206,La Liga 2
52,Arana,ESP,FW,Racing Sant,23-334,2000,18,1015,56,53.7,11.3,1.24,63,0.09,0.35,32,0.00,1.61,1.95,1.68,0.27,+0.27,-0.15,1.35,1.20,0.14,+0.14,-0.07,https://fbref.com/en/players/94021206/Arana,94021206,La Liga 2
53,Anaitz Arbilla,ESP,DF,Eibar,36-238,1987,21,1713,82,90.6,19.0,1.00,85,0.84,0.11,48,0.00,1.52,1.68,1.32,0.37,+0.37,+0.37,1.25,1.07,0.18,+0.18,+1.12,https://fbref.com/en/players/850c0a0d/Anaitz-Arbilla,850c0a0d,La Liga 2
54,Jeremy Arévalo,ESP,"MF,FW",Racing Sant,18-295,2005,3,18,6,1.0,0.2,0.00,,0.00,15.0,6,20.0,2.33,0.00,0.00,0.00,0.00,-0.34,3.00,1.50,1.50,+1.46,+1.30,https://fbref.com/en/players/70676088/Jeremy-Arevalo,70676088,La Liga 2
55,Anderson Arroyo,COL,DF,FC Andorra,24-103,1999,10,422,42,22.3,4.7,1.06,75,0.64,1.06,9,2.13,1.40,1.28,1.91,-0.64,-0.64,-0.33,1.60,1.45,0.15,+0.15,+0.21,https://fbref.com/en/players/4bd451cb/Anderson-Arroyo,4bd451cb,La Liga 2
56,Juan Artola,ESP,"FW,MF",Alcorcón,23-276,2000,19,375,20,19.8,4.2,0.71,57,0.00,3.81,13,0.48,1.00,0.95,2.38,-1.43,-1.44,-0.96,1.36,1.74,-0.38,-0.38,+0.19,https://fbref.com/en/players/2e3f3462/Juan-Artola,2e3f3462,La Liga 2
57,Sergio Asenjo,ESP,GK,Valladolid,34-194,1989,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/9f0ea33f/Sergio-Asenjo,9f0ea33f,La Liga 2
58,Miguel Atienza,ESP,MF,Burgos,24-226,1999,19,1198,63,63.4,13.3,1.13,73,0.23,0.30,24,0.15,1.47,1.50,0.98,0.53,+0.53,+1.18,1.02,0.77,0.26,+0.26,+0.06,https://fbref.com/en/players/12eda7be/Miguel-Atienza,12eda7be,La Liga 2
59,Javier Avilés,ESP,"FW,MF",Amorebieta,26-144,1997,15,629,42,33.3,7.0,1.00,68,0.00,1.14,19,0.00,0.40,0.43,1.57,-1.14,-1.14,-0.79,0.49,1.33,-0.84,-0.84,-0.28,https://fbref.com/en/players/53ddba36/Javier-Aviles,53ddba36,La Liga 2
60,Javier Avilés,ESP,FW,Leganés,26-144,1997,0,,,,,0,,0,0,,2,,,,,,,,,,,,https://fbref.com/en/players/53ddba36/Javier-Aviles,53ddba36,La Liga 2
61,Iván Ayllón,ESP,"FW,MF",Cartagena,22-249,2001,10,349,35,18.5,3.9,0.77,68,0.00,1.79,21,1.54,0.40,1.28,1.03,0.26,+0.26,+1.31,0.97,1.41,-0.46,-0.46,-0.10,https://fbref.com/en/players/3eee7cbf/Ivan-Ayllon,3eee7cbf,La Liga 2
62,Diego Aznar,ESP,"FW,MF",Huesca,20-110,2003,2,28,14,1.5,0.3,0.00,,0.00,6.67,14,50.0,0.00,0.00,3.33,-3.33,-3.21,-3.17,0.67,1.67,-1.00,-1.12,-0.91,https://fbref.com/en/players/fefee712/Diego-Aznar,fefee712,La Liga 2
63,Jean-Sylvain Babin,MTQ,DF,Alcorcón,37-086,1986,16,1306,82,69.1,14.5,1.03,87,0.90,0.07,1,0.14,1.06,0.97,1.72,-0.76,-0.76,-0.30,0.98,1.48,-0.51,-0.51,+0.07,https://fbref.com/en/players/ba998e22/Jean-Sylvain-Babin,ba998e22,La Liga 2
64,Édgar Badía,ESP,GK,Elche,31-330,1992,7,630,90,33.3,7.0,1.00,90,1.00,0.00,,2.00,1.14,0.71,1.29,-0.57,-0.57,-0.79,1.30,1.10,0.19,+0.19,-0.14,https://fbref.com/en/players/e4346678/Edgar-Badia,e4346678,La Liga 2
65,Loic Badiashile,FRA,GK,Burgos,25-337,1998,0,,,,,0,,0,0,,21,,,,,,,,,,,,https://fbref.com/en/players/34e38ddf/Loic-Badiashile,34e38ddf,La Liga 2
66,Miguel Baeza,ESP,"MF,FW",CD Mirandés,23-287,2000,7,320,46,16.9,3.6,1.11,62,0.00,0.83,24,0.56,1.14,0.83,1.11,-0.28,-0.28,-0.40,1.14,1.08,0.06,+0.05,-0.06,https://fbref.com/en/players/a98f3cbf/Miguel-Baeza,a98f3cbf,La Liga 2
67,Sinan Bakış,TUR,FW,Zaragoza,29-261,1994,10,697,70,36.9,7.7,1.17,75,0.13,0.13,26,0.39,1.70,1.43,0.78,0.65,+0.65,+1.02,1.08,0.91,0.17,+0.17,+0.05,https://fbref.com/en/players/5d613204/Sinan-Bakis,5d613204,La Liga 2
68,Alex Balboa,EQG,MF,Huesca,22-308,2001,8,266,33,14.1,3.0,0.67,71,0.00,2.00,21,3.33,1.13,0.33,1.00,-0.67,-0.68,-0.68,0.90,1.17,-0.27,-0.27,-0.05,https://fbref.com/en/players/6e5c5fc7/Alex-Balboa,6e5c5fc7,La Liga 2
69,Keita Baldé,SEN,"MF,FW",Espanyol,28-306,1995,11,167,15,8.8,1.9,0.00,,0.00,5.79,15,1.05,1.36,2.63,1.58,1.05,+1.08,+0.66,1.74,1.63,0.11,+0.10,-0.32,https://fbref.com/en/players/509a4ccb/Keita-Balde,509a4ccb,La Liga 2
70,Daniel Ballesteros,ESP,FW,Leganés,20-182,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,https://fbref.com/en/players/9086daa9/Daniel-Ballesteros,9086daa9,La Liga 2
71,Adrian Baquerin,ESP,FW,Valladolid,16-310,2007,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/218bc8d2/Adrian-Baquerin,218bc8d2,La Liga 2
72,Barbu,ESP,DF,CD Mirandés,22-228,2001,11,541,49,28.6,6.0,1.00,79,0.67,0.83,13,1.67,1.55,2.17,2.33,-0.17,-0.17,-0.30,1.37,1.63,-0.27,-0.27,-0.52,https://fbref.com/en/players/530128a5/Barbu,530128a5,La Liga 2
73,Barcia,ESP,DF,CD Mirandés,23-008,2000,21,1830,87,96.8,20.3,1.03,87,0.89,0.00,,0.00,1.33,1.33,1.38,-0.05,-0.05,-3.05,1.21,1.17,0.03,+0.04,-2.08,https://fbref.com/en/players/0c717ae6/Barcia,0c717ae6,La Liga 2
74,Keidi Bare,ALB,MF,Espanyol,26-133,1997,15,864,58,45.7,9.6,0.94,73,0.21,0.63,34,0.00,1.60,1.15,1.15,0.00,0.00,-0.88,1.22,1.40,-0.19,-0.19,-1.07,https://fbref.com/en/players/03049c8c/Keidi-Bare,03049c8c,La Liga 2
75,Bernabé Barragán,ESP,GK,Albacete,30-324,1993,17,1530,90,81.0,17.0,1.00,90,1.00,0.00,,0.24,1.12,1.18,1.41,-0.24,-0.24,+0.26,1.48,1.06,0.41,+0.41,+0.55,https://fbref.com/en/players/a3cd0078/Bernabe-Barragan,a3cd0078,La Liga 2
76,Djakaría Barro,CIV,MF,Cartagena,21-361,2002,1,15,15,0.8,0.2,0.00,,0.00,5.00,15,15.0,0.00,0.00,0.00,0.00,0.00,+0.82,2.00,0.50,1.50,+1.77,+2.16,https://fbref.com/en/players/eadbd9df/Djakaria-Barro,eadbd9df,La Liga 2
77,Borja Bastón,ESP,FW,Oviedo,31-136,1992,21,1644,78,87.0,18.3,1.09,81,0.44,0.05,15,0.00,1.43,0.98,0.77,0.22,+0.22,-0.88,0.89,0.96,-0.08,-0.07,-0.36,https://fbref.com/en/players/8c44e37b/Borja-Baston,8c44e37b,La Liga 2
78,Jon Bautista,ESP,FW,Eibar,28-189,1995,17,1103,65,58.4,12.3,0.98,82,0.41,0.41,23,0.33,1.53,1.63,1.38,0.24,+0.24,-0.21,1.29,1.19,0.11,+0.11,+0.08,https://fbref.com/en/players/debc6b55/Jon-Bautista,debc6b55,La Liga 2
79,Jesús Belza,ESP,"MF,FW",Tenerife,19-316,2004,9,295,33,15.6,3.3,1.21,58,0.00,1.52,13,2.42,1.00,0.30,1.82,-1.52,-1.53,-1.86,0.79,1.18,-0.39,-0.39,-0.72,https://fbref.com/en/players/ca14285f/Jesus-Belza,ca14285f,La Liga 2
80,Carlos Benitez,ESP,MF,Levante,21-044,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/594f4607/Carlos-Benitez,594f4607,La Liga 2
81,Iker Benito,ESP,"FW,MF",FC Andorra,21-151,2002,20,1228,61,65.0,13.6,1.03,79,0.37,0.44,21,0.07,1.15,0.59,1.40,-0.81,-0.81,-1.21,0.94,1.14,-0.20,-0.20,-0.53,https://fbref.com/en/players/50cbc806/Iker-Benito,50cbc806,La Liga 2
82,Pedro Benito,ESP,FW,Albacete,23-287,2000,2,30,15,1.6,0.3,0.00,,0.00,6.67,15,3.33,0.50,0.00,3.33,-3.33,-3.00,-2.76,3.33,3.00,0.33,+0.30,-0.01,https://fbref.com/en/players/a7416105/Pedro-Benito,a7416105,La Liga 2
83,Álex Bermejo,ESP,"MF,FW",Burgos,25-028,1998,18,619,34,32.8,6.9,0.72,64,0.00,1.88,23,0.00,1.56,1.59,1.30,0.29,+0.29,+0.29,0.96,0.97,-0.01,-0.01,-0.36,https://fbref.com/en/players/d9b180dd/Alex-Bermejo,d9b180dd,La Liga 2
84,Sergio Bermejo,ESP,"MF,FW",Zaragoza,26-144,1997,20,581,29,30.7,6.5,0.62,75,0.00,2.46,18,0.15,1.40,0.92,1.54,-0.62,-0.62,-0.89,0.98,0.85,0.15,+0.15,+0.02,https://fbref.com/en/players/d166c007/Sergio-Bermejo,d166c007,La Liga 2
85,Álex Bernal,ESP,"MF,FW",Eldense,32-311,1991,16,468,29,24.8,5.2,0.58,58,0.00,2.50,23,0.96,1.06,0.77,1.35,-0.58,-0.58,-0.45,1.00,1.08,-0.08,-0.08,+0.12,https://fbref.com/en/players/288f8c08/Alex-Bernal,288f8c08,La Liga 2
86,Jesús Bernal,ESP,MF,Racing Ferrol,27-014,1996,21,1823,87,96.5,20.3,0.99,90,0.99,0.05,23,0.00,1.76,1.43,1.08,0.34,+0.35,+1.69,1.20,1.08,0.13,+0.13,+0.99,https://fbref.com/en/players/af24b94f/Jesus-Bernal,af24b94f,La Liga 2
87,Emilio Bernard,ESP,GK,Racing Ferrol,24-108,1999,0,,,,,0,,0,0,,21,,,,,,,,,,,,https://fbref.com/en/players/02f00dd1/Emilio-Bernard,02f00dd1,La Liga 2
88,Juan Berrocal González,ESP,DF,Eibar,24-249,1999,17,1456,86,77.0,16.2,1.05,86,0.80,0.00,,0.06,1.47,1.67,1.36,0.31,+0.31,-0.11,1.16,1.11,0.04,+0.04,-0.15,https://fbref.com/en/players/377ef3a6/Juan-Berrocal-Gonzalez,377ef3a6,La Liga 2
89,Pedro Bigas,ESP,DF,Elche,33-115,1990,19,1591,84,84.2,17.7,1.07,84,0.90,0.00,,0.11,1.42,0.96,1.07,-0.11,-0.11,-0.41,1.24,0.92,0.33,+0.33,+0.26,https://fbref.com/en/players/697295b1/Pedro-Bigas,697295b1,La Liga 2
90,Fabio Blanco,ESP,"MF,DF",Villarreal B,19-324,2004,2,21,11,1.1,0.2,0.00,,0.00,10.0,11,90.0,0.00,0.00,0.00,0.00,0.00,+0.34,2.00,0.00,1.50,+1.47,+1.71,https://fbref.com/en/players/f57dbaf2/Fabio-Blanco,f57dbaf2,La Liga 2
