Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Player Link_,Player ID_,Competition
1,Rodrigo Abascal,URU,DF,Boavista,28,1994,25.5,67.6,7.96,35.6,28.0,4.27,0.67,67.6,0.27,0.12,42.9,0.16,57.1,38.0,158.6,87.4,0.39,0.47,0.00,0.47,0.08,43.8,0.51,https://fbref.com/en/players/088ae0d1/Rodrigo-Abascal,088ae0d1,Primeira Liga
2,Issah Abbas,GHA,"FW,MF",Chaves,23,1998,15.2,34.7,0.53,6.64,12.2,16.3,4.41,34.7,3.09,1.12,36.2,1.78,57.4,22.4,137.6,61.6,2.04,1.32,0.99,2.11,1.05,24.2,7.43,https://fbref.com/en/players/2590ddf7/Issah-Abbas,2590ddf7,Primeira Liga
3,Giorgi Aburjania,GEO,MF,Gil Vicente FC,27,1995,17.9,63.1,1.68,11.2,38.4,14.2,1.01,63.1,1.28,0.67,52.2,0.39,30.4,36.3,183.2,95.5,1.84,1.68,0.17,1.45,1.01,45.0,2.07,https://fbref.com/en/players/0921a46c/Giorgi-Aburjania,0921a46c,Primeira Liga
4,Elias Achouri,TUN,MF,Estoril,23,1999,0.1,90.0,10.0,30.0,20.0,40.0,0.00,90.0,0.00,0.00,,0.00,,40.0,310.0,190.0,10.0,10.0,0.00,10.0,0.00,60.0,10.0,https://fbref.com/en/players/4dd2a0be/Elias-Achouri,4dd2a0be,Primeira Liga
5,Antonio Adán,ESP,GK,Sporting CP,35,1987,31.0,34.7,31.1,34.5,0.13,0.03,0.03,34.7,0.00,0.00,,0.00,,21.5,91.4,53.1,0.00,0.00,0.00,0.03,0.00,19.0,0.00,https://fbref.com/en/players/65d62814/Antonio-Adan,65d62814,Primeira Liga
6,Adriano,BRA,"MF,DF",Santa Clara,22,1999,24.5,50.2,4.86,18.7,28.3,4.20,0.53,50.2,1.35,0.86,63.6,0.41,30.3,25.8,133.1,65.6,0.65,0.78,0.04,0.61,0.73,28.5,0.69,https://fbref.com/en/players/81053aea/Adriano,81053aea,Primeira Liga
7,João Afonso Crispim,BRA,MF,Marítimo,27,1995,16.3,51.2,3.37,16.0,31.3,4.36,0.25,51.2,0.55,0.18,33.3,0.31,55.6,19.0,86.3,30.4,0.18,0.31,0.00,1.29,0.74,26.5,0.49,https://fbref.com/en/players/e40bdb5d/Joao-Afonso-Crispim,e40bdb5d,Primeira Liga
8,Lucas Áfrico,BRA,DF,Estoril,27,1995,3.9,51.0,8.21,31.8,17.2,2.31,1.28,51.0,0.26,0.00,0.0,0.26,100.0,35.9,214.9,149.7,0.26,0.51,0.00,0.26,0.00,38.7,0.00,https://fbref.com/en/players/8fd083bb/Lucas-Africo,8fd083bb,Primeira Liga
9,Martin Agirregabiria,ESP,"DF,FW",Famalicão,26,1996,4.5,55.8,4.00,20.7,26.2,10.2,0.67,55.8,1.56,0.89,57.1,0.67,42.9,30.4,172.4,92.0,2.22,1.33,0.44,1.11,0.00,34.9,3.11,https://fbref.com/en/players/355c883a/Martin-Agirregabiria,355c883a,Primeira Liga
10,Salvador Agra,POR,"FW,MF",Boavista,30,1991,18.3,45.7,0.71,5.57,20.1,20.5,1.58,45.7,2.40,0.82,34.1,1.26,52.3,25.6,146.9,72.0,2.51,1.42,0.49,1.53,0.93,31.4,7.21,https://fbref.com/en/players/a130741a/Salvador-Agra,a130741a,Primeira Liga
11,Mohamed Aidara,CIV,"DF,FW",Vizela,25,1996,2.7,45.9,9.26,32.6,13.3,0.37,0.37,45.9,0.00,0.00,,0.00,,27.4,122.2,59.3,0.37,0.00,0.00,0.74,0.00,28.5,0.00,https://fbref.com/en/players/09c61cb2/Mohamed-Aidara,09c61cb2,Primeira Liga
12,Alemão,BRA,DF,Portimonense,19,2002,4.0,74.3,11.5,43.0,30.5,1.00,0.25,74.3,0.00,0.00,,0.00,,40.3,244.3,115.0,0.25,0.25,0.00,1.25,0.25,45.5,0.00,https://fbref.com/en/players/a23b8218/Alemao,a23b8218,Primeira Liga
13,Sotiris Alexandropoulos,GRE,MF,Sporting CP,20,2001,1.2,70.0,2.50,14.2,40.0,16.7,1.67,70.0,3.33,0.83,25.0,2.50,75.0,33.3,200.8,128.3,5.83,2.50,0.83,1.67,0.00,39.2,2.50,https://fbref.com/en/players/4288f249/Sotiris-Alexandropoulos,4288f249,Primeira Liga
14,Ali Alipour,IRN,"FW,MF",Gil Vicente FC,26,1995,5.9,38.0,0.68,3.22,13.2,22.2,5.76,38.0,2.71,0.68,25.0,1.19,43.8,23.4,91.5,31.9,1.19,0.68,0.34,2.03,1.86,28.5,10.3,https://fbref.com/en/players/488ee64c/Ali-Alipour,488ee64c,Primeira Liga
15,Allano,BRA,"FW,MF",Santa Clara,27,1995,12.6,54.3,0.95,8.65,27.9,18.9,2.14,54.2,4.21,1.75,41.5,1.67,39.6,31.3,197.5,93.8,2.94,2.62,0.71,4.60,1.11,36.5,7.62,https://fbref.com/en/players/9c1245f8/Allano,9c1245f8,Primeira Liga
16,Domingos André Ribeiro Almeida,POR,MF,Vitória,22,2000,2.6,58.5,1.92,13.8,31.5,13.8,1.92,58.5,3.46,1.54,44.4,1.92,55.6,32.7,153.1,70.4,2.31,1.54,0.00,2.31,3.85,35.0,0.77,https://fbref.com/en/players/e6697917/Domingos-Andre-Ribeiro-Almeida,e6697917,Primeira Liga
17,Jordi Almeida,BRA,GK,Paços,28,1993,6.0,35.8,33.7,35.8,0.00,0.00,0.00,35.8,0.00,0.00,,0.00,,16.0,87.0,49.5,0.00,0.00,0.00,0.17,0.00,10.7,0.00,https://fbref.com/en/players/774af19d/Jordi-Almeida,774af19d,Primeira Liga
18,Alejandro Alvarado Jr.,USA,"FW,MF",Vizela,19,2003,0.8,45.0,1.25,8.75,17.5,21.3,5.00,45.0,10.0,5.00,50.0,5.00,50.0,26.3,201.3,92.5,3.75,2.50,0.00,3.75,0.00,28.8,5.00,https://fbref.com/en/players/14c93be3/Alejandro-Alvarado-Jr,14c93be3,Primeira Liga
19,Pedro Álvaro,POR,DF,Estoril,22,2000,28.6,62.6,11.5,37.1,24.0,1.71,0.70,62.6,0.31,0.17,55.6,0.14,44.4,38.6,208.0,129.3,0.49,0.35,0.14,0.14,0.17,44.0,0.17,https://fbref.com/en/players/00a2c297/Pedro-Alvaro,00a2c297,Primeira Liga
20,Luís Alves,POR,DF,Paços,20,2001,4.1,53.4,4.88,20.5,23.9,9.51,0.00,53.4,1.22,0.24,20.0,0.98,80.0,23.7,111.0,56.1,1.95,1.22,0.00,0.98,0.73,29.0,1.22,https://fbref.com/en/players/2102b074/Luis-Alves,2102b074,Primeira Liga
21,Pedro Amaral,POR,DF,Rio Ave,24,1997,11.0,70.4,2.91,20.1,31.4,19.3,0.64,70.4,1.82,0.64,35.0,1.00,55.0,35.6,155.8,88.5,1.00,1.00,0.00,0.64,0.64,43.3,3.91,https://fbref.com/en/players/8dbc3f20/Pedro-Amaral,8dbc3f20,Primeira Liga
22,André Amaro,POR,DF,Vitória,19,2002,26.2,54.7,6.22,28.0,25.0,2.06,0.76,54.7,0.50,0.19,38.5,0.23,46.2,30.3,160.7,94.5,0.84,0.53,0.00,0.31,0.27,33.5,0.08,https://fbref.com/en/players/cdb9b8f2/Andre-Amaro,cdb9b8f2,Primeira Liga
23,Anderson,BRA,FW,Vitória,24,1997,15.0,27.5,1.27,2.13,11.6,14.0,4.73,27.5,3.00,1.00,33.3,1.87,62.2,16.7,83.7,36.7,1.53,1.20,0.87,4.13,1.80,20.8,5.20,https://fbref.com/en/players/faf30cda/Anderson,faf30cda,Primeira Liga
24,Anderson,BRA,"FW,MF",Portimonense,24,1998,4.2,43.8,0.24,4.29,19.3,21.0,2.38,43.8,4.29,2.14,50.0,1.43,33.3,31.7,215.7,108.3,2.62,2.86,0.48,2.86,1.43,32.4,5.48,https://fbref.com/en/players/4242a0a1/Anderson,4242a0a1,Primeira Liga
25,Anderson,BRA,"MF,FW",Casa Pia,23,1998,0.3,33.3,0.00,3.33,20.0,10.0,0.00,33.3,0.00,0.00,,0.00,,20.0,56.7,6.67,0.00,0.00,0.00,6.67,0.00,13.3,0.00,https://fbref.com/en/players/9dc5810c/Anderson,9dc5810c,Primeira Liga
26,Léo Andrade,BRA,DF,Marítimo,24,1998,11.8,53.3,5.76,30.3,21.2,2.37,0.93,53.3,0.25,0.08,33.3,0.00,0.0,20.1,83.6,39.5,0.17,0.08,0.00,0.59,0.08,29.3,0.42,https://fbref.com/en/players/070eb3e3/Leo-Andrade,070eb3e3,Primeira Liga
27,André André,POR,MF,Vitória,32,1989,15.0,58.5,1.47,10.8,37.4,10.9,1.20,58.5,1.73,1.00,57.7,0.53,30.8,32.2,156.8,76.7,1.60,0.80,0.27,2.13,1.07,39.4,2.13,https://fbref.com/en/players/9f31b1d3/Andre-Andre,9f31b1d3,Primeira Liga
28,Andrew,BRA,GK,Gil Vicente FC,21,2001,23.7,42.7,35.2,42.6,0.21,0.00,0.00,42.7,0.00,0.00,,0.00,,22.7,106.2,69.6,0.00,0.00,0.00,0.04,0.00,17.3,0.00,https://fbref.com/en/players/40406a00/Andrew,40406a00,Primeira Liga
