Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Player Link_,Player ID_,Competition
11,Alan Aguerre,ARG,GK,Talleres,32,1990,0,,,,,0,,0,0,,27,,,,,,,,,,,,https://fbref.com/en/players/ca6050cb/Alan-Aguerre,ca6050cb,Argentina Liga Profesional
12,Brian Aguilar,ARG,DF,Lanús,19,2003,4,50,13,2.1,0.6,0.00,,0.00,6.67,13,35.0,1.00,0.00,5.00,-5.00,-5.40,-5.93,1.33,2.50,-1.17,-1.29,-1.65,https://fbref.com/en/players/c263af80/Brian-Aguilar,c263af80,Argentina Liga Profesional
13,Felipe Aguilar,COL,DF,Lanús,30,1993,15,1178,79,48.5,13.1,0.92,90,0.92,0.23,33,0.61,1.53,1.30,1.15,0.15,+0.15,-0.49,1.18,1.05,0.13,+0.13,-0.39,https://fbref.com/en/players/c285529f/Felipe-Aguilar,c285529f,Argentina Liga Profesional
14,Emanuel Aguilera,ARG,DF,Tigre,33,1989,16,1257,79,51.7,14.0,1.00,89,0.93,0.14,7,0.57,1.63,1.00,1.00,0.00,0.00,+0.15,1.20,1.19,0.02,+0.02,-0.28,https://fbref.com/en/players/fc63eb31/Emanuel-Aguilera,fc63eb31,Argentina Liga Profesional
15,Braian Aguirre,ARG,DF,Lanús,22,2000,17,1277,75,52.6,14.2,0.99,88,0.92,0.21,15,0.35,1.65,1.62,1.27,0.35,+0.35,-0.12,1.42,1.20,0.22,+0.22,-0.23,https://fbref.com/en/players/74b396d8/Braian-Aguirre,74b396d8,Argentina Liga Profesional
16,Brian Aguirre,ARG,FW,Newell's OB,19,2003,20,1331,67,54.8,14.8,1.01,82,0.54,0.34,21,0.14,1.15,1.08,1.08,0.00,0.00,0.00,0.85,1.06,-0.21,-0.21,-0.36,https://fbref.com/en/players/edfebd8d/Brian-Aguirre,edfebd8d,Argentina Liga Profesional
17,Federico Aguirre,ARG,FW,Boca Juniors,20,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/a3b898ff/Federico-Aguirre,a3b898ff,Argentina Liga Profesional
18,Jorge Agustín Rodríguez,ARG,"MF,DF",Estudiantes,27,1995,27,2321,86,95.5,25.8,1.05,86,0.85,0.00,,0.00,1.67,1.24,0.81,0.43,+0.43,+0.43,1.19,0.78,0.40,+0.40,+1.04,https://fbref.com/en/players/ac30468d/Jorge-Agustin-Rodriguez,ac30468d,Argentina Liga Profesional
19,Gabriel Alanís,ARG,"FW,MF",Defensa y Just,28,1994,20,1176,59,48.4,13.1,1.07,71,0.38,0.46,31,0.00,1.65,0.99,0.92,0.08,+0.08,-0.78,1.34,1.34,0.00,0.00,-0.26,https://fbref.com/en/players/d9ebfcfa/Gabriel-Alanis,d9ebfcfa,Argentina Liga Profesional
20,Maximiliano Alanís,ARG,DF,Tucumán,19,2003,1,2,2,0.1,0.0,0,,0,1,2,3,0.00,0,0,0,0.00,+0.07,0.0,0.0,0.0,+0.65,+0.87,https://fbref.com/en/players/8dde0ea0/Maximiliano-Alanis,8dde0ea0,Argentina Liga Profesional
21,Fernando Alarcón,ARG,DF,Instituto Atlético Central Córdoba,28,1994,26,2340,90,96.3,26.0,1.00,90,1.00,0.00,,0.00,1.19,0.92,1.35,-0.42,-0.42,-0.42,1.25,1.11,0.14,+0.14,-0.12,https://fbref.com/en/players/b4c8e4c5/Fernando-Alarcon,b4c8e4c5,Argentina Liga Profesional
22,Lucas Albertengo,ARG,"FW,MF",Instituto Atlético Central Córdoba,32,1991,11,220,20,9.1,2.4,0.00,,0.00,4.58,20,3.33,1.18,0.42,0.83,-0.42,-0.41,0.00,1.54,1.08,0.42,+0.42,+0.30,https://fbref.com/en/players/383659ff/Lucas-Albertengo,383659ff,Argentina Liga Profesional
23,Brahian Alemán,URU,MF,Banfield,33,1989,26,1862,72,76.6,20.7,1.11,77,0.43,0.14,30,0.00,1.15,0.72,1.30,-0.58,-0.58,-0.74,0.97,1.00,-0.03,-0.03,-0.24,https://fbref.com/en/players/32a7d080/Brahian-Aleman,32a7d080,Argentina Liga Profesional
24,Brian Alexis Leizza,ARG,DF,Tigre,22,2000,11,790,72,32.5,8.8,0.91,87,0.80,0.34,32,1.36,1.45,0.91,0.57,0.34,+0.34,+0.62,1.30,0.93,0.37,+0.37,+0.32,https://fbref.com/en/players/0b35bd75/Brian-Alexis-Leizza,0b35bd75,Argentina Liga Profesional
25,Franco Alfonso,ARG,"FW,MF",River Plate,20,2002,5,77,15,3.2,0.9,0.00,,0.00,5.56,15,21.1,1.80,1.11,0.00,1.11,+1.17,+0.06,1.56,0.78,0.78,+0.87,-0.06,https://fbref.com/en/players/4a0383c0/Franco-Alfonso,4a0383c0,Argentina Liga Profesional
26,Rodrigo Aliendro,ARG,MF,River Plate,31,1991,21,1621,77,66.7,18.0,1.11,80,0.61,0.06,24,0.28,2.67,1.89,0.50,1.39,+1.39,+0.83,1.79,0.62,1.17,+1.17,+0.73,https://fbref.com/en/players/8b259046/Rodrigo-Aliendro,8b259046,Argentina Liga Profesional
27,Tadeo Allende,ARG,"FW,MF",Godoy Cruz,23,1999,22,1639,75,67.4,18.2,0.99,81,0.60,0.22,44,0.05,1.64,1.43,1.10,0.33,+0.33,+0.44,1.36,1.38,-0.02,-0.01,+0.37,https://fbref.com/en/players/75a66bed/Tadeo-Allende,75a66bed,Argentina Liga Profesional
28,Agustín Alonso,,MF,Platense,,,7,233,33,9.6,2.6,0.38,85,0.00,2.31,25,3.46,1.29,1.54,1.15,0.38,+0.39,+0.55,,,,,,https://fbref.com/en/players/ead5824a/Agustin-Alonso,ead5824a,Argentina Liga Profesional
29,Facundo Altamira,,GK,Godoy Cruz,,,1,20,20,0.8,0.2,0.00,,0.00,5.00,20,45.0,1.00,5.00,0.00,5.00,+4.50,+4.35,,,,,,https://fbref.com/en/players/5bf873f8/Facundo-Altamira,5bf873f8,Argentina Liga Profesional
30,Facundo Altamirano,ARG,GK,San Lorenzo,26,1996,5,450,90,18.5,5.0,1.00,90,1.00,0.00,,4.40,1.80,0.80,0.80,0.00,0.00,-0.45,0.62,0.92,-0.30,-0.29,-0.66,https://fbref.com/en/players/84d5fd29/Facundo-Altamirano,84d5fd29,Argentina Liga Profesional
31,Fabio Álvarez,ARG,"MF,FW",Talleres,30,1993,6,67,11,2.8,0.7,0.00,,0.00,8.57,11,24.3,1.33,0.00,0.00,0.00,0.00,-0.72,1.57,1.71,-0.14,-0.13,-0.74,https://fbref.com/en/players/2aae3ff2/Fabio-Alvarez,2aae3ff2,Argentina Liga Profesional
32,Francisco Álvarez,ARG,DF,Barracas Central,22,2000,26,2252,87,92.7,25.0,1.00,89,0.92,0.04,31,0.00,1.35,0.88,1.08,-0.20,-0.20,-0.20,0.80,1.02,-0.22,-0.22,-0.02,https://fbref.com/en/players/1990d38d/Francisco-Alvarez,1990d38d,Argentina Liga Profesional
33,Juan Álvarez,ARG,"MF,FW",Colón,26,1996,19,1370,72,56.4,15.2,1.05,82,0.66,0.20,21,0.13,1.26,1.05,0.86,0.20,+0.20,+1.56,1.10,1.21,-0.12,-0.12,+0.70,https://fbref.com/en/players/4c50934e/Juan-Alvarez,4c50934e,Argentina Liga Profesional
34,Maximiliano Álvez,ARG,FW,Talleres,19,2003,8,177,22,7.3,2.0,0.50,45,0.00,3.50,19,6.00,1.63,0.00,1.00,-1.00,-1.02,-1.86,1.50,1.20,0.30,+0.31,-0.29,https://fbref.com/en/players/4d09da09/Maximiliano-Alvez,4d09da09,Argentina Liga Profesional
35,Juan Andrada,ARG,MF,Godoy Cruz,28,1995,12,608,51,25.0,6.8,1.03,72,0.44,0.74,21,1.32,1.92,1.03,1.03,0.00,0.00,-0.25,0.78,1.03,-0.25,-0.25,-0.15,https://fbref.com/en/players/af9d0aea/Juan-Andrada,af9d0aea,Argentina Liga Profesional
36,Mariano Andújar,ARG,GK,Estudiantes,39,1983,25,2250,90,92.6,25.0,1.00,90,1.00,0.00,,0.04,1.80,1.36,0.76,0.60,+0.60,+2.60,1.25,0.81,0.44,+0.44,+1.07,https://fbref.com/en/players/609cd867/Mariano-Andujar,609cd867,Argentina Liga Profesional
37,Miguel Ángel Torrén,ARG,DF,Argentinos Jun,34,1988,15,1238,83,50.9,13.8,1.09,83,0.87,0.00,,0.07,1.60,1.01,0.80,0.22,+0.22,-0.23,1.42,0.80,0.62,+0.62,+0.26,https://fbref.com/en/players/c6549bd1/Miguel-Angel-Torren,c6549bd1,Argentina Liga Profesional
38,Lucas Angelini,ARG,DF,CC Córdoba,28,1995,0,,,,,0,,0,0,,6,,,,,,,,,,,,https://fbref.com/en/players/88866619/Lucas-Angelini,88866619,Argentina Liga Profesional
39,Aaron Anselmino,ARG,DF,Boca Juniors,17,2005,2,46,23,1.9,0.5,0.00,,0.00,4.00,23,10.0,2.00,2.00,0.00,2.00,+1.96,+1.65,2.00,0.20,1.80,+1.83,+1.81,https://fbref.com/en/players/1d87670e/Aaron-Anselmino,1d87670e,Argentina Liga Profesional
40,Mauro Antonio Burruchaga,ARG,MF,Arsenal,24,1998,0,,,,,0,,0,0,,6,,,,,,,,,,,,https://fbref.com/en/players/0830a4f9/Mauro-Antonio-Burruchaga,0830a4f9,Argentina Liga Profesional
41,Dylan Aquino,ARG,"FW,MF",Lanús,17,2005,2,10,5,0.4,0.1,0.00,,0.00,20.0,5,60.0,0.50,0.00,0.00,0.00,0.00,-0.41,3.00,1.00,2.00,+1.65,+1.33,https://fbref.com/en/players/dababecf/Dylan-Aquino,dababecf,Argentina Liga Profesional
42,Gabriel Aranda,ARG,DF,Boca Juniors,21,2001,0,,,,,0,,0,0,,5,,,,,,,,,,,,https://fbref.com/en/players/e59b8980/Gabriel-Aranda,e59b8980,Argentina Liga Profesional
43,Pablo Aranda,ARG,DF,Lanús,21,2001,1,86,86,3.5,1.0,1.00,86,0.00,0.00,,7.00,1.00,1.00,1.00,0.00,0.00,-0.42,0.60,0.60,0.00,-0.05,-0.39,https://fbref.com/en/players/eb6e8325/Pablo-Aranda,eb6e8325,Argentina Liga Profesional
44,Carlos Arce,ARG,MF,Barracas Central,32,1990,21,1485,71,61.1,16.5,1.15,78,0.55,0.12,1,0.30,1.38,0.91,1.15,-0.24,-0.24,-0.15,0.84,1.01,-0.17,-0.17,+0.14,https://fbref.com/en/players/4c49e1f1/Carlos-Arce,4c49e1f1,Argentina Liga Profesional
45,Cristian Arce,ARG,GK,Barracas Central,29,1993,0,,,,,0,,0,0,,15,,,,,,,,,,,,https://fbref.com/en/players/994220c4/Cristian-Arce,994220c4,Argentina Liga Profesional
46,Ignacio Arce,ARG,GK,Platense,30,1992,5,450,90,18.5,5.0,1.00,90,1.00,0.00,,1.20,1.00,1.60,2.20,-0.60,-0.60,-0.60,,,,,,https://fbref.com/en/players/707fcc63/Ignacio-Arce,707fcc63,Argentina Liga Profesional
47,Lucas Arce,ARG,DF,Godoy Cruz,25,1997,26,2094,81,86.2,23.3,0.99,87,0.86,0.13,34,0.00,1.54,1.50,1.20,0.30,+0.30,+0.84,1.20,1.25,-0.06,-0.05,+0.57,https://fbref.com/en/players/00345a70/Lucas-Arce,00345a70,Argentina Liga Profesional
48,Gabriel Arias,CHI,GK,Racing Club,35,1987,24,2134,89,87.8,23.7,1.01,89,0.97,0.00,,0.00,1.33,1.35,1.27,0.08,+0.08,+0.39,1.11,1.22,-0.11,-0.11,+0.53,https://fbref.com/en/players/9f9cbfca/Gabriel-Arias,9f9cbfca,Argentina Liga Profesional
49,Oscar Arias,ARG,DF,San Lorenzo,18,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,,https://fbref.com/en/players/267c2050/Oscar-Arias,267c2050,Argentina Liga Profesional
50,Joaquín Ariel Novillo,ARG,DF,CA Huracán,24,1998,17,1502,88,61.8,16.7,1.02,88,0.90,0.00,,0.54,0.47,0.30,1.02,-0.72,-0.72,-0.82,0.87,0.91,-0.04,-0.04,-0.16,https://fbref.com/en/players/af36c6d0/Joaquin-Ariel-Novillo,af36c6d0,Argentina Liga Profesional
51,Franco Armani,ARG,GK,River Plate,36,1986,26,2340,90,96.3,26.0,1.00,90,1.00,0.00,,0.00,2.31,1.81,0.65,1.15,+1.15,+1.15,1.74,0.76,0.98,+0.98,+1.45,https://fbref.com/en/players/b3e42951/Franco-Armani,b3e42951,Argentina Liga Profesional
52,Blas Armoa,PAR,"FW,MF",Tigre,22,2000,25,1430,57,58.8,15.9,1.07,72,0.19,0.50,26,0.06,1.24,1.01,1.01,0.00,0.00,+0.18,1.29,1.07,0.22,+0.22,+0.16,https://fbref.com/en/players/c0d97f5c/Blas-Armoa,c0d97f5c,Argentina Liga Profesional
53,Luciano Arnijas,ARG,MF,Talleres,19,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/2e167a4b/Luciano-Arnijas,2e167a4b,Argentina Liga Profesional
54,Carlos Arrua,PAR,MF,Colón,25,1997,19,1009,53,41.5,11.2,1.07,65,0.09,0.63,33,0.54,0.84,0.63,0.98,-0.36,-0.36,+0.21,0.88,1.34,-0.46,-0.45,-0.05,https://fbref.com/en/players/1c86f480/Carlos-Arrua,1c86f480,Argentina Liga Profesional
55,Santiago Ascacíbar,ARG,MF,Estudiantes,25,1997,26,2185,84,89.9,24.3,1.03,86,0.82,0.04,45,0.00,1.73,1.44,0.86,0.58,+0.58,+1.68,1.25,0.89,0.36,+0.36,-0.01,https://fbref.com/en/players/e26fcca3/Santiago-Ascacibar,e26fcca3,Argentina Liga Profesional
56,Gonzalo Asis,ARG,DF,Platense,26,1996,6,433,72,17.8,4.8,1.04,85,0.83,0.21,10,3.33,0.83,1.04,1.25,-0.21,-0.21,-0.12,0.60,1.38,-0.75,-0.76,-0.45,https://fbref.com/en/players/3ac051f5/Gonzalo-Asis,3ac051f5,Argentina Liga Profesional
57,Rodrigo Atencio,ARG,"MF,FW",Independiente,20,2002,5,93,19,3.8,1.0,0.00,,0.00,5.00,19,5.00,1.20,1.00,3.00,-2.00,-1.94,-1.67,0.30,1.00,-0.70,-0.69,-0.69,https://fbref.com/en/players/5540acb4/Rodrigo-Atencio,5540acb4,Argentina Liga Profesional
58,Axel Atum,ARG,"FW,MF",Estudiantes,17,2006,2,33,17,1.4,0.4,0.00,,0.00,5.00,17,10.0,2.00,2.50,0.00,2.50,+2.73,+2.35,1.00,0.50,0.50,+0.61,+0.25,https://fbref.com/en/players/bfd8b7c6/Axel-Atum,bfd8b7c6,Argentina Liga Profesional
59,Julián Aude,ARG,DF,Lanús,19,2003,2,146,73,6.0,1.6,0.63,90,0.63,0.63,56,1.88,1.50,2.50,1.25,1.25,+1.23,+0.88,1.63,0.69,0.87,+0.89,+0.60,https://fbref.com/en/players/4223d7bb/Julian-Aude,4223d7bb,Argentina Liga Profesional
60,Luciano Aued,ARG,MF,CA Unión,35,1987,18,1013,56,41.7,11.3,1.06,73,0.35,0.53,24,0.80,0.83,0.62,1.24,-0.62,-0.62,-0.69,0.96,0.98,-0.04,-0.03,+0.36,https://fbref.com/en/players/c877f303/Luciano-Aued,c877f303,Argentina Liga Profesional
61,Gabriel Ávalos,PAR,FW,Argentinos Jun,32,1990,25,1773,71,73.0,19.7,1.07,80,0.51,0.20,25,0.00,1.48,1.37,0.76,0.61,+0.61,+1.02,1.50,0.94,0.55,+0.55,+0.21,https://fbref.com/en/players/b6781b67/Gabriel-Avalos,b6781b67,Argentina Liga Profesional
62,Joaquín Ávila,ARG,FW,Tucumán,21,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/6453e188/Joaquin-Avila,6453e188,Argentina Liga Profesional
63,Tomás Avilés,ARG,"DF,MF",Racing Club,18,2004,8,680,85,28.0,7.6,1.05,85,0.79,0.00,,0.13,1.75,2.37,1.97,0.39,+0.40,+0.50,1.93,1.91,0.03,+0.02,+0.33,https://fbref.com/en/players/f51b9ae1/Tomas-Aviles,f51b9ae1,Argentina Liga Profesional
64,Thyago Ayala,ARG,GK,Sarmiento,21,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,https://fbref.com/en/players/0f200ce4/Thyago-Ayala,0f200ce4,Argentina Liga Profesional
65,Diego Azcurra,ARG,MF,Sarmiento,24,1998,0,,,,,0,,0,0,,10,,,,,,,,,,,,https://fbref.com/en/players/0f12c6ac/Diego-Azcurra,0f12c6ac,Argentina Liga Profesional
66,Tomás Badaloni,ARG,FW,Tigre,22,2000,16,675,42,27.8,7.5,0.93,81,0.53,1.20,12,1.47,1.50,1.20,0.80,0.40,+0.40,+0.66,1.29,1.04,0.25,+0.25,+0.13,https://fbref.com/en/players/d3a444aa/Tomas-Badaloni,d3a444aa,Argentina Liga Profesional
67,Cristian Báez,PAR,DF,Independiente,32,1990,23,2025,88,83.3,22.5,1.02,88,0.98,0.00,,0.18,1.04,0.93,1.24,-0.31,-0.31,+0.13,1.08,1.13,-0.05,-0.05,-0.19,https://fbref.com/en/players/56d59ae0/Cristian-Baez,56d59ae0,Argentina Liga Profesional
68,Elías Báez,ARG,DF,San Lorenzo,18,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/ecb61924/Elias-Baez,ecb61924,Argentina Liga Profesional
69,Franco Baldassarra,ARG,"MF,FW",Platense,24,1998,22,1035,47,42.6,11.5,0.96,72,0.17,0.96,23,0.43,1.36,1.22,1.13,0.09,+0.09,+0.35,1.04,1.21,-0.17,-0.17,+0.38,https://fbref.com/en/players/f559d2d7/Franco-Baldassarra,f559d2d7,Argentina Liga Profesional
70,Agustín Baldi,ARG,MF,Tigre,20,2002,0,,,,,0,,0,0,,14,,,,,,,,,,,,https://fbref.com/en/players/c0bb4690/Agustin-Baldi,c0bb4690,Argentina Liga Profesional
71,Guillermo Balzi,ARG,"MF,FW",Newell's OB,21,2001,4,189,47,7.8,2.1,0.95,74,0.48,0.95,21,7.14,1.25,0.95,0.95,0.00,0.00,0.00,1.52,0.48,1.05,+1.06,+1.20,https://fbref.com/en/players/60194b77/Guillermo-Balzi,60194b77,Argentina Liga Profesional
72,Tiago Banega,ARG,MF,Arsenal,23,1999,15,978,65,40.2,10.9,1.10,79,0.46,0.28,10,0.64,0.93,1.10,1.47,-0.37,-0.37,+0.38,0.96,1.41,-0.45,-0.45,-0.03,https://fbref.com/en/players/b8131112/Tiago-Banega,b8131112,Argentina Liga Profesional
73,David Barbona,ARG,"MF,FW",Defensa y Just,27,1995,21,1517,72,62.4,16.9,1.07,80,0.36,0.18,23,0.06,1.76,1.54,0.53,1.01,+1.01,+1.40,1.45,1.09,0.36,+0.35,+0.59,https://fbref.com/en/players/62eef061/David-Barbona,62eef061,Argentina Liga Profesional
74,Mateo Barcia,URU,"DF,MF",Independiente,21,2001,25,1617,65,66.5,18.0,1.06,75,0.28,0.33,31,0.00,0.88,0.89,1.33,-0.44,-0.45,-0.33,1.22,1.15,0.07,+0.07,+0.26,https://fbref.com/en/players/a35ee3a5/Mateo-Barcia,a35ee3a5,Argentina Liga Profesional
75,Ezequiel Barco,ARG,"FW,MF",River Plate,23,1999,25,1504,60,61.9,16.7,0.96,83,0.54,0.54,20,0.06,2.40,2.10,0.42,1.68,+1.68,+1.48,1.87,0.77,1.10,+1.09,+0.43,https://fbref.com/en/players/7fa737c4/Ezequiel-Barco,7fa737c4,Argentina Liga Profesional
76,Valentín Barco,ARG,"DF,FW",Boca Juniors,18,2004,11,825,75,34.0,9.2,1.20,75,0.33,0.00,,0.11,1.64,0.98,0.65,0.33,+0.33,-0.01,0.78,0.88,-0.10,-0.10,-0.23,https://fbref.com/en/players/b9f282ec/Valentin-Barco,b9f282ec,Argentina Liga Profesional
77,Adam Bareiro,PAR,FW,San Lorenzo,26,1996,23,1755,76,72.2,19.5,1.08,80,0.51,0.10,40,0.00,1.57,0.87,0.56,0.31,+0.31,-0.23,1.03,0.72,0.31,+0.31,+0.22,https://fbref.com/en/players/afb7f0ea/Adam-Bareiro,afb7f0ea,Argentina Liga Profesional
78,Juan Barinaga,ARG,DF,Club Atlético Belgrano,22,2000,19,1237,65,50.9,13.7,1.24,73,0.07,0.15,1,0.15,1.37,1.09,0.95,0.15,+0.15,+0.75,0.92,1.12,-0.20,-0.20,+0.13,https://fbref.com/en/players/6bdb7078/Juan-Barinaga,6bdb7078,Argentina Liga Profesional
79,Williams Barlasina,ARG,GK,Newell's OB,24,1998,0,,,,,0,,0,0,,26,,,,,,,,,,,,https://fbref.com/en/players/bea9b02f/Williams-Barlasina,bea9b02f,Argentina Liga Profesional
80,Daniel Barrea,ARG,FW,Club Atlético Belgrano,21,2001,8,192,24,7.9,2.1,0.48,69,0.00,3.33,18,7.14,1.00,0.00,1.43,-1.43,-1.41,-1.29,0.67,1.38,-0.71,-0.68,-0.45,https://fbref.com/en/players/5bf6b9f3/Daniel-Barrea,5bf6b9f3,Argentina Liga Profesional
81,Diego Barrera,ARG,FW,Talleres,18,2004,7,129,18,5.3,1.4,0.00,,0.00,5.00,18,9.29,1.14,0.71,0.71,0.00,0.00,-0.74,1.07,0.43,0.71,+0.67,+0.09,https://fbref.com/en/players/3ad28381/Diego-Barrera,3ad28381,Argentina Liga Profesional
82,Sergio Barreto,ARG,DF,Independiente,23,1999,14,1164,83,47.9,12.9,1.09,83,0.93,0.00,,0.00,1.07,0.93,1.24,-0.31,-0.31,+0.05,1.18,1.36,-0.19,-0.19,-0.32,https://fbref.com/en/players/0c14329b/Sergio-Barreto,0c14329b,Argentina Liga Profesional
83,Nicolás Barrientos,ARG,"MF,FW",Instituto Atlético Central Córdoba,27,1995,8,108,14,4.4,1.2,0.00,,0.00,6.67,14,11.7,1.13,2.50,1.67,0.83,+0.83,+1.30,3.33,1.00,2.33,+2.28,+2.24,https://fbref.com/en/players/189d9c64/Nicolas-Barrientos,189d9c64,Argentina Liga Profesional
84,Nahuel Barrios,ARG,"MF,FW",San Lorenzo,24,1998,25,1692,68,69.6,18.8,1.06,74,0.32,0.27,43,0.00,1.60,0.59,0.48,0.11,+0.11,-0.87,0.97,0.65,0.31,+0.32,+0.23,https://fbref.com/en/players/b2fabf7e/Nahuel-Barrios,b2fabf7e,Argentina Liga Profesional
85,Pier Barrios,ARG,DF,Godoy Cruz,32,1990,24,2081,87,85.6,23.1,1.04,87,0.87,0.00,,0.09,1.54,1.30,1.08,0.22,+0.22,+0.22,1.15,1.27,-0.13,-0.13,+0.05,https://fbref.com/en/players/f910551d/Pier-Barrios,f910551d,Argentina Liga Profesional
86,Bautista Barros Schelotto,ARG,DF,Gimnasia ELP,23,2000,14,1143,82,47.0,12.7,1.02,88,0.87,0.08,1,0.79,1.14,1.10,1.42,-0.31,-0.31,+0.38,1.14,1.25,-0.11,-0.11,+0.11,https://fbref.com/en/players/ab935d6a/Bautista-Barros-Schelotto,ab935d6a,Argentina Liga Profesional
87,Augusto Batalla,ARG,GK,San Lorenzo,26,1996,22,1980,90,81.5,22.0,1.00,90,1.00,0.00,,0.09,1.68,0.86,0.41,0.45,+0.45,+0.45,1.10,0.74,0.37,+0.37,+0.66,https://fbref.com/en/players/fc627681/Augusto-Batalla,fc627681,Argentina Liga Profesional
88,Jonathan Bay,ARG,DF,Instituto Atlético Central Córdoba,29,1993,8,425,53,17.5,4.7,0.85,86,0.21,0.85,20,3.62,1.00,0.43,1.49,-1.06,-1.06,-0.79,1.15,0.83,0.32,+0.32,+0.21,https://fbref.com/en/players/663d052d/Jonathan-Bay,663d052d,Argentina Liga Profesional
