Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Player Link_,Player ID_,Competition
35,Santiago Mele,URU,GK,CA Unión,25,1997,16,16,1440,16.0,0.94,0.94,3.69,2.69,78.0,0.25,0.44,0.31,0.44,43.8,0.19,0.13,0.06,0.00,33.3,https://fbref.com/en/players/62849d22/Santiago-Mele,62849d22,Argentina Liga Profesional
36,Sebastián Meza,ARG,GK,Sarmiento,22,2000,21,21,1890,21.0,0.86,0.86,4.67,3.76,85.7,0.33,0.33,0.33,0.48,47.6,0.24,0.19,0.05,0.00,20.0,https://fbref.com/en/players/a3f3cf7a/Sebastian-Meza,a3f3cf7a,Argentina Liga Profesional
37,Lautaro Morales,ARG,GK,Lanús,23,1999,9,9,802,8.9,1.01,1.01,2.13,1.24,52.6,0.56,0.22,0.22,0.22,22.2,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/119a4577/Lautaro-Morales,119a4577,Argentina Liga Profesional
38,Sebastián Moyano,ARG,GK,CA Unión,32,1990,11,11,990,11.0,0.91,0.91,2.82,1.91,71.0,0.18,0.45,0.36,0.55,54.5,0.09,0.09,0.00,0.00,0.0,https://fbref.com/en/players/e4bcd56b/Sebastian-Moyano,e4bcd56b,Argentina Liga Profesional
39,Rodrigo Rey,ARG,GK,Independiente,31,1991,27,27,2430,27.0,1.19,1.19,3.67,2.48,72.7,0.22,0.37,0.41,0.30,29.6,0.22,0.19,0.04,0.00,16.7,https://fbref.com/en/players/6436748b/Rodrigo-Rey,6436748b,Argentina Liga Profesional
40,Manuel Roffo,ARG,GK,Instituto Atlético Central Córdoba,22,2000,11,10,905,10.1,1.49,1.49,5.84,4.46,76.3,0.30,0.30,0.40,0.40,40.0,0.10,0.10,0.00,0.00,0.0,https://fbref.com/en/players/b50e5848/Manuel-Roffo,b50e5848,Argentina Liga Profesional
41,Santiago Rojas,PAR,GK,Tigre,26,1996,2,2,180,2.0,0.50,0.50,4.00,3.50,87.5,1.00,0.00,0.00,0.50,50.0,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/6ce17eba/Santiago-Rojas,6ce17eba,Argentina Liga Profesional
42,Sergio Romero,ARG,GK,Boca Juniors,35,1987,23,23,2070,23.0,0.87,0.87,3.61,2.70,79.5,0.48,0.17,0.35,0.43,43.5,0.26,0.13,0.13,0.00,50.0,https://fbref.com/en/players/1e26e376/Sergio-Romero,1e26e376,Argentina Liga Profesional
43,Daniel Sappa,ARG,GK,Estudiantes,27,1995,2,2,180,2.0,2.50,2.50,6.50,4.00,69.2,0.00,0.00,1.00,0.00,0.0,0.50,0.50,0.00,0.00,0.0,https://fbref.com/en/players/7185dd2c/Daniel-Sappa,7185dd2c,Argentina Liga Profesional
44,Rodrigo Saracho,ARG,GK,Godoy Cruz,29,1994,1,1,90,1.0,2.00,2.00,3.00,1.00,33.3,1.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/8ba6fbcc/Rodrigo-Saracho,8ba6fbcc,Argentina Liga Profesional
45,Gaspar Servio,ARG,GK,Rosario Cent,30,1992,4,4,360,4.0,1.50,1.50,6.75,5.25,77.8,0.50,0.25,0.25,0.25,25.0,0.25,0.00,0.00,0.25,,https://fbref.com/en/players/62667393/Gaspar-Servio,62667393,Argentina Liga Profesional
46,Matías Tagliamonte,ARG,GK,Racing Club,24,1998,4,3,296,3.3,1.52,1.52,4.55,3.03,66.7,0.30,0.30,0.30,0.00,0.0,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/bafc3bbe/Matias-Tagliamonte,bafc3bbe,Argentina Liga Profesional
47,Ezequiel Unsain,ARG,GK,Defensa y Just,27,1995,21,21,1890,21.0,0.76,0.76,4.24,3.48,82.0,0.43,0.29,0.29,0.57,57.1,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/036f15cf/Ezequiel-Unsain,036f15cf,Argentina Liga Profesional
48,Manuel Vicentini,ARG,GK,Club Atlético Belgrano,32,1990,2,1,136,1.5,1.33,1.32,5.33,4.00,75.0,0.67,0.00,0.00,0.67,100.0,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/a949c8a0/Manuel-Vicentini,a949c8a0,Argentina Liga Profesional
49,Guido Villar,ARG,GK,Barracas Central,27,1995,3,3,270,3.0,2.00,2.00,5.33,3.33,62.5,0.33,0.33,0.33,0.33,33.3,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/ea1ab6f4/Guido-Villar,ea1ab6f4,Argentina Liga Profesional
