Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Player Link_,Player ID_,Competition
1,Lucas Acosta,ARG,GK,Lanús,27,1995,18,18,1620,18.0,0.94,0.94,3.61,2.67,75.4,0.39,0.39,0.22,0.39,38.9,0.06,0.06,0.00,0.00,0.0,https://fbref.com/en/players/50f7c408/Lucas-Acosta,50f7c408,Argentina Liga Profesional
2,Facundo Altamirano,ARG,GK,San Lorenzo,26,1996,5,5,450,5.0,0.80,0.80,5.80,5.00,89.7,0.60,0.00,0.40,0.60,60.0,0.20,0.20,0.00,0.00,0.0,https://fbref.com/en/players/84d5fd29/Facundo-Altamirano,84d5fd29,Argentina Liga Profesional
3,Mariano Andújar,ARG,GK,Estudiantes,39,1983,25,25,2250,25.0,0.76,0.76,2.52,1.76,74.6,0.48,0.36,0.16,0.44,44.0,0.16,0.12,0.04,0.00,25.0,https://fbref.com/en/players/609cd867/Mariano-Andujar,609cd867,Argentina Liga Profesional
4,Ignacio Arce,ARG,GK,Platense,30,1992,5,5,450,5.0,2.20,2.20,4.80,3.00,58.3,0.20,0.40,0.40,0.00,0.0,0.40,0.20,0.20,0.00,50.0,https://fbref.com/en/players/707fcc63/Ignacio-Arce,707fcc63,Argentina Liga Profesional
5,Gabriel Arias,CHI,GK,Racing Club,35,1987,24,24,2134,23.7,1.27,1.27,3.71,2.45,68.2,0.34,0.34,0.34,0.25,25.0,0.08,0.08,0.00,0.00,0.0,https://fbref.com/en/players/9f9cbfca/Gabriel-Arias,9f9cbfca,Argentina Liga Profesional
6,Franco Armani,ARG,GK,River Plate,36,1986,26,26,2340,26.0,0.65,0.65,2.73,2.08,78.9,0.73,0.12,0.15,0.54,53.8,0.08,0.08,0.00,0.00,0.0,https://fbref.com/en/players/b3e42951/Franco-Armani,b3e42951,Argentina Liga Profesional
7,Augusto Batalla,ARG,GK,San Lorenzo,26,1996,22,22,1980,22.0,0.41,0.41,2.68,2.18,86.4,0.41,0.45,0.14,0.64,63.6,0.14,0.05,0.09,0.00,66.7,https://fbref.com/en/players/fc627681/Augusto-Batalla,fc627681,Argentina Liga Profesional
8,Enrique Bologna,ARG,GK,Defensa y Just,40,1982,6,6,540,6.0,1.17,1.17,4.33,3.17,76.9,0.50,0.33,0.17,0.33,33.3,0.17,0.17,0.00,0.00,0.0,https://fbref.com/en/players/33330466/Enrique-Bologna,33330466,Argentina Liga Profesional
9,Jorge Broun,ARG,GK,Rosario Cent,36,1986,23,23,2070,23.0,1.00,1.00,4.00,2.96,77.2,0.35,0.48,0.17,0.43,43.5,0.13,0.09,0.04,0.00,33.3,https://fbref.com/en/players/6503ae16/Jorge-Broun,6503ae16,Argentina Liga Profesional
10,Leonardo Burián,URU,GK,Vélez Sarsfield,39,1984,19,19,1665,18.5,0.86,0.86,2.76,2.00,72.5,0.27,0.49,0.27,0.32,31.6,0.11,0.11,0.00,0.00,0.0,https://fbref.com/en/players/c3cc43dc/Leonardo-Burian,c3cc43dc,Argentina Liga Profesional
11,Facundo Cambeses,ARG,GK,Banfield,25,1997,27,27,2430,27.0,1.19,1.19,3.81,2.67,70.9,0.26,0.33,0.41,0.44,44.4,0.11,0.07,0.00,0.04,0.0,https://fbref.com/en/players/0a7c2b06/Facundo-Cambeses,0a7c2b06,Argentina Liga Profesional
12,Dante Campisi,ARG,GK,CA Huracán,26,1996,2,2,180,2.0,1.50,1.50,4.00,2.50,62.5,0.00,0.50,0.50,0.00,0.0,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/3dff7ccb/Dante-Campisi,3dff7ccb,Argentina Liga Profesional
13,Jorge Carranza,ARG,GK,Instituto Atlético Central Córdoba,41,1981,17,17,1522,16.9,1.18,1.18,4.56,3.37,79.2,0.30,0.30,0.41,0.30,29.4,0.24,0.24,0.00,0.00,0.0,https://fbref.com/en/players/bd5c46c3/Jorge-Carranza,bd5c46c3,Argentina Liga Profesional
14,Ezequiel Centurión,ARG,GK,River Plate,25,1997,1,1,90,1.0,3.00,3.00,5.00,2.00,40.0,0.00,1.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/d2313e46/Ezequiel-Centurion,d2313e46,Argentina Liga Profesional
15,Lucas Chávez,ARG,GK,CA Huracán,27,1995,25,25,2250,25.0,1.04,1.04,3.40,2.36,71.8,0.24,0.24,0.52,0.28,28.0,0.12,0.08,0.04,0.00,33.3,https://fbref.com/en/players/47e44704/Lucas-Chavez,47e44704,Argentina Liga Profesional
16,Ignacio Chicco,ARG,GK,Colón,26,1996,27,27,2430,27.0,1.22,1.22,4.59,3.41,78.2,0.15,0.48,0.37,0.26,25.9,0.22,0.22,0.00,0.00,0.0,https://fbref.com/en/players/3723f64a/Ignacio-Chicco,3723f64a,Argentina Liga Profesional
17,Andrés Desábato,ARG,GK,Barracas Central,32,1990,24,24,2160,24.0,1.00,1.00,4.08,3.13,77.6,0.29,0.42,0.29,0.42,41.7,0.08,0.08,0.00,0.00,0.0,https://fbref.com/en/players/bf3b5c92/Andres-Desabato,bf3b5c92,Argentina Liga Profesional
18,José Devecchi,ARG,GK,Sarmiento,27,1995,6,6,540,6.0,1.33,1.33,5.00,3.67,73.3,0.00,0.33,0.67,0.17,16.7,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/5d448a04/Jose-Devecchi,5d448a04,Argentina Liga Profesional
19,Tomás Durso,ARG,GK,Gimnasia ELP,23,1999,26,26,2340,26.0,1.35,1.35,3.85,2.54,67.0,0.27,0.35,0.38,0.31,30.8,0.08,0.08,0.00,0.00,0.0,https://fbref.com/en/players/a7245aa0/Tomas-Durso,a7245aa0,Argentina Liga Profesional
20,Gastón Gómez,ARG,GK,Vélez Sarsfield,26,1996,9,8,765,8.5,1.29,1.29,4.47,3.18,73.7,0.00,0.35,0.59,0.35,37.5,0.12,0.12,0.00,0.00,0.0,https://fbref.com/en/players/33c24be0/Gaston-Gomez,33c24be0,Argentina Liga Profesional
21,Javier Hernán García,ARG,GK,Boca Juniors,36,1987,4,4,360,4.0,1.00,1.00,2.50,1.50,60.0,0.50,0.25,0.25,0.25,25.0,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/55c66abd/Javier-Hernan-Garcia,55c66abd,Argentina Liga Profesional
22,Guido Herrera,ARG,GK,Talleres,30,1992,27,27,2430,27.0,0.85,0.85,3.78,3.00,80.4,0.52,0.30,0.19,0.37,37.0,0.11,0.11,0.00,0.00,0.0,https://fbref.com/en/players/4b9b1f3a/Guido-Herrera,4b9b1f3a,Argentina Liga Profesional
23,Lucas Hoyos,ARG,GK,Newell's OB,33,1989,27,27,2430,27.0,0.89,0.89,3.26,2.26,75.0,0.30,0.41,0.30,0.44,44.4,0.19,0.07,0.11,0.00,60.0,https://fbref.com/en/players/848cbc52/Lucas-Hoyos,848cbc52,Argentina Liga Profesional
24,Marcos Ignacio Ledesma,ARG,GK,CC Córdoba,26,1996,18,18,1620,18.0,1.17,1.17,4.22,3.06,75.0,0.28,0.28,0.44,0.28,27.8,0.17,0.11,0.06,0.00,33.3,https://fbref.com/en/players/97232163/Marcos-Ignacio-Ledesma,97232163,Argentina Liga Profesional
25,Nelson Insfrán,ARG,GK,Gimnasia ELP,27,1995,1,1,90,1.0,3.00,3.00,7.00,4.00,71.4,0.00,0.00,1.00,0.00,0.0,1.00,1.00,0.00,0.00,0.0,https://fbref.com/en/players/6a72010c/Nelson-Insfran,6a72010c,Argentina Liga Profesional
26,Federico Lanzillota,ARG,GK,Argentinos Jun,30,1992,14,14,1260,14.0,1.07,1.07,2.86,1.79,67.5,0.36,0.21,0.43,0.43,42.9,0.14,0.14,0.00,0.00,0.0,https://fbref.com/en/players/c2b0169e/Federico-Lanzillota,c2b0169e,Argentina Liga Profesional
27,Nahuel Losada,ARG,GK,Club Atlético Belgrano,29,1993,26,26,2292,25.5,0.94,0.94,3.84,2.86,77.6,0.35,0.24,0.43,0.47,46.2,0.16,0.08,0.08,0.00,50.0,https://fbref.com/en/players/f07d5b4d/Nahuel-Losada,f07d5b4d,Argentina Liga Profesional
28,Ramiro Macagno,ARG,GK,Platense,25,1997,22,22,1980,22.0,0.82,0.82,3.27,2.45,77.8,0.36,0.23,0.41,0.45,45.5,0.09,0.09,0.00,0.00,0.0,https://fbref.com/en/players/64293bed/Ramiro-Macagno,64293bed,Argentina Liga Profesional
29,Matías Mansilla,ARG,GK,CC Córdoba,26,1996,9,9,810,9.0,1.00,1.00,4.11,3.11,75.7,0.22,0.33,0.44,0.44,44.4,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/30c0c914/Matias-Mansilla,30c0c914,Argentina Liga Profesional
30,Tomás Marchiori,ARG,GK,Tucumán,27,1995,27,27,2430,27.0,1.00,1.00,4.07,3.07,78.2,0.33,0.37,0.30,0.41,40.7,0.15,0.11,0.04,0.00,25.0,https://fbref.com/en/players/1c00ff13/Tomas-Marchiori,1c00ff13,Argentina Liga Profesional
31,Gonzalo Marinelli,ARG,GK,Tigre,33,1989,25,25,2250,25.0,1.12,1.12,4.16,3.04,74.0,0.28,0.28,0.44,0.24,24.0,0.04,0.04,0.00,0.00,0.0,https://fbref.com/en/players/d9caf300/Gonzalo-Marinelli,d9caf300,Argentina Liga Profesional
32,Alexis Martin Arias,ARG,GK,Argentinos Jun,30,1992,13,13,1170,13.0,0.54,0.54,2.85,2.23,89.2,0.46,0.31,0.23,0.54,53.8,0.31,0.23,0.08,0.00,25.0,https://fbref.com/en/players/f2ba9b05/Alexis-Martin-Arias,f2ba9b05,Argentina Liga Profesional
33,Diego Matías Rodríguez,ARG,GK,Godoy Cruz,33,1989,26,26,2340,26.0,1.15,1.15,3.65,2.54,75.8,0.38,0.31,0.31,0.31,30.8,0.27,0.27,0.00,0.00,0.0,https://fbref.com/en/players/19f4d2c0/Diego-Matias-Rodriguez,19f4d2c0,Argentina Liga Profesional
34,Alejandro Medina,ARG,GK,Arsenal,35,1987,27,27,2430,27.0,1.26,1.26,4.59,3.52,76.6,0.22,0.15,0.63,0.19,18.5,0.19,0.19,0.00,0.00,0.0,https://fbref.com/en/players/43d66dad/Alejandro-Medina,43d66dad,Argentina Liga Profesional
