Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2023-04-04,19:00,Sudamericana,Group stage,Tue,Home,D,0,0,co Santa Fe,,,56,,Tadeu,4-3-3,José Cabero,Match Report,
2023-04-15,18:30,Série A,Matchweek 1,Sat,Away,L,0,2,Ath Paranaense,1.0,0.8,56,15329.0,Tadeu,4-2-3-1,Rafael Rodrigo Klein,Match Report,
2023-04-20,21:00,Sudamericana,Group stage,Thu,Away,D,2,2,pe Universitario,,,43,,Tadeu,4-2-3-1,Gery Vargas,Match Report,
2023-04-23,19:00,Série A,Matchweek 2,Sun,Home,W,3,1,Corinthians,1.2,0.5,52,8508.0,Tadeu,4-2-3-1,Bruno Arleu de Araujo,Match Report,
2023-04-30,18:30,Série A,Matchweek 3,Sun,Away,L,0,1,Internacional,0.8,0.9,43,29193.0,Tadeu,4-2-3-1,Rodrigo José Pereira de Lima,Match Report,
2023-05-04,19:00,Sudamericana,Group stage,Thu,Away,W,2,0,ar Gimnasia ELP,,,59,,Lucas Halter,4-3-3,Luis Quiroz,Match Report,
2023-05-07,18:30,Série A,Matchweek 4,Sun,Home,L,0,5,Palmeiras,0.7,2.0,44,13789.0,Lucas Halter,4-2-3-1,Wagner do Nascimento Magalhães,Match Report,
2023-05-10,20:00,Série A,Matchweek 5,Wed,Away,L,0,2,Flamengo,0.7,2.6,43,44948.0,Vinícius,4-2-3-1,Savio Pereira,Match Report,
2023-05-14,18:30,Série A,Matchweek 6,Sun,Home,W,2,1,Botafogo (RJ),1.9,1.5,47,6674.0,Lucas Halter,4-3-3,Rafael Rodrigo Klein,Match Report,
2023-05-20,16:00,Série A,Matchweek 7,Sat,Away,D,1,1,Bahia,0.9,2.3,50,32519.0,Tadeu,4-4-2,Denis da Silva Ribeiro Serafim,Match Report,
2023-05-23,19:00,Sudamericana,Group stage,Tue,Home,W,1,0,pe Universitario,,,60,,Tadeu,5-3-2,Guillermo Guerrero,Match Report,
2023-05-27,21:00,Série A,Matchweek 8,Sat,Away,L,1,2,São Paulo,0.3,0.9,33,45429.0,Tadeu,4-4-2,Rafael Rodrigo Klein,Match Report,
2023-06-04,18:30,Série A,Matchweek 9,Sun,Home,L,0,1,Cuiabá,0.4,1.2,55,6987.0,Tadeu,4-2-3-1,Marcelo de Lima Henrique,Match Report,
2023-06-08,19:00,Sudamericana,Group stage,Thu,Home,D,0,0,ar Gimnasia ELP,,,47,7928.0,Tadeu,4-2-3-1,Ivo Méndez,Match Report,
2023-06-11,18:30,Série A,Matchweek 10,Sun,Home,D,2,2,Fluminense,2.1,1.3,41,10260.0,Tadeu,4-5-1,Leandro Pedro Vuaden,Match Report,
2023-06-22,20:00,Série A,Matchweek 11,Thu,Away,W,1,0,Vasco da Gama,0.4,1.7,41,17647.0,Tadeu,4-5-1,Jean Pierre Goncalves Lima,Match Report,
2023-06-25,18:30,Série A,Matchweek 12,Sun,Away,L,0,2,Bragantino,0.2,1.7,41,3798.0,Tadeu,4-5-1,Bruno Mota Correia,Match Report,
2023-06-28,21:00,Sudamericana,Group stage,Wed,Away,W,2,1,co Santa Fe,,,43,16945.0,Tadeu,4-2-3-1,Leodán González,Match Report,
2023-07-03,20:00,Série A,Matchweek 13,Mon,Home,L,1,2,Coritiba,1.9,0.9,63,10394.0,Tadeu,4-2-3-1,Denis da Silva Ribeiro Serafim,Match Report,
2023-07-09,11:00,Série A,Matchweek 14,Sun,Away,L,3,4,Santos,1.9,2.4,66,,Tadeu,4-2-3-1,Bruno Arleu de Araujo,Match Report,
2023-07-17,20:00,Série A,Matchweek 15,Mon,Home,D,0,0,Atlético Mineiro,1.5,0.2,39,12303.0,Tadeu,4-5-1,Raphael Claus,Match Report,
2023-07-23,16:00,Série A,Matchweek 16,Sun,Away,W,1,0,Cruzeiro,0.3,1.1,32,21688.0,Tadeu,4-2-3-1,Caio Max Augusto Vieira,Match Report,
2023-07-30,18:30,Série A,Matchweek 17,Sun,Home,D,1,1,Grêmio,0.8,0.3,45,12311.0,Tadeu,4-3-3,Paulo Zanovelli,Match Report,
2023-08-02,19:00,Sudamericana,Round of 16,Wed,Away,L,0,3,ar Estudiantes,,,38,,Tadeu,4-3-3,Andrés Rojas,Match Report,Leg 1 of 2
2023-08-05,18:30,Série A,Matchweek 18,Sat,Home,W,1,0,Fortaleza,0.9,0.7,37,8384.0,Tadeu,4-3-3,Leandro Pedro Vuaden,Match Report,
2023-08-09,19:00,Sudamericana,Round of 16,Wed,Home,L,0,2,ar Estudiantes,,,60,34337.0,Tadeu,4-3-3,Gery Vargas,Match Report,Leg 2 of 2; Estudiantes won
2023-08-13,16:00,Série A,Matchweek 19,Sun,Away,W,1,0,América (MG),0.5,0.9,34,2888.0,Tadeu,4-3-3,Luiz Flávio de Oliveira,Match Report,
2023-08-21,20:00,Série A,Matchweek 20,Mon,Home,D,1,1,Ath Paranaense,1.0,1.0,47,8325.0,Tadeu,4-3-3,Marcelo de Lima Henrique,Match Report,
2023-08-26,21:00,Série A,Matchweek 21,Sat,Away,D,1,1,Corinthians,1.8,1.0,35,37316.0,Tadeu,4-3-3,Paulo Cesar Zanovelli da Silva,Match Report,
2023-09-02,16:00,Série A,Matchweek 22,Sat,Home,D,0,0,Internacional,0.9,0.7,38,11038.0,Tadeu,4-3-3,Braulio Machado,Match Report,
2023-09-15,21:30,Série A,Matchweek 23,Fri,Away,L,0,1,Palmeiras,0.4,1.0,33,38146.0,Tadeu,4-3-3,Savio Pereira,Match Report,
2023-09-20,19:00,Série A,Matchweek 24,Wed,Home,D,0,0,Flamengo,0.1,0.5,36,13799.0,Tadeu,4-3-3,Raphael Claus,Match Report,
2023-10-02,20:00,Série A,Matchweek 25,Mon,Away,D,1,1,Botafogo (RJ),0.5,0.9,40,34294.0,Tadeu,4-3-3,Braulio da Silva Machado,Match Report,
2023-10-07,16:00,Série A,Matchweek 26,Sat,Home,L,4,6,Bahia,2.7,2.0,63,9001.0,Tadeu,3-4-3,Raphael Claus,Match Report,
2023-10-18,21:30,Série A,Matchweek 27,Wed,Home,W,2,0,São Paulo,0.5,0.5,26,12685.0,Tadeu,4-3-3,Rodrigo José Pereira de Lima,Match Report,
2023-10-21,17:30,Série A,Matchweek 28,Sat,Away,D,1,1,Cuiabá,1.8,1.3,41,14956.0,Tadeu,4-3-3,Anderson Daronco,Match Report,
2023-10-25,19:00,Série A,Matchweek 29,Wed,Away,L,3,5,Fluminense,0.6,2.7,35,4793.0,Tadeu,4-3-3,Leandro Pedro Vuaden,Match Report,
2023-10-29,16:00,Série A,Matchweek 30,Sun,Home,D,1,1,Vasco da Gama,1.1,0.9,45,12904.0,Tadeu,4-4-2,Flavio de Souza,Match Report,
2023-11-02,18:00,Série A,Matchweek 31,Thu,Home,L,0,2,Bragantino,1.4,3.1,43,10182.0,Tadeu,4-3-3,Rodrigo José Pereira de Lima,Match Report,
2023-11-05,18:30,Série A,Matchweek 32,Sun,Away,W,1,0,Coritiba,1.3,0.3,50,12942.0,Tadeu,4-3-3,Rafael Rodrigo Klein,Match Report,
2023-11-09,19:00,Série A,Matchweek 33,Thu,Home,L,0,1,Santos,0.8,0.9,58,11836.0,Tadeu,4-2-3-1,Paulo Zanovelli,Match Report,
2023-11-12,18:30,Série A,Matchweek 34,Sun,Away,L,1,2,Atlético Mineiro,1.0,1.2,52,29173.0,Tadeu,4-2-3-1,Marcelo de Lima Henrique,Match Report,
2023-11-27,21:00,Série A,Matchweek 35,Mon,Home,L,0,1,Cruzeiro,0.4,0.9,49,9143.0,Tadeu,4-2-3-1,Ramon Abatti,Match Report,
2023-11-30,19:00,Série A,Matchweek 36,Thu,Away,L,1,2,Grêmio,0.6,1.1,49,36875.0,Tadeu,4-3-3,Marcelo de Lima Henrique,Match Report,
2023-12-03,18:30,Série A,Matchweek 37,Sun,Away,L,0,1,Fortaleza,0.3,1.2,53,50317.0,Tadeu,4-1-4-1,Anderson Daronco,Match Report,
2023-12-06,19:00,Série A,Matchweek 38,Wed,Home,W,1,0,América (MG),0.9,0.9,41,1966.0,Tadeu,4-1-4-1,Davi de Oliveira Lacerda,Match Report,
