Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2023-08-12,20:30,Primeira Liga,Matchweek 1,Sat,Away,L,2.0,3.0,Sporting CP,1.4,2.1,39.0,37152.0,Samu,4-2-3-1,Fábio Oliveira Melo,Match Report,
2023-08-20,20:30,Primeira Liga,Matchweek 2,Sun,Home,D,2.0,2.0,Arouca,1.6,0.7,52.0,2620.0,Samu,4-1-4-1,Hélder Malheiro,Match Report,
2023-08-27,18:00,Primeira Liga,Matchweek 3,Sun,Away,L,0.0,2.0,Vitória,0.4,1.2,43.0,18016.0,Samu,3-4-3,Miguel Nogueira,Match Report,
2023-09-01,20:15,Primeira Liga,Matchweek 4,Fri,Home,W,1.0,0.0,Gil Vicente FC,1.4,0.6,41.0,2678.0,Samu,4-2-3-1,Bruno Jose Costa,Match Report,
2023-09-16,20:30,Primeira Liga,Matchweek 5,Sat,Home,L,1.0,2.0,Benfica,1.7,2.0,31.0,5584.0,Samu,4-2-3-1,Luís Godinho,Match Report,
2023-09-23,15:30,Primeira Liga,Matchweek 6,Sat,Away,D,2.0,2.0,Estoril,0.5,0.7,55.0,4258.0,Samu,4-2-3-1,Gustavo Correia,Match Report,
2023-09-30,15:30,Primeira Liga,Matchweek 7,Sat,Home,L,2.0,3.0,Portimonense,0.9,1.4,62.0,2712.0,Samu,4-4-2,Iancu Vasilica,Match Report,
2023-10-07,15:30,Primeira Liga,Matchweek 8,Sat,Away,D,0.0,0.0,Farense,1.2,1.1,53.0,4811.0,Samu,4-2-3-1,João Pinheiro,Match Report,
2023-10-29,20:30,Primeira Liga,Matchweek 9,Sun,Home,L,0.0,2.0,Porto,0.8,1.6,42.0,4435.0,Samu,4-1-4-1,Manuel Oliveira,Match Report,
2023-11-05,15:30,Primeira Liga,Matchweek 10,Sun,Away,W,1.0,0.0,Casa Pia,1.5,0.8,47.0,1586.0,Samu,4-1-4-1,David Silva,Match Report,
2023-11-11,18:00,Primeira Liga,Matchweek 11,Sat,Home,D,0.0,0.0,Famalicão,2.1,0.7,53.0,2235.0,Samu,4-3-3,Bruno Jose Costa,Match Report,
2023-12-01,20:30,Primeira Liga,Matchweek 12,Fri,Away,L,1.0,2.0,Chaves,0.7,1.6,59.0,2788.0,Samu,4-3-3,Luís Godinho,Match Report,
2023-12-08,15:30,Primeira Liga,Matchweek 13,Fri,Home,L,1.0,3.0,Braga,1.2,2.8,39.0,3785.0,Samu,4-5-1,Cláudio Ruivo Pereira,Match Report,
2023-12-16,15:30,Primeira Liga,Matchweek 14,Sat,Away,D,1.0,1.0,Rio Ave,0.5,0.9,42.0,2538.0,Samu,4-3-3,Gustavo Correia,Match Report,
2023-12-23,15:30,Primeira Liga,Matchweek 15,Sat,Home,D,0.0,0.0,Moreirense,0.2,0.5,61.0,4334.0,Samu,3-4-3,Fábio Oliveira Melo,Match Report,
2024-01-06,15:30,Primeira Liga,Matchweek 16,Sat,Away,,,,Estrela,,,,,,,,Head-to-Head,
2024-01-14,18:00,Primeira Liga,Matchweek 17,Sun,Home,,,,Boavista,,,,,,,,Head-to-Head,
2024-01-18,20:45,Primeira Liga,Matchweek 18,Thu,Home,,,,Sporting CP,,,,,,,,Head-to-Head,
2024-01-28,,Primeira Liga,Matchweek 19,Sun,Away,,,,Arouca,,,,,,,,Head-to-Head,
2024-02-04,,Primeira Liga,Matchweek 20,Sun,Home,,,,Vitória,,,,,,,,Head-to-Head,
2024-02-11,,Primeira Liga,Matchweek 21,Sun,Away,,,,Gil Vicente FC,,,,,,,,Head-to-Head,
2024-02-18,,Primeira Liga,Matchweek 22,Sun,Away,,,,Benfica,,,,,,,,Head-to-Head,
2024-02-25,,Primeira Liga,Matchweek 23,Sun,Home,,,,Estoril,,,,,,,,Head-to-Head,
2024-03-03,,Primeira Liga,Matchweek 24,Sun,Away,,,,Portimonense,,,,,,,,Head-to-Head,
2024-03-10,,Primeira Liga,Matchweek 25,Sun,Home,,,,Farense,,,,,,,,Head-to-Head,
2024-03-17,,Primeira Liga,Matchweek 26,Sun,Away,,,,Porto,,,,,,,,Head-to-Head,
2024-03-30,,Primeira Liga,Matchweek 27,Sat,Home,,,,Casa Pia,,,,,,,,Head-to-Head,
2024-04-07,,Primeira Liga,Matchweek 28,Sun,Away,,,,Famalicão,,,,,,,,Head-to-Head,
2024-04-14,,Primeira Liga,Matchweek 29,Sun,Home,,,,Chaves,,,,,,,,Head-to-Head,
2024-04-21,,Primeira Liga,Matchweek 30,Sun,Away,,,,Braga,,,,,,,,Head-to-Head,
2024-04-28,,Primeira Liga,Matchweek 31,Sun,Home,,,,Rio Ave,,,,,,,,Head-to-Head,
2024-05-05,,Primeira Liga,Matchweek 32,Sun,Away,,,,Moreirense,,,,,,,,Head-to-Head,
2024-05-12,,Primeira Liga,Matchweek 33,Sun,Home,,,,Estrela,,,,,,,,Head-to-Head,
2024-05-19,,Primeira Liga,Matchweek 34,Sun,Away,,,,Boavista,,,,,,,,Head-to-Head,
