Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2023-01-30,17:00,Primera Div,Matchweek 1,Mon,Away,W,1,0,Barracas Central,1.1,0.4,45,,Diego Matías Rodríguez,3-4-3,Pablo Echavarría,Match Report,
2023-02-05,21:30,Primera Div,Matchweek 2,Sun,Home,W,1,0,Colón,1.2,1.1,51,,Diego Matías Rodríguez,3-4-3,Luis Lobo Medina,Match Report,
2023-02-11,17:00,Primera Div,Matchweek 3,Sat,Away,L,0,1,San Lorenzo,0.3,1.6,45,,Diego Matías Rodríguez,4-1-4-1,Nazareno Arasa,Match Report,
2023-02-18,19:15,Primera Div,Matchweek 4,Sat,Home,L,0,1,Estudiantes,0.3,0.4,47,,Diego Matías Rodríguez,4-1-4-1,Fernando Echenique,Match Report,
2023-02-24,21:00,Primera Div,Matchweek 5,Fri,Away,L,0,1,Rosario Cent,0.4,1.4,58,,Diego Matías Rodríguez,4-1-4-1,Pablo Echavarría,Match Report,
2023-03-06,17:00,Primera Div,Matchweek 6,Mon,Home,W,2,0,Racing Club,2.0,1.0,39,,Diego Matías Rodríguez,4-2-3-1,Leandro Rey Hilfer,Match Report,
2023-03-12,19:15,Primera Div,Matchweek 7,Sun,Away,L,0,3,River Plate,0.4,2.5,29,,Diego Matías Rodríguez,4-2-3-1,Silvio Trucco,Match Report,
2023-03-18,21:30,Primera Div,Matchweek 8,Sat,Home,W,3,1,Club Atlético Belgrano,1.4,1.8,40,,Diego Matías Rodríguez,4-2-3-1,Nazareno Arasa,Match Report,
2023-03-30,21:30,Primera Div,Matchweek 9,Thu,Away,L,0,3,Argentinos Jun,0.2,1.6,34,,Diego Matías Rodríguez,4-2-3-1,Sebastían Zunino,Match Report,
2023-04-09,14:00,Primera Div,Matchweek 10,Sun,Home,D,1,1,Tigre,0.3,2.2,30,,Diego Matías Rodríguez,4-2-3-1,Luis Lobo Medina,Match Report,
2023-04-13,14:00,Primera Div,Matchweek 11,Thu,Away,W,3,2,Arsenal,1.7,0.5,41,,Diego Matías Rodríguez,4-4-2,Rodrigo Rivero,Match Report,
2023-04-17,21:30,Primera Div,Matchweek 12,Mon,Home,D,4,4,Lanús,2.0,2.9,49,,Diego Matías Rodríguez,4-2-3-1,Jorge Baliño,Match Report,
2023-04-22,20:30,Primera Div,Matchweek 13,Sat,Away,W,2,0,CC Córdoba,0.5,0.7,39,,Diego Matías Rodríguez,4-2-3-1,Pablo Echavarría,Match Report,
2023-04-27,20:00,Primera Div,Matchweek 14,Thu,Away,D,1,1,Sarmiento,1.8,1.3,60,,Diego Matías Rodríguez,4-2-3-1,Silvio Trucco,Match Report,
2023-05-05,15:30,Primera Div,Matchweek 15,Fri,Home,D,0,0,CA Unión,1.2,0.6,52,,Diego Matías Rodríguez,4-2-3-1,Nazareno Arasa,Match Report,
2023-05-12,20:00,Primera Div,Matchweek 16,Fri,Away,D,0,0,CA Huracán,0.7,0.4,50,,Diego Matías Rodríguez,4-2-3-1,Nicolás Lamolina,Match Report,
2023-05-19,15:30,Primera Div,Matchweek 17,Fri,Home,W,2,0,Gimnasia ELP,1.5,0.5,50,,Diego Matías Rodríguez,4-2-3-1,Jorge Baliño,Match Report,
2023-05-28,21:30,Primera Div,Matchweek 18,Sun,Away,L,0,2,Newell's OB,1.3,2.3,55,,Federico Rasmussen,4-2-3-1,Silvio Trucco,Match Report,
2023-06-04,17:00,Primera Div,Matchweek 19,Sun,Home,W,2,1,Independiente,2.2,1.5,42,,Diego Matías Rodríguez,4-2-3-1,Carlos Gareano,Match Report,
2023-06-13,20:30,Primera Div,Matchweek 20,Tue,Away,L,1,2,Tucumán,1.0,1.2,50,,Diego Matías Rodríguez,4-2-3-1,Sebastían Zunino,Match Report,
2023-06-22,21:45,Primera Div,Matchweek 21,Thu,Home,W,4,0,Boca Juniors,2.9,0.3,26,,Diego Matías Rodríguez,4-4-1-1,Facundo Tello,Match Report,
2023-07-01,21:30,Primera Div,Matchweek 22,Sat,Away,D,1,1,Talleres,1.9,1.7,44,,Diego Matías Rodríguez,4-2-3-1,Jorge Baliño,Match Report,
2023-07-05,15:30,Primera Div,Matchweek 23,Wed,Home,W,2,1,Platense,1.4,1.1,52,,Diego Matías Rodríguez,4-2-3-1,Darío Herrera,Match Report,
2023-07-09,18:00,Primera Div,Matchweek 24,Sun,Away,D,1,1,Vélez Sarsfield,0.4,0.9,48,,Diego Matías Rodríguez,4-2-3-1,Sebastían Zunino,Match Report,
2023-07-14,19:00,Primera Div,Matchweek 25,Fri,Home,D,2,2,Defensa y Just,1.1,1.8,42,,Diego Matías Rodríguez,4-3-1-2,Silvio Trucco,Match Report,
2023-07-24,18:30,Primera Div,Matchweek 26,Mon,Away,L,0,2,Banfield,0.3,1.8,61,,Diego Matías Rodríguez,4-3-1-2,Darío Herrera,Match Report,
2023-07-30,20:00,Primera Div,Matchweek 27,Sun,Home,W,4,2,Instituto Atlético Central Córdoba,1.5,1.2,45,,Federico Rasmussen,4-1-2-1-2◆,Fernando Rapallini,Match Report,
2023-08-27,14:30,Copa de la Liga Profesional,Group stage,Sun,Home,W,1,0,CC Córdoba,1.3,0.3,47,,Diego Matías Rodríguez,4-3-1-2,Jorge Baliño,Match Report,
2023-09-02,16:30,Copa de la Liga Profesional,Group stage,Sat,Away,D,2,2,Lanús,1.1,2.0,51,,Diego Matías Rodríguez,4-2-3-1,Luis Lobo Medina,Match Report,
2023-09-11,20:00,Copa de la Liga Profesional,Group stage,Mon,Away,D,2,2,Defensa y Just,1.5,1.1,43,,Diego Matías Rodríguez,4-2-3-1,Sebastián Martinez,Match Report,
2023-09-17,17:00,Copa de la Liga Profesional,Group stage,Sun,Home,D,0,0,Club Atlético Belgrano,2.0,0.2,48,,Diego Matías Rodríguez,4-2-3-1,Leandro Rey Hilfer,Match Report,
2023-09-21,18:30,Copa de la Liga Profesional,Group stage,Thu,Away,D,0,0,CA Unión,0.5,0.6,48,,Diego Matías Rodríguez,4-2-3-1,Yael Falcón,Match Report,
2023-09-25,18:30,Copa de la Liga Profesional,Group stage,Mon,Home,D,1,1,Racing Club,1.5,0.8,33,,Diego Matías Rodríguez,4-2-3-1,Pablo Echavarría,Match Report,
2023-10-02,18:30,Copa de la Liga Profesional,Group stage,Mon,Home,D,1,1,Instituto Atlético Central Córdoba,1.2,0.7,56,,Diego Matías Rodríguez,4-2-3-1,Nicolás Lamolina,Match Report,
2023-10-07,19:00,Copa de la Liga Profesional,Group stage,Sat,Away,W,1,0,Estudiantes,0.7,1.5,37,,Diego Matías Rodríguez,4-2-3-1,Leandro Rey Hilfer,Match Report,
2023-10-19,17:00,Copa de la Liga Profesional,Group stage,Thu,Home,W,1,0,San Lorenzo,1.9,0.4,51,,Diego Matías Rodríguez,4-2-3-1,Ariel Penel,Match Report,
2023-10-26,21:00,Copa de la Liga Profesional,Group stage,Thu,Away,W,2,0,Newell's OB,1.5,0.7,42,,Bruno Leyes,4-2-3-1,Pablo Dóvalo,Match Report,
2023-10-31,19:00,Copa de la Liga Profesional,Group stage,Tue,Away,L,0,1,Tigre,0.4,0.7,54,,Diego Matías Rodríguez,4-2-3-1,Fernando Echenique,Match Report,
2023-11-06,18:30,Copa de la Liga Profesional,Group stage,Mon,Home,W,2,0,Platense,1.3,1.0,47,,Diego Matías Rodríguez,4-2-3-1,Leandro Rey Hilfer,Match Report,
2023-11-13,19:00,Copa de la Liga Profesional,Group stage,Mon,Away,D,0,0,Sarmiento,0.8,0.7,52,,Diego Matías Rodríguez,4-2-3-1,Nazareno Arasa,Match Report,
2023-11-26,21:30,Copa de la Liga Profesional,Group stage,Sun,Home,L,1,2,Boca Juniors,0.8,1.6,36,,Diego Matías Rodríguez,4-2-3-1,Nicolás Ramírez,Match Report,
2023-12-02,21:30,Copa de la Liga Profesional,Quarter-finals,Sat,Home,D,0 (5),0 (3),Banfield,0.4,0.2,63,,Diego Matías Rodríguez,4-2-3-1,Hernán Mastrángelo,Match Report,Godoy Cruz won on penalty kicks following extra time
2023-12-09,18:00,Copa de la Liga Profesional,Semi-finals,Sat,Home,D,1 (5),1 (6),Platense,1.1,0.9,65,,Diego Matías Rodríguez,4-2-3-1,Leandro Rey Hilfer,Match Report,Platense won on penalty kicks following extra time
