Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2023-04-05,21:00,Sudamericana,Group stage,Wed,Home,W,4,1,uy Peñarol,,,45,,Juninho,4-2-3-1,Guillermo Guerrero,Match Report,
2023-04-15,16:00,Série A,Matchweek 1,Sat,Home,L,0,3,Fluminense,1.1,3.1,46,6653.0,Juninho,4-2-3-1,Braulio da Silva Machado,Match Report,
2023-04-19,21:00,Sudamericana,Group stage,Wed,Away,L,1,2,ar Defensa y Just,,,53,,Juninho,4-2-3-1,Alexis Herrera,Match Report,
2023-04-22,18:30,Série A,Matchweek 2,Sat,Away,L,0,3,São Paulo,1.1,2.4,47,41006.0,Juninho,4-2-3-1,Wagner do Nascimento Magalhães,Match Report,
2023-04-29,18:30,Série A,Matchweek 3,Sat,Away,L,2,3,Santos,1.8,1.8,56,11844.0,Juninho,4-1-4-1,Anderson Daronco,Match Report,
2023-05-03,19:00,Sudamericana,Group stage,Wed,Away,D,1,1,co Millonarios,,,36,,Juninho,4-2-3-1,Guillermo Guerrero,Match Report,
2023-05-07,11:00,Série A,Matchweek 4,Sun,Home,L,1,2,Cuiabá,1.4,0.5,46,5228.0,Juninho,4-1-4-1,Denis da Silva Ribeiro Serafim,Match Report,
2023-05-10,19:00,Série A,Matchweek 5,Wed,Away,D,2,2,Bragantino,2.0,1.7,38,2909.0,Juninho,4-1-4-1,Rafael Rodrigo Klein,Match Report,
2023-05-14,18:30,Série A,Matchweek 6,Sun,Home,L,0,4,Cruzeiro,1.3,2.6,48,4295.0,Juninho,4-3-3,Wilton Sampaio,Match Report,
2023-05-20,18:30,Série A,Matchweek 7,Sat,Home,W,2,1,Fortaleza,0.8,1.2,28,2488.0,Danilo Avelar,4-2-3-1,Luiz Flávio de Oliveira,Match Report,
2023-05-23,21:00,Sudamericana,Group stage,Tue,Home,L,2,3,ar Defensa y Just,,,61,1967.0,Juninho,3-4-3,Ivo Méndez,Match Report,
2023-05-28,19:00,Série A,Matchweek 8,Sun,Away,L,0,2,Botafogo (RJ),0.4,2.1,45,23708.0,Danilo Avelar,4-1-4-1,Raphael Claus,Match Report,
2023-06-03,18:30,Série A,Matchweek 9,Sat,Home,W,2,0,Corinthians,1.4,1.2,30,6701.0,Juninho,4-1-3-2,Anderson Daronco,Match Report,
2023-06-06,21:00,Sudamericana,Group stage,Tue,Home,W,2,0,co Millonarios,,,42,,Juninho,4-1-4-1,Guillermo Guerrero,Match Report,
2023-06-11,11:00,Série A,Matchweek 10,Sun,Home,D,2,2,Ath Paranaense,1.9,0.8,50,5902.0,Juninho,4-1-4-1,João Vitor Gobi,Match Report,
2023-06-22,19:00,Série A,Matchweek 11,Thu,Away,L,1,3,Grêmio,0.8,2.4,28,15864.0,Juninho,4-1-4-1,Edina Alves Batista,Match Report,
2023-06-25,18:30,Série A,Matchweek 12,Sun,Home,L,1,2,Internacional,1.3,1.0,40,2249.0,Juninho,4-3-3,Flavio Rodrigues de Souza,Match Report,
2023-06-29,21:00,Sudamericana,Group stage,Thu,Away,W,2,1,uy Peñarol,,,64,4658.0,Ale,4-1-4-1,Diego Haro,Match Report,
2023-07-02,16:00,Série A,Matchweek 13,Sun,Away,D,2,2,Atlético Mineiro,2.6,1.3,53,34507.0,Juninho,4-4-2,Wilton Sampaio,Match Report,
2023-07-08,18:30,Série A,Matchweek 14,Sat,Away,L,1,3,Coritiba,1.1,1.9,57,24653.0,Juninho,4-5-1,Rafael Rodrigo Klein,Match Report,
2023-07-11,18:00,Sudamericana,Knockout round play-offs,Tue,Away,L,1,2,cl Colo-Colo,,,48,29700.0,Ale,5-4-1,Fernando Rapallini,Match Report,Leg 1 of 2
2023-07-18,19:00,Sudamericana,Knockout round play-offs,Tue,Home,W,5,1,cl Colo-Colo,,,54,,Ale,3-4-3,Darío Herrera,Match Report,Leg 2 of 2; América (MG) won
2023-07-22,16:00,Série A,Matchweek 16,Sat,Away,D,1,1,Flamengo,1.3,2.5,34,60402.0,Ale,4-3-3,Rodrigo José Pereira de Lima,Match Report,
2023-07-30,16:00,Série A,Matchweek 17,Sun,Home,L,1,4,Palmeiras,1.4,0.9,49,5928.0,Ale,4-2-3-1,Braulio Machado,Match Report,
2023-08-03,21:00,Sudamericana,Round of 16,Thu,Home,D,1,1,br Bragantino,,,36,2546.0,Juninho,3-4-3,Gery Vargas,Match Report,Leg 1 of 2
2023-08-06,18:30,Série A,Matchweek 18,Sun,Away,L,1,3,Bahia,0.4,1.7,34,34313.0,Juninho,4-3-3,Matheus Delgado Candançan,Match Report,
2023-08-10,21:00,Sudamericana,Round of 16,Thu,Away,D,3 (4),3 (3),br Bragantino,,,48,,Juninho,4-5-1,John J. Ospina,Match Report,Leg 2 of 2; América (MG) won; América (MG) won on penalty kicks following extra time
2023-08-13,16:00,Série A,Matchweek 19,Sun,Home,L,0,1,Goiás,0.9,0.5,66,2888.0,Ale,4-2-3-1,Luiz Flávio de Oliveira,Match Report,
2023-08-19,18:30,Série A,Matchweek 20,Sat,Away,L,1,3,Fluminense,1.4,1.2,28,35562.0,Leandro Emmanuel Martínez,4-3-3,Flavio de Souza,Match Report,
