Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2023-08-24,19:00,Sudamericana,Quarter-finals,Thu,Home,L,1,3,br Fortaleza,,,57,3301.0,Juninho,4-3-3,Wilmar Roldán,Match Report,Leg 1 of 2
2023-08-27,16:00,Série A,Matchweek 21,Sun,Home,W,2,1,São Paulo,1.3,1.4,27,5105.0,Juninho,3-5-2,Rodrigo José Pereira de Lima,Match Report,
2023-08-31,19:00,Sudamericana,Quarter-finals,Thu,Away,L,1,2,br Fortaleza,,,50,56916.0,Ale,5-4-1,Felipe González Alveal,Match Report,Leg 2 of 2; Fortaleza won
2023-09-03,18:30,Série A,Matchweek 22,Sun,Home,W,2,0,Santos,1.6,1.0,38,3654.0,Juninho,3-5-2,Leandro Pedro Vuaden,Match Report,
2023-09-15,19:00,Série A,Matchweek 23,Fri,Away,D,2,2,Cuiabá,0.4,1.7,38,8509.0,Juninho,3-5-2,Bruno Arleu,Match Report,
2023-09-19,21:30,Série A,Matchweek 24,Tue,Home,L,0,2,Bragantino,1.2,1.8,37,2247.0,Juninho,3-5-2,Marcelo de Lima Henrique,Match Report,
2023-09-25,20:00,Série A,Matchweek 15,Mon,Home,L,0,1,Vasco da Gama,1.6,0.8,35,8498.0,Juninho,3-4-1-2,Ramon Abatti,Match Report,
2023-10-01,16:00,Série A,Matchweek 25,Sun,Away,D,1,1,Cruzeiro,1.0,0.6,41,44279.0,Juninho,5-4-1,Leandro Pedro Vuaden,Match Report,
2023-10-08,18:30,Série A,Matchweek 26,Sun,Away,L,2,3,Fortaleza,1.4,2.2,41,23830.0,Juninho,3-4-3,Bruno Arleu,Match Report,
2023-10-18,20:00,Série A,Matchweek 27,Wed,Home,L,1,2,Botafogo (RJ),2.9,0.5,47,6230.0,Juninho,5-3-2,Anderson Daronco,Match Report,
2023-10-22,18:30,Série A,Matchweek 28,Sun,Away,D,1,1,Corinthians,0.7,1.3,30,38121.0,Juninho,5-3-2,Yuri Elino Ferreira da Cruz,Match Report,
2023-10-25,19:00,Série A,Matchweek 29,Wed,Away,L,2,3,Ath Paranaense,0.9,3.1,43,20672.0,Juninho,5-3-2,Anderson Daronco,Match Report,
2023-10-28,19:00,Série A,Matchweek 30,Sat,Home,L,3,4,Grêmio,2.4,2.1,44,3008.0,Juninho,3-5-2,Matheus Delgado Candançan,Match Report,
2023-11-01,19:00,Série A,Matchweek 31,Wed,Away,D,1,1,Internacional,0.3,1.3,44,14961.0,Juninho,3-5-2,Flavio de Souza,Match Report,
2023-11-04,19:30,Série A,Matchweek 32,Sat,Home,D,1,1,Atlético Mineiro,1.4,1.0,40,5706.0,Juninho,4-1-2-1-2◆,Rodrigo José Pereira de Lima,Match Report,
2023-11-08,19:00,Série A,Matchweek 33,Wed,Home,L,0,3,Coritiba,0.4,0.9,59,1943.0,Juninho,4-1-2-1-2◆,Marcelo de Lima Henrique,Match Report,
2023-11-12,18:30,Série A,Matchweek 34,Sun,Away,L,1,2,Vasco da Gama,2.5,1.7,51,19478.0,Juninho,4-3-3,Savio Pereira,Match Report,
2023-11-26,18:30,Série A,Matchweek 35,Sun,Home,L,0,3,Flamengo,0.5,3.0,43,39900.0,Felipe Azevedo,4-2-3-1,Rodrigo José Pereira de Lima,Match Report,
2023-11-29,21:30,Série A,Matchweek 36,Wed,Away,L,0,4,Palmeiras,0.1,3.2,54,29717.0,Juninho,3-4-1-2,Wilton Pereira Sampaio,Match Report,
2023-12-03,18:30,Série A,Matchweek 37,Sun,Home,W,3,2,Bahia,1.2,3.7,43,2471.0,Juninho,4-1-4-1,Marcelo de Lima Henrique,Match Report,
2023-12-06,19:00,Série A,Matchweek 38,Wed,Away,L,0,1,Goiás,0.9,0.9,59,1966.0,Juninho,4-5-1,Davi de Oliveira Lacerda,Match Report,
