Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2023-08-12,15:30,Primeira Liga,Matchweek 1,Sat,Home,W,5.0,0.0,Portimonense,1.5,1.0,57.0,3606.0,Rúben Fernandes,4-4-2,Cláudio Ruivo Pereira,Match Report,
2023-08-19,15:30,Primeira Liga,Matchweek 2,Sat,Away,L,1.0,2.0,Vitória,1.1,0.9,53.0,15127.0,Rúben Fernandes,4-2-3-1,André Narciso,Match Report,
2023-08-26,20:30,Primeira Liga,Matchweek 3,Sat,Home,L,2.0,3.0,Benfica,1.1,2.6,49.0,11792.0,Rúben Fernandes,4-2-3-1,João Pinheiro,Match Report,
2023-09-01,20:15,Primeira Liga,Matchweek 4,Fri,Away,L,0.0,1.0,Vizela,0.6,1.4,59.0,2678.0,Rúben Fernandes,4-2-3-1,Bruno Jose Costa,Match Report,
2023-09-17,15:30,Primeira Liga,Matchweek 5,Sun,Home,W,5.0,3.0,Estoril,2.0,3.7,47.0,2495.0,Rúben Fernandes,4-2-3-1,João António Gonçalves,Match Report,
2023-09-23,20:30,Primeira Liga,Matchweek 6,Sat,Away,L,1.0,2.0,Porto,0.8,2.2,39.0,37617.0,Rúben Fernandes,4-2-3-1,António Nobre,Match Report,
2023-10-02,20:15,Primeira Liga,Matchweek 7,Mon,Home,W,2.0,0.0,Casa Pia,1.0,0.3,61.0,2702.0,Rúben Fernandes,4-2-3-1,Hélder Carvalho,Match Report,
2023-10-07,15:30,Primeira Liga,Matchweek 8,Sat,Away,L,2.0,4.0,Chaves,2.0,2.3,55.0,2522.0,Rúben Fernandes,4-2-3-1,João António Gonçalves,Match Report,
2023-10-28,20:30,Primeira Liga,Matchweek 9,Sat,Home,D,3.0,3.0,Braga,2.4,1.2,46.0,4504.0,Rúben Fernandes,4-2-3-1,Hélder Malheiro,Match Report,
2023-11-04,18:00,Primeira Liga,Matchweek 10,Sat,Away,L,1.0,3.0,Famalicão,1.0,0.6,52.0,2239.0,Rúben Fernandes,4-2-3-1,José Bessa,Match Report,
2023-11-12,15:30,Primeira Liga,Matchweek 11,Sun,Home,D,1.0,1.0,Rio Ave,0.3,2.3,58.0,3338.0,Rúben Fernandes,4-2-3-1,Miguel Nogueira,Match Report,
2023-12-04,20:15,Primeira Liga,Matchweek 12,Mon,Away,L,1.0,3.0,Sporting CP,0.2,1.7,40.0,33712.0,Rúben Fernandes,4-2-3-1,Cláudio Ruivo Pereira,Match Report,
2023-12-11,20:15,Primeira Liga,Matchweek 13,Mon,Home,D,1.0,1.0,Moreirense,1.4,1.4,43.0,2382.0,Rúben Fernandes,4-2-3-1,Hélder Malheiro,Match Report,
2023-12-16,18:00,Primeira Liga,Matchweek 14,Sat,Away,L,0.0,3.0,Arouca,1.4,1.3,52.0,1386.0,Rúben Fernandes,4-2-3-1,Manuel Oliveira,Match Report,
2023-12-30,15:30,Primeira Liga,Matchweek 15,Sat,Home,,,,Boavista,,,,,,,,Head-to-Head,
2024-01-06,15:30,Primeira Liga,Matchweek 16,Sat,Away,,,,Farense,,,,,,,,Head-to-Head,
2024-01-14,15:30,Primeira Liga,Matchweek 17,Sun,Home,,,,Estrela,,,,,,,,Head-to-Head,
2024-01-21,15:30,Primeira Liga,Matchweek 18,Sun,Away,,,,Portimonense,,,,,,,,Head-to-Head,
2024-01-28,,Primeira Liga,Matchweek 19,Sun,Home,,,,Vitória,,,,,,,,Head-to-Head,
2024-02-04,,Primeira Liga,Matchweek 20,Sun,Away,,,,Benfica,,,,,,,,Head-to-Head,
2024-02-11,,Primeira Liga,Matchweek 21,Sun,Home,,,,Vizela,,,,,,,,Head-to-Head,
2024-02-18,,Primeira Liga,Matchweek 22,Sun,Away,,,,Estoril,,,,,,,,Head-to-Head,
2024-02-25,,Primeira Liga,Matchweek 23,Sun,Home,,,,Porto,,,,,,,,Head-to-Head,
2024-03-03,,Primeira Liga,Matchweek 24,Sun,Away,,,,Casa Pia,,,,,,,,Head-to-Head,
2024-03-10,,Primeira Liga,Matchweek 25,Sun,Home,,,,Chaves,,,,,,,,Head-to-Head,
2024-03-17,,Primeira Liga,Matchweek 26,Sun,Away,,,,Braga,,,,,,,,Head-to-Head,
2024-03-30,,Primeira Liga,Matchweek 27,Sat,Home,,,,Famalicão,,,,,,,,Head-to-Head,
2024-04-07,,Primeira Liga,Matchweek 28,Sun,Away,,,,Rio Ave,,,,,,,,Head-to-Head,
2024-04-14,,Primeira Liga,Matchweek 29,Sun,Home,,,,Sporting CP,,,,,,,,Head-to-Head,
2024-04-21,,Primeira Liga,Matchweek 30,Sun,Away,,,,Moreirense,,,,,,,,Head-to-Head,
2024-04-28,,Primeira Liga,Matchweek 31,Sun,Home,,,,Arouca,,,,,,,,Head-to-Head,
2024-05-05,,Primeira Liga,Matchweek 32,Sun,Away,,,,Boavista,,,,,,,,Head-to-Head,
2024-05-12,,Primeira Liga,Matchweek 33,Sun,Home,,,,Farense,,,,,,,,Head-to-Head,
2024-05-19,,Primeira Liga,Matchweek 34,Sun,Away,,,,Estrela,,,,,,,,Head-to-Head,
