,id,eventId,minute,teamId,playerId,x,y,expandedMinute,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,second,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isShot,blockedX,blockedY,cardType,isGoal,eventType,match_period
905,2610100563.0,500,51,1232,131382.0,33.9,34.2,54,Successful,[],[93],False,43.0,,,,,,,,,,,,BallRecovery,SecondHalf
906,2610100585.0,501,51,1232,131382.0,33.9,34.2,54,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.74'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '43.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '47.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 36, 37, 216, 218]",True,44.0,43.5,47.7,,,,,,,,,,Pass,SecondHalf
907,2610100605.0,502,51,1232,397585.0,46.0,52.4,54,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.16'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '55.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '86.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '25.6'}]","[91, 119, 117, 30, 36, 37, 216, 218]",True,46.0,55.8,86.8,,,,,,,,,,Pass,SecondHalf
908,2610100641.0,503,51,1232,93433.0,56.1,87.4,54,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '85.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.22'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '80.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '25.6'}]","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,48.0,80.4,85.1,,,,,,,,,,Pass,SecondHalf
909,2610100645.0,504,51,1232,478298.0,80.6,84.9,54,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}]","[91, 69]",True,51.0,,,,,,,,,,,,BallTouch,SecondHalf
910,2610100643.0,475,51,1235,287049.0,2.3,18.8,54,Successful,[],[93],False,53.0,,,,,,,,,,,,BallRecovery,SecondHalf
911,2610100657.0,476,51,1235,287049.0,2.3,18.8,54,Unsuccessful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '37.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '0.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.88'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.2'}]","[91, 118, 120, 29, 35, 37, 215, 218]",True,53.0,0.0,37.3,,,,,,,,,,Pass,SecondHalf
912,2610100659.0,477,51,1235,287049.0,9.0,26.2,54,Unsuccessful,"[{'type': {'value': 73, 'displayName': 'MissLeft'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '505'}]",[122],False,56.0,,,,,,,,,,,,CornerAwarded,SecondHalf
913,2610100689.0,505,51,1232,478298.0,91.0,73.8,54,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '477'}, {'type': {'value': 73, 'displayName': 'MissLeft'}}]",[122],False,56.0,,,,,,,,,,,,CornerAwarded,SecondHalf
914,2610100907.0,506,52,1232,321846.0,99.5,99.5,55,Unsuccessful,"[{'type': {'value': 20, 'displayName': 'RightFoot'}}, {'type': {'value': 6, 'displayName': 'CornerTaken'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '91.5'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '51.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '33.8'}, {'type': {'value': 2, 'displayName': 'Cross'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.46'}]","[91, 137, 124, 126, 31, 33, 34, 35, 38, 217, 218]",True,34.0,91.5,51.3,,,,,,,,,,Pass,SecondHalf
915,2610100915.0,479,52,1235,16886.0,7.9,51.8,55,Successful,"[{'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '507'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[197, 200]",False,37.0,,,,,,,,,,,,Aerial,SecondHalf
916,2610100909.0,507,52,1232,295008.0,92.1,48.2,55,Unsuccessful,"[{'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '479'}]","[198, 199]",False,37.0,,,,,,,,,,,,Aerial,SecondHalf
917,2610100921.0,480,52,1235,16886.0,6.8,50.3,55,Successful,"[{'type': {'value': 15, 'displayName': 'Head'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '16.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.04'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '74.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '19.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 94, 95, 57, 215]",True,37.0,16.2,74.8,,,,,,,,,,Clearance,SecondHalf
918,2610100967.0,481,52,1235,334972.0,39.4,64.2,55,Successful,[],[93],False,47.0,,,,,,,,,,,,BallRecovery,SecondHalf
919,2610100983.0,482,52,1235,334972.0,39.4,64.2,55,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '39.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.59'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '27.4'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '68.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[91, 119, 117, 127, 205, 36, 38, 217, 218]",True,47.0,68.3,27.4,,,,,,,,,,Pass,SecondHalf
920,2610100989.0,483,52,1235,339845.0,68.8,26.4,55,Unsuccessful,"[{'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 211, 'displayName': 'OverRun'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[91, 204]",True,49.0,,,,,,,,,,,,TakeOn,SecondHalf
921,2610101009.0,508,52,1232,93433.0,12.7,93.8,55,Successful,[],[93],False,54.0,,,,,,,,,,,,BallRecovery,SecondHalf
922,2610101027.0,509,52,1232,93433.0,12.7,93.8,55,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '16.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.06'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '88.4'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '28.1'}]","[91, 117, 30, 36, 38, 215, 218]",True,54.0,28.1,88.4,,,,,,,,,,Pass,SecondHalf
923,2610101029.0,510,52,1232,478298.0,33.0,88.2,55,Successful,"[{'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '484'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 70]",True,56.0,,,,,,,,,,,,Dispossessed,SecondHalf
924,2610101053.0,484,52,1235,127618.0,67.0,11.8,55,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '510'}, {'type': {'value': 286, 'displayName': 'Offensive'}}]","[91, 142]",True,56.0,,,,,,,,,,,,Tackle,SecondHalf
925,2610101037.0,511,52,1232,478298.0,29.9,91.4,55,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]",[91],True,57.0,,,,,,,,,,,,BallTouch,SecondHalf
926,2610101061.0,485,53,1235,339845.0,66.3,12.8,56,Successful,[],[93],False,0.0,,,,,,,,,,,,BallRecovery,SecondHalf
927,2610101087.0,486,53,1235,339845.0,69.8,5.6,56,Unsuccessful,"[{'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '513'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}]","[91, 53]",True,3.0,,,,,,,,,,,,TakeOn,SecondHalf
928,2610101099.0,513,53,1232,321846.0,30.2,94.4,56,Successful,"[{'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '486'}]","[91, 143]",True,3.0,,,,,,,,,,,,Tackle,SecondHalf
929,2610101153.0,488,53,1235,332151.0,70.5,0.0,56,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '58.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '12.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '16.0'}, {'type': {'value': 107, 'displayName': 'ThrowIn'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.50'}]","[91, 212, 35, 37, 216]",True,9.0,58.3,12.2,,,,,,,,,,Pass,SecondHalf
930,2610101163.0,489,53,1235,146764.0,61.7,29.9,56,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.9'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '50.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.72'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '59.7'}]","[91, 119, 117, 30, 35, 37, 216, 218]",True,12.0,59.7,50.1,,,,,,,,,,Pass,SecondHalf
931,2610101181.0,490,53,1235,334972.0,61.7,64.5,56,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '68.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '21.9'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.24'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '95.0'}]","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,14.0,68.4,95.0,,,,,,,,,,Pass,SecondHalf
932,2610101193.0,491,53,1235,241822.0,74.8,92.7,56,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '70.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.11'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '83.0'}]","[91, 119, 117, 30, 205, 35, 38, 217, 218]",True,19.0,70.5,83.0,,,,,,,,,,Pass,SecondHalf
933,2610101211.0,492,53,1235,407747.0,70.7,82.1,56,Unsuccessful,"[{'type': {'value': 72, 'displayName': 'LeftFoot'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.43'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 2, 'displayName': 'Cross'}}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '48.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '100.0'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '29.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 1, 'displayName': 'Longball'}}]","[91, 138, 124, 126, 36, 38, 217, 218]",True,21.0,100.0,29.1,,,,,,,,,,Pass,SecondHalf
934,2610101363.0,517,54,1232,27490.0,4.5,48.1,57,Successful,"[{'type': {'value': 124, 'displayName': 'GoalKick'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '47.4'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '11.9'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '7.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.22'}]","[91, 117, 30, 36, 38, 215, 218]",True,0.0,11.9,47.4,,,,,,,,,,Pass,SecondHalf
935,2610101377.0,518,54,1232,295008.0,11.6,47.7,57,Unsuccessful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.01'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '65.9'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '59.2'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '24.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[91, 120, 124, 128, 36, 38, 216, 218]",True,1.0,65.9,24.3,,,,,,,,,,Pass,SecondHalf
936,2610101397.0,494,54,1235,241822.0,42.9,75.6,57,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]",[91],True,7.0,,,,,,,,,,,,BallTouch,SecondHalf
937,2610101407.0,495,54,1235,130435.0,18.5,87.7,57,Successful,[],[93],False,9.0,,,,,,,,,,,,BallRecovery,SecondHalf
938,2610101421.0,496,54,1235,130435.0,22.8,93.6,57,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '25.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '5.8'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '67.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.92'}]","[91, 117, 30, 35, 38, 215, 218]",True,9.0,5.8,67.6,,,,,,,,,,Pass,SecondHalf
939,2610101435.0,497,54,1235,355663.0,9.2,59.3,57,Unsuccessful,"[{'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.90'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '58.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '28.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '55.6'}]","[91, 120, 124, 128, 36, 38, 216, 218]",True,12.0,58.3,28.5,,,,,,,,,,Pass,SecondHalf
940,2610101441.0,519,54,1232,40768.0,45.2,68.8,57,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.53'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '21.3'}, {'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '47.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '60.0'}]","[91, 119, 117, 30, 139, 36, 38, 216, 218]",True,16.0,60.0,47.4,,,,,,,,,,Pass,SecondHalf
941,2610101443.0,520,54,1232,397585.0,65.8,41.0,57,Successful,[],[93],False,17.0,,,,,,,,,,,,BallRecovery,SecondHalf
942,2610101467.0,521,54,1232,397585.0,68.2,23.5,57,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '16.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.60'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '7.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '73.5'}]","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,20.0,73.5,16.9,,,,,,,,,,Pass,SecondHalf
943,2610101465.0,498,54,1235,407747.0,28.4,72.7,57,Unsuccessful,"[{'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '522'}]",[55],False,22.0,,,,,,,,,,,,Challenge,SecondHalf
944,2610101471.0,522,54,1232,409247.0,71.6,27.3,57,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '498'}]","[91, 54]",True,22.0,,,,,,,,,,,,TakeOn,SecondHalf
945,2610101485.0,523,54,1232,409247.0,72.4,36.1,57,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.61'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '71.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '23.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '70.9'}]","[91, 119, 117, 30, 205, 35, 37, 217, 218]",True,24.0,71.5,70.9,,,,,,,,,,Pass,SecondHalf
946,2610101491.0,524,54,1232,93433.0,74.4,71.5,57,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.51'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '55.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '84.8'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.3'}]","[91, 120, 29, 124, 36, 38, 217, 218]",True,28.0,84.8,55.8,,,,,,,,,,Pass,SecondHalf
947,2610101505.0,499,54,1235,287049.0,12.8,43.9,57,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '17.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 15, 'displayName': 'Head'}}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.69'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '25.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '60.5'}]","[91, 94, 95, 57, 215]",True,29.0,25.7,60.5,,,,,,,,,,Clearance,SecondHalf
948,2610101549.0,500,54,1235,332151.0,25.7,60.5,57,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.66'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '14.1'}, {'type': {'value': 3, 'displayName': 'HeadPass'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '48.4'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '36.6'}]","[91, 117, 30, 139, 36, 38, 216, 218]",True,34.0,36.6,48.4,,,,,,,,,,Pass,SecondHalf
949,2610101551.0,501,54,1235,16886.0,33.2,49.6,57,Successful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '525'}, {'type': {'value': 13, 'displayName': 'Foul'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 285, 'displayName': 'Defensive'}}]","[91, 63]",True,37.0,,,,,,,,,,,,Foul,SecondHalf
950,2610101539.0,525,54,1232,295008.0,66.8,50.4,57,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 13, 'displayName': 'Foul'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '501'}, {'type': {'value': 286, 'displayName': 'Offensive'}}]",[64],False,37.0,,,,,,,,,,,,Foul,SecondHalf
951,2610101661.0,502,54,1235,287049.0,32.2,48.4,57,Successful,"[{'type': {'value': 5, 'displayName': 'FreekickTaken'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '32.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.57'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '66.7'}]","[91, 117, 30, 132, 37, 215, 218]",True,53.0,32.2,66.7,,,,,,,,,,Pass,SecondHalf
952,2610101667.0,503,54,1235,130435.0,32.2,66.7,57,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '89.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.88'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '44.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '20.1'}]","[91, 117, 30, 36, 37, 216, 218]",True,53.0,44.4,89.4,,,,,,,,,,Pass,SecondHalf
953,2610101691.0,504,54,1235,241822.0,44.4,89.4,57,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '73.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.67'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '44.0'}]","[91, 117, 30, 35, 38, 216, 218]",True,54.0,44.0,73.0,,,,,,,,,,Pass,SecondHalf
954,2610101715.0,505,54,1235,334972.0,53.8,61.2,57,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '16.5'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '53.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.69'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '36.9'}]","[91, 119, 117, 30, 35, 38, 216, 218]",True,57.0,53.4,36.9,,,,,,,,,,Pass,SecondHalf
955,2610101739.0,506,54,1235,146764.0,53.5,35.8,57,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '25.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '14.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.75'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '65.0'}]","[91, 119, 117, 30, 36, 38, 216, 218]",True,59.0,65.0,25.3,,,,,,,,,,Pass,SecondHalf
956,2610101741.0,507,55,1235,16886.0,61.8,18.2,58,Successful,"[{'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '526'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}]","[91, 70]",True,3.0,,,,,,,,,,,,Dispossessed,SecondHalf
957,2610101753.0,526,55,1232,40768.0,38.2,81.8,58,Unsuccessful,"[{'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '507'}]","[91, 142]",True,3.0,,,,,,,,,,,,Tackle,SecondHalf
958,2610101785.0,508,55,1235,16886.0,43.3,28.3,58,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '43.9'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '15.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '8.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.78'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 36, 38, 216, 218]",True,7.0,43.9,15.5,,,,,,,,,,Pass,SecondHalf
959,2610101821.0,509,55,1235,146764.0,53.8,10.3,58,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.96'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '4.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.6'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '65.2'}]","[91, 119, 117, 30, 36, 38, 216, 218]",True,10.0,65.2,4.4,,,,,,,,,,Pass,SecondHalf
960,2610101855.0,510,55,1235,339845.0,67.8,9.4,58,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '5.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '80.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.05'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.2'}]","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,16.0,80.0,5.0,,,,,,,,,,Pass,SecondHalf
961,2610101857.0,511,55,1235,127618.0,81.6,9.3,58,Successful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '527'}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}]","[91, 70]",True,22.0,,,,,,,,,,,,Dispossessed,SecondHalf
962,2610101863.0,527,55,1232,295008.0,18.4,90.7,58,Successful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '511'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 285, 'displayName': 'Defensive'}}]","[91, 143]",True,22.0,,,,,,,,,,,,Tackle,SecondHalf
963,2610101867.0,528,55,1232,295008.0,22.7,89.4,58,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 69]",True,23.0,,,,,,,,,,,,BallTouch,SecondHalf
964,2610101887.0,512,55,1235,332151.0,82.1,17.4,58,Unsuccessful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '529'}]","[91, 53]",True,26.0,,,,,,,,,,,,TakeOn,SecondHalf
965,2610101891.0,529,55,1232,295008.0,17.9,82.6,58,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '512'}, {'type': {'value': 285, 'displayName': 'Defensive'}}]","[91, 143]",True,26.0,,,,,,,,,,,,Tackle,SecondHalf
966,2610101893.0,530,55,1232,478298.0,31.9,86.6,58,Successful,[],[93],False,28.0,,,,,,,,,,,,BallRecovery,SecondHalf
