Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2023-08-12,18:00,Primeira Liga,Matchweek 1,Sat,Away,W,3.0,0.0,Farense,1.6,0.3,45.0,3953.0,Vasco Fernandes,3-4-3,Bruno Vieira,Match Report,
2023-08-18,20:15,Primeira Liga,Matchweek 2,Fri,Home,L,1.0,2.0,Sporting CP,0.8,1.2,44.0,6981.0,Vasco Fernandes,3-4-3,Nuno Almeida,Match Report,
2023-08-27,15:30,Primeira Liga,Matchweek 3,Sun,Away,D,1.0,1.0,Boavista,0.8,1.6,44.0,4945.0,Vasco Fernandes,3-4-3,Bruno Jose Costa,Match Report,
2023-09-02,15:30,Primeira Liga,Matchweek 4,Sat,Home,D,1.0,1.0,Rio Ave,0.5,0.7,49.0,3267.0,Vasco Fernandes,3-4-3,David Silva,Match Report,
2023-09-17,15:30,Primeira Liga,Matchweek 5,Sun,Away,W,1.0,0.0,Arouca,0.9,0.4,43.0,1346.0,Vasco Fernandes,3-4-3,André Narciso,Match Report,
2023-09-23,18:00,Primeira Liga,Matchweek 6,Sat,Home,D,0.0,0.0,Vitória,0.8,1.2,42.0,3830.0,Vasco Fernandes,3-4-3,João Pinheiro,Match Report,
2023-10-02,20:15,Primeira Liga,Matchweek 7,Mon,Away,L,0.0,2.0,Gil Vicente FC,0.3,1.0,39.0,2702.0,Vasco Fernandes,3-5-2,Hélder Carvalho,Match Report,
2023-10-08,15:30,Primeira Liga,Matchweek 8,Sun,Home,L,0.0,1.0,Estrela,0.2,1.4,59.0,2861.0,Vasco Fernandes,3-4-3,José Bessa,Match Report,
2023-10-28,18:00,Primeira Liga,Matchweek 9,Sat,Away,D,1.0,1.0,Benfica,1.3,1.1,30.0,57240.0,Fernando Varela,3-4-3,Cláudio Ruivo Pereira,Match Report,
2023-11-05,15:30,Primeira Liga,Matchweek 10,Sun,Home,L,0.0,1.0,Vizela,0.8,1.5,53.0,1586.0,Fernando Varela,3-4-3,David Silva,Match Report,
2023-11-10,20:15,Primeira Liga,Matchweek 11,Fri,Away,L,0.0,4.0,Estoril,0.4,1.7,44.0,2896.0,Fernando Varela,3-4-3,Fábio Oliveira Melo,Match Report,
2023-12-02,20:30,Primeira Liga,Matchweek 12,Sat,Home,W,1.0,0.0,Portimonense,0.7,0.9,40.0,1187.0,Vasco Fernandes,3-4-3,Gustavo Correia,Match Report,
2023-12-09,20:30,Primeira Liga,Matchweek 13,Sat,Away,L,1.0,3.0,Porto,1.2,2.7,33.0,29130.0,Vasco Fernandes,3-4-3,João António Gonçalves,Match Report,
2023-12-17,15:30,Primeira Liga,Matchweek 14,Sun,Away,W,3.0,1.0,Chaves,1.1,1.1,48.0,1980.0,Neto,4-4-2,Iancu Vasilica,Match Report,
2023-12-30,18:00,Primeira Liga,Matchweek 15,Sat,Home,,,,Braga,,,,,,,,Head-to-Head,
2024-01-08,20:15,Primeira Liga,Matchweek 16,Mon,Away,,,,Moreirense,,,,,,,,Head-to-Head,
2024-01-13,15:30,Primeira Liga,Matchweek 17,Sat,Home,,,,Famalicão,,,,,,,,Head-to-Head,
2024-01-20,18:00,Primeira Liga,Matchweek 18,Sat,Home,,,,Farense,,,,,,,,Head-to-Head,
2024-01-28,,Primeira Liga,Matchweek 19,Sun,Away,,,,Sporting CP,,,,,,,,Head-to-Head,
2024-02-04,,Primeira Liga,Matchweek 20,Sun,Home,,,,Boavista,,,,,,,,Head-to-Head,
2024-02-11,,Primeira Liga,Matchweek 21,Sun,Away,,,,Rio Ave,,,,,,,,Head-to-Head,
2024-02-18,,Primeira Liga,Matchweek 22,Sun,Home,,,,Arouca,,,,,,,,Head-to-Head,
2024-02-25,,Primeira Liga,Matchweek 23,Sun,Away,,,,Vitória,,,,,,,,Head-to-Head,
2024-03-03,,Primeira Liga,Matchweek 24,Sun,Home,,,,Gil Vicente FC,,,,,,,,Head-to-Head,
2024-03-10,,Primeira Liga,Matchweek 25,Sun,Away,,,,Estrela,,,,,,,,Head-to-Head,
2024-03-17,,Primeira Liga,Matchweek 26,Sun,Home,,,,Benfica,,,,,,,,Head-to-Head,
2024-03-30,,Primeira Liga,Matchweek 27,Sat,Away,,,,Vizela,,,,,,,,Head-to-Head,
2024-04-07,,Primeira Liga,Matchweek 28,Sun,Home,,,,Estoril,,,,,,,,Head-to-Head,
2024-04-14,,Primeira Liga,Matchweek 29,Sun,Away,,,,Portimonense,,,,,,,,Head-to-Head,
2024-04-21,,Primeira Liga,Matchweek 30,Sun,Home,,,,Porto,,,,,,,,Head-to-Head,
2024-04-28,,Primeira Liga,Matchweek 31,Sun,Home,,,,Chaves,,,,,,,,Head-to-Head,
2024-05-05,,Primeira Liga,Matchweek 32,Sun,Away,,,,Braga,,,,,,,,Head-to-Head,
2024-05-12,,Primeira Liga,Matchweek 33,Sun,Home,,,,Moreirense,,,,,,,,Head-to-Head,
2024-05-19,,Primeira Liga,Matchweek 34,Sun,Away,,,,Famalicão,,,,,,,,Head-to-Head,
