Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2023-01-27,19:15,Primera Div,Matchweek 1,Fri,Away,L,0,1,Rosario Cent,1.4,0.5,75,,Miguel Ángel Torrén,4-1-2-1-2◆,Yael Falcón,Match Report,
2023-02-04,21:30,Primera Div,Matchweek 2,Sat,Home,W,1,0,Racing Club,1.8,0.4,55,,Miguel Ángel Torrén,4-3-1-2,Fernando Echenique,Match Report,
2023-02-12,19:15,Primera Div,Matchweek 3,Sun,Away,L,1,2,River Plate,0.9,1.9,50,,Miguel Ángel Torrén,4-1-2-1-2◆,Fernando Rapallini,Match Report,
2023-02-18,19:15,Primera Div,Matchweek 4,Sat,Home,W,3,0,Club Atlético Belgrano,2.4,0.2,53,,Miguel Ángel Torrén,3-5-2,Ariel Penel,Match Report,
2023-02-27,21:30,Primera Div,Matchweek 5,Mon,Away,L,0,1,CC Córdoba,0.9,0.8,74,,Miguel Ángel Torrén,3-5-2,Darío Herrera,Match Report,
2023-03-05,21:30,Primera Div,Matchweek 6,Sun,Away,W,1,0,Tigre,1.9,0.5,57,,Miguel Ángel Torrén,3-4-1-2,Nazareno Arasa,Match Report,
2023-03-10,21:00,Primera Div,Matchweek 7,Fri,Home,D,1,1,Arsenal,2.5,0.5,63,,Miguel Ángel Torrén,3-5-2,Nicolás Lamolina,Match Report,
2023-03-20,21:00,Primera Div,Matchweek 8,Mon,Away,D,0,0,Lanús,0.8,0.9,62,,Miguel Ángel Torrén,3-5-2,Fernando Echenique,Match Report,
2023-03-30,21:30,Primera Div,Matchweek 9,Thu,Home,W,3,0,Godoy Cruz,1.6,0.2,66,,Miguel Ángel Torrén,3-4-1-2,Sebastían Zunino,Match Report,
2023-04-04,19:00,Libertadores,Group stage,Tue,Home,W,1,0,ec Independiente,2.1,0.7,45,,Gabriel Ávalos,3-1-4-2,Diego Haro,Match Report,
2023-04-08,15:30,Primera Div,Matchweek 10,Sat,Away,L,0,2,Sarmiento,0.7,1.5,75,,Kevin Mac Allister,3-1-4-2,Nazareno Arasa,Match Report,
2023-04-11,19:00,Primera Div,Matchweek 11,Tue,Home,W,5,1,CA Unión,2.8,0.9,68,,Gabriel Ávalos,3-1-4-2,Ariel Penel,Match Report,
2023-04-15,21:30,Primera Div,Matchweek 12,Sat,Away,D,0,0,CA Huracán,0.4,0.6,52,,Gabriel Ávalos,3-4-3,Leandro Rey Hilfer,Match Report,
2023-04-19,21:30,Libertadores,Group stage,Wed,Away,W,1,0,br Corinthians,1.0,0.9,41,40670.0,Miguel Ángel Torrén,4-4-2,Jesús Valenzuela,Match Report,
2023-04-24,21:30,Primera Div,Matchweek 13,Mon,Home,L,2,4,Gimnasia ELP,2.4,1.0,68,,Miguel Ángel Torrén,4-1-4-1,Hernán Mastrángelo,Match Report,
2023-04-28,19:00,Primera Div,Matchweek 14,Fri,Away,D,0,0,Newell's OB,0.9,0.7,51,,Kevin Mac Allister,5-3-2,Luis Lobo Medina,Match Report,
