Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2023-01-30,20:00,Primera Div,Matchweek 1,Mon,Home,D,0,0,CA Unión,0.7,1.3,42,,Nicolás Bertolo,4-4-2,Silvio Trucco,Match Report,
2023-02-06,21:30,Primera Div,Matchweek 2,Mon,Away,L,2,3,CA Huracán,0.8,1.3,62,,Nicolás Bertolo,4-4-1-1,Pablo Echavarría,Match Report,
2023-02-12,17:00,Primera Div,Matchweek 3,Sun,Home,D,0,0,Gimnasia ELP,1.7,0.7,68,,Andrés Chávez,4-4-2,Sebastián Martinez,Match Report,
2023-02-18,21:00,Primera Div,Matchweek 4,Sat,Away,L,0,2,Newell's OB,1.0,0.6,46,,Andrés Chávez,4-4-2,Leandro Rey Hilfer,Match Report,
2023-02-26,21:30,Primera Div,Matchweek 5,Sun,Home,D,0,0,Independiente,0.3,0.4,36,,Andrés Chávez,4-4-2,Germán Delfino,Match Report,
2023-03-04,21:30,Primera Div,Matchweek 6,Sat,Away,L,0,1,Tucumán,0.3,1.3,56,,Andrés Chávez,4-4-2,Ariel Penel,Match Report,
2023-03-12,21:30,Primera Div,Matchweek 7,Sun,Home,W,1,0,Boca Juniors,1.4,1.0,30,,Andrés Chávez,4-4-2,Hernán Mastrángelo,Match Report,
2023-03-19,21:30,Primera Div,Matchweek 8,Sun,Away,W,1,0,Talleres,1.9,0.8,36,,Andrés Chávez,4-4-2,Darío Herrera,Match Report,
2023-04-02,21:30,Primera Div,Matchweek 9,Sun,Home,L,0,2,Platense,0.8,1.5,67,,Andrés Chávez,4-4-2,Nazareno Arasa,Match Report,
2023-04-07,21:30,Primera Div,Matchweek 10,Fri,Away,D,3,3,Vélez Sarsfield,0.6,2.2,48,,Andrés Chávez,4-4-2,Fernando Rapallini,Match Report,
2023-04-11,21:30,Primera Div,Matchweek 11,Tue,Home,L,0,3,Defensa y Just,0.7,2.0,48,,Facundo Cambeses,4-4-2,Nicolás Lamolina,Match Report,
2023-04-17,19:00,Primera Div,Matchweek 12,Mon,Home,W,1,0,CC Córdoba,2.3,0.4,41,,Andrés Chávez,3-5-2,Darío Herrera,Match Report,
2023-04-23,17:30,Primera Div,Matchweek 13,Sun,Away,D,1,1,Instituto Atlético Central Córdoba,1.7,1.2,36,,Andrés Chávez,3-5-2,Jorge Baliño,Match Report,
2023-04-29,19:00,Primera Div,Matchweek 14,Sat,Home,D,0,0,Barracas Central,0.3,1.1,59,,Andrés Chávez,3-5-2,Diego Ceballos,Match Report,
2023-05-06,18:00,Primera Div,Matchweek 15,Sat,Away,L,0,2,Colón,1.2,0.9,64,,Facundo Cambeses,4-3-3,Pablo Echavarría,Match Report,
2023-05-13,18:00,Primera Div,Matchweek 16,Sat,Home,L,1,2,San Lorenzo,0.8,0.7,51,,Facundo Cambeses,4-4-2,Fernando Echenique,Match Report,
2023-05-19,19:00,Primera Div,Matchweek 17,Fri,Away,L,0,1,Estudiantes,0.3,1.1,39,,Facundo Cambeses,4-4-2,Nicolás Lamolina,Match Report,
2023-05-29,19:00,Primera Div,Matchweek 18,Mon,Home,W,2,0,Rosario Cent,2.3,0.4,35,,Facundo Cambeses,4-4-2,Fernando Rapallini,Match Report,
2023-06-03,21:30,Primera Div,Matchweek 19,Sat,Away,L,0,2,Racing Club,1.4,2.1,38,,Facundo Cambeses,4-4-2,Pablo Dóvalo,Match Report,
2023-06-12,19:15,Primera Div,Matchweek 20,Mon,Home,L,1,4,River Plate,1.4,1.5,35,,Facundo Cambeses,4-2-3-1,Facundo Tello,Match Report,
2023-06-26,20:00,Primera Div,Matchweek 21,Mon,Away,L,1,3,Club Atlético Belgrano,1.3,1.6,42,,Facundo Cambeses,5-4-1,Darío Herrera,Match Report,
2023-07-02,19:30,Primera Div,Matchweek 22,Sun,Home,W,1,0,Argentinos Jun,1.5,1.1,29,,Facundo Cambeses,4-1-4-1,Nazareno Arasa,Match Report,
2023-07-05,17:00,Primera Div,Matchweek 23,Wed,Away,W,2,1,Tigre,1.1,0.9,32,,Facundo Cambeses,4-1-4-1,Fernando Espinoza,Match Report,
2023-07-09,20:30,Primera Div,Matchweek 24,Sun,Home,D,0,0,Arsenal,0.9,0.8,52,,Facundo Cambeses,4-1-4-1,Luis Lobo Medina,Match Report,
2023-07-16,19:00,Primera Div,Matchweek 25,Sun,Away,D,2,2,Lanús,0.3,0.8,31,,Facundo Cambeses,4-1-4-1,Nicolás Ramírez,Match Report,
2023-07-24,18:30,Primera Div,Matchweek 26,Mon,Home,W,2,0,Godoy Cruz,1.8,0.3,39,,Brahian Alemán,4-1-4-1,Darío Herrera,Match Report,
