Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Player Link_,Player ID_,Competition
1,Antonio Adán,ESP,GK,Sporting CP,36-240,1987,16,16,1440,16.0,1.06,1.06,2.88,1.81,67.4,0.81,0.06,0.13,0.31,31.3,0.13,0.13,0.00,0.00,0.0,https://fbref.com/en/players/65d62814/Antonio-Adan,65d62814,Primeira Liga
2,Andrew,BRA,GK,Gil Vicente FC,22-191,2001,14,14,1260,14.0,1.71,1.71,4.93,3.29,69.6,0.29,0.14,0.57,0.21,21.4,0.21,0.21,0.00,0.00,0.0,https://fbref.com/en/players/40406a00/Andrew,40406a00,Primeira Liga
3,Ricardo Batista,POR,GK,Casa Pia,37-050,1986,15,15,1350,15.0,1.33,1.33,5.27,3.93,74.7,0.27,0.27,0.47,0.27,26.7,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/abef8824/Ricardo-Batista,abef8824,Primeira Liga
4,Bruno Brigido,BRA,GK,Estrela,32-305,1991,8,8,720,8.0,1.63,1.62,5.50,3.88,70.5,0.13,0.38,0.50,0.00,0.0,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/5ccca624/Bruno-Brigido,5ccca624,Primeira Liga
5,Fabijan Buntić,CRO,GK,Vizela,26-318,1997,16,16,1440,16.0,1.44,1.44,3.75,2.31,66.7,0.13,0.44,0.44,0.31,31.3,0.19,0.19,0.00,0.00,0.0,https://fbref.com/en/players/f566b29e/Fabijan-Buntic,f566b29e,Primeira Liga
6,Cambila,ANG,GK,Estrela,21-237,2002,1,0,17,0.2,15.0,15.88,30.0,10.0,50.0,0.00,0.00,0.00,0.00,,5.00,0.00,5.00,0.00,100.0,https://fbref.com/en/players/e8dc329b/Cambila,e8dc329b,Primeira Liga
7,Marcelo Carné,BRA,GK,Estoril,33-336,1990,11,11,990,11.0,1.45,1.45,5.00,3.64,72.7,0.36,0.18,0.45,0.36,36.4,0.18,0.09,0.09,0.00,50.0,https://fbref.com/en/players/a24d3330/Marcelo-Carne,a24d3330,Primeira Liga
8,António Filipe de Carvalho,POR,GK,Estrela,38-269,1985,3,3,270,3.0,1.00,1.00,3.33,2.33,70.0,0.67,0.00,0.33,0.67,66.7,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/f4a6be9a/Antonio-Filipe-de-Carvalho,f4a6be9a,Primeira Liga
9,Diogo Costa,POR,GK,Porto,24-111,1999,16,16,1440,16.0,0.75,0.75,2.50,1.69,75.0,0.69,0.13,0.19,0.31,31.3,0.19,0.13,0.06,0.00,33.3,https://fbref.com/en/players/93fffbcf/Diogo-Costa,93fffbcf,Primeira Liga
10,Ignacio De Arruabarrena,URU,GK,Arouca,26-357,1997,16,16,1440,16.0,1.44,1.44,4.13,2.63,71.2,0.25,0.25,0.50,0.13,12.5,0.38,0.25,0.06,0.06,20.0,https://fbref.com/en/players/4b8cb65b/Ignacio-De-Arruabarrena,4b8cb65b,Primeira Liga
11,Vinicius Dias,BRA,GK,Gil Vicente FC,26-203,1997,2,2,180,2.0,3.00,3.00,5.50,2.50,45.5,0.00,0.50,0.50,0.00,0.0,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/1d33ef3f/Vinicius-Dias,1d33ef3f,Primeira Liga
12,João Gonçalves,POR,GK,Boavista,23-064,2000,16,16,1440,16.0,1.88,1.87,5.44,3.63,69.0,0.25,0.31,0.44,0.00,0.0,0.19,0.19,0.00,0.00,0.0,https://fbref.com/en/players/8b8c0095/Joao-Goncalves,8b8c0095,Primeira Liga
13,Jhonatan,BRA,GK,Rio Ave,32-245,1991,9,9,810,9.0,1.33,1.33,3.89,2.67,68.6,0.22,0.44,0.33,0.22,22.2,0.11,0.11,0.00,0.00,0.0,https://fbref.com/en/players/52479cc2/Jhonatan,52479cc2,Primeira Liga
14,Luiz Lúcio Reis Júnior,BRA,GK,Famalicão,22-359,2001,16,16,1440,16.0,1.25,1.25,4.25,3.00,72.1,0.25,0.44,0.31,0.25,25.0,0.19,0.06,0.06,0.06,50.0,https://fbref.com/en/players/d0530e29/Luiz-Lucio-Reis-Junior,d0530e29,Primeira Liga
15,Kewin,BRA,GK,Moreirense,28-075,1995,15,15,1350,15.0,0.87,0.87,3.67,2.87,78.2,0.47,0.33,0.20,0.53,53.3,0.07,0.07,0.00,0.00,0.0,https://fbref.com/en/players/aea1afc8/Kewin,aea1afc8,Primeira Liga
16,Daniel Leite,POR,GK,Estoril,25-172,1998,5,5,450,5.0,2.60,2.60,4.80,2.40,50.0,0.20,0.00,0.80,0.20,20.0,0.20,0.20,0.00,0.00,0.0,https://fbref.com/en/players/f7c68686/Daniel-Leite,f7c68686,Primeira Liga
17,Magrão,BRA,GK,Rio Ave,23-238,2000,7,7,630,7.0,1.71,1.71,4.43,2.71,64.5,0.14,0.29,0.57,0.14,14.3,0.14,0.14,0.00,0.00,0.0,https://fbref.com/en/players/4bc2a77c/Magrao,4bc2a77c,Primeira Liga
18,Matheus,BRA,GK,Braga,31-173,1992,16,16,1440,16.0,1.44,1.44,3.94,2.50,66.7,0.63,0.19,0.19,0.06,6.3,0.19,0.13,0.00,0.06,0.0,https://fbref.com/en/players/ef3909cd/Matheus,ef3909cd,Primeira Liga
19,Kosuke Nakamura,JPN,GK,Portimonense,28-315,1995,2,2,180,2.0,1.00,1.00,2.50,1.50,60.0,0.00,1.00,0.00,0.00,0.0,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/423daf87/Kosuke-Nakamura,423daf87,Primeira Liga
