Rk,Player,Nation,Pos,Squad,Age,Born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Player Link_,Player ID_,Competition
222,Cristian González,URU,DF,Santa Clara,26,1996,11.7,0.09,0.85,0.26,30.0,0.85,0.26,0.10,0.33,12.7,0.00,0.00,0.00,0.11,0.11,0.13,-0.03,-0.03,https://fbref.com/en/players/dba66719/Cristian-Gonzalez,dba66719,Primeira Liga
223,Walter González,PAR,FW,Santa Clara,27,1995,4.4,0.00,1.59,0.45,28.6,1.58,0.45,0.00,0.00,12.6,0.00,0.00,0.00,0.14,0.14,0.08,-0.14,-0.14,https://fbref.com/en/players/900551c9/Walter-Gonzalez,900551c9,Primeira Liga
224,Yony González,COL,"FW,MF",Portimonense,28,1994,10.8,0.00,1.02,0.28,27.3,1.02,0.28,0.00,0.00,16.6,0.00,0.00,0.00,0.06,0.06,0.06,-0.06,-0.06,https://fbref.com/en/players/c6c88c7d/Yony-Gonzalez,c6c88c7d,Primeira Liga
225,Jean Gorby,FRA,MF,Braga,20,2002,1.3,0.00,1.54,0.00,0.0,1.55,0.00,0.00,,27.2,0.00,0.00,0.00,0.08,0.08,0.04,-0.08,-0.08,https://fbref.com/en/players/4e4b59a4/Jean-Gorby,4e4b59a4,Primeira Liga
226,Kenji Gorré,CUW,"FW,MF",Boavista,27,1994,16.4,0.12,2.68,0.91,34.1,2.68,0.91,0.05,0.13,20.1,0.06,0.00,0.00,0.18,0.18,0.07,-0.06,-0.06,https://fbref.com/en/players/52d1a4c6/Kenji-Gorre,52d1a4c6,Primeira Liga
227,Tiago Gouveia,POR,"FW,MF",Estoril,21,2001,26.5,0.19,1.66,0.53,31.8,1.66,0.53,0.11,0.36,17.6,0.00,0.00,0.00,0.12,0.12,0.07,0.07,0.07,https://fbref.com/en/players/68cf59f0/Tiago-Gouveia,68cf59f0,Primeira Liga
228,João Graça,POR,"MF,FW",Rio Ave,27,1995,12.8,0.08,1.02,0.31,30.8,1.02,0.31,0.08,0.25,22.9,0.00,0.00,0.00,0.07,0.07,0.07,0.01,0.01,https://fbref.com/en/players/6772c33e/Joao-Graca,6772c33e,Primeira Liga
229,Álex Grimaldo,ESP,DF,Benfica,26,1995,32.7,0.15,1.16,0.49,42.1,1.16,0.49,0.08,0.19,26.1,0.52,0.06,0.06,0.12,0.07,0.06,0.03,0.02,https://fbref.com/en/players/b1f4086c/Alex-Grimaldo,b1f4086c,Primeira Liga
230,Marko Grujić,SRB,MF,Porto,26,1996,12.5,0.08,1.36,0.24,17.6,1.36,0.24,0.06,0.33,17.0,0.00,0.00,0.00,0.10,0.10,0.07,-0.02,-0.02,https://fbref.com/en/players/8b8e759d/Marko-Grujic,8b8e759d,Primeira Liga
231,Alexandre Guedes,POR,FW,Paços,28,1994,8.8,0.11,2.16,0.57,26.3,2.16,0.57,0.00,0.00,13.9,0.00,0.11,0.11,0.28,0.20,0.09,-0.17,-0.20,https://fbref.com/en/players/3c19867d/Alexandre-Guedes,3c19867d,Primeira Liga
232,Gonçalo Guedes,POR,"FW,MF",Benfica,25,1996,4.5,0.22,3.33,1.11,33.3,3.30,1.10,0.07,0.20,18.2,0.00,0.00,0.00,0.20,0.20,0.06,0.02,0.02,https://fbref.com/en/players/e6bc67d7/Goncalo-Guedes,e6bc67d7,Primeira Liga
233,Ricardo Guimarães,MOZ,MF,Chaves,26,1995,21.8,0.00,0.87,0.18,21.1,0.87,0.18,0.00,0.00,26.6,0.00,0.00,0.00,0.03,0.03,0.04,-0.03,-0.03,https://fbref.com/en/players/ebbc1dfb/Ricardo-Guimaraes,ebbc1dfb,Primeira Liga
234,Rafik Guitane,FRA,"MF,FW",Estoril,23,1999,8.7,0.00,0.57,0.23,40.0,0.57,0.23,0.00,0.00,24.6,0.00,0.00,0.00,0.02,0.02,0.04,-0.02,-0.02,https://fbref.com/en/players/7091324a/Rafik-Guitane,7091324a,Primeira Liga
235,Raphael Guzzo,POR,MF,Vizela,27,1995,26.2,0.08,0.95,0.34,36.0,0.96,0.34,0.08,0.22,19.8,0.11,0.00,0.00,0.11,0.11,0.12,-0.03,-0.03,https://fbref.com/en/players/2f002854/Raphael-Guzzo,2f002854,Primeira Liga
236,Emmanuel Hackman,TOG,DF,Gil Vicente FC,27,1995,1.5,0.00,0.67,0.00,0.0,0.67,0.00,0.00,,5.7,0.00,0.00,0.00,0.27,0.27,0.36,-0.27,-0.27,https://fbref.com/en/players/8430028c/Emmanuel-Hackman,8430028c,Primeira Liga
237,Yanis Hamache,ALG,MF,Boavista,23,1999,2.0,0.00,1.00,0.50,50.0,1.00,0.50,0.00,0.00,20.0,0.00,0.00,0.00,0.05,0.05,0.03,-0.05,-0.05,https://fbref.com/en/players/4f95c5a3/Yanis-Hamache,4f95c5a3,Primeira Liga
238,Tomás Händel,POR,MF,Vitória,21,2000,4.8,0.21,1.04,0.21,20.0,1.04,0.21,0.20,1.00,17.3,0.00,0.00,0.00,0.13,0.13,0.12,0.08,0.08,https://fbref.com/en/players/bbfb51ed/Tomas-Handel,bbfb51ed,Primeira Liga
239,Boubacar Hanne,POR,"FW,DF",Gil Vicente FC,23,1999,0.4,0.00,5.00,0.00,0.0,5.45,0.00,0.00,,21.3,0.00,0.00,0.00,0.25,0.25,0.03,-0.25,-0.25,https://fbref.com/en/players/1d9a8efe/Boubacar-Hanne,1d9a8efe,Primeira Liga
240,Héctor,ESP,FW,Chaves,26,1995,16.4,0.43,2.44,1.22,50.0,2.43,1.22,0.18,0.35,13.7,0.00,0.00,0.00,0.36,0.36,0.15,0.07,0.07,https://fbref.com/en/players/6294bc9d/Hector,6294bc9d,Primeira Liga
241,Jordan Holsgrove,SCO,MF,Paços,22,1999,19.8,0.10,1.82,0.51,27.8,1.82,0.51,0.06,0.20,22.7,0.00,0.00,0.00,0.10,0.10,0.05,0.01,0.01,https://fbref.com/en/players/8a6daac3/Jordan-Holsgrove,8a6daac3,Primeira Liga
242,Lukáš Horníček,CZE,GK,Braga,20,2002,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/cc8312b4/Lukas-Hornicek,cc8312b4,Primeira Liga
243,André Horta,POR,MF,Braga,25,1996,23.1,0.04,1.73,0.52,30.0,1.73,0.52,0.03,0.08,24.6,0.00,0.00,0.00,0.08,0.08,0.05,-0.04,-0.04,https://fbref.com/en/players/951f1739/Andre-Horta,951f1739,Primeira Liga
244,Ricardo Horta,POR,"MF,FW",Braga,27,1994,29.0,0.48,3.14,1.45,46.2,3.14,1.45,0.14,0.31,20.3,0.17,0.03,0.10,0.45,0.37,0.12,0.03,0.08,https://fbref.com/en/players/6603fed7/Ricardo-Horta,6603fed7,Primeira Liga
245,Abbas Ibrahim,NGA,"MF,DF",Paços,24,1998,3.6,0.00,0.28,0.00,0.0,0.27,0.00,0.00,,34.0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,https://fbref.com/en/players/fe68a954/Abbas-Ibrahim,fe68a954,Primeira Liga
246,Tiago Ilori,POR,DF,Paços,29,1993,2.3,0.00,0.43,0.00,0.0,0.44,0.00,0.00,,9.7,0.00,0.00,0.00,0.04,0.04,0.08,-0.04,-0.04,https://fbref.com/en/players/a64b4786/Tiago-Ilori,a64b4786,Primeira Liga
247,Gonçalo Inácio,POR,DF,Sporting CP,20,2001,26.3,0.04,0.57,0.15,26.7,0.57,0.15,0.07,0.25,13.2,0.00,0.00,0.00,0.07,0.07,0.12,-0.03,-0.03,https://fbref.com/en/players/33651873/Goncalo-Inacio,33651873,Primeira Liga
248,Índio,BRA,MF,Vitória,22,1999,0.8,0.00,1.25,0.00,0.0,1.22,0.00,0.00,,25.4,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,https://fbref.com/en/players/085440a3/Indio,085440a3,Primeira Liga
249,Hernani Infande,POR,"MF,FW",Braga,21,2001,0.9,0.00,3.33,0.00,0.0,3.29,0.00,0.00,,20.1,0.00,0.00,0.00,0.22,0.22,0.06,-0.22,-0.22,https://fbref.com/en/players/85c76f0a/Hernani-Infande,85c76f0a,Primeira Liga
250,Hernani Infande,POR,"FW,MF",Paços,21,2001,3.9,0.26,1.03,1.03,100.0,1.02,1.02,0.25,0.25,11.4,0.00,0.00,0.00,0.23,0.23,0.23,0.03,0.03,https://fbref.com/en/players/85c76f0a/Hernani-Infande,85c76f0a,Primeira Liga
251,Bamidele Isa Yusuf,NGA,"FW,MF",Estoril,21,2001,0.9,1.11,3.33,1.11,33.3,3.46,1.15,0.33,1.00,16.6,0.00,0.00,0.00,0.44,0.44,0.12,0.67,0.67,https://fbref.com/en/players/9e5e7bae/Bamidele-Isa-Yusuf,9e5e7bae,Primeira Liga
252,Carlos Isaac,ESP,DF,Vizela,24,1998,3.9,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/3e5a168c/Carlos-Isaac,3e5a168c,Primeira Liga
253,Franco Israel,URU,GK,Sporting CP,22,2000,3.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/1f994616/Franco-Israel,1f994616,Primeira Liga
254,Ítalo,BRA,DF,Santa Clara,20,2002,11.9,0.00,0.25,0.00,0.0,0.25,0.00,0.00,,15.4,0.00,0.00,0.00,0.03,0.03,0.09,-0.03,-0.03,https://fbref.com/en/players/3af2c762/Italo,3af2c762,Primeira Liga
255,Ivan Jaime Pajuelo,ESP,"FW,MF",Famalicão,21,2000,20.8,0.43,3.41,0.82,23.9,3.42,0.82,0.11,0.47,19.5,0.14,0.05,0.05,0.28,0.24,0.07,0.15,0.14,https://fbref.com/en/players/90ba7fa6/Ivan-Jaime-Pajuelo,90ba7fa6,Primeira Liga
256,Nicolas Janvier,FRA,MF,Vitória,23,1998,7.0,0.14,2.29,0.29,12.5,2.28,0.29,0.06,0.50,26.6,0.29,0.00,0.00,0.09,0.09,0.04,0.06,0.06,https://fbref.com/en/players/22a62523/Nicolas-Janvier,22a62523,Primeira Liga
257,Anderson Jesus,BRA,DF,Vizela,27,1995,29.6,0.10,0.47,0.27,57.1,0.47,0.27,0.21,0.38,11.9,0.00,0.00,0.00,0.12,0.12,0.25,-0.02,-0.02,https://fbref.com/en/players/d4d63c3f/Anderson-Jesus,d4d63c3f,Primeira Liga
258,Jhonatan,BRA,GK,Rio Ave,31,1991,32.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/52479cc2/Jhonatan,52479cc2,Primeira Liga
259,Park Ji-soo,KOR,DF,Portimonense,28,1994,13.3,0.00,0.15,0.08,50.0,0.15,0.07,0.00,0.00,12.2,0.00,0.00,0.00,0.01,0.01,0.05,-0.01,-0.01,https://fbref.com/en/players/cb7a0acf/Park-Ji-soo,cb7a0acf,Primeira Liga
260,Jo,BRA,"FW,MF",Chaves,27,1995,3.3,0.30,3.64,1.82,50.0,3.59,1.79,0.08,0.17,14.5,0.00,0.00,0.00,0.42,0.42,0.12,-0.12,-0.12,https://fbref.com/en/players/7687b9dd/Jo,7687b9dd,Primeira Liga
261,João,BRA,GK,Casa Pia,24,1998,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/7433bc14/Joao,7433bc14,Primeira Liga
262,Joãozinho,POR,DF,Estoril,33,1989,28.6,0.03,0.21,0.07,33.3,0.21,0.07,0.17,0.50,25.2,0.03,0.00,0.00,0.01,0.01,0.05,0.02,0.02,https://fbref.com/en/players/86168d75/Joaozinho,86168d75,Primeira Liga
263,Joca,POR,"MF,FW",Rio Ave,26,1996,4.6,0.00,1.74,0.00,0.0,1.73,0.00,0.00,,23.2,0.00,0.00,0.00,0.07,0.07,0.04,-0.07,-0.07,https://fbref.com/en/players/37673edd/Joca,37673edd,Primeira Liga
264,Henrique Jocú,POR,"MF,FW",Portimonense,20,2001,5.1,0.00,0.20,0.00,0.0,0.20,0.00,0.00,,28.4,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,https://fbref.com/en/players/fb7dfb84/Henrique-Jocu,fb7dfb84,Primeira Liga
265,Diederrick Joel,CMR,FW,Marítimo,28,1993,10.5,0.10,3.05,0.95,31.3,3.05,0.95,0.03,0.10,16.2,0.00,0.00,0.19,0.41,0.27,0.09,-0.31,-0.17,https://fbref.com/en/players/2986e65c/Diederrick-Joel,2986e65c,Primeira Liga
266,Michael Johnston,IRL,"FW,MF",Vitória,23,1999,15.2,0.07,1.91,0.59,31.0,1.91,0.59,0.03,0.11,22.1,0.00,0.00,0.00,0.11,0.11,0.06,-0.05,-0.05,https://fbref.com/en/players/9bd73cce/Michael-Johnston,9bd73cce,Primeira Liga
267,Bruno Jordão,POR,MF,Santa Clara,23,1998,9.4,0.11,1.38,0.43,30.8,1.39,0.43,0.08,0.25,19.9,0.00,0.00,0.00,0.17,0.17,0.12,-0.06,-0.06,https://fbref.com/en/players/41ff002d/Bruno-Jordao,41ff002d,Primeira Liga
268,Igor Julião,BRA,DF,Vizela,27,1994,17.9,0.06,0.39,0.06,14.3,0.39,0.06,0.14,1.00,18.7,0.00,0.00,0.00,0.02,0.02,0.04,0.04,0.04,https://fbref.com/en/players/103349a9/Igor-Juliao,103349a9,Primeira Liga
269,Juninho,BRA,FW,Chaves,25,1996,20.1,0.20,2.24,1.00,44.4,2.24,1.00,0.09,0.20,14.9,0.00,0.00,0.00,0.29,0.29,0.13,-0.09,-0.09,https://fbref.com/en/players/d51bd6c5/Juninho,d51bd6c5,Primeira Liga
270,Luiz Lúcio Reis Júnior,BRA,GK,Famalicão,21,2001,33.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/d0530e29/Luiz-Lucio-Reis-Junior,d0530e29,Primeira Liga
271,Welinton Júnior,BRA,FW,Portimonense,29,1993,22.9,0.26,4.06,1.22,30.1,4.06,1.22,0.05,0.18,18.8,0.04,0.04,0.09,0.39,0.32,0.08,-0.13,-0.10,https://fbref.com/en/players/f1ef2def/Welinton-Junior,f1ef2def,Primeira Liga
272,Zainadine Júnior,MOZ,DF,Marítimo,34,1988,23.1,0.00,0.65,0.22,33.3,0.65,0.22,0.00,0.00,13.8,0.00,0.00,0.00,0.04,0.04,0.06,-0.04,-0.04,https://fbref.com/en/players/edd65ae0/Zainadine-Junior,edd65ae0,Primeira Liga
273,Junior Kadile,FRA,"FW,MF",Famalicão,19,2002,7.4,0.14,2.30,0.68,29.4,2.31,0.68,0.06,0.20,19.4,0.00,0.00,0.00,0.20,0.18,0.08,-0.07,-0.04,https://fbref.com/en/players/03b22796/Junior-Kadile,03b22796,Primeira Liga
274,Stanley Kanu,NGA,"FW,DF",Marítimo,23,1999,0.8,0.00,3.75,0.00,0.0,3.80,0.00,0.00,,19.8,0.00,0.00,0.00,0.13,0.13,0.04,-0.13,-0.13,https://fbref.com/en/players/dc519977/Stanley-Kanu,dc519977,Primeira Liga
275,Jorge Karse,POR,"MF,DF",Rio Ave,17,2005,0.2,0.00,5.00,0.00,0.0,5.00,0.00,0.00,,21.4,5.00,0.00,0.00,0.50,0.50,0.09,-0.50,-0.50,https://fbref.com/en/players/e26229d7/Jorge-Karse,e26229d7,Primeira Liga
276,Francisco Kiki,POR,MF,Casa Pia,24,1998,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/7d39f126/Francisco-Kiki,7d39f126,Primeira Liga
277,Gustavo Klismahn,BRA,MF,Portimonense,22,1999,7.8,0.00,0.64,0.00,0.0,0.64,0.00,0.00,,23.1,0.13,0.00,0.00,0.05,0.05,0.09,-0.05,-0.05,https://fbref.com/en/players/0619e470/Gustavo-Klismahn,0619e470,Primeira Liga
278,Philippe Koffi,CIV,FW,Paços,20,2002,7.4,0.27,1.76,0.81,46.2,1.76,0.81,0.15,0.33,15.7,0.00,0.00,0.00,0.27,0.27,0.15,0.00,0.00,https://fbref.com/en/players/9f1c2822/Philippe-Koffi,9f1c2822,Primeira Liga
279,Stanislav Kritsyuk,RUS,GK,Gil Vicente FC,31,1990,10.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/b8798a46/Stanislav-Kritsyuk,b8798a46,Primeira Liga
280,Takahiro Kunimoto,JPN,"FW,MF",Casa Pia,24,1997,14.1,0.07,1.06,0.43,40.0,1.06,0.43,0.07,0.17,18.0,0.00,0.00,0.00,0.09,0.09,0.08,-0.01,-0.01,https://fbref.com/en/players/a02b468b/Takahiro-Kunimoto,a02b468b,Primeira Liga
281,Matías Lacava,VEN,"FW,MF",Vizela,19,2002,3.9,0.26,2.56,0.77,30.0,2.55,0.76,0.10,0.33,18.4,0.00,0.00,0.00,0.44,0.44,0.17,-0.18,-0.18,https://fbref.com/en/players/eeac2dfb/Matias-Lacava,eeac2dfb,Primeira Liga
282,Diego Lainez,MEX,MF,Braga,22,2000,1.7,0.59,4.71,1.76,37.5,4.62,1.73,0.13,0.33,18.0,0.59,0.00,0.00,0.41,0.41,0.08,0.18,0.18,https://fbref.com/en/players/bf12926c/Diego-Lainez,bf12926c,Primeira Liga
283,Chico Lamba,POR,DF,Sporting CP,19,2003,0.5,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/067c8f21/Chico-Lamba,067c8f21,Primeira Liga
284,Rúben Lameiras,POR,"FW,MF",Vitória,27,1994,12.6,0.08,2.54,0.71,28.1,2.55,0.72,0.00,0.00,21.9,0.00,0.08,0.08,0.17,0.11,0.04,-0.10,-0.11,https://fbref.com/en/players/656a96c6/Ruben-Lameiras,656a96c6,Primeira Liga
285,Bruno Langa,MOZ,DF,Chaves,24,1997,27.5,0.00,0.65,0.07,11.1,0.66,0.07,0.00,0.00,29.6,0.04,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,https://fbref.com/en/players/72947847/Bruno-Langa,72947847,Primeira Liga
286,Yusuf Lawal,NGA,"MF,FW",Arouca,24,1998,0.9,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/58c71733/Yusuf-Lawal,58c71733,Primeira Liga
287,James Lea Siliki,CMR,"MF,FW",Estoril,26,1996,8.9,0.34,1.80,0.67,37.5,1.79,0.67,0.19,0.50,22.2,0.11,0.00,0.00,0.10,0.10,0.06,0.24,0.24,https://fbref.com/en/players/7cf431a5/James-Lea-Siliki,7cf431a5,Primeira Liga
288,Daniel Leite,POR,GK,Estoril,24,1998,31.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/f7c68686/Daniel-Leite,f7c68686,Primeira Liga
289,Leonardo Lelo,POR,"MF,DF",Casa Pia,22,2000,25.4,0.04,0.51,0.04,7.7,0.51,0.04,0.00,0.00,20.2,0.00,0.04,0.08,0.09,0.03,0.06,-0.06,-0.03,https://fbref.com/en/players/b0492e27/Leonardo-Lelo,b0492e27,Primeira Liga
290,Nuno Lima,POR,DF,Paços,21,2001,27.2,0.04,0.33,0.18,55.6,0.33,0.18,0.11,0.20,11.5,0.00,0.00,0.00,0.04,0.04,0.16,-0.01,-0.01,https://fbref.com/en/players/a70b0a9f/Nuno-Lima,a70b0a9f,Primeira Liga
291,Rúben Lima,POR,DF,Famalicão,32,1989,13.2,0.08,0.30,0.15,50.0,0.30,0.15,0.25,0.50,21.6,0.00,0.00,0.00,0.01,0.01,0.03,0.07,0.07,https://fbref.com/en/players/bd9be778/Ruben-Lima,bd9be778,Primeira Liga
292,Percy Liza,PER,"FW,MF",Marítimo,22,2000,4.7,0.21,0.85,0.21,25.0,0.86,0.21,0.25,1.00,11.2,0.00,0.00,0.00,0.19,0.19,0.23,0.02,0.02,https://fbref.com/en/players/812ce7e1/Percy-Liza,812ce7e1,Primeira Liga
293,Danny Loader,ENG,"FW,MF",Porto,21,2000,5.0,0.60,3.00,1.40,46.7,2.98,1.39,0.20,0.43,15.8,0.00,0.00,0.00,0.44,0.44,0.15,0.16,0.16,https://fbref.com/en/players/e9fda01d/Danny-Loader,e9fda01d,Primeira Liga
294,Julien Lomboto,COD,MF,Rio Ave,20,2002,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/19966e5f/Julien-Lomboto,19966e5f,Primeira Liga
295,Né lopes,POR,DF,Gil Vicente FC,22,2000,5.0,0.00,1.20,0.00,0.0,1.20,0.00,0.00,,7.9,0.00,0.00,0.00,0.12,0.12,0.11,-0.12,-0.12,https://fbref.com/en/players/72c4f152/Ne-lopes,72c4f152,Primeira Liga
296,Bruno Lourenço,POR,"MF,FW",Boavista,24,1998,20.9,0.19,1.29,0.33,25.9,1.29,0.34,0.11,0.43,21.2,0.00,0.05,0.05,0.16,0.12,0.09,0.03,0.02,https://fbref.com/en/players/e8dd8ac7/Bruno-Lourenco,e8dd8ac7,Primeira Liga
297,Lucão,BRA,DF,Portimonense,30,1992,5.9,0.00,0.34,0.17,50.0,0.34,0.17,0.00,0.00,9.7,0.00,0.00,0.00,0.03,0.03,0.09,-0.03,-0.03,https://fbref.com/en/players/ffef70a4/Lucao,ffef70a4,Primeira Liga
298,Florentino Luís,POR,MF,Benfica,22,1999,23.6,0.00,0.51,0.13,25.0,0.51,0.13,0.00,0.00,14.5,0.00,0.00,0.00,0.06,0.06,0.11,-0.06,-0.06,https://fbref.com/en/players/881cd6be/Florentino-Luis,881cd6be,Primeira Liga
299,José Luis Rodríguez,PAN,"FW,MF",Famalicão,24,1998,5.6,0.18,2.50,0.54,21.4,2.50,0.54,0.07,0.33,20.1,0.00,0.00,0.00,0.23,0.23,0.09,-0.05,-0.05,https://fbref.com/en/players/b333b014/Jose-Luis-Rodriguez,b333b014,Primeira Liga
300,Luquinha,BRA,"MF,FW",Portimonense,21,2000,13.0,0.15,1.23,0.31,25.0,1.23,0.31,0.06,0.25,19.2,0.00,0.08,0.08,0.15,0.08,0.07,0.01,-0.01,https://fbref.com/en/players/2e25fa84/Luquinha,2e25fa84,Primeira Liga
301,Tiago Machado,POR,"MF,FW",Boavista,18,2004,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/1473f103/Tiago-Machado,1473f103,Primeira Liga
302,Maga,POR,DF,Vitória,23,1999,2.2,0.00,0.00,0.00,,0.00,0.00,,,,,0.00,0.00,,,,,,https://fbref.com/en/players/4fc99b71/Maga,4fc99b71,Primeira Liga
303,Miguel Magalhães,POR,"DF,MF",Vitória,19,2002,19.5,0.00,0.21,0.00,0.0,0.21,0.00,0.00,,14.1,0.00,0.00,0.00,0.03,0.03,0.16,-0.03,-0.03,https://fbref.com/en/players/3ea1862e/Miguel-Magalhaes,3ea1862e,Primeira Liga
304,Magrão,BRA,GK,Rio Ave,22,2000,2.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/4bc2a77c/Magrao,4bc2a77c,Primeira Liga
305,Giorgi Makaridze,GEO,GK,Marítimo,32,1990,6.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/b3bb0a76/Giorgi-Makaridze,b3bb0a76,Primeira Liga
306,Gaius Makouta,CGO,MF,Boavista,25,1997,30.4,0.07,1.15,0.26,22.9,1.15,0.26,0.06,0.25,20.6,0.16,0.00,0.00,0.08,0.08,0.07,-0.01,-0.01,https://fbref.com/en/players/0909f91d/Gaius-Makouta,0909f91d,Primeira Liga
307,Pedro Malheiro,POR,"DF,MF",Boavista,21,2001,31.0,0.00,0.52,0.10,18.8,0.52,0.10,0.00,0.00,24.6,0.00,0.00,0.00,0.03,0.03,0.06,-0.03,-0.03,https://fbref.com/en/players/73794ac1/Pedro-Malheiro,73794ac1,Primeira Liga
308,Wilson Manafá,POR,DF,Porto,28,1994,3.4,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/e27fdbca/Wilson-Manafa,e27fdbca,Primeira Liga
309,Ricardo Mangas,POR,"MF,FW",Boavista,24,1998,20.6,0.19,1.31,0.58,44.4,1.31,0.58,0.15,0.33,13.0,0.05,0.00,0.00,0.24,0.24,0.19,-0.05,-0.05,https://fbref.com/en/players/eef2d8ce/Ricardo-Mangas,eef2d8ce,Primeira Liga
310,Manuel Manu,POR,DF,Vitória,21,2001,0.8,0.00,1.25,1.25,100.0,1.25,1.25,0.00,0.00,31.0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,https://fbref.com/en/players/4c2a65a8/Manuel-Manu,4c2a65a8,Primeira Liga
311,Juan Manuel Boselli,URU,FW,Gil Vicente FC,22,1999,13.8,0.07,2.83,1.09,38.5,2.82,1.08,0.03,0.07,21.0,0.43,0.00,0.00,0.22,0.22,0.08,-0.15,-0.15,https://fbref.com/en/players/1e39e56e/Juan-Manuel-Boselli,1e39e56e,Primeira Liga
312,José Manuel Velázquez,VEN,"DF,MF",Arouca,31,1990,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/25338427/Jose-Manuel-Velazquez,25338427,Primeira Liga
313,Zé Manuel,POR,FW,Rio Ave,31,1990,0.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/2ec1f4e3/Ze-Manuel,2ec1f4e3,Primeira Liga
314,Maracás,BRA,DF,Paços,28,1994,15.8,0.00,0.32,0.00,0.0,0.32,0.00,0.00,,8.6,0.00,0.00,0.00,0.02,0.02,0.05,-0.02,-0.02,https://fbref.com/en/players/276127e4/Maracas,276127e4,Primeira Liga
315,Iván Marcano,ESP,DF,Porto,35,1987,24.4,0.16,0.61,0.16,26.7,0.62,0.16,0.27,1.00,9.2,0.00,0.00,0.00,0.11,0.11,0.18,0.05,0.06,https://fbref.com/en/players/7a20d90a/Ivan-Marcano,7a20d90a,Primeira Liga
316,Joao Marcos,BRA,"FW,MF",Santa Clara,22,2000,1.8,0.00,1.11,0.56,50.0,1.10,0.55,0.00,0.00,24.8,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,https://fbref.com/en/players/0c4169a5/Joao-Marcos,0c4169a5,Primeira Liga
317,Abraham Marcus,NGA,FW,Porto,22,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,https://fbref.com/en/players/b979fb26/Abraham-Marcus,b979fb26,Primeira Liga
318,Adrián Marín,ESP,DF,Gil Vicente FC,25,1997,28.6,0.00,0.24,0.00,0.0,0.25,0.00,0.00,,16.1,0.00,0.00,0.00,0.01,0.01,0.06,-0.01,-0.01,https://fbref.com/en/players/b7f2edff/Adrian-Marin,b7f2edff,Primeira Liga
