Rk,Player,Nation,Pos,Squad,Age,Born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Player Link_,Player ID_,Competition
319,João Mário,POR,FW,Benfica,29,1993,29.4,0.58,2.24,0.75,33.3,2.25,0.75,0.15,0.45,19.3,0.03,0.24,0.34,0.63,0.36,0.16,-0.05,-0.02,https://fbref.com/en/players/f0021247/Joao-Mario,f0021247,Primeira Liga
320,João Mário Lopes,POR,DF,Porto,22,2000,13.2,0.08,0.83,0.15,18.2,0.83,0.15,0.09,0.50,18.1,0.00,0.00,0.00,0.05,0.05,0.07,0.02,0.02,https://fbref.com/en/players/82a39b66/Joao-Mario-Lopes,82a39b66,Primeira Liga
321,Marlon,BRA,FW,Gil Vicente FC,24,1997,4.2,0.00,1.67,0.48,28.6,1.68,0.48,0.00,0.00,18.4,0.00,0.00,0.00,0.24,0.24,0.15,-0.24,-0.24,https://fbref.com/en/players/acb61892/Marlon,acb61892,Primeira Liga
322,Alejandro Marqués,VEN,FW,Estoril,21,2000,7.3,0.41,1.37,0.41,30.0,1.37,0.41,0.30,1.00,10.9,0.00,0.00,0.00,0.30,0.30,0.23,0.11,0.11,https://fbref.com/en/players/83bc30cc/Alejandro-Marques,83bc30cc,Primeira Liga
323,João Marques,POR,MF,Estoril,20,2002,4.3,0.00,1.16,0.23,20.0,1.15,0.23,0.00,0.00,15.2,0.00,0.00,0.00,0.12,0.12,0.10,-0.12,-0.12,https://fbref.com/en/players/f302ebae/Joao-Marques,f302ebae,Primeira Liga
324,Rúben Marques,POR,FW,Marítimo,19,2002,0.7,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/da0c0e79/Ruben-Marques,da0c0e79,Primeira Liga
325,José Marsà,ESP,DF,Sporting CP,20,2002,1.3,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/b4ecc6b6/Jose-Marsa,b4ecc6b6,Primeira Liga
326,Toni Martínez,ESP,FW,Porto,25,1997,12.8,0.39,3.98,1.80,45.1,3.99,1.80,0.10,0.22,13.2,0.00,0.00,0.00,0.55,0.55,0.14,-0.16,-0.16,https://fbref.com/en/players/f3945e07/Toni-Martinez,f3945e07,Primeira Liga
327,Rafael Martins,BRA,FW,Casa Pia,33,1989,15.9,0.38,2.33,0.63,27.0,2.33,0.63,0.16,0.60,15.6,0.00,0.00,0.00,0.31,0.31,0.15,0.06,0.06,https://fbref.com/en/players/b7e1c3b5/Rafael-Martins,b7e1c3b5,Primeira Liga
328,Rodrigo Martins,POR,"FW,MF",Estoril,23,1998,15.4,0.19,2.53,0.78,30.8,2.53,0.78,0.08,0.25,18.0,0.00,0.00,0.00,0.25,0.25,0.10,-0.05,-0.05,https://fbref.com/en/players/bcb19f67/Rodrigo-Martins,bcb19f67,Primeira Liga
329,Matheus,BRA,GK,Braga,30,1992,31.9,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/ef3909cd/Matheus,ef3909cd,Primeira Liga
330,Ricardo Matos,POR,"FW,MF",Portimonense,22,2000,3.3,0.30,2.73,0.30,11.1,2.75,0.31,0.11,1.00,16.9,0.00,0.00,0.30,0.61,0.36,0.13,-0.30,-0.06,https://fbref.com/en/players/52ee0234/Ricardo-Matos,52ee0234,Primeira Liga
331,Maurício,BRA,MF,Portimonense,33,1988,11.0,0.27,0.73,0.27,37.5,0.73,0.27,0.38,1.00,25.5,0.09,0.00,0.00,0.05,0.05,0.08,0.22,0.22,https://fbref.com/en/players/e7ec3c71/Mauricio,e7ec3c71,Primeira Liga
332,Iuri Medeiros,POR,"MF,FW",Braga,28,1994,22.9,0.44,3.49,1.40,40.0,3.50,1.40,0.10,0.25,20.8,0.26,0.09,0.09,0.34,0.27,0.08,0.10,0.08,https://fbref.com/en/players/97e2aa67/Iuri-Medeiros,97e2aa67,Primeira Liga
333,Kevin Medina,ESP,"FW,MF",Gil Vicente FC,21,2001,8.2,0.00,3.05,0.73,24.0,3.06,0.73,0.00,0.00,22.4,0.24,0.00,0.00,0.13,0.13,0.04,-0.13,-0.13,https://fbref.com/en/players/2a968ed9/Kevin-Medina,2a968ed9,Primeira Liga
334,Mauro Meireles Couto,POR,"MF,FW",Paços,16,2005,1.4,0.00,0.71,0.71,100.0,0.70,0.70,0.00,0.00,9.8,0.00,0.00,0.00,0.14,0.14,0.20,-0.14,-0.14,https://fbref.com/en/players/7d9e24ae/Mauro-Meireles-Couto,7d9e24ae,Primeira Liga
335,Diogo Mendes,,MF,Marítimo,24,1998,13.7,0.00,0.36,0.00,0.0,0.37,0.00,0.00,,12.7,0.00,0.00,0.00,0.02,0.02,0.07,-0.02,-0.02,https://fbref.com/en/players/5c2383ee/Diogo-Mendes,5c2383ee,Primeira Liga
336,João Mendes,POR,MF,Chaves,27,1994,25.9,0.08,1.74,0.58,33.3,1.73,0.58,0.04,0.13,21.2,0.08,0.00,0.00,0.17,0.17,0.10,-0.10,-0.10,https://fbref.com/en/players/efb714d0/Joao-Mendes,efb714d0,Primeira Liga
337,Joe Mendes,SWE,"DF,MF",Braga,19,2002,2.1,0.48,0.48,0.48,100.0,0.48,0.48,1.00,1.00,14.7,0.00,0.00,0.00,0.05,0.05,0.10,0.43,0.43,https://fbref.com/en/players/f882b0a1/Joe-Mendes,f882b0a1,Primeira Liga
338,Alexis Méndez,USA,"MF,FW",Vizela,21,2000,15.8,0.06,1.77,0.63,35.7,1.78,0.63,0.04,0.10,23.5,0.25,0.00,0.00,0.09,0.09,0.06,-0.03,-0.03,https://fbref.com/en/players/fb5991a3/Alexis-Mendez,fb5991a3,Primeira Liga
339,Bruno Messi,POR,"MF,FW",Santa Clara,25,1996,14.0,0.07,2.21,0.79,35.5,2.22,0.79,0.03,0.09,24.0,0.21,0.00,0.00,0.11,0.11,0.05,-0.04,-0.04,https://fbref.com/en/players/650f01e0/Bruno-Messi,650f01e0,Primeira Liga
340,Mexer,MOZ,DF,Estoril,33,1988,10.8,0.00,1.02,0.19,18.2,1.02,0.19,0.00,0.00,17.6,0.00,0.00,0.00,0.06,0.06,0.06,-0.06,-0.06,https://fbref.com/en/players/ce492295/Mexer,ce492295,Primeira Liga
341,Benji Michel,USA,FW,Arouca,24,1997,3.1,0.32,1.29,0.32,25.0,1.28,0.32,0.25,1.00,10.8,0.00,0.00,0.00,0.13,0.13,0.11,0.19,0.19,https://fbref.com/en/players/151ca25f/Benji-Michel,151ca25f,Primeira Liga
342,Enea Mihaj,ALB,DF,Famalicão,24,1998,24.7,0.00,0.45,0.00,0.0,0.44,0.00,0.00,,12.4,0.00,0.00,0.00,0.05,0.05,0.11,-0.05,-0.05,https://fbref.com/en/players/29c28f01/Enea-Mihaj,29c28f01,Primeira Liga
343,Álex Millán,ESP,FW,Famalicão,22,1999,8.6,0.23,1.16,0.70,60.0,1.17,0.70,0.20,0.33,14.2,0.00,0.00,0.12,0.33,0.23,0.20,-0.09,0.00,https://fbref.com/en/players/29ad0dd4/Alex-Millan,29ad0dd4,Primeira Liga
344,Bogdan Milovanov,UKR,DF,Arouca,24,1998,11.0,0.00,0.18,0.00,0.0,0.18,0.00,0.00,,18.4,0.00,0.00,0.00,0.01,0.01,0.04,-0.01,-0.01,https://fbref.com/en/players/91b11d25/Bogdan-Milovanov,91b11d25,Primeira Liga
345,Kento Misao,JPN,MF,Santa Clara,26,1996,11.7,0.00,0.51,0.09,16.7,0.51,0.09,0.00,0.00,27.3,0.00,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,https://fbref.com/en/players/6c4a8112/Kento-Misao,6c4a8112,Primeira Liga
346,Zié Mohamed Ouattara,CIV,"FW,MF",Portimonense,22,2000,12.9,0.08,0.62,0.23,37.5,0.62,0.23,0.13,0.33,14.6,0.00,0.00,0.00,0.05,0.05,0.09,0.02,0.02,https://fbref.com/en/players/d20b888e/Zie-Mohamed-Ouattara,d20b888e,Primeira Liga
347,Jonathan Monroy,ESP,"FW,MF",Chaves,20,2001,7.4,0.14,2.16,0.68,31.3,2.15,0.67,0.06,0.20,18.2,0.14,0.00,0.00,0.22,0.22,0.10,-0.08,-0.08,https://fbref.com/en/players/02edb152/Jonathan-Monroy,02edb152,Primeira Liga
348,Nélson Monte,POR,DF,Chaves,27,1995,28.7,0.00,0.21,0.10,50.0,0.21,0.10,0.00,0.00,14.4,0.00,0.00,0.00,0.02,0.02,0.12,-0.02,-0.02,https://fbref.com/en/players/8923dfec/Nelson-Monte,8923dfec,Primeira Liga
349,Miguel Monteiro,POR,FW,Gil Vicente FC,19,2003,0.1,0.00,20.0,10.0,50.0,25.71,12.86,0.00,0.00,14.9,0.00,0.00,0.00,4.00,4.00,0.19,-4.00,-4.00,https://fbref.com/en/players/48fd4e29/Miguel-Monteiro,48fd4e29,Primeira Liga
350,Morato,BRA,DF,Benfica,21,2001,7.2,0.14,0.42,0.28,66.7,0.42,0.28,0.33,0.50,13.8,0.00,0.00,0.00,0.04,0.04,0.11,0.10,0.10,https://fbref.com/en/players/0f41e2ee/Morato,0f41e2ee,Primeira Liga
351,Pablo Moreno,ESP,"FW,MF",Marítimo,20,2002,9.9,0.00,0.81,0.20,25.0,0.81,0.20,0.00,0.00,16.6,0.00,0.00,0.00,0.05,0.05,0.06,-0.05,-0.05,https://fbref.com/en/players/2ce5a500/Pablo-Moreno,2ce5a500,Primeira Liga
352,Hélder Morim,POR,"MF,FW",Chaves,21,2001,1.0,0.00,3.00,0.00,0.0,2.93,0.00,0.00,,27.2,0.00,0.00,0.00,0.10,0.10,0.03,-0.10,-0.10,https://fbref.com/en/players/3cd2101a/Helder-Morim,3cd2101a,Primeira Liga
353,Hidemasa Morita,JPN,MF,Sporting CP,27,1995,21.8,0.28,1.28,0.41,32.1,1.29,0.41,0.21,0.67,13.0,0.00,0.00,0.00,0.22,0.22,0.17,0.06,0.06,https://fbref.com/en/players/a650c75b/Hidemasa-Morita,a650c75b,Primeira Liga
354,Mosquito,BRA,GK,Arouca,26,1996,1.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/c9c55581/Mosquito,c9c55581,Primeira Liga
355,Fahd Moufi,MAR,DF,Portimonense,26,1996,29.3,0.03,0.58,0.10,17.6,0.58,0.10,0.06,0.33,15.0,0.00,0.00,0.00,0.04,0.04,0.08,-0.01,-0.01,https://fbref.com/en/players/158cef0b/Fahd-Moufi,158cef0b,Primeira Liga
356,Moura,POR,DF,Famalicão,22,1999,23.6,0.08,0.51,0.13,25.0,0.51,0.13,0.17,0.67,15.9,0.00,0.00,0.00,0.05,0.05,0.09,0.04,0.04,https://fbref.com/en/players/d51d1d9d/Moura,d51d1d9d,Primeira Liga
357,MT,BRA,"DF,MF",Santa Clara,21,2001,12.6,0.00,1.03,0.24,23.1,1.03,0.24,0.00,0.00,25.2,0.00,0.00,0.00,0.03,0.03,0.03,-0.03,-0.03,https://fbref.com/en/players/2ad9cabf/MT,2ad9cabf,Primeira Liga
358,Rafa Mújica,ESP,FW,Arouca,23,1998,18.1,0.44,3.15,1.55,49.1,3.14,1.54,0.14,0.29,16.8,0.00,0.00,0.00,0.45,0.45,0.14,-0.01,-0.01,https://fbref.com/en/players/04a67d5b/Rafa-Mujica,04a67d5b,Primeira Liga
359,Petar Musa,CRO,FW,Benfica,24,1998,7.4,0.95,5.14,2.03,39.5,5.14,2.03,0.18,0.47,11.9,0.00,0.00,0.00,0.95,0.95,0.18,0.00,0.00,https://fbref.com/en/players/4567a0b4/Petar-Musa,4567a0b4,Primeira Liga
360,Almoatasem Al Musrati,LBY,MF,Braga,26,1996,25.7,0.12,1.05,0.39,37.0,1.05,0.39,0.11,0.30,18.5,0.00,0.00,0.00,0.06,0.06,0.06,0.06,0.06,https://fbref.com/en/players/cd6a1a59/Almoatasem-Al-Musrati,cd6a1a59,Primeira Liga
361,Kosuke Nakamura,JPN,GK,Portimonense,27,1995,30.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/423daf87/Kosuke-Nakamura,423daf87,Primeira Liga
362,Rodrigo Nascimento,BRA,GK,Chaves,26,1996,4.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/8abb6799/Rodrigo-Nascimento,8abb6799,Primeira Liga
363,Léo Natel,BRA,FW,Casa Pia,25,1997,0.6,0.00,5.00,0.00,0.0,4.74,0.00,0.00,,14.7,0.00,0.00,0.00,0.50,0.50,0.08,-0.50,-0.50,https://fbref.com/en/players/cd8d04a2/Leo-Natel,cd8d04a2,Primeira Liga
364,Fran Navarro,ESP,FW,Gil Vicente FC,24,1998,33.7,0.50,2.64,1.28,48.3,2.64,1.28,0.16,0.33,12.8,0.00,0.09,0.18,0.62,0.48,0.18,-0.11,-0.06,https://fbref.com/en/players/02a5618e/Fran-Navarro,02a5618e,Primeira Liga
365,Flávio Nazinho,POR,DF,Sporting CP,19,2003,1.1,0.00,1.82,0.00,0.0,1.76,0.00,0.00,,14.3,0.00,0.00,0.00,0.09,0.09,0.07,-0.09,-0.09,https://fbref.com/en/players/e7281ea9/Flavio-Nazinho,e7281ea9,Primeira Liga
366,Mor Ndiaye,SEN,MF,Estoril,21,2000,15.6,0.00,0.77,0.19,25.0,0.77,0.19,0.00,0.00,18.2,0.00,0.00,0.00,0.05,0.05,0.07,-0.05,-0.05,https://fbref.com/en/players/936ac844/Mor-Ndiaye,936ac844,Primeira Liga
367,Cher Ndour,ITA,MF,Benfica,18,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,https://fbref.com/en/players/3b88609d/Cher-Ndour,3b88609d,Primeira Liga
368,Christian Neiva Afonso,POR,DF,Vizela,27,1994,24.7,0.04,0.81,0.16,20.0,0.81,0.16,0.05,0.25,19.6,0.00,0.00,0.00,0.05,0.05,0.06,-0.01,-0.01,https://fbref.com/en/players/b3ec13e0/Christian-Neiva-Afonso,b3ec13e0,Primeira Liga
369,Nelson,ANG,"FW,MF",Vitória,24,1998,12.9,0.23,1.94,0.78,40.0,1.94,0.78,0.12,0.30,19.7,0.00,0.00,0.00,0.13,0.13,0.07,0.10,0.10,https://fbref.com/en/players/fb527299/Nelson,fb527299,Primeira Liga
370,David Neres,BRA,"FW,MF",Benfica,25,1997,21.8,0.28,2.29,0.87,38.0,2.30,0.87,0.12,0.32,17.8,0.05,0.00,0.00,0.25,0.25,0.11,0.03,0.03,https://fbref.com/en/players/4f1e6a0b/David-Neres,4f1e6a0b,Primeira Liga
371,Neto,BRA,MF,Casa Pia,30,1991,17.0,0.12,0.82,0.24,28.6,0.82,0.23,0.14,0.50,27.9,0.18,0.00,0.00,0.04,0.04,0.05,0.08,0.08,https://fbref.com/en/players/ad5f543d/Neto,ad5f543d,Primeira Liga
372,Luís Neto,POR,DF,Sporting CP,34,1988,3.0,0.00,0.33,0.00,0.0,0.33,0.00,0.00,,10.3,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,https://fbref.com/en/players/953597a1/Luis-Neto,953597a1,Primeira Liga
373,João Neves,POR,"MF,FW",Benfica,17,2004,6.8,0.15,1.91,0.59,30.8,1.91,0.59,0.08,0.25,17.1,0.00,0.00,0.00,0.26,0.26,0.15,-0.12,-0.12,https://fbref.com/en/players/c2a15a27/Joao-Neves,c2a15a27,Primeira Liga
374,Sikou Niakaté,MLI,DF,Braga,23,1999,23.6,0.13,0.42,0.17,40.0,0.42,0.17,0.30,0.75,12.5,0.00,0.00,0.00,0.03,0.03,0.07,0.10,0.10,https://fbref.com/en/players/8eef18aa/Sikou-Niakate,8eef18aa,Primeira Liga
375,Yusupha Njie,GAM,FW,Boavista,28,1994,23.6,0.55,3.01,1.02,33.8,3.01,1.02,0.17,0.50,15.8,0.04,0.04,0.13,0.56,0.45,0.16,-0.00,0.06,https://fbref.com/en/players/51f22984/Yusupha-Njie,51f22984,Primeira Liga
376,Miguel Nóbrega,POR,DF,Rio Ave,22,2000,6.2,0.00,0.48,0.32,66.7,0.48,0.32,0.00,0.00,15.5,0.00,0.00,0.00,0.03,0.03,0.05,-0.03,-0.03,https://fbref.com/en/players/9cc33204/Miguel-Nobrega,9cc33204,Primeira Liga
377,Gonçalo Nogueira,POR,MF,Vitória,18,2003,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/0256640c/Goncalo-Nogueira,0256640c,Primeira Liga
378,Ygor Nogueira,BRA,DF,Santa Clara,27,1995,11.3,0.09,0.97,0.35,36.4,0.97,0.35,0.09,0.25,9.5,0.00,0.00,0.00,0.11,0.11,0.11,-0.02,-0.02,https://fbref.com/en/players/38466ef3/Ygor-Nogueira,38466ef3,Primeira Liga
379,Nonoca,BRA,MF,Portimonense,24,1998,6.3,0.00,0.95,0.32,33.3,0.95,0.32,0.00,0.00,20.8,0.00,0.00,0.00,0.05,0.05,0.05,-0.05,-0.05,https://fbref.com/en/players/06c062d4/Nonoca,06c062d4,Primeira Liga
380,Arsénio Martins Lafuente Nunes,POR,"FW,MF",Arouca,32,1989,10.8,0.00,0.93,0.28,30.0,0.92,0.28,0.00,0.00,20.9,0.00,0.00,0.00,0.06,0.06,0.06,-0.06,-0.06,https://fbref.com/en/players/50e148af/Arsenio-Martins-Lafuente-Nunes,50e148af,Primeira Liga
381,João Nunes,POR,DF,Casa Pia,26,1995,18.3,0.05,0.44,0.33,75.0,0.44,0.33,0.13,0.17,10.8,0.00,0.00,0.00,0.03,0.03,0.07,0.02,0.02,https://fbref.com/en/players/d376bf8a/Joao-Nunes,d376bf8a,Primeira Liga
382,Matheus Nunes,POR,MF,Sporting CP,23,1998,2.0,0.50,1.00,0.50,50.0,1.00,0.50,0.50,1.00,32.3,0.00,0.00,0.00,0.00,0.00,0.02,0.50,0.50,https://fbref.com/en/players/e6af02e0/Matheus-Nunes,e6af02e0,Primeira Liga
383,Nwankwo Obiora,NGA,MF,Chaves,31,1991,6.9,0.14,0.72,0.14,20.0,0.73,0.15,0.20,1.00,15.3,0.00,0.00,0.00,0.07,0.07,0.11,0.07,0.07,https://fbref.com/en/players/284b5f0d/Nwankwo-Obiora,284b5f0d,Primeira Liga
384,Ryoya Ogawa,JPN,"DF,MF",Vitória,25,1996,2.3,0.00,0.43,0.00,0.0,0.43,0.00,0.00,,19.4,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,https://fbref.com/en/players/22ef9912/Ryoya-Ogawa,22ef9912,Primeira Liga
385,Hugo Oliveira,POR,DF,Vizela,20,2002,0.1,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/1d7cc2a1/Hugo-Oliveira,1d7cc2a1,Primeira Liga
386,José Oliveira,POR,GK,Paços,20,2002,3.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/7169c8d3/Jose-Oliveira,7169c8d3,Primeira Liga
387,Paulo Oliveira,POR,DF,Braga,30,1992,16.4,0.00,0.24,0.12,50.0,0.24,0.12,0.00,0.00,9.8,0.00,0.00,0.00,0.02,0.02,0.08,-0.02,-0.02,https://fbref.com/en/players/a8fbae1d/Paulo-Oliveira,a8fbae1d,Primeira Liga
388,Rúben Alexandre Gomes Oliveira,POR,MF,Santa Clara,27,1994,0.2,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/0677feec/Ruben-Alexandre-Gomes-Oliveira,0677feec,Primeira Liga
389,Bruno Onyemaechi,NGA,DF,Boavista,23,1999,28.1,0.04,0.78,0.18,22.7,0.78,0.18,0.05,0.20,24.8,0.00,0.00,0.00,0.05,0.05,0.06,-0.01,-0.01,https://fbref.com/en/players/0006e160/Bruno-Onyemaechi,0006e160,Primeira Liga
390,Monsuru Opeyemi,NGA,FW,Vizela,18,2003,0.5,0.00,2.00,2.00,100.0,2.00,2.00,0.00,0.00,13.5,0.00,0.00,0.00,0.20,0.20,0.12,-0.20,-0.20,https://fbref.com/en/players/85da8165/Monsuru-Opeyemi,85da8165,Primeira Liga
391,Jerome Opoku,GHA,DF,Arouca,23,1998,21.3,0.00,0.14,0.05,33.3,0.14,0.05,0.00,0.00,27.9,0.00,0.00,0.00,0.01,0.01,0.07,-0.01,-0.01,https://fbref.com/en/players/091d6ee5/Jerome-Opoku,091d6ee5,Primeira Liga
392,Pedro Ortiz,ESP,MF,Vizela,21,2000,5.3,0.00,0.38,0.00,0.0,0.37,0.00,0.00,,15.1,0.00,0.00,0.00,0.02,0.02,0.05,-0.02,-0.02,https://fbref.com/en/players/f9358b61/Pedro-Ortiz,f9358b61,Primeira Liga
393,Milutin Osmajić,MNE,FW,Vizela,23,1999,22.7,0.35,2.03,0.97,47.8,2.03,0.97,0.17,0.36,15.4,0.00,0.00,0.04,0.41,0.37,0.18,-0.05,-0.02,https://fbref.com/en/players/375ed9d7/Milutin-Osmajic,375ed9d7,Primeira Liga
394,Nicolás Otamendi,ARG,DF,Benfica,34,1988,30.8,0.03,1.01,0.29,29.0,1.01,0.29,0.03,0.11,10.0,0.00,0.00,0.00,0.07,0.07,0.08,-0.04,-0.04,https://fbref.com/en/players/0d267745/Nicolas-Otamendi,0d267745,Primeira Liga
395,Otávio,POR,MF,Porto,27,1995,25.2,0.20,1.47,0.48,32.4,1.47,0.48,0.14,0.42,17.7,0.08,0.00,0.04,0.17,0.14,0.10,0.02,0.06,https://fbref.com/en/players/28b1f3ce/Otavio,28b1f3ce,Primeira Liga
396,João Othavio Basso,BRA,DF,Arouca,25,1997,31.6,0.09,0.35,0.06,18.2,0.35,0.06,0.09,0.50,14.8,0.00,0.06,0.09,0.11,0.04,0.11,-0.02,-0.01,https://fbref.com/en/players/86c79c42/Joao-Othavio-Basso,86c79c42,Primeira Liga
397,Amine Oudrhiri,MAR,MF,Rio Ave,29,1992,8.7,0.00,0.23,0.00,0.0,0.23,0.00,0.00,,22.2,0.00,0.00,0.00,0.01,0.01,0.05,-0.01,-0.01,https://fbref.com/en/players/49c9c79a/Amine-Oudrhiri,49c9c79a,Primeira Liga
398,Pablo,BRA,FW,Famalicão,18,2004,7.9,0.25,1.90,0.38,20.0,1.91,0.38,0.13,0.67,14.6,0.00,0.00,0.00,0.23,0.23,0.12,0.03,0.03,https://fbref.com/en/players/866ba412/Pablo,866ba412,Primeira Liga
399,Lucas Paes,BRA,GK,Casa Pia,24,1997,2.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/ff9bd7eb/Lucas-Paes,ff9bd7eb,Primeira Liga
400,Renato Pantalon,CRO,DF,Rio Ave,24,1997,19.9,0.05,0.25,0.10,40.0,0.25,0.10,0.20,0.50,9.3,0.00,0.00,0.00,0.03,0.03,0.10,0.03,0.03,https://fbref.com/en/players/802fee45/Renato-Pantalon,802fee45,Primeira Liga
401,David Pastor,BRA,MF,Portimonense,22,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,https://fbref.com/en/players/e3510f7e/David-Pastor,e3510f7e,Primeira Liga
402,Patrick,CPV,"FW,MF",Chaves,28,1993,0.6,0.00,3.33,0.00,0.0,3.16,0.00,0.00,,16.7,0.00,0.00,0.00,0.17,0.17,0.03,-0.17,-0.17,https://fbref.com/en/players/867b60b4/Patrick,867b60b4,Primeira Liga
403,Patrick,BRA,DF,Rio Ave,25,1997,21.1,0.09,0.90,0.09,10.5,0.90,0.09,0.11,1.00,19.3,0.09,0.00,0.00,0.06,0.06,0.07,0.03,0.03,https://fbref.com/en/players/e857a755/Patrick,e857a755,Primeira Liga
404,Paulinho,POR,FW,Sporting CP,29,1992,15.1,0.33,2.91,1.06,36.4,2.91,1.06,0.11,0.31,11.7,0.00,0.00,0.00,0.54,0.54,0.19,-0.21,-0.21,https://fbref.com/en/players/a62c16d0/Paulinho,a62c16d0,Primeira Liga
405,Pedrão,BRA,DF,Portimonense,25,1997,28.7,0.07,0.77,0.21,27.3,0.77,0.21,0.09,0.33,13.3,0.00,0.00,0.00,0.09,0.09,0.12,-0.02,-0.02,https://fbref.com/en/players/5eca05bc/Pedrao,5eca05bc,Primeira Liga
406,João Pedro,POR,MF,Chaves,29,1993,6.6,0.00,0.30,0.00,0.0,0.30,0.00,0.00,,23.9,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,https://fbref.com/en/players/c51a704e/Joao-Pedro,c51a704e,Primeira Liga
407,Pelé,GNB,MF,Famalicão,30,1991,6.8,0.00,0.29,0.00,0.0,0.29,0.00,0.00,,24.0,0.00,0.00,0.00,0.01,0.01,0.06,-0.01,-0.01,https://fbref.com/en/players/743fdcd3/Pele,743fdcd3,Primeira Liga
408,Alexandre Penetra,POR,DF,Famalicão,20,2001,27.9,0.07,0.68,0.14,21.1,0.68,0.14,0.11,0.50,16.0,0.00,0.00,0.00,0.04,0.04,0.06,0.03,0.03,https://fbref.com/en/players/df4b73f0/Alexandre-Penetra,df4b73f0,Primeira Liga
409,Pepe,POR,DF,Porto,39,1983,21.8,0.00,0.32,0.09,28.6,0.32,0.09,0.00,0.00,16.0,0.00,0.00,0.00,0.01,0.01,0.04,-0.01,-0.01,https://fbref.com/en/players/c906ce0f/Pepe,c906ce0f,Primeira Liga
410,Pepê,BRA,"MF,DF",Porto,25,1997,29.4,0.14,1.16,0.27,23.5,1.16,0.27,0.12,0.50,20.2,0.00,0.00,0.00,0.17,0.17,0.15,-0.04,-0.04,https://fbref.com/en/players/fc4e7637/Pepe,fc4e7637,Primeira Liga
411,André Pereira,POR,FW,Rio Ave,27,1995,11.1,0.09,1.80,0.45,25.0,1.80,0.45,0.00,0.00,18.5,0.00,0.09,0.18,0.34,0.21,0.11,-0.25,-0.21,https://fbref.com/en/players/4515f00d/Andre-Pereira,4515f00d,Primeira Liga
412,Gabriel Pereira,BRA,DF,Gil Vicente FC,22,2000,4.6,0.00,0.43,0.00,0.0,0.43,0.00,0.00,,11.4,0.00,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,https://fbref.com/en/players/94ff9075/Gabriel-Pereira,94ff9075,Primeira Liga
413,Marco André Rocha Pereira,POR,GK,Santa Clara,35,1987,8.0,0.00,0.00,0.00,,0.00,0.00,,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,https://fbref.com/en/players/5cd73451/Marco-Andre-Rocha-Pereira,5cd73451,Primeira Liga
414,Matheus Pereira,BRA,DF,Vizela,21,2000,9.0,0.11,0.22,0.11,50.0,0.22,0.11,0.50,1.00,17.3,0.00,0.00,0.00,0.02,0.02,0.10,0.09,0.09,https://fbref.com/en/players/ac903694/Matheus-Pereira,ac903694,Primeira Liga
415,Sebastián Pérez Cardona,COL,MF,Boavista,29,1993,27.3,0.11,0.48,0.26,53.8,0.48,0.26,0.23,0.43,20.9,0.00,0.00,0.00,0.04,0.04,0.09,0.07,0.07,https://fbref.com/en/players/42a833ab/Sebastian-Perez-Cardona,42a833ab,Primeira Liga
