Rk,Player,Nation,Pos,Squad,Age,Born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Player Link_,Player ID_,Competition
97,Diogo Costa,POR,GK,Porto,24-111,1999,16.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.63,0.13,https://fbref.com/en/players/93fffbcf/Diogo-Costa,93fffbcf,Primeira Liga
98,Gonçalo Costa,POR,"DF,MF",Portimonense,23-324,2000,11.6,2.67,1.55,1.29,1.12,0.26,1.38,2.24,61.5,0.86,1.21,0.17,1.03,1.12,3.79,2.07,0.00,https://fbref.com/en/players/c1edb1d4/Goncalo-Costa,c1edb1d4,Primeira Liga
99,Michel Costa,BRA,MF,Estoril,22-019,2001,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/907aafc4/Michel-Costa,907aafc4,Primeira Liga
100,Murilo Costa,BRA,FW,Gil Vicente FC,29-069,1994,9.1,1.21,0.77,0.66,0.55,0.00,0.55,0.99,55.6,0.44,0.44,0.00,0.44,0.22,1.43,0.33,0.00,https://fbref.com/en/players/85733f33/Murilo-Costa,85733f33,Primeira Liga
101,Rui Costa,POR,"FW,MF",Farense,27-322,1996,6.7,0.45,0.30,0.30,0.15,0.00,0.45,0.75,60.0,0.30,0.75,0.15,0.60,0.00,0.45,0.30,0.00,https://fbref.com/en/players/ee43adcd/Rui-Costa,ee43adcd,Primeira Liga
102,Tomás Costa Silva,POR,DF,Vizela,24-085,1999,14.5,3.10,2.21,1.79,0.97,0.34,2.00,2.76,72.5,0.76,1.17,0.28,0.90,1.31,4.41,2.83,0.00,https://fbref.com/en/players/4cf7d718/Tomas-Costa-Silva,4cf7d718,Primeira Liga
103,Costinha,POR,"MF,DF",Rio Ave,23-288,2000,16.0,2.44,1.69,0.81,1.19,0.44,1.06,2.25,47.2,1.19,2.31,0.38,1.94,1.00,3.44,2.06,0.06,https://fbref.com/en/players/80bc5e71/Costinha,80bc5e71,Primeira Liga
104,Sandro Cruz,POR,"DF,MF",Chaves,22-241,2001,9.6,1.56,0.94,1.04,0.52,0.00,0.94,1.67,56.3,0.73,1.35,0.31,1.04,1.35,2.92,4.38,0.10,https://fbref.com/en/players/e9543ec7/Sandro-Cruz,e9543ec7,Primeira Liga
105,Ignacio De Arruabarrena,URU,GK,Arouca,26-357,1997,16.0,0.13,0.06,0.13,0.00,0.00,0.13,0.25,50.0,0.13,0.00,0.00,0.00,0.00,0.13,0.88,0.13,https://fbref.com/en/players/4b8cb65b/Ignacio-De-Arruabarrena,4b8cb65b,Primeira Liga
106,Fran Delgado,ESP,DF,Farense,22-181,2001,3.1,1.61,0.65,0.97,0.32,0.32,0.97,1.29,75.0,0.32,1.29,0.32,0.97,0.65,2.26,1.61,0.00,https://fbref.com/en/players/e7d2a50b/Fran-Delgado,e7d2a50b,Primeira Liga
107,Dener,BRA,MF,Portimonense,31-301,1992,11.7,2.39,1.37,1.28,1.03,0.09,0.94,2.39,39.3,1.45,0.85,0.17,0.68,1.11,3.50,2.74,0.00,https://fbref.com/en/players/3b570c74/Dener,3b570c74,Primeira Liga
108,Depú,ANG,FW,Gil Vicente FC,24-000,2000,4.1,0.49,0.49,0.00,0.24,0.24,0.00,0.49,0.0,0.49,0.24,0.00,0.24,0.49,0.98,0.49,0.00,https://fbref.com/en/players/0ca4fdab/Depu,0ca4fdab,Primeira Liga
109,Ángel Di María,ARG,FW,Benfica,35-328,1988,11.4,0.44,0.18,0.26,0.18,0.00,0.18,1.05,16.7,0.88,0.88,0.00,0.88,0.53,0.96,0.09,0.09,https://fbref.com/en/players/19cda00b/Angel-Di-Maria,19cda00b,Primeira Liga
110,Tiago Dias,POR,"MF,FW",Casa Pia,25-249,1998,4.5,0.67,0.67,0.44,0.00,0.22,0.44,1.33,33.3,0.89,1.56,0.22,1.33,0.44,1.11,0.44,0.00,https://fbref.com/en/players/b2f12baf/Tiago-Dias,b2f12baf,Primeira Liga
111,Vinicius Dias,BRA,GK,Gil Vicente FC,26-203,1997,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,https://fbref.com/en/players/1d33ef3f/Vinicius-Dias,1d33ef3f,Primeira Liga
112,Ousmane Diomande,CIV,DF,Sporting CP,20-035,2003,14.4,1.53,0.97,0.76,0.63,0.14,0.69,0.83,83.3,0.14,0.42,0.14,0.28,0.42,1.94,2.08,0.07,https://fbref.com/en/players/394be156/Ousmane-Diomande,394be156,Primeira Liga
113,Álvaro djaló,ESP,"FW,MF",Braga,24-145,1999,10.2,1.08,0.69,0.29,0.39,0.39,0.59,2.06,28.6,1.47,0.39,0.10,0.29,1.27,2.35,0.98,0.00,https://fbref.com/en/players/45c29ae7/Alvaro-djalo,45c29ae7,Primeira Liga
114,Mihai Dobre,ROU,"FW,MF",Famalicão,25-131,1998,3.2,0.94,0.63,0.63,0.00,0.31,0.31,3.13,10.0,2.81,0.94,0.00,0.94,0.31,1.25,0.94,0.00,https://fbref.com/en/players/a1f3f5a0/Mihai-Dobre,a1f3f5a0,Primeira Liga
115,Maxime Dominguez,SUI,"MF,FW",Gil Vicente FC,27-341,1996,13.7,1.90,0.95,0.88,1.02,0.00,1.17,2.99,39.0,1.82,2.34,0.22,2.12,1.31,3.21,0.36,0.00,https://fbref.com/en/players/1fe2c2e0/Maxime-Dominguez,1fe2c2e0,Primeira Liga
116,Bruno Duarte,BRA,FW,Farense,27-290,1996,12.0,0.42,0.17,0.08,0.17,0.17,0.25,1.17,21.4,0.92,1.17,0.33,0.83,0.42,0.83,1.08,0.00,https://fbref.com/en/players/d9b89391/Bruno-Duarte,d9b89391,Primeira Liga
117,Jorge Eduardo Sánchez,MEX,DF,Porto,26-029,1997,3.9,2.82,1.54,2.05,0.26,0.51,2.56,4.62,55.6,2.05,0.26,0.00,0.26,1.03,3.85,1.54,0.00,https://fbref.com/en/players/c8d1c3a5/Jorge-Eduardo-Sanchez,c8d1c3a5,Primeira Liga
118,Marcus Edwards,ENG,"FW,MF",Sporting CP,25-036,1998,11.7,0.60,0.43,0.09,0.43,0.09,0.09,0.68,12.5,0.60,0.43,0.00,0.43,0.43,1.03,0.17,0.00,https://fbref.com/en/players/57760e66/Marcus-Edwards,57760e66,Primeira Liga
119,João Escoval,POR,DF,Vizela,26-245,1997,6.4,1.88,0.63,1.56,0.16,0.16,1.09,1.41,77.8,0.31,0.94,0.47,0.47,1.56,3.44,2.97,0.00,https://fbref.com/en/players/37736209/Joao-Escoval,37736209,Primeira Liga
120,Ricardo Esgaio,POR,"MF,DF",Sporting CP,30-237,1993,9.0,2.56,1.44,1.33,1.00,0.22,1.33,2.33,57.1,1.00,0.89,0.11,0.78,0.33,2.89,2.44,0.00,https://fbref.com/en/players/12dcbdcc/Ricardo-Esgaio,12dcbdcc,Primeira Liga
121,Tiago Esgaio,POR,DF,Arouca,28-160,1995,12.5,2.64,1.44,1.76,0.80,0.08,1.84,2.56,71.9,0.72,1.04,0.32,0.72,1.04,3.68,2.40,0.00,https://fbref.com/en/players/9c14a96b/Tiago-Esgaio,9c14a96b,Primeira Liga
122,Samuel Essende,FRA,FW,Vizela,25-350,1998,15.6,0.38,0.32,0.06,0.13,0.19,0.13,0.26,50.0,0.13,0.77,0.32,0.45,0.13,0.51,0.51,0.00,https://fbref.com/en/players/821550ce/Samuel-Essende,821550ce,Primeira Liga
123,Dario Essugo,POR,MF,Sporting CP,18-300,2005,0.2,10.0,10.0,0.00,10.0,0.00,5.00,5.00,100.0,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,https://fbref.com/en/players/1e4319ac/Dario-Essugo,1e4319ac,Primeira Liga
124,Paulo Estrela Moreira,POR,"MF,FW",Portimonense,24-322,1999,4.3,2.56,0.93,0.70,1.63,0.23,0.70,2.56,27.3,1.86,2.09,0.23,1.86,1.40,3.95,2.09,0.00,https://fbref.com/en/players/edf2b497/Paulo-Estrela-Moreira,edf2b497,Primeira Liga
125,Stephen Eustáquio,CAN,MF,Porto,27-018,1996,13.8,2.39,1.59,1.01,1.09,0.29,1.23,2.17,56.7,0.94,1.59,0.36,1.23,1.09,3.48,1.30,0.00,https://fbref.com/en/players/577efaec/Stephen-Eustaquio,577efaec,Primeira Liga
126,Evanilson,BRA,FW,Porto,24-094,1999,8.0,0.63,0.25,0.00,0.00,0.63,0.25,0.50,50.0,0.25,0.50,0.13,0.38,0.13,0.75,0.50,0.00,https://fbref.com/en/players/6f3cc2fe/Evanilson,6f3cc2fe,Primeira Liga
127,Fabiano,BRA,DF,Moreirense,23-300,2000,11.9,1.43,0.76,0.84,0.25,0.34,0.92,1.26,73.3,0.34,0.67,0.17,0.50,1.01,2.44,2.86,0.08,https://fbref.com/en/players/f5e7fdf9/Fabiano,f5e7fdf9,Primeira Liga
128,Claudio Falcão,BRA,MF,Farense,29-189,1994,15.2,2.63,1.51,0.92,1.71,0.00,0.99,2.50,39.5,1.51,2.11,0.86,1.25,1.97,4.61,4.21,0.00,https://fbref.com/en/players/56077210/Claudio-Falcao,56077210,Primeira Liga
129,Jean Felipe,BRA,"DF,MF",Estrela,29-296,1994,8.9,1.80,1.24,0.67,1.01,0.11,1.24,2.02,61.1,0.79,0.90,0.00,0.90,0.56,2.36,1.69,0.00,https://fbref.com/en/players/22d5feeb/Jean-Felipe,22d5feeb,Primeira Liga
130,Volnei Feltes,BRA,DF,Estoril,23-268,2000,9.8,1.22,0.92,0.41,0.82,0.00,0.51,1.94,26.3,1.43,1.53,0.92,0.61,1.53,2.76,4.39,0.20,https://fbref.com/en/players/b48349d9/Volnei-Feltes,b48349d9,Primeira Liga
131,Jorge Filipe Oliveira Fernandes,POR,DF,Vitória,26-281,1997,16.0,1.63,1.25,0.94,0.69,0.00,1.25,2.31,54.1,1.06,1.44,0.50,0.94,0.63,2.25,4.44,0.00,https://fbref.com/en/players/a17ef4d1/Jorge-Filipe-Oliveira-Fernandes,a17ef4d1,Primeira Liga
132,Mateus Fernandes,POR,MF,Estoril,19-182,2004,9.4,3.40,1.91,0.85,2.13,0.43,2.02,3.72,54.3,1.70,1.91,0.32,1.60,1.28,4.68,0.85,0.11,https://fbref.com/en/players/ef491564/Mateus-Fernandes,ef491564,Primeira Liga
133,Mateus Fernandes,POR,FW,Sporting CP,19-182,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,https://fbref.com/en/players/ef491564/Mateus-Fernandes,ef491564,Primeira Liga
134,Rafael Fernandes,POR,DF,Arouca,21-194,2002,7.4,1.22,0.81,0.95,0.27,0.00,0.68,0.68,100.0,0.00,0.68,0.54,0.14,1.08,2.30,4.05,0.00,https://fbref.com/en/players/dbc1e5d8/Rafael-Fernandes,dbc1e5d8,Primeira Liga
135,Roger Fernandes,GNB,"DF,FW",Braga,18-048,2005,0.7,4.29,4.29,0.00,4.29,0.00,2.86,4.29,66.7,1.43,1.43,0.00,1.43,0.00,4.29,1.43,0.00,https://fbref.com/en/players/de8f6250/Roger-Fernandes,de8f6250,Primeira Liga
136,Rúben Fernandes,POR,DF,Gil Vicente FC,37-247,1986,16.0,0.56,0.25,0.44,0.13,0.00,0.38,0.94,40.0,0.56,1.13,0.69,0.44,1.50,2.06,4.25,0.06,https://fbref.com/en/players/c6bdf383/Ruben-Fernandes,c6bdf383,Primeira Liga
137,Vasco Fernandes,POR,DF,Casa Pia,37-057,1986,10.0,0.80,0.50,0.70,0.10,0.00,0.50,0.90,55.6,0.40,1.30,0.60,0.70,1.00,1.80,2.90,0.00,https://fbref.com/en/players/4a0a3759/Vasco-Fernandes,4a0a3759,Primeira Liga
138,Fernando,BRA,FW,Casa Pia,31-000,1993,4.2,2.14,1.43,0.71,0.71,0.71,0.71,1.67,42.9,0.95,0.95,0.00,0.95,0.00,2.14,0.24,0.00,https://fbref.com/en/players/ccd88b8e/Fernando,ccd88b8e,Primeira Liga
139,Filipe Ferreira,POR,DF,Boavista,33-103,1990,7.3,1.10,0.96,0.68,0.41,0.00,0.68,1.10,62.5,0.41,1.10,0.41,0.68,0.82,1.92,2.60,0.14,https://fbref.com/en/players/12f1293b/Filipe-Ferreira,12f1293b,Primeira Liga
140,Marcelo dos Santos Ferreira,BRA,DF,Moreirense,34-165,1989,15.0,1.47,0.80,1.27,0.20,0.00,0.80,1.07,75.0,0.27,1.87,1.33,0.53,1.20,2.67,5.00,0.00,https://fbref.com/en/players/15a5e48c/Marcelo-dos-Santos-Ferreira,15a5e48c,Primeira Liga
141,Vitó Ferreira,POR,MF,Estrela,26-112,1997,6.4,1.88,1.09,0.78,1.09,0.00,1.09,3.75,29.2,2.66,0.94,0.00,0.94,0.63,2.50,1.41,0.00,https://fbref.com/en/players/74e6abb9/Vito-Ferreira,74e6abb9,Primeira Liga
142,Tiago Fonseca Morais,POR,FW,Boavista,20-127,2003,12.4,1.69,1.21,1.13,0.40,0.16,0.97,2.74,35.3,1.77,1.45,0.00,1.45,0.65,2.34,0.48,0.00,https://fbref.com/en/players/a951ca82/Tiago-Fonseca-Morais,a951ca82,Primeira Liga
143,Théo Fonseca,FRA,FW,Famalicão,23-211,2000,4.0,1.50,0.50,0.50,0.50,0.50,0.25,0.75,33.3,0.50,0.75,0.25,0.50,1.25,2.75,1.00,0.00,https://fbref.com/en/players/227e37eb/Theo-Fonseca,227e37eb,Primeira Liga
144,José Fonte,POR,DF,Braga,40-017,1983,10.9,0.46,0.18,0.28,0.18,0.00,0.18,0.37,50.0,0.18,0.92,0.64,0.28,0.92,1.38,4.59,0.00,https://fbref.com/en/players/90f87966/Jose-Fonte,90f87966,Primeira Liga
145,Hernâni Fortes,POR,FW,Rio Ave,32-141,1991,3.8,0.00,0.00,0.00,0.00,0.00,0.00,1.05,0.0,1.05,0.26,0.26,0.00,0.26,0.26,0.26,0.00,https://fbref.com/en/players/2327c29e/Hernani-Fortes,2327c29e,Primeira Liga
146,André Franco,POR,"MF,FW",Porto,25-271,1998,4.8,1.25,1.04,0.63,0.63,0.00,0.83,2.29,36.4,1.46,0.21,0.00,0.21,0.83,2.08,1.04,0.00,https://fbref.com/en/players/86df4d6b/Andre-Franco,86df4d6b,Primeira Liga
147,Gonçalo Franco,POR,MF,Moreirense,23-052,2000,13.0,2.46,1.69,1.15,1.08,0.23,0.85,2.69,31.4,1.85,1.77,0.15,1.62,2.31,4.77,1.46,0.00,https://fbref.com/en/players/9029d5f2/Goncalo-Franco,9029d5f2,Primeira Liga
148,Afonso freitas,POR,"DF,MF",Vitória,23-276,2000,6.0,2.00,1.17,1.00,0.50,0.50,1.00,1.67,60.0,0.67,0.50,0.00,0.50,0.33,2.33,1.33,0.00,https://fbref.com/en/players/f332f667/Afonso-freitas,f332f667,Primeira Liga
149,Iván Fresneda,ESP,MF,Sporting CP,19-102,2004,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,10.0,0.00,10.0,0.00,0.00,0.00,0.00,https://fbref.com/en/players/29d0f2ac/Ivan-Fresneda,29d0f2ac,Primeira Liga
150,Godfried Frimpong,NED,DF,Moreirense,24-171,1999,5.8,1.38,0.69,1.21,0.00,0.17,0.86,1.38,62.5,0.52,1.21,0.69,0.52,1.38,2.76,4.14,0.00,https://fbref.com/en/players/fb5f19d5/Godfried-Frimpong,fb5f19d5,Primeira Liga
151,Kanya Fujimoto,JPN,MF,Gil Vicente FC,24-191,1999,10.4,1.25,0.77,0.38,0.48,0.38,0.29,0.67,42.9,0.38,1.25,0.10,1.15,0.58,1.83,0.19,0.00,https://fbref.com/en/players/be040b84/Kanya-Fujimoto,be040b84,Primeira Liga
152,Galeno,BRA,"MF,DF",Porto,26-078,1997,10.4,1.15,0.77,0.67,0.29,0.19,0.29,1.15,25.0,0.87,1.15,0.19,0.96,0.67,1.83,1.06,0.00,https://fbref.com/en/players/5b3d1a7a/Galeno,5b3d1a7a,Primeira Liga
153,Nino Galović,CRO,DF,Arouca,31-186,1992,12.8,0.63,0.47,0.31,0.16,0.16,0.39,0.94,41.7,0.55,0.55,0.39,0.16,0.94,1.56,4.61,0.00,https://fbref.com/en/players/d280923b/Nino-Galovic,d280923b,Primeira Liga
154,Gaspar,ANG,DF,Estrela,26-103,1997,13.5,1.63,1.19,1.11,0.44,0.07,1.04,1.63,63.6,0.59,1.56,0.89,0.67,1.48,3.11,6.37,0.07,https://fbref.com/en/players/34e4dc3b/Gaspar,34e4dc3b,Primeira Liga
155,Bruno Gaspar,ANG,"MF,DF",Vitória,30-262,1993,9.5,1.37,0.63,0.95,0.21,0.21,0.63,0.95,66.7,0.32,1.37,0.21,1.16,0.74,2.11,0.95,0.00,https://fbref.com/en/players/55ae91f0/Bruno-Gaspar,55ae91f0,Primeira Liga
156,Mory Gbane,CIV,MF,Gil Vicente FC,23-014,2000,5.9,3.05,1.86,1.53,0.85,0.68,1.36,1.86,72.7,0.51,1.02,0.51,0.51,1.69,4.75,2.20,0.00,https://fbref.com/en/players/ab8b392c/Mory-Gbane,ab8b392c,Primeira Liga
157,André Geraldes,POR,"MF,DF",Casa Pia,32-251,1991,4.0,1.00,0.50,1.00,0.00,0.00,0.50,0.50,100.0,0.00,1.00,0.00,1.00,0.00,1.00,2.50,0.00,https://fbref.com/en/players/35389469/Andre-Geraldes,35389469,Primeira Liga
158,Saviour Godwin,NGA,"FW,MF",Casa Pia,27-139,1996,3.8,1.32,0.79,0.79,0.26,0.26,0.00,0.26,0.0,0.26,1.84,0.00,1.84,1.05,2.37,0.00,0.00,https://fbref.com/en/players/f963e678/Saviour-Godwin,f963e678,Primeira Liga
159,Rodrigo Gomes,POR,"DF,MF",Estoril,20-185,2003,12.6,1.43,1.03,0.48,0.71,0.24,0.24,1.83,13.0,1.59,1.19,0.24,0.95,0.95,2.38,1.90,0.00,https://fbref.com/en/players/8dcf77c0/Rodrigo-Gomes,8dcf77c0,Primeira Liga
160,Vítor Gomes,POR,MF,Rio Ave,36-014,1987,1.9,1.58,1.05,0.53,1.05,0.00,1.05,1.58,66.7,0.53,2.63,0.53,2.11,0.00,1.58,1.05,0.00,https://fbref.com/en/players/6b8cd7dd/Vitor-Gomes,6b8cd7dd,Primeira Liga
161,Victor Gomez,ESP,DF,Braga,23-282,2000,10.9,1.56,0.92,0.64,0.64,0.28,1.10,2.20,50.0,1.10,0.92,0.09,0.83,1.28,2.84,2.57,0.00,https://fbref.com/en/players/b7de5bad/Victor-Gomez,b7de5bad,Primeira Liga
162,Nuno Gonçalo Moreira,POR,"FW,MF",Vizela,24-206,1999,9.9,1.31,0.81,0.61,0.61,0.10,0.40,1.31,30.8,0.91,1.41,0.20,1.21,1.01,2.32,0.81,0.10,https://fbref.com/en/players/c28df63c/Nuno-Goncalo-Moreira,c28df63c,Primeira Liga
163,João Gonçalves,POR,GK,Boavista,23-064,2000,16.0,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.0,0.13,0.00,0.00,0.00,0.00,0.00,0.44,0.13,https://fbref.com/en/players/8b8c0095/Joao-Goncalves,8b8c0095,Primeira Liga
164,Jota Gonçalves,POR,DF,Vizela,23-205,2000,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/f6f756b0/Jota-Goncalves,f6f756b0,Primeira Liga
165,Pedro Gonçalves,POR,"FW,MF",Sporting CP,25-194,1998,15.1,1.52,0.93,0.26,0.73,0.53,0.73,1.92,37.9,1.19,0.86,0.07,0.79,0.40,1.92,0.13,0.00,https://fbref.com/en/players/c275947b/Pedro-Goncalves,c275947b,Primeira Liga
166,Vítor Gonçalves,POR,MF,Farense,31-285,1992,5.2,1.35,0.77,0.19,0.58,0.58,0.38,0.58,66.7,0.19,1.54,0.38,1.15,0.77,2.12,2.31,0.00,https://fbref.com/en/players/c9df37bc/Vitor-Goncalves,c9df37bc,Primeira Liga
167,Cristo González,ESP,"FW,MF",Arouca,26-076,1997,13.8,0.58,0.36,0.07,0.22,0.29,0.36,1.23,29.4,0.87,0.36,0.00,0.36,0.29,0.87,0.36,0.00,https://fbref.com/en/players/896b5df2/Cristo-Gonzalez,896b5df2,Primeira Liga
168,Nicolás González,ESP,MF,Porto,22-005,2002,4.3,2.79,1.86,0.93,1.40,0.47,1.63,2.79,58.3,1.16,0.70,0.00,0.70,0.23,3.02,1.16,0.00,https://fbref.com/en/players/2c56a792/Nicolas-Gonzalez,2c56a792,Primeira Liga
169,Tiago Gouveia,POR,FW,Benfica,22-204,2001,0.8,1.25,1.25,0.00,1.25,0.00,1.25,1.25,100.0,0.00,0.00,0.00,0.00,0.00,1.25,0.00,0.00,https://fbref.com/en/players/68cf59f0/Tiago-Gouveia,68cf59f0,Primeira Liga
170,João Graça,POR,"MF,FW",Rio Ave,28-204,1995,5.2,3.08,1.73,0.77,1.35,0.96,1.35,3.85,35.0,2.50,0.38,0.19,0.19,0.96,4.04,0.77,0.00,https://fbref.com/en/players/6772c33e/Joao-Graca,6772c33e,Primeira Liga
171,Marko Grujić,SRB,MF,Porto,27-270,1996,2.2,5.00,4.09,2.27,2.73,0.00,4.09,4.55,90.0,0.45,1.36,0.45,0.91,1.82,6.82,1.36,0.00,https://fbref.com/en/players/8b8e759d/Marko-Grujic,8b8e759d,Primeira Liga
172,Gonçalo Guedes,POR,"FW,MF",Benfica,27-040,1996,1.4,0.71,0.00,0.00,0.71,0.00,0.71,2.14,33.3,1.43,0.00,0.00,0.00,0.71,1.43,0.00,0.00,https://fbref.com/en/players/e6bc67d7/Goncalo-Guedes,e6bc67d7,Primeira Liga
173,Guga,POR,"DF,MF",Portimonense,20-077,2003,8.8,2.73,1.36,1.82,0.80,0.11,1.48,3.07,48.1,1.59,1.25,0.57,0.68,0.80,3.52,1.36,0.00,https://fbref.com/en/players/72b9bb53/Guga,72b9bb53,Primeira Liga
174,Ricardo Guimarães,MOZ,MF,Chaves,28-055,1995,6.6,2.58,1.36,1.21,0.76,0.61,1.06,2.42,43.8,1.36,1.21,0.61,0.61,1.36,3.94,0.91,0.15,https://fbref.com/en/players/ebbc1dfb/Ricardo-Guimaraes,ebbc1dfb,Primeira Liga
175,Rafik Guitane,FRA,"FW,MF",Estoril,24-227,1999,15.4,0.45,0.19,0.06,0.26,0.13,0.06,0.71,9.1,0.65,0.78,0.06,0.71,0.39,0.84,0.13,0.00,https://fbref.com/en/players/7091324a/Rafik-Guitane,7091324a,Primeira Liga
176,Viktor Gyökeres,SWE,FW,Sporting CP,25-218,1998,14.9,0.54,0.34,0.13,0.27,0.13,0.13,0.20,66.7,0.07,0.60,0.00,0.60,0.13,0.67,0.74,0.00,https://fbref.com/en/players/4d5a9185/Viktor-Gyokeres,4d5a9185,Primeira Liga
177,Justin de Haas,NED,DF,Famalicão,23-341,2000,6.9,1.01,0.43,0.72,0.29,0.00,0.72,1.30,55.6,0.58,0.29,0.14,0.14,0.72,1.74,5.22,0.00,https://fbref.com/en/players/2aa27bb3/Justin-de-Haas,2aa27bb3,Primeira Liga
178,Tomás Händel,POR,MF,Vitória,23-042,2000,12.9,2.09,1.55,0.47,1.32,0.31,1.16,2.02,57.7,0.85,1.01,0.16,0.85,1.09,3.18,0.23,0.00,https://fbref.com/en/players/bbfb51ed/Tomas-Handel,bbfb51ed,Primeira Liga
179,Héctor,ESP,FW,Chaves,28-116,1995,15.2,0.26,0.20,0.07,0.07,0.13,0.07,0.26,25.0,0.20,0.72,0.20,0.53,0.26,0.53,0.59,0.00,https://fbref.com/en/players/6294bc9d/Hector,6294bc9d,Primeira Liga
180,Gustavo Henrique,BRA,FW,Estrela,24-251,1999,0.8,,1.25,,,,,,,,,,,0.00,,,,https://fbref.com/en/players/f068fed1/Gustavo-Henrique,f068fed1,Primeira Liga
181,Morten Hjulmand,DEN,MF,Sporting CP,24-197,1999,11.2,2.59,1.61,1.07,1.34,0.18,1.25,2.23,56.0,0.98,1.43,0.36,1.07,0.89,3.48,1.25,0.00,https://fbref.com/en/players/d4456fb3/Morten-Hjulmand,d4456fb3,Primeira Liga
182,Jordan Holsgrove,SCO,MF,Estoril,24-120,1999,12.7,2.28,1.89,0.71,1.34,0.24,1.02,1.73,59.1,0.71,0.87,0.55,0.31,1.18,3.46,1.50,0.16,https://fbref.com/en/players/8a6daac3/Jordan-Holsgrove,8a6daac3,Primeira Liga
183,André Horta,POR,MF,Braga,27-062,1996,5.8,1.55,1.03,0.17,0.69,0.69,1.03,2.07,50.0,1.03,1.90,0.17,1.72,0.17,1.72,0.86,0.00,https://fbref.com/en/players/951f1739/Andre-Horta,951f1739,Primeira Liga
184,Ricardo Horta,POR,"FW,MF",Braga,29-115,1994,13.6,0.88,0.51,0.22,0.51,0.15,0.22,1.54,14.3,1.32,0.81,0.00,0.81,0.51,1.40,0.37,0.00,https://fbref.com/en/players/6603fed7/Ricardo-Horta,6603fed7,Primeira Liga
185,André Inácio,BRA,"FW,MF",Estrela,21-319,2002,4.3,1.40,1.16,0.47,0.70,0.23,0.70,2.09,33.3,1.40,1.40,0.23,1.16,0.47,1.86,0.47,0.00,https://fbref.com/en/players/cc77d69c/Andre-Inacio,cc77d69c,Primeira Liga
186,Gonçalo Inácio,POR,DF,Sporting CP,22-136,2001,13.4,1.27,0.90,0.37,0.82,0.07,0.97,1.57,61.9,0.60,1.04,0.60,0.45,1.04,2.31,2.31,0.00,https://fbref.com/en/players/33651873/Goncalo-Inacio,33651873,Primeira Liga
187,Fabrício Isidoro,BRA,MF,Farense,31-345,1992,9.7,1.55,0.52,0.82,0.52,0.21,0.72,2.27,31.8,1.55,1.24,0.21,1.03,1.24,2.78,1.13,0.00,https://fbref.com/en/players/b70ca4b5/Fabricio-Isidoro,b70ca4b5,Primeira Liga
188,Léo Jabá,BRA,"MF,FW",Estrela,25-159,1998,10.0,1.60,1.30,0.60,0.70,0.30,0.50,1.40,35.7,0.90,0.90,0.00,0.90,0.40,2.00,0.90,0.00,https://fbref.com/en/players/173db1f4/Leo-Jaba,173db1f4,Primeira Liga
189,Ivan Jaime Pajuelo,ESP,MF,Porto,23-104,2000,3.0,2.00,1.00,0.00,1.00,1.00,0.67,1.67,40.0,1.00,0.67,0.33,0.33,0.67,2.67,0.33,0.00,https://fbref.com/en/players/90ba7fa6/Ivan-Jaime-Pajuelo,90ba7fa6,Primeira Liga
190,Jajá,BRA,"FW,MF",Casa Pia,22-268,2001,4.1,4.39,3.66,0.98,1.46,1.95,1.95,3.41,57.1,1.46,1.71,0.00,1.71,0.24,4.63,0.49,0.00,https://fbref.com/en/players/325b3150/Jaja,325b3150,Primeira Liga
191,Jardel,GNB,"FW,MF",Vizela,26-110,1997,2.0,1.00,0.50,0.50,0.50,0.00,0.50,1.00,50.0,0.50,0.00,0.00,0.00,1.00,2.00,1.00,0.00,https://fbref.com/en/players/6b9b6841/Jardel,6b9b6841,Primeira Liga
192,Jason,ESP,"MF,FW",Arouca,29-186,1994,12.6,0.79,0.63,0.32,0.40,0.08,0.40,1.35,29.4,0.95,0.95,0.08,0.87,0.48,1.27,0.24,0.00,https://fbref.com/en/players/9038c2a1/Jason,9038c2a1,Primeira Liga
193,Sylvester Jasper,BUL,"FW,MF",Portimonense,22-117,2001,10.2,1.37,0.88,0.59,0.39,0.39,0.69,1.37,50.0,0.69,0.88,0.00,0.88,0.69,2.06,1.18,0.00,https://fbref.com/en/players/a9f04944/Sylvester-Jasper,a9f04944,Primeira Liga
