Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Player Link_,Player ID_,Competition
23,Tomás Araújo,POR,DF,Benfica,21-237,2002,4,1,98,1.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09,0.91,3.64,1.82,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,https://fbref.com/en/players/0fa11d7d/Tomas-Araujo,0fa11d7d,Primeira Liga
24,Arthur,BRA,FW,Benfica,25-258,1998,13,5,527,5.9,0.17,0.00,0.17,0.17,0.00,0.00,0.34,0.00,0.39,0.39,0.08,0.47,1.36,1.86,4.41,0.17,0.00,0.17,0.17,0.17,0.40,0.09,0.49,0.40,0.49,https://fbref.com/en/players/a820e429/Arthur,a820e429,Primeira Liga
25,Gustavo Assuncao,POR,MF,Famalicão,23-284,2000,11,4,446,5.0,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.02,0.02,0.04,0.06,1.00,3.20,0.40,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,https://fbref.com/en/players/065c8786/Gustavo-Assuncao,065c8786,Primeira Liga
26,Otavio Ataide,BRA,DF,Famalicão,21-262,2002,14,12,1112,12.4,0.16,0.00,0.16,0.16,0.00,0.00,0.24,0.00,0.06,0.06,0.02,0.08,0.32,2.98,0.16,0.16,0.00,0.16,0.16,0.16,0.06,0.02,0.08,0.06,0.08,https://fbref.com/en/players/6f22e535/Otavio-Ataide,6f22e535,Primeira Liga
27,Fredrik Aursnes,NOR,DF,Benfica,28-029,1995,16,16,1418,15.8,0.13,0.25,0.38,0.13,0.00,0.00,0.06,0.00,0.10,0.10,0.25,0.35,3.23,6.58,9.81,0.13,0.25,0.38,0.13,0.38,0.10,0.25,0.35,0.10,0.35,https://fbref.com/en/players/f0677ed7/Fredrik-Aursnes,f0677ed7,Primeira Liga
28,Chidozie Awaziem,NGA,DF,Boavista,27-007,1997,14,14,1260,14.0,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.06,0.06,0.00,0.06,0.14,2.71,0.14,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,https://fbref.com/en/players/70d8e84c/Chidozie-Awaziem,70d8e84c,Primeira Liga
29,Abdul Awudu,GHA,FW,Vizela,22-363,2001,1,0,5,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.43,0.00,0.43,https://fbref.com/en/players/fe0670bd/Abdul-Awudu,fe0670bd,Primeira Liga
30,Alexander Bah,DEN,DF,Benfica,26-030,1997,7,7,559,6.2,0.16,0.00,0.16,0.16,0.00,0.00,0.32,0.00,0.08,0.08,0.05,0.13,1.77,5.65,6.29,0.16,0.00,0.16,0.16,0.16,0.08,0.05,0.13,0.08,0.13,https://fbref.com/en/players/78f21137/Alexander-Bah,78f21137,Primeira Liga
31,Elves Baldé,POR,"FW,MF",Farense,24-098,1999,11,2,267,3.0,0.33,0.33,0.67,0.33,0.00,0.00,0.00,0.00,0.50,0.50,0.10,0.60,3.67,2.67,7.67,0.34,0.34,0.67,0.34,0.67,0.50,0.10,0.61,0.50,0.61,https://fbref.com/en/players/4a021afe/Elves-Balde,4a021afe,Primeira Liga
32,Daniel Bandeira,POR,MF,Vitória,23-272,2000,14,8,676,7.5,0.13,0.27,0.40,0.13,0.00,0.00,0.13,0.00,0.04,0.04,0.09,0.13,1.33,4.67,0.67,0.13,0.27,0.40,0.13,0.40,0.04,0.09,0.13,0.04,0.13,https://fbref.com/en/players/56fca564/Daniel-Bandeira,56fca564,Primeira Liga
33,Simon Banza,COD,FW,Braga,27-148,1996,15,12,1064,11.8,1.19,0.25,1.44,1.10,0.08,0.08,0.08,0.00,0.87,0.81,0.14,0.93,0.34,1.27,6.44,1.18,0.25,1.44,1.10,1.35,0.87,0.13,1.00,0.80,0.93,https://fbref.com/en/players/be47b750/Simon-Banza,be47b750,Primeira Liga
34,Rafael Barbosa,POR,"FW,MF",Farense,27-285,1996,12,0,224,2.5,0.40,0.00,0.40,0.40,0.00,0.00,0.40,0.00,0.20,0.20,0.12,0.32,2.80,4.00,11.2,0.40,0.00,0.40,0.40,0.40,0.20,0.11,0.31,0.20,0.31,https://fbref.com/en/players/2a34574e/Rafael-Barbosa,2a34574e,Primeira Liga
35,Romário Baró,POR,"MF,FW",Porto,23-348,2000,4,2,122,1.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.14,0.21,1.43,5.00,8.57,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.24,0.12,0.24,https://fbref.com/en/players/a4e16ab4/Romario-Baro,a4e16ab4,Primeira Liga
36,Afonso Bastardo,POR,MF,Sporting CP,18-295,2005,1,0,25,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,10.0,23.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/7f3f5aa6/Afonso-Bastardo,7f3f5aa6,Primeira Liga
37,Gilberto Batista,POR,MF,Moreirense,20-010,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/f16755ca/Gilberto-Batista,f16755ca,Primeira Liga
38,Ricardo Batista,POR,GK,Casa Pia,37-050,1986,15,15,1350,15.0,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/abef8824/Ricardo-Batista,abef8824,Primeira Liga
39,Roko Baturina,CRO,FW,Gil Vicente FC,23-202,2000,14,9,680,7.6,0.26,0.00,0.26,0.26,0.00,0.00,0.00,0.00,0.16,0.16,0.04,0.21,0.66,0.66,3.68,0.26,0.00,0.26,0.26,0.26,0.16,0.04,0.20,0.16,0.20,https://fbref.com/en/players/c432ba7d/Roko-Baturina,c432ba7d,Primeira Liga
40,Bachir Belloumi,ALG,"FW,MF",Farense,21-221,2002,16,15,1091,12.1,0.25,0.17,0.41,0.25,0.00,0.00,0.17,0.00,0.20,0.20,0.12,0.31,2.23,2.98,6.45,0.25,0.16,0.41,0.25,0.41,0.20,0.12,0.32,0.20,0.32,https://fbref.com/en/players/b6cafcad/Bachir-Belloumi,b6cafcad,Primeira Liga
41,Beni,ANG,MF,Casa Pia,21-232,2002,13,6,737,8.2,0.00,0.12,0.12,0.00,0.00,0.00,0.61,0.00,0.01,0.01,0.02,0.02,1.46,4.39,1.10,0.00,0.12,0.12,0.00,0.12,0.01,0.02,0.03,0.01,0.03,https://fbref.com/en/players/2ca7a245/Beni,2ca7a245,Primeira Liga
42,Benny,POR,"MF,FW",Chaves,23-287,2000,14,6,556,6.2,0.16,0.00,0.16,0.16,0.00,0.00,0.00,0.00,0.13,0.13,0.26,0.39,2.10,3.87,5.48,0.16,0.00,0.16,0.16,0.16,0.13,0.27,0.40,0.13,0.40,https://fbref.com/en/players/6cb8db0f/Benny,6cb8db0f,Primeira Liga
43,Berna,POR,"FW,DF",Boavista,20-115,2003,13,0,230,2.6,0.00,0.00,0.00,0.00,0.00,0.00,0.77,0.00,0.04,0.04,0.27,0.27,1.92,4.62,6.54,0.00,0.00,0.00,0.00,0.00,0.03,0.25,0.29,0.03,0.29,https://fbref.com/en/players/b9ab1df7/Berna,b9ab1df7,Primeira Liga
44,Juan Bernat,ESP,DF,Benfica,30-313,1993,2,1,77,0.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.11,5.56,2.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/433dc9a2/Juan-Bernat,433dc9a2,Primeira Liga
45,Emmanuel Boateng,GHA,FW,Rio Ave,27-230,1996,12,10,956,10.6,0.38,0.19,0.57,0.38,0.00,0.00,0.28,0.00,0.50,0.50,0.13,0.63,1.32,0.85,4.72,0.38,0.19,0.56,0.38,0.56,0.50,0.13,0.63,0.50,0.63,https://fbref.com/en/players/2e23c66b/Emmanuel-Boateng,2e23c66b,Primeira Liga
46,Kiko Bondoso,POR,"FW,MF",Vizela,28-052,1995,3,2,193,2.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.14,0.24,2.38,3.81,10.5,0.00,0.00,0.00,0.00,0.00,0.11,0.14,0.25,0.11,0.25,https://fbref.com/en/players/eb60757f/Kiko-Bondoso,eb60757f,Primeira Liga
47,Toni Borevkovic,CRO,DF,Vitória,26-204,1997,6,6,540,6.0,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.00,0.17,0.00,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.16,0.16,0.16,https://fbref.com/en/players/d05eeced/Toni-Borevkovic,d05eeced,Primeira Liga
48,Gonçalo Borges,POR,"MF,DF",Porto,22-285,2001,9,1,210,2.3,0.00,0.87,0.87,0.00,0.00,0.00,0.87,0.00,0.09,0.09,0.78,0.87,10.0,3.48,18.3,0.00,0.86,0.86,0.00,0.86,0.08,0.79,0.87,0.08,0.87,https://fbref.com/en/players/4d1c4a5d/Goncalo-Borges,4d1c4a5d,Primeira Liga
49,Cristian Borja,COL,DF,Braga,30-324,1993,14,13,1107,12.3,0.00,0.16,0.16,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.12,0.13,2.11,5.77,6.18,0.00,0.16,0.16,0.00,0.16,0.00,0.12,0.13,0.00,0.13,https://fbref.com/en/players/9d7d5334/Cristian-Borja,9d7d5334,Primeira Liga
50,Róbert Boženík,SVK,FW,Boavista,24-051,1999,16,16,1366,15.2,0.39,0.13,0.53,0.39,0.00,0.00,0.13,0.00,0.43,0.43,0.17,0.59,0.79,0.92,3.95,0.40,0.13,0.53,0.40,0.53,0.43,0.17,0.59,0.43,0.59,https://fbref.com/en/players/ba6cf633/Robert-Bozenik,ba6cf633,Primeira Liga
51,Daniel Bragança,POR,MF,Sporting CP,24-226,1999,11,3,270,3.0,0.33,0.00,0.33,0.33,0.00,0.00,0.33,0.00,0.27,0.27,0.07,0.30,1.33,5.67,0.33,0.33,0.00,0.33,0.33,0.33,0.25,0.06,0.31,0.25,0.31,https://fbref.com/en/players/0c152537/Daniel-Braganca,0c152537,Primeira Liga
52,Bruno Brigido,BRA,GK,Estrela,32-305,1991,8,8,720,8.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,https://fbref.com/en/players/5ccca624/Bruno-Brigido,5ccca624,Primeira Liga
53,Bruma,POR,FW,Braga,29-076,1994,13,10,866,9.6,0.21,0.10,0.31,0.21,0.00,0.00,0.10,0.00,0.39,0.39,0.08,0.47,5.21,5.42,11.6,0.21,0.10,0.31,0.21,0.31,0.38,0.08,0.46,0.38,0.46,https://fbref.com/en/players/5caa62a7/Bruma,5caa62a7,Primeira Liga
54,André Bukia,COD,"MF,FW",Arouca,28-311,1995,9,0,138,1.5,0.67,0.67,1.33,0.67,0.00,0.00,0.00,0.00,0.40,0.40,0.27,0.60,10.7,8.00,17.3,0.65,0.65,1.30,0.65,1.30,0.38,0.23,0.61,0.38,0.61,https://fbref.com/en/players/f9a92ea5/Andre-Bukia,f9a92ea5,Primeira Liga
55,Fabijan Buntić,CRO,GK,Vizela,26-318,1997,16,16,1440,16.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/f566b29e/Fabijan-Buntic,f566b29e,Primeira Liga
56,Aleksandar Busnić,SRB,"MF,FW",Vizela,26-035,1997,9,5,439,4.9,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,3.27,0.41,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,https://fbref.com/en/players/ae82492b/Aleksandar-Busnic,ae82492b,Primeira Liga
57,Oriol Busquets,ESP,MF,Arouca,24-353,1999,6,2,227,2.5,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.40,3.20,1.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/49712367/Oriol-Busquets,49712367,Primeira Liga
58,Rafael Bustamante,COL,MF,Vizela,24-098,1999,10,7,625,6.9,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.03,0.03,0.01,0.04,0.29,4.35,0.87,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.05,0.02,0.05,https://fbref.com/en/players/b40d1559/Rafael-Bustamante,b40d1559,Primeira Liga
59,Leonardo Buta,POR,DF,Gil Vicente FC,21-217,2002,15,12,1090,12.1,0.00,0.08,0.08,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.03,0.03,2.48,4.05,3.22,0.00,0.08,0.08,0.00,0.08,0.00,0.03,0.03,0.00,0.03,https://fbref.com/en/players/dee3d535/Leonardo-Buta,dee3d535,Primeira Liga
60,Adrián Butzke,ESP,FW,Vitória,24-284,1999,6,2,178,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,0.25,0.50,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.23,0.02,0.25,0.23,0.25,https://fbref.com/en/players/505dce2b/Adrian-Butzke,505dce2b,Primeira Liga
61,Erick Cabaco,URU,DF,Estoril,28-264,1995,6,3,335,3.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.11,0.27,2.70,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,https://fbref.com/en/players/e7ab4179/Erick-Cabaco,e7ab4179,Primeira Liga
62,Jhonder Cádiz,VEN,FW,Famalicão,28-163,1995,14,11,932,10.4,0.38,0.00,0.38,0.29,0.10,0.10,0.29,0.10,0.36,0.28,0.02,0.30,0.77,1.44,3.94,0.39,0.00,0.39,0.29,0.29,0.35,0.02,0.37,0.28,0.30,https://fbref.com/en/players/e8edfdc9/Jhonder-Cadiz,e8edfdc9,Primeira Liga
63,João Pedro Gomes Camacho,POR,FW,Moreirense,29-199,1994,12,10,803,8.9,0.34,0.34,0.67,0.34,0.00,0.00,0.11,0.00,0.19,0.19,0.12,0.31,4.27,3.48,6.29,0.34,0.34,0.67,0.34,0.67,0.19,0.12,0.31,0.19,0.31,https://fbref.com/en/players/31c3caea/Joao-Pedro-Gomes-Camacho,31c3caea,Primeira Liga
64,Ibrahima Camará,GUI,MF,Boavista,24-348,1999,7,1,155,1.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.59,0.00,0.00,0.12,0.18,1.76,7.06,2.35,0.00,0.00,0.00,0.00,0.00,0.01,0.14,0.15,0.01,0.15,https://fbref.com/en/players/922f894e/Ibrahima-Camara,922f894e,Primeira Liga
65,Cambila,ANG,GK,Estrela,21-237,2002,1,0,17,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/e8dc329b/Cambila,e8dc329b,Primeira Liga
66,Luan Campos,BRA,"FW,MF",Portimonense,21-295,2002,8,2,180,2.0,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.10,0.10,0.15,0.30,1.50,2.50,4.00,0.00,0.00,0.00,0.00,0.00,0.10,0.17,0.27,0.10,0.27,https://fbref.com/en/players/63ea8662/Luan-Campos,63ea8662,Primeira Liga
67,Fábio Cardoso,POR,DF,Porto,29-264,1994,12,8,711,7.9,0.00,0.13,0.13,0.00,0.00,0.00,0.38,0.13,0.05,0.05,0.05,0.10,2.53,8.99,0.38,0.00,0.13,0.13,0.00,0.13,0.04,0.05,0.10,0.04,0.10,https://fbref.com/en/players/4a5839fa/Fabio-Cardoso,4a5839fa,Primeira Liga
68,Felippe Cardoso,BRA,FW,Casa Pia,25-096,1998,15,5,590,6.6,0.15,0.00,0.15,0.15,0.00,0.15,0.45,0.00,0.36,0.24,0.03,0.26,0.76,1.21,3.33,0.15,0.00,0.15,0.15,0.15,0.36,0.02,0.39,0.24,0.27,https://fbref.com/en/players/7a2bbdf3/Felippe-Cardoso,7a2bbdf3,Primeira Liga
69,Carlinhos,BRA,MF,Portimonense,29-200,1994,15,15,1344,14.9,0.27,0.13,0.40,0.13,0.13,0.13,0.34,0.00,0.18,0.07,0.14,0.21,2.01,5.10,2.21,0.27,0.13,0.40,0.13,0.27,0.18,0.14,0.32,0.08,0.22,https://fbref.com/en/players/e19ca5b9/Carlinhos,e19ca5b9,Primeira Liga
70,João Carlos,BRA,"FW,DF",Estoril,28-313,1995,6,0,56,0.6,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.17,0.17,0.00,0.17,1.67,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.13,0.07,0.20,0.13,0.20,https://fbref.com/en/players/0cc9e053/Joao-Carlos,0cc9e053,Primeira Liga
71,José Carlos,POR,DF,Gil Vicente FC,25-161,1998,15,15,1324,14.7,0.07,0.07,0.14,0.07,0.00,0.00,0.41,0.00,0.05,0.05,0.05,0.10,1.02,2.45,3.06,0.07,0.07,0.14,0.07,0.14,0.05,0.04,0.09,0.05,0.09,https://fbref.com/en/players/4e2da7f7/Jose-Carlos,4e2da7f7,Primeira Liga
72,Zé Carlos,POR,"MF,DF",Vitória,22-070,2001,14,1,277,3.1,0.00,0.00,0.00,0.00,0.00,0.00,1.29,0.00,0.03,0.03,0.23,0.26,2.58,7.10,4.19,0.00,0.00,0.00,0.00,0.00,0.04,0.21,0.25,0.04,0.25,https://fbref.com/en/players/8bc1f137/Ze-Carlos,8bc1f137,Primeira Liga
