Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Player Link_,Player ID_,Competition
11,Ali Alipour,IRN,FW,Gil Vicente FC,28-058,1995,1.7,29.4,0.00,0.59,13.5,15.3,5.29,29.4,2.35,1.76,75.0,0.59,25.0,14.1,47.6,20.0,0.59,0.59,0.00,2.35,0.59,18.8,2.94,https://fbref.com/en/players/488ee64c/Ali-Alipour,488ee64c,Primeira Liga
12,Almeida,BRA,DF,Estrela,23-358,2000,5.4,53.9,6.67,31.9,20.9,1.11,0.37,53.9,0.74,0.37,50.0,0.37,50.0,30.6,143.3,63.0,0.37,0.00,0.00,0.56,0.19,35.2,0.19,https://fbref.com/en/players/c8fb10df/Almeida,c8fb10df,Primeira Liga
13,Pedro Álvaro,POR,DF,Estoril,23-312,2000,13.0,56.8,11.0,36.0,19.3,1.77,1.31,56.8,0.00,0.00,,0.00,,32.2,145.7,75.5,0.00,0.00,0.00,0.23,0.15,38.2,0.23,https://fbref.com/en/players/00a2c297/Pedro-Alvaro,00a2c297,Primeira Liga
14,Pedro Amador,POR,DF,Moreirense,25-021,1998,10.0,59.8,2.70,20.4,25.6,14.7,0.60,59.8,1.50,0.40,26.7,1.10,73.3,24.6,142.1,76.5,2.50,1.70,0.10,1.30,0.30,28.9,3.30,https://fbref.com/en/players/00dad262/Pedro-Amador,00dad262,Primeira Liga
15,Artur Jorge Marques Amorim,POR,DF,Farense,29-147,1994,5.4,43.9,10.0,27.2,15.6,1.48,1.11,43.9,0.00,0.00,,0.00,,18.9,117.0,46.1,0.37,0.19,0.00,0.37,0.19,22.0,0.00,https://fbref.com/en/players/801f3d1d/Artur-Jorge-Marques-Amorim,801f3d1d,Primeira Liga
16,André André,POR,MF,Vitória,34-135,1989,1.0,93.0,2.00,19.0,49.0,27.0,0.00,93.0,3.00,0.00,0.0,2.00,66.7,50.0,275.0,59.0,1.00,4.00,0.00,2.00,4.00,65.0,2.00,https://fbref.com/en/players/9f31b1d3/Andre-Andre,9f31b1d3,Primeira Liga
17,Andrew,BRA,GK,Gil Vicente FC,22-191,2001,14.0,39.6,34.9,39.5,0.07,0.07,0.00,39.6,0.00,0.00,,0.00,,18.1,78.5,45.8,0.00,0.00,0.00,0.07,0.00,15.8,0.00,https://fbref.com/en/players/40406a00/Andrew,40406a00,Primeira Liga
18,Jeremy Antonisse,CUW,"FW,MF",Moreirense,21-285,2002,2.1,45.7,1.90,14.8,13.8,19.0,5.24,45.7,6.67,3.33,50.0,1.90,28.6,28.1,228.1,125.7,3.33,0.48,1.90,2.86,1.43,28.6,8.10,https://fbref.com/en/players/6011e63a/Jeremy-Antonisse,6011e63a,Primeira Liga
19,Pedro Aparício,POR,"MF,FW",Moreirense,28-139,1995,1.3,59.2,1.54,7.69,29.2,23.8,4.62,59.2,3.08,3.08,100.0,0.00,0.0,38.5,224.6,112.3,3.85,0.77,1.54,3.85,3.08,40.0,5.38,https://fbref.com/en/players/0bd8952e/Pedro-Aparicio,0bd8952e,Primeira Liga
20,Óscar Aranda,ESP,"FW,MF",Famalicão,21-254,2002,6.0,42.7,0.17,6.17,20.5,17.2,1.83,42.7,8.83,3.83,43.4,4.17,47.2,29.3,234.5,108.8,3.33,2.67,0.83,3.50,1.33,29.0,2.33,https://fbref.com/en/players/4d3bdda7/Oscar-Aranda,4d3bdda7,Primeira Liga
21,Henrique Araújo,POR,FW,Famalicão,21-354,2002,6.1,31.6,0.82,3.11,16.6,12.0,3.77,31.6,1.64,0.33,20.0,1.15,70.0,16.1,65.7,27.4,0.82,0.66,0.33,2.79,0.66,21.1,3.61,https://fbref.com/en/players/353eb529/Henrique-Araujo,353eb529,Primeira Liga
22,Tiago Araújo,POR,"DF,MF",Estoril,22-287,2001,15.3,59.5,2.75,19.9,24.4,16.1,1.76,59.5,1.96,0.92,46.7,0.98,50.0,28.5,151.8,79.4,2.35,1.63,0.33,1.76,0.65,31.9,5.95,https://fbref.com/en/players/1b54edb3/Tiago-Araujo,1b54edb3,Primeira Liga
23,Tomás Araújo,POR,DF,Benfica,21-237,2002,1.1,76.4,1.82,34.5,37.3,4.55,0.91,76.4,0.00,0.00,,0.00,,42.7,244.5,164.5,0.91,0.00,0.00,2.73,0.91,45.5,1.82,https://fbref.com/en/players/0fa11d7d/Tomas-Araujo,0fa11d7d,Primeira Liga
24,Arthur,BRA,FW,Benfica,25-258,1998,5.9,27.6,0.51,2.37,9.15,17.1,5.76,27.6,2.54,1.19,46.7,1.02,40.0,18.0,94.9,46.6,1.36,1.53,0.51,2.37,2.03,22.2,4.41,https://fbref.com/en/players/a820e429/Arthur,a820e429,Primeira Liga
25,Gustavo Assuncao,POR,MF,Famalicão,23-284,2000,5.0,56.6,1.60,19.8,31.4,6.40,0.20,56.6,1.60,0.80,50.0,0.80,50.0,31.0,139.0,78.8,1.00,0.40,0.00,0.60,1.00,35.8,0.40,https://fbref.com/en/players/065c8786/Gustavo-Assuncao,065c8786,Primeira Liga
26,Otavio Ataide,BRA,DF,Famalicão,21-262,2002,12.4,66.5,9.52,41.0,23.1,2.74,0.81,66.5,0.89,0.40,45.5,0.16,18.2,35.9,157.3,84.7,0.32,0.32,0.00,0.16,0.24,43.3,0.16,https://fbref.com/en/players/6f22e535/Otavio-Ataide,6f22e535,Primeira Liga
27,Fredrik Aursnes,NOR,DF,Benfica,28-029,1995,15.8,78.0,2.72,18.2,34.1,26.3,2.53,78.0,2.03,1.39,68.8,0.57,28.1,42.3,214.6,116.0,3.23,2.03,0.70,0.95,0.25,52.7,9.81,https://fbref.com/en/players/f0677ed7/Fredrik-Aursnes,f0677ed7,Primeira Liga
28,Chidozie Awaziem,NGA,DF,Boavista,27-007,1997,14.0,69.9,10.4,42.6,25.9,1.57,1.14,69.9,0.21,0.14,66.7,0.07,33.3,39.0,179.6,90.8,0.14,0.21,0.00,0.86,0.00,47.8,0.14,https://fbref.com/en/players/70d8e84c/Chidozie-Awaziem,70d8e84c,Primeira Liga
29,Abdul Awudu,GHA,FW,Vizela,22-363,2001,0.1,100.0,10.0,20.0,40.0,40.0,0.00,100.0,20.0,0.00,0.0,20.0,100.0,70.0,980.0,80.0,0.00,0.00,0.00,0.00,10.0,70.0,10.0,https://fbref.com/en/players/fe0670bd/Abdul-Awudu,fe0670bd,Primeira Liga
30,Alexander Bah,DEN,DF,Benfica,26-030,1997,6.2,81.6,1.61,18.5,37.6,26.1,1.29,81.6,2.42,0.48,20.0,1.45,60.0,40.8,176.1,92.9,1.77,2.42,0.00,1.61,0.32,50.3,6.29,https://fbref.com/en/players/78f21137/Alexander-Bah,78f21137,Primeira Liga
31,Elves Baldé,POR,"FW,MF",Farense,24-098,1999,3.0,45.7,1.33,6.33,13.0,27.3,3.33,45.7,5.67,2.67,47.1,3.00,52.9,29.0,199.7,94.0,3.67,2.67,0.67,2.67,2.67,30.7,7.67,https://fbref.com/en/players/4a021afe/Elves-Balde,4a021afe,Primeira Liga
32,Daniel Bandeira,POR,MF,Vitória,23-272,2000,7.5,59.6,1.60,10.0,35.2,15.1,0.67,59.6,3.20,1.87,58.3,1.33,41.7,35.1,160.3,64.3,1.33,1.60,0.27,1.47,0.80,37.5,0.67,https://fbref.com/en/players/56fca564/Daniel-Bandeira,56fca564,Primeira Liga
33,Simon Banza,COD,FW,Braga,27-148,1996,11.8,30.3,0.85,1.78,9.92,18.7,7.54,30.2,2.54,0.85,33.3,1.27,50.0,18.1,66.0,13.1,0.34,0.59,0.42,3.56,1.61,23.1,6.44,https://fbref.com/en/players/be47b750/Simon-Banza,be47b750,Primeira Liga
34,Rafael Barbosa,POR,"FW,MF",Farense,27-285,1996,2.5,61.2,0.40,9.20,25.6,26.4,1.60,61.2,1.60,1.20,75.0,0.40,25.0,34.4,180.4,75.6,2.80,2.40,0.80,3.60,1.60,46.0,11.2,https://fbref.com/en/players/2a34574e/Rafael-Barbosa,2a34574e,Primeira Liga
35,Romário Baró,POR,"MF,FW",Porto,23-348,2000,1.4,48.6,0.71,3.57,22.1,23.6,6.43,48.6,4.29,1.43,33.3,2.86,66.7,30.7,147.9,47.9,1.43,0.71,0.00,0.00,1.43,36.4,8.57,https://fbref.com/en/players/a4e16ab4/Romario-Baro,a4e16ab4,Primeira Liga
36,Afonso Bastardo,POR,MF,Sporting CP,18-295,2005,0.3,66.7,0.00,16.7,16.7,36.7,13.3,66.7,10.0,0.00,0.0,10.0,100.0,46.7,433.3,146.7,6.67,3.33,3.33,3.33,3.33,46.7,23.3,https://fbref.com/en/players/7f3f5aa6/Afonso-Bastardo,7f3f5aa6,Primeira Liga
37,Gilberto Batista,POR,MF,Moreirense,20-010,2003,0.0,2,2,2,0,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/f16755ca/Gilberto-Batista,f16755ca,Primeira Liga
38,Ricardo Batista,POR,GK,Casa Pia,37-050,1986,15.0,35.9,32.6,35.9,0.07,0.00,0.00,35.9,0.00,0.00,,0.00,,17.6,95.0,58.9,0.00,0.00,0.00,0.00,0.00,14.3,0.00,https://fbref.com/en/players/abef8824/Ricardo-Batista,abef8824,Primeira Liga
39,Roko Baturina,CRO,FW,Gil Vicente FC,23-202,2000,7.6,25.9,0.66,0.79,12.2,13.0,3.82,25.9,1.05,0.53,50.0,0.53,50.0,15.5,46.3,20.1,0.66,0.79,0.39,3.16,1.45,21.7,3.68,https://fbref.com/en/players/c432ba7d/Roko-Baturina,c432ba7d,Primeira Liga
40,Bachir Belloumi,ALG,"FW,MF",Farense,21-221,2002,12.1,41.8,1.65,8.10,17.4,16.4,2.48,41.8,2.64,1.16,43.8,1.49,56.3,22.0,136.6,76.7,2.23,1.82,0.50,2.23,0.33,26.8,6.45,https://fbref.com/en/players/b6cafcad/Bachir-Belloumi,b6cafcad,Primeira Liga
41,Beni,ANG,MF,Casa Pia,21-232,2002,8.2,52.6,1.10,12.8,34.4,6.95,0.37,52.6,2.56,1.71,66.7,0.61,23.8,31.2,190.2,78.9,1.46,0.85,0.24,2.07,1.46,34.9,1.10,https://fbref.com/en/players/2ca7a245/Beni,2ca7a245,Primeira Liga
42,Benny,POR,"MF,FW",Chaves,23-287,2000,6.2,41.6,0.16,4.35,16.8,21.1,1.45,41.6,1.29,0.32,25.0,0.97,75.0,21.8,133.7,58.9,2.10,2.26,0.16,2.90,1.45,26.8,5.48,https://fbref.com/en/players/6cb8db0f/Benny,6cb8db0f,Primeira Liga
43,Berna,POR,"FW,DF",Boavista,20-115,2003,2.6,66.5,3.08,15.8,35.4,16.2,1.54,66.5,3.08,1.54,50.0,1.54,50.0,31.9,185.0,88.8,1.92,1.15,0.00,2.69,1.54,41.2,6.54,https://fbref.com/en/players/b9ab1df7/Berna,b9ab1df7,Primeira Liga
44,Juan Bernat,ESP,DF,Benfica,30-313,1993,0.9,55.6,4.44,15.6,26.7,13.3,1.11,55.6,0.00,0.00,,0.00,,31.1,125.6,65.6,1.11,1.11,0.00,0.00,0.00,40.0,2.22,https://fbref.com/en/players/433dc9a2/Juan-Bernat,433dc9a2,Primeira Liga
45,Emmanuel Boateng,GHA,FW,Rio Ave,27-230,1996,10.6,28.7,0.75,2.64,10.9,15.7,5.09,28.7,1.79,0.47,26.3,1.32,73.7,17.2,81.8,33.1,1.32,0.66,0.75,3.21,1.60,20.0,4.72,https://fbref.com/en/players/2e23c66b/Emmanuel-Boateng,2e23c66b,Primeira Liga
46,Kiko Bondoso,POR,"FW,MF",Vizela,28-052,1995,2.1,46.7,0.48,6.67,16.7,24.3,4.76,46.7,4.29,1.90,44.4,2.38,55.6,29.5,152.4,55.7,2.38,1.43,0.95,2.38,0.00,32.9,10.5,https://fbref.com/en/players/eb60757f/Kiko-Bondoso,eb60757f,Primeira Liga
47,Toni Borevkovic,CRO,DF,Vitória,26-204,1997,6.0,43.2,6.00,22.2,19.0,2.00,1.50,43.2,0.00,0.00,,0.00,,20.3,90.5,34.3,0.00,0.17,0.00,0.67,0.17,22.2,0.00,https://fbref.com/en/players/d05eeced/Toni-Borevkovic,d05eeced,Primeira Liga
48,Gonçalo Borges,POR,"MF,DF",Porto,22-285,2001,2.3,57.4,1.30,7.39,9.13,40.9,11.3,57.4,6.52,3.48,53.3,3.04,46.7,38.3,286.5,167.4,10.0,0.43,4.78,5.22,0.87,40.0,18.3,https://fbref.com/en/players/4d1c4a5d/Goncalo-Borges,4d1c4a5d,Primeira Liga
49,Cristian Borja,COL,DF,Braga,30-324,1993,12.3,78.9,2.28,21.5,36.6,21.4,0.49,78.9,1.14,0.73,64.3,0.33,28.6,43.6,187.7,99.7,2.11,1.63,0.08,1.22,1.06,47.9,6.18,https://fbref.com/en/players/9d7d5334/Cristian-Borja,9d7d5334,Primeira Liga
50,Róbert Boženík,SVK,FW,Boavista,24-051,1999,15.2,24.9,1.45,2.57,12.0,10.6,3.88,24.9,0.66,0.39,60.0,0.26,40.0,13.4,65.7,20.4,0.79,0.39,0.20,2.63,1.84,17.8,3.95,https://fbref.com/en/players/ba6cf633/Robert-Bozenik,ba6cf633,Primeira Liga
51,Daniel Bragança,POR,MF,Sporting CP,24-226,1999,3.0,65.0,0.33,8.33,40.3,16.7,2.33,65.0,2.00,1.33,66.7,0.67,33.3,39.3,172.3,67.3,1.33,1.33,0.33,0.67,0.67,47.0,0.33,https://fbref.com/en/players/0c152537/Daniel-Braganca,0c152537,Primeira Liga
52,Bruno Brigido,BRA,GK,Estrela,32-305,1991,8.0,36.1,32.0,36.0,0.13,0.00,0.00,36.1,0.00,0.00,,0.00,,15.9,89.1,53.0,0.00,0.00,0.00,0.00,0.00,13.9,0.00,https://fbref.com/en/players/5ccca624/Bruno-Brigido,5ccca624,Primeira Liga
53,Bruma,POR,FW,Braga,29-076,1994,9.6,58.9,0.10,2.71,20.7,36.5,7.92,58.9,6.77,3.65,53.8,2.81,41.5,41.6,247.0,140.0,5.21,2.40,2.29,3.44,1.46,45.2,11.6,https://fbref.com/en/players/5caa62a7/Bruma,5caa62a7,Primeira Liga
54,André Bukia,COD,"MF,FW",Arouca,28-311,1995,1.5,76.7,0.00,7.33,24.7,45.3,4.00,76.7,4.00,1.33,33.3,2.67,66.7,47.3,346.0,196.0,10.7,4.00,2.00,4.00,2.00,57.3,17.3,https://fbref.com/en/players/f9a92ea5/Andre-Bukia,f9a92ea5,Primeira Liga
55,Fabijan Buntić,CRO,GK,Vizela,26-318,1997,16.0,30.3,25.2,30.1,0.19,0.00,0.00,30.3,0.00,0.00,,0.00,,14.4,85.3,42.8,0.00,0.00,0.00,0.00,0.00,9.56,0.00,https://fbref.com/en/players/f566b29e/Fabijan-Buntic,f566b29e,Primeira Liga
56,Aleksandar Busnić,SRB,"MF,FW",Vizela,26-035,1997,4.9,46.3,2.65,15.5,28.4,2.45,0.00,46.3,0.61,0.41,66.7,0.00,0.0,22.0,120.6,51.8,0.00,0.82,0.00,0.61,0.61,23.1,0.41,https://fbref.com/en/players/ae82492b/Aleksandar-Busnic,ae82492b,Primeira Liga
57,Oriol Busquets,ESP,MF,Arouca,24-353,1999,2.5,57.2,3.60,15.2,33.6,8.80,0.00,57.2,0.40,0.00,0.0,0.40,100.0,28.4,111.6,54.4,0.40,0.40,0.00,0.40,0.00,43.2,1.20,https://fbref.com/en/players/49712367/Oriol-Busquets,49712367,Primeira Liga
58,Rafael Bustamante,COL,MF,Vizela,24-098,1999,6.9,53.5,2.17,18.1,29.9,6.52,0.29,53.5,0.43,0.29,66.7,0.14,33.3,26.2,99.0,42.8,0.29,0.43,0.14,1.16,0.87,31.4,0.87,https://fbref.com/en/players/b40d1559/Rafael-Bustamante,b40d1559,Primeira Liga
59,Leonardo Buta,POR,DF,Gil Vicente FC,21-217,2002,12.1,59.7,2.64,20.2,27.3,12.6,0.83,59.7,2.07,0.41,20.0,1.07,52.0,28.8,150.1,87.2,2.48,1.65,0.25,1.32,0.58,33.8,3.22,https://fbref.com/en/players/dee3d535/Leonardo-Buta,dee3d535,Primeira Liga
60,Adrián Butzke,ESP,FW,Vitória,24-284,1999,2.0,34.0,0.50,1.00,21.0,12.0,1.50,34.0,1.50,0.50,33.3,1.00,66.7,17.5,49.0,23.0,0.50,0.00,0.50,3.00,1.00,26.5,6.00,https://fbref.com/en/players/505dce2b/Adrian-Butzke,505dce2b,Primeira Liga
61,Erick Cabaco,URU,DF,Estoril,28-264,1995,3.7,60.5,6.76,31.4,27.8,1.89,1.08,60.5,0.00,0.00,,0.00,,36.5,168.6,95.9,0.27,0.00,0.00,0.27,0.00,42.2,0.00,https://fbref.com/en/players/e7ab4179/Erick-Cabaco,e7ab4179,Primeira Liga
62,Jhonder Cádiz,VEN,FW,Famalicão,28-163,1995,10.4,28.2,0.87,1.73,13.8,12.7,3.85,28.1,0.67,0.19,28.6,0.38,57.1,15.5,59.9,18.6,0.77,1.06,0.38,2.50,1.15,22.6,3.94,https://fbref.com/en/players/e8edfdc9/Jhonder-Cadiz,e8edfdc9,Primeira Liga
63,João Pedro Gomes Camacho,POR,FW,Moreirense,29-199,1994,8.9,36.7,0.90,5.17,14.4,18.0,3.26,36.7,4.04,1.91,47.2,1.35,33.3,22.6,186.1,100.2,4.27,2.25,1.24,2.02,1.35,24.6,6.29,https://fbref.com/en/players/31c3caea/Joao-Pedro-Gomes-Camacho,31c3caea,Primeira Liga
64,Ibrahima Camará,GUI,MF,Boavista,24-348,1999,1.7,54.1,1.18,12.9,30.6,11.2,1.18,54.1,1.76,1.18,66.7,0.59,33.3,26.5,144.7,84.7,1.76,1.18,0.00,1.76,0.59,39.4,2.35,https://fbref.com/en/players/922f894e/Ibrahima-Camara,922f894e,Primeira Liga
65,Cambila,ANG,GK,Estrela,21-237,2002,0.2,55.0,40.0,55.0,0.00,0.00,0.00,55.0,0.00,0.00,,0.00,,20.0,60.0,20.0,0.00,0.00,0.00,0.00,0.00,20.0,0.00,https://fbref.com/en/players/e8dc329b/Cambila,e8dc329b,Primeira Liga
66,Luan Campos,BRA,"FW,MF",Portimonense,21-295,2002,2.0,33.5,1.00,6.00,18.0,9.50,1.50,33.5,2.00,0.50,25.0,1.50,75.0,18.0,105.5,44.5,1.50,0.00,0.50,4.50,0.00,19.5,4.00,https://fbref.com/en/players/63ea8662/Luan-Campos,63ea8662,Primeira Liga
67,Fábio Cardoso,POR,DF,Porto,29-264,1994,7.9,82.5,6.08,28.9,48.4,5.44,1.27,82.5,0.13,0.13,100.0,0.00,0.0,56.2,319.2,202.8,2.53,0.89,0.00,0.13,0.00,65.9,0.38,https://fbref.com/en/players/4a5839fa/Fabio-Cardoso,4a5839fa,Primeira Liga
68,Felippe Cardoso,BRA,FW,Casa Pia,25-096,1998,6.6,27.4,0.61,1.52,12.1,13.9,4.39,27.3,1.97,0.45,23.1,1.52,76.9,13.8,74.8,27.0,0.76,0.45,0.91,4.70,1.52,19.4,3.33,https://fbref.com/en/players/7a2bbdf3/Felippe-Cardoso,7a2bbdf3,Primeira Liga
69,Carlinhos,BRA,MF,Portimonense,29-200,1994,14.9,53.9,1.54,8.52,31.5,15.0,0.94,53.8,2.35,1.21,51.4,1.01,42.9,30.7,186.0,86.1,2.01,1.74,0.34,1.88,0.94,36.4,2.21,https://fbref.com/en/players/e19ca5b9/Carlinhos,e19ca5b9,Primeira Liga
70,João Carlos,BRA,"FW,DF",Estoril,28-313,1995,0.6,65.0,1.67,1.67,30.0,33.3,1.67,65.0,8.33,3.33,40.0,3.33,40.0,26.7,183.3,105.0,1.67,0.00,0.00,6.67,5.00,45.0,6.67,https://fbref.com/en/players/0cc9e053/Joao-Carlos,0cc9e053,Primeira Liga
71,José Carlos,POR,DF,Gil Vicente FC,25-161,1998,14.7,66.2,3.47,25.4,29.9,11.3,0.54,66.2,0.88,0.27,30.8,0.27,30.8,26.4,103.2,55.3,1.02,0.61,0.20,1.29,0.41,34.5,3.06,https://fbref.com/en/players/4e2da7f7/Jose-Carlos,4e2da7f7,Primeira Liga
72,Zé Carlos,POR,"MF,DF",Vitória,22-070,2001,3.1,72.3,1.94,15.2,35.8,21.9,1.94,72.3,3.87,1.61,41.7,1.94,50.0,39.0,172.9,97.4,2.58,1.29,0.32,2.26,1.29,45.2,4.19,https://fbref.com/en/players/8bc1f137/Ze-Carlos,8bc1f137,Primeira Liga
73,David Carmo,POR,DF,Porto,24-173,1999,6.8,71.6,10.4,34.9,34.0,2.94,1.91,71.6,0.15,0.15,100.0,0.00,0.0,40.0,211.0,121.0,0.59,0.15,0.00,0.15,0.15,49.6,0.59,https://fbref.com/en/players/3ce20eda/David-Carmo,3ce20eda,Primeira Liga
74,Marcelo Carné,BRA,GK,Estoril,33-336,1990,11.0,38.7,36.5,38.5,0.09,0.09,0.00,38.7,0.00,0.00,,0.00,,18.3,91.1,53.3,0.00,0.00,0.00,0.00,0.00,13.5,0.00,https://fbref.com/en/players/a24d3330/Marcelo-Carne,a24d3330,Primeira Liga
75,Carraça,POR,"MF,DF",Chaves,30-313,1993,2.9,65.5,1.72,13.4,27.2,24.8,2.07,65.5,1.72,1.03,60.0,0.69,40.0,30.0,126.6,51.7,1.72,0.00,0.00,0.69,1.03,33.4,8.62,https://fbref.com/en/players/d96144c9/Carraca,d96144c9,Primeira Liga
76,Ronie Carrillo,ECU,FW,Portimonense,27-122,1996,8.7,32.6,1.72,3.33,16.2,13.2,2.30,32.6,1.49,0.46,30.8,0.80,53.8,14.8,69.2,24.3,0.69,0.46,0.23,2.64,1.38,21.5,3.22,https://fbref.com/en/players/f22278e5/Ronie-Carrillo,f22278e5,Primeira Liga
77,António Filipe de Carvalho,POR,GK,Estrela,38-269,1985,3.0,41.0,34.7,41.0,0.00,0.00,0.00,41.0,0.00,0.00,,0.00,,19.7,103.3,68.0,0.00,0.00,0.00,0.00,0.00,18.7,0.00,https://fbref.com/en/players/f4a6be9a/Antonio-Filipe-de-Carvalho,f4a6be9a,Primeira Liga
78,Martim Carvalho,POR,MF,Gil Vicente FC,20-359,2003,9.5,56.1,2.00,12.4,34.3,10.8,0.84,56.1,1.26,0.95,75.0,0.21,16.7,31.8,188.1,108.4,2.63,1.79,0.42,1.68,0.53,36.7,1.16,https://fbref.com/en/players/f98c4f0a/Martim-Carvalho,f98c4f0a,Primeira Liga
79,Vitor Carvalho,BRA,MF,Braga,26-226,1997,6.7,69.0,3.43,16.3,44.5,8.36,1.49,69.0,0.45,0.15,33.3,0.15,33.3,31.8,144.6,80.6,1.04,0.75,0.15,1.19,0.15,44.2,0.45,https://fbref.com/en/players/adc77724/Vitor-Carvalho,adc77724,Primeira Liga
80,Facundo Cáseres,ARG,MF,Farense,22-225,2001,1.5,48.0,2.00,15.3,26.0,7.33,1.33,48.0,1.33,0.67,50.0,0.67,50.0,17.3,87.3,28.0,0.67,0.00,0.00,1.33,0.67,24.0,0.67,https://fbref.com/en/players/21be17c9/Facundo-Caseres,21be17c9,Primeira Liga
81,Midana Cassama,GNB,"FW,MF",Portimonense,21-143,2002,0.5,26.0,0.00,2.00,10.0,14.0,4.00,26.0,6.00,0.00,0.0,6.00,100.0,8.00,24.0,0.00,0.00,0.00,0.00,2.00,2.00,20.0,8.00,https://fbref.com/en/players/d00578b9/Midana-Cassama,d00578b9,Primeira Liga
82,Cassiano,BRA,FW,Estoril,34-206,1989,8.7,20.7,0.80,2.18,8.51,10.0,4.60,20.6,0.46,0.11,25.0,0.23,50.0,9.77,49.5,17.7,0.92,0.46,0.23,1.38,0.57,11.3,3.45,https://fbref.com/en/players/46fa8966/Cassiano,46fa8966,Primeira Liga
