Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Min,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success (xG)_On-Off,Player Link_,Player ID_,Competition
26,Joaquín Ariel Novillo,ARG,DF,Vizela,25-323,1998,0,,,,,0,,0,0,,5,,,,,,,,,,,,https://fbref.com/en/players/af36c6d0/Joaquin-Ariel-Novillo,af36c6d0,Primeira Liga
27,Arthur,BRA,FW,Benfica,25-258,1998,13,527,41,36.6,5.9,0.85,70,0.00,1.36,22,0.34,2.54,2.03,0.17,1.86,+1.88,+0.89,2.15,0.71,1.42,+1.44,+0.29,https://fbref.com/en/players/a820e429/Arthur,a820e429,Primeira Liga
28,Gustavo Assuncao,POR,MF,Famalicão,23-284,2000,11,446,41,31.0,5.0,0.80,80,0.20,1.40,18,0.60,0.73,0.80,1.20,-0.40,-0.40,-0.13,1.00,1.14,-0.14,-0.14,+0.26,https://fbref.com/en/players/065c8786/Gustavo-Assuncao,065c8786,Primeira Liga
29,Otavio Ataide,BRA,DF,Famalicão,21-262,2002,14,1112,79,77.2,12.4,0.97,90,0.97,0.16,16,0.00,1.14,0.89,1.13,-0.24,-0.24,+0.31,0.82,1.26,-0.44,-0.44,-0.52,https://fbref.com/en/players/6f22e535/Otavio-Ataide,6f22e535,Primeira Liga
30,Fredrik Aursnes,NOR,DF,Benfica,28-029,1995,16,1418,89,98.5,15.8,1.01,89,0.89,0.00,,0.00,2.44,1.84,0.63,1.20,+1.21,-6.98,2.22,0.97,1.23,+1.24,-1.24,https://fbref.com/en/players/f0677ed7/Fredrik-Aursnes,f0677ed7,Primeira Liga
31,Chidozie Awaziem,NGA,DF,Boavista,27-007,1997,14,1260,90,87.5,14.0,1.00,90,1.00,0.00,,0.00,1.14,1.43,1.86,-0.43,-0.43,+0.57,1.21,1.63,-0.41,-0.41,+0.35,https://fbref.com/en/players/70d8e84c/Chidozie-Awaziem,70d8e84c,Primeira Liga
32,Abdul Awudu,GHA,FW,Vizela,22-363,2001,1,5,5,0.3,0.1,0.00,,0.00,10.0,5,0.00,1.00,0.00,0.00,0.00,0.00,+0.50,1.00,6.00,-5.00,-8.66,-8.48,https://fbref.com/en/players/fe0670bd/Abdul-Awudu,fe0670bd,Primeira Liga
33,Alexander Bah,DEN,DF,Benfica,26-030,1997,7,559,80,38.8,6.2,1.13,80,0.81,0.00,,0.00,2.57,2.58,0.97,1.61,+1.61,+0.49,2.42,1.03,1.39,+1.39,+0.21,https://fbref.com/en/players/78f21137/Alexander-Bah,78f21137,Primeira Liga
34,Adrian Bajrami,ALB,DF,Benfica,21-278,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/3eff5888/Adrian-Bajrami,3eff5888,Primeira Liga
35,Elves Baldé,POR,"FW,MF",Farense,24-098,1999,11,267,24,18.5,3.0,0.67,55,0.00,3.00,17,1.33,1.09,1.33,1.00,0.33,+0.34,+0.34,1.40,1.93,-0.53,-0.54,-0.17,https://fbref.com/en/players/4a021afe/Elves-Balde,4a021afe,Primeira Liga
36,Daniel Bandeira,POR,MF,Vitória,23-272,2000,14,676,48,46.9,7.5,1.07,72,0.40,0.80,16,0.13,1.86,1.60,1.20,0.40,+0.40,-0.19,1.33,1.35,-0.01,-0.02,-0.25,https://fbref.com/en/players/56fca564/Daniel-Bandeira,56fca564,Primeira Liga
37,Simon Banza,COD,FW,Braga,27-148,1996,15,1064,71,73.9,11.8,1.02,83,0.68,0.25,22,0.00,2.13,2.80,1.36,1.44,+1.44,+1.44,2.36,1.51,0.86,+0.85,+0.62,https://fbref.com/en/players/be47b750/Simon-Banza,be47b750,Primeira Liga
38,Rafael Barbosa,POR,"FW,MF",Farense,27-285,1996,12,224,19,15.6,2.5,0.00,,0.00,4.80,19,1.20,1.42,1.60,2.00,-0.40,-0.40,-0.55,1.64,2.04,-0.44,-0.44,-0.04,https://fbref.com/en/players/2a34574e/Rafael-Barbosa,2a34574e,Primeira Liga
39,Romário Baró,POR,"MF,FW",Porto,23-348,2000,4,122,31,8.5,1.4,1.43,44,0.00,1.43,18,2.14,2.25,1.43,0.00,1.43,+1.48,+0.86,1.14,0.93,0.21,+0.20,-0.58,https://fbref.com/en/players/a4e16ab4/Romario-Baro,a4e16ab4,Primeira Liga
40,Afonso Bastardo,POR,MF,Sporting CP,18-295,2005,1,25,25,1.7,0.3,0.00,,0.00,3.33,25,16.7,3.00,3.33,6.67,-3.33,-3.60,-4.94,1.33,4.00,-2.33,-2.56,-3.80,https://fbref.com/en/players/7f3f5aa6/Afonso-Bastardo,7f3f5aa6,Primeira Liga
41,Gilberto Batista,POR,MF,Moreirense,20-010,2003,1,1,1,0.1,0.0,0,,0,1,1,11,3.00,0,0,0,0.00,-0.47,0.0,0.1,-0.1,-10.43,-10.54,https://fbref.com/en/players/f16755ca/Gilberto-Batista,f16755ca,Primeira Liga
42,Ricardo Batista,POR,GK,Casa Pia,37-050,1986,15,1350,90,100.0,15.0,1.00,90,1.00,0.00,,0.00,1.07,0.93,1.33,-0.40,-0.40,,0.83,1.22,-0.39,-0.39,,https://fbref.com/en/players/abef8824/Ricardo-Batista,abef8824,Primeira Liga
43,Roko Baturina,CRO,FW,Gil Vicente FC,23-202,2000,14,680,49,47.2,7.6,1.18,67,0.13,0.66,16,0.13,0.86,1.32,1.71,-0.39,-0.40,-0.28,1.13,1.54,-0.41,-0.41,-0.03,https://fbref.com/en/players/c432ba7d/Roko-Baturina,c432ba7d,Primeira Liga
44,Bachir Belloumi,ALG,"FW,MF",Farense,21-221,2002,16,1091,68,75.8,12.1,1.24,71,0.00,0.08,30,0.00,1.31,1.49,1.32,0.17,+0.16,+0.42,1.45,1.74,-0.30,-0.29,+0.46,https://fbref.com/en/players/b6cafcad/Bachir-Belloumi,b6cafcad,Primeira Liga
45,Beni,ANG,MF,Casa Pia,21-232,2002,13,737,57,54.6,8.2,0.73,86,0.24,0.85,32,0.12,1.15,1.34,1.71,-0.37,-0.37,+0.07,0.77,1.46,-0.68,-0.69,-0.66,https://fbref.com/en/players/2ca7a245/Beni,2ca7a245,Primeira Liga
46,Benny,POR,"MF,FW",Chaves,23-287,2000,14,556,40,38.6,6.2,0.97,56,0.16,1.29,28,0.00,0.79,1.94,2.58,-0.65,-0.65,+1.29,1.50,1.48,0.00,0.00,+1.01,https://fbref.com/en/players/6cb8db0f/Benny,6cb8db0f,Primeira Liga
47,Berna,POR,"FW,DF",Boavista,20-115,2003,13,230,18,16.0,2.6,0.00,,0.00,5.00,18,1.15,1.00,1.54,2.69,-1.15,-1.17,-0.80,1.77,1.65,0.12,+0.12,+0.68,https://fbref.com/en/players/b9ab1df7/Berna,b9ab1df7,Primeira Liga
48,Juan Bernat,ESP,DF,Benfica,30-313,1993,2,77,39,5.3,0.9,1.11,63,0.00,1.11,14,0.00,2.00,2.22,0.00,2.22,+2.34,+1.08,1.78,1.44,0.44,+0.42,-0.88,https://fbref.com/en/players/433dc9a2/Juan-Bernat,433dc9a2,Primeira Liga
49,Emmanuel Boateng,GHA,FW,Rio Ave,27-230,1996,12,956,80,66.4,10.6,0.94,88,0.75,0.19,39,0.00,1.17,1.51,1.13,0.38,+0.38,+2.24,1.53,0.86,0.67,+0.66,+1.60,https://fbref.com/en/players/2e23c66b/Emmanuel-Boateng,2e23c66b,Primeira Liga
50,Kiko Bondoso,POR,"FW,MF",Vizela,28-052,1995,3,193,64,13.4,2.1,0.95,90,0.48,0.48,14,0.00,0.33,1.90,1.90,0.00,0.00,+0.58,1.52,1.29,0.24,+0.24,+0.51,https://fbref.com/en/players/eb60757f/Kiko-Bondoso,eb60757f,Primeira Liga
51,Toni Borevkovic,CRO,DF,Vitória,26-204,1997,6,540,90,37.5,6.0,1.00,90,1.00,0.00,,0.67,1.83,1.50,1.17,0.33,+0.33,-0.27,1.40,1.43,-0.03,-0.03,-0.22,https://fbref.com/en/players/d05eeced/Toni-Borevkovic,d05eeced,Primeira Liga
52,Eduardo Borges,POR,DF,Chaves,23-226,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/48e49a24/Eduardo-Borges,48e49a24,Primeira Liga
53,Gonçalo Borges,POR,"MF,DF",Porto,22-285,2001,9,210,23,14.6,2.3,0.43,69,0.00,3.48,18,1.74,2.11,3.04,1.30,1.74,+1.71,+1.20,3.48,0.83,2.65,+2.60,+2.19,https://fbref.com/en/players/4d1c4a5d/Goncalo-Borges,4d1c4a5d,Primeira Liga
54,Cristian Borja,COL,DF,Braga,30-324,1993,14,1107,79,76.9,12.3,1.06,82,0.73,0.08,45,0.08,2.07,2.52,1.38,1.14,+1.14,+0.33,2.29,1.19,1.10,+1.10,+1.77,https://fbref.com/en/players/9d7d5334/Cristian-Borja,9d7d5334,Primeira Liga
55,Róbert Boženík,SVK,FW,Boavista,24-051,1999,16,1366,85,94.9,15.2,1.05,85,0.53,0.00,,0.00,1.06,1.38,1.84,-0.46,-0.46,+0.76,1.13,1.55,-0.41,-0.41,+0.89,https://fbref.com/en/players/ba6cf633/Robert-Bozenik,ba6cf633,Primeira Liga
56,Daniel Bragança,POR,MF,Sporting CP,24-226,1999,11,270,25,18.8,3.0,1.00,53,0.00,2.67,14,0.67,2.82,3.00,1.00,2.00,+2.00,+0.92,2.83,1.03,1.80,+1.82,+0.79,https://fbref.com/en/players/0c152537/Daniel-Braganca,0c152537,Primeira Liga
57,Brenner,BRA,FW,Estrela,22-006,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,,https://fbref.com/en/players/19389ac5/Brenner,19389ac5,Primeira Liga
58,Bruno Brigido,BRA,GK,Estrela,32-305,1991,8,720,90,50.0,8.0,1.00,90,1.00,0.00,,0.00,0.75,1.00,1.63,-0.63,-0.62,-0.50,1.26,1.52,-0.26,-0.27,+0.05,https://fbref.com/en/players/5ccca624/Bruno-Brigido,5ccca624,Primeira Liga
59,Rafael Brito,POR,DF,Casa Pia,21-354,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,,https://fbref.com/en/players/447390cc/Rafael-Brito,447390cc,Primeira Liga
60,Bruma,POR,FW,Braga,29-076,1994,13,866,67,60.1,9.6,1.04,80,0.31,0.31,23,0.10,2.15,2.29,1.35,0.94,+0.94,-0.32,1.74,1.42,0.32,+0.32,-0.94,https://fbref.com/en/players/5caa62a7/Bruma,5caa62a7,Primeira Liga
61,André Bukia,COD,"MF,FW",Arouca,28-311,1995,9,138,15,9.6,1.5,0.00,,0.00,6.00,15,2.00,1.22,2.00,1.33,0.67,+0.65,+0.79,2.07,1.40,0.60,+0.59,+0.62,https://fbref.com/en/players/f9a92ea5/Andre-Bukia,f9a92ea5,Primeira Liga
62,Fabijan Buntić,CRO,GK,Vizela,26-318,1997,16,1440,90,100.0,16.0,1.00,90,1.00,0.00,,0.00,0.81,0.94,1.44,-0.50,-0.50,,1.07,1.28,-0.21,-0.21,,https://fbref.com/en/players/f566b29e/Fabijan-Buntic,f566b29e,Primeira Liga
63,Aleksandar Busnić,SRB,"MF,FW",Vizela,26-035,1997,9,439,49,30.5,4.9,1.02,72,0.20,0.82,19,0.61,0.78,1.02,2.24,-1.22,-1.23,-1.05,0.84,1.65,-0.82,-0.82,-0.88,https://fbref.com/en/players/ae82492b/Aleksandar-Busnic,ae82492b,Primeira Liga
64,Oriol Busquets,ESP,MF,Arouca,24-353,1999,6,227,38,15.8,2.5,0.80,68,0.40,1.60,23,2.40,1.17,1.20,2.00,-0.80,-0.79,-0.87,0.68,1.16,-0.44,-0.45,-0.58,https://fbref.com/en/players/49712367/Oriol-Busquets,49712367,Primeira Liga
65,Rafael Bustamante,COL,MF,Vizela,24-098,1999,10,625,63,43.4,6.9,1.01,81,0.29,0.43,19,0.29,0.80,0.87,1.59,-0.72,-0.72,-0.39,1.06,1.35,-0.30,-0.30,-0.16,https://fbref.com/en/players/b40d1559/Rafael-Bustamante,b40d1559,Primeira Liga
66,Leonardo Buta,POR,DF,Gil Vicente FC,21-217,2002,15,1090,73,75.7,12.1,0.99,87,0.74,0.25,15,0.08,1.00,1.90,1.98,-0.08,-0.08,+0.69,1.36,1.60,-0.26,-0.25,+0.55,https://fbref.com/en/players/dee3d535/Leonardo-Buta,dee3d535,Primeira Liga
67,Adrián Butzke,ESP,FW,Vitória,24-284,1999,6,178,30,12.4,2.0,1.00,65,0.00,2.00,12,4.00,1.83,1.50,0.00,1.50,+1.52,+1.16,0.80,1.40,-0.60,-0.63,-0.84,https://fbref.com/en/players/505dce2b/Adrian-Butzke,505dce2b,Primeira Liga
68,Erick Cabaco,URU,DF,Estoril,28-264,1995,6,335,56,23.3,3.7,0.81,84,0.54,0.81,27,0.00,0.67,2.43,2.70,-0.27,-0.27,-0.43,2.08,1.16,0.92,+0.90,+1.82,https://fbref.com/en/players/e7ab4179/Erick-Cabaco,e7ab4179,Primeira Liga
69,Jovane Cabral,CPV,"FW,MF",Sporting CP,25-208,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/e34e086c/Jovane-Cabral,e34e086c,Primeira Liga
70,Jhonder Cádiz,VEN,FW,Famalicão,28-163,1995,14,932,67,64.7,10.4,1.06,80,0.48,0.29,17,0.00,1.36,0.96,1.35,-0.38,-0.39,-0.21,0.91,1.26,-0.35,-0.34,-0.06,https://fbref.com/en/players/e8edfdc9/Jhonder-Cadiz,e8edfdc9,Primeira Liga
71,João Pedro Gomes Camacho,POR,FW,Moreirense,29-199,1994,12,803,67,59.5,8.9,1.12,77,0.22,0.22,19,0.00,1.42,1.46,1.12,0.34,+0.34,-0.32,1.08,0.91,0.17,+0.17,+0.16,https://fbref.com/en/players/31c3caea/Joao-Pedro-Gomes-Camacho,31c3caea,Primeira Liga
72,Ibrahima Camará,GUI,MF,Boavista,24-348,1999,7,155,22,10.8,1.7,0.59,59,0.00,3.53,16,1.18,0.71,0.00,1.18,-1.18,-1.16,-0.74,0.53,1.06,-0.47,-0.48,-0.03,https://fbref.com/en/players/922f894e/Ibrahima-Camara,922f894e,Primeira Liga
73,Cambila,ANG,GK,Estrela,21-237,2002,1,17,17,1.2,0.2,0.00,,0.00,5.00,17,25.0,0.00,0.00,15.0,-15.00,-15.88,-15.69,0.00,14.0,-14.00,-14.99,-14.88,https://fbref.com/en/players/e8dc329b/Cambila,e8dc329b,Primeira Liga
74,Luan Campos,BRA,"FW,MF",Portimonense,21-295,2002,8,180,23,12.5,2.0,1.00,62,0.00,3.00,9,0.50,0.75,0.50,3.00,-2.50,-2.50,-1.50,0.60,2.20,-1.60,-1.59,-1.04,https://fbref.com/en/players/63ea8662/Luan-Campos,63ea8662,Primeira Liga
75,Fábio Cardoso,POR,DF,Porto,29-264,1994,12,711,59,49.4,7.9,1.01,81,0.89,0.51,16,0.25,2.17,1.52,0.76,0.76,+0.76,+0.14,1.71,0.72,0.99,+0.98,+0.50,https://fbref.com/en/players/4a5839fa/Fabio-Cardoso,4a5839fa,Primeira Liga
76,Felippe Cardoso,BRA,FW,Casa Pia,25-096,1998,15,590,39,43.7,6.6,0.76,77,0.15,1.52,21,0.00,1.07,1.06,1.21,-0.15,-0.15,+0.44,1.02,1.24,-0.23,-0.23,+0.27,https://fbref.com/en/players/7a2bbdf3/Felippe-Cardoso,7a2bbdf3,Primeira Liga
77,Carlinhos,BRA,MF,Portimonense,29-200,1994,15,1344,90,93.3,14.9,1.01,90,0.87,0.00,,0.00,1.00,1.14,2.35,-1.21,-1.21,-0.27,0.94,1.67,-0.73,-0.73,-0.72,https://fbref.com/en/players/e19ca5b9/Carlinhos,e19ca5b9,Primeira Liga
78,João Carlos,BRA,"FW,DF",Estoril,28-313,1995,6,56,9,3.9,0.6,0.00,,0.00,10.0,9,16.7,0.50,0.00,5.00,-5.00,-4.82,-5.08,1.17,6.17,-4.83,-4.77,-4.45,https://fbref.com/en/players/0cc9e053/Joao-Carlos,0cc9e053,Primeira Liga
79,José Carlos,POR,DF,Gil Vicente FC,25-161,1998,15,1324,88,91.9,14.7,1.02,88,0.82,0.00,,0.00,1.00,1.70,1.84,-0.14,-0.14,+1.42,1.14,1.65,-0.51,-0.51,-1.54,https://fbref.com/en/players/4e2da7f7/Jose-Carlos,4e2da7f7,Primeira Liga
80,Zé Carlos,POR,"MF,DF",Vitória,22-070,2001,14,277,20,19.2,3.1,0.32,45,0.00,4.19,18,0.32,1.86,2.58,1.61,0.97,+0.97,+0.59,1.77,1.48,0.29,+0.30,+0.23,https://fbref.com/en/players/8bc1f137/Ze-Carlos,8bc1f137,Primeira Liga
81,David Carmo,POR,DF,Porto,24-173,1999,7,608,87,42.2,6.8,1.03,87,0.74,0.00,,0.59,2.14,1.18,0.59,0.59,+0.59,-0.17,1.47,1.07,0.40,+0.40,-0.57,https://fbref.com/en/players/3ce20eda/David-Carmo,3ce20eda,Primeira Liga
82,Marcelo Carné,BRA,GK,Estoril,33-336,1990,11,990,90,68.8,11.0,1.00,90,1.00,0.00,,0.45,1.27,1.82,1.45,0.36,+0.36,+0.96,1.16,2.08,-0.92,-0.92,-1.37,https://fbref.com/en/players/a24d3330/Marcelo-Carne,a24d3330,Primeira Liga
83,Carraça,POR,"MF,DF",Chaves,30-313,1993,8,265,33,18.4,2.9,1.03,60,0.34,1.72,17,0.00,0.50,1.03,2.07,-1.03,-1.02,+0.51,1.17,1.52,-0.34,-0.35,+0.33,https://fbref.com/en/players/d96144c9/Carraca,d96144c9,Primeira Liga
84,Ronie Carrillo,ECU,FW,Portimonense,27-122,1996,13,780,60,54.2,8.7,1.03,78,0.34,0.46,19,0.00,1.15,1.38,2.30,-0.92,-0.92,+0.58,1.01,1.44,-0.43,-0.43,+0.55,https://fbref.com/en/players/f22278e5/Ronie-Carrillo,f22278e5,Primeira Liga
85,António Filipe de Carvalho,POR,GK,Estrela,38-269,1985,3,270,90,18.8,3.0,1.00,90,1.00,0.00,,2.33,2.00,1.33,1.00,0.33,+0.33,+0.87,1.50,1.03,0.47,+0.46,+0.93,https://fbref.com/en/players/f4a6be9a/Antonio-Filipe-de-Carvalho,f4a6be9a,Primeira Liga
86,Euri Carvalho,POR,FW,Estrela,19-325,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,https://fbref.com/en/players/4cec6f9e/Euri-Carvalho,4cec6f9e,Primeira Liga
87,Martim Carvalho,POR,MF,Gil Vicente FC,20-359,2003,15,859,57,59.7,9.5,1.05,75,0.21,0.53,23,0.00,1.00,1.47,1.58,-0.11,-0.10,+0.36,1.26,1.29,-0.03,-0.03,+0.88,https://fbref.com/en/players/f98c4f0a/Martim-Carvalho,f98c4f0a,Primeira Liga
88,Vitor Carvalho,BRA,MF,Braga,26-226,1997,13,607,47,42.2,6.7,1.04,73,0.30,0.90,16,0.45,2.08,2.84,1.19,1.64,+1.63,+0.98,1.79,1.15,0.63,+0.63,-0.11,https://fbref.com/en/players/adc77724/Vitor-Carvalho,adc77724,Primeira Liga
89,Facundo Cáseres,ARG,MF,Farense,22-225,2001,7,131,19,9.1,1.5,0.00,,0.00,4.67,19,3.33,1.43,2.00,2.00,0.00,0.00,-0.07,1.07,1.67,-0.60,-0.59,-0.20,https://fbref.com/en/players/21be17c9/Facundo-Caseres,21be17c9,Primeira Liga
