Rk,Player,Nation,Pos,Squad,Age,Born,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A-xAG,KP,1/3,PPA,CrsPA,PrgP,Player Link_,Player ID_,Competition
1,Rodrigo Abascal,URU,DF,Boavista,29-359,1994,12.7,49.9,60.6,82.3,1103.5,483.1,14.8,15.9,93.1,25.3,27.2,92.8,9.61,16.2,59.2,0.00,0.01,0.01,-0.01,0.08,2.68,0.08,0.00,2.52,https://fbref.com/en/players/088ae0d1/Rodrigo-Abascal,088ae0d1,Primeira Liga
2,Issah Abbas,GHA,"MF,FW",Chaves,25-104,1998,3.1,15.5,21.6,71.6,279.4,77.4,5.16,5.48,94.1,7.74,10.6,72.7,1.61,3.55,45.5,0.65,0.23,0.23,0.42,1.29,0.97,1.94,1.29,1.94,https://fbref.com/en/players/2590ddf7/Issah-Abbas,2590ddf7,Primeira Liga
3,Antonio Adán,ESP,GK,Sporting CP,36-240,1987,16.0,22.8,28.6,79.9,576.3,403.4,4.31,4.31,100.0,13.5,13.7,98.6,5.00,10.6,47.3,0.00,0.00,0.00,0.00,0.00,0.44,0.00,0.00,0.00,https://fbref.com/en/players/65d62814/Antonio-Adan,65d62814,Primeira Liga
4,Dennis Adeniran,ENG,MF,Portimonense,25-006,1999,0.1,20.0,20.0,100.0,310.0,0.00,10.0,10.0,100.0,10.0,10.0,100.0,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/506eff98/Dennis-Adeniran,506eff98,Primeira Liga
5,Martin Agirregabiria,ESP,DF,Famalicão,27-243,1996,7.6,37.5,53.0,70.7,664.5,290.0,16.3,19.2,84.9,18.2,22.1,82.1,2.63,9.21,28.6,0.00,0.03,0.05,-0.03,0.39,3.16,1.18,0.53,4.34,https://fbref.com/en/players/355c883a/Martin-Agirregabiria,355c883a,Primeira Liga
6,Salvador Agra,POR,"DF,FW",Boavista,32-058,1991,12.7,37.5,48.7,77.0,653.6,223.9,16.5,18.2,90.5,16.8,20.5,81.9,3.62,7.87,46.0,0.08,0.12,0.17,-0.04,1.73,1.81,1.42,0.79,3.94,https://fbref.com/en/players/a130741a/Salvador-Agra,a130741a,Primeira Liga
7,Matheus Aiás,BRA,"MF,FW",Moreirense,27-008,1996,0.7,17.1,25.7,66.7,258.6,84.3,5.71,5.71,100.0,5.71,8.57,66.7,1.43,5.71,25.0,0.00,0.00,0.00,0.00,1.43,4.29,0.00,0.00,4.29,https://fbref.com/en/players/3ac4ee49/Matheus-Aias,3ac4ee49,Primeira Liga
8,Alan,BRA,MF,Moreirense,23-306,2000,13.3,32.6,42.9,76.0,560.6,172.8,15.6,17.8,87.3,13.4,15.3,87.3,3.01,7.82,38.5,0.30,0.18,0.14,0.12,3.23,4.59,0.68,0.08,6.02,https://fbref.com/en/players/b35de685/Alan,b35de685,Primeira Liga
9,Rafael Alcobia,POR,DF,Portimonense,20-200,2003,1.3,45.4,57.7,78.7,949.2,426.9,13.8,13.8,100.0,23.8,27.7,86.1,6.92,14.6,47.4,0.00,0.08,0.00,-0.08,1.54,4.62,0.77,0.00,2.31,https://fbref.com/en/players/4d557d54/Rafael-Alcobia,4d557d54,Primeira Liga
10,Alemão,BRA,DF,Portimonense,21-063,2002,12.9,31.4,38.1,82.3,650.7,257.2,9.38,10.3,91.0,17.4,18.8,92.6,4.03,7.98,50.5,0.00,0.02,0.01,-0.02,0.16,1.24,0.00,0.00,1.40,https://fbref.com/en/players/a23b8218/Alemao,a23b8218,Primeira Liga
