Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Player Link_,Player ID_,Competition
1957,Salih Özcan,TUR,MF,Dortmund,de Bundesliga,26-110,1998,12.3,59.8,57.1,2.68,2.03,0.33,0.33,0.08,0.57,0.00,0.00,0.00,0.00,51.2,0.08,1.06,https://fbref.com/en/players/15413fa5/Salih-Ozcan,15413fa5,Big 5 combined
1958,Cenk Özkacar,TUR,DF,Valencia,es La Liga,23-207,2000,14.7,49.9,46.7,3.06,1.50,0.07,0.54,0.41,1.43,0.00,0.00,0.00,0.00,40.7,0.07,0.95,https://fbref.com/en/players/9a93efc9/Cenk-Ozkacar,9a93efc9,Big 5 combined
1959,David Ozoh,ENG,"MF,DF",Crystal Palace,eng Premier League,18-335,2005,1.7,30.0,30.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.2,0.00,0.59,https://fbref.com/en/players/d00d45ab/David-Ozoh,d00d45ab,Big 5 combined
1960,Jon Pacheco,ESP,DF,Real Sociedad,es La Liga,23-113,2001,12.2,68.8,64.7,3.69,2.95,0.00,0.82,0.08,0.16,0.00,0.00,0.00,0.00,59.3,0.41,0.16,https://fbref.com/en/players/44150beb/Jon-Pacheco,44150beb,Big 5 combined
1961,Willian Pacho,ECU,DF,Eint Frankfurt,de Bundesliga,22-197,2001,30.0,69.6,66.5,2.83,1.40,0.07,0.33,0.17,0.43,0.00,0.00,0.00,0.00,58.8,0.27,0.80,https://fbref.com/en/players/ecbe2839/Willian-Pacho,ecbe2839,Big 5 combined
1962,Gonçalo Paciência,POR,FW,Bochum,de Bundesliga,29-273,1994,7.1,24.4,22.3,1.69,0.42,0.14,0.14,1.41,0.28,0.28,0.14,0.14,0.00,15.4,0.42,1.55,https://fbref.com/en/players/962e54cb/Goncalo-Paciencia,962e54cb,Big 5 combined
1963,Simone Pafundi,ITA,MF,Udinese,it Serie A,18-076,2006,0.1,60.0,40.0,20.0,20.0,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,50.0,0.00,0.00,https://fbref.com/en/players/8daee720/Simone-Pafundi,8daee720,Big 5 combined
1964,Riccardo Pagano,ITA,"MF,DF",Roma,it Serie A,19-154,2004,0.6,38.3,36.7,1.67,0.00,0.00,0.00,1.67,0.00,1.67,1.67,0.00,0.00,33.3,0.00,0.00,https://fbref.com/en/players/b5b9bde7/Riccardo-Pagano,b5b9bde7,Big 5 combined
1965,Pablo Pagis,FRA,MF,Lorient,fr Ligue 1,21-123,2002,1.8,33.9,32.2,1.67,0.00,0.00,0.56,1.11,0.00,1.67,0.56,0.00,0.00,25.6,0.00,0.00,https://fbref.com/en/players/7d827b4f/Pablo-Pagis,7d827b4f,Big 5 combined
1966,Exequiel Palacios,ARG,MF,Leverkusen,de Bundesliga,25-208,1998,18.6,101.9,99.2,2.53,1.34,0.32,0.38,0.32,0.48,0.11,0.00,0.00,0.00,93.7,0.22,1.08,https://fbref.com/en/players/e82adcab/Exequiel-Palacios,e82adcab,Big 5 combined
1967,Isaac Palazón Camacho,ESP,"MF,FW",Rayo Vallecano,es La Liga,29-125,1994,27.8,38.7,33.9,4.50,1.65,0.22,0.43,4.10,0.22,2.41,1.01,0.79,0.04,26.3,0.36,1.08,https://fbref.com/en/players/49dbab27/Isaac-Palazon-Camacho,49dbab27,Big 5 combined
1968,João Palhinha,POR,MF,Fulham,eng Premier League,28-296,1995,27.0,43.8,41.8,1.81,1.70,0.22,0.63,0.11,0.04,0.00,0.00,0.00,0.00,35.9,0.22,0.96,https://fbref.com/en/players/a78ff07f/Joao-Palhinha,a78ff07f,Big 5 combined
1969,Nicolas Pallois,FRA,DF,Nantes,fr Ligue 1,36-224,1987,15.4,44.9,43.1,1.75,1.23,0.00,0.13,0.45,0.19,0.00,0.00,0.00,0.00,36.8,0.13,0.32,https://fbref.com/en/players/779847d6/Nicolas-Pallois,779847d6,Big 5 combined
1970,Cole Palmer,ENG,MF,Manchester City,eng Premier League,21-360,2002,0.1,50.0,50.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.0,0.00,0.00,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,Big 5 combined
1971,Cole Palmer,ENG,"FW,MF",Chelsea,eng Premier League,21-360,2002,24.0,49.9,45.8,3.67,0.83,1.04,0.58,2.25,0.71,1.67,0.50,0.50,0.00,39.6,0.42,1.29,https://fbref.com/en/players/dc7f8a28/Cole-Palmer,dc7f8a28,Big 5 combined
1972,Emerson Palmieri,ITA,DF,West Ham,eng Premier League,29-271,1994,32.2,50.4,42.2,8.04,0.50,0.06,0.12,1.46,7.39,0.16,0.00,0.12,0.00,41.0,0.19,1.65,https://fbref.com/en/players/e0bc6fdc/Emerson-Palmieri,e0bc6fdc,Big 5 combined
1973,Joaquín Panichelli,ARG,"MF,FW",Alavés,es La Liga,21-206,2002,1.2,23.3,21.7,0.83,0.00,0.00,0.00,0.00,0.83,0.00,0.00,0.00,0.00,14.2,0.83,0.83,https://fbref.com/en/players/ae14af56/Joaquin-Panichelli,ae14af56,Big 5 combined
1974,Miloš Pantović,SRB,MF,Union Berlin,de Bundesliga,27-298,1996,0.2,35.0,35.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.0,0.00,5.00,https://fbref.com/en/players/5dc15574/Milos-Pantovic,5dc15574,Big 5 combined
1975,Antonios Papadopoulos,GER,DF,Dortmund,de Bundesliga,24-233,1999,0.3,33.3,33.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.0,0.00,0.00,https://fbref.com/en/players/13d23b29/Antonios-Papadopoulos,13d23b29,Big 5 combined
1976,Sokratis Papastathopoulos,GRE,DF,Betis,es La Liga,35-326,1988,8.3,44.2,42.5,1.69,1.57,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,39.3,0.00,0.36,https://fbref.com/en/players/b682dcf6/Sokratis-Papastathopoulos,b682dcf6,Big 5 combined
1977,Matondo-Merveille Papela,GER,"MF,DF",Mainz 05,de Bundesliga,23-103,2001,2.9,31.4,28.3,2.76,0.34,0.34,0.00,0.69,2.41,0.00,0.00,0.00,0.00,22.1,0.34,1.03,https://fbref.com/en/players/b4b08774/Matondo-Merveille-Papela,b4b08774,Big 5 combined
1978,Leart Paqarada,KVX,DF,Köln,de Bundesliga,29-205,1994,11.6,59.6,45.9,13.3,1.72,0.00,0.60,6.90,8.62,2.93,1.98,0.60,0.00,40.8,0.43,3.19,https://fbref.com/en/players/82bfc14d/Leart-Paqarada,82bfc14d,Big 5 combined
1979,Lucas Paquetá,BRA,"FW,MF",West Ham,eng Premier League,26-247,1997,26.4,50.6,48.3,2.01,0.61,1.02,0.45,1.21,0.38,0.00,0.00,0.00,0.00,37.3,0.27,1.82,https://fbref.com/en/players/9b6f7fd5/Lucas-Paqueta,9b6f7fd5,Big 5 combined
1980,Victor Parada,ESP,"FW,MF",Alavés,es La Liga,22-026,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/8ca358c5/Victor-Parada,8ca358c5,Big 5 combined
1981,Aitor Paredes,ESP,DF,Athletic Club,es La Liga,24-001,2000,27.2,52.6,50.8,1.73,1.43,0.07,0.40,0.04,0.07,0.00,0.00,0.00,0.00,45.4,0.07,0.26,https://fbref.com/en/players/b906757a/Aitor-Paredes,b906757a,Big 5 combined
1982,Kevin Paredes,USA,"MF,FW",Wolfsburg,de Bundesliga,20-359,2003,13.6,33.9,31.0,2.79,0.29,0.00,0.15,2.13,2.43,0.07,0.00,0.07,0.00,25.4,0.07,1.25,https://fbref.com/en/players/5c50fdbc/Kevin-Paredes,5c50fdbc,Big 5 combined
1983,Leandro Paredes,ARG,MF,Roma,it Serie A,29-306,1994,27.0,71.9,65.7,6.15,3.67,0.07,0.70,2.81,0.37,2.07,1.22,0.78,0.00,63.3,0.07,0.70,https://fbref.com/en/players/dff153a4/Leandro-Paredes,dff153a4,Big 5 combined
1984,Daniel Parejo,ESP,MF,Villarreal,es La Liga,35-014,1989,25.0,63.7,57.2,6.08,4.28,0.16,0.40,2.12,0.08,1.68,0.84,0.56,0.00,55.8,0.48,0.76,https://fbref.com/en/players/7460ca0d/Daniel-Parejo,7460ca0d,Big 5 combined
1985,Fabiano Parisi,ITA,DF,Fiorentina,it Serie A,23-173,2000,14.1,63.9,54.5,9.29,1.63,0.14,0.28,2.84,7.66,0.00,0.00,0.00,0.00,53.0,0.14,1.49,https://fbref.com/en/players/0967845b/Fabiano-Parisi,0967845b,Big 5 combined
1986,Ben Parkinson,ENG,FW,Newcastle Utd,eng Premier League,19-051,2005,0.3,10.0,6.67,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,https://fbref.com/en/players/32163807/Ben-Parkinson,32163807,Big 5 combined
1987,Thomas Partey,GHA,"MF,DF",Arsenal,eng Premier League,30-322,1993,6.0,77.0,73.0,3.67,2.00,0.33,0.17,0.33,1.67,0.00,0.00,0.00,0.00,69.3,0.33,0.17,https://fbref.com/en/players/529f49ab/Thomas-Partey,529f49ab,Big 5 combined
1988,Mario Pašalić,CRO,"MF,FW",Atalanta,it Serie A,29-081,1995,18.2,46.1,44.6,1.43,1.21,0.22,0.55,0.49,0.00,0.00,0.00,0.00,0.00,39.4,0.11,0.71,https://fbref.com/en/players/e599253a/Mario-Pasalic,e599253a,Big 5 combined
1989,Triantafyllos Pasaridīs,GRE,DF,Salernitana,it Serie A,27-286,1996,3.5,,,,,,,0.00,,,,,,,,,https://fbref.com/en/players/6416adf0/Triantafyllos-Pasaridis,6416adf0,Big 5 combined
1990,Pascu,ESP,FW,Villarreal,es La Liga,21-021,2003,0.2,25.0,25.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.0,0.00,0.00,https://fbref.com/en/players/a2d9cf74/Pascu,a2d9cf74,Big 5 combined
1991,Felix Passlack,GER,DF,Bochum,de Bundesliga,25-337,1998,9.5,38.6,29.4,8.74,0.00,0.21,0.11,3.47,8.63,0.11,0.00,0.11,0.00,24.4,0.53,2.11,https://fbref.com/en/players/5c899683/Felix-Passlack,5c899683,Big 5 combined
1992,Patric,ESP,DF,Lazio,it Serie A,31-013,1993,14.9,69.1,65.8,3.02,2.15,0.13,0.74,0.54,0.81,0.00,0.00,0.00,0.00,61.1,0.34,0.20,https://fbref.com/en/players/f7223718/Patric,f7223718,Big 5 combined
1993,Rui Patrício,POR,GK,Roma,it Serie A,36-075,1988,23.0,27.4,19.2,8.13,2.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.4,0.04,0.00,https://fbref.com/en/players/79b0d6a0/Rui-Patricio,79b0d6a0,Big 5 combined
1994,Nathan Patterson,SCO,DF,Everton,eng Premier League,22-197,2001,11.2,49.1,39.2,9.82,0.09,0.09,0.09,2.86,9.73,0.00,0.00,0.00,0.00,35.1,0.09,1.16,https://fbref.com/en/players/230f0471/Nathan-Patterson,230f0471,Big 5 combined
1995,Gabriel Paulista,BRA,DF,Atlético Madrid,es La Liga,33-156,1990,4.0,61.3,60.0,1.25,1.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,53.3,0.00,0.00,https://fbref.com/en/players/b7ca5c51/Gabriel-Paulista,b7ca5c51,Big 5 combined
1996,Gabriel Paulista,BRA,DF,Valencia,es La Liga,33-156,1990,15.5,52.6,49.7,2.65,2.39,0.13,0.65,0.00,0.00,0.00,0.00,0.00,0.00,45.1,0.26,0.13,https://fbref.com/en/players/b7ca5c51/Gabriel-Paulista,b7ca5c51,Big 5 combined
1997,Benjamin Pavard,FRA,DF,Inter,it Serie A,28-033,1996,16.6,67.2,64.3,2.83,1.51,0.00,0.18,1.33,1.33,0.00,0.00,0.00,0.00,60.4,0.06,0.54,https://fbref.com/en/players/45a03961/Benjamin-Pavard,45a03961,Big 5 combined
1998,Jiří Pavlenka,CZE,GK,Werder Bremen,de Bundesliga,32-016,1992,7.0,35.1,21.1,14.0,4.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.7,0.00,0.00,https://fbref.com/en/players/0a1cb833/Jiri-Pavlenka,0a1cb833,Big 5 combined
1999,Aleksandar Pavlovic,GER,MF,Bayern Munich,de Bundesliga,19-363,2004,11.3,71.2,68.2,2.65,1.24,0.00,0.44,1.50,0.18,1.24,0.27,0.80,0.00,65.5,0.27,0.35,https://fbref.com/en/players/2658c82f/Aleksandar-Pavlovic,2658c82f,Big 5 combined
2000,Leonardo Pavoletti,ITA,FW,Cagliari,it Serie A,35-156,1988,7.0,22.4,21.7,0.43,0.14,0.14,0.00,0.14,0.14,0.00,0.00,0.00,0.00,12.4,0.29,0.43,https://fbref.com/en/players/d37b0350/Leonardo-Pavoletti,d37b0350,Big 5 combined
2001,Martín Payero,ARG,MF,Udinese,it Serie A,25-232,1998,17.0,27.1,25.8,1.12,0.53,0.12,0.06,1.06,0.29,0.29,0.12,0.18,0.00,20.6,0.12,0.41,https://fbref.com/en/players/bdbff2b5/Martin-Payero,bdbff2b5,Big 5 combined
2002,Nicolás Paz,ARG,"MF,FW",Real Madrid,es La Liga,19-235,2004,0.3,80.0,76.7,3.33,0.00,0.00,0.00,3.33,0.00,3.33,3.33,0.00,0.00,60.0,0.00,0.00,https://fbref.com/en/players/01bb93d5/Nicolas-Paz,01bb93d5,Big 5 combined
2003,Myles Peart-Harris,ENG,"DF,MF",Brentford,eng Premier League,21-225,2002,0.1,100.0,80.0,20.0,0.00,0.00,0.00,10.0,20.0,0.00,0.00,0.00,0.00,60.0,0.00,0.00,https://fbref.com/en/players/ea1a5662/Myles-Peart-Harris,ea1a5662,Big 5 combined
2004,Sydie Peck,ENG,MF,Sheffield Utd,eng Premier League,19-230,2004,0.1,10.0,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,https://fbref.com/en/players/767d9605/Sydie-Peck,767d9605,Big 5 combined
2005,Mads Pedersen,DEN,DF,Augsburg,de Bundesliga,27-242,1996,17.8,43.1,32.6,10.2,1.01,0.17,0.34,2.81,9.16,0.06,0.06,0.00,0.00,32.0,0.28,0.96,https://fbref.com/en/players/582a5247/Mads-Pedersen,582a5247,Big 5 combined
2006,Marcus Pedersen,NOR,DF,Sassuolo,it Serie A,23-289,2000,17.6,41.1,31.5,9.49,0.45,0.00,0.06,3.18,9.03,0.00,0.00,0.00,0.00,31.6,0.06,1.25,https://fbref.com/en/players/596cc50e/Marcus-Pedersen,596cc50e,Big 5 combined
2007,Alfonso Pedraza,ESP,DF,Villarreal,es La Liga,28-021,1996,12.0,48.3,38.8,9.25,1.08,0.17,0.58,4.67,8.17,0.00,0.00,0.00,0.00,37.0,0.25,2.00,https://fbref.com/en/players/63f04c6c/Alfonso-Pedraza,63f04c6c,Big 5 combined
2008,Pedri,ESP,"MF,FW",Barcelona,es La Liga,21-157,2002,13.0,66.8,64.1,2.31,1.23,0.85,0.38,0.69,0.38,0.15,0.00,0.15,0.00,57.3,0.46,1.54,https://fbref.com/en/players/0d9b2d31/Pedri,0d9b2d31,Big 5 combined
2009,Pedro,ESP,"FW,MF",Lazio,it Serie A,36-277,1987,8.8,47.8,46.8,0.91,0.45,0.23,0.23,2.27,0.00,0.45,0.23,0.23,0.00,39.4,0.11,0.80,https://fbref.com/en/players/3ca7254a/Pedro,3ca7254a,Big 5 combined
2010,Adrià Pedrosa,ESP,DF,Sevilla,es La Liga,25-353,1998,17.6,48.2,38.6,9.26,0.91,0.11,0.17,5.62,8.24,0.11,0.06,0.00,0.00,34.9,0.28,1.53,https://fbref.com/en/players/112521d1/Adria-Pedrosa,112521d1,Big 5 combined
2011,Jordan Pefok,USA,FW,M'Gladbach,de Bundesliga,28-004,1996,14.8,17.7,16.4,1.28,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.2,0.00,0.27,https://fbref.com/en/players/b684a484/Jordan-Pefok,b684a484,Big 5 combined
2012,Jordan Pefok,USA,FW,Union Berlin,de Bundesliga,28-004,1996,0.3,16.7,16.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,3.33,https://fbref.com/en/players/b684a484/Jordan-Pefok,b684a484,Big 5 combined
2013,Dženan Pejčinović,GER,FW,Wolfsburg,de Bundesliga,19-075,2005,0.3,30.0,30.0,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.7,0.00,0.00,https://fbref.com/en/players/80f252f6/Dzenan-Pejcinovic,80f252f6,Big 5 combined
2014,Pietro Pellegri,ITA,"FW,MF",Torino,it Serie A,23-044,2001,6.4,15.9,14.2,1.72,0.00,0.00,0.00,0.16,0.31,0.00,0.00,0.00,0.00,9.69,0.00,1.09,https://fbref.com/en/players/a44d3a3c/Pietro-Pellegri,a44d3a3c,Big 5 combined
2015,Lorenzo Pellegrini,ITA,MF,Roma,it Serie A,27-316,1996,17.9,40.9,37.6,3.30,1.34,0.39,0.17,3.46,0.11,1.79,0.78,0.84,0.00,32.0,0.06,0.73,https://fbref.com/en/players/4a5a45c7/Lorenzo-Pellegrini,4a5a45c7,Big 5 combined
2016,Luca Pellegrini,ITA,DF,Lazio,it Serie A,25-054,1999,7.2,63.5,51.3,11.9,0.69,0.00,0.14,3.06,11.1,0.14,0.00,0.00,0.00,46.3,0.28,2.78,https://fbref.com/en/players/3b61c9ec/Luca-Pellegrini,3b61c9ec,Big 5 combined
2017,Marco Pellegrino,,DF,Salernitana,it Serie A,,,5.4,42.6,39.4,3.15,1.11,0.00,0.00,0.19,2.04,0.00,0.00,0.00,0.00,36.3,0.00,0.37,https://fbref.com/en/players/18950a80/Marco-Pellegrino,18950a80,Big 5 combined
2018,Marco Pellegrino,,DF,Milan,it Serie A,,,0.8,60.0,57.5,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.8,0.00,1.25,https://fbref.com/en/players/18950a80/Marco-Pellegrino,18950a80,Big 5 combined
2019,Facundo Pellistri,URU,"FW,MF",Manchester Utd,eng Premier League,22-132,2001,1.9,41.6,41.1,0.00,0.00,0.00,0.00,2.11,0.00,0.00,0.00,0.00,0.00,31.6,0.53,2.63,https://fbref.com/en/players/ac7e7b1c/Facundo-Pellistri,ac7e7b1c,Big 5 combined
2020,Facundo Pellistri,URU,"MF,FW",Granada,es La Liga,22-132,2001,9.1,20.3,18.9,1.21,0.11,0.11,0.00,1.87,0.66,0.44,0.00,0.11,0.00,14.3,0.22,1.43,https://fbref.com/en/players/ac7e7b1c/Facundo-Pellistri,ac7e7b1c,Big 5 combined
2021,Andy Pelmard,FRA,DF,Clermont Foot,fr Ligue 1,24-049,2000,30.2,50.2,46.6,3.38,1.56,0.07,0.07,0.20,1.39,0.00,0.00,0.00,0.00,42.6,0.23,0.53,https://fbref.com/en/players/f18d7ab2/Andy-Pelmard,f18d7ab2,Big 5 combined
2022,Aurélien Pelon,FRA,DF,Lorient,fr Ligue 1,19-360,2004,1.0,33.0,33.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.0,0.00,0.00,https://fbref.com/en/players/d3b54513/Aurelien-Pelon,d3b54513,Big 5 combined
2023,Faris Pemi Moumbagna,CMR,FW,Marseille,fr Ligue 1,23-304,2000,4.3,19.1,17.4,1.40,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,14.0,0.23,0.47,https://fbref.com/en/players/58aae0a9/Faris-Pemi-Moumbagna,58aae0a9,Big 5 combined
2024,Iñaki Peña,ESP,GK,Barcelona,es La Liga,25-059,1999,10.0,29.7,23.0,6.70,1.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.9,0.00,0.00,https://fbref.com/en/players/cc1c5035/Inaki-Pena,cc1c5035,Big 5 combined
2025,Marcos Peña,ESP,"MF,FW",Almería,es La Liga,19-099,2005,1.9,40.0,38.4,1.58,1.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.3,0.00,0.53,https://fbref.com/en/players/736c14ec/Marcos-Pena,736c14ec,Big 5 combined
2026,Rubén Peña,ESP,"DF,FW",Osasuna,es La Liga,32-287,1991,18.8,44.4,36.1,7.93,0.27,0.11,0.11,4.63,7.61,0.00,0.00,0.00,0.00,29.2,0.37,1.81,https://fbref.com/en/players/1f079188/Ruben-Pena,1f079188,Big 5 combined
2027,Pepín,EQG,"MF,FW",Monza,it Serie A,27-260,1996,2.7,53.0,49.6,2.59,0.74,0.74,0.37,1.48,0.74,1.11,0.00,1.11,0.00,41.9,0.74,1.11,https://fbref.com/en/players/7afb1573/Pepin,7afb1573,Big 5 combined
2028,Alberto Perea,ESP,"MF,FW",Granada,es La Liga,33-133,1990,0.0,7,5,2,2,0,0,1,0,0,0,0,0,6,0,0,https://fbref.com/en/players/5496cc91/Alberto-Perea,5496cc91,Big 5 combined
2029,Andreas Pereira,BRA,MF,Fulham,eng Premier League,28-120,1996,27.4,44.5,35.4,8.98,2.34,0.51,0.36,7.59,0.26,5.22,1.72,2.59,0.04,31.5,0.18,1.46,https://fbref.com/en/players/6639e500/Andreas-Pereira,6639e500,Big 5 combined
2030,Danilo Pereira,POR,DF,Paris S-G,fr Ligue 1,32-234,1991,20.2,98.8,96.9,1.73,1.53,0.05,0.20,0.05,0.20,0.00,0.00,0.00,0.00,93.0,0.15,0.10,https://fbref.com/en/players/8fd9996f/Danilo-Pereira,8fd9996f,Big 5 combined
2031,Mathias Pereira Lage,POR,FW,Brest,fr Ligue 1,27-152,1996,11.5,29.7,25.8,3.74,1.57,0.00,0.17,4.96,0.17,2.00,0.87,0.96,0.00,19.9,0.09,0.70,https://fbref.com/en/players/8846a40f/Mathias-Pereira-Lage,8846a40f,Big 5 combined
2032,Pedro Pereira,POR,DF,Monza,it Serie A,26-099,1998,8.1,54.3,46.9,7.04,0.25,0.00,0.25,3.95,6.79,0.00,0.00,0.00,0.00,42.6,0.37,1.98,https://fbref.com/en/players/c77be0cf/Pedro-Pereira,c77be0cf,Big 5 combined
2033,Roberto Pereyra,ARG,"FW,MF",Udinese,it Serie A,33-114,1991,20.4,29.3,27.1,2.01,0.29,0.15,0.15,1.13,0.69,0.10,0.10,0.00,0.00,23.1,0.15,1.23,https://fbref.com/en/players/75f2c59f/Roberto-Pereyra,75f2c59f,Big 5 combined
2034,Ayoze Pérez,ESP,FW,Betis,es La Liga,30-276,1993,20.7,26.8,26.3,0.29,0.05,0.19,0.14,0.77,0.10,0.00,0.00,0.00,0.00,20.2,0.19,1.84,https://fbref.com/en/players/819aa8e7/Ayoze-Perez,819aa8e7,Big 5 combined
2035,Carles Pérez,ESP,"MF,DF",Celta Vigo,es La Liga,26-074,1998,8.0,28.9,28.1,0.63,0.00,0.38,0.13,2.13,0.63,0.00,0.00,0.00,0.00,22.6,0.13,1.00,https://fbref.com/en/players/a8f21b9f/Carles-Perez,a8f21b9f,Big 5 combined
2036,Francisco Perez,ESP,"MF,FW",Valencia,es La Liga,21-234,2002,22.8,25.6,25.2,0.44,0.09,0.13,0.04,2.19,0.22,0.13,0.00,0.00,0.00,19.1,0.00,1.23,https://fbref.com/en/players/3d79a68c/Francisco-Perez,3d79a68c,Big 5 combined
2037,Kike Pérez,ESP,"MF,FW",Rayo Vallecano,es La Liga,27-076,1997,9.1,38.5,35.8,2.42,0.66,0.55,0.77,1.87,0.55,0.33,0.11,0.22,0.00,29.1,0.22,0.77,https://fbref.com/en/players/237a3851/Kike-Perez,237a3851,Big 5 combined
2038,Nehuén Pérez,ARG,DF,Udinese,it Serie A,23-311,2000,33.0,44.9,38.9,5.91,2.64,0.03,0.76,0.58,3.06,0.00,0.00,0.00,0.00,36.0,0.12,0.30,https://fbref.com/en/players/f7c491f1/Nehuen-Perez,f7c491f1,Big 5 combined
2039,Mattia Perin,ITA,GK,Juventus,it Serie A,31-172,1992,2.0,26.5,18.5,8.00,2.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,22.0,0.00,0.00,https://fbref.com/en/players/4c62d0c8/Mattia-Perin,4c62d0c8,Big 5 combined
2040,Samuele Perisan,ITA,GK,Empoli,it Serie A,26-253,1997,1.0,34.0,21.0,13.0,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.0,0.00,0.00,https://fbref.com/en/players/00a17eba/Samuele-Perisan,00a17eba,Big 5 combined
2041,Ivan Perišić,CRO,FW,Tottenham,eng Premier League,35-088,1989,1.1,69.1,65.5,3.64,0.91,0.00,0.91,11.8,1.82,0.91,0.91,0.00,0.00,48.2,0.00,0.91,https://fbref.com/en/players/6fe90922/Ivan-Perisic,6fe90922,Big 5 combined
2042,Romain Perraud,FRA,"DF,FW",Nice,fr Ligue 1,26-221,1997,4.0,58.0,46.0,12.0,1.25,0.00,0.00,5.25,9.00,1.75,0.00,1.00,0.00,41.5,0.00,2.00,https://fbref.com/en/players/6dfd8f05/Romain-Perraud,6dfd8f05,Big 5 combined
2043,Lucas Perrin,FRA,DF,Strasbourg,fr Ligue 1,25-163,1998,29.0,59.7,54.9,4.66,2.69,0.10,0.24,0.17,0.45,0.00,0.00,0.00,0.00,52.0,0.10,0.28,https://fbref.com/en/players/49070d66/Lucas-Perrin,49070d66,Big 5 combined
2044,Máximo Perrone,ARG,MF,Las Palmas,es La Liga,21-114,2003,17.3,73.8,72.0,1.62,1.56,0.23,0.06,0.00,0.00,0.00,0.00,0.00,0.00,66.6,0.23,0.64,https://fbref.com/en/players/53552942/Maximo-Perrone,53552942,Big 5 combined
2045,Pavao Pervan,AUT,GK,Wolfsburg,de Bundesliga,36-169,1987,9.0,33.3,26.0,7.33,3.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.4,0.00,0.00,https://fbref.com/en/players/c89e8aae/Pavao-Pervan,c89e8aae,Big 5 combined
2046,Matteo Pessina,ITA,MF,Monza,it Serie A,27-009,1997,31.8,59.6,56.4,3.08,1.82,0.03,0.28,0.44,0.13,0.00,0.00,0.00,0.00,52.6,0.13,0.72,https://fbref.com/en/players/780e3631/Matteo-Pessina,780e3631,Big 5 combined
2047,Andrea Petagna,ITA,FW,Cagliari,it Serie A,28-305,1995,11.1,21.5,19.4,2.16,0.27,0.09,0.18,0.18,0.18,0.00,0.00,0.00,0.00,15.3,0.00,0.72,https://fbref.com/en/players/03f946ed/Andrea-Petagna,03f946ed,Big 5 combined
2048,Denis Petrić,SRB,GK,Nantes,fr Ligue 1,35-342,1988,0.3,26.7,16.7,6.67,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.0,3.33,0.00,https://fbref.com/en/players/dab1b8dc/Denis-Petric,dab1b8dc,Big 5 combined
2049,Njegoš Petrović,SRB,"MF,FW",Granada,es La Liga,24-287,1999,1.7,47.6,45.9,1.18,0.59,0.00,0.00,0.59,0.59,0.00,0.00,0.00,0.00,39.4,0.59,0.59,https://fbref.com/en/players/0cb29e91/Njegos-Petrovic,0cb29e91,Big 5 combined
2050,Đorđe Petrović,SRB,GK,Chelsea,eng Premier League,24-205,1999,17.1,35.5,28.1,7.25,1.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.8,0.12,0.00,https://fbref.com/en/players/0cf321c8/Djordje-Petrovic,0cf321c8,Big 5 combined
