Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Player Link_,Player ID_,Competition
1959,Ibrahim Salah,MAR,"FW,MF",Rennes,fr Ligue 1,22-131,2001,2.9,2.07,1.72,0.34,0.69,1.03,1.38,1.38,100.0,0.00,0.69,0.00,0.69,1.38,3.45,1.38,0.00,https://fbref.com/en/players/cad3fd4d/Ibrahim-Salah,cad3fd4d,Big 5 combined
1960,Mohamed Salah,EGY,FW,Liverpool,eng Premier League,31-207,1992,19.3,0.67,0.47,0.00,0.26,0.41,0.26,0.88,29.4,0.62,0.73,0.05,0.67,0.10,0.78,0.00,0.00,https://fbref.com/en/players/e342ad68/Mohamed-Salah,e342ad68,Big 5 combined
1961,Amine Salama,FRA,"FW,MF",Reims,fr Ligue 1,23-174,2000,2.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.42,0.00,0.42,0.00,0.00,0.42,0.00,https://fbref.com/en/players/bc7cc472/Amine-Salama,bc7cc472,Big 5 combined
1962,Kike Salas,ESP,DF,Sevilla,es La Liga,21-260,2002,5.7,2.63,1.93,1.40,1.05,0.18,1.40,2.63,53.3,1.23,0.88,0.53,0.35,2.11,4.74,5.26,0.00,https://fbref.com/en/players/0a69de7b/Kike-Salas,0a69de7b,Big 5 combined
1963,William Saliba,FRA,DF,Arsenal,eng Premier League,22-290,2001,20.0,1.10,0.70,0.60,0.50,0.00,0.65,0.70,92.9,0.05,0.85,0.45,0.40,0.60,1.70,2.05,0.10,https://fbref.com/en/players/972aeb2a/William-Saliba,972aeb2a,Big 5 combined
1964,Mohammed Salisu,GHA,DF,Monaco,fr Ligue 1,24-266,1999,3.0,3.00,2.00,0.33,2.00,0.67,2.33,3.33,70.0,1.00,2.33,1.33,1.00,2.00,5.00,5.33,0.00,https://fbref.com/en/players/0b33f6ad/Mohammed-Salisu,0b33f6ad,Big 5 combined
1965,Roland Sallai,HUN,"FW,DF",Freiburg,de Bundesliga,26-231,1997,8.4,0.71,0.24,0.48,0.00,0.24,0.36,1.07,33.3,0.71,1.55,0.12,1.43,0.36,1.07,1.67,0.00,https://fbref.com/en/players/bf075f6b/Roland-Sallai,bf075f6b,Big 5 combined
1966,Yoann Salmier,GUF,DF,Le Havre,fr Ligue 1,31-048,1992,12.1,1.49,0.74,0.83,0.41,0.25,0.91,1.40,64.7,0.50,1.40,0.99,0.41,1.40,2.89,3.47,0.00,https://fbref.com/en/players/c3725db2/Yoann-Salmier,c3725db2,Big 5 combined
1967,Salvi,ESP,MF,Rayo Vallecano,es La Liga,32-284,1991,0.3,0.00,0.00,0.00,0.00,0.00,0.00,13.3,0.0,13.3,0.00,0.00,0.00,3.33,3.33,0.00,0.00,https://fbref.com/en/players/405f267a/Salvi,405f267a,Big 5 combined
1968,Lazar Samardzic,SRB,MF,Udinese,it Serie A,21-318,2002,12.7,0.94,0.47,0.47,0.39,0.08,0.31,1.26,25.0,0.94,0.87,0.39,0.47,0.39,1.34,0.71,0.00,https://fbref.com/en/players/217c93a1/Lazar-Samardzic,217c93a1,Big 5 combined
1969,Diadie Samassékou,MLI,MF,Hoffenheim,de Bundesliga,27-362,1996,0.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,https://fbref.com/en/players/08593525/Diadie-Samassekou,08593525,Big 5 combined
1970,Mama Samba Baldé,GNB,"FW,MF",Lyon,fr Ligue 1,28-063,1995,4.4,1.14,0.68,0.00,0.23,0.91,0.45,1.36,33.3,0.91,0.00,0.00,0.00,0.23,1.36,0.23,0.23,https://fbref.com/en/players/fb14aa28/Mama-Samba-Balde,fb14aa28,Big 5 combined
1971,Brice Samba,FRA,GK,Lens,fr Ligue 1,29-258,1994,17.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.12,https://fbref.com/en/players/60d90c55/Brice-Samba,60d90c55,Big 5 combined
1972,Albert Sambi Lokonga,BEL,MF,Luton Town,eng Premier League,24-078,1999,4.5,1.78,0.89,1.11,0.44,0.22,0.89,1.56,57.1,0.67,1.33,0.89,0.44,0.22,2.00,0.67,0.00,https://fbref.com/en/players/1b4f1169/Albert-Sambi-Lokonga,1b4f1169,Big 5 combined
1973,Junior Sambia,FRA,"DF,MF",Salernitana,it Serie A,27-123,1996,1.6,0.63,0.63,0.63,0.00,0.00,0.63,1.25,50.0,0.63,0.63,0.00,0.63,1.25,1.88,2.50,0.00,https://fbref.com/en/players/24eb7ed6/Junior-Sambia,24eb7ed6,Big 5 combined
1974,Fede San Emeterio,ESP,MF,Cádiz,es La Liga,26-298,1997,1.5,2.00,1.33,1.33,0.67,0.00,0.67,2.67,25.0,2.00,2.00,1.33,0.67,0.67,2.67,0.67,0.00,https://fbref.com/en/players/efecd633/Fede-San-Emeterio,efecd633,Big 5 combined
1975,Antonio Sanabria,PAR,"FW,MF",Torino,it Serie A,27-310,1996,11.6,1.03,0.86,0.34,0.52,0.17,0.34,0.43,80.0,0.09,0.26,0.00,0.26,0.43,1.47,0.34,0.00,https://fbref.com/en/players/0a447501/Antonio-Sanabria,0a447501,Big 5 combined
1976,Marciano Sanca,GNB,"FW,MF",Almería,es La Liga,19-311,2004,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/39a938cb/Marciano-Sanca,39a938cb,Big 5 combined
1977,Oihan Sancet,ESP,MF,Athletic Club,es La Liga,23-258,2000,14.0,0.93,0.57,0.14,0.43,0.36,0.29,0.86,33.3,0.57,0.21,0.07,0.14,0.36,1.29,0.14,0.00,https://fbref.com/en/players/bdb624a3/Oihan-Sancet,bdb624a3,Big 5 combined
1978,Renato Sanches,POR,MF,Roma,it Serie A,26-143,1997,1.3,1.54,0.77,0.77,0.77,0.00,1.54,2.31,66.7,0.77,0.77,0.00,0.77,0.00,1.54,0.77,0.00,https://fbref.com/en/players/032f894e/Renato-Sanches,032f894e,Big 5 combined
1979,Ricard Sánchez,ESP,DF,Granada,es La Liga,23-320,2000,15.0,1.07,0.53,0.40,0.33,0.33,0.33,0.80,41.7,0.47,1.07,0.07,1.00,0.60,1.67,2.60,0.00,https://fbref.com/en/players/fce521d7/Ricard-Sanchez,fce521d7,Big 5 combined
1980,Alexis Sánchez,CHI,FW,Inter,it Serie A,35-020,1988,1.8,0.56,0.56,0.00,0.56,0.00,0.00,0.00,,0.00,0.56,0.00,0.56,0.56,1.11,0.56,0.00,https://fbref.com/en/players/2c0f8e9e/Alexis-Sanchez,2c0f8e9e,Big 5 combined
1981,Antonio Sánchez,ESP,"MF,FW",Mallorca,es La Liga,27-007,1997,8.3,2.05,0.60,1.20,0.72,0.12,1.20,2.65,45.5,1.45,1.57,0.60,0.96,0.48,2.53,0.72,0.00,https://fbref.com/en/players/a254bbe0/Antonio-Sanchez,a254bbe0,Big 5 combined
1982,Davinson Sánchez,COL,DF,Tottenham,eng Premier League,27-210,1996,0.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,3.33,2.22,1.11,1.11,1.11,2.22,0.00,https://fbref.com/en/players/da7b447d/Davinson-Sanchez,da7b447d,Big 5 combined
1983,Juanlu Sánchez,ESP,DF,Sevilla,es La Liga,20-146,2003,9.7,4.12,2.68,2.37,1.55,0.21,2.58,4.23,61.0,1.65,1.86,0.52,1.34,1.03,5.15,2.58,0.00,https://fbref.com/en/players/cc6de655/Juanlu-Sanchez,cc6de655,Big 5 combined
1984,Manu Sánchez,ESP,DF,Celta Vigo,es La Liga,23-137,2000,12.0,2.75,1.67,1.17,1.33,0.25,1.50,2.58,58.1,1.08,0.67,0.08,0.58,1.00,3.75,3.17,0.00,https://fbref.com/en/players/ffacd3d5/Manu-Sanchez,ffacd3d5,Big 5 combined
1985,Robert Sánchez,ESP,GK,Chelsea,eng Premier League,26-051,1997,15.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.69,0.19,https://fbref.com/en/players/6a713852/Robert-Sanchez,6a713852,Big 5 combined
1986,Jadon Sancho,ENG,"FW,MF",Manchester Utd,eng Premier League,23-289,2000,0.9,1.11,0.00,1.11,0.00,0.00,1.11,3.33,33.3,2.22,1.11,0.00,1.11,1.11,2.22,0.00,0.00,https://fbref.com/en/players/dbf053da/Jadon-Sancho,dbf053da,Big 5 combined
1987,Alex Sandro,BRA,DF,Juventus,it Serie A,32-347,1991,3.4,2.06,0.88,0.59,1.47,0.00,0.88,1.18,75.0,0.29,1.18,0.88,0.29,1.76,3.82,3.24,0.00,https://fbref.com/en/players/0d82903c/Alex-Sandro,0d82903c,Big 5 combined
1988,Ibou Sané,SEN,"FW,MF",Metz,fr Ligue 1,18-286,2005,1.0,4.00,3.00,2.00,0.00,2.00,2.00,2.00,100.0,0.00,3.00,0.00,3.00,0.00,4.00,2.00,0.00,https://fbref.com/en/players/22d90df9/Ibou-Sane,22d90df9,Big 5 combined
1989,Leroy Sané,GER,FW,Bayern Munich,de Bundesliga,27-362,1996,14.6,0.68,0.34,0.27,0.27,0.14,0.27,0.75,36.4,0.48,0.62,0.00,0.62,0.21,0.89,0.14,0.00,https://fbref.com/en/players/2b114be3/Leroy-Sane,2b114be3,Big 5 combined
1990,Sadibou Sané,SEN,DF,Metz,fr Ligue 1,19-212,2004,0.5,2.00,0.00,2.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,2.00,4.00,0.00,0.00,https://fbref.com/en/players/b2009f99/Sadibou-Sane,b2009f99,Big 5 combined
1991,Arouna Sangante,SEN,DF,Le Havre,fr Ligue 1,21-271,2002,14.0,1.79,1.21,0.93,0.79,0.07,0.57,1.21,47.1,0.64,1.29,0.93,0.36,2.57,4.36,3.21,0.00,https://fbref.com/en/players/17bb562c/Arouna-Sangante,17bb562c,Big 5 combined
1992,Ibrahim Sangaré,CIV,MF,Nott'ham Forest,eng Premier League,26-037,1997,9.1,3.52,1.76,1.87,1.21,0.44,0.99,2.31,42.9,1.32,2.20,0.66,1.54,1.10,4.62,2.09,0.00,https://fbref.com/en/players/bced0375/Ibrahim-Sangare,bced0375,Big 5 combined
1993,Morgan Sanson,FRA,MF,Nice,fr Ligue 1,29-143,1994,13.6,1.40,0.96,0.44,0.51,0.44,0.74,1.54,47.6,0.81,1.18,0.37,0.81,1.10,2.50,0.59,0.00,https://fbref.com/en/players/6e7f1353/Morgan-Sanson,6e7f1353,Big 5 combined
1994,Nicola Sansone,ITA,"FW,MF",Lecce,it Serie A,32-120,1991,3.5,1.71,1.14,1.14,0.29,0.29,0.86,2.29,37.5,1.43,0.86,0.29,0.57,0.86,2.57,0.29,0.00,https://fbref.com/en/players/7eb97a8e/Nicola-Sansone,7eb97a8e,Big 5 combined
1995,Baptiste Santamaria,FRA,MF,Rennes,fr Ligue 1,28-305,1995,8.3,2.41,1.33,1.08,0.84,0.48,1.33,2.17,61.1,0.84,0.48,0.12,0.36,0.96,3.37,1.45,0.00,https://fbref.com/en/players/5e22e2a4/Baptiste-Santamaria,5e22e2a4,Big 5 combined
1996,Andrey Santos,BRA,MF,Nott'ham Forest,eng Premier League,19-250,2004,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,10.0,0.00,10.0,0.00,0.00,0.00,0.00,https://fbref.com/en/players/dd745366/Andrey-Santos,dd745366,Big 5 combined
1997,Tiago santos,POR,DF,Lille,fr Ligue 1,21-169,2002,10.4,2.12,1.63,0.87,0.87,0.38,1.15,2.50,46.2,1.35,1.06,0.10,0.96,0.77,2.88,1.25,0.00,https://fbref.com/en/players/3eeebc87/Tiago-santos,3eeebc87,Big 5 combined
1998,Riccardo Saponara,ITA,"FW,MF",Hellas Verona,it Serie A,32-018,1991,2.7,1.11,0.37,0.74,0.00,0.37,0.37,2.59,14.3,2.22,1.11,0.00,1.11,0.00,1.11,0.00,0.00,https://fbref.com/en/players/3bb7af3b/Riccardo-Saponara,3bb7af3b,Big 5 combined
1999,Pablo Sarabia,ESP,"FW,MF",Wolves,eng Premier League,31-242,1992,7.5,1.33,0.93,0.67,0.53,0.13,0.67,1.87,35.7,1.20,0.93,0.13,0.80,0.40,1.73,0.53,0.00,https://fbref.com/en/players/9744ff80/Pablo-Sarabia,9744ff80,Big 5 combined
2000,Amin Sarr,SWE,"FW,MF",Lyon,fr Ligue 1,22-303,2001,1.1,0.91,0.00,0.00,0.91,0.00,0.00,0.00,,0.00,0.91,0.00,0.91,0.00,0.91,0.91,0.00,https://fbref.com/en/players/d5326924/Amin-Sarr,d5326924,Big 5 combined
2001,Amin Sarr,SWE,"FW,MF",Wolfsburg,de Bundesliga,22-303,2001,1.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.91,0.91,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/d5326924/Amin-Sarr,d5326924,Big 5 combined
2002,Bouna Sarr,SEN,DF,Bayern Munich,de Bundesliga,31-342,1992,1.2,1.67,0.00,0.83,0.83,0.00,1.67,1.67,100.0,0.00,2.50,0.00,2.50,0.00,1.67,0.83,0.00,https://fbref.com/en/players/1a4b9094/Bouna-Sarr,1a4b9094,Big 5 combined
2003,Ismaila Sarr,SEN,"FW,MF",Marseille,fr Ligue 1,25-317,1998,9.2,0.98,0.54,0.11,0.76,0.11,0.22,1.20,18.2,0.98,1.09,0.33,0.76,0.98,1.96,0.22,0.00,https://fbref.com/en/players/bfdb33aa/Ismaila-Sarr,bfdb33aa,Big 5 combined
2004,Mamadou Sarr,FRA,DF,Lyon,fr Ligue 1,18-132,2005,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/61f80c89/Mamadou-Sarr,61f80c89,Big 5 combined
2005,Martin Satriano,URU,FW,Brest,fr Ligue 1,22-322,2001,8.4,0.95,0.71,0.36,0.60,0.00,0.36,0.83,42.9,0.48,1.07,0.36,0.71,0.36,1.31,1.90,0.00,https://fbref.com/en/players/86383d0e/Martin-Satriano,86383d0e,Big 5 combined
2006,Téji Savanier,FRA,MF,Montpellier,fr Ligue 1,32-017,1991,16.4,1.28,0.79,0.55,0.49,0.24,0.37,2.07,17.6,1.71,1.34,0.30,1.04,1.04,2.32,0.98,0.06,https://fbref.com/en/players/6bde367b/Teji-Savanier,6bde367b,Big 5 combined
2007,Stefan Savić,MNE,DF,Atlético Madrid,es La Liga,33-000,1991,8.0,1.63,1.25,1.00,0.50,0.13,0.75,1.88,40.0,1.13,2.25,1.13,1.13,2.25,3.88,2.75,0.00,https://fbref.com/en/players/f6ac68c1/Stefan-Savic,f6ac68c1,Big 5 combined
2008,Sávio,BRA,"MF,FW",Girona,es La Liga,19-273,2004,17.1,1.11,0.76,0.35,0.58,0.18,0.41,0.88,46.7,0.47,1.29,0.00,1.29,0.47,1.58,0.41,0.06,https://fbref.com/en/players/fe6e7156/Savio,fe6e7156,Big 5 combined
2009,Saba Sazonov,GEO,DF,Torino,it Serie A,21-341,2002,1.6,1.88,1.88,1.25,0.63,0.00,0.63,0.63,100.0,0.00,1.88,1.88,0.00,0.63,2.50,5.00,0.00,https://fbref.com/en/players/645dffbf/Saba-Sazonov,645dffbf,Big 5 combined
2010,Joe Scally,USA,DF,M'Gladbach,de Bundesliga,21-008,2002,12.9,2.09,1.40,0.93,1.01,0.16,1.24,1.78,69.6,0.54,1.32,0.47,0.85,0.93,3.02,3.33,0.08,https://fbref.com/en/players/236f02cd/Joe-Scally,236f02cd,Big 5 combined
2011,Giorgio Scalvini,ITA,DF,Atalanta,it Serie A,20-028,2003,15.0,2.40,1.47,1.47,0.80,0.13,0.73,1.27,57.9,0.53,2.00,0.73,1.27,2.33,4.73,2.80,0.00,https://fbref.com/en/players/1e9aa637/Giorgio-Scalvini,1e9aa637,Big 5 combined
2012,Gianluca Scamacca,ITA,FW,Atalanta,it Serie A,25-007,1999,7.1,0.99,0.56,0.28,0.28,0.42,0.42,0.70,60.0,0.28,0.28,0.00,0.28,0.28,1.27,0.70,0.00,https://fbref.com/en/players/8790f988/Gianluca-Scamacca,8790f988,Big 5 combined
2013,Kevin Schade,GER,"FW,MF",Brentford,eng Premier League,22-042,2001,2.9,0.69,0.34,0.34,0.34,0.00,0.00,1.03,0.0,1.03,0.00,0.00,0.00,0.34,1.03,1.03,0.00,https://fbref.com/en/players/52afb588/Kevin-Schade,52afb588,Big 5 combined
2014,András Schäfer,HUN,MF,Union Berlin,de Bundesliga,24-270,1999,1.9,1.05,0.53,0.00,1.05,0.00,0.53,1.58,33.3,1.05,0.53,0.00,0.53,1.58,2.63,0.53,0.00,https://fbref.com/en/players/049751d7/Andras-Schafer,049751d7,Big 5 combined
2015,Fabian Schär,SUI,DF,Newcastle Utd,eng Premier League,32-019,1991,19.1,1.31,0.84,0.99,0.26,0.05,0.52,0.99,52.6,0.47,1.10,0.89,0.21,0.94,2.25,3.93,0.00,https://fbref.com/en/players/c8aa95da/Fabian-Schar,c8aa95da,Big 5 combined
2016,Patrik Schick,CZE,"FW,MF",Leverkusen,de Bundesliga,27-349,1996,1.3,0.77,0.77,0.00,0.00,0.77,0.00,0.00,,0.00,0.77,0.00,0.77,0.00,0.77,0.77,0.00,https://fbref.com/en/players/5d4f7d61/Patrik-Schick,5d4f7d61,Big 5 combined
2017,Stefan Schimmer,GER,"MF,FW",Heidenheim,de Bundesliga,29-255,1994,0.8,1.25,1.25,0.00,1.25,0.00,0.00,3.75,0.0,3.75,1.25,0.00,1.25,1.25,2.50,5.00,0.00,https://fbref.com/en/players/395bbb60/Stefan-Schimmer,395bbb60,Big 5 combined
2018,Xaver Schlager,AUT,MF,RB Leipzig,de Bundesliga,26-102,1997,13.7,2.77,1.75,1.24,1.39,0.15,0.80,1.97,40.7,1.17,1.53,0.29,1.24,0.73,3.50,0.66,0.00,https://fbref.com/en/players/8f056768/Xaver-Schlager,8f056768,Big 5 combined
2019,Keven Schlotterbeck,GER,DF,Bochum,de Bundesliga,26-255,1997,9.0,1.56,0.89,1.22,0.22,0.11,0.78,0.89,87.5,0.11,1.67,1.22,0.44,1.33,2.89,4.33,0.00,https://fbref.com/en/players/f6bdc830/Keven-Schlotterbeck,f6bdc830,Big 5 combined
2020,Nico Schlotterbeck,GER,DF,Dortmund,de Bundesliga,24-038,1999,14.5,1.86,1.31,1.03,0.76,0.07,1.03,1.93,53.6,0.90,1.59,0.90,0.69,1.10,2.97,3.38,0.14,https://fbref.com/en/players/34e12499/Nico-Schlotterbeck,34e12499,Big 5 combined
2021,Jeffrey Schlupp,GHA,"FW,MF",Crystal Palace,eng Premier League,31-016,1992,12.0,2.50,1.42,1.17,1.08,0.25,0.67,1.25,53.3,0.58,0.83,0.17,0.67,0.58,3.08,1.83,0.00,https://fbref.com/en/players/3312f911/Jeffrey-Schlupp,3312f911,Big 5 combined
2022,Romano Schmid,AUT,MF,Werder Bremen,de Bundesliga,23-346,2000,13.6,1.40,0.88,0.37,0.88,0.15,0.74,1.91,38.5,1.18,1.25,0.07,1.18,0.22,1.62,0.66,0.15,https://fbref.com/en/players/220ace7e/Romano-Schmid,220ace7e,Big 5 combined
2023,Kenneth Schmidt,GER,DF,Freiburg,de Bundesliga,21-219,2002,0.8,2.50,2.50,2.50,0.00,0.00,2.50,5.00,50.0,2.50,1.25,0.00,1.25,1.25,3.75,2.50,0.00,https://fbref.com/en/players/7d31f1cb/Kenneth-Schmidt,7d31f1cb,Big 5 combined
2024,Niklas Schmidt,GER,MF,Toulouse,fr Ligue 1,25-313,1998,8.8,3.18,2.05,1.25,1.59,0.34,1.36,2.39,57.1,1.02,0.91,0.57,0.34,0.45,3.64,1.02,0.00,https://fbref.com/en/players/b9ae8560/Niklas-Schmidt,b9ae8560,Big 5 combined
2025,Benno Schmitz,GER,DF,Köln,de Bundesliga,29-052,1994,6.0,2.17,1.17,1.83,0.33,0.00,1.50,3.00,50.0,1.50,1.67,0.33,1.33,0.33,2.50,2.33,0.00,https://fbref.com/en/players/ad00b1a8/Benno-Schmitz,ad00b1a8,Big 5 combined
2026,Fabian Schnellhardt,GER,MF,Darmstadt 98,de Bundesliga,29-361,1994,2.3,1.74,0.43,0.87,0.43,0.43,0.43,1.30,33.3,0.87,0.43,0.00,0.43,1.74,3.48,2.17,0.00,https://fbref.com/en/players/8575037f/Fabian-Schnellhardt,8575037f,Big 5 combined
2027,Jan Schöppner,GER,MF,Heidenheim,de Bundesliga,24-210,1999,7.0,1.29,0.29,0.71,0.57,0.00,0.86,1.86,46.2,1.00,1.14,0.29,0.86,1.29,2.57,2.57,0.00,https://fbref.com/en/players/932bfcac/Jan-Schoppner,932bfcac,Big 5 combined
2028,Marcel Schuhen,GER,GK,Darmstadt 98,de Bundesliga,30-360,1993,15.0,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.0,0.07,0.00,0.00,0.00,0.00,0.00,0.33,0.20,https://fbref.com/en/players/5fa2e0cf/Marcel-Schuhen,5fa2e0cf,Big 5 combined
2029,Perr Schuurs,NED,DF,Torino,it Serie A,24-043,1999,8.6,2.33,1.40,1.28,0.93,0.12,0.35,1.05,33.3,0.70,1.16,0.23,0.93,1.05,3.37,2.67,0.00,https://fbref.com/en/players/e613313c/Perr-Schuurs,e613313c,Big 5 combined
2030,Marvin Schwäbe,GER,GK,Köln,de Bundesliga,28-258,1995,16.0,0.06,0.00,0.06,0.00,0.00,0.06,0.06,100.0,0.00,0.00,0.00,0.00,0.00,0.06,0.44,0.00,https://fbref.com/en/players/87436846/Marvin-Schwabe,87436846,Big 5 combined
2031,Alex Scott,ENG,MF,Bournemouth,eng Premier League,20-140,2003,3.8,1.05,1.05,0.53,0.26,0.26,0.53,1.84,28.6,1.32,1.58,0.53,1.05,1.58,2.63,2.11,0.26,https://fbref.com/en/players/104d0bb8/Alex-Scott,104d0bb8,Big 5 combined
2032,Simone Scuffet,ITA,GK,Cagliari,it Serie A,27-222,1996,12.0,0.08,0.00,0.08,0.00,0.00,0.08,0.08,100.0,0.00,0.08,0.00,0.08,0.08,0.17,0.25,0.00,https://fbref.com/en/players/41bd99ea/Simone-Scuffet,41bd99ea,Big 5 combined
2033,Jérémy Sebas,MTQ,FW,Strasbourg,fr Ligue 1,20-269,2003,0.6,3.33,0.00,1.67,1.67,0.00,1.67,3.33,50.0,1.67,0.00,0.00,0.00,0.00,3.33,0.00,0.00,https://fbref.com/en/players/0b6911e4/Jeremy-Sebas,0b6911e4,Big 5 combined
2034,Manuel Sebastián,ESP,MF,Sevilla,es La Liga,19-165,2004,0.2,5.00,0.00,5.00,0.00,0.00,5.00,5.00,100.0,0.00,10.0,0.00,10.0,0.00,5.00,0.00,0.00,https://fbref.com/en/players/c5642098/Manuel-Sebastian,c5642098,Big 5 combined
2035,Demba Seck,SEN,MF,Torino,it Serie A,22-332,2001,4.7,1.06,0.64,0.21,0.85,0.00,0.64,0.85,75.0,0.21,0.21,0.00,0.21,0.21,1.28,0.00,0.00,https://fbref.com/en/players/16463a79/Demba-Seck,16463a79,Big 5 combined
2036,Aleksandar Sedlar,SRB,DF,Alavés,es La Liga,32-026,1991,10.5,1.33,0.95,0.95,0.38,0.00,0.95,1.52,62.5,0.57,0.76,0.38,0.38,1.24,2.57,4.10,0.00,https://fbref.com/en/players/a35134ae/Aleksandar-Sedlar,a35134ae,Big 5 combined
2037,Alidu Seidu,GHA,DF,Clermont Foot,fr Ligue 1,23-218,2000,12.6,2.54,1.90,1.35,1.19,0.00,1.90,2.46,77.4,0.56,1.19,0.56,0.63,1.98,4.52,2.94,0.00,https://fbref.com/en/players/cea59f02/Alidu-Seidu,cea59f02,Big 5 combined
2038,Nicolas Seiwald,AUT,MF,RB Leipzig,de Bundesliga,22-249,2001,1.6,6.88,4.38,4.38,1.88,0.63,3.13,4.38,71.4,1.25,2.50,0.63,1.88,0.63,7.50,0.00,0.00,https://fbref.com/en/players/28c6e925/Nicolas-Seiwald,28c6e925,Big 5 combined
2039,Davie Selke,GER,FW,Köln,de Bundesliga,28-353,1995,11.3,0.27,0.18,0.09,0.18,0.00,0.00,0.09,0.0,0.09,0.27,0.18,0.09,0.00,0.27,1.33,0.00,https://fbref.com/en/players/1238a3f9/Davie-Selke,1238a3f9,Big 5 combined
2040,Matz Sels,BEL,GK,Strasbourg,fr Ligue 1,31-316,1992,17.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.12,0.00,0.12,0.00,0.00,0.76,0.00,https://fbref.com/en/players/834b5c4c/Matz-Sels,834b5c4c,Big 5 combined
2041,Nélson Semedo,POR,"DF,MF",Wolves,eng Premier League,30-053,1993,18.2,2.47,1.43,1.54,0.55,0.38,1.10,1.81,60.6,0.71,1.26,0.33,0.93,1.04,3.52,2.58,0.00,https://fbref.com/en/players/d04b94db/Nelson-Semedo,d04b94db,Big 5 combined
2042,Vivaldo Semedo,POR,FW,Udinese,it Serie A,18-345,2005,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/b6baba31/Vivaldo-Semedo,b6baba31,Big 5 combined
2043,Antoine Semenyo,GHA,FW,Bournemouth,eng Premier League,24-001,2000,9.4,1.28,0.85,0.43,0.43,0.43,0.53,1.17,45.5,0.64,1.06,0.11,0.96,0.21,1.49,0.64,0.00,https://fbref.com/en/players/efd2ec23/Antoine-Semenyo,efd2ec23,Big 5 combined
2044,Marvin Senaya,TOG,DF,Strasbourg,fr Ligue 1,22-345,2001,10.4,3.37,2.31,1.92,1.15,0.29,2.12,3.37,62.9,1.25,1.73,0.67,1.06,1.83,5.19,3.17,0.00,https://fbref.com/en/players/1d383c10/Marvin-Senaya,1d383c10,Big 5 combined
2045,Marcos Senesi,ARG,DF,Bournemouth,eng Premier League,26-243,1997,13.4,2.31,1.04,1.19,1.04,0.07,0.82,2.31,35.5,1.49,2.24,1.19,1.04,1.12,3.43,4.55,0.07,https://fbref.com/en/players/35141f4c/Marcos-Senesi,35141f4c,Big 5 combined
2046,Stefano Sensi,ITA,MF,Inter,it Serie A,28-156,1995,0.3,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.0,3.33,3.33,0.00,3.33,3.33,3.33,0.00,0.00,https://fbref.com/en/players/b70bde8f/Stefano-Sensi,b70bde8f,Big 5 combined
2047,Suat Serdar,GER,"MF,FW",Hellas Verona,it Serie A,26-272,1997,2.6,2.31,1.54,0.77,1.15,0.38,0.00,0.77,0.0,0.77,0.38,0.00,0.38,0.77,3.08,1.54,0.00,https://fbref.com/en/players/b3325a30/Suat-Serdar,b3325a30,Big 5 combined
2048,Benjamin Šeško,SVN,FW,RB Leipzig,de Bundesliga,20-222,2003,3.9,1.28,0.51,0.51,0.77,0.00,0.26,0.77,33.3,0.51,2.31,0.26,2.05,0.26,1.54,1.28,0.00,https://fbref.com/en/players/3260690c/Benjamin-Sesko,3260690c,Big 5 combined
2049,Kevin Sessa,GER,"MF,FW",Heidenheim,de Bundesliga,23-186,2000,2.4,0.42,0.42,0.00,0.00,0.42,0.00,1.67,0.0,1.67,2.08,0.00,2.08,0.42,0.83,1.67,0.00,https://fbref.com/en/players/fd82af8c/Kevin-Sessa,fd82af8c,Big 5 combined
