Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Player Link_,Player ID_,Competition
1344,Dawid Kownacki,POL,"FW,MF",Werder Bremen,de Bundesliga,27-047,1997,4.0,3.25,3.25,1.50,0.00,0.25,1.00,0.50,0.00,0.25,0.25,0.25,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/be5e1c4c/Dawid-Kownacki,be5e1c4c,Big 5 combined
1345,Emil Krafth,SWE,DF,Newcastle Utd,eng Premier League,29-272,1994,6.1,2.13,2.12,1.64,0.33,0.00,0.00,0.16,0.00,0.16,0.16,0.16,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/77cf6852/Emil-Krafth,77cf6852,Big 5 combined
1346,Alex Král,CZE,MF,Union Berlin,de Bundesliga,25-347,1998,15.0,1.47,1.47,0.93,0.13,0.13,0.07,0.07,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/e717705a/Alex-Kral,e717705a,Big 5 combined
1347,Andrej Kramarić,CRO,"MF,FW",Hoffenheim,de Bundesliga,32-316,1991,21.4,5.33,5.32,3.18,1.59,0.19,0.14,0.19,0.05,0.51,0.51,0.42,0.00,0.05,0.00,0.05,0.00,https://fbref.com/en/players/603cb947/Andrej-Kramaric,603cb947,Big 5 combined
1348,Christoph Kramer,GER,MF,M'Gladbach,de Bundesliga,33-071,1991,2.8,1.79,1.80,1.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/496aeede/Christoph-Kramer,496aeede,Big 5 combined
1349,Frans Krätzig,GER,DF,Bayern Munich,de Bundesliga,21-107,2003,0.6,3.33,3.16,1.67,0.00,0.00,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/1fc08838/Frans-Kratzig,1fc08838,Big 5 combined
1350,Tom Krauß,GER,MF,Mainz 05,de Bundesliga,22-313,2001,14.7,1.43,1.43,1.16,0.00,0.00,0.07,0.20,0.00,0.20,0.20,0.14,0.00,0.00,0.00,0.07,0.00,https://fbref.com/en/players/9f77012e/Tom-Krauss,9f77012e,Big 5 combined
1351,Rasmus Kristensen,DEN,DF,Roma,it Serie A,26-294,1997,17.4,1.44,1.43,1.03,0.17,0.17,0.00,0.06,0.00,0.17,0.17,0.11,0.00,0.00,0.00,0.06,0.00,https://fbref.com/en/players/39769cff/Rasmus-Kristensen,39769cff,Big 5 combined
1352,Thomas Kristensen,DEN,DF,Udinese,it Serie A,22-104,2002,19.3,0.57,0.57,0.31,0.05,0.00,0.16,0.00,0.05,0.10,0.10,0.05,0.00,0.00,0.05,0.00,0.00,https://fbref.com/en/players/fadf9a05/Thomas-Kristensen,fadf9a05,Big 5 combined
1353,Toni Kroos,GER,MF,Real Madrid,es La Liga,34-117,1990,21.6,4.21,4.21,2.55,1.48,0.00,0.14,0.05,0.00,0.46,0.46,0.23,0.23,0.00,0.00,0.00,0.00,https://fbref.com/en/players/6ce1f46f/Toni-Kroos,6ce1f46f,Big 5 combined
1354,Nikola Krstović,MNE,FW,Lecce,it Serie A,24-025,2000,22.8,3.11,3.12,2.41,0.00,0.18,0.18,0.31,0.04,0.18,0.18,0.13,0.00,0.00,0.04,0.00,0.00,https://fbref.com/en/players/473803c9/Nikola-Krstovic,473803c9,Big 5 combined
1355,Rade Krunić,BIH,MF,Milan,it Serie A,30-206,1993,7.6,1.32,1.31,1.18,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/817c6964/Rade-Krunic,817c6964,Big 5 combined
1356,Lukas Kübler,GER,DF,Freiburg,de Bundesliga,31-244,1992,17.5,0.69,0.69,0.51,0.11,0.00,0.00,0.06,0.00,0.11,0.11,0.11,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/2a29eb9b/Lukas-Kubler,2a29eb9b,Big 5 combined
1357,Takefusa Kubo,JPN,"FW,MF",Real Sociedad,es La Liga,22-331,2001,21.6,4.54,4.53,2.64,1.02,0.46,0.19,0.23,0.00,0.28,0.28,0.14,0.09,0.05,0.00,0.00,0.00,https://fbref.com/en/players/16aa3654/Takefusa-Kubo,16aa3654,Big 5 combined
1358,Christian Kühlwetter,GER,MF,Heidenheim,de Bundesliga,28-009,1996,0.1,10.0,11.25,10.0,0.00,0.00,0.00,0.00,0.00,10.0,11.25,10.0,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/2a73f18d/Christian-Kuhlwetter,2a73f18d,Big 5 combined
1359,Dejan Kulusevski,SWE,"FW,MF",Tottenham,eng Premier League,24-005,2000,26.8,4.40,4.40,3.58,0.04,0.34,0.37,0.00,0.07,0.30,0.30,0.22,0.00,0.04,0.00,0.00,0.04,https://fbref.com/en/players/df3cda47/Dejan-Kulusevski,df3cda47,Big 5 combined
1360,Sael Kumbedi,FRA,DF,Lyon,fr Ligue 1,19-035,2005,10.3,1.55,1.56,1.46,0.00,0.10,0.00,0.00,0.00,0.19,0.19,0.19,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/c385bf49/Sael-Kumbedi,c385bf49,Big 5 combined
1361,Marash Kumbulla,ALB,DF,Sassuolo,it Serie A,24-082,2000,1.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/a40819d9/Marash-Kumbulla,a40819d9,Big 5 combined
1362,Justin Kumi,ITA,FW,Sassuolo,it Serie A,19-289,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,https://fbref.com/en/players/2d5f2ff0/Justin-Kumi,2d5f2ff0,Big 5 combined
1363,Layvin Kurzawa,FRA,DF,Paris S-G,fr Ligue 1,31-239,1992,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/41e7ef1c/Layvin-Kurzawa,41e7ef1c,Big 5 combined
1364,Berkan Kutlu,TUR,MF,Genoa,it Serie A,26-096,1998,2.2,3.64,3.64,1.82,1.36,0.00,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/794364d7/Berkan-Kutlu,794364d7,Big 5 combined
1365,Daler Kuzyaev,RUS,MF,Le Havre,fr Ligue 1,31-106,1993,22.1,3.17,3.17,2.49,0.27,0.00,0.14,0.27,0.00,0.18,0.18,0.18,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/d4e93bab/Daler-Kuzyaev,d4e93bab,Big 5 combined
1366,Khvicha Kvaratskhelia,GEO,FW,Napoli,it Serie A,23-078,2001,27.6,5.04,5.04,2.64,0.51,0.76,0.54,0.43,0.14,0.54,0.54,0.22,0.00,0.11,0.11,0.07,0.04,https://fbref.com/en/players/dea88efd/Khvicha-Kvaratskhelia,dea88efd,Big 5 combined
1367,Giorgi Kvernadze,GEO,"FW,DF",Frosinone,it Serie A,21-083,2003,0.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/70006831/Giorgi-Kvernadze,70006831,Big 5 combined
1368,Moritz-Broni Kwarteng,GHA,FW,Bochum,de Bundesliga,26-002,1998,3.1,5.48,5.44,2.58,0.00,1.61,0.97,0.32,0.00,0.32,0.32,0.32,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/1e2057aa/Moritz-Broni-Kwarteng,1e2057aa,Big 5 combined
1369,Grejohn Kyei,FRA,FW,Clermont Foot,fr Ligue 1,28-262,1995,9.6,1.98,1.99,1.67,0.00,0.10,0.10,0.10,0.00,0.10,0.10,0.10,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/397ba086/Grejohn-Kyei,397ba086,Big 5 combined
1370,Giorgos Kyriakopoulos,GRE,DF,Monza,it Serie A,28-085,1996,17.1,2.69,2.70,1.99,0.53,0.00,0.12,0.06,0.00,0.18,0.18,0.06,0.12,0.00,0.00,0.00,0.00,https://fbref.com/en/players/0a483542/Giorgos-Kyriakopoulos,0a483542,Big 5 combined
1371,Luca de la Torre,USA,MF,Celta Vigo,es La Liga,25-343,1998,20.7,1.98,1.98,1.69,0.00,0.10,0.10,0.10,0.00,0.24,0.24,0.24,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/e9241b40/Luca-de-la-Torre,e9241b40,Big 5 combined
1372,Gaëtan Laborde,FRA,"FW,MF",Nice,fr Ligue 1,29-363,1994,19.8,2.47,2.48,1.92,0.05,0.25,0.15,0.00,0.10,0.15,0.15,0.10,0.00,0.00,0.05,0.00,0.00,https://fbref.com/en/players/7cdda3bf/Gaetan-Laborde,7cdda3bf,Big 5 combined
1373,Alexandre Lacazette,FRA,FW,Lyon,fr Ligue 1,32-338,1991,23.3,2.19,2.19,1.46,0.00,0.21,0.26,0.26,0.00,0.30,0.30,0.09,0.00,0.09,0.04,0.09,0.00,https://fbref.com/en/players/9dbb75ca/Alexandre-Lacazette,9dbb75ca,Big 5 combined
1374,Maxence Lacroix,FRA,DF,Wolfsburg,de Bundesliga,24-024,2000,23.2,0.91,0.90,0.82,0.00,0.00,0.04,0.04,0.00,0.09,0.09,0.09,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/277c49ed/Maxence-Lacroix,277c49ed,Big 5 combined
1375,Alban Lafont,FRA,GK,Nantes,fr Ligue 1,25-098,1999,24.7,0.24,0.24,0.20,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/4e7db402/Alban-Lafont,4e7db402,Big 5 combined
1376,Aïssa Laïdouni,TUN,MF,Union Berlin,de Bundesliga,27-139,1996,11.8,2.37,2.38,2.03,0.08,0.08,0.00,0.17,0.00,0.34,0.34,0.34,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/22798128/Aissa-Laidouni,22798128,Big 5 combined
1377,Konrad Laimer,AUT,"DF,MF",Bayern Munich,de Bundesliga,26-339,1997,18.5,3.57,3.57,3.03,0.16,0.16,0.11,0.05,0.05,0.43,0.43,0.32,0.00,0.05,0.05,0.00,0.00,https://fbref.com/en/players/c1b7847c/Konrad-Laimer,c1b7847c,Big 5 combined
1378,Stefan Lainer,AUT,"DF,MF",M'Gladbach,de Bundesliga,31-247,1992,7.1,2.39,2.39,2.25,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/4aea5077/Stefan-Lainer,4aea5077,Big 5 combined
1379,Kenny Lala,MAD,DF,Brest,fr Ligue 1,32-210,1991,30.0,2.80,2.80,2.23,0.43,0.03,0.07,0.03,0.00,0.27,0.27,0.23,0.03,0.00,0.00,0.00,0.00,https://fbref.com/en/players/770d7eb8/Kenny-Lala,770d7eb8,Big 5 combined
1380,Adam Lallana,ENG,"MF,FW",Brighton,eng Premier League,35-356,1988,8.8,2.84,2.83,2.73,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/99813635/Adam-Lallana,99813635,Big 5 combined
1381,Mathis Lambourde,FRA,FW,Rennes,fr Ligue 1,18-112,2006,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/0da3d7ab/Mathis-Lambourde,0da3d7ab,Big 5 combined
1382,Érik Lamela,ARG,"FW,MF",Sevilla,es La Liga,32-057,1992,4.3,4.42,4.38,3.72,0.00,0.23,0.00,0.23,0.23,0.47,0.46,0.47,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/abe66106/Erik-Lamela,abe66106,Big 5 combined
1383,Mohamed Lamine Bayo,GUI,FW,Le Havre,fr Ligue 1,25-331,1998,15.2,2.50,2.49,1.64,0.00,0.33,0.39,0.07,0.07,0.33,0.33,0.13,0.00,0.13,0.07,0.00,0.00,https://fbref.com/en/players/01870104/Mohamed-Lamine-Bayo,01870104,Big 5 combined
1384,Didier Lamkel Zé,CMR,"FW,MF",Metz,fr Ligue 1,27-226,1996,6.1,2.46,2.47,2.13,0.16,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/b229aa13/Didier-Lamkel-Ze,b229aa13,Big 5 combined
1385,Tariq Lamptey,GHA,"DF,FW",Brighton,eng Premier League,23-213,2000,8.5,1.53,1.52,1.29,0.00,0.12,0.12,0.00,0.00,0.35,0.35,0.35,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/f4e433d4/Tariq-Lamptey,f4e433d4,Big 5 combined
1386,Bruno Langa,MOZ,DF,Almería,es La Liga,26-182,1997,6.1,1.97,1.96,1.31,0.33,0.00,0.16,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/72947847/Bruno-Langa,72947847,Big 5 combined
1387,Gianluca Lapadula,PER,FW,Cagliari,it Serie A,34-083,1990,10.2,2.25,2.25,1.47,0.00,0.20,0.29,0.29,0.00,0.20,0.20,0.00,0.00,0.20,0.00,0.00,0.00,https://fbref.com/en/players/2ead2809/Gianluca-Lapadula,2ead2809,Big 5 combined
1388,Aymeric Laporte,ESP,DF,Manchester City,eng Premier League,29-339,1994,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/119b9a8e/Aymeric-Laporte,119b9a8e,Big 5 combined
1389,Julien Laporte,FRA,DF,Lorient,fr Ligue 1,30-178,1993,17.2,0.35,0.35,0.29,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/f066022d/Julien-Laporte,f066022d,Big 5 combined
1390,Cyle Larin,CAN,FW,Mallorca,es La Liga,29-013,1995,17.2,1.34,1.34,0.81,0.00,0.12,0.29,0.12,0.00,0.17,0.17,0.06,0.00,0.00,0.06,0.06,0.00,https://fbref.com/en/players/e7af9060/Cyle-Larin,e7af9060,Big 5 combined
1391,Yasser Larouci,ALG,DF,Sheffield Utd,eng Premier League,23-120,2001,5.3,1.51,1.51,0.94,0.19,0.19,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/0ed063d6/Yasser-Larouci,0ed063d6,Big 5 combined
1392,Hugo Larsson,SWE,MF,Eint Frankfurt,de Bundesliga,19-308,2004,20.4,1.08,1.08,0.98,0.00,0.00,0.10,0.00,0.00,0.25,0.25,0.20,0.00,0.00,0.05,0.00,0.00,https://fbref.com/en/players/00c9a283/Hugo-Larsson,00c9a283,Big 5 combined
1393,Jamaal Lascelles,ENG,DF,Newcastle Utd,eng Premier League,30-171,1993,12.0,0.67,0.67,0.58,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/450ab6fc/Jamaal-Lascelles,450ab6fc,Big 5 combined
1394,Juanmi Latasa,ESP,FW,Getafe,es La Liga,23-038,2001,15.5,1.94,1.93,1.35,0.00,0.00,0.39,0.19,0.00,0.06,0.06,0.00,0.00,0.00,0.00,0.06,0.00,https://fbref.com/en/players/2bea832e/Juanmi-Latasa,2bea832e,Big 5 combined
1395,Toni Lato,ESP,DF,Mallorca,es La Liga,26-161,1997,15.1,1.66,1.66,1.19,0.13,0.07,0.00,0.20,0.07,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/8e088e04/Toni-Lato,8e088e04,Big 5 combined
1396,Armand Lauriente,FRA,FW,Sassuolo,it Serie A,25-148,1998,29.1,3.47,3.46,2.10,0.48,0.41,0.24,0.24,0.00,0.21,0.21,0.10,0.03,0.00,0.07,0.00,0.00,https://fbref.com/en/players/2d22cea7/Armand-Lauriente,2d22cea7,Big 5 combined
1397,Roméo Lavia,BEL,MF,Chelsea,eng Premier League,20-115,2004,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/ecad9aa5/Romeo-Lavia,ecad9aa5,Big 5 combined
1398,Lázaro,BRA,"FW,MF",Almería,es La Liga,22-049,2002,3.2,3.75,3.80,2.19,0.63,0.00,0.63,0.31,0.00,0.31,0.32,0.00,0.00,0.00,0.31,0.00,0.00,https://fbref.com/en/players/86ff856b/Lazaro,86ff856b,Big 5 combined
1399,Valentino Lazaro,AUT,"DF,MF",Torino,it Serie A,28-037,1996,21.3,2.49,2.49,1.50,0.80,0.09,0.05,0.05,0.00,0.14,0.14,0.09,0.05,0.00,0.00,0.00,0.00,https://fbref.com/en/players/016ff750/Valentino-Lazaro,016ff750,Big 5 combined
1400,Darko Lazović,SRB,"FW,MF",Hellas Verona,it Serie A,33-228,1990,18.2,2.69,2.69,1.48,0.71,0.05,0.33,0.05,0.05,0.05,0.05,0.05,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/5128bde4/Darko-Lazovic,5128bde4,Big 5 combined
1401,Manuel Lazzari,ITA,DF,Lazio,it Serie A,30-153,1993,17.3,1.73,1.73,1.45,0.00,0.00,0.12,0.17,0.00,0.29,0.29,0.29,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/02caf6e0/Manuel-Lazzari,02caf6e0,Big 5 combined
1402,Théo Le Bris,FRA,"DF,MF",Lorient,fr Ligue 1,21-212,2002,16.8,1.67,1.66,1.19,0.06,0.06,0.24,0.12,0.00,0.24,0.24,0.06,0.00,0.00,0.12,0.06,0.00,https://fbref.com/en/players/afe39ca8/Theo-Le-Bris,afe39ca8,Big 5 combined
1403,Julien Le Cardinal,FRA,DF,Brest,fr Ligue 1,26-271,1997,5.3,1.70,1.71,0.75,0.19,0.19,0.19,0.19,0.19,0.38,0.38,0.19,0.00,0.00,0.00,0.19,0.00,https://fbref.com/en/players/547a72ad/Julien-Le-Cardinal,547a72ad,Big 5 combined
1404,Julien Le Cardinal,FRA,DF,Lens,fr Ligue 1,26-271,1997,0.6,1.67,1.55,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/547a72ad/Julien-Le-Cardinal,547a72ad,Big 5 combined
1405,Jérémy Le Douaron,FRA,FW,Brest,fr Ligue 1,26-009,1998,16.9,1.83,1.83,1.18,0.00,0.24,0.18,0.24,0.00,0.24,0.24,0.12,0.00,0.00,0.06,0.06,0.00,https://fbref.com/en/players/88c4d190/Jeremy-Le-Douaron,88c4d190,Big 5 combined
1406,Enzo Le Fée,FRA,MF,Rennes,fr Ligue 1,24-087,2000,14.9,2.89,2.88,2.35,0.27,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/6f806d99/Enzo-Le-Fee,6f806d99,Big 5 combined
1407,Vincent Le Goff,FRA,"DF,MF",Lorient,fr Ligue 1,34-198,1989,6.0,2.17,2.17,1.83,0.33,0.00,0.00,0.00,0.00,0.17,0.17,0.17,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/2321ea6e/Vincent-Le-Goff,2321ea6e,Big 5 combined
1408,Robin Le Normand,ESP,DF,Real Sociedad,es La Liga,27-171,1996,24.4,0.61,0.61,0.57,0.00,0.00,0.04,0.00,0.00,0.04,0.04,0.04,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/9a64e67e/Robin-Le-Normand,9a64e67e,Big 5 combined
1409,Nicola Leali,ITA,GK,Genoa,it Serie A,31-073,1993,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/5f9970a0/Nicola-Leali,5f9970a0,Big 5 combined
1410,Rafael Leão,POR,FW,Milan,it Serie A,24-325,1999,25.7,4.63,4.63,3.11,0.16,0.82,0.16,0.39,0.00,0.86,0.86,0.54,0.00,0.27,0.00,0.04,0.00,https://fbref.com/en/players/20730eae/Rafael-Leao,20730eae,Big 5 combined
1411,Adrien Lebeau,FRA,"MF,FW",Brest,fr Ligue 1,24-297,1999,0.5,8.00,8.78,6.00,2.00,0.00,0.00,0.00,0.00,2.00,2.20,2.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/ca122e29/Adrien-Lebeau,ca122e29,Big 5 combined
1412,Benjamin Lecomte,FRA,GK,Montpellier,fr Ligue 1,33-004,1991,30.0,0.27,0.27,0.20,0.07,0.00,0.00,0.00,0.00,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/2fa2a875/Benjamin-Lecomte,2fa2a875,Big 5 combined
1413,Jeremías Ledesma,ARG,GK,Cádiz,es La Liga,31-077,1993,29.9,0.20,0.20,0.07,0.13,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,0.00,0.00,0.00,0.00,https://fbref.com/en/players/6c4776b1/Jeremias-Ledesma,6c4776b1,Big 5 combined
1414,Pierre Lees-Melou,FRA,MF,Brest,fr Ligue 1,30-341,1993,27.7,3.03,3.04,2.17,0.00,0.18,0.32,0.11,0.25,0.18,0.18,0.11,0.00,0.04,0.00,0.00,0.04,https://fbref.com/en/players/f5044e54/Pierre-Lees-Melou,f5044e54,Big 5 combined
1415,Diogo Leite,POR,DF,Union Berlin,de Bundesliga,25-098,1999,27.3,0.81,0.80,0.62,0.00,0.00,0.04,0.11,0.04,0.07,0.07,0.07,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/c4987edc/Diogo-Leite,c4987edc,Big 5 combined
1416,Maxim Leitsch,GER,DF,Mainz 05,de Bundesliga,25-348,1998,4.2,0.24,0.24,0.24,0.00,0.00,0.00,0.00,0.00,0.24,0.24,0.24,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/7e12a98d/Maxim-Leitsch,7e12a98d,Big 5 combined
1417,Florian Lejeune,FRA,DF,Rayo Vallecano,es La Liga,32-346,1991,32.0,1.13,1.13,0.75,0.09,0.00,0.25,0.03,0.00,0.09,0.09,0.06,0.00,0.00,0.03,0.00,0.00,https://fbref.com/en/players/6eaed4eb/Florian-Lejeune,6eaed4eb,Big 5 combined
1418,Stefan Lekovic,SRB,DF,Villarreal,es La Liga,20-112,2004,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/d633fd46/Stefan-Lekovic,d633fd46,Big 5 combined
1419,Iñigo Lekue,ESP,DF,Athletic Club,es La Liga,30-362,1993,18.2,1.70,1.70,1.37,0.22,0.05,0.05,0.00,0.00,0.27,0.27,0.27,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/59b7d823/Inigo-Lekue,59b7d823,Big 5 combined
1420,Thomas Lemar,FRA,MF,Atlético Madrid,es La Liga,28-170,1995,1.8,1.67,1.66,1.11,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/4dbd0916/Thomas-Lemar,4dbd0916,Big 5 combined
1421,Mario Lemina,GAB,MF,Wolves,eng Premier League,30-242,1993,30.5,1.54,1.54,1.38,0.00,0.00,0.13,0.03,0.00,0.16,0.16,0.13,0.00,0.00,0.00,0.03,0.00,https://fbref.com/en/players/2b471f99/Mario-Lemina,2b471f99,Big 5 combined
1422,Álvaro Lemos,ESP,DF,Las Palmas,es La Liga,31-031,1993,2.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/31d45cc8/Alvaro-Lemos,31d45cc8,Big 5 combined
1423,Clément Lenglet,FRA,DF,Aston Villa,eng Premier League,28-318,1995,11.8,1.27,1.27,0.93,0.08,0.00,0.25,0.00,0.00,0.08,0.08,0.08,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/4f28a6ff/Clement-Lenglet,4f28a6ff,Big 5 combined
1424,Bernd Leno,GER,GK,Fulham,eng Premier League,32-057,1992,35.0,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/2628fd2b/Bernd-Leno,2628fd2b,Big 5 combined
1425,Christopher Lenz,GER,"DF,MF",RB Leipzig,de Bundesliga,29-221,1994,0.4,5.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/bbd86530/Christopher-Lenz,bbd86530,Big 5 combined
1426,Christopher Lenz,GER,DF,Eint Frankfurt,de Bundesliga,29-221,1994,0.1,10.0,8.18,10.0,0.00,0.00,0.00,0.00,0.00,10.0,8.18,10.0,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/bbd86530/Christopher-Lenz,bbd86530,Big 5 combined
1427,Johann Lepenant,FRA,MF,Lyon,fr Ligue 1,21-191,2002,2.8,2.50,2.48,2.14,0.00,0.00,0.36,0.00,0.00,0.36,0.35,0.36,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/1e52971c/Johann-Lepenant,1e52971c,Big 5 combined
1428,Jefferson Lerma,COL,"MF,DF",Crystal Palace,eng Premier League,29-188,1994,26.5,2.08,2.08,1.85,0.00,0.04,0.11,0.04,0.04,0.15,0.15,0.15,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/9b5ce51a/Jefferson-Lerma,9b5ce51a,Big 5 combined
1429,Léo Leroy,FRA,MF,Montpellier,fr Ligue 1,24-076,2000,4.1,1.71,1.72,1.46,0.00,0.00,0.24,0.00,0.00,0.24,0.25,0.24,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/fcc84a07/Leo-Leroy,fcc84a07,Big 5 combined
1430,Robert Lewandowski,POL,FW,Barcelona,es La Liga,35-253,1988,25.6,2.19,2.19,1.41,0.04,0.12,0.39,0.23,0.00,0.43,0.43,0.35,0.00,0.00,0.00,0.08,0.00,https://fbref.com/en/players/8d78e732/Robert-Lewandowski,8d78e732,Big 5 combined
1431,Jamie Leweling,GER,"FW,MF",Stuttgart,de Bundesliga,23-064,2001,14.7,3.54,3.55,2.31,0.07,0.61,0.41,0.07,0.07,0.48,0.48,0.34,0.00,0.07,0.07,0.00,0.00,https://fbref.com/en/players/13fe7b69/Jamie-Leweling,13fe7b69,Big 5 combined
1432,Rico Lewis,ENG,"DF,MF",Manchester City,eng Premier League,19-161,2004,8.9,1.69,1.69,1.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/b57e066e/Rico-Lewis,b57e066e,Big 5 combined
1433,Keane Lewis-Potter,ENG,"FW,DF",Brentford,eng Premier League,23-068,2001,14.6,1.99,1.98,1.37,0.00,0.27,0.27,0.07,0.00,0.14,0.14,0.07,0.00,0.00,0.07,0.00,0.00,https://fbref.com/en/players/41f08ac8/Keane-Lewis-Potter,41f08ac8,Big 5 combined
