Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2023-08-19,19:00,Copa de la Liga Profesional,Group stage,Sat,Home,L,0,3,Talleres,0.4,1.9,49,,Cristian Tarragona,4-2-3-1,Sebastían Zunino,Match Report,
2023-08-25,21:30,Copa de la Liga Profesional,Group stage,Fri,Away,L,0,2,Colón,0.9,1.2,50,,Cristian Tarragona,4-3-3,Fernando Echenique,Match Report,
2023-09-02,15:00,Copa de la Liga Profesional,Group stage,Sat,Home,L,1,2,Independiente,0.9,1.1,54,,Leonardo Morales,4-2-3-1,Leandro Rey Hilfer,Match Report,
2023-09-13,18:00,Copa de la Liga Profesional,Group stage,Wed,Home,W,2,1,Vélez Sarsfield,1.7,0.6,38,,Leonardo Morales,4-2-3-1,Hernán Mastrángelo,Match Report,
2023-09-19,21:00,Copa de la Liga Profesional,Group stage,Tue,Away,L,0,2,CA Huracán,1.1,2.3,45,,Leonardo Morales,4-2-3-1,Darío Herrera,Match Report,
2023-09-23,16:00,Copa de la Liga Profesional,Group stage,Sat,Home,W,2,1,Rosario Cent,1.4,0.9,49,,Leonardo Morales,4-4-2,Nicolás Ramírez,Match Report,
2023-10-01,17:00,Copa de la Liga Profesional,Group stage,Sun,Away,D,0,0,Estudiantes,0.4,1.6,30,,Leonardo Morales,4-4-2,Fernando Echenique,Match Report,
2023-10-08,14:30,Copa de la Liga Profesional,Group stage,Sun,Away,D,1,1,Instituto Atlético Central Córdoba,1.3,0.7,52,,Leonardo Morales,4-4-2,Yael Falcón,Match Report,
2023-10-19,16:00,Copa de la Liga Profesional,Group stage,Thu,Home,W,3,2,Argentinos Jun,1.0,0.9,30,,Leonardo Morales,4-4-2,Pablo Echavarría,Match Report,
2023-10-24,16:00,Copa de la Liga Profesional,Group stage,Tue,Away,W,2,1,Barracas Central,1.3,2.0,36,,Leonardo Morales,4-4-2,Andrés Merlos,Match Report,
2023-10-29,17:30,Copa de la Liga Profesional,Group stage,Sun,Home,L,1,2,River Plate,1.0,1.1,34,,Leonardo Morales,4-4-2,Nicolás Lamolina,Match Report,
2023-11-03,19:00,Copa de la Liga Profesional,Group stage,Fri,Away,D,0,0,Arsenal,0.4,0.4,50,,Leonardo Morales,4-2-3-1,Carlos Gareano,Match Report,
2023-11-10,21:00,Copa de la Liga Profesional,Group stage,Fri,Home,L,1,2,Tucumán,1.0,1.2,59,,Leonardo Morales,4-2-3-1,Yael Falcón,Match Report,
2023-11-25,18:00,Copa de la Liga Profesional,Group stage,Sat,Away,L,0,2,Banfield,0.6,0.7,47,,Leonardo Morales,4-2-3-1,Facundo Tello,Match Report,
2023-12-01,17:00,Primera Div,Relegation playoff,Fri,Home,W,1,0,Colón,0.8,0.6,45,,Leonardo Morales,4-4-2,Andrés Merlos,Match Report,
