Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2023-01-30,20:00,Primera Div,Matchweek 1,Mon,Away,L,1,3,Vélez Sarsfield,1.5,1.0,52,,Leonardo Morales,4-3-3,Leandro Rey Hilfer,Match Report,
2023-02-06,18:00,Primera Div,Matchweek 2,Mon,Home,L,0,2,Defensa y Just,1.0,1.2,45,,Leonardo Morales,4-3-3,Germán Delfino,Match Report,
2023-02-12,17:00,Primera Div,Matchweek 3,Sun,Away,D,0,0,Banfield,0.7,1.7,32,,Matías Melluso,4-2-3-1,Sebastián Martinez,Match Report,
2023-02-17,18:00,Primera Div,Matchweek 4,Fri,Home,W,2,0,Instituto Atlético Central Córdoba,1.8,0.7,34,,Matías Melluso,4-2-3-1,Hernán Mastrángelo,Match Report,
2023-02-27,17:00,Primera Div,Matchweek 5,Mon,Away,L,0,1,Barracas Central,1.3,1.0,52,,Leonardo Morales,4-2-3-1,Nicolás Lamolina,Match Report,
2023-03-04,17:00,Primera Div,Matchweek 6,Sat,Home,D,0,0,Colón,1.2,0.6,54,,Leonardo Morales,4-2-3-1,Yael Falcón,Match Report,
2023-03-11,17:00,Primera Div,Matchweek 7,Sat,Away,L,0,4,San Lorenzo,0.3,2.4,34,,Leonardo Morales,4-3-3,Pablo Echavarría,Match Report,
2023-03-19,16:30,Primera Div,Matchweek 8,Sun,Home,W,2,1,Estudiantes,1.6,1.0,49,,Matías Melluso,4-3-3,Facundo Tello,Match Report,
2023-03-31,19:00,Primera Div,Matchweek 9,Fri,Away,L,1,3,Rosario Cent,1.3,1.3,53,,Matías Melluso,4-3-3,Silvio Trucco,Match Report,
2023-04-05,21:00,Sudamericana,Group stage,Wed,Home,L,0,1,pe Universitario,,,51,,Matías Melluso,4-3-1-2,Andrés Matonte,Match Report,
2023-04-08,18:00,Primera Div,Matchweek 10,Sat,Home,W,3,1,Racing Club,1.5,0.8,39,,Leonardo Morales,4-2-3-1,Nicolás Lamolina,Match Report,
2023-04-13,19:30,Primera Div,Matchweek 11,Thu,Away,L,0,3,River Plate,0.7,2.4,30,,Leonardo Morales,4-3-1-2,Darío Herrera,Match Report,
2023-04-15,21:30,Primera Div,Matchweek 12,Sat,Home,L,0,2,Club Atlético Belgrano,0.8,1.4,51,,Leonardo Morales,4-2-3-1,Nicolás Ramírez,Match Report,
2023-04-18,21:00,Sudamericana,Group stage,Tue,Away,L,1,2,co Santa Fe,,,38,,Leonardo Morales,4-2-3-1,Guillermo Guerrero,Match Report,
2023-04-24,21:30,Primera Div,Matchweek 13,Mon,Away,W,4,2,Argentinos Jun,1.0,2.4,32,,Matías Melluso,4-2-3-1,Hernán Mastrángelo,Match Report,
2023-04-29,16:30,Primera Div,Matchweek 14,Sat,Home,D,1,1,Tigre,0.9,1.6,38,,Matías Melluso,4-2-3-1,Jorge Baliño,Match Report,
2023-05-04,19:00,Sudamericana,Group stage,Thu,Home,L,0,2,br Goiás,,,41,,Cristian Tarragona,4-1-4-1,Luis Quiroz,Match Report,
2023-05-08,15:30,Primera Div,Matchweek 15,Mon,Away,W,1,0,Arsenal,0.7,0.4,48,,Cristian Tarragona,4-4-2,Sebastián Martinez,Match Report,
2023-05-15,18:00,Primera Div,Matchweek 16,Mon,Home,W,1,0,Lanús,0.4,1.5,44,,Leonardo Morales,4-4-2,Carlos Gareano,Match Report,
2023-05-19,15:30,Primera Div,Matchweek 17,Fri,Away,L,0,2,Godoy Cruz,0.5,1.5,50,,Leonardo Morales,4-4-2,Jorge Baliño,Match Report,
2023-05-23,19:00,Sudamericana,Group stage,Tue,Home,W,1,0,co Santa Fe,,,53,,Matías Melluso,4-4-2,Ángel Arteaga,Match Report,
2023-05-27,11:00,Primera Div,Matchweek 18,Sat,Home,D,0,0,Sarmiento,0.8,0.3,63,,Matías Melluso,4-1-4-1,Ariel Penel,Match Report,
2023-06-04,11:00,Primera Div,Matchweek 19,Sun,Away,L,0,2,CA Unión,1.1,1.3,54,,Cristian Tarragona,4-1-4-1,Facundo Tello,Match Report,
2023-06-08,19:00,Sudamericana,Group stage,Thu,Away,D,0,0,br Goiás,,,53,7928.0,Cristian Tarragona,4-1-4-1,Ivo Méndez,Match Report,
2023-06-13,20:30,Primera Div,Matchweek 20,Tue,Home,W,1,0,CA Huracán,0.6,0.5,46,,Leonardo Morales,4-2-3-1,Nicolás Ramírez,Match Report,
2023-06-21,21:30,Primera Div,Matchweek 21,Wed,Away,D,0,0,CC Córdoba,0.8,1.0,50,,Leonardo Morales,4-2-3-1,Andrés Merlos,Match Report,
2023-06-28,21:00,Sudamericana,Group stage,Wed,Away,L,0,1,pe Universitario,,,48,,Cristian Tarragona,4-2-3-1,Esteban Ostojich,Match Report,
2023-07-03,20:00,Primera Div,Matchweek 22,Mon,Away,D,2,2,Newell's OB,0.9,1.1,35,,Cristian Tarragona,4-2-3-1,Darío Herrera,Match Report,
2023-07-07,19:00,Primera Div,Matchweek 23,Fri,Home,D,1,1,Independiente,0.7,0.5,53,,Leonardo Morales,4-2-3-1,Leandro Rey Hilfer,Match Report,
2023-07-11,21:30,Primera Div,Matchweek 24,Tue,Away,L,0,2,Tucumán,0.8,1.6,52,,Leonardo Morales,4-2-3-1,Nazareno Arasa,Match Report,
2023-07-16,16:30,Primera Div,Matchweek 25,Sun,Home,L,1,3,Boca Juniors,1.9,1.2,31,,Leonardo Morales,4-2-3-1,Hernán Mastrángelo,Match Report,
2023-07-24,16:30,Primera Div,Matchweek 26,Mon,Away,D,2,2,Talleres,1.7,1.6,38,,Leonardo Morales,4-2-3-1,Facundo Tello,Match Report,
2023-07-30,17:30,Primera Div,Matchweek 27,Sun,Home,D,1,1,Platense,1.9,0.8,48,,Leonardo Morales,4-2-3-1,Pablo Dóvalo,Match Report,
