Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2023-08-12,15:30,Primeira Liga,Matchweek 1,Sat,Away,L,0.0,5.0,Gil Vicente FC,1.0,1.5,43.0,3606.0,Carlinhos,4-2-3-1,Cláudio Ruivo Pereira,Match Report,
2023-08-19,20:30,Primeira Liga,Matchweek 2,Sat,Home,L,1.0,4.0,Boavista,1.2,1.8,55.0,2034.0,Carlinhos,3-4-1-2,João Pinheiro,Match Report,
2023-08-26,15:30,Primeira Liga,Matchweek 3,Sat,Away,D,1.0,1.0,Arouca,0.2,2.2,37.0,2252.0,Carlinhos,4-2-3-1,Carlos Macedo,Match Report,
2023-09-02,18:00,Primeira Liga,Matchweek 4,Sat,Home,D,1.0,1.0,Estrela,0.8,1.4,54.0,2607.0,Carlinhos,4-2-3-1,Bruno Vieira,Match Report,
2023-09-17,18:00,Primeira Liga,Matchweek 5,Sun,Away,W,2.0,1.0,Vitória,1.2,0.8,46.0,12593.0,Carlinhos,4-3-3,Fábio Veríssimo,Match Report,
2023-09-24,18:00,Primeira Liga,Matchweek 6,Sun,Home,L,1.0,3.0,Benfica,1.2,1.8,35.0,4354.0,Carlinhos,3-5-2,Hélder Malheiro,Match Report,
2023-09-30,15:30,Primeira Liga,Matchweek 7,Sat,Away,W,3.0,2.0,Vizela,1.4,0.9,38.0,2712.0,Carlinhos,3-4-3,Iancu Vasilica,Match Report,
2023-10-08,18:00,Primeira Liga,Matchweek 8,Sun,Away,L,0.0,1.0,Porto,0.5,1.5,32.0,43230.0,Carlinhos,3-4-3,Nuno Almeida,Match Report,
2023-10-28,15:30,Primeira Liga,Matchweek 9,Sat,Home,W,1.0,0.0,Estoril,1.3,1.1,38.0,1579.0,Carlinhos,3-4-3,Ricardo Baixinho,Match Report,
2023-11-04,20:30,Primeira Liga,Matchweek 10,Sat,Away,L,1.0,6.0,Braga,1.1,3.4,38.0,8929.0,Carlinhos,3-4-3,Luís Godinho,Match Report,
2023-11-11,15:30,Primeira Liga,Matchweek 11,Sat,Home,W,2.0,1.0,Chaves,1.2,1.2,46.0,1553.0,Carlinhos,4-2-3-1,David Silva,Match Report,
2023-12-02,20:30,Primeira Liga,Matchweek 12,Sat,Away,L,0.0,1.0,Casa Pia,0.9,0.7,60.0,1187.0,Pedrão,3-4-3,Gustavo Correia,Match Report,
2023-12-09,15:30,Primeira Liga,Matchweek 13,Sat,Home,D,1.0,1.0,Famalicão,0.6,1.1,48.0,1188.0,Carlinhos,3-4-3,Hélder Carvalho,Match Report,
2023-12-17,15:30,Primeira Liga,Matchweek 14,Sun,Away,L,2.0,5.0,Moreirense,1.2,2.2,50.0,1453.0,Carlinhos,4-2-3-1,André Narciso,Match Report,
2023-12-30,20:30,Primeira Liga,Matchweek 15,Sat,Home,,,,Sporting CP,,,,,,,,Head-to-Head,
2024-01-07,18:00,Primeira Liga,Matchweek 16,Sun,Away,,,,Rio Ave,,,,,,,,Head-to-Head,
2024-01-12,20:15,Primeira Liga,Matchweek 17,Fri,Home,,,,Farense,,,,,,,,Head-to-Head,
2024-01-21,15:30,Primeira Liga,Matchweek 18,Sun,Home,,,,Gil Vicente FC,,,,,,,,Head-to-Head,
2024-01-28,,Primeira Liga,Matchweek 19,Sun,Away,,,,Boavista,,,,,,,,Head-to-Head,
2024-02-04,,Primeira Liga,Matchweek 20,Sun,Home,,,,Arouca,,,,,,,,Head-to-Head,
2024-02-11,,Primeira Liga,Matchweek 21,Sun,Away,,,,Estrela,,,,,,,,Head-to-Head,
2024-02-18,,Primeira Liga,Matchweek 22,Sun,Home,,,,Vitória,,,,,,,,Head-to-Head,
2024-02-25,,Primeira Liga,Matchweek 23,Sun,Away,,,,Benfica,,,,,,,,Head-to-Head,
2024-03-03,,Primeira Liga,Matchweek 24,Sun,Home,,,,Vizela,,,,,,,,Head-to-Head,
2024-03-10,,Primeira Liga,Matchweek 25,Sun,Home,,,,Porto,,,,,,,,Head-to-Head,
2024-03-17,,Primeira Liga,Matchweek 26,Sun,Away,,,,Estoril,,,,,,,,Head-to-Head,
2024-03-30,,Primeira Liga,Matchweek 27,Sat,Home,,,,Braga,,,,,,,,Head-to-Head,
2024-04-07,,Primeira Liga,Matchweek 28,Sun,Away,,,,Chaves,,,,,,,,Head-to-Head,
2024-04-14,,Primeira Liga,Matchweek 29,Sun,Home,,,,Casa Pia,,,,,,,,Head-to-Head,
2024-04-21,,Primeira Liga,Matchweek 30,Sun,Away,,,,Famalicão,,,,,,,,Head-to-Head,
2024-04-28,,Primeira Liga,Matchweek 31,Sun,Home,,,,Moreirense,,,,,,,,Head-to-Head,
2024-05-05,,Primeira Liga,Matchweek 32,Sun,Away,,,,Sporting CP,,,,,,,,Head-to-Head,
2024-05-12,,Primeira Liga,Matchweek 33,Sun,Home,,,,Rio Ave,,,,,,,,Head-to-Head,
2024-05-19,,Primeira Liga,Matchweek 34,Sun,Away,,,,Farense,,,,,,,,Head-to-Head,
