Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2023-01-29,19:15,Primera Div,Matchweek 1,Sun,Away,D,0,0,Instituto Atlético Central Córdoba,0.2,0.7,36,,Lisandro López,4-4-2,Andrés Merlos,Match Report,
2023-02-04,17:00,Primera Div,Matchweek 2,Sat,Home,L,3,5,Barracas Central,2.2,2.4,40,,Lisandro López,4-4-2,Pablo Dóvalo,Match Report,
2023-02-10,21:30,Primera Div,Matchweek 3,Fri,Away,W,2,0,Colón,1.1,1.5,35,,Javier Toledo,4-4-2,Pablo Echavarría,Match Report,
2023-02-20,19:15,Primera Div,Matchweek 4,Mon,Home,L,0,1,San Lorenzo,1.2,1.4,48,,Lisandro López,3-4-1-2,Darío Herrera,Match Report,
2023-02-25,19:15,Primera Div,Matchweek 5,Sat,Away,D,1,1,Estudiantes,0.4,0.9,36,,Javier Toledo,4-4-2,Andrés Merlos,Match Report,
2023-03-03,20:00,Primera Div,Matchweek 6,Fri,Home,W,4,1,Rosario Cent,3.4,0.8,49,,Javier Toledo,4-4-2,Fernando Echenique,Match Report,
2023-03-12,17:00,Primera Div,Matchweek 7,Sun,Away,L,0,1,Racing Club,0.4,1.0,30,,Lisandro López,5-4-1,Fernando Espinoza,Match Report,
2023-03-19,21:30,Primera Div,Matchweek 8,Sun,Home,L,0,2,River Plate,0.6,2.4,30,,Javier Toledo,4-4-2,Ariel Penel,Match Report,
2023-04-03,20:00,Primera Div,Matchweek 9,Mon,Away,D,0,0,Club Atlético Belgrano,0.2,0.8,34,,Javier Toledo,4-4-2,Sebastián Martinez,Match Report,
2023-04-08,15:30,Primera Div,Matchweek 10,Sat,Home,W,2,0,Argentinos Jun,1.5,0.7,25,,Lisandro López,5-3-2,Nazareno Arasa,Match Report,
2023-04-13,21:30,Primera Div,Matchweek 11,Thu,Away,L,0,1,Tigre,1.7,1.8,33,,Javier Toledo,5-3-2,Nicolás Ramírez,Match Report,
2023-04-17,19:00,Primera Div,Matchweek 12,Mon,Home,W,1,0,Arsenal,0.7,1.4,38,,Lisandro López,5-3-2,Nelson Sosa,Match Report,
