Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2023-07-02,13:00,Liga MX,Apertura 2023 Regular Season,Sun,Home,D,0.0,0.0,Necaxa,1.2,1.1,69.0,23011.0,Valber Huerta,4-4-2,Iván López,Match Report,
2023-07-08,18:50,Liga MX,Apertura 2023 Regular Season,Sat,Away,W,2.0,0.0,Cruz Azul,2.1,0.5,56.0,15939.0,Valber Huerta,4-4-2,Ismael Lopez,Match Report,
2023-07-16,13:00,Liga MX,Apertura 2023 Regular Season,Sun,Home,L,2.0,4.0,FC Juárez,2.0,1.9,46.0,22931.0,Valber Huerta,3-4-3,Charles Terrazas,Match Report,
2023-08-18,22:00,Liga MX,Apertura 2023 Regular Season,Fri,Away,D,1.0,1.0,UNAM,0.9,3.8,56.0,16970.0,Valber Huerta,4-2-3-1,Luis Enrique Santander,Match Report,
2023-08-26,18:00,Liga MX,Apertura 2023 Regular Season,Sat,Away,D,0.0,0.0,Atlas,0.8,0.9,41.0,15657.0,Valber Huerta,4-4-2,Guillermo Pacheco,Match Report,
2023-08-30,20:00,Liga MX,Apertura 2023 Regular Season,Wed,Home,W,1.0,0.0,Monterrey,0.5,1.2,50.0,22432.0,Marcel Ruiz,4-2-3-1,Diego Montaño,Match Report,
2023-09-03,13:00,Liga MX,Apertura 2023 Regular Season,Sun,Home,W,5.0,0.0,Pachuca,4.2,0.4,66.0,23711.0,Valber Huerta,4-2-3-1,Marco Antonio Ortíz,Match Report,
2023-09-15,20:00,Liga MX,Apertura 2023 Regular Season,Fri,Away,L,1.0,2.0,Tijuana,0.4,1.1,63.0,18633.0,Valber Huerta,4-4-2,Erick Miranda,Match Report,
2023-09-24,13:00,Liga MX,Apertura 2023 Regular Season,Sun,Home,D,1.0,1.0,América,1.5,2.0,49.0,27273.0,Valber Huerta,4-4-2,Adonai Escobedo,Match Report,
2023-10-01,18:20,Liga MX,Apertura 2023 Regular Season,Sun,Home,D,1.0,1.0,Guadalajara,1.7,0.7,71.0,27273.0,Valber Huerta,4-2-3-1,Daniel Quintero,Match Report,
2023-10-04,22:00,Liga MX,Apertura 2023 Regular Season,Wed,Away,D,2.0,2.0,UANL,1.1,0.8,43.0,37117.0,Valber Huerta,4-2-3-1,César Arturo Ramos,Match Report,
2023-10-08,13:00,Liga MX,Apertura 2023 Regular Season,Sun,Home,W,3.0,1.0,Querétaro,3.6,1.1,73.0,21941.0,Valber Huerta,4-2-3-1,Fernando Hernández,Match Report,
2023-10-21,18:00,Liga MX,Apertura 2023 Regular Season,Sat,Away,L,0.0,1.0,León,1.3,1.2,59.0,20050.0,Valber Huerta,4-2-3-1,Oscar Mejia,Match Report,
2023-10-29,12:00,Liga MX,Apertura 2023 Regular Season,Sun,Home,W,3.0,1.0,Atlético,1.5,0.9,55.0,23924.0,Valber Huerta,4-2-3-1,César Arturo Ramos,Match Report,
2023-10-31,19:00,Liga MX,Apertura 2023 Regular Season,Tue,Home,L,0.0,1.0,Puebla,1.2,1.4,58.0,23808.0,Valber Huerta,4-2-3-1,Óscar Macias,Match Report,
2023-11-05,18:10,Liga MX,Apertura 2023 Regular Season,Sun,Away,L,1.0,3.0,Santos,1.7,2.3,68.0,12367.0,Valber Huerta,4-2-3-1,Víctor Cáceres,Match Report,
2023-11-10,18:06,Liga MX,Apertura 2023 Regular Season,Fri,Away,L,0.0,1.0,Mazatlán,0.5,0.9,59.0,14509.0,Valber Huerta,4-4-2,Adonai Escobedo,Match Report,
2024-01-12,19:00,Liga MX,Clausura 2024 Regular Season,Fri,Away,,,,Querétaro,,,,,,,,Head-to-Head,
2024-01-20,17:00,Liga MX,Clausura 2024 Regular Season,Sat,Home,,,,Mazatlán,,,,,,,,Head-to-Head,
2024-01-26,19:00,Liga MX,Clausura 2024 Regular Season,Fri,Away,,,,Puebla,,,,,,,,Head-to-Head,
2024-01-30,21:00,Liga MX,Clausura 2024 Regular Season,Tue,Away,,,,Guadalajara,,,,,,,,Head-to-Head,
2024-02-03,17:00,Liga MX,Clausura 2024 Regular Season,Sat,Home,,,,León,,,,,,,,Head-to-Head,
2024-02-10,17:00,Liga MX,Clausura 2024 Regular Season,Sat,Away,,,,Necaxa,,,,,,,,Head-to-Head,
2024-02-18,20:00,Liga MX,Clausura 2024 Regular Season,Sun,Away,,,,Monterrey,,,,,,,,Head-to-Head,
2024-02-21,19:00,Liga MX,Clausura 2024 Regular Season,Wed,Home,,,,Santos,,,,,,,,Head-to-Head,
2024-02-25,12:00,Liga MX,Clausura 2024 Regular Season,Sun,Home,,,,Tijuana,,,,,,,,Head-to-Head,
2024-03-02,17:00,Liga MX,Clausura 2024 Regular Season,Sat,Home,,,,UANL,,,,,,,,Head-to-Head,
2024-03-08,20:00,Liga MX,Clausura 2024 Regular Season,Fri,Away,,,,FC Juárez,,,,,,,,Head-to-Head,
2024-03-16,19:00,Liga MX,Clausura 2024 Regular Season,Sat,Home,,,,UNAM,,,,,,,,Head-to-Head,
2024-03-30,19:00,Liga MX,Clausura 2024 Regular Season,Sat,Away,,,,Pachuca,,,,,,,,Head-to-Head,
2024-04-07,13:00,Liga MX,Clausura 2024 Regular Season,Sun,Home,,,,Atlas,,,,,,,,Head-to-Head,
2024-04-13,20:00,Liga MX,Clausura 2024 Regular Season,Sat,Away,,,,América,,,,,,,,Head-to-Head,
2024-04-19,22:00,Liga MX,Clausura 2024 Regular Season,Fri,Away,,,,Atlético,,,,,,,,Head-to-Head,
2024-04-27,20:00,Liga MX,Clausura 2024 Regular Season,Sat,Home,,,,Cruz Azul,,,,,,,,Head-to-Head,
