,id,eventId,minute,second,teamId,x,y,expandedMinute,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,goalMouthZ,goalMouthY,isShot,relatedEventId,relatedPlayerId,blockedX,blockedY,cardType,isGoal,eventType,match_period
284,2611630211.0,161,12,39.0,1232,72.2,94.7,12,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '62.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.36'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '91.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.2'}]","[91, 119, 117, 30, 35, 38, 216, 218]",True,454335.0,62.7,91.4,,,,,,,,,,Pass,FirstHalf
285,2611630217.0,162,12,41.0,1232,61.9,91.0,12,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '68.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.72'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '62.0'}]","[91, 119, 117, 30, 36, 38, 216, 218]",True,318474.0,62.0,68.6,,,,,,,,,,Pass,FirstHalf
286,2611630219.0,163,12,42.0,1232,62.0,68.6,12,Unsuccessful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '70.3'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.11'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '72.1'}]","[91, 120, 29, 36, 37, 217, 218]",True,443546.0,72.1,70.3,,,,,,,,,,Pass,FirstHalf
287,2611630227.0,146,12,43.0,1221,24.6,31.6,12,Successful,[],[93],False,337247.0,,,,,,,,,,,,BallRecovery,FirstHalf
288,2611630267.0,147,12,46.0,1221,24.9,30.4,12,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.66'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '32.2'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '39.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.7'}]","[91, 117, 30, 36, 37, 215, 218]",True,337247.0,32.2,39.2,,,,,,,,,,Pass,FirstHalf
289,2611630271.0,148,12,49.0,1221,43.0,54.3,12,Unsuccessful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.94'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '43.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '63.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '22.8'}]","[91, 120, 29, 36, 38, 216, 218]",True,467985.0,63.5,43.1,,,,,,,,,,Pass,FirstHalf
290,2611630353.0,168,12,50.0,1232,40.7,52.1,12,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 101, 56]",True,40768.0,,,,,,,,,,,,Interception,FirstHalf
291,2611630279.0,164,12,51.0,1232,33.7,51.1,12,Successful,[],[93],False,40768.0,,,,,,,,,,,,BallRecovery,FirstHalf
292,2611630317.0,165,12,55.0,1232,42.6,43.1,12,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '5.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '46.0'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '37.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.47'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 36, 38, 216, 218]",True,40768.0,46.0,37.6,,,,,,,,,,Pass,FirstHalf
293,2611630339.0,166,12,59.0,1232,54.3,43.6,12,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '19.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '27.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '69.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.66'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,487070.0,69.4,27.0,,,,,,,,,,Pass,FirstHalf
294,2611630343.0,167,13,4.0,1232,69.2,36.6,13,Unsuccessful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '149'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 286, 'displayName': 'Offensive'}}]","[91, 53]",True,478298.0,,,,,,,,,,,,TakeOn,FirstHalf
295,2611630349.0,149,13,4.0,1221,30.8,63.4,13,Successful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '167'}, {'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 143]",True,467985.0,,,,,,,,,,,,Tackle,FirstHalf
296,2611630359.0,150,13,6.0,1221,27.5,56.9,13,Successful,[],[93],False,111227.0,,,,,,,,,,,,BallRecovery,FirstHalf
297,2611630373.0,151,13,6.0,1221,26.7,56.9,13,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.62'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '10.4'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '34.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '65.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 36, 37, 216, 218]",True,111227.0,34.7,65.8,,,,,,,,,,Pass,FirstHalf
298,2611630383.0,152,13,8.0,1221,30.6,66.2,13,Unsuccessful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '49.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.2'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '40.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.44'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 118, 120, 29, 124, 36, 38, 216, 218]",True,243275.0,40.2,49.5,,,,,,,,,,Pass,FirstHalf
299,2611630499.0,176,13,9.0,1232,62.7,49.5,13,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]",[91],True,443546.0,,,,,,,,,,,,BallTouch,FirstHalf
300,2611630731.0,185,13,11.0,1232,40.1,72.1,13,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.16'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '69.1'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '16.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '55.2'}]","[91, 119, 117, 30, 36, 38, 216, 218]",True,476465.0,55.2,69.1,,,,,,,,,,Pass,FirstHalf
301,2611630387.0,169,13,12.0,1232,60.3,68.9,13,Successful,[],[93],False,443546.0,,,,,,,,,,,,BallRecovery,FirstHalf
302,2611630397.0,170,13,13.0,1232,62.0,69.5,13,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.8'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.42'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '69.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '56.4'}]","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,443546.0,69.3,56.4,,,,,,,,,,Pass,FirstHalf
303,2611630415.0,171,13,15.0,1232,70.5,56.4,13,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.67'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '85.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '40.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '18.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,487070.0,85.1,40.4,,,,,,,,,,Pass,FirstHalf
304,2611630437.0,172,13,20.0,1232,77.3,34.8,13,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.15'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '19.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '71.2'}]","[91, 119, 117, 30, 205, 35, 38, 217, 218]",True,373524.0,71.2,19.8,,,,,,,,,,Pass,FirstHalf
305,2611630445.0,173,13,26.0,1232,71.2,19.8,13,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '4.4'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '79.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.39'}]","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,373432.0,79.3,4.4,,,,,,,,,,Pass,FirstHalf
306,2611630461.0,174,13,28.0,1232,78.7,7.0,13,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '7.4'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '11.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.75'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '72.2'}]","[91, 119, 117, 30, 205, 35, 37, 217, 218]",True,373524.0,72.2,11.1,,,,,,,,,,Pass,FirstHalf
307,2611630475.0,175,13,31.0,1232,75.0,11.3,13,Unsuccessful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '23.7'}, {'type': {'value': 155, 'displayName': 'Chipped'}}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '31.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '93.6'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.60'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]","[91, 120, 29, 124, 36, 37, 217, 218]",True,318474.0,93.6,31.1,,,,,,,,,,Pass,FirstHalf
308,2611630477.0,154,13,33.0,1221,7.0,69.0,13,Successful,[],[93],False,134681.0,,,,,,,,,,,,KeeperPickup,FirstHalf
309,2611630501.0,155,13,40.0,1221,13.4,69.9,13,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '16.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '87.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.5'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.31'}, {'type': {'value': 123, 'displayName': 'KeeperThrow'}}]","[91, 36, 37, 215, 218]",True,134681.0,16.5,87.6,,,,,,,,,,Pass,FirstHalf
310,2611630507.0,156,13,42.0,1221,15.5,86.8,13,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '69.3'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.43'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '12.2'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.4'}]","[91, 117, 30, 35, 38, 215, 218]",True,418043.0,12.2,69.3,,,,,,,,,,Pass,FirstHalf
311,2611630523.0,157,13,43.0,1221,14.2,72.4,13,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '79.7'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.21'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '23.4'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '36.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 36, 37, 216, 218]",True,111227.0,36.0,79.7,,,,,,,,,,Pass,FirstHalf
312,2611630527.0,158,13,47.0,1221,31.0,85.6,13,Successful,"[{'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '177'}]","[91, 70]",True,342058.0,,,,,,,,,,,,Dispossessed,FirstHalf
313,2611630545.0,177,13,47.0,1232,69.0,14.4,13,Successful,"[{'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '158'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}]","[91, 143]",True,318474.0,,,,,,,,,,,,Tackle,FirstHalf
314,2611630547.0,178,13,50.0,1232,75.7,22.4,13,Successful,[],[93],False,487070.0,,,,,,,,,,,,BallRecovery,FirstHalf
315,2611630553.0,179,13,51.0,1232,75.7,22.4,13,Unsuccessful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '79.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '19.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '50.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.35'}]","[91, 120, 29, 36, 37, 217, 218]",True,487070.0,79.8,50.0,,,,,,,,,,Pass,FirstHalf
316,2611630551.0,159,13,52.0,1221,19.0,49.4,13,Successful,[],[93],False,337247.0,,,,,,,,,,,,BallRecovery,FirstHalf
317,2611630563.0,160,13,52.0,1221,19.0,49.4,13,Unsuccessful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '42.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '68.2'}, {'type': {'value': 1, 'displayName': 'Longball'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '57.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.31'}]","[91, 120, 128, 36, 37, 216, 218]",True,337247.0,57.6,68.2,,,,,,,,,,Pass,FirstHalf
318,2611630571.0,180,13,57.0,1232,37.9,22.2,13,Unsuccessful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.92'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '161'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '2.1'}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '38.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '19.2'}]","[91, 118, 120, 29, 36, 38, 216, 218]",True,295008.0,38.3,19.2,,,,,,,,,,Pass,FirstHalf
319,2611630575.0,161,13,57.0,1221,57.9,69.0,13,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '180'}]","[91, 60]",True,416802.0,,,,,,,,,,,,BlockedPass,FirstHalf
320,2611630579.0,181,13,58.0,1232,38.6,9.0,13,Successful,[],[93],False,295008.0,,,,,,,,,,,,BallRecovery,FirstHalf
321,2611630601.0,182,14,0.0,1232,36.9,2.6,14,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '7.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.30'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '47.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '11.6'}]","[91, 117, 30, 36, 37, 216, 218]",True,295008.0,47.5,7.6,,,,,,,,,,Pass,FirstHalf
322,2611630607.0,183,14,3.0,1232,47.5,7.6,14,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.75'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '9.9'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '4.1'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '43.9'}, {'type': {'value': 156, 'displayName': 'LayOff'}}]","[91, 117, 30, 35, 37, 216, 218]",True,318474.0,43.9,9.9,,,,,,,,,,Pass,FirstHalf
323,2611630645.0,184,14,5.0,1232,54.0,13.6,14,Unsuccessful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '12.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '82.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.25'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '29.5'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Right'}]","[91, 120, 29, 36, 38, 217, 218]",True,373432.0,82.1,12.0,,,,,,,,,,Pass,FirstHalf
324,2611630653.0,162,14,12.0,1221,22.1,80.3,14,Successful,[],[93],False,111227.0,,,,,,,,,,,,BallRecovery,FirstHalf
325,2611630667.0,163,14,13.0,1221,17.8,81.7,14,Successful,"[{'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '15.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '69.9'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '30.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.74'}]","[91, 117, 30, 36, 38, 215, 218]",True,111227.0,30.4,69.9,,,,,,,,,,Pass,FirstHalf
326,2611630701.0,164,14,18.0,1221,33.5,72.0,14,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.40'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '30.9'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '59.4'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 35, 38, 215, 218]",True,467985.0,30.9,59.4,,,,,,,,,,Pass,FirstHalf
327,2611630721.0,165,14,22.0,1221,32.6,57.9,14,Successful,"[{'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '23.6'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '23.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.81'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '34.8'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 36, 38, 216, 218]",True,243275.0,34.8,23.6,,,,,,,,,,Pass,FirstHalf
328,2611630739.0,166,14,26.0,1221,33.5,22.2,14,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '46.2'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '6.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '17.1'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.60'}]","[91, 117, 30, 36, 38, 216, 218]",True,337247.0,46.2,6.4,,,,,,,,,,Pass,FirstHalf
329,2611630747.0,167,14,28.0,1221,46.0,6.2,14,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '18.8'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '33.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '26.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '2.33'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 35, 37, 216, 218]",True,119542.0,33.6,26.2,,,,,,,,,,Pass,FirstHalf
330,2611630763.0,168,14,30.0,1221,33.2,25.2,14,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '23.3'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '31.3'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '59.3'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.66'}]","[91, 117, 30, 35, 37, 215, 218]",True,337247.0,31.3,59.3,,,,,,,,,,Pass,FirstHalf
331,2611630775.0,169,14,34.0,1221,32.4,61.5,14,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.65'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '31.5'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '79.1'}]","[91, 117, 30, 35, 37, 215, 218]",True,467985.0,31.5,79.1,,,,,,,,,,Pass,FirstHalf
332,2611630809.0,170,14,36.0,1221,29.6,79.0,14,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '16.7'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '73.0'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '45.0'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '6.04'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 117, 30, 36, 38, 216, 218]",True,111227.0,45.0,73.0,,,,,,,,,,Pass,FirstHalf
333,2611630815.0,171,14,41.0,1221,44.2,70.4,14,Successful,"[{'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '186'}, {'type': {'value': 13, 'displayName': 'Foul'}}, {'type': {'value': 286, 'displayName': 'Offensive'}}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Back'}]","[91, 63]",True,416802.0,,,,,,,,,,,,Foul,FirstHalf
334,2611630797.0,186,14,41.0,1232,55.8,29.6,14,Unsuccessful,"[{'type': {'value': 13, 'displayName': 'Foul'}}, {'type': {'value': 285, 'displayName': 'Defensive'}}, {'type': {'value': 233, 'displayName': 'OppositeRelatedEvent'}, 'value': '171'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}]",[64],False,295008.0,,,,,,,,,,,,Foul,FirstHalf
335,2611630841.0,172,14,44.0,1221,45.1,72.7,14,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '0.79'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '60.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '22.9'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '96.5'}, {'type': {'value': 5, 'displayName': 'FreekickTaken'}}]","[91, 119, 117, 30, 132, 36, 37, 216, 218]",True,416802.0,60.5,96.5,,,,,,,,,,Pass,FirstHalf
336,2611630847.0,173,14,46.0,1221,60.7,96.6,14,Successful,"[{'type': {'value': 212, 'displayName': 'Length'}, 'value': '7.4'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.93'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '88.9'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '55.7'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}]","[91, 119, 117, 30, 35, 38, 216, 218]",True,418043.0,55.7,88.9,,,,,,,,,,Pass,FirstHalf
337,2611630863.0,174,14,50.0,1221,58.5,78.7,14,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.05'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '65.1'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '96.5'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '13.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}]","[91, 119, 117, 30, 36, 37, 216, 218]",True,342058.0,65.1,96.5,,,,,,,,,,Pass,FirstHalf
338,2611630879.0,175,14,52.0,1221,66.1,98.7,14,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '61.0'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '7.9'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '90.2'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '3.97'}]","[91, 119, 117, 30, 35, 38, 216, 218]",True,418043.0,61.0,90.2,,,,,,,,,,Pass,FirstHalf
339,2611630885.0,176,14,54.0,1221,61.5,92.3,14,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '4.97'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '72.1'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '64.9'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '14.2'}]","[91, 119, 117, 30, 36, 38, 216, 218]",True,342058.0,64.9,72.1,,,,,,,,,,Pass,FirstHalf
340,2611630895.0,177,14,56.0,1221,64.6,72.0,14,Successful,"[{'type': {'value': 213, 'displayName': 'Angle'}, 'value': '1.83'}, {'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '62.4'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '9.0'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Left'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '84.8'}]","[91, 119, 117, 30, 35, 37, 216, 218]",True,298449.0,62.4,84.8,,,,,,,,,,Pass,FirstHalf
341,2611630903.0,178,14,57.0,1221,62.6,85.7,14,Successful,"[{'type': {'value': 140, 'displayName': 'PassEndX'}, 'value': '68.6'}, {'type': {'value': 141, 'displayName': 'PassEndY'}, 'value': '69.7'}, {'type': {'value': 212, 'displayName': 'Length'}, 'value': '12.6'}, {'type': {'value': 56, 'displayName': 'Zone'}, 'value': 'Center'}, {'type': {'value': 213, 'displayName': 'Angle'}, 'value': '5.24'}]","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,342058.0,68.6,69.7,,,,,,,,,,Pass,FirstHalf
