Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2023-08-11,20:15,Primeira Liga,Matchweek 1,Fri,Away,W,2.0,1.0,Braga,0.7,1.1,41.0,19184.0,Riccieli,4-2-3-1,Fábio Veríssimo,Match Report,
2023-08-21,20:15,Primeira Liga,Matchweek 2,Mon,Home,D,0.0,0.0,Moreirense,0.3,0.9,35.0,4640.0,Riccieli,4-4-2,António Nobre,Match Report,
2023-08-27,20:30,Primeira Liga,Matchweek 3,Sun,Away,L,0.0,1.0,Sporting CP,0.3,2.2,36.0,40287.0,Riccieli,4-2-3-1,André Narciso,Match Report,
2023-09-02,18:00,Primeira Liga,Matchweek 4,Sat,Home,W,1.0,0.0,Farense,0.9,0.2,62.0,4171.0,Riccieli,4-2-3-1,Iancu Vasilica,Match Report,
2023-09-16,15:30,Primeira Liga,Matchweek 5,Sat,Away,D,1.0,1.0,Rio Ave,1.0,0.2,43.0,3075.0,Riccieli,4-2-3-1,Bruno Jose Costa,Match Report,
2023-09-22,20:15,Primeira Liga,Matchweek 6,Fri,Home,W,1.0,0.0,Arouca,0.1,2.1,44.0,3678.0,Riccieli,4-2-3-1,Bruno Vieira,Match Report,
2023-09-30,18:00,Primeira Liga,Matchweek 7,Sat,Away,D,2.0,2.0,Boavista,1.4,0.9,43.0,7809.0,Jhonder Cádiz,4-4-2,Gustavo Correia,Match Report,
2023-10-08,15:30,Primeira Liga,Matchweek 8,Sun,Home,L,1.0,3.0,Vitória,2.0,1.3,60.0,4278.0,Riccieli,4-2-3-1,Artur Soares Dias,Match Report,
2023-10-29,18:00,Primeira Liga,Matchweek 9,Sun,Away,L,0.0,1.0,Estrela,0.7,1.5,39.0,3137.0,Riccieli,4-2-3-1,Carlos Macedo,Match Report,
2023-11-04,18:00,Primeira Liga,Matchweek 10,Sat,Home,W,3.0,1.0,Gil Vicente FC,0.6,1.0,48.0,2239.0,Luiz Lúcio Reis Júnior,4-2-3-1,José Bessa,Match Report,
2023-11-11,18:00,Primeira Liga,Matchweek 11,Sat,Away,D,0.0,0.0,Vizela,0.7,2.1,47.0,2235.0,Riccieli,4-2-3-1,Bruno Jose Costa,Match Report,
2023-12-02,18:00,Primeira Liga,Matchweek 12,Sat,Home,L,0.0,3.0,Porto,1.2,1.0,40.0,4858.0,Riccieli,4-2-3-1,António Nobre,Match Report,
2023-12-09,15:30,Primeira Liga,Matchweek 13,Sat,Away,D,1.0,1.0,Portimonense,1.1,0.6,52.0,1188.0,Gustavo Assuncao,4-2-3-1,Hélder Carvalho,Match Report,
2023-12-17,18:00,Primeira Liga,Matchweek 14,Sun,Home,D,1.0,1.0,Estoril,1.3,1.2,56.0,3599.0,Gustavo sá,4-2-3-1,Miguel Nogueira,Match Report,
2023-12-29,18:45,Primeira Liga,Matchweek 15,Fri,Away,L,0.0,3.0,Benfica,0.7,1.6,43.0,58725.0,Jhonder Cádiz,4-2-3-1,André Narciso,Match Report,
2024-01-07,20:30,Primeira Liga,Matchweek 16,Sun,Home,,,,Chaves,,,,,,,,Head-to-Head,
2024-01-13,15:30,Primeira Liga,Matchweek 17,Sat,Away,,,,Casa Pia,,,,,,,,Head-to-Head,
2024-01-18,18:45,Primeira Liga,Matchweek 18,Thu,Home,,,,Braga,,,,,,,,Head-to-Head,
2024-01-28,,Primeira Liga,Matchweek 19,Sun,Away,,,,Moreirense,,,,,,,,Head-to-Head,
2024-02-04,,Primeira Liga,Matchweek 20,Sun,Home,,,,Sporting CP,,,,,,,,Head-to-Head,
2024-02-11,,Primeira Liga,Matchweek 21,Sun,Away,,,,Farense,,,,,,,,Head-to-Head,
2024-02-18,,Primeira Liga,Matchweek 22,Sun,Home,,,,Rio Ave,,,,,,,,Head-to-Head,
2024-02-25,,Primeira Liga,Matchweek 23,Sun,Away,,,,Arouca,,,,,,,,Head-to-Head,
2024-03-03,,Primeira Liga,Matchweek 24,Sun,Home,,,,Boavista,,,,,,,,Head-to-Head,
2024-03-10,,Primeira Liga,Matchweek 25,Sun,Away,,,,Vitória,,,,,,,,Head-to-Head,
2024-03-17,,Primeira Liga,Matchweek 26,Sun,Home,,,,Estrela,,,,,,,,Head-to-Head,
2024-03-30,,Primeira Liga,Matchweek 27,Sat,Away,,,,Gil Vicente FC,,,,,,,,Head-to-Head,
2024-04-07,,Primeira Liga,Matchweek 28,Sun,Home,,,,Vizela,,,,,,,,Head-to-Head,
2024-04-14,,Primeira Liga,Matchweek 29,Sun,Away,,,,Porto,,,,,,,,Head-to-Head,
2024-04-21,,Primeira Liga,Matchweek 30,Sun,Home,,,,Portimonense,,,,,,,,Head-to-Head,
2024-04-28,,Primeira Liga,Matchweek 31,Sun,Away,,,,Estoril,,,,,,,,Head-to-Head,
2024-05-05,,Primeira Liga,Matchweek 32,Sun,Home,,,,Benfica,,,,,,,,Head-to-Head,
2024-05-12,,Primeira Liga,Matchweek 33,Sun,Away,,,,Chaves,,,,,,,,Head-to-Head,
2024-05-19,,Primeira Liga,Matchweek 34,Sun,Home,,,,Casa Pia,,,,,,,,Head-to-Head,
