Rk,Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Player Link_,Player ID_,Competition
183,Dieguinho,BRA,"DF,FW",Goiás,27,1995,15,12,1080,12.0,0.00,0.08,0.08,0.00,0.00,0.00,0.25,0.00,0.03,0.03,0.07,0.10,2.25,3.50,2.83,0.00,0.08,0.08,0.00,0.08,0.03,0.07,0.10,0.03,0.10,https://fbref.com/en/players/7e5a7340/Dieguinho,7e5a7340,Brazilian Serie A
184,Diogo,BRA,"FW,MF",Coritiba,26,1996,15,9,756,8.4,0.12,0.12,0.24,0.12,0.00,0.00,0.24,0.00,0.32,0.32,0.04,0.35,0.83,1.19,3.10,0.12,0.12,0.24,0.12,0.24,0.32,0.03,0.35,0.32,0.35,https://fbref.com/en/players/4e365f70/Diogo,4e365f70,Brazilian Serie A
185,Dodi,BRA,MF,Santos,26,1996,28,20,1721,19.1,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.00,0.05,0.05,0.03,0.07,0.99,1.41,0.94,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07,https://fbref.com/en/players/2830b8f7/Dodi,2830b8f7,Brazilian Serie A
186,Dodô,BRA,DF,Atlético Mineiro,30,1992,1,1,59,0.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.86,11.4,10.0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,https://fbref.com/en/players/99931185/Dodo,99931185,Brazilian Serie A
187,Dodô,BRA,DF,Santos,30,1992,18,18,1426,15.8,0.00,0.06,0.06,0.00,0.00,0.00,0.25,0.00,0.03,0.03,0.11,0.14,1.65,5.19,2.66,0.00,0.06,0.06,0.00,0.06,0.03,0.11,0.14,0.03,0.14,https://fbref.com/en/players/99931185/Dodo,99931185,Brazilian Serie A
188,Dodô,BRA,"MF,FW",Goiás,21,2001,15,0,323,3.6,0.56,0.00,0.56,0.56,0.00,0.00,0.28,0.00,0.33,0.33,0.11,0.47,1.94,3.61,2.50,0.56,0.00,0.56,0.56,0.56,0.34,0.12,0.46,0.34,0.46,https://fbref.com/en/players/7676dd35/Dodo,7676dd35,Brazilian Serie A
189,Thiago Dombroski,BRA,DF,Coritiba,20,2002,7,7,504,5.6,0.00,0.00,0.00,0.00,0.00,0.00,0.71,0.00,0.02,0.02,0.00,0.02,0.89,3.75,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,https://fbref.com/en/players/786ba79d/Thiago-Dombroski,786ba79d,Brazilian Serie A
190,Halerrandrio dos Santos,BRA,MF,Goiás,16,2006,1,0,29,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,https://fbref.com/en/players/7bfa8ce5/Halerrandrio-dos-Santos,7bfa8ce5,Brazilian Serie A
191,Thiago dos Santos,BRA,"DF,MF",Fluminense,33,1989,16,9,819,9.1,0.00,0.00,0.00,0.00,0.00,0.00,0.77,0.11,0.02,0.02,0.01,0.03,1.10,5.49,0.33,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.04,0.02,0.04,https://fbref.com/en/players/5408d2b2/Thiago-dos-Santos,5408d2b2,Brazilian Serie A
192,Henrique Dourado,BRA,FW,Cruzeiro,33,1989,11,2,342,3.8,0.26,0.00,0.26,0.26,0.00,0.00,0.53,0.00,0.61,0.61,0.18,0.79,1.05,1.05,5.00,0.26,0.00,0.26,0.26,0.26,0.61,0.17,0.78,0.61,0.78,https://fbref.com/en/players/9b010360/Henrique-Dourado,9b010360,Brazilian Serie A
193,David Duarte,BRA,DF,Bahia,28,1995,11,10,867,9.6,0.10,0.00,0.10,0.10,0.00,0.00,0.31,0.00,0.06,0.06,0.00,0.06,0.52,1.77,0.00,0.10,0.00,0.10,0.10,0.10,0.06,0.00,0.06,0.06,0.06,https://fbref.com/en/players/91bf16f7/David-Duarte,91bf16f7,Brazilian Serie A
194,Dudu,BRA,MF,Ath Paranaense,17,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/630a919d/Dudu,630a919d,Brazilian Serie A
195,Dudu,BRA,FW,Palmeiras,31,1992,14,14,1076,12.0,0.25,0.25,0.50,0.25,0.00,0.00,0.00,0.00,0.20,0.20,0.28,0.48,6.50,6.17,10.6,0.25,0.25,0.50,0.25,0.50,0.20,0.28,0.49,0.20,0.49,https://fbref.com/en/players/895ef5ec/Dudu,895ef5ec,Brazilian Serie A
196,Edenílson,BRA,"MF,FW",Atlético Mineiro,33,1989,28,15,1368,15.2,0.07,0.13,0.20,0.07,0.00,0.00,0.07,0.00,0.03,0.03,0.12,0.15,1.58,3.75,3.29,0.07,0.13,0.20,0.07,0.20,0.03,0.12,0.15,0.03,0.15,https://fbref.com/en/players/4e50f20e/Edenilson,4e50f20e,Brazilian Serie A
197,Eder,BRA,DF,América (MG),27,1995,24,17,1566,17.4,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.06,0.02,0.02,0.01,0.03,0.52,3.10,0.23,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,https://fbref.com/en/players/ba1a2c4c/Eder,ba1a2c4c,Brazilian Serie A
198,EDU,BRA,DF,Goiás,22,2000,9,4,435,4.8,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.08,0.08,0.02,0.10,0.21,2.08,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.09,0.08,0.09,https://fbref.com/en/players/01dc4e41/EDU,01dc4e41,Brazilian Serie A
199,Edu,BRA,"FW,MF",Coritiba,29,1993,10,2,320,3.6,0.56,0.00,0.56,0.56,0.00,0.00,0.00,0.00,0.69,0.69,0.11,0.83,1.39,1.94,4.72,0.56,0.00,0.56,0.56,0.56,0.72,0.12,0.83,0.72,0.83,https://fbref.com/en/players/03cf6b3b/Edu,03cf6b3b,Brazilian Serie A
200,Carlos Eduardo,BRA,"MF,FW",Atlético Mineiro,18,2004,2,0,12,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,10.0,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,https://fbref.com/en/players/6fefa986/Carlos-Eduardo,6fefa986,Brazilian Serie A
201,Carlos Eduardo,BRA,MF,Botafogo (RJ),33,1989,34,32,2670,29.7,0.20,0.20,0.40,0.20,0.00,0.00,0.17,0.03,0.19,0.19,0.20,0.38,1.18,5.25,3.00,0.20,0.20,0.40,0.20,0.40,0.18,0.20,0.38,0.18,0.38,https://fbref.com/en/players/1a234d32/Carlos-Eduardo,1a234d32,Brazilian Serie A
202,Eguinaldo,BRA,"FW,MF",Vasco da Gama,18,2004,4,0,67,0.7,0.00,0.00,0.00,0.00,0.00,0.00,2.86,0.00,0.14,0.14,0.00,0.14,1.43,2.86,2.86,0.00,0.00,0.00,0.00,0.00,0.08,0.05,0.13,0.08,0.13,https://fbref.com/en/players/d874b374/Eguinaldo,d874b374,Brazilian Serie A
203,Rafael Elias,BRA,FW,Cruzeiro,23,1999,12,6,540,6.0,0.17,0.00,0.17,0.17,0.00,0.00,0.50,0.00,0.42,0.42,0.08,0.50,1.33,1.67,6.00,0.17,0.00,0.17,0.17,0.17,0.42,0.08,0.50,0.42,0.50,https://fbref.com/en/players/31737e86/Rafael-Elias,31737e86,Brazilian Serie A
204,Rodrigo Ely,BRA,DF,Grêmio,29,1993,9,8,665,7.4,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.00,0.00,0.00,0.01,0.01,0.14,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,https://fbref.com/en/players/fd47b4f2/Rodrigo-Ely,fd47b4f2,Brazilian Serie A
205,Lucas Emmanuel,BRA,FW,Goiás,22,2000,2,0,55,0.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/08d236fc/Lucas-Emmanuel,08d236fc,Brazilian Serie A
206,Leandro Emmanuel Martínez,ARG,MF,América (MG),28,1994,35,29,2541,28.2,0.04,0.18,0.21,0.04,0.00,0.00,0.14,0.00,0.12,0.12,0.16,0.27,2.48,5.50,3.69,0.04,0.18,0.21,0.04,0.21,0.12,0.16,0.27,0.12,0.27,https://fbref.com/en/players/74758396/Leandro-Emmanuel-Martinez,74758396,Brazilian Serie A
207,Alan Empereur,BRA,DF,Cuiabá,28,1994,33,33,2950,32.8,0.03,0.03,0.06,0.03,0.00,0.00,0.27,0.00,0.02,0.02,0.02,0.04,0.95,4.21,0.21,0.03,0.03,0.06,0.03,0.06,0.01,0.02,0.04,0.01,0.04,https://fbref.com/en/players/825b8997/Alan-Empereur,825b8997,Brazilian Serie A
208,Endrick,BRA,FW,Palmeiras,16,2006,31,18,1558,17.3,0.64,0.00,0.64,0.64,0.00,0.06,0.23,0.00,0.47,0.42,0.10,0.53,3.35,2.60,5.78,0.64,0.00,0.64,0.64,0.64,0.47,0.11,0.57,0.42,0.53,https://fbref.com/en/players/a2728fbf/Endrick,a2728fbf,Brazilian Serie A
209,Erick,BRA,MF,Ath Paranaense,25,1997,33,30,2499,27.8,0.14,0.14,0.29,0.14,0.00,0.00,0.25,0.00,0.19,0.19,0.11,0.30,0.97,4.46,1.33,0.14,0.14,0.29,0.14,0.29,0.19,0.11,0.30,0.19,0.30,https://fbref.com/en/players/8a826636/Erick,8a826636,Brazilian Serie A
210,Erison,BRA,"FW,MF",São Paulo,23,1999,13,3,391,4.3,0.23,0.23,0.47,0.00,0.23,0.23,0.70,0.00,0.42,0.23,0.09,0.33,2.56,0.47,6.51,0.23,0.23,0.46,0.00,0.23,0.41,0.10,0.51,0.23,0.33,https://fbref.com/en/players/a9c450cb/Erison,a9c450cb,Brazilian Serie A
211,Gonzalo Escobar,ARG,DF,Fortaleza,25,1997,13,6,579,6.4,0.00,0.16,0.16,0.00,0.00,0.00,0.63,0.00,0.05,0.05,0.03,0.08,1.72,3.91,8.28,0.00,0.16,0.16,0.00,0.16,0.04,0.04,0.08,0.04,0.08,https://fbref.com/en/players/12207ec1/Gonzalo-Escobar,12207ec1,Brazilian Serie A
212,Lucas Esquivel,ARG,DF,Ath Paranaense,21,2001,19,18,1651,18.3,0.00,0.05,0.05,0.00,0.00,0.00,0.16,0.00,0.01,0.01,0.08,0.09,1.53,3.77,2.57,0.00,0.05,0.05,0.00,0.05,0.01,0.07,0.09,0.01,0.09,https://fbref.com/en/players/404169c2/Lucas-Esquivel,404169c2,Brazilian Serie A
213,Estevão,BRA,MF,Internacional,20,2002,1,0,11,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.0,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.19,0.19,0.19,https://fbref.com/en/players/149f4681/Estevao,149f4681,Brazilian Serie A
214,Estevão,BRA,FW,Palmeiras,16,2006,1,0,13,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,https://fbref.com/en/players/2eda11b1/Estevao,2eda11b1,Brazilian Serie A
215,Vitor Eudes,BRA,GK,Fluminense,24,1998,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/b7a95ab2/Vitor-Eudes,b7a95ab2,Brazilian Serie A
216,Lucas Evangelista,BRA,MF,Bragantino,27,1995,33,32,2722,30.2,0.03,0.20,0.23,0.03,0.00,0.00,0.20,0.00,0.12,0.12,0.24,0.36,1.13,5.46,5.00,0.03,0.20,0.23,0.03,0.23,0.12,0.23,0.36,0.12,0.36,https://fbref.com/en/players/5f4ce4b6/Lucas-Evangelista,5f4ce4b6,Brazilian Serie A
217,Everaldo,BRA,"FW,MF",América (MG),28,1994,21,15,1233,13.7,0.07,0.22,0.29,0.07,0.00,0.00,0.51,0.00,0.09,0.09,0.16,0.26,3.94,3.80,7.37,0.07,0.22,0.29,0.07,0.29,0.09,0.16,0.25,0.09,0.25,https://fbref.com/en/players/bdb57777/Everaldo,bdb57777,Brazilian Serie A
218,Éverson,BRA,GK,Atlético Mineiro,32,1990,36,36,3240,36.0,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/a59c090b/Everson,a59c090b,Brazilian Serie A
219,Everton,BRA,"FW,MF",Grêmio,25,1997,28,9,1212,13.5,0.44,0.15,0.59,0.44,0.00,0.00,0.15,0.00,0.26,0.26,0.08,0.35,1.56,3.70,4.74,0.45,0.15,0.59,0.45,0.59,0.26,0.08,0.35,0.26,0.35,https://fbref.com/en/players/3b66e70c/Everton,3b66e70c,Brazilian Serie A
220,Bruno Fabiano Alves,BRA,DF,Grêmio,31,1991,29,27,2450,27.2,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.04,0.02,0.02,0.00,0.02,0.22,1.32,0.04,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,https://fbref.com/en/players/3e0cfaf4/Bruno-Fabiano-Alves,3e0cfaf4,Brazilian Serie A
221,Fabinho,BRA,MF,Palmeiras,20,2002,24,3,587,6.5,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.11,0.11,0.02,0.12,1.23,6.77,1.08,0.00,0.00,0.00,0.00,0.00,0.10,0.01,0.12,0.10,0.12,https://fbref.com/en/players/ff0e595c/Fabinho,ff0e595c,Brazilian Serie A
222,Fábio,BRA,GK,Fluminense,42,1980,35,35,3150,35.0,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/15825726/Fabio,15825726,Brazilian Serie A
223,Fábio,BRA,"DF,MF",Grêmio,32,1990,15,12,871,9.7,0.00,0.21,0.21,0.00,0.00,0.00,0.52,0.00,0.02,0.02,0.08,0.10,2.37,4.33,7.22,0.00,0.21,0.21,0.00,0.21,0.02,0.08,0.10,0.02,0.10,https://fbref.com/en/players/bc7b4580/Fabio,bc7b4580,Brazilian Serie A
224,Fagner,BRA,DF,Corinthians,33,1989,30,22,2095,23.3,0.00,0.04,0.04,0.00,0.00,0.00,0.43,0.00,0.01,0.01,0.10,0.11,1.93,5.92,3.56,0.00,0.04,0.04,0.00,0.04,0.01,0.10,0.11,0.01,0.11,https://fbref.com/en/players/a9cc58fe/Fagner,a9cc58fe,Brazilian Serie A
225,Willian Farias,BRA,MF,Coritiba,33,1989,16,11,959,10.7,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.09,0.02,0.02,0.00,0.03,0.56,3.83,0.19,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.03,0.02,0.03,https://fbref.com/en/players/d1fcff2f/Willian-Farias,d1fcff2f,Brazilian Serie A
226,Luiz Felipe,BRA,DF,Santos,29,1993,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/746c8624/Luiz-Felipe,746c8624,Brazilian Serie A
227,Marcos Felipe,BRA,GK,Bahia,26,1996,37,37,3330,37.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/453bdfb9/Marcos-Felipe,453bdfb9,Brazilian Serie A
228,Matheus Felipe,BRA,DF,Ath Paranaense,24,1998,9,7,532,5.9,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.02,0.03,0.68,2.88,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,https://fbref.com/en/players/90749ab9/Matheus-Felipe,90749ab9,Brazilian Serie A
229,Danilo Fernandes,BRA,GK,Bahia,34,1988,1,1,37,0.4,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/ed05acdc/Danilo-Fernandes,ed05acdc,Brazilian Serie A
230,Lucas Fernandes,BRA,MF,Botafogo (RJ),25,1997,13,5,473,5.3,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.21,0.21,0.09,0.30,2.64,6.60,5.09,0.00,0.00,0.00,0.00,0.00,0.21,0.10,0.31,0.21,0.31,https://fbref.com/en/players/a109d777/Lucas-Fernandes,a109d777,Brazilian Serie A
231,Matheus Fernandes,BRA,MF,Bragantino,24,1998,33,31,2336,26.0,0.04,0.12,0.15,0.04,0.00,0.00,0.31,0.00,0.03,0.03,0.06,0.09,1.58,5.50,1.77,0.04,0.12,0.15,0.04,0.15,0.03,0.06,0.09,0.03,0.09,https://fbref.com/en/players/f76fdcd2/Matheus-Fernandes,f76fdcd2,Brazilian Serie A
232,Nathan Fernandes,BRA,"FW,MF",Grêmio,17,2005,11,2,378,4.2,0.24,0.24,0.48,0.24,0.00,0.00,0.24,0.00,0.24,0.24,0.05,0.26,3.57,2.38,9.52,0.24,0.24,0.48,0.24,0.48,0.23,0.04,0.27,0.23,0.27,https://fbref.com/en/players/239bbd8b/Nathan-Fernandes,239bbd8b,Brazilian Serie A
233,Gatito Fernández,PAR,GK,Botafogo (RJ),34,1988,1,0,45,0.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/9a82f79a/Gatito-Fernandez,9a82f79a,Brazilian Serie A
234,Leonardo Fernández,URU,"MF,FW",Fluminense,24,1998,18,8,658,7.3,0.14,0.00,0.14,0.14,0.00,0.14,0.27,0.00,0.21,0.10,0.14,0.23,3.42,6.16,9.45,0.14,0.00,0.14,0.14,0.14,0.20,0.14,0.35,0.10,0.24,https://fbref.com/en/players/a757be87/Leonardo-Fernandez,a757be87,Brazilian Serie A
235,Rodrigo Fernández,URU,MF,Santos,27,1996,30,24,2014,22.4,0.04,0.00,0.04,0.04,0.00,0.00,0.54,0.04,0.04,0.04,0.00,0.05,0.80,3.30,0.36,0.04,0.00,0.04,0.04,0.04,0.04,0.01,0.05,0.04,0.05,https://fbref.com/en/players/617ee116/Rodrigo-Fernandez,617ee116,Brazilian Serie A
236,Fernandinho,BRA,MF,Ath Paranaense,37,1985,25,23,1935,21.5,0.05,0.14,0.19,0.00,0.05,0.05,0.51,0.05,0.06,0.02,0.09,0.11,1.63,8.93,2.42,0.05,0.14,0.19,0.00,0.14,0.06,0.09,0.15,0.02,0.11,https://fbref.com/en/players/101da2b5/Fernandinho,101da2b5,Brazilian Serie A
237,Fernando,BRA,DF,Ath Paranaense,23,1999,6,6,477,5.3,0.00,0.38,0.38,0.00,0.00,0.00,0.19,0.00,0.02,0.02,0.17,0.17,3.21,2.83,5.85,0.00,0.38,0.38,0.00,0.38,0.01,0.16,0.17,0.01,0.17,https://fbref.com/en/players/8b34d126/Fernando,8b34d126,Brazilian Serie A
238,Nahuel Ferraresi,VEN,FW,São Paulo,24,1998,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/719aab45/Nahuel-Ferraresi,719aab45,Brazilian Serie A
239,Ferreira,BRA,"FW,MF",Grêmio,25,1997,25,6,1145,12.7,0.31,0.24,0.55,0.31,0.00,0.00,0.16,0.00,0.24,0.24,0.18,0.41,4.17,4.80,10.1,0.31,0.24,0.55,0.31,0.55,0.23,0.18,0.41,0.23,0.41,https://fbref.com/en/players/1414e902/Ferreira,1414e902,Brazilian Serie A
240,Sebastián Ferreira,PAR,"FW,MF",Vasco da Gama,24,1998,13,3,440,4.9,0.00,0.20,0.20,0.00,0.00,0.00,0.41,0.00,0.35,0.35,0.06,0.41,0.61,2.65,4.08,0.00,0.20,0.20,0.00,0.20,0.35,0.06,0.40,0.35,0.40,https://fbref.com/en/players/5439dba0/Sebastian-Ferreira,5439dba0,Brazilian Serie A
241,Figueiredo,BRA,"FW,MF",Vasco da Gama,21,2001,16,7,656,7.3,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.25,0.25,0.12,0.37,2.05,2.88,8.90,0.00,0.00,0.00,0.00,0.00,0.24,0.12,0.37,0.24,0.37,https://fbref.com/en/players/2fe3a075/Figueiredo,2fe3a075,Brazilian Serie A
242,Tobias Figueiredo,POR,DF,Fortaleza,28,1994,4,4,343,3.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.84,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,https://fbref.com/en/players/352cabbc/Tobias-Figueiredo,352cabbc,Brazilian Serie A
243,Matheus França,BRA,"MF,FW",Flamengo,18,2004,9,5,369,4.1,0.24,0.00,0.24,0.24,0.00,0.00,0.00,0.00,0.32,0.32,0.12,0.46,3.90,2.68,10.5,0.24,0.00,0.24,0.24,0.24,0.32,0.13,0.45,0.32,0.45,https://fbref.com/en/players/077faf72/Matheus-Franca,077faf72,Brazilian Serie A
244,Alan Franco,ECU,"MF,FW",Atlético Mineiro,24,1998,18,9,840,9.3,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.02,0.02,0.03,0.05,0.43,2.90,0.86,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.06,0.02,0.06,https://fbref.com/en/players/c76b161b/Alan-Franco,c76b161b,Brazilian Serie A
245,Alan Franco,ARG,DF,São Paulo,26,1996,13,12,1129,12.5,0.08,0.08,0.16,0.08,0.00,0.00,0.24,0.00,0.07,0.07,0.01,0.08,0.56,3.84,0.08,0.08,0.08,0.16,0.08,0.16,0.07,0.01,0.08,0.07,0.08,https://fbref.com/en/players/a548281c/Alan-Franco,a548281c,Brazilian Serie A
246,Fransérgio,BRA,MF,Coritiba,32,1990,15,4,534,5.9,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.10,0.10,0.02,0.12,2.03,3.56,1.53,0.00,0.00,0.00,0.00,0.00,0.10,0.02,0.12,0.10,0.12,https://fbref.com/en/players/deba6b05/Fransergio,deba6b05,Brazilian Serie A
247,Marlon Freitas,BRA,MF,Botafogo (RJ),27,1995,36,33,2909,32.3,0.03,0.06,0.09,0.03,0.00,0.00,0.09,0.00,0.07,0.07,0.07,0.13,1.05,6.32,0.65,0.03,0.06,0.09,0.03,0.09,0.06,0.07,0.13,0.06,0.13,https://fbref.com/en/players/ae3181de/Marlon-Freitas,ae3181de,Brazilian Serie A
248,Bruno Fuchs,BRA,DF,Atlético Mineiro,23,1999,15,13,1088,12.1,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.02,0.02,0.41,2.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,https://fbref.com/en/players/ee89e28d/Bruno-Fuchs,ee89e28d,Brazilian Serie A
249,Julio Furch,ARG,"FW,MF",Santos,33,1989,22,5,608,6.8,0.44,0.00,0.44,0.44,0.00,0.00,0.29,0.00,0.41,0.41,0.09,0.50,0.74,2.21,7.21,0.44,0.00,0.44,0.44,0.44,0.42,0.09,0.50,0.42,0.50,https://fbref.com/en/players/84d35e44/Julio-Furch,84d35e44,Brazilian Serie A
250,Gabriel,BRA,DF,Bahia,21,2001,13,10,977,10.9,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.00,0.03,0.03,0.02,0.05,0.83,2.94,0.09,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,https://fbref.com/en/players/4fd28619/Gabriel,4fd28619,Brazilian Serie A
251,Gabriel,BRA,MF,Internacional,30,1992,15,9,765,8.5,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.04,0.05,0.82,4.35,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,https://fbref.com/en/players/e9c0d5d8/Gabriel,e9c0d5d8,Brazilian Serie A
252,Gabriel,BRA,GK,Coritiba,30,1992,31,31,2765,30.7,0.00,0.03,0.03,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,0.00,0.01,0.01,0.00,0.01,https://fbref.com/en/players/f93ed0df/Gabriel,f93ed0df,Brazilian Serie A
253,Gabriel,BRA,MF,Botafogo (RJ),29,1993,16,10,866,9.6,0.00,0.10,0.10,0.00,0.00,0.00,0.21,0.00,0.07,0.07,0.16,0.23,1.15,5.83,3.02,0.00,0.10,0.10,0.00,0.10,0.07,0.15,0.22,0.07,0.22,https://fbref.com/en/players/0d10333c/Gabriel,0d10333c,Brazilian Serie A
254,Eduardo Gabriel,BRA,DF,Santos,26,1996,3,3,269,3.0,0.33,0.00,0.33,0.33,0.00,0.00,0.00,0.33,0.13,0.13,0.00,0.13,0.33,2.00,0.33,0.33,0.00,0.33,0.33,0.33,0.13,0.00,0.13,0.13,0.13,https://fbref.com/en/players/aed65960/Eduardo-Gabriel,aed65960,Brazilian Serie A
255,Thalisson Gabriel,BRA,DF,Coritiba,21,2002,11,11,945,10.5,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.02,0.02,0.01,0.04,0.38,2.19,0.10,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,https://fbref.com/en/players/e494b1e4/Thalisson-Gabriel,e494b1e4,Brazilian Serie A
256,Zé Gabriel,BRA,MF,Vasco da Gama,24,1999,27,24,1938,21.5,0.05,0.00,0.05,0.05,0.00,0.00,0.23,0.00,0.02,0.02,0.01,0.03,1.12,4.14,0.56,0.05,0.00,0.05,0.05,0.05,0.02,0.01,0.03,0.02,0.03,https://fbref.com/en/players/2879ff2a/Ze-Gabriel,2879ff2a,Brazilian Serie A
257,Ighor Gabryel,BRA,FW,América (MG),20,2003,2,0,26,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,https://fbref.com/en/players/7c60d824/Ighor-Gabryel,7c60d824,Brazilian Serie A
