Rk,Player,Nation,Pos,Squad,Age,Born,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%,Player Link_,Player ID_,Competition
11,Alexandre Alemão,BRA,FW,Internacional,24,1998,3.8,0.53,0.00,0.00,3.16,3.68,0.26,0.53,0.26,1.32,0.00,0.00,0.00,4.47,1.58,4.74,25.0,https://fbref.com/en/players/3ed2a79b/Alexandre-Alemao,3ed2a79b,Brazilian Serie A
12,Alerrandro,BRA,"FW,MF",Bragantino,23,2000,4.5,0.67,0.22,0.00,2.00,2.00,1.11,0.22,0.00,0.44,0.00,0.00,0.00,1.33,0.89,4.44,16.7,https://fbref.com/en/players/3415a44d/Alerrandro,3415a44d,Brazilian Serie A
13,Alesson,BRA,"FW,MF",Goiás,23,1999,7.3,0.41,0.00,0.00,1.51,1.23,1.37,3.15,0.14,1.37,0.00,0.00,0.00,4.25,1.92,2.05,48.3,https://fbref.com/en/players/611e984e/Alesson,611e984e,Brazilian Serie A
14,Alex,BRA,DF,Santos,23,1999,5.1,0.20,0.00,0.00,0.78,0.98,0.00,0.00,1.37,1.37,0.00,0.00,0.00,4.12,1.18,1.18,50.0,https://fbref.com/en/players/7367baf7/Alex,7367baf7,Brazilian Serie A
15,Caio Alexandre,BRA,MF,Fortaleza,23,1999,29.2,0.14,0.00,0.00,1.92,1.44,0.14,0.92,0.82,1.44,0.00,0.00,0.00,6.44,0.27,0.68,28.6,https://fbref.com/en/players/08ac23b7/Caio-Alexandre,08ac23b7,Brazilian Serie A
16,Matheus Alexandre,BRA,DF,Cuiabá,23,1999,33.1,0.15,0.00,0.00,1.09,0.36,0.12,2.18,1.27,1.75,0.00,0.03,0.00,5.35,1.18,0.94,55.7,https://fbref.com/en/players/0212e748/Matheus-Alexandre,0212e748,Brazilian Serie A
17,Alexsander,BRA,"MF,DF",Fluminense,19,2003,13.3,0.23,0.00,0.00,2.03,1.43,0.08,1.28,0.75,1.43,0.00,0.08,0.00,5.56,0.83,1.05,44.0,https://fbref.com/en/players/b13e7a78/Alexsander,b13e7a78,Brazilian Serie A
18,Alison,BRA,MF,Santos,29,1993,1.5,0.00,0.00,0.00,0.67,0.67,0.00,0.00,2.00,0.67,0.00,0.00,0.00,6.00,2.00,1.33,60.0,https://fbref.com/en/players/d39b373b/Alison,d39b373b,Brazilian Serie A
19,Alisson,BRA,"MF,DF",Atlético Mineiro,17,2005,0.5,2.00,0.00,0.00,6.00,2.00,0.00,6.00,0.00,4.00,0.00,0.00,0.00,10.0,0.00,2.00,0.0,https://fbref.com/en/players/d26ee8de/Alisson,d26ee8de,Brazilian Serie A
20,Alisson,BRA,"MF,FW",São Paulo,29,1993,23.9,0.08,0.00,0.00,1.63,1.88,0.08,2.47,1.13,1.34,0.04,0.00,0.00,5.06,0.67,1.17,36.4,https://fbref.com/en/players/99139fa4/Alisson,99139fa4,Brazilian Serie A
21,Allan,BRA,MF,Flamengo,25,1997,5.4,0.19,0.00,0.00,1.85,1.67,0.00,0.56,1.67,0.93,0.00,0.00,0.00,6.85,0.37,0.56,40.0,https://fbref.com/en/players/b15e93aa/Allan,b15e93aa,Brazilian Serie A
22,Allano,BRA,FW,Goiás,27,1995,13.7,0.36,0.00,0.00,1.53,3.07,0.36,0.95,0.88,1.46,0.00,0.00,0.00,5.84,1.97,1.46,57.4,https://fbref.com/en/players/9c1245f8/Allano,9c1245f8,Brazilian Serie A
23,Henrique Almeida,BRA,FW,América (MG),31,1991,1.7,0.00,0.00,0.00,2.94,0.59,0.59,1.18,0.00,0.59,0.00,0.59,0.00,2.35,1.76,5.88,23.1,https://fbref.com/en/players/8aa2f2e3/Henrique-Almeida,8aa2f2e3,Brazilian Serie A
24,Rodrigo Alves,BRA,MF,Vasco da Gama,20,2002,3.9,0.26,0.00,0.00,1.03,0.51,0.00,0.00,0.77,1.28,0.00,0.00,0.00,3.59,0.77,1.03,42.9,https://fbref.com/en/players/642defee/Rodrigo-Alves,642defee,Brazilian Serie A
25,Anderson,BRA,GK,Cruzeiro,24,1998,1.0,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,100.0,https://fbref.com/en/players/29d862d4/Anderson,29d862d4,Brazilian Serie A
26,Anderson,BRA,"FW,MF",Goiás,24,1998,14.3,0.07,0.00,0.00,1.75,1.47,0.07,1.33,0.21,1.12,0.00,0.00,0.00,6.22,0.21,0.98,17.6,https://fbref.com/en/players/4242a0a1/Anderson,4242a0a1,Brazilian Serie A
27,André,BRA,DF,Bahia,19,2003,1.4,0.71,0.00,0.00,1.43,0.71,0.00,6.43,0.71,0.71,0.00,0.00,0.00,3.57,1.43,0.00,100.0,https://fbref.com/en/players/bfe1565f/Andre,bfe1565f,Brazilian Serie A
28,André,BRA,"MF,DF",Fluminense,21,2001,29.4,0.37,0.03,0.00,1.39,1.67,0.00,0.17,1.05,1.26,0.00,0.00,0.00,7.28,0.41,0.48,46.2,https://fbref.com/en/players/ec604e2c/Andre,ec604e2c,Brazilian Serie A
29,Maurício Antônio,BRA,DF,Coritiba,30,1992,2.0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,5.50,2.00,1.00,66.7,https://fbref.com/en/players/0bd71531/Mauricio-Antonio,0bd71531,Brazilian Serie A
30,Apodi,BRA,"FW,MF",Goiás,36,1986,4.2,0.71,0.00,0.00,2.86,0.71,1.19,1.43,0.48,0.95,0.24,0.00,0.00,1.90,2.14,1.90,52.9,https://fbref.com/en/players/affbe6bc/Apodi,affbe6bc,Brazilian Serie A
31,Guilherme Arana,BRA,DF,Atlético Mineiro,25,1997,26.5,0.08,0.04,0.00,0.79,0.98,0.00,3.77,1.21,1.09,0.00,0.00,0.00,4.34,0.94,1.13,45.5,https://fbref.com/en/players/2b15a82a/Guilherme-Arana,2b15a82a,Brazilian Serie A
32,Charles Aránguiz,CHI,MF,Internacional,33,1989,14.1,0.21,0.00,0.00,1.35,1.28,0.00,0.50,0.71,1.13,0.00,0.00,0.00,5.11,0.99,0.50,66.7,https://fbref.com/en/players/56413b1f/Charles-Aranguiz,56413b1f,Brazilian Serie A
33,Luiz Araújo,BRA,"FW,MF",Flamengo,26,1996,8.7,0.23,0.11,0.00,2.18,2.99,0.11,4.25,0.80,1.84,0.11,0.00,0.00,4.94,0.92,0.57,61.5,https://fbref.com/en/players/fa18c72e/Luiz-Araujo,fa18c72e,Brazilian Serie A
34,Matheus Araújo,BRA,"MF,FW",Corinthians,20,2002,6.5,0.00,0.00,0.00,1.69,1.23,0.15,2.00,1.38,1.08,0.00,0.00,0.00,6.77,0.92,1.38,40.0,https://fbref.com/en/players/2b0a4a75/Matheus-Araujo,2b0a4a75,Brazilian Serie A
35,Michel Araujo,URU,"FW,MF",São Paulo,26,1996,19.6,0.15,0.00,0.00,1.68,2.14,0.10,3.11,0.56,1.17,0.05,0.15,0.00,4.74,1.68,1.84,47.8,https://fbref.com/en/players/1159e4ae/Michel-Araujo,1159e4ae,Brazilian Serie A
36,Éberth Araújo Nogueira,BRA,FW,Coritiba,19,2003,0.3,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/6e60f591/Eberth-Araujo-Nogueira,6e60f591,Brazilian Serie A
37,Robert Arboleda,ECU,DF,São Paulo,31,1991,19.1,0.05,0.05,0.00,0.37,0.68,0.26,0.00,0.68,1.10,0.00,0.00,0.00,4.71,2.98,1.68,64.0,https://fbref.com/en/players/269dbfc6/Robert-Arboleda,269dbfc6,Brazilian Serie A
38,Jhon Arias,COL,"FW,MF",Fluminense,25,1997,26.5,0.19,0.04,0.00,1.55,2.72,0.34,5.96,0.34,1.17,0.04,0.00,0.00,5.32,0.64,1.21,34.7,https://fbref.com/en/players/86d96066/Jhon-Arias,86d96066,Brazilian Serie A
39,Luciano Arriagada,CHI,"FW,MF",Ath Paranaense,20,2002,2.1,0.00,0.00,0.00,6.67,2.86,0.00,0.48,0.00,0.48,0.00,0.00,0.00,5.71,1.90,6.67,22.2,https://fbref.com/en/players/e198a544/Luciano-Arriagada,e198a544,Brazilian Serie A
40,Arthur,BRA,"FW,MF",Cruzeiro,24,1998,15.0,0.20,0.00,0.00,1.67,1.67,0.33,1.93,0.33,0.47,0.00,0.00,0.00,4.07,0.27,0.87,23.5,https://fbref.com/en/players/184ad240/Arthur,184ad240,Brazilian Serie A
41,Arthur,BRA,DF,América (MG),19,2003,1.0,0.00,0.00,0.00,7.00,2.00,0.00,3.00,1.00,1.00,0.00,1.00,0.00,8.00,2.00,1.00,66.7,https://fbref.com/en/players/8a958856/Arthur,8a958856,Brazilian Serie A
42,Arthur,BRA,"DF,FW",Fluminense,18,2004,0.2,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,5.00,0.00,0.00,0.00,5.00,0.00,0.00,,https://fbref.com/en/players/0339468c/Arthur,0339468c,Brazilian Serie A
43,Artur,BRA,FW,Palmeiras,24,1998,21.1,0.09,0.00,0.00,0.66,1.71,0.38,3.84,0.33,0.47,0.00,0.00,0.00,4.08,0.47,0.66,41.7,https://fbref.com/en/players/105132cd/Artur,105132cd,Brazilian Serie A
44,Eduard Atuesta,COL,MF,Palmeiras,25,1997,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,https://fbref.com/en/players/60990b81/Eduard-Atuesta,60990b81,Brazilian Serie A
45,Felipe Augusto,BRA,"FW,MF",Corinthians,18,2004,3.6,0.00,0.00,0.00,2.22,2.78,0.28,0.28,0.28,0.56,0.00,0.00,0.00,3.06,3.33,4.17,44.4,https://fbref.com/en/players/1f9cbd0b/Felipe-Augusto,1f9cbd0b,Brazilian Serie A
46,Filipe Augusto,BRA,MF,Cuiabá,29,1993,11.8,0.51,0.08,0.08,2.20,1.27,0.00,2.97,0.59,1.27,0.00,0.00,0.00,6.19,1.19,1.27,48.3,https://fbref.com/en/players/0e34de55/Filipe-Augusto,0e34de55,Brazilian Serie A
47,Renato Augusto,BRA,MF,Corinthians,34,1988,14.2,0.07,0.00,0.00,0.77,1.69,0.14,4.01,0.56,0.56,0.07,0.00,0.00,3.10,0.63,0.42,60.0,https://fbref.com/en/players/83a6367a/Renato-Augusto,83a6367a,Brazilian Serie A
48,Danilo Avelar,BRA,DF,América (MG),33,1989,22.0,0.23,0.05,0.00,2.14,0.64,0.14,0.86,1.59,1.00,0.00,0.05,0.00,4.36,4.32,1.73,71.4,https://fbref.com/en/players/eacb45fd/Danilo-Avelar,eacb45fd,Brazilian Serie A
49,Felipe Azevedo,BRA,"FW,MF",América (MG),36,1987,19.4,0.15,0.05,0.00,1.39,1.65,0.26,1.49,0.52,0.52,0.00,0.00,0.00,5.05,1.39,2.16,39.1,https://fbref.com/en/players/4a22b15a/Felipe-Azevedo,4a22b15a,Brazilian Serie A
50,Matheus Babi,BRA,FW,Goiás,25,1997,9.8,0.51,0.00,0.00,2.35,2.24,0.92,0.10,0.10,0.41,0.00,0.00,0.00,2.86,4.49,5.61,44.4,https://fbref.com/en/players/f48cff2c/Matheus-Babi,f48cff2c,Brazilian Serie A
51,Matheus Bahia,BRA,"DF,MF",Bahia,23,1999,5.5,0.36,0.00,0.00,1.82,1.09,0.18,3.45,1.45,1.27,0.00,0.00,0.00,6.00,1.09,0.55,66.7,https://fbref.com/en/players/33e3c4e5/Matheus-Bahia,33e3c4e5,Brazilian Serie A
52,Fabián Balbuena,PAR,DF,Corinthians,31,1991,1.0,0.00,0.00,0.00,1.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,1.00,4.00,2.00,66.7,https://fbref.com/en/players/3626f7d9/Fabian-Balbuena,3626f7d9,Brazilian Serie A
53,Robson Bambu,BRA,DF,Vasco da Gama,25,1997,14.2,0.42,0.00,0.00,1.27,1.34,0.14,0.77,0.85,0.92,0.00,0.00,0.00,6.20,1.90,1.69,52.9,https://fbref.com/en/players/d4fa7d01/Robson-Bambu,d4fa7d01,Brazilian Serie A
54,Gabriel Baralhas,BRA,MF,Internacional,24,1998,2.6,0.00,0.00,0.00,1.92,1.15,0.00,0.38,1.92,1.92,0.00,0.00,0.00,7.69,0.77,0.77,50.0,https://fbref.com/en/players/b7838aad/Gabriel-Baralhas,b7838aad,Brazilian Serie A
55,Danilo Barbosa,BRA,"MF,DF",Botafogo (RJ),26,1996,11.2,0.45,0.00,0.00,1.43,2.41,0.09,0.27,1.43,0.80,0.00,0.00,0.00,6.88,1.43,0.80,64.0,https://fbref.com/en/players/0557ff4f/Danilo-Barbosa,0557ff4f,Brazilian Serie A
56,Diogo Barbosa,BRA,DF,Fluminense,30,1992,12.4,0.08,0.00,0.00,0.32,1.21,0.24,1.77,0.81,0.89,0.00,0.00,0.00,3.47,0.73,0.89,45.0,https://fbref.com/en/players/7b9ef26b/Diogo-Barbosa,7b9ef26b,Brazilian Serie A
57,Diogo Barbosa,BRA,DF,Grêmio,30,1992,4.3,0.23,0.00,0.00,0.93,1.16,0.23,1.16,1.16,0.93,0.00,0.00,0.00,6.28,1.40,1.86,42.9,https://fbref.com/en/players/7b9ef26b/Diogo-Barbosa,7b9ef26b,Brazilian Serie A
58,Gabriel Barbosa,BRA,FW,Flamengo,26,1996,17.1,0.41,0.12,0.00,0.70,0.88,0.41,1.46,0.12,0.06,0.00,0.00,0.00,1.87,0.18,0.58,23.1,https://fbref.com/en/players/72d0e1b6/Gabriel-Barbosa,72d0e1b6,Brazilian Serie A
59,Lucas Barbosa,BRA,"FW,MF",Santos,21,2001,1.1,0.00,0.00,0.00,3.64,0.91,0.00,1.82,1.82,4.55,0.00,0.00,0.00,11.8,4.55,0.91,83.3,https://fbref.com/en/players/a28eac7e/Lucas-Barbosa,a28eac7e,Brazilian Serie A
60,Lucas Barbosa,BRA,"MF,FW",Coritiba,21,2001,1.1,0.00,0.00,0.00,6.36,4.55,0.00,0.91,1.82,1.82,0.00,0.00,0.00,7.27,0.91,3.64,20.0,https://fbref.com/en/players/a28eac7e/Lucas-Barbosa,a28eac7e,Brazilian Serie A
61,Chrystian Barletta,BRA,MF,Corinthians,21,2001,1.4,0.00,0.00,0.00,2.14,2.86,0.00,1.43,0.71,2.14,,,0.00,,,,,https://fbref.com/en/players/d594cf58/Chrystian-Barletta,d594cf58,Brazilian Serie A
62,Cauan Barros,BRA,MF,Vasco da Gama,18,2004,2.6,0.77,0.00,0.00,3.08,1.15,0.00,0.38,0.38,1.15,0.00,0.00,0.00,3.85,1.54,3.46,30.8,https://fbref.com/en/players/6ae4627b/Cauan-Barros,6ae4627b,Brazilian Serie A
63,Gabriel Barros,BRA,"FW,MF",Internacional,21,2001,2.0,0.50,0.00,0.00,2.00,0.00,0.00,1.50,1.00,0.50,0.00,0.00,0.00,5.00,1.00,1.00,50.0,https://fbref.com/en/players/b43515ea/Gabriel-Barros,b43515ea,Brazilian Serie A
64,Bastos,ANG,DF,Botafogo (RJ),31,1991,1.3,0.00,0.00,0.00,2.31,1.54,0.00,0.77,0.00,1.54,0.00,0.00,0.00,1.54,1.54,1.54,50.0,https://fbref.com/en/players/c01c66d9/Bastos,c01c66d9,Brazilian Serie A
65,Fellipe Bastos,BRA,MF,Goiás,32,1990,0.4,2.50,0.00,0.00,0.00,0.00,0.00,5.00,2.50,0.00,0.00,0.00,0.00,5.00,0.00,0.00,,https://fbref.com/en/players/9b99eae0/Fellipe-Bastos,9b99eae0,Brazilian Serie A
66,Diogo Batista,BRA,"DF,MF",Coritiba,19,2003,5.9,0.17,0.00,0.00,1.86,0.68,0.00,2.37,0.34,0.85,0.00,0.00,0.00,4.41,0.85,1.02,45.5,https://fbref.com/en/players/9bd61510/Diogo-Batista,9bd61510,Brazilian Serie A
67,Rodrigo Battaglia,ARG,MF,Atlético Mineiro,31,1991,19.2,0.31,0.00,0.00,2.19,1.15,0.05,0.36,0.63,1.51,0.00,0.00,0.00,5.52,1.46,1.46,50.0,https://fbref.com/en/players/d637fc22/Rodrigo-Battaglia,d637fc22,Brazilian Serie A
68,José Luis Rodríguez Bebanz,URU,DF,Vasco da Gama,25,1997,22.2,0.09,0.00,0.00,0.81,0.54,0.14,6.31,1.35,1.40,0.00,0.05,0.00,6.26,1.35,0.95,58.8,https://fbref.com/en/players/6f1a7f76/Jose-Luis-Rodriguez-Bebanz,6f1a7f76,Brazilian Serie A
69,Matheus Belém,BRA,DF,São Paulo,19,2003,1.9,0.53,0.00,0.00,0.53,0.00,0.00,0.53,1.05,0.00,0.00,0.00,0.00,6.32,1.05,2.63,28.6,https://fbref.com/en/players/3f2ef5ad/Matheus-Belem,3f2ef5ad,Brazilian Serie A
70,Lucas Belezi,BRA,DF,Ath Paranaense,19,2003,0.5,2.00,0.00,0.00,2.00,2.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00,2.00,4.00,0.00,100.0,https://fbref.com/en/players/1e4932f6/Lucas-Belezi,1e4932f6,Brazilian Serie A
71,Ramiro Benetti,BRA,MF,Cruzeiro,29,1993,4.5,0.67,0.00,0.00,1.56,0.00,0.00,0.89,0.22,1.33,0.00,0.00,0.00,6.22,0.22,2.22,9.1,https://fbref.com/en/players/96d14fe7/Ramiro-Benetti,96d14fe7,Brazilian Serie A
72,Martín Benítez,ARG,"MF,FW",América (MG),28,1994,12.4,0.32,0.00,0.00,1.13,3.63,0.32,4.11,0.48,0.56,0.00,0.00,0.00,4.60,0.32,0.73,30.8,https://fbref.com/en/players/c122e34e/Martin-Benitez,c122e34e,Brazilian Serie A
73,Bento,BRA,GK,Ath Paranaense,23,1999,33.0,0.09,0.00,0.00,0.06,0.12,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.48,0.30,0.00,100.0,https://fbref.com/en/players/5d699228/Bento,5d699228,Brazilian Serie A
74,Lucas Beraldo,BRA,DF,São Paulo,19,2003,24.0,0.29,0.00,0.00,0.75,0.58,0.00,0.08,1.00,0.88,0.00,0.00,0.00,6.08,1.58,1.17,57.6,https://fbref.com/en/players/b8aedf06/Lucas-Beraldo,b8aedf06,Brazilian Serie A
75,Lucas Besozzi,ARG,"FW,MF",Grêmio,20,2003,4.4,0.23,0.00,0.00,0.91,1.36,0.00,2.73,1.14,0.45,0.00,0.00,0.00,6.82,0.68,0.68,50.0,https://fbref.com/en/players/d8dcc840/Lucas-Besozzi,d8dcc840,Brazilian Serie A
76,Matheus Bianqui,BRA,MF,Coritiba,25,1998,15.8,0.51,0.00,0.00,2.53,1.77,0.19,0.57,1.27,1.58,0.00,0.00,0.06,5.00,2.66,2.34,53.2,https://fbref.com/en/players/9da67b35/Matheus-Bianqui,9da67b35,Brazilian Serie A
77,Raul Bicalho,BRA,DF,Bahia,23,1999,3.6,0.28,0.00,0.00,1.39,1.11,0.00,0.00,0.28,0.28,0.00,0.00,0.00,3.61,1.67,3.61,31.6,https://fbref.com/en/players/79af412b/Raul-Bicalho,79af412b,Brazilian Serie A
78,Matheus Bidu,BRA,DF,Corinthians,23,1999,18.4,0.11,0.00,0.00,1.30,2.01,0.00,5.71,1.68,1.09,0.00,0.11,0.00,6.79,1.47,1.09,57.4,https://fbref.com/en/players/b8a72293/Matheus-Bidu,b8a72293,Brazilian Serie A
79,Rafael Bilu,BRA,FW,Cruzeiro,23,1999,1.0,0.00,0.00,0.00,1.00,4.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,11.0,1.00,3.00,25.0,https://fbref.com/en/players/26880429/Rafael-Bilu,26880429,Brazilian Serie A
80,Guilherme Biro,BRA,"FW,MF",Corinthians,18,2004,6.4,0.31,0.00,0.00,2.19,2.97,0.31,2.03,0.47,0.63,0.00,0.00,0.00,5.78,0.63,1.25,33.3,https://fbref.com/en/players/e38c2c76/Guilherme-Biro,e38c2c76,Brazilian Serie A
81,Bitelo,BRA,"MF,FW",Grêmio,23,2000,17.2,0.06,0.00,0.00,0.76,3.26,0.17,2.03,1.16,1.22,0.00,0.00,0.00,7.50,0.52,1.05,33.3,https://fbref.com/en/players/d4b69f94/Bitelo,d4b69f94,Brazilian Serie A
82,Thiago Borbas,URU,FW,Bragantino,20,2002,15.9,0.44,0.06,0.00,2.58,0.82,0.19,0.94,0.13,0.57,0.00,0.00,0.00,2.96,2.77,3.65,43.1,https://fbref.com/en/players/04f9c45f/Thiago-Borbas,04f9c45f,Brazilian Serie A
83,Ângelo Borges,BRA,"FW,MF",Santos,18,2004,6.0,0.17,0.00,0.00,1.33,1.50,0.67,1.33,0.83,1.33,0.00,0.00,0.00,5.17,0.50,1.33,27.3,https://fbref.com/en/players/737945d9/Angelo-Borges,737945d9,Brazilian Serie A
84,Daniel Borges,BRA,DF,América (MG),29,1993,8.9,0.11,0.11,0.00,1.69,0.45,0.00,4.94,1.57,1.35,0.00,0.00,0.00,5.62,0.56,1.35,29.4,https://fbref.com/en/players/71879f82/Daniel-Borges,71879f82,Brazilian Serie A
85,Daniel Borges,BRA,DF,Botafogo (RJ),29,1993,0.5,0.00,0.00,0.00,4.00,2.00,0.00,4.00,2.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00,,https://fbref.com/en/players/71879f82/Daniel-Borges,71879f82,Brazilian Serie A
86,Marllon Borges,BRA,DF,Cuiabá,30,1992,36.0,0.19,0.00,0.00,0.78,0.50,0.03,0.03,0.75,0.94,0.00,0.03,0.00,4.83,1.72,0.97,63.9,https://fbref.com/en/players/d0b29bbd/Marllon-Borges,d0b29bbd,Brazilian Serie A
87,Pedro Borges,BRA,"MF,FW",Fortaleza,25,1997,6.3,0.32,0.00,0.00,3.33,2.22,0.00,0.16,0.63,1.90,0.00,0.00,0.00,6.35,1.75,2.06,45.8,https://fbref.com/en/players/5bb699c4/Pedro-Borges,5bb699c4,Brazilian Serie A
88,Gabriel Boschilia,BRA,"MF,FW",Coritiba,26,1996,3.8,0.26,0.00,0.00,1.58,1.84,0.00,3.95,0.26,1.32,0.00,0.00,0.00,6.84,0.53,1.32,28.6,https://fbref.com/en/players/e90af77c/Gabriel-Boschilia,e90af77c,Brazilian Serie A
89,Lucas Braga,BRA,"DF,FW",Santos,26,1996,22.1,0.23,0.05,0.05,0.95,1.86,0.18,1.76,0.50,0.95,0.00,0.00,0.00,3.98,0.59,1.00,37.1,https://fbref.com/en/players/8a0a73ad/Lucas-Braga,8a0a73ad,Brazilian Serie A
90,David Braz,BRA,DF,Fluminense,35,1987,9.6,0.21,0.00,0.00,1.35,0.73,0.10,0.10,0.83,0.83,0.00,0.00,0.00,4.27,3.02,2.71,52.7,https://fbref.com/en/players/9313b408/David-Braz,9313b408,Brazilian Serie A
91,Brenno,BRA,GK,Grêmio,23,1999,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,100.0,https://fbref.com/en/players/f002e8eb/Brenno,f002e8eb,Brazilian Serie A
92,Breno,BRA,MF,Botafogo (RJ),22,2000,0.1,0.00,0.00,0.00,10.0,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.0,0.00,0.00,,https://fbref.com/en/players/083374b7/Breno,083374b7,Brazilian Serie A
93,Breno,BRA,FW,Palmeiras,27,1996,15.2,0.07,0.00,0.00,0.72,2.96,0.86,1.91,0.26,0.72,0.00,0.00,0.00,4.47,1.32,1.51,46.5,https://fbref.com/en/players/e0016d00/Breno,e0016d00,Brazilian Serie A
94,Emanuel Brítez,ARG,DF,Fortaleza,30,1992,30.7,0.36,0.03,0.03,1.43,0.85,0.20,0.36,1.01,0.81,0.00,0.03,0.03,5.05,2.64,1.60,62.3,https://fbref.com/en/players/fb29d05d/Emanuel-Britez,fb29d05d,Brazilian Serie A
95,Bruno,BRA,"FW,MF",Bragantino,19,2003,7.9,0.00,0.00,0.00,0.25,1.01,0.13,2.15,0.25,0.51,0.00,0.13,0.00,3.80,0.00,0.63,0.0,https://fbref.com/en/players/ad8c3404/Bruno,ad8c3404,Brazilian Serie A
96,Fabrício Bruno,BRA,DF,Flamengo,26,1996,34.0,0.24,0.00,0.00,0.41,0.50,0.00,0.41,0.74,0.82,0.00,0.00,0.00,4.97,1.38,0.85,61.8,https://fbref.com/en/players/470d197b/Fabricio-Bruno,470d197b,Brazilian Serie A
